index,original,single_agent_translation,single_agent_improved_translation
62,"А еще мы в этот раз публикуем первую часть довольно подробного гида по творчеству Альфреда Хичкока, и вот тут уж точно не нужно ничего специально рекламировать, и ежу понятно, что автор «Подозрения» и «Веревки» - это наше Татьяна Алешичева, Борис Глейзеров, Анна Головня, Ник Де Семлин, Дэн Джолин, Тамара Дондурей, Николай Караев, Денис Корсаков, Мария Кувшинова, Иван Куликов, Уилл Лоуренс, Сергей Мезенов, Сергей Натапов, Иан Нейтан, Ким Ньюмэн, Заира Озова, Нев Пирс, Алексей Простяков, Серафима Скибюк, Адам Смит, Мур Соболева, Василий Степанов, Александр Стрелков, Олли Ричардс, Олег Тищенков, Алена Логунова, Крис Хьюитт, Ольга Шакина лондинку-цэрэушницу Эвелин Солт, несмотря на блестящий послужной список, заподозрили в шпионаже в пользу русских и решили во что бы то ни стало изловить.","Here's the translation of the provided text:

""Additionally, this time we are publishing the first part of a rather detailed guide on the works of Alfred Hitchcock, and there is certainly no need for any special promotion here. It's obvious to everyone that the author of 'Suspicion' and 'Rope' is our Tatiana Aleshicheva, Boris Gleizerov, Anna Golovnya, Nick De Semlyen, Dan Jolin, Tamara Dondurey, Nikolai Karaev, Denis Korsakov, Maria Kuvshinova, Ivan Kulikov, Will Lawrence, Sergey Mezenov, Sergey Natapov, Ian Nathan, Kim Newman, Zaira Ozova, Nev Pierce, Alexey Prostyakov, Serafima Skibyuk, Adam Smith, Mur Soboleva, Vasily Stepanov, Alexander Strelkov, Olly Richards, Oleg Tishchenkov, Alena Logunova, Chris Hewitt, Olga Shakina. Despite her brilliant track record, Evelyn Salt, a London-based CIA agent, was suspected of espionage in favor of the Russians and they decided to catch her at all costs.""","Additionally, this time we are publishing the first part of a rather detailed guide on the works of Alfred Hitchcock, which certainly doesn't need any special promotion, as it's obvious to everyone that the author of 'Suspicion' and 'Rope' is Alfred Hitchcock, not our Tatiana Aleshicheva, Boris Gleizerov, Anna Golovnya, Nick De Semlyen, Dan Jolin, Tamara Dondurey, Nikolai Karaev, Denis Korsakov, Maria Kuvshinova, Ivan Kulikov, Will Lawrence, Sergey Mezenov, Sergey Natapov, Ian Nathan, Kim Newman, Zaira Ozova, Nev Pierce, Alexey Prostyakov, Serafima Skibyuk, Adam Smith, Mur Soboleva, Vasily Stepanov, Alexander Strelkov, Olly Richards, Oleg Tishchenkov, Alena Logunova, Chris Hewitt, Olga Shakina, and despite her brilliant track record, CIA agent Evelyn Salt was suspected of espionage in favor of the Russians, and they decided to catch her at all costs."
63,"Загнанная в угол, она перекрасится в привычный нам черный и сама отправится искать правду.","Cornered, she will dye her hair the familiar black and set out to find the truth herself.","Cornered, she will change into the familiar black and set out to find the truth herself."
66,Примерно так красота и должна спасать мир.,Something like this is how beauty should save the world.,This is roughly how beauty should save the world.
67,"Вот он, родной, взорвавший и починивший мир «Пятым элементом» и сделавший Миллу Йовович самой прекрасной женщиной во вселенной.","Here he is, the one who blew up and fixed the world with ""The Fifth Element"" and made Milla Jovovich the most beautiful woman in the universe.","Here he is, dear and familiar, who transformed the world with ""The Fifth Element"" and made Milla Jovovich the most beautiful woman in the universe."
70,Что делал Бессон 13 лет между «Элементом...» и «Аделью...» вспоминать не хочется.,"What Besson did during the 13 years between ""The Fifth Element"" and ""Adèle..."" is something I don't want to remember.","Recalling what Besson did during the 13 years between ""Element..."" and ""Adèle..."" is not something I want to do."
71,"Он, мягко говоря, без дела не сидел, но вся эта сценарно-продюсерская суета и редкие, вымученные режиссерские выступления забудутся.","He, to put it mildly, was not idle, but all this scriptwriting and producing hustle and the rare, strained directorial appearances will be forgotten.","He, to put it mildly, was not idle, but all this scriptwriting and producing hustle and the rare, strained directorial appearances will be forgotten."
72,А вот «Адель...» — едва ли.,"But ""Adele..."" — hardly.","But ""Adele..."" — hardly."
73,"Когда смотришь это кино, кажется, что 13 лет перед нами был не наш Бессон, а какой-то двойник.","When you watch this movie, it seems that for the past 13 years, it wasn't our Besson, but some kind of double.","When you watch this movie, it seems that for the past 13 years, it wasn't the Besson we know, but some sort of doppelgänger."
76,"Тут весь невероятный драйв заключается в том, что за каждым поворотом или репликой вас поджидают сюрпризы.",The whole incredible thrill here lies in the fact that surprises await you around every corner or line.,The whole incredible thrill here lies in the fact that surprises await you around every corner or remark.
77,И все как один приятные.,"""And all of them are pleasant.""","""And every single one of them is pleasant."""
78,"То ли девушка, то ли видение",Either a girl or a vision,Either a girl or a vision
84,"Режиссер не бежит за зрителем с протянутой рукой, умоляя оценить спецэффекты, декорации или трюки, а увлекает за собой, как старомодный романист, восклицающий пред большим путешествием к центру земли или на край света: «Вперед, мой читатель, нас ждут великие дела!»","The director does not chase after the audience with an outstretched hand, begging them to appreciate the special effects, sets, or stunts. Instead, he captivates them like an old-fashioned novelist, exclaiming before a grand journey to the center of the earth or to the ends of the world: ""Onward, my reader, great deeds await us!""","The director does not chase after the audience with an outstretched hand, begging them to appreciate the special effects, sets, or stunts. Instead, he captivates them like an old-fashioned novelist, exclaiming in anticipation of a grand journey to the center of the earth or to the ends of the world: ""Onward, my reader, great deeds await us!"""
85,"При этом Бессон обращается с жанровым кино, про которое знает решительно все, бесцеремонно и весело, как мальчишка, насмотревшийся старых фильмов и начитавшийся Жюля Верна.","Besson approaches genre cinema, about which he knows absolutely everything, in a cheeky and fun way, like a boy who has watched old films and read Jules Verne.","Besson approaches genre cinema, about which he knows absolutely everything, unapologetically and joyfully, like a boy who has watched old films and read Jules Verne."
86,"Манипулируя банальностями, не отказывая себе в цинизме и не стесняясь риско","Manipulating banalities, not denying oneself cynicism, and not hesitating to take risks.","Manipulating banalities, not denying oneself cynicism, and not hesitating to be bold."
90,"Город переполошило древнее чудовище, которое пробудил к жизни старый медиум.",The city was alarmed by an ancient monster that was brought to life by an old medium.,The city was alarmed by an ancient monster that was brought to life by an old medium.
92,С той же целью девушка тащит из Египта настоящую мумию.,"With the same purpose, the girl is bringing a real mummy from Egypt.","With the same purpose, the girl is bringing a real mummy from Egypt."
96,"Стиль Бессона в этом фильме складывается из словесного трюкачества, актерской клоунады и сюжетной эквилибристики (цирковые термины вполне уместны - единение двух искусств здесь органично и крепко как никогда).","Besson's style in this film consists of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate here—the union of the two arts is as organic and strong as ever).","Besson's style in this film consists of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate here—the union of the two arts is as organic and strong as ever)."
98,"В ней воплотился незаслуженно забытый типаж авантюристки, которая берет не столько эксплуатацией сексуальности, сколько чистейшим куражом и отвагой.",It embodies an undeservedly forgotten archetype of an adventuress who relies not so much on exploiting sexuality as on pure daring and courage.,It embodies an undeservedly forgotten archetype of an adventuress who relies not so much on exploiting sexuality as on pure daring and courage.
99,"В кино к таким девушкам, как правило, приставляют какого-нибудь дежурного мачо или волоокого романтика","In movies, such girls are usually paired with some macho guy on duty or a doe-eyed romantic.","In movies, such girls are usually paired with some macho guy on duty or a doe-eyed romantic."
104,"Натренированный на многочисленных жанровых «кошках» и, казалось, совсем скисший Люк Бессон проявил неожиданную творческую лихость, напомнив, что граница между предпочтениями скучающих посетителей мегамоллов и высоколобых завсегдатаев арт-хаусных залов легко преодолевается фильмами для жизнерадостных безумцев.","Trained on numerous genre ""cats"" and seemingly completely deflated, Luc Besson displayed unexpected creative audacity, reminding us that the boundary between the preferences of bored megamall visitors and the highbrow regulars of arthouse theaters is easily crossed by films for cheerful madmen.","Trained on numerous genre exercises and seemingly completely deflated, Luc Besson displayed unexpected creative audacity, reminding us that the boundary between the preferences of bored megamall visitors and the highbrow regulars of arthouse theaters is easily crossed by films for cheerful madmen."
107,"Герметичный хоррор с претензией на психологизм и политический контекст 2002 году дебютный ужастик Джонатана Либесмана был разруган критикой, но понравился публике и хорошо заработал в прокате, а главное - попался на глаза продюсеру Майклу Бэю.","The airtight horror with a claim to psychological depth and political context, Jonathan Liebesman's debut horror film in 2002 was panned by critics but liked by the audience and did well at the box office. Most importantly, it caught the eye of producer Michael Bay.","The claustrophobic horror film with elements of psychological depth and political context, Jonathan Liebesman's debut horror film in 2002 was panned by critics but liked by the audience and did well at the box office. Most importantly, it caught the eye of producer Michael Bay."
115,А трое мужчин в запертой комнате пытаются выработать стратегию выживания: объединиться в команду или перестрелять друг друга?,And three men in a locked room are trying to devise a survival strategy: to team up or to shoot each other?,And three men in a locked room are trying to devise a survival strategy: to team up or shoot each other?
117,Или пытаться сломать свою клетку любой ценой?,"""Or try to break your cage at any cost?""",Or try to break out of your cage at any cost?
118,"Проверку проходят не только они, но и молодая амбициозная сотрудница спецслужб, которую тестирует на безжалостность поднаторевший в диких экспериментах опытный профессор.","The test is being taken not only by them but also by a young ambitious intelligence officer, who is being tested for ruthlessness by an experienced professor skilled in wild experiments.","The test is being taken not only by them but also by a young ambitious intelligence officer, who is being tested for ruthlessness by an experienced professor skilled in wild experiments."
120,Их сажают в изолированную комнату и выдают каждому кипу листов с бессмысленными вопросами.,They are placed in an isolated room and given a stack of sheets with meaningless questions.,They are placed in an isolated room and given a stack of sheets with meaningless questions.
122,"Начинается игра на выживание, за которой за стеклом внимательно наблюдают правительственные агенты.","The survival game begins, closely watched by government agents behind the glass.","The survival game begins, closely watched by government agents behind the glass."
126,"Куртуазным образом жизни отца она уязвлена и откровенно подглядывает за тем, как он, словно пародируя знаменитую сцену из «Шоугелз» Пола Верхувена, ныряет в бассейн за очередной романтической жертвой.","She is hurt by her father's courtly lifestyle and openly spies on him as he, seemingly parodying the famous scene from Paul Verhoeven's ""Showgirls,"" dives into the pool after yet another romantic target.","She is hurt by her father's courtly lifestyle and openly spies on him as he, seemingly parodying the famous scene from Paul Verhoeven's ""Showgirls,"" dives into the pool after yet another romantic target."
129,Вялую мелодраматическую Мгер Мкртчан вместе с Павлом Бардиным снял комедию с Иваном Ургантом «Трое и снежинка».,"The sluggish melodrama Mger Mkrtchyan, along with Pavel Bardin, made a comedy with Ivan Urgant called ""Three and a Snowflake.""","Mger Mkrtchyan, along with Pavel Bardin, made a comedy with Ivan Urgant titled *Three and a Snowflake*."
133,"Особенно жалко линию про бизнес по перекупке футбольных игроков, так и оставшийся за кадром.",It's especially unfortunate that the storyline about the business of trading football players was left out.,It's especially unfortunate that the storyline about the business of trading football players was left behind the scenes.
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","However, the author hit the bullseye with a potential slogan for the film's audience: ""Don't look for a problem where there isn't one."" You couldn't say it better.","However, the author hit the bullseye with a potential slogan for the film's audience, ""Don't look for a problem where there isn't one."" Couldn't have put it more accurately."
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes gallop through almost the same parts of the world (both films start in Latin America and end at the Port of Los Angeles) and exploit the same spectacular shots—in both, something stuffed with dollar bills explodes, and a whirlwind of cash descends on the set.","The heroes gallop through almost the same parts of the world (both films start in Latin America and end at the Port of Los Angeles) and exploit the same spectacular shots, in both, something stuffed with dollar bills explodes, and a whirlwind of cash descends on the set."
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how they, without colluding, brought different material to an absolutely identical thundering denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images of Willis and Schwarzenegger (the comparisons invariably favor Bruce and Arnold).","It's simply amazing how they, without colluding, brought different material to an absolutely identical thundering denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images of Willis and Schwarzenegger (the comparisons invariably favor Bruce and Arnold)."
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive—and determined to avenge the scoundrel with the languid voice who orchestrated all of this at any cost.,But they are alive—and determined to avenge the scoundrel with the languid voice who orchestrated all of this at all costs.
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, a conditionally edible action movie.","An action movie made from recycled materials, barely palatable."
154,Простая история о беглом румынском каторжнике,A Simple Story About a Fugitive Romanian Convict,A Simple Story About a Fugitive Romanian Convict
158,"Безусловно, оно будет реалистичным, притом жестко.","Certainly, it will be realistic, and quite tough at that.","Certainly, it will be realistic, and quite tough at that."
159,Высока вероятность участия актеров-непрофессионалов.,There is a high likelihood of participation by non-professional actors.,There is a high likelihood of participation by non-professional actors.
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one might easily mistake what is happening on the screen for the exercises of some underground critical realists from Warsaw Pact countries, who attended a lecture on Bresson in the early 80s.","Also, without knowing the year of release, one might easily mistake what is happening on the screen for the exercises of some underground critical realists from Warsaw Pact countries, who attended a lecture on Bresson in the early 80s."
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Translate to exploitation-style like the '70s, with a cowboy who decides to take a stroll from the prison, from which he is soon to be released, to the nearest saloon.","Convert to a '70s-style exploitation film, with a cowboy who decides to take a stroll from the prison, from which he is soon to be released, to the nearest saloon."
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, inspiring a faint hope that Romanian arthouse might one day develop into a respectable movement.","A decent debut, inspiring a faint hope that Romanian arthouse might one day develop into a respectable movement."
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching in 3D), especially if you enjoy when various objects seem to constantly try to jump off the screen into the audience. It is decently written, and most importantly, there are no below-the-belt jokes that made you want to sink into your seat and cover children's ears with your hands during the ""Ice Age"" movies.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching in 3D), especially if you enjoy when various objects seem to constantly try to jump off the screen into the audience. It is adequately written, and most importantly, there are no below-the-belt jokes that made you want to sink into your seat and cover children's ears with your hands during the ""Ice Age"" movies."
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which in turn is dictated by the reluctance to touch on the topic of pedophilia in any way.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which in turn is dictated by the reluctance to touch on the topic of pedophilia in any way."
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",You can sense the meticulous work of a cohesive team of marketers who have thought through every detail to ensure the film appeals to all categories of citizens.,You can sense the meticulous work of a cohesive team of marketers who have thought through every detail to ensure the film appeals to all categories of citizens.
189,В финале Грю танцует партию Траволты,"In the finale, Gru dances Travolta's part.","In the finale, Gru dances in the style of Travolta."
190,"К заброшенному трейлеру где-то посреди условной пустыни подкатывает тачка, из которой выходят три пары добротнейших сисек.","A car rolls up to an abandoned trailer somewhere in the middle of a metaphorical desert, and three pairs of impressive breasts step out.","A car rolls up to an abandoned trailer somewhere in the middle of a metaphorical desert, and three people step out."
192,Сами по себе носительницы этого дара не так существенны.,The bearers of this gift themselves are not so significant.,The bearers of this gift themselves are not very significant.
196,А происходит много всего забавного.,A lot of funny things are happening.,A lot of funny things are happening.
198,"Создатели считают, что матерящаяся телка с щедрыми формами, вымазанная в грязи, с разбитым носом и сияющими белизной зубами - это круто.","The creators believe that a swearing chick with generous curves, covered in mud, with a broken nose and shining white teeth is cool.","The creators believe that a swearing woman with generous curves, covered in mud, with a broken nose and shining white teeth is cool."
201,Близкий по духу фильм в московском прокате — «Ствол для Дженнифер».,"A film with a similar spirit in the Moscow box office is ""A Gun for Jennifer.""","A film with a similar spirit in the Moscow box office is ""A Gun for Jennifer."""
203,"В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий.","In general, for a cinema enthusiast, this is a true Klondike of pleasures.","In general, for a cinema enthusiast, this is a true Klondike of pleasures."
205,"Если бы не физические данные актрис, скучно стало бы уже к середине.","If it weren't for the actresses' physical attributes, it would have become boring by the middle.","If it weren't for the actresses' physical appearance, it would have become boring by the middle."
207,"В РОЛЯХ: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес","CAST: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","CAST: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez"
209,"Ничего не добившись и застрелив несчастного бандита, бабы начинают цапаться, драться друг с другом и периодически прибывающими откуда-то отморозками, а также регулярно целоваться и тискаться.","Having achieved nothing and after shooting the unfortunate bandit, the women start to bicker and fight with each other and with the periodically arriving thugs from somewhere, as well as regularly kissing and cuddling.","Having achieved nothing and after shooting the unfortunate bandit, the women start to quarrel and fight with each other and with the periodically arriving thugs from somewhere, as well as regularly kissing and cuddling."
210,"По ходу дела выясняется, что все трое не те, кем представлялись в начале.","As things progress, it turns out that all three are not who they initially claimed to be.","As things progress, it turns out that all three are not who they initially claimed to be."
214,Кровожадный и кусачий пеплум возвращает режиссеру пошатнувшееся доверие.,The bloodthirsty and biting peplum restores the director's shaken confidence.,The bloodthirsty and biting peplum restores the director's shaken confidence.
217,"«План Маршалла» по очищению «пеплума» от налипшей пост-гладиаторской киногрязи, в целом, сработал.","The ""Marshall Plan"" for cleaning the ""peplum"" from the accumulated post-gladiator film grime, overall, worked.","The ""Marshall Plan"" for cleaning the ""peplum"" of the accumulated post-gladiator film grime, overall, worked."
226,"Тонкому артхаусному артисту пока удалось отвоевать в Голливуде лишь острохарактерные роли второго плана, но очень хочется верить, что после «Центуриона» ситуация изменится.","The subtle arthouse actor has so far managed to secure only sharply defined supporting roles in Hollywood, but one can hope that the situation will change after ""Centurion.""","The subtle arthouse actor has so far managed to secure only distinctive supporting roles in Hollywood, but hopefully, the situation will change after ""Centurion."""
240,"Лысая, как бильярдный шар, киса замыслила захватить весь мир, и теперь собаки-суперагенты вынуждены объединить усилия со своими мяукующими антагонистами.","Bald as a billiard ball, the kitty has plotted to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","Bald as a billiard ball, the kitty has plotted to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists."
244,"Обратите внимание на Джорджа Клуни, который объединился с рок-фотографом-ныне-режиссером Антоном Корбайном («Контроль») для весьма любопытного экзистенциального исследования психологии стареющего наемного убийцы, прячущегося от людей в небольшом итальянском городке и сзапозданием постигающего человеческую природу.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin. The assassin is hiding from people in a small Italian town and belatedly coming to understand human nature.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin, who is hiding from people in a small Italian town and belatedly coming to understand human nature."
247,"Взяв за основу роман Мартина Бута «Очень скрытный джентльмен», Роуэн Джоффе внес в свой сценарий кое-какие коррективы: место рассказчика-англичанина занял вынесенный в заглавие американец, а из оружейника-нелегала главный герой превратился в простого убийцу.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by the American mentioned in the title, and the protagonist was transformed from an illegal gunsmith into a simple assassin.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by the American referred to in the title, and the protagonist was transformed from an illegal gunsmith into a simple assassin."
253,А можно я вас из фоторужья щелкну!?,"""Can I snap a photo of you with my camera gun?""","""Can I snap a photo of you with my photo rifle?"""
254,Джонни Деппа в этом сезоне можно было увидеть в двух местах одновременно.,Johnny Depp could be seen in two places at the same time this season.,Johnny Depp could be seen in two places at the same time this season.
257,"Во-вторых, в Пуэрто Рико на площадке «Ромового дневника», экранизации дебютного романа легендарного Хантера С. Томпсона.","Secondly, in Puerto Rico on the set of ""The Rum Diary,"" an adaptation of the debut novel by the legendary Hunter S. Thompson.","Secondly, in Puerto Rico on the set of ""The Rum Diary,"" an adaptation of the debut novel by the legendary Hunter S. Thompson."
261,"Впрочем, хорошо хотя бы то, что героиня российской картины хоть и чужая, но совсем не лысая.","However, it's at least good that the heroine of the Russian film, although foreign, is not bald at all.","However, it's at least good that the heroine of the Russian film, although she is an outsider, is not bald at all."
265,"В график также заложен и седьмой фильм — романтическая комедия «Джек и Джилл», где Сэндлеру предстоит одновременно сыграть Джека и его сестру-близнеца Джилл.","The schedule also includes a seventh film—a romantic comedy ""Jack and Jill,"" where Sandler will play both Jack and his twin sister Jill simultaneously.","The schedule also includes a seventh film—a romantic comedy ""Jack and Jill,"" where Sandler will play both Jack and his twin sister Jill simultaneously."
269,"В то время как съемки новой серии Бондианы откладываются, ее новый режиссер Сэм Мендес скучать не успевает.","While the filming of the new Bond series is being postponed, its new director, Sam Mendes, doesn't have time to be bored.","While the filming of the new Bond series is being postponed, its new director, Sam Mendes, doesn't have time to be bored."
277,"По признанию режиссера, это нелегкая (в романе шесть параллельных сюжетных линий), но крайне интересная работа.","According to the director, it is a challenging (the novel has six parallel storylines) but extremely interesting work.","According to the director, it is a challenging (the novel has six parallel storylines) but extremely interesting work."
279,В Крыму проходят съемки интернационального боевика Максима Коростышевского под рабочим названием «Солдаты удачи».,"In Crimea, filming is underway for the international action movie by Maxim Korostyshevsky, tentatively titled ""Soldiers of Fortune.""","In Crimea, filming is underway for the international action movie by Maxim Korostyshevsky, tentatively titled ""Soldiers of Fortune."""
280,"Он посвящен миллионерам, отправившимся за свои деньги на настоящую войну в поисках адреналина.",It is dedicated to millionaires who went to a real war for their money in search of adrenaline.,It is dedicated to millionaires who spent their money to go to a real war.
288,Этот факт не должен пугать искушенного зрителя - в истории кинематографа есть масса примеров успешной переквалификации моделей в актрис.,This fact should not scare the discerning viewer - there are many examples in the history of cinema where models have successfully transitioned to actresses.,This fact should not scare the discerning viewer - there are many examples in the history of cinema where models have successfully requalified as actresses.
289,"Шарлиз Терон («Монстро»), Анджелина Джоли («Прерванная жизнь»), Джессика Лэнг («Голубое небо», «Тутси»), Ким Бэсингер («Секреты Лос-Анджелеса»), Дженнифер Коннели («Игры разума»), Джина Дэвис («Случайный турист») и «Первая вице-мисс США-86» Халле Берри («Бал монстров») начинали как манекенщицы или снимались для модных журналов, в итоге получили заслуженный «Оскар».","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky,"" ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and ""First Runner-Up Miss USA 1986"" Halle Berry (""Monster's Ball"") all started as models or posed for fashion magazines and eventually earned a well-deserved Oscar.","Charlize Theron (""Monster""), Angelina Jolie (""Girl, Interrupted""), Jessica Lange (""Blue Sky,"" ""Tootsie""), Kim Basinger (""L.A. Confidential""), Jennifer Connelly (""A Beautiful Mind""), Geena Davis (""The Accidental Tourist""), and ""First Runner-Up Miss USA '86"" Halle Berry (""Monster's Ball"") all started as models or posed for fashion magazines and eventually earned a well-deserved Oscar."
290,"Преуспели в актерском мастерстве (также красавицы Милла Йовович, Кэмерон Диас, Моника Белуччи и, что особенно приятно, наша соотечественница Ольга Куриленко.","Succeeded in acting (also beauties Milla Jovovich, Cameron Diaz, Monica Bellucci, and, especially pleasing, our compatriot Olga Kurylenko).","Succeeded in acting were the beauties Milla Jovovich, Cameron Diaz, Monica Bellucci, and, which is especially pleasing, our compatriot Olga Kurylenko."
293,"Валерия Гай Германика, заслужившая Особого упоминания каннского жюри в 2008 году за картину «Все умрут, а я останусь» и снявшая скандальный телесериал «Школа», получила должность креативного директора на телеканале МТ.","Valeriya Gai Germanika, who earned a Special Mention from the Cannes jury in 2008 for the film ""Everybody Dies But Me"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT television channel.","Valeriya Gai Germanika, who earned a Special Mention from the Cannes jury in 2008 for the film ""Everybody Dies But Me"" and directed the controversial TV series ""School,"" has been appointed as the creative director at the MT TV channel."
296,Также Германика начала кастинг новых ведущих.,Germanika has also started casting new hosts.,Germanika has also started casting new hosts.
