index,original,translated,linguistic_convention_annotation
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","However, the author hit the bullseye with a potential slogan for the film's audience: ""Don't look for a problem where there isn't one."" You couldn't say it better.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The colon after ""audience"" should be followed by a lowercase letter in English, as the clause following it is not a complete sentence.
```"
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes gallop through almost the same parts of the world (both films start in Latin America and end at the Port of Los Angeles) and exploit the same spectacular shots—in both, something stuffed with dollar bills explodes, and a whirlwind of cash descends on the set.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The dash should be an em dash (—) instead of an en dash (–) for proper punctuation in English.
```"
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how they, without colluding, brought different material to an absolutely identical thundering denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images of Willis and Schwarzenegger (the comparisons invariably favor Bruce and Arnold).","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""creating"" should be a semicolon to separate independent clauses.
```"
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive—and determined to avenge the scoundrel with the languid voice who orchestrated all of this at any cost.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The em dash should be surrounded by spaces for better readability.
```"
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, a conditionally edible action movie.","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma after ""materials"" is unnecessary and disrupts the flow of the sentence.
```"
154,Простая история о беглом румынском каторжнике,A Simple Story About a Fugitive Romanian Convict,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: capitalization - The word ""Simple"" should not be capitalized as it is not the first word of the title.
```"
158,"Безусловно, оно будет реалистичным, притом жестко.","Certainly, it will be realistic, and quite tough at that.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""and"" is unnecessary in this context.
```"
159,Высока вероятность участия актеров-непрофессионалов.,There is a high likelihood of participation by non-professional actors.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence lacks a period at the end.
```"
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one might easily mistake what is happening on the screen for the exercises of some underground critical realists from Warsaw Pact countries, who attended a lecture on Bresson in the early 80s.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""who attended a lecture on Bresson in the early 80s"" could be replaced with a semicolon or a conjunction for better clarity.
```"
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Translate to exploitation-style like the '70s, with a cowboy who decides to take a stroll from the prison, from which he is soon to be released, to the nearest saloon.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""prison"" is unnecessary and disrupts the flow of the sentence.
[Minor]: [punctuation] - The comma after ""released"" is unnecessary and disrupts the flow of the sentence.
```"
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, inspiring a faint hope that Romanian arthouse might one day develop into a respectable movement.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""debut"" is not necessary and disrupts the flow of the sentence.
```"
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the film is beautifully animated (by the way, it's worth watching in 3D), especially if you enjoy when various objects seem to constantly try to jump off the screen into the audience. It is decently written, and most importantly, there are no below-the-belt jokes that made you want to sink into your seat and cover children's ears with your hands during the ""Ice Age"" movies.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""3D)"" should be removed for better flow.
```"
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","It is clear that the reason for the change in course was not the authors' sense of moderation, but the blatant asexuality of the main character, which in turn is dictated by the reluctance to touch on the topic of pedophilia in any way.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""which in turn"" is missing, which slightly disrupts the flow of the sentence.
```"
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",You can sense the meticulous work of a cohesive team of marketers who have thought through every detail to ensure the film appeals to all categories of citizens.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence would benefit from a comma after ""marketers"" to improve readability.
```"
189,В финале Грю танцует партию Траволты,"In the finale, Gru dances Travolta's part.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Travolta's"" should not be capitalized as it is part of a possessive noun phrase and not a proper noun in this context.
```"
190,"К заброшенному трейлеру где-то посреди условной пустыни подкатывает тачка, из которой выходят три пары добротнейших сисек.","A car rolls up to an abandoned trailer somewhere in the middle of a metaphorical desert, and three pairs of impressive breasts step out.","```
MQM annotations:
linguistic conventions errors:
[Major]: [Grammar] - The phrase ""three pairs of impressive breasts step out"" is grammatically awkward and lacks clarity. It would be more natural to say ""three women with impressive breasts step out"" or similar, to clarify the subject.
```"
192,Сами по себе носительницы этого дара не так существенны.,The bearers of this gift themselves are not so significant.,"```
MQM annotations:
linguistic conventions errors:
Minor: Grammar - The phrase ""themselves are"" is slightly awkward and could be improved for better grammatical flow. A more natural phrasing might be ""are themselves not so significant.""
```"
196,А происходит много всего забавного.,A lot of funny things are happening.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence is missing a period at the end.
```"
198,"Создатели считают, что матерящаяся телка с щедрыми формами, вымазанная в грязи, с разбитым носом и сияющими белизной зубами - это круто.","The creators believe that a swearing chick with generous curves, covered in mud, with a broken nose and shining white teeth is cool.","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The sentence should end with a period for proper punctuation.
```"
201,Близкий по духу фильм в московском прокате — «Ствол для Дженнифер».,"A film with a similar spirit in the Moscow box office is ""A Gun for Jennifer.""","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The quotation marks around ""A Gun for Jennifer"" should be double quotation marks (“ ”) instead of single quotation marks (‘ ’) to follow standard English punctuation conventions.
```"
203,"В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий.","In general, for a cinema enthusiast, this is a true Klondike of pleasures.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```

The translation ""In general, for a cinema enthusiast, this is a true Klondike of pleasures."" does not contain any linguistic convention errors. The sentence is grammatically correct, with proper punctuation, capitalization, and word order."
205,"Если бы не физические данные актрис, скучно стало бы уже к середине.","If it weren't for the actresses' physical attributes, it would have become boring by the middle.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""by the middle"" is unnecessary and disrupts the flow of the sentence.
```"
207,"В РОЛЯХ: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес","CAST: Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing period at the end of the sentence.
```"
209,"Ничего не добившись и застрелив несчастного бандита, бабы начинают цапаться, драться друг с другом и периодически прибывающими откуда-то отморозками, а также регулярно целоваться и тискаться.","Having achieved nothing and after shooting the unfortunate bandit, the women start to bicker and fight with each other and with the periodically arriving thugs from somewhere, as well as regularly kissing and cuddling.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""bandit"" should be replaced with a semicolon to correctly separate the two independent clauses.
[Minor]: [punctuation] - A comma is needed after ""thugs from somewhere"" to separate the clauses more clearly.
```"
210,"По ходу дела выясняется, что все трое не те, кем представлялись в начале.","As things progress, it turns out that all three are not who they initially claimed to be.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""progress"" is missing, which would improve the readability of the sentence.
```"
214,Кровожадный и кусачий пеплум возвращает режиссеру пошатнувшееся доверие.,The bloodthirsty and biting peplum restores the director's shaken confidence.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
217,"«План Маршалла» по очищению «пеплума» от налипшей пост-гладиаторской киногрязи, в целом, сработал.","The ""Marshall Plan"" for cleaning the ""peplum"" from the accumulated post-gladiator film grime, overall, worked.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""overall"" is unnecessary and disrupts the flow of the sentence.
```"
226,"Тонкому артхаусному артисту пока удалось отвоевать в Голливуде лишь острохарактерные роли второго плана, но очень хочется верить, что после «Центуриона» ситуация изменится.","The subtle arthouse actor has so far managed to secure only sharply defined supporting roles in Hollywood, but one can hope that the situation will change after ""Centurion.""","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - Missing comma after ""Hollywood"" for better readability.
```"
240,"Лысая, как бильярдный шар, киса замыслила захватить весь мир, и теперь собаки-суперагенты вынуждены объединить усилия со своими мяукующими антагонистами.","Bald as a billiard ball, the kitty has plotted to take over the world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""ball"" is unnecessary and disrupts the flow of the sentence.
```"
244,"Обратите внимание на Джорджа Клуни, который объединился с рок-фотографом-ныне-режиссером Антоном Корбайном («Контроль») для весьма любопытного экзистенциального исследования психологии стареющего наемного убийцы, прячущегося от людей в небольшом итальянском городке и сзапозданием постигающего человеческую природу.","Take note of George Clooney, who has teamed up with rock photographer-turned-director Anton Corbijn (""Control"") for a rather intriguing existential exploration of the psychology of an aging assassin. The assassin is hiding from people in a small Italian town and belatedly coming to understand human nature.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence ""The assassin is hiding from people in a small Italian town and belatedly coming to understand human nature."" could benefit from a comma after ""town"" to improve readability.
```"
247,"Взяв за основу роман Мартина Бута «Очень скрытный джентльмен», Роуэн Джоффе внес в свой сценарий кое-какие коррективы: место рассказчика-англичанина занял вынесенный в заглавие американец, а из оружейника-нелегала главный герой превратился в простого убийцу.","Based on Martin Booth's novel ""A Very Private Gentleman,"" Rowan Joffe made some adjustments to his screenplay: the English narrator was replaced by the American mentioned in the title, and the protagonist was transformed from an illegal gunsmith into a simple assassin.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""adjustments to his screenplay"" should be replaced with a colon for better punctuation.
```"
253,А можно я вас из фоторужья щелкну!?,"""Can I snap a photo of you with my camera gun?""","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The exclamation mark should be replaced with a question mark to match the interrogative nature of the sentence.
```"
254,Джонни Деппа в этом сезоне можно было увидеть в двух местах одновременно.,Johnny Depp could be seen in two places at the same time this season.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: Capitalization - The name ""Johnny Depp"" should have both names capitalized for proper noun usage.
```"
257,"Во-вторых, в Пуэрто Рико на площадке «Ромового дневника», экранизации дебютного романа легендарного Хантера С. Томпсона.","Secondly, in Puerto Rico on the set of ""The Rum Diary,"" an adaptation of the debut novel by the legendary Hunter S. Thompson.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""secondly"" is missing, which is needed to separate the introductory element from the main clause.
```"
261,"Впрочем, хорошо хотя бы то, что героиня российской картины хоть и чужая, но совсем не лысая.","However, it's at least good that the heroine of the Russian film, although foreign, is not bald at all.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""film"" is unnecessary and disrupts the flow of the sentence.
```"
