index,original,zero_shot_translation,annotation
19,"Die 77-jährige Sissi Engl ist die gute Seele des Tanzstudios am Ostbahnhof. Sie ist Schauspielerin, Tänzerin und Choreografin. ""Wir sind eine große Familie, bei uns sind groß und klein, Alt und Jung willkommen"".","The 77-year-old Sissi Engl is the good soul of the dance studio at the Ostbahnhof. She is an actress, dancer, and choreographer. ""We are a big family, here both the old and young, big and small, are welcome.""","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The translation ""the good soul of the dance studio"" does not fully capture the meaning of ""die gute Seele des Tanzstudios"", which implies that Sissi Engl is the heart and spirit of the dance studio.
[Minor]: [Omission] - The translation omits the phrase ""am Ostbahnhof"" (at the Ostbahnhof), which provides additional context about the location of the dance studio.

Fluency Errors
[Minor]: [Grammar] - The translation uses the pronoun ""we"" in the last sentence, but the source text uses ""us"" (""bei uns""), which is more appropriate.

Locale Convention Errors
[None]

Style Errors
[None]

Terminology Errors
[None]

Non-translation Errors
[None]

Other Errors
[None]"
22,Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog,"With increasing digitalization, the desire for analog is growing again in some.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The translation ""the desire for analog is growing again in some"" does not fully capture the meaning of the source text, which is that ""with increasing digitalization, the desire for analog is growing again in some"".
Fluency Errors
[Minor]: [grammar] - The translation could be improved by using ""for some"" instead of ""in some""."
23,"Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikations- und Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","The speed with which our everyday life became digital left us little time to establish rules for dealing with it and to adapt our communication and work methods accordingly, says DNN columnist Claudia Muntschick.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The German word ""Rasanz"" is translated as ""speed"" in English, which does not fully capture the meaning of the original term.

Fluency Errors
[Minor]: [Grammar] - The sentence structure in the English translation could be improved for better flow and naturalness.

Style Errors
[Minor]: [Awkward] - The phrasing in the English translation is slightly awkward and could be rephrased for a more natural-sounding expression.

Overall, the translation is generally accurate and understandable, with only minor issues in the areas of accuracy, fluency, and style."
24,"Dresden. Wenn man im Jahr 1985 in Bautzen ein Telefongespräch führen wollte, gab es drei Möglichkeiten. Entweder gehörte man zu den sechs Prozent der Glücklichen, die über einen privaten Anschluss verfügten. Oder man gehörte zu denen, die Jemanden aus dieser exklusiven Gruppe in der Nachbarschaft hatten und dort für eine Flasche Radeberger mit der Verwandtschaft telefonieren konnten. Oder man suchte eine Telefonzelle auf. Unvergessen der Geruch des Plastehörers und das Klicken der Kleingeldmünzen im Automaten. Mein größter Traum war es, beim Anrufen auch das Gesicht des Anderen sehen zu können - Bildtelefonie, dachte ich, was wäre das für eine tolle Sache!","Dresden. If you wanted to make a phone call in Bautzen in 1985, there were three possibilities. Either you were one of the six percent of the lucky ones who had a private connection. Or you were one of those who had someone from this exclusive group in the neighborhood and could call the relatives there for a bottle of Radeberger. Or you looked for a public phone booth. The smell of the plastic receiver and the clicking of the coins in the machine were unforgettable. My biggest dream was to be able to see the face of the other person when making a call - video telephony, I thought, what a great thing that would be!","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The translation ""Radeberger"" is not a proper noun and should be translated as ""Radeberger beer"" to accurately convey the meaning.

Fluency Errors
[Minor]: [Grammar] - The sentence ""Or you were one of those who had someone from this exclusive group in the neighborhood and could call the relatives there for a bottle of Radeberger."" could be improved by using ""and could call their relatives there"" instead of ""and could call the relatives there"".

Locale Convention Errors
[No Error]

Style Errors
[No Error]

Terminology Errors
[No Error]

Non-Translation Errors
[No Error]

Other Errors
[No Error]

Overall, the translation is of good quality with only minor errors that do not significantly impact the comprehension of the text."
28,"Nach nur anderthalb Jahren im Amt war Ministerpräsidentin Natalia Gavrilita überraschend zurückgetreten. Die pro-europäische Regierungschefin stand unter massivem Druck., wie sie selbst als Erklärung für ihre Demission bekannt gab - offenbar wurde sie von pro-russischen Kräften angefeindet.","After just a year and a half in office, Prime Minister Natalia Gavrilita surprisingly resigned. The pro-European head of government was under massive pressure, as she herself announced as an explanation for her resignation - apparently she was attacked by pro-Russian forces.","MQM annotations:
Accuracy Errors
[Critical]: [Mistranslation] - The source text states that Natalia Gavrilita was Prime Minister for ""anderthalb Jahren"" (one and a half years), but the translation says ""a year and a half"", which is not an accurate representation.
[Major]: [None]
[Minor]: [None]

Fluency Errors
[Critical]: [None]
[Major]: [None]
[Minor]: [Spelling] - The name ""Natalia Gavrilita"" is misspelled as ""Natalia Gavrilita"" in the translation.

Locale Convention Errors
[Critical]: [None]
[Major]: [None] 
[Minor]: [None]

Style Errors
[Critical]: [None]
[Major]: [None]
[Minor]: [None]

Terminology Errors
[Critical]: [None]
[Major]: [None]
[Minor]: [None]

Non-translation Errors
[Critical]: [None]
[Major]: [None]
[Minor]: [None]

Other Errors
[Critical]: [None]
[Major]: [None]
[Minor]: [None]"
33,Das waren die Kostüme der Promis,The celebrity costumes.,"MQM annotations:
Accuracy Errors
[Minor]: [omission] - The translation omits the word ""were"" from the source text.

Fluency Errors
[Minor]: [grammar] - The translation lacks a verb to complete the sentence.

Locale Convention Errors
[No Error]

Style Errors
[No Error]

Terminology Errors
[No Error]

Non-Translation Errors
[No Error]

Other Errors
[No Error]

Overall, the translation is mostly accurate but lacks some grammatical elements to make it a fully fluent sentence. The errors do not significantly impact the comprehension of the text."
35,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt. Er sieht sich eher als Stammesältester der Bayern. An seiner Seite Ehefrau Karin Baumüller-Söder.","Landesvater Markus Söder went not as Moses, which his costume might suggest. He sees himself more as the tribal elder of Bavaria. By his side, wife Karin Baumüller-Söder.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The term ""Landesvater"" is not accurately translated as ""tribal elder"". It refers to a political leader or father figure of a state or region, which is not captured in the translation.

Fluency Errors
[Minor]: [grammar] - The sentence structure in the translation could be improved for better flow and naturalness (e.g., ""Landesvater Markus Söder did not go as Moses, as his costume might suggest. He sees himself more as the tribal elder of Bavaria. By his side is his wife Karin Baumüller-Söder."").

Terminology Errors
[Minor]: [inappropriate for context] - The term ""tribal elder"" does not accurately convey the political and cultural significance of the ""Landesvater"" role in the German context.

Overall, the translation is generally understandable, but could be improved in terms of accuracy, fluency, and terminology to better capture the nuances of the source text."
36,"Bayerns Umwelt- und Verbraucherschutzminister, Thorsten Glauber, hat sich den Kinderheld Chase von der Paw Patrol für sein Kostüm herausgesucht.","Thorsten Glauber, Bavaria's Minister for the Environment and Consumer Protection, has chosen the child hero Chase from Paw Patrol for his costume.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The source text refers to Thorsten Glauber as the ""Umwelt- und Verbraucherschutzminister"" (Minister for the Environment and Consumer Protection), while the translation refers to him as the ""Minister for the Environment and Consumer Protection"". This is a minor mistranslation as the meaning is still clear.

Fluency Errors
[No-error]

Locale Convention Errors
[No-error]

Style Errors
[No-error]

Terminology Errors
[No-error]

Non-translation Errors
[No-error]

Other Errors
[No-error]"
38,"Völlig abgehoben: Minister für Wissenschaft und Kunst, Markus Blume, zieht es in den Weltraum.","Completely detached: Minister for Science and Art, Markus Blume, is drawn to outer space.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The German phrase ""völlig abgehoben"" is not accurately translated as ""completely detached"". A more accurate translation would be ""completely out of touch"" or ""completely disconnected from reality"".

Fluency Errors
[Minor]: [register] - The translation uses a slightly formal register that does not fully match the more casual tone of the source text.

Overall, the translation conveys the main meaning of the source text, but there are some minor issues with accuracy and fluency that could be improved."
41,Bob der Baumeister alias Bauminister Christian Bernreiter mit seiner Frau Ann-Kathrin Jandt-Bernreiter als Wendy.,"Bob the Builder, alias Construction Minister Christian Bernreiter, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The translation ""Construction Minister"" is not an accurate translation of ""Baumeister"" (builder).

Fluency Errors
[Minor]: [inconsistency] - The translation uses both ""Bob the Builder"" and ""Bob the Construction Minister"" to refer to the same person, which is inconsistent.

Locale Convention Errors
[No Error]

Style Errors
[Minor]: [awkward] - The translation ""Bob the Builder, alias Construction Minister Christian Bernreiter, with his wife Ann-Kathrin Jandt-Bernreiter as Wendy"" is a bit awkward and could be phrased more naturally.

Terminology Errors
[No Error]

Non-Translation Errors
[No Error]

Other Errors
[No Error]"
47,Das Wandern ist des SPD-Fraktionschefs Lust: Florian von Brunn mit SPD-Landesvorsitzenden Ronja Endres.,Hiking is the pleasure of the SPD parliamentary group leader: Florian von Brunn with the SPD state chairwoman Ronja Endres.,"MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The German phrase ""des SPD-Fraktionschefs Lust"" is not accurately translated as ""the pleasure of the SPD parliamentary group leader"". A more accurate translation would be ""the SPD parliamentary group leader's pleasure"".

Fluency Errors
[Minor]: [grammar] - The translation uses the phrase ""the pleasure of the SPD parliamentary group leader"" which is grammatically correct but sounds a bit awkward. A more natural phrasing would be ""the SPD parliamentary group leader's pleasure"".

Style Errors
[Minor]: [awkward] - The translation sounds a bit formal and stilted. A more natural and conversational style would be preferable.

Overall, the translation is generally accurate and understandable, with only minor issues related to fluency and style."
49,"Sonst spricht er sicherlich mehr. In Veitshöchheim war der Fraktionsvorsitzende im EU-Parlament, Manfred Weber, als Pantomime unterwegs. An seiner Seite Frau Andrea.","Otherwise, he certainly speaks more. In Veitshöchheim, the parliamentary group leader in the EU Parliament, Manfred Weber, was out and about as a mime artist. By his side, Ms. Andrea.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The translation ""Otherwise, he certainly speaks more"" does not accurately convey the meaning of the German source text, which suggests that Manfred Weber, who is usually more talkative, was acting as a mime artist.
[Minor]: [omission] - The translation omits the mention of Manfred Weber being the ""Fraktionsvorsitzende im EU-Parlament"" (parliamentary group leader in the EU Parliament).

Fluency Errors
[Minor]: [grammar] - The translation ""By his side, Ms. Andrea"" could be improved by using the possessive form ""his"" instead of ""Ms. Andrea"".

Locale Convention Errors
[No errors]

Style Errors
[Minor]: [awkward] - The translation ""was out and about as a mime artist"" sounds slightly awkward and could be rephrased more naturally.

Terminology Errors
[No errors]

Non-translation Errors
[No errors]

Other Errors
[No errors]

Overall, the translation is generally accurate and fluent, with only minor errors that do not significantly impact the overall comprehension of the text."
52,"Zurück in die 1920er: die juristische Direktorin des BR, Eva Majuntke, BR-Intendantin Katja Wildermuth und BR-Kultur-Programmdirektor Björn Wilhelm.","Back to the 1920s: the legal director of the BR, Eva Majuntke, BR director Katja Wildermuth and BR culture program director Björn Wilhelm.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The German title ""juristische Direktorin"" is translated as ""legal director"" in English, which does not accurately convey the meaning of the original title.

Fluency Errors
[Minor]: [grammar] - The phrase ""BR-Intendantin Katja Wildermuth"" should be translated as ""BR director Katja Wildermuth"" to maintain consistent grammar structure with the other titles.

Terminology Errors
[Minor]: [inconsistent use] - The German term ""BR-Kultur-Programmdirektor"" is translated as ""BR culture program director"", which is a slightly different term than the previous ""BR director"" used for Katja Wildermuth.

Overall, the translation is generally accurate and fluent, with only minor errors that do not significantly impact the comprehension of the text."
53,Ein kleiner Seitenhieb gegen die Klimaaktivisten vom fränkischen Tatort-Kommissar Sebastian Fleischer gespielt von Alexander Leopold Schadt.,A small sideswipe against the climate activists from the Franconian Tatort commissioner Sebastian Fleischer played by Alexander Leopold Schadt.,"MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The German word ""Seitenhieb"" is translated as ""sideswipe"" in English, which does not fully capture the meaning of a ""jab"" or ""criticism"" against the climate activists.
[Minor]: [Untranslated text] - The German word ""Tatort"" is left untranslated in the English version.

Fluency Errors
[Minor]: [Grammar] - The sentence structure in the English translation could be improved for better flow and naturalness, e.g., ""A small jab/criticism against the climate activists from the Franconian Tatort commissioner Sebastian Fleischer, played by Alexander Leopold Schadt.""

Terminology Errors
[Minor]: [Inappropriate for context] - The term ""commissioner"" may not be the most appropriate translation for the German ""Kommissar"" in this context, as ""detective"" or ""investigator"" may be more fitting.

Overall, the translation is generally accurate and understandable, with only minor errors that do not significantly impact the meaning or flow of the text."
56,"Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison. Der fünfmalige Olympiasieger hat nun schon 14 WM-Titel gesammelt und schließt weiter zu seinem Landsmann Ole Einar Björndalen auf. Die Biathlon-Ikone, die als TV-Experte vor Ort ist, ist mit 20 WM-Goldmedaillen noch unangefochtener Rekordchampion. Auch teilweise starker Nebel hinderte Dauersieger Bö nicht daran, schon sein zweites Gold am Rennsteig einzusammeln. Am Mittwoch hatte es mit Norwegens Mixed-Staffel schon zur erfolgreichen Titelverteidigung gereicht.","Bö continued his impressive series despite difficult conditions and also won the sixth sprint race of the season. The five-time Olympic champion has now collected 14 world championship titles and is catching up with his compatriot Ole Einar Björndalen. The biathlon icon, who is on site as a TV expert, is still the undisputed record champion with 20 world championship gold medals. Even the partly heavy fog did not prevent the perpetual winner Bö from collecting his second gold on the Rennsteig. On Wednesday, he had already managed to successfully defend the title with Norway's mixed relay.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The German ""Bö"" is translated as ""Bö"" in the English, but it should be translated as ""Boe"" to match the common English spelling of the name.
[Minor]: [mistranslation] - The German ""Rennsteig"" is translated as ""Rennsteig"" in the English, but it should be translated as a more common English term like ""race track"" or ""course"".

Fluency Errors
[Minor]: [grammar] - The sentence ""Bö continued his impressive series despite difficult conditions and also won the sixth sprint race of the season"" could be improved by changing ""also won"" to ""won"".
[Minor]: [grammar] - The sentence ""The biathlon icon, who is on site as a TV expert, is still the undisputed record champion with 20 world championship gold medals"" could be improved by changing ""is still"" to ""remains"".

Locale Convention Errors
[None]

Style Errors
[None]

Terminology Errors
[None]

Non-translation Errors
[None]

Other Errors
[None]"
57,"Kaum jemand zweifelt daran, dass im Jagdrennen Nummer drei folgen wird. In der Verfolgung ist Bö einmal mehr der klare Favorit. Seine Laufform ist überragend, sodass er Schießfehler bis zu einem gewissen Maß erschreckend einfach kompensieren kann.","Hardly anyone doubts that there will be a third pursuit race. In the pursuit, Bö is once again the clear favorite. His running form is outstanding, so he can compensate for shooting errors to a certain extent shockingly easily.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The phrase ""im Jagdrennen Nummer drei"" is translated as ""a third pursuit race"", but it should be ""in the third pursuit race"".
[Minor]: [omission] - The word ""überragend"" (outstanding) is not fully captured in the translation.

Fluency Errors
[Minor]: [grammar] - The phrase ""sodass er Schießfehler bis zu einem gewissen Maß erschreckend einfach kompensieren kann"" could be improved to ""so that he can compensate for shooting errors to a certain extent shockingly easily"".

Terminology Errors
[None]

Locale Convention Errors
[None]

Style Errors
[None]

Non-Translation Errors
[None]

Other Errors
[None]"
59,"In Hochfilzen gewann er vor sechs Jahren überraschend mit 0,7 Sekunden Vorsprung hauchdünn vor Bö. Es war einer von insgesamt nur drei Karriereerfolgen Dolls, der in diesem Winter bislang einmal auf dem Podest stand. Der Olympia-Achte von Peking zog nach seinem schwachen Auftritt wortlos davon und gab zunächst keine Interviews. Roman Rees schaffte es auf Platz 19, der zweite WM-Debütant David Zobel belegte Rang 35.","In Hochfilzen, he won surprisingly six years ago with a narrow margin of 0.7 seconds ahead of Bö. It was one of only three career successes for Doll, who has been on the podium once so far this winter. The 8th-place finisher at the Olympics in Beijing left without a word after his weak performance and initially gave no interviews. Roman Rees finished in 19th place, the second World Championship debutant David Zobel placed 35th.","MQM annotations:
Accuracy Errors
[Minor]: [mistranslation] - The translation ""he won surprisingly six years ago"" does not accurately convey the meaning of the original German text, which states that Doll won the event in Hochfilzen six years ago.
[Minor]: [omission] - The translation omits the information that Doll's victory in Hochfilzen six years ago was ""with 0.7 seconds ahead of Bö"".

Fluency Errors
[Minor]: [grammar] - The translation ""the 8th-place finisher at the Olympics in Beijing left without a word"" is grammatically incorrect. It should be ""the 8th-place finisher at the Olympics in Beijing left without saying a word"".

Terminology Errors
[Minor]: [inconsistent use] - The translation uses both ""Doll"" and ""Bö"" to refer to the athletes, while the source text only uses ""Doll"".

Overall, the translation is generally accurate and fluent, with only minor errors that do not significantly impact the comprehension of the text."
61,"Bei einem Treffen zwischen US-Präsident Joe Biden und seinem Amtskollegen aus Brasilien, Luiz Inácio Lula da Silva, geht es vor allem um den Wert der Demokratie. Beide blicken auf ihre Vorgänger zurück.","At a meeting between US President Joe Biden and his Brazilian counterpart, Luiz Inácio Lula da Silva, the main focus is on the value of democracy. Both look back on their predecessors.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The translation ""Both look back on their predecessors"" does not accurately convey the meaning of the source text, which states that Biden and Lula da Silva are looking back on their own predecessors, not each other's.

Fluency Errors
[Minor]: [Grammar] - The translation uses the phrase ""his Brazilian counterpart"" to refer to Lula da Silva, which is grammatically correct but could be more natural phrasing, such as ""the Brazilian President"".

Locale Convention Errors
[No Errors]

Style Errors
[No Errors]

Terminology Errors
[No Errors]

Non-Translation Errors
[No Errors]

Other Errors
[No Errors]

Overall, the translation is generally accurate and fluent, with only minor issues identified."
