index,original,zero_shot_translation,reference_translation
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים כי מגבלות סביבתיות על בחירת המושא של המקבל יכולות להיות מנוצלות באופן חד-צדדי על ידי השולח, ללא יכולות הבהרה מצד המקבל.","אנו מראים שאילוצים סביבתיים על בחירת הרפרנט של הקולט יכולים להיות מנוצלים באופן חד צדדי על ידי השולח, ללא יכולות ביעור מצד הקולט."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","ארגון פיתוח אשנטי עובד עם מספר הולך וגדל של קהילות באזור אשנטי בגאנה במשך קרוב ל-20 שנה, תוך מעורבות עם הקהילות ומתן תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","Ashanti Development עובדת כ-20 שנה עם מספר גדל והולך של קהילות באזור אשנטי שבגאנה, היא מעורבת בקהילות ותומכת באספקת מים וסניטציה, חינוך, בריאות, נטיעת עצים וחקלאות."
47,Communities gain the knowledge to embed and support their own development.,קהילות רוכשות את הידע לשלב ולתמוך בפיתוח שלהן.,קהילות צוברות את הידע הנדרש להטמעה ולתמיכה בהתפתחותן.
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה ב-2011.,תצלומים מהביקור שלי בגאנה בשנת 2011.
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאן זה נשלח ומי שולח את זה.,הם לא מרשים לי להגיד להם את כתובת המשלוח ולמי החבילה נשלחת.
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,למחרת בבוקר ואני לא יכול להתגבר על ההעמדת הפנים המבישה של כריס ליכט בעיתונות שירות ציבורי ב-CNN אמש.,כבר הבוקר שלאחר מכן ואני לא יכול להתגבר על היומרנות המחפירה של כריס ליכט לגבי עיתונאות בשירות הציבורי ב-CNN אמש.
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זה היה שערורייה, כמו פסטיבל אנטי-דמוקרטי סמלי של שקרים וטענות מ-6 בינואר, שהתקיים בהרס עצמי על ידי התקשורת האמריקאית.","זו היתה שערוריה, כמו פסטיבל אנטי-דמוקרטי סמלי של שקרים ותלונות שהתרחב ב-6 בינואר, שנערך באופן הרסני על ידי התקשורת האמריקאית."
60,THE SHAMEFUL AUDIENCE.,הקהל המביש.,הקהל המבויש.
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל שכולו רפובליקנים!,ליכט הסכים לכל בפני קהל שכולו רפובליקני!
63,There's a story to be reported there.,יש שם סיפור לדווח עליו.,יש כאן סיפור שיש לדווח עליו.
64,The ratings--seeking delusional irresponsibility of it all.,החוסר אחריות ההזייתי לשם הרייטינג של כל זה.,חוסר אחריות של מחפש – הרייטינג האשליתי אחראי לכל זה.
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף עם הרבה טיוטות, מה שבעצם אומר שאני יכול לקבל הרבה מכרסמים שמוצאים בו מקלט.","יש לי מרתף חשוף מאוד, וכתוצאה מכך הרבה מכרסמים מוצאים בו מקלט."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזו אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים והדבקתי פיסטוק עליהן עם דבק חזק.","אתמול בלילה נמאס לי מהשגרה, ניקיתי את כל המלכודות מחמאת בוטנים ופיזרתי עליהן פיסטוקים."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו במענקים ובזיכויי מס שמעודדים פעילות עסקית נוספת.,אבל הן גם מקצצות את המענקים וזיכויי המיסים המעודדים פעילות עסקית נוספת.
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בזכותה.","יש לי עסק. הוא מצליח למרות הממשל הפרובינציאלי, לא בזכותו."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זו הייתה תחרות צמודה לתחתית בין goatse ובין, נאמר, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי.","זה נכון אפילו כעת, כאשר goatse.cx נעלם, אבל יהיה מרוץ צמוד לתחתית בין goatse לבין, למשל, khou.com, ששם ניסיתי לצפות בסרטון ש-Wendy שלחו לי."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,קנה כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,השיגו מדבקות לרכב שהן נגד טרמפ והדביקו אותן בכל מקום.
95,Yell back at those who would try to talk over us.,צעק בחזרה על אלה שינסו לדבר מעלינו.,צעקו לעבר אלו שמנסים לגבור עלינו.
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת בציבור או למהר לאנשים כשאתה משתעל ומפיץ ליחה.,זה לא מקובל מבחינה חברתית לצאת לציבור או להתקרב לאנשים כאשר אתה משתעל עם ליחה.
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הריר של הקורונה שלך בכל מקום!!!,אני חוזר. זה לא מקובל מבחינה חברתית לפזר את ליחת הקורונה שלכם בכל מקום!!!
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהעצב הוא בן לוויה קבוע של החיים.,מיו יודע שצער הוא ליווי קבוע בחיים.
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, יל מוצאת את עצמה במקום של אהבה ויש לה רגשות עזים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם.","לאחר 4,000 מקרי לחץ יל מוצאת את עצמה במקום של אהבה ויש לה תחושות שהיא לא יודעת מה לעשות איתן, כך שיש הרבה משניהם."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם #מנגו_אידיוט היה פיאסקו מזעזע.,הפיאסקו של אתמול ‎‎‏‏‎#MangoMoron‎ היה כישלון שערורייתי.
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן כל כך הרבה זמן שידור?","איזה ""בכיר"" בחדשות החליט לתת לפושע השמן והשקרן זמן שידור ממושך?"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","כשהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך ליהירות מאחורי ההגה של יופיו האקזוטי.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך לשחצנטת מאחורי ההגה של מכוניתו האקזוטית."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודלאו היא אחת השותפות הטובות ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,Codleo היא אחת מהשותפים הטובים ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד החלקים המטורפים ביותר בכך שהשכנים שלי הפכו נגדי הוא לחשוב על כמה מאמץ זה דורש להיות עוין.,אחד הדברים המטורפים ביותר לגבי השכנים שלי שיוצאים נגדי הוא לחשוב כמה מאמץ נדרש כדי להיות עוין.
124,"Forget me, fine.","שכח אותי, בסדר.","תשכחו ממני, זה בסדר."
125,"Ignore me, fine.","התעלם ממני, בסדר.","תתעלמו ממני, זה בסדר."
129,Slamming a door in my face takes effort.,לטרוק דלת בפרצופי דורש מאמץ.,לטרוק בפניי את הדלת מחייב מאמץ.
133,That vessel is off-limits.,הכלי הזה אסור לגישה.,כלי השייט הזה מחוץ לתחום.
137,But another individual often flies aboard that ship.,אבל אדם נוסף לעיתים קרובות טס על הספינה ההיא.,אבל אדם אחר נמצא לעתים קרובות על סיפונה של הספינה.
138,If he were to die... the consequences would be... significant.,אם הוא היה מת... ההשלכות היו... משמעותיות.,אם הוא ימות... ההשלכות יהיו... משמעותיות.
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס התרסקות (קצת יותר ארוך מאורך ציוץ) למה שאני מתכוון ב""הפיכת אבא"":",להלן קורס מזורז (קצת ארוך יותר) מקורס מקוצר למה שאני מתכוון במושג אב-יפיקציה:
142,The Last of Us is an easy and canonical example of dad-ification.,האחרונים שבינינו הוא דוגמה פשוטה וקנונית להפיכת דמות אב.,המשחק 'האחרונים מבינינו' הוא דוגמה פשוטה והולמת למונח אב-יפיקציה.
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",הפיכת האב לשלטון שוחקת את האפשרות לפתרונות קהילתיים ולעיתים קרובות מתעלמת לחלוטין או מחלישה כל סוכנות שיש לילד.,"אב-יפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעיתים קרובות מתעלמת לחלוטין או פוגעת בכל יכולת פעולה עצמית שיש לילד."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, הפיכת אבא היא תחליף להרבה אידיאלים ניאו-ליברליים; במיוחד רעיונות כמו הסתמכות עצמית והיכולת להצליח בכוחות עצמך כיעד/מדד להצלחה.","בדרך זו, אב-פיקציה תומכת בהרבה אידיאלים ניאו-ליברלים; במיוחד רעיונות כמו התקדמות עצמית ועצמאות כמטרה/אינדיקטור אולטימטיבי להצלחה."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,- אנו שולחים הודעות כאשר תעריף טיסה נמצא במבצע.
150,"- We don't sell tickets, or charge a subscription.",- אנחנו לא מוכרים כרטיסים או גובים מנוי.,"- אנו לא מוכרים כרטיסים, ואיננו מחייבים בדמי מנוי."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","ובכל זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","עם זאת, פחד, טרור ועקירה בלתי נתפסים הותירו אותם עם צלקת טראומה בלתי נראית."
159,Over time dart became my go-to for quick UI.,עם הזמן דארט הפך להיות הבחירה שלי ל-UI מהיר.,במהלך הזמן dart הפך למקום שאליו אני פונה למציאת ממשק משתמש מהיר.
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter זה תענוג לעבוד איתו, ויש להם #mobx לניהול חנויות בקלות.","תענוג לעבוד עם flutter‎#, ויש להם ‎#mobx לניהול קל של אחסון."
161,"The dependency story is less insane than nodejs, too.",סיפור התלות פחות מטורף מאשר ב-nodejs.,גם סיפור התלות פחות מטורף מאשר ב-nodejs.
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה מקורית טובה (בכל מקום, באמת. אפילו היעד של פלאטר ווב גרוע).","כמובן ש-flutter מבאס, מאוד כשמדובר בהתנהגות של אפליקציה מקורית טובה (בכל מקום, באמת. אפילו מטרת רשת של flutter מבאסת)."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במחשבה ונראה פחות מוחשי מאשר בריאות פיזית.,כי היא מתרחשת בנפש ופחות מוחשית מהבריאות הפיזית.
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש שבמידה מסוימת להיות טרנס זה כמו להיות אינטרסקס של הנפש.","באותו אופן שבו נראית בריאות הנפש כפחות ""מציאותית"" מאשר הבריאות הפיזית על ידי רבים, אני מרגישה שבהיותי טרנסג'נדרית זה פשוט אינטרסקס של הנפש."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","אני מרגישה שלהיות טרנסג'נדרית זה להיות ""לא-בינארי מבחינה ביולוגית""."
198,"(And also: The Web is now largely a Google thing, unfortunately)","(וגם: הרשת היא עכשיו בעיקר דבר של גוגל, למרבה הצער)","(וכמו כן: כיום, הרשת היא ברובה עניין של Google, לרוע המזל)"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלספר לי שאפליקציות של גוגל/פלאטר גרועות ב-iOS וב-macOS.",הימנעו בבקשה מלהגיד לי שהיישומים google/flutter דפוקים במערכות iOS וב-macOS.
200,Cross platform is hard if you want to do it well.,פלטפורמות חוצות זה קשה אם אתה רוצה לעשות את זה טוב.,קשה לחצות פלטפורמות אם רוצים לעשות זאת היטב.
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,תודה לאלו שהורידו את העדכון האחרון ל-Leasey.
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד התגלו.,התגלו כמה קשיים קלים.
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט ננעל בגלל 'יותר מדי אפשרויות'.
211,Grafana looks pretty.,גרפנה נראית יפה.,Grafana נראה נחמד.
218,...And that's how I found myself having to sort out a raid group roster.,...וכך מצאתי את עצמי צריך לסדר רשימת קבוצה לפשיטה.,...וכך מצאתי שעליי לארגן סגל של קבוצת רייד.
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","ואז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים גדולים.","לאחר מכן, החיים הרסו את הנפש שלי ואיבדתי את כל התשוקה שלי לקריאת סיפורת וסיפורים נהדרים."
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 ורק מאי.,"אני כעת בספר #31, ועכשיו רק חודש מאי."
224,I haven't really achieved anything.,לא באמת השגתי שום דבר.,באמת לא השגתי דבר.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והמתפוררות ברחבי המדינה.,תנו להם לשקם את הערים החלולות והנרקבות ברחבי הארץ. שוב.
233,Deport the white supremacists.,לגרש את העליונות הלבנה.,יש לגרש את הדוגלים בעליונות הלבנים.
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","כל כך נמאס לי מהכותרות שטוענות ש""העבודה מרחוק מתה"". או ש""עבודה מרחוק הייתה ניסוי כושל""."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.",זה הכל קליקבייט אבל יש לי חששות לגבי המנהלים והבכירים שקוראים את המאמרים האלה.
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,היא מאפשרת לאנשים להימנע מנסיעות ממושכות שמרחיקות אותם מהמשפחות שלהם.
243,To just ignore these facts is wrong.,להתעלם מהעובדות הללו זה לא נכון.,התעלמות מעובדות אלו שגויה.
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",פארקר התייחסה להפלות ולנטייתן של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן.,פרקר התייחסה להפלות ולדחף של נשים עירוניות מודרניות לדחות להביא ילדים למען הקריירה שלהן.
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען כי המפלגה הדמוקרטית החדשה והפרוגרסיבים רוצים לדלל את האוכלוסייה למען איכות הסביבה.,היא גם טענה כי NDP והפרוגרסיביים רוצים לנקות את החברה למען הסביבה.
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, חששתי לנסות לחגוג את יום ההולדת שלי.",תמיד כשהגיע חודש מאי פחדתי לנסות לחגוג את יום ההולדת שלי.
254,I fought over the years to get out of that mindset and to have better bdays.,נאבקתי במשך השנים כדי לצאת מהלך הרוח הזה ולחגוג ימי הולדת טובים יותר.,נלחמתי במשך שנים לצאת מהלך המחשבה ולחגוג ימי הולדת טובים יותר.
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה יודע על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,האם אתם מכירים דרך יעילה להוספת/הסרה של רכיב אינטרנט ממסמך?
268,We currently use a MutationObserver hack.,אנו משתמשים כעת בהאק של MutationObserver.,כרגע אנחנו משתמשים בפריצה של MutationObserver.
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי הפריטים בשטח.,בשבוע שעבר הצלחתי לעשות המון עבודה ואני מרגיש הרבה יותר טוב לגבי פרטי השדה.
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה שזה 90% מהמיומנויות שאינן קציר.","כמו כן צריך לזרוע שורת ירקות כדי לשלב ירקות חתוכים בשניהם יש צוות מיומן בהשקיה, הכנת ערוגה ושתילה מחדש שהם 90% מפריטי מיומנות שאינם ניתנים לקצירה"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זה 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן פעיל משימוש באפל מפות.,השנה היא 2023 ואני עדיין רואה אנשים עם אייפון נמנעים באופן פעיל משימוש ב-Apple Maps.
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משווים, על מכשיר האייפון שלי לבדיקה (המכשיר היומי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון).","סקרן, שמרתי על ראש פתוח כדי להשוות בין Google Maps ו-Apple Maps, במכשיר האייפון המבחן שלי (המכשיר היומיומי שלי הוא מכשיר אנדרואיד, אז זה נדיר שאני משתמש באייפון)."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של הצורך לעקוב אחר הוראות הייתה הרבה יותר טובה ב-Apple Maps בהשוואה ל-Google Maps.,המעקב אחר ההוראות היה חוויתי בהרבה ב-Apple Maps בהשוואה ל-Google Maps.
298,Could it be that Google Maps got to market first?,האם ייתכן ש-Google Maps הגיע לשוק ראשון?,יכול להיות שזה מפני ש-Google Maps הגיעה לשוק ראשונה?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני נוטה לטובת אי שחרור זבל למשתמשי הקצה, ואפל פישלו בגדול עם אפל מפות כשהיא יצאה ב-2012.","אני מוטה בעד אי שחרור זבל למשתמשי קצה, ו-Apple נדפקה בצורה מלכותית עם Apple Maps כשיצאו ב-2012."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה לשומרת טובה של עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את המערכת שבה אנחנו חיים.,אבל האדמה היא זו ששומרת היטב על הכסף כל עוד שחושבים שהממשלה לא תשנה את השיטה בה אנו חיים.
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חלק ממנו.,הרבה אנשים חושבים שהם ממש הבעלים של הקרקע כשהם קונים נכס.
312,The land is temporary.,הארץ היא זמנית.,הבעלות על הקרקע היא זמנית.
314,The land is very easily and quickly taken away by the government one day if they want to do that.,האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת.,"האדמה נלקחת בקלות ובמהירות על ידי הממשלה, אם היא תרצה לעשות זאת."
317,It has to be taken away one day.,זה צריך להילקח יום אחד.,יום אחד צריך לקחת את זה.
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,זו הסיבה שהסינים מאפשרים רק חכירה.
319,They already ran out of land.,הם כבר נגמרו מהקרקע.,כבר אזלה להם האדמה.
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, להגשמת חלומות, לחברות, לפשוט אך האמיתי!!","להצליח, להגשים חלומות, חברות, פשוט אבל אמת!"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית להצלחתכם ולהגשמת חלומותיכם.","לכל המשקיעים באשר הם, אני מרים כוסית להצלחתכם והגשמת החלומות שלכם."
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, חדשים וותיקים, נשמור על הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","ולכל החברים שלי, נוקיר את הדברים הפשוטים והאמיתיים בחיים הגורמים לנו אושר ותחושת הגשמה."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני לעיתים קרובות תוהה על היכולת האנושית להיות *כל כך* קשה עם עצמנו בעודנו מוצפים בכל כך הרבה ראיות למה אכזריות אמיתית נראית.,לעתים קרובות אני תוהה על היכולת האנושית להאשים *כל כך* את עצמך בעודנו מוצפים בהרבה עדויות על איך נראית אכזריות אמיתית.
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו זה קריטי - כי זה נותן לנו יותר מרחב להתמודד עם ההריסות שמסביב.,אבל התייאשות מהבלגן שלנו היא חיונית – כי היא נותנת לנו יותר מקום להתמודד עם ההריסות מסביב.
