index,original,zero_shot_translation,improved_translation
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזו אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים והדבקתי פיסטוק עליהן עם דבק חזק.","לבסוף נמאס לי מהשגרה הזו אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים והדבקתי פיסטוק עליהן עם סופר-גלו במיוחד."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו במענקים ובזיכויי מס שמעודדים פעילות עסקית נוספת.,"אבל הם גם קיצצו במענקים, ובזיכויי מס שמעודדים יותר פעילות עסקית."
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בזכותה.","אני בעל עסק. הוא מצליח למרות השלטון המחוזי, ולא בזכותו."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זו הייתה תחרות צמודה לתחתית בין goatse ובין, נאמר, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי.","זה נכון גם עכשיו כש-goatse.cx איננו, אף על פי שזו הייתה תחרות צמודה בין goatse ובין, נאמר, khou.com, שם ניסיתי לצפות בווידאו שוונדי שלחה לי."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,קנה כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,השג כמה מדבקות לרכב שהן נגד טראמפ והדבק אותן בכל מקום אפשרי.
95,Yell back at those who would try to talk over us.,צעק בחזרה על אלה שינסו לדבר מעלינו.,הגב בקול רם לאלה שמנסים לדבר מעלינו.
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת בציבור או למהר לאנשים כשאתה משתעל ומפיץ ליחה.,זה לא מקובל חברתית לצאת בציבור או למהר לאנשים כשאתה משתעל בכבדות ומוציא הרבה ליחה.
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הריר של הקורונה שלך בכל מקום!!!,"אני חוזר ואומר, זה לא מקובל חברתית להפיץ את נזלת הקורונה שלך לכל עבר!"
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהעצב הוא בן לוויה קבוע של החיים.,מיו יודעת שהעצב מלווה את החיים באופן קבוע.
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, יל מוצאת את עצמה במקום של אהבה ויש לה רגשות עזים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם.","לאחר 4,000 שנים של מצוקה, יל מוצאת את עצמה במקום של אהבה ויש לה רגשות עזים שאינה יודעת כיצד להתמודד איתם, אז יש הרבה משניהם."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם #מנגו_אידיוט היה פיאסקו מזעזע.,הפיאסקו של אתמול עם #מנגו-אידיוט היה מזעזע.
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן כל כך הרבה זמן שידור?",איזה מנהל בכיר בחדשות בכבלים קיבל את ההחלטה לתת לפושע הזה כל כך הרבה זמן שידור?
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","כשהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך ליהירות מאחורי ההגה של יופיו האקזוטי.","כשהמכונית משתנה כך גם ארני, שהביטחון החדש שלו הופך ליהירות מאחורי ההגה של מכוניתו האקזוטית."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודלאו היא אחת השותפות הטובות ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"קודלאו היא אחת השותפות הטובות ביותר של Salesforce, המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכים של החברה שלך."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד החלקים המטורפים ביותר בכך שהשכנים שלי הפכו נגדי הוא לחשוב על כמה מאמץ זה דורש להיות עוין.,אחד החלקים המטורפים ביותר בכך שהשכנים שלי הפכו נגדי הוא לחשוב על כמה מאמץ נדרש כדי להיות עוינים.
124,"Forget me, fine.","שכח אותי, בסדר.","תשכח ממני, זה בסדר."
125,"Ignore me, fine.","התעלם ממני, בסדר.","תתעלם ממני, זה בסדר."
129,Slamming a door in my face takes effort.,לטרוק דלת בפרצופי דורש מאמץ.,לטרוק דלת בפניי דורש מאמץ.
133,That vessel is off-limits.,הכלי הזה אסור לגישה.,הגישה לספינה אסורה.
137,But another individual often flies aboard that ship.,אבל אדם נוסף לעיתים קרובות טס על הספינה ההיא.,אבל אדם אחר טס לעיתים קרובות על הספינה ההיא.
138,If he were to die... the consequences would be... significant.,אם הוא היה מת... ההשלכות היו... משמעותיות.,אם הוא ימות ... ההשלכות יהיו ... משמעותיות.
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס התרסקות (קצת יותר ארוך מאורך ציוץ) למה שאני מתכוון ב""הפיכת אבא"":","הנה קורס מזורז (קצת יותר ארוך מאורך טוּט) למה שאני מתכוון ב""הפיכת לאבא"":"
142,The Last of Us is an easy and canonical example of dad-ification.,האחרונים שבינינו הוא דוגמה פשוטה וקנונית להפיכת דמות אב.,האחרון מאיתנו הוא דוגמה פשוטה וקנונית להפיכת דמות לדמות אב.
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",הפיכת האב לשלטון שוחקת את האפשרות לפתרונות קהילתיים ולעיתים קרובות מתעלמת לחלוטין או מחלישה כל סוכנות שיש לילד.,הפיכת האבהות לתופעה תרבותית שוחקת את האפשרות לפתרונות קהילתיים ולעיתים קרובות מתעלמת לחלוטין או מחלישה כל יכולת פעולה שיש לילד.
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, הפיכת אבא היא תחליף להרבה אידיאלים ניאו-ליברליים; במיוחד רעיונות כמו הסתמכות עצמית והיכולת להצליח בכוחות עצמך כיעד/מדד להצלחה.","בדרך זו, אימוץ מאפיינים של אבהות מהווה תחליף להרבה אידיאלים ניאו-ליברליים, במיוחד רעיונות כמו הסתמכות עצמית והיכולת להצליח בכוחות עצמך כיעד ומדד להצלחה."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,אנו שולחים התראות כאשר יש מבצע על מחירי כרטיסי טיסה.
150,"- We don't sell tickets, or charge a subscription.",- אנחנו לא מוכרים כרטיסים או גובים מנוי.,אנחנו לא מוכרים כרטיסים ולא גובים דמי מנוי.
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","ובכל זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","ובכל זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם צלקת בלתי נראית של טראומה."
159,Over time dart became my go-to for quick UI.,עם הזמן דארט הפך להיות הבחירה שלי ל-UI מהיר.,"עם הזמן, Dart הפך לבחירה המועדפת שלי ליצירת UI מהיר."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter זה תענוג לעבוד איתו, ויש להם #mobx לניהול חנויות בקלות.","#flutter זה תענוג לעבוד עם התוכנה, ויש להם #mobx לניהול מצב בקלות."
161,"The dependency story is less insane than nodejs, too.",סיפור התלות פחות מטורף מאשר ב-nodejs.,סיפור התלות פחות מסובך מאשר ב-Node.js.
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה מקורית טובה (בכל מקום, באמת. אפילו היעד של פלאטר ווב גרוע).","כמובן שפלאטר ממש גרוע כשזה מגיע להתנהגות כמו שאפליקציה מקורית טובה הייתה מתנהגת (בכל מקום, באמת. אפילו היעד של פלאטר ווב ממש גרוע.)"
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במחשבה ונראה פחות מוחשי מאשר בריאות פיזית.,כי זה מתרחש במוח ונראה פחות מוחשי מאשר בריאות פיזית.
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש שבמידה מסוימת להיות טרנס זה כמו להיות אינטרסקס של הנפש.","באותו אופן שבו בריאות הנפש נתפסת כפחות “אמיתית” מבריאות הגוף על ידי רבים, אני מרגיש במידה מסוימת שלהיות טרנס זה כמו להיות עם זהות מגדרית שונה במחשבה."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".",אני מרגיש/ה שלהיות טרנס זה להיות „ביולוגית לא בינארי“.
198,"(And also: The Web is now largely a Google thing, unfortunately)","(וגם: הרשת היא עכשיו בעיקר דבר של גוגל, למרבה הצער)",וגם: הרשת היא עכשיו במידה רבה בשליטת גוגל.
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלספר לי שאפליקציות של גוגל/פלאטר גרועות ב-iOS וב-macOS.",אנא הימנע מלספר לי שאפליקציות של גוגל/פלאטר לא משהו ב-iOS וב-macOS.
200,Cross platform is hard if you want to do it well.,פלטפורמות חוצות זה קשה אם אתה רוצה לעשות את זה טוב.,פיתוח חוצה פלטפורמות הוא קשה אם אתה רוצה לעשות את זה טוב.
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,תודה לכל מי שהוריד את העדכון האחרון של Leasey.
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד התגלו.,התגלו כמה קשיים קטנים מאוד.
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,"אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה, יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט ננעל בגלל 'יותר מדי אפשרויות'."
211,Grafana looks pretty.,גרפנה נראית יפה.,Grafana נראית יפה.
218,...And that's how I found myself having to sort out a raid group roster.,...וכך מצאתי את עצמי צריך לסדר רשימת קבוצה לפשיטה.,...וכך מצאתי את עצמי נדרש לארגן רשימת קבוצת פשיטה.
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","ואז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים גדולים.",ואז החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים מרתקים.
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 ורק מאי.,אני כבר בספר ה-31 וזה רק מאי.
224,I haven't really achieved anything.,לא באמת השגתי שום דבר.,לא השגתי באמת שום דבר.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והמתפוררות ברחבי המדינה.,תנו להם לשקם שוב את הערים המתפוררות והחלולות ברחבי המדינה.
233,Deport the white supremacists.,לגרש את העליונות הלבנה.,לגרש את תומכי העליונות הלבנה.
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","נמאס לי מהכותרות שטוענות ש„עבודה מרחוק מתה“, או ש„עבודה מרחוק הייתה ניסוי כושל“."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","הכל קליקבייט, אבל זה מדאיג אותי לגבי הבכירים והמנהלים שקוראים את המאמרים האלה."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום ומהמשפחות שלהם.
243,To just ignore these facts is wrong.,להתעלם מהעובדות הללו זה לא נכון.,זה פשוט לא נכון להתעלם מהעובדות הללו.
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",פארקר התייחסה להפלות ולנטייתן של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן.,"פארקר התייחסה להפלות, ולדחף של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן."
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען כי המפלגה הדמוקרטית החדשה והפרוגרסיבים רוצים לדלל את האוכלוסייה למען איכות הסביבה.,הוא גם טוען כי ה-NDP והפרוגרסיבים רוצים להפחית את האוכלוסייה למען איכות הסביבה.
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, חששתי לנסות לחגוג את יום ההולדת שלי.","בכל פעם שחודש מאי הגיע, חששתי לנסות לחגוג את יום ההולדת שלי."
254,I fought over the years to get out of that mindset and to have better bdays.,נאבקתי במשך השנים כדי לצאת מהלך הרוח הזה ולחגוג ימי הולדת טובים יותר.,נאבקתי במשך השנים כדי לשנות את הגישה שלי וליהנות מימי הולדת טובים יותר.
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה יודע על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,אתה מכיר דרך יעילה עבור רכיב רשת להגיב להוספה או הסרה ממסמך?
268,We currently use a MutationObserver hack.,אנו משתמשים כעת בהאק של MutationObserver.,"אנו משתמשים כעת ב""MutationObserver"" כפתרון חכם."
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי הפריטים בשטח.,בשבוע שעבר עשיתי המון ומרגיש הרבה יותר טוב לגבי פריטי השדה.
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה שזה 90% מהמיומנויות שאינן קציר.","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני ההקשרים, יש צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90 % מהמיומנויות שאינן קציר."
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זה 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן פעיל משימוש באפל מפות.,זה 2023 ואני עדיין רואה אנשים עם אייפון נמנעים משימוש פעיל במפות של אפל.
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משווים, על מכשיר האייפון שלי לבדיקה (המכשיר היומי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משתווים על מכשיר האייפון שלי לבדיקה (המכשיר הראשי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון)."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של הצורך לעקוב אחר הוראות הייתה הרבה יותר טובה ב-Apple Maps בהשוואה ל-Google Maps.,החוויה של שימוש בהוראות הייתה עדיפה בהרבה ב-Apple Maps לעומת Google Maps.
298,Could it be that Google Maps got to market first?,האם ייתכן ש-Google Maps הגיע לשוק ראשון?,האם ייתכן ש„Google Maps” היה הראשון בשוק?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני נוטה לטובת אי שחרור זבל למשתמשי הקצה, ואפל פישלו בגדול עם אפל מפות כשהיא יצאה ב-2012.","אני מעדיף שלא לשחרר תוכן באיכות נמוכה למשתמשי הקצה, ואפל עשו טעות חמורה עם אפל מפות כשהיא יצאה בשנת 2012."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה לשומרת טובה של עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את המערכת שבה אנחנו חיים.,אבל זו האדמה שהופכת אותה לאמצעי טוב לשמירת עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את השיטה שבה אנחנו חיים.
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חלק ממנו.,הרבה אנשים חושבים שהם כאילו הבעלים של כדור הארץ כשהם קונים חלק ממנו.
312,The land is temporary.,הארץ היא זמנית.,ארץ זמנית.
314,The land is very easily and quickly taken away by the government one day if they want to do that.,האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת.,האדמה יכולה להילקח בקלות ובמהירות על ידי הממשלה ביום אחד אם הם ירצו בכך.
317,It has to be taken away one day.,זה צריך להילקח יום אחד.,יום אחד זה יצטרך להילקח משם.
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,זו הסיבה שהרשויות בסין מאשרות רק חכירות.
319,They already ran out of land.,הם כבר נגמרו מהקרקע.,אזלה להם הקרקע.
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, להגשמת חלומות, לחברות, לפשוט אך האמיתי!!","להצלחה, להגשמת חלומות, לחברות, למשהו פשוט אך אמיתי!"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית להצלחתכם ולהגשמת חלומותיכם.","לכל המשקיעים שביניכם, אני מרים כוסית להצלחתכם ולהגשמת חלומותיכם."
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, חדשים וותיקים, נשמור על הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","ולכל חבריי, חדשים וותיקים, נטפח את הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני לעיתים קרובות תוהה על היכולת האנושית להיות *כל כך* קשה עם עצמנו בעודנו מוצפים בכל כך הרבה ראיות למה אכזריות אמיתית נראית.,אני לעיתים קרובות תוהה על היכולת האנושית להיות כל כך ביקורתיים כלפי עצמנו בעודנו מוצפים בכל כך הרבה ראיות למה אכזריות אמיתית נראית.
