index,original,translated,audience_appropriateness_annotation
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בזכותה.","```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The term ""provincial government"" may not directly translate to a culturally equivalent concept in Hebrew, as the structure and terminology of government can vary between regions and cultures. The translation might not fully convey the intended political nuance to a Hebrew-speaking audience.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זו הייתה תחרות צמודה לתחתית בין goatse ובין, נאמר, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The reference to ""goatse.cx"" is a specific cultural reference that may not be understood or appropriate for all Hebrew-speaking audiences, as it refers to a notorious shock site that might not be widely recognized or suitable for all cultural contexts.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,קנה כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""plaster them all over"" may not culturally resonate or be interpreted in the same way in Hebrew, as it suggests a level of activism or protest that might not align with cultural norms or expressions in the target audience's context.
```"
95,Yell back at those who would try to talk over us.,צעק בחזרה על אלה שינסו לדבר מעלינו.,"```
MQM annotations:
audience appropriateness error:
Major: Culture-specific Reference - The phrase ""צעק בחזרה"" (yell back) might be perceived as aggressive or confrontational in certain cultural contexts, which may not align with the intended tone of assertiveness without aggression in the original English text.
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת בציבור או למהר לאנשים כשאתה משתעל ומפיץ ליחה.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""coughing up a mucus storm"" is a metaphorical expression that may not translate well culturally into Hebrew, potentially causing confusion for the target audience.
```"
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הריר של הקורונה שלך בכל מקום!!!,"```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The phrase ""covid mucus storm"" is a metaphorical expression that may not be culturally or linguistically familiar to the Hebrew-speaking audience, potentially causing confusion.
```"
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהעצב הוא בן לוויה קבוע של החיים.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, יל מוצאת את עצמה במקום של אהבה ויש לה רגשות עזים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם.","```
MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: None
[Minor]: None
```

Explanation: The translation from English to Hebrew does not contain any audience appropriateness errors. The content is culturally and linguistically appropriate for the target audience, with no unusual or inappropriate references that could cause confusion or a sense of non-belonging."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם #מנגו_אידיוט היה פיאסקו מזעזע.,"```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""#MangoMoron"" is a culture-specific reference that may not be understood by the Hebrew-speaking audience. The translation retains the hashtag and term without adaptation or explanation, which could lead to confusion.
```"
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן כל כך הרבה זמן שידור?","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The phrase ""fat, lying criminal"" may be culturally sensitive and offensive. While it is directly translated, it may not be appropriate for all audiences in the Hebrew-speaking context, as it can be perceived as disrespectful or inflammatory.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","כשהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך ליהירות מאחורי ההגה של יופיו האקזוטי.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: CULTURE-SPECIFIC REFERENCE - The phrase ""exotic beauty"" in the source text may not have the same cultural connotation in Hebrew. The translation ""יופיו האקזוטי"" might not fully capture the intended nuance of the original phrase for the Hebrew-speaking audience.
```"
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודלאו היא אחת השותפות הטובות ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד החלקים המטורפים ביותר בכך שהשכנים שלי הפכו נגדי הוא לחשוב על כמה מאמץ זה דורש להיות עוין.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
124,"Forget me, fine.","שכח אותי, בסדר.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
125,"Ignore me, fine.","התעלם ממני, בסדר.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
129,Slamming a door in my face takes effort.,לטרוק דלת בפרצופי דורש מאמץ.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation ""לטרוק דלת בפרצופי דורש מאמץ"" is culturally and linguistically appropriate for a Hebrew-speaking audience. There are no issues with cultural references or language variety that would cause confusion or a sense of non-belonging."
133,That vessel is off-limits.,הכלי הזה אסור לגישה.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```

The translation ""הכלי הזה אסור לגישה"" is appropriate for the target audience in terms of cultural and linguistic context. There are no audience appropriateness issues in this translation."
137,But another individual often flies aboard that ship.,אבל אדם נוסף לעיתים קרובות טס על הספינה ההיא.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
138,If he were to die... the consequences would be... significant.,אם הוא היה מת... ההשלכות היו... משמעותיות.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס התרסקות (קצת יותר ארוך מאורך ציוץ) למה שאני מתכוון ב""הפיכת אבא"":","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""dad-ification"" is a culture-specific concept that may not be fully understood by the Hebrew-speaking audience without additional context or explanation.
```"
142,The Last of Us is an easy and canonical example of dad-ification.,האחרונים שבינינו הוא דוגמה פשוטה וקנונית להפיכת דמות אב.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""dad-ification"" is a culture-specific concept that may not be fully understood by a Hebrew-speaking audience without additional context or explanation.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",הפיכת האב לשלטון שוחקת את האפשרות לפתרונות קהילתיים ולעיתים קרובות מתעלמת לחלוטין או מחלישה כל סוכנות שיש לילד.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""Dad-ification"" is a culture-specific concept that may not be directly understood in Hebrew without additional context or explanation.
```"
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, הפיכת אבא היא תחליף להרבה אידיאלים ניאו-ליברליים; במיוחד רעיונות כמו הסתמכות עצמית והיכולת להצליח בכוחות עצמך כיעד/מדד להצלחה.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""Dad-ification"" is a culture-specific concept that may not be readily understood by a Hebrew-speaking audience without additional context or explanation.
```"
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"```
MQM annotations:
audience appropriateness error:
Major: CULTURE-SPECIFIC REFERENCE - The translation uses ""כאשר מחירי הטיסות יורדים"" (when airfare prices drop), which may imply a broader context than just sales notifications. The original intent of notifying about sales is not fully captured, potentially confusing the audience about the nature of the notifications.
```"
150,"- We don't sell tickets, or charge a subscription.",- אנחנו לא מוכרים כרטיסים או גובים מנוי.,"```
MQM annotations:
audience appropriateness error:
[Minor]: [WRONG LANGUAGE VARIETY] - The term ""מנוי"" is more commonly used in Modern Hebrew, while ""דמי מנוי"" might be more appropriate for certain audiences to denote a subscription fee.
```"
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","ובכל זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
159,Over time dart became my go-to for quick UI.,עם הזמן דארט הפך להיות הבחירה שלי ל-UI מהיר.,"```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The term ""דארט"" (Dart) may not be immediately recognized by all Hebrew-speaking audiences as a programming language or framework for UI development. Providing additional context or explanation could improve cultural appropriateness.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter זה תענוג לעבוד איתו, ויש להם #mobx לניהול חנויות בקלות.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
161,"The dependency story is less insane than nodejs, too.",סיפור התלות פחות מטורף מאשר ב-nodejs.,"```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The term ""nodejs"" is a technical term that may not be familiar to all Hebrew-speaking audiences, especially those not involved in software development or IT.
```"
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה מקורית טובה (בכל מקום, באמת. אפילו היעד של פלאטר ווב גרוע).","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The use of ""פלאטר"" (Flutter) may not be universally recognized among all Hebrew-speaking audiences, especially those unfamiliar with software development or technology terms. However, this is a minor issue as the term is a proper noun and widely used in tech contexts.
```"
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במחשבה ונראה פחות מוחשי מאשר בריאות פיזית.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש שבמידה מסוימת להיות טרנס זה כמו להיות אינטרסקס של הנפש.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""intersex of the mind"" may not be culturally or conceptually clear to a Hebrew-speaking audience, as it relies on specific cultural understandings of gender and mental health that may not directly translate.
```"
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","```
MQM annotations:
audience appropriateness error:
[Minor]: [Culture-specific Reference] - The concept of ""biologically non-binary"" may not be fully understood or accepted in all cultural contexts within the Hebrew-speaking audience. The translation retains the English phrase in quotes, which might not convey the intended meaning clearly to all readers.
```"
198,"(And also: The Web is now largely a Google thing, unfortunately)","(וגם: הרשת היא עכשיו בעיקר דבר של גוגל, למרבה הצער)","```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""דבר של גוגל"" (thing of Google) might not fully convey the cultural nuance of ""a Google thing"" as understood in English, which implies a broader cultural dominance or influence.
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלספר לי שאפליקציות של גוגל/פלאטר גרועות ב-iOS וב-macOS.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
200,Cross platform is hard if you want to do it well.,פלטפורמות חוצות זה קשה אם אתה רוצה לעשות את זה טוב.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד התגלו.,"```
MQM annotations:
Accuracy Errors
[Critical]: audience_appropriateness/error_subcategory - None
[Major]: audience_appropriateness/error_subcategory - None
[Minor]: audience_appropriateness/error_subcategory - None
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""hardlocks"" is a technical term that may not be familiar to all Hebrew-speaking audiences, potentially causing confusion.
```"
211,Grafana looks pretty.,גרפנה נראית יפה.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
218,...And that's how I found myself having to sort out a raid group roster.,...וכך מצאתי את עצמי צריך לסדר רשימת קבוצה לפשיטה.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""raid group roster"" is a gaming-specific reference that may not be familiar to all Hebrew-speaking audiences, potentially causing confusion for those not familiar with gaming terminology.
```"
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","ואז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים גדולים.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew does not contain any audience appropriateness errors. The cultural context and linguistic expressions are appropriate and understandable for the target audience."
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 ורק מאי.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
224,I haven't really achieved anything.,לא באמת השגתי שום דבר.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew is culturally appropriate and does not contain any audience appropriateness errors. The phrase ""לא באמת השגתי שום דבר"" is a direct and culturally neutral translation of ""I haven't really achieved anything,"" and it is suitable for the intended audience."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והמתפוררות ברחבי המדינה.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
233,Deport the white supremacists.,לגרש את העליונות הלבנה.,"```
MQM annotations:
audience appropriateness error:
[Major]: culture-specific reference - The translation ""לגרש את העליונות הלבנה"" translates to ""Deport the white supremacy,"" which is not an accurate representation of the source phrase ""Deport the white supremacists."" The term ""עליונות לבנה"" refers to the concept of white supremacy rather than individuals who are white supremacists. This could lead to confusion or misinterpretation for the target audience.
```"
