index,original,translated,terminology_annotation
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזו אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים והדבקתי פיסטוק עליהן עם דבק חזק.","```
MQM annotations:
Terminology errors:
None
```"
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו במענקים ובזיכויי מס שמעודדים פעילות עסקית נוספת.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""tax credits"" should have been translated as ""זיכויי מס"" according to the glossary.
```"
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בזכותה.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""provincial government"" was not translated according to the glossary specification.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זו הייתה תחרות צמודה לתחתית בין goatse ובין, נאמר, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""video"" should have been translated as ""וידאו"" in Hebrew according to the glossary.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,קנה כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""bumper sticker"" should have been translated according to the glossary specification.
```"
95,Yell back at those who would try to talk over us.,צעק בחזרה על אלה שינסו לדבר מעלינו.,"```
MQM annotations:
Terminology errors:
None
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת בציבור או למהר לאנשים כשאתה משתעל ומפיץ ליחה.,"```
MQM annotations:
Terminology errors:
None
```"
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הריר של הקורונה שלך בכל מקום!!!,"```
MQM annotations:
Terminology errors:
None
```"
106,Mio knows that sorrow is life's constant companion.,מיו יודעת שהעצב הוא בן לוויה קבוע של החיים.,"```
MQM annotations:
Terminology errors:
no-error
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, יל מוצאת את עצמה במקום של אהבה ויש לה רגשות עזים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם.","```
MQM annotations:
Terminology errors:
no-error
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,הפיאסקו של אתמול עם #מנגו_אידיוט היה פיאסקו מזעזע.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The hashtag ""#MangoMoron"" should have been translated as ""#מנגו_אידיוט"" according to the glossary specification.
```"
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן כל כך הרבה זמן שידור?","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""executive"" should have been translated as ""מנהל בכיר"" in Hebrew, but it was translated as ""מנהל,"" which does not fully capture the intended meaning of ""executive.""
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","כשהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך ליהירות מאחורי ההגה של יופיו האקזוטי.","```
MQM annotations:
Terminology errors:
None
```"
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודלאו היא אחת השותפות הטובות ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - The term ""Salesforce"" should be capitalized consistently throughout the translation to match the source text.
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד החלקים המטורפים ביותר בכך שהשכנים שלי הפכו נגדי הוא לחשוב על כמה מאמץ זה דורש להיות עוין.,"```
MQM annotations:
Terminology errors:
None
```"
124,"Forget me, fine.","שכח אותי, בסדר.","```
MQM annotations:
Terminology errors:
None
```"
125,"Ignore me, fine.","התעלם ממני, בסדר.","```
MQM annotations:
Terminology errors:
None
```"
129,Slamming a door in my face takes effort.,לטרוק דלת בפרצופי דורש מאמץ.,"```
MQM annotations:
Terminology errors:
None
```"
133,That vessel is off-limits.,הכלי הזה אסור לגישה.,"```
MQM annotations:
Terminology errors:
major: TERM NOT APPLIED - The term ""vessel"" should have been translated as ""ספינה"" in Hebrew according to the glossary, but ""הכלי"" was used instead.
```"
137,But another individual often flies aboard that ship.,אבל אדם נוסף לעיתים קרובות טס על הספינה ההיא.,"```
MQM annotations:
Terminology errors:
None
```"
138,If he were to die... the consequences would be... significant.,אם הוא היה מת... ההשלכות היו... משמעותיות.,"```
MQM annotations:
Terminology errors:
None
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"הנה קורס התרסקות (קצת יותר ארוך מאורך ציוץ) למה שאני מתכוון ב""הפיכת אבא"":","```
MQM annotations:
Terminology errors:
minor: TERM NOT APPLIED - The term ""toot"" should have been translated according to the glossary specification, but it was translated as ""ציוץ"" (tweet) instead.
```"
142,The Last of Us is an easy and canonical example of dad-ification.,האחרונים שבינינו הוא דוגמה פשוטה וקנונית להפיכת דמות אב.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""The Last of Us"" should have been translated as ""האחרון מאיתנו"" according to the glossary specification.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",הפיכת האב לשלטון שוחקת את האפשרות לפתרונות קהילתיים ולעיתים קרובות מתעלמת לחלוטין או מחלישה כל סוכנות שיש לילד.,"```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""Dad-ification"" was translated as ""הפיכת האב לשלטון,"" which does not accurately convey the meaning of the original term. The translation implies a more authoritarian or governance-related transformation, which may disrupt the flow of the text.
```"
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, הפיכת אבא היא תחליף להרבה אידיאלים ניאו-ליברליים; במיוחד רעיונות כמו הסתמכות עצמית והיכולת להצליח בכוחות עצמך כיעד/מדד להצלחה.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Dad-ification"" should be translated as ""הפיכת אבא"" according to the glossary, but it is not highlighted in the target text.
```"
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"```
MQM annotations:
Terminology errors:
major: TERM NOT APPLIED - The term ""airfare"" should be translated as ""מחירי כרטיסי טיסה"" according to the glossary, but ""מחירי הטיסות"" was used instead.
```"
150,"- We don't sell tickets, or charge a subscription.",- אנחנו לא מוכרים כרטיסים או גובים מנוי.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""subscription"" was not translated according to the glossary specification.
```"
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","ובכל זאת, פחד בלתי נתפס, אימה ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","```
MQM annotations:
Terminology errors:
None
```"
159,Over time dart became my go-to for quick UI.,עם הזמן דארט הפך להיות הבחירה שלי ל-UI מהיר.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""UI"" should be capitalized in the Hebrew translation to match the source.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter זה תענוג לעבוד איתו, ויש להם #mobx לניהול חנויות בקלות.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""store"" should be translated as ""חנות"" according to the glossary, but ""חנויות"" (stores) was used instead.
```"
161,"The dependency story is less insane than nodejs, too.",סיפור התלות פחות מטורף מאשר ב-nodejs.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""nodejs"" should be capitalized as ""Node.js"" to match the standard terminology.
```"
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע מאוד בכל הנוגע להתנהגות כמו אפליקציה מקורית טובה (בכל מקום, באמת. אפילו היעד של פלאטר ווב גרוע).","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""flutter"" should have been translated as ""פלאטר"" according to the glossary.
Major: TERM NOT APPLIED - The term ""flutter web"" should have been translated as ""פלאטר ווב"" according to the glossary.
```"
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה במחשבה ונראה פחות מוחשי מאשר בריאות פיזית.,"```
MQM annotations:
Terminology errors:
no-error
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","באותו אופן שבו בריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש שבמידה מסוימת להיות טרנס זה כמו להיות אינטרסקס של הנפש.","```
MQM annotations:
Terminology errors:
no-error
```"
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - The term ""טרנס"" should be checked for capitalization as it is a proper noun in this context.
```"
198,"(And also: The Web is now largely a Google thing, unfortunately)","(וגם: הרשת היא עכשיו בעיקר דבר של גוגל, למרבה הצער)","```
MQM annotations:
Terminology errors:
None
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלספר לי שאפליקציות של גוגל/פלאטר גרועות ב-iOS וב-macOS.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Flutter"" should be capitalized in Hebrew as ""פלאטר"" to match the source text's capitalization.
```"
200,Cross platform is hard if you want to do it well.,פלטפורמות חוצות זה קשה אם אתה רוצה לעשות את זה טוב.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Cross platform"" should be translated according to the glossary specification, but it is not applied in the translation.
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,תודה לאנשים שהורידו את העדכון האחרון ל-Leasey.,"```
MQM annotations:
Terminology errors:
no-error
```"
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד התגלו.,"```
MQM annotations:
Terminology errors:
no-error
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; יכול להיות שהכלים פשוט כל כך רחבים ומעורפלים שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.,"```
MQM annotations:
Terminology errors:
None
```"
211,Grafana looks pretty.,גרפנה נראית יפה.,"```
MQM annotations:
Terminology errors:
no-error
```"
218,...And that's how I found myself having to sort out a raid group roster.,...וכך מצאתי את עצמי צריך לסדר רשימת קבוצה לפשיטה.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""raid group"" should have been translated as ""קבוצת פשיטה"" according to the glossary, but it was not applied in the translation.
```"
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","ואז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים גדולים.","```
MQM annotations:
Terminology errors:
no-error
```"
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 ורק מאי.,"```
MQM annotations:
Terminology errors:
no-error
```"
224,I haven't really achieved anything.,לא באמת השגתי שום דבר.,"```
MQM annotations:
Terminology errors:
no-error
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והמתפוררות ברחבי המדינה.,"```
MQM annotations:
Terminology errors:
no-error
```"
233,Deport the white supremacists.,לגרש את העליונות הלבנה.,"```
MQM annotations
Terminology errors:
Major: TERM NOT APPLIED - The term ""white supremacists"" was not correctly translated to ""עליונות לבנה"" which means ""white supremacy"" instead of referring to the people (supremacists).
```"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Remote work"" should have been translated as ""עבודה מרחוק"" in Hebrew, but it was not applied correctly in the translation.
```"
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","```
MQM annotations:
Terminology errors:
None
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,"```
MQM annotations:
Terminology errors:
no-error
```"
243,To just ignore these facts is wrong.,להתעלם מהעובדות הללו זה לא נכון.,"```
MQM annotations:
Terminology errors:
no-error
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",פארקר התייחסה להפלות ולנטייתן של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""abortion"" should be translated as ""הפלה"" in Hebrew, but it is not highlighted or specified as a glossary entry in the translation.
```"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען כי המפלגה הדמוקרטית החדשה והפרוגרסיבים רוצים לדלל את האוכלוסייה למען איכות הסביבה.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""NDP"" was not translated as per the glossary specification. It should have been translated as ""המפלגה הדמוקרטית החדשה"" in Hebrew.
```"
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, חששתי לנסות לחגוג את יום ההולדת שלי.","```
MQM annotations:
Terminology errors:
no-error
```"
254,I fought over the years to get out of that mindset and to have better bdays.,נאבקתי במשך השנים כדי לצאת מהלך הרוח הזה ולחגוג ימי הולדת טובים יותר.,"```
MQM annotations:
Terminology errors:
None
```"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה יודע על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""web component"" should be translated as ""רכיב רשת"" instead of ""רכיב אינטרנט"" according to the glossary.
```"
268,We currently use a MutationObserver hack.,אנו משתמשים כעת בהאק של MutationObserver.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""MutationObserver"" should have been translated according to the glossary specification if it exists. If it is a proper noun or technical term that should remain in English, this should be noted.
```"
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי הפריטים בשטח.,"```
MQM annotations:
Terminology errors:
no-error
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה שזה 90% מהמיומנויות שאינן קציר.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""salad row"" should have been translated according to the glossary specification.
```"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זה 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן פעיל משימוש באפל מפות.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""אפל מפות"" according to the glossary, but it is not highlighted as a glossary entry in the translation.
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משווים, על מכשיר האייפון שלי לבדיקה (המכשיר היומי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון).","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Google Maps"" should be translated as ""גוגל מפות"" in Hebrew, which is correct in the translation.
Minor: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""אפל מפות"" in Hebrew, which is correct in the translation.
```

In this case, there are no terminology errors in the translation. The terms ""Google Maps"" and ""Apple Maps"" are correctly translated as ""גוגל מפות"" and ""אפל מפות"" respectively, in accordance with the glossary."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של הצורך לעקוב אחר הוראות הייתה הרבה יותר טובה ב-Apple Maps בהשוואה ל-Google Maps.,"```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - ""Apple Maps"" and ""Google Maps"" should be consistently capitalized in Hebrew as they are proper nouns and brand names.
```"
298,Could it be that Google Maps got to market first?,האם ייתכן ש-Google Maps הגיע לשוק ראשון?,"```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - The term ""Google Maps"" should be capitalized as ""Google Maps"" in Hebrew, matching the source text's capitalization.
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני נוטה לטובת אי שחרור זבל למשתמשי הקצה, ואפל פישלו בגדול עם אפל מפות כשהיא יצאה ב-2012.","```
MQM annotations:
Terminology errors:
no-error
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה לשומרת טובה של עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את המערכת שבה אנחנו חיים.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""storer of wealth"" was not applied according to the glossary specification.
```"
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חלק ממנו.,"```
MQM annotations:
Terminology errors:
no-error
```"
312,The land is temporary.,הארץ היא זמנית.,"```
MQM annotations:
Terminology errors:
no-error
```"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת.,"```
MQM annotations:
Terminology errors:
no-error
```"
317,It has to be taken away one day.,זה צריך להילקח יום אחד.,"```
MQM annotations:
Terminology errors:
no-error
```"
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""leases"" should have been translated according to the glossary specification, if applicable.
```"
