index,original,translated,terminology_annotation
148,- We send out notifications when airfare goes on sale.,航空運賃がセールになると通知を送信します。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""airfare"" should be translated according to the glossary specification, but it is not highlighted or specified in the provided translation.
```"
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは平和で安全な環境で育つ権利があります。,"```
MQM annotations:
Terminology errors:
None
```"
159,Over time dart became my go-to for quick UI.,時間が経つにつれて、ダートは私の迅速なUIの頼りになるものになりました。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""dart"" should be capitalized as ""Dart"" to match the glossary specification.
```"
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ。,"```
MQM annotations:
Terminology errors:
no-error
```"
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,"```
MQM annotations:
Terminology errors:
no-error
```"
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目は洋ナシの形をしていて、スカーレットのキャットアイメガネをかけています。,"```
MQM annotations:
Terminology errors:
major: WRONG TERM - The term ""pear"" is translated as ""洋ナシの形"" which means ""pear-shaped"" rather than referring to the color or characteristic of the eyes. The intended meaning is still understandable, but it disrupts the flow of the text.
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーの最善の努力にもかかわらず、誰もが...,"```
MQM annotations:
Terminology errors:
None
```

In this case, there are no terminology errors related to the glossary entries in the provided translation. The names ""Bram Stoker,"" ""Max Schreck,"" and ""Stephenie Meyer"" are correctly translated into Japanese, maintaining their original form as expected for proper nouns."
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",実生活では、私の母は数年前に私が作ったパズルゲームを気に入ってくれて、ほとんどの秘密を自力で見つけたので、彼女がそれを気に入ったと言ったとき、ただの母親としての言葉ではありませんでした。,"```
MQM annotations:
Terminology errors:
None
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",それを中国語（標準語）および/または福建語に翻訳する必要がありますが、どちらも全く知りません。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Mandarin"" should be translated as ""中国語（標準語）"" in Japanese, but it is not highlighted as a glossary entry.
Minor: TERM NOT APPLIED - The term ""Hokkien"" should be translated as ""福建語"" in Japanese, but it is not highlighted as a glossary entry.
```"
179,Been toying with this thought for a little while:,しばらくこの考えをいじっていました。,"```
MQM annotations:
Terminology errors:
no-error
```"
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスはしばしば「通常の」健康とは別物と見なされます。,"```
MQM annotations
Terminology errors:
Minor: TERM NOT APPLIED - The term ""mental health"" should be translated as ""メンタルヘルス"" according to the glossary, which is correctly applied in the translation. No terminology error is present.
```"
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体の健康よりも目に見えにくいように思えるからです。,"```
MQM annotations:
Terminology errors:
None
```"
194,Very much worth having a go at.,ぜひ挑戦する価値があります。,"```
MQM annotations:
Terminology errors:
no-error
```"
196,Playing around a bit with Flutter.,Flutterで少し遊んでいます。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Flutter"" should be left in English as it is a proper noun and a specific technology name.
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、自分のビジネスをGoogleの技術に基づかせるのは嫌です。一方で、Googleは説得力のあるクロスプラットフォーム体験を作り出すための本当のインセンティブを持つ数少ない大手企業の一つであり、それが表れています。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""cross platform"" should be translated as ""クロスプラットフォーム"" as per the glossary, but it is not highlighted in the translation.
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、Google/FlutterアプリがiOSやmacOSで使いにくいということは言わないでください。,"```
MQM annotations:
Terminology errors:
minor: TERM NOT APPLIED - The term ""Google/Flutter"" should be translated as ""Google/Flutter"" in Japanese, but it was not applied correctly.
```"
200,Cross platform is hard if you want to do it well.,クロスプラットフォームは、うまくやりたいなら難しいです。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Cross platform"" should be translated according to the glossary, but it is not applied in the translation.
```"
201,I know that.,知っています。,"```
MQM annotations:
Terminology errors:
no-error
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,最新のLeaseyアップデートをダウンロードしてくださった皆様、ありがとうございます。,"```
MQM annotations:
Terminology errors:
no-error
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳がそれを理解できないのか正確にはわからないのですが、ツールがあまりにも広範で曖昧なために、選択肢が多すぎて脳が固まってしまうのかもしれません。,"```
MQM annotations:
Terminology errors:
None
```"
211,Grafana looks pretty.,グラファナはきれいに見えます。,"```
MQM annotations:
Terminology errors:
None
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい#FFXIVレイド層が近づいているので、「ちゃんとしたレイドをやってみたいけど、パーティーファインダーは混乱しそうだし、自分を受け入れてくれる固定メンバーは見つからないだろうな」とずっと考えていました。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Party Finder"" should be translated as ""パーティーファインダー"" according to the glossary.
Minor: TERM NOT APPLIED - The term ""static"" should be translated as ""固定メンバー"" according to the glossary.
```"
214,"So I thought, screw it!",だから、もういいや！,"```
MQM annotations:
Terminology errors:
None
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイドの固定に参加するのを試すのが不安な人々でいっぱいで、全く上手くなる期待はありません！,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""raid static"" should have been translated according to the glossary, but it is not applied in the translation.
```"
219,I was a voracious reader in my youth.,若い頃、私は貪欲な読書家でした。,"```
MQM annotations:
Terminology errors:
None
```"
227,They're not gonna talk about this on Bloomberg!,彼らはこれについてブルームバーグで話さないだろう！,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Bloomberg"" should be translated as ""ブルームバーグ"" in Japanese, but it is not highlighted as a glossary entry in the target text.
```"
228,"But if Spotify has a good quarter, they will.",しかし、もしSpotifyが良い四半期を迎えれば、彼らはそうするでしょう。,"```
MQM annotations:
Terminology errors:
no-error
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,彼らに全国の空洞化し腐敗した都市を再生させましょう。,"```
MQM annotations:
Terminology errors:
no-error
```"
231,These people want to improve their lives.,これらの人々は自分たちの生活を改善したいと思っています。,"```
MQM annotations:
Terminology errors:
None
```"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは終わった」や「リモートワークは失敗した実験だった」と主張する見出しには本当にうんざりしています。,"```
MQM annotations:
Terminology errors:
no-error
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",それにより、人々は窮屈で騒がしいオフィスではなく、快適な空間で働くことができます。,"```
MQM annotations:
Terminology errors:
None
```"
243,To just ignore these facts is wrong.,これらの事実を無視することは間違っています。,"```
MQM annotations:
Terminology errors:
no-error
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、現代の都市部の女性がキャリアのために子供を持つことを遅らせる衝動について言及した。,"```
MQM annotations:
Terminology errors:
None
```"
255,It took years of changing my life and working hard but finally...,人生を変え、一生懸命働くのに何年もかかりましたが、ついに...,"```
MQM annotations:
Terminology errors:
None
```

In this translation task, there are no terminology errors to annotate. The translation of the phrase ""It took years of changing my life and working hard but finally..."" into Japanese as ""人生を変え、一生懸命働くのに何年もかかりましたが、ついに..."" does not contain any glossary-related issues."
264,I will zip the lining into my cycle jacket - just in case I need it inside.,サイクルジャケットの裏地をジップで取り付けます。念のために。,"```
MQM annotations:
Terminology errors:
no-error
```"
266,This is for Wikipedia's component library (OOUI).,これはWikipediaのコンポーネントライブラリ（OOUI）のためのものです。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""component library"" should have been translated as ""コンポーネントライブラリ"" in Japanese.
```"
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親を作成し、そこにMOをインストールし、それが切り離される（つまり、他の場所に接続される）様子を観察します。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""detached"" should have been translated according to the glossary specification, but it was not applied correctly in the context of the translation.
Major: TERM NOT APPLIED - The term ""attached"" should have been translated according to the glossary specification, but it was not applied correctly in the context of the translation.
```"
276,He's just absolutely ripped from tearing around my office twice a day.,彼は1日に2回私のオフィスを駆け回っているので、完全に引き締まっています。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""ripped"" should have been translated using a specific glossary term if one exists, rather than a general description like ""完全に引き締まっています"" (completely toned).
```"
278,It makes me so happy to see him thriving.,彼が成功しているのを見るととても嬉しいです。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""thriving"" should be translated according to the glossary specification, but it is not applied in the target text.
```"
285,Last week got a ton done and feeling much better about field items.,先週はたくさんのことを終えて、フィールドアイテムについてずっと良い気分です。,"```
MQM annotations:
Terminology errors:
no-error
```"
286,"All collards, kale, chard is transplanted.",すべてのコラード、ケール、チャードは移植されました。,"```
MQM annotations:
Terminology errors:
no-error
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items",また、サラダ用の列をそこに植えて、カットグリーンを統合する必要があります。灌漑、ベッドの準備、移植について訓練を受けたクルーがいるので、非収穫スキル項目の90%をカバーしています。,"```
MQM annotations:
Terminology errors:
None
```"
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,Apple Mapsと比較してGoogle Mapsでの道順をたどる経験ははるかに優れていました。,"```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""Appleマップ"" to comply with the glossary specification.
critical: TERM NOT APPLIED - The term ""Google Maps"" should be translated as ""Googleマップ"" to comply with the glossary specification.
```"
295,Apple Maps wins.,アップルマップが勝利。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""Appleマップ"" to match the glossary specification.
```"
302,"That said, I'm biased.",とはいえ、私は偏っています。,"```
MQM annotations:
Terminology errors:
None
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,しかし、政府が私たちの生活するシステムを変えないと考える限り、それが富の良い蓄えとなるのは土地です。,"```
MQM annotations:
Terminology errors:
None
```"
309,In China you can only lease land.,中国では土地を借りることしかできません。,"```
MQM annotations:
Terminology errors:
None
```"
311,The government can change these policies whenever it wants.,政府はこれらの政策をいつでも変更することができます。,"```
MQM annotations:
Terminology errors:
None
```

In this translation task, there are no terminology errors related to glossary entries. The translation of the source segment ""The government can change these policies whenever it wants."" to Japanese ""政府はこれらの政策をいつでも変更することができます。"" does not present any issues with terminology as per the provided guidelines."
312,The land is temporary.,土地は一時的です。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""land"" should be translated according to the glossary specification, but it is not applied in the target text.
```"
318,That's why the Chinese only allow leases.,それが中国人が賃貸契約のみを許可する理由です。,"```
MQM annotations
Terminology errors:
None
```

In this case, there are no terminology errors to annotate. The translation of ""leases"" as ""賃貸契約"" is appropriate and fits the context."
322,Let us continue to work together towards creating a brighter future for all.,私たち皆のために、より明るい未来を創造するために共に働き続けましょう。,"```
MQM annotations:
Terminology errors:
no-error
```"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,自分に対してこれほどまでに厳しくなれる人間の能力に驚くことがよくありますが、実際の残酷さがどのようなものかを示す証拠がこれほど多くある中で。,"```
MQM annotations:
Terminology errors:
None
```"
326,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...",個人的な失敗や罪悪感に苦しむことは、「成功」が最も非道な行為を行った人々に与えられることが多い世界において…。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""success"" should be translated according to the glossary specification.
```"
332,"or ""Modal editors are useless today"" :morty:",または「モーダルエディターは今日役に立たない」,"```
MQM annotations:
Terminology errors:
no-error
```"
333,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",私が#Axumプロジェクトの機能を共有ライブラリに抽出しているとき: 「キーボードを持ってて」 :partyparrot: :helix: :ferrisdance:,"```
MQM annotations
Terminology errors:
Minor: TERM NOT APPLIED - The term ""shared libraries"" should be translated to ""共有ライブラリ"" as per the glossary, but it is not highlighted in the target text.
```"
337,The prompt this week on Revelations is Stay up all night.,今週のRevelationsのテーマは「一晩中起きていること」です。,"```
MQM annotations
Terminology errors:
no-error
```"
339,It is definitely more romance than filth.,それは間違いなく汚れよりもロマンスです。,"```
MQM annotations:
Terminology errors:
no-error
```"
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",またいつか、マイルハイオーガズムを絶対にやってみるつもりです。ストレートの人とは限りませんが。,"```
MQM annotations:
Terminology errors:
no-error
```"
345,"I wish there was a ""who to follow"" recommendation somehow.",「フォローする人」のおすすめがあればいいのに。,"```
MQM annotations:
Terminology errors:
no-error
```"
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",それに取り組むにはもう少し努力が必要で、おそらく#UXを改善するための良いアプリが必要です。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""#UX"" should have been translated as ""#ユーザーエクスペリエンス"" in Japanese according to the glossary.
```"
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",介入：ある程度の信頼範囲内で変化を生み出すためにできることについての知識。,"```
MQM annotations:
Terminology errors:
critical: no-error
major: no-error
minor: no-error
```"
360,He's here and he's going to say this stuff no matter what.,彼はここにいて、何があってもこのことを言うつもりです。,"```
MQM annotations:
Terminology errors:
None
```"
362,It's very underwhelming at the moment.,現時点では非常に期待外れです。,"```
MQM annotations:
Terminology errors:
None
```"
363,"The ""MusicLM Demo"" is mildly interesting.",「MusicLMデモ」はやや興味深いです。,"```
MQM annotations:
Terminology errors:
None
```"
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",ウェイトリフティングをしているのに、自分のワンレップマックスが何なのか本当に分からないのは変な感じです。これは進捗を追跡する主要な方法の一つだからです。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""one-rep-max"" should be translated as ""ワンレップマックス"" as per the glossary specification, but it is not highlighted or specified as a glossary term in the translation.
```"
369,I work out alone in my bedroom without a spotter or even a weight rack.,私は自分の寝室で一人でトレーニングをしており、スポッターやウェイトラックもありません。,"```
MQM annotations:
Terminology errors:
None
```

In this translation, there are no terminology errors related to glossary entries. The terms ""spotter"" and ""weight rack"" are translated appropriately in the context of the sentence."
370,Just me and a barbell with a bunch of weights.,私とバーベルとたくさんの重りだけ。,"```
MQM annotations:
Terminology errors:
no-error
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",自分のワンレップマックスを計算しようとすると、最大限の重さを持っていないかもしれないし、逆にそれが原因で重傷を負ったり命を落としたりする可能性があります。,"```
MQM annotations:
Terminology errors:
None
```"
375,I swear burrata didn't exist five years ago,5年前にはブラータなんて存在しなかったと誓います。,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""burrata"" should have been translated as ""ブラータ"" as per the glossary specification.
```"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,誰かのお母さんがそれを作るのを見たことも、パーティーで押し付けられたことも、誰かのソース作りや焼き菓子の日にそれが登場するのを見たこともありませんでした。,"```
MQM annotations:
Terminology errors:
None
```

In this case, there are no terminology errors in the translation provided. The terms in the source text have been appropriately translated into Japanese without any issues related to glossary compliance, typos, or capitalization errors."
384,Does anyone have a Linux tablet they love?,誰かお気に入りのLinuxタブレットを持っていますか？,"```
MQM annotations:
Terminology errors:
no-error
```"
385,"This would be mainly for web browsing, occasional email, and some games.",これは主にウェブ閲覧、時々のメール、およびいくつかのゲームのためです。,"```
MQM annotations:
Terminology errors:
no-error
```"
388,"A bad game is bad forever.""",悪いゲームは永遠に悪い。,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""bad game"" should have been translated according to the glossary specification if it exists.
```"
389,So was it Epic that originated this?,それを始めたのはエピックですか？,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Epic"" should be translated according to the glossary specification if it exists in the glossary.
```"
390,We can keep going.,続けることができます。,"```
MQM annotations:
Terminology errors:
critical: no-error
major: no-error
minor: no-error
```"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",GamePro 1997年11月号の以前の問題には、はるかに曖昧な引用があります。,"```
MQM annotations
Terminology errors:
Minor: TERM NOT APPLIED - The term ""issue"" should be translated as ""号"" in Japanese, but it is translated as ""問題"" instead.
```"
401,Esp the carriages with the bigger windows.,特に大きな窓のある車両。,"```
MQM annotations:
Terminology errors:
None
```"
402,There's areas that could use some polish.,磨きをかけるべき部分があります。,"```
MQM annotations:
Terminology errors:
no-error
```"
