index,original,translated,style_annotation
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#マンゴーモロンの大失敗は、非常にひどい失敗でした。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""非常にひどい失敗でした"" is a literal translation of ""outrageous fiasco,"" which sounds awkward in Japanese. A more natural expression should be used to convey the emphasis and flow of the original text.
```"
113,A cold front should arrive by the middle of next week.,来週の半ばまでに寒冷前線が到達するでしょう。,"```
MQM annotations:
minor: style/unnatural flow - The translation ""来週の半ばまでに寒冷前線が到達するでしょう"" is grammatically correct but could be more naturally expressed in Japanese. A more natural phrasing might be ""来週半ばには寒冷前線が到達する見込みです。""
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",今朝早く、IR衛星と地上観測により、低層の層雲とまだらな<URL>が拡大していることが示されました。,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The phrase ""低層の層雲とまだらな"" reads awkwardly and could be more naturally expressed in Japanese.
```"
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけて、その専門知識を活用し、CRM投資の価値を最大化しましょう。,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""その専門知識を活用し、CRM投資の価値を最大化しましょう"" could be more naturally expressed in Japanese to improve the flow.
```"
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーが導入、カスタマイズ、統合、継続的なサポートでどのように役立ち、Salesforceエコシステムでビジネスが繁栄できるかを発見してください。,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The phrase ""どのように役立ち"" is a literal translation of ""how a Salesforce partner can help you,"" which reads awkwardly in Japanese. A more natural expression could be used.
[minor]: [unnatural_flow] - The phrase ""Salesforceエコシステムでビジネスが繁栄できるかを発見してください"" is a direct translation of ""enabling your business to thrive in the Salesforce ecosystem,"" which could be phrased more naturally in Japanese.
```"
137,But another individual often flies aboard that ship.,しかし、別の人物がしばしばその船に乗って飛ぶ。,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""別の人物がしばしばその船に乗って飛ぶ"" reads awkwardly and could be expressed more naturally in Japanese.
```"
142,The Last of Us is an easy and canonical example of dad-ification.,『The Last of Us』は、父親化の簡単で典型的な例です。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""父親化の簡単で典型的な例です"" reads awkwardly in Japanese. A more natural expression could be used to convey the idea of ""dad-ification"" in a smoother manner.
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",ダッドフィケーションは通常、親の立場にある人物が子供やその代わりとなる存在を世話したり守ったりしなければならない状況において、圧倒的な強さが解決策であり、その強さを使って非常に特定の形をした力のダイナミクスを強制することを示唆します。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""非常に特定の形をした力のダイナミクスを強制することを示唆します"" is grammatically correct but reads awkwardly and could be expressed more naturally in Japanese.
```"
147,Here's a quick overview of how to make use of our website.,こちらは、当ウェブサイトの利用方法についての簡単な概要です。,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""こちらは、当ウェブサイトの利用方法についての簡単な概要です。"" is grammatically correct but reads awkwardly in Japanese. A more natural expression would be ""当ウェブサイトの使い方について簡単にご紹介します。""
```"
148,- We send out notifications when airfare goes on sale.,航空運賃がセールになると通知を送信します。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""航空運賃がセールになると通知を送信します。"" is grammatically correct but reads awkwardly in Japanese. A more natural expression would be ""航空運賃のセール情報を通知します。""
```"
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは平和で安全な環境で育つ権利があります。,"```
MQM annotations:
minor: style/unnatural flow - The translation ""ウクライナの子供たちは平和で安全な環境で育つ権利があります。"" is grammatically correct but could be more naturally expressed in Japanese. A more natural phrasing could be ""ウクライナの子供たちには、平和で安全な環境で育つ権利があります。""
```"
159,Over time dart became my go-to for quick UI.,時間が経つにつれて、ダートは私の迅速なUIの頼りになるものになりました。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""迅速なUIの頼りになるものになりました"" is grammatically correct but reads awkwardly and could be expressed more naturally in Japanese.
```"
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ。,"```
MQM annotations:
Style error:
minor: unnatural flow - The translation ""アメジストとマゼンタのトゲを持つハリモグラ"" is grammatically correct but sounds slightly awkward. A more natural phrasing could improve the flow, such as ""ハリモグラのトゲはアメジストとマゼンタ色です.""
```"
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,"```
MQM annotations:
Style error:
[minor]: [unnatural flow] - The translation ""彼らの尻尾は非常に太いです。"" is grammatically correct but sounds slightly awkward in Japanese. A more natural expression could be ""彼らの尻尾はとても太いです。""
```"
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目は洋ナシの形をしていて、スカーレットのキャットアイメガネをかけています。,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""目は洋ナシの形をしていて"" (eyes are pear-shaped) is awkward and does not flow naturally in Japanese. A more natural expression could be used.
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーの最善の努力にもかかわらず、誰もが...,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""誰もが"" (everyone) at the end of the sentence creates an awkward flow in Japanese. A more natural structure would place it earlier in the sentence.
```"
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",実生活では、私の母は数年前に私が作ったパズルゲームを気に入ってくれて、ほとんどの秘密を自力で見つけたので、彼女がそれを気に入ったと言ったとき、ただの母親としての言葉ではありませんでした。,"```
MQM annotations:
Styles error:
major: unnatural_flow - The translation ""実生活では、私の母は数年前に私が作ったパズルゲームを気に入ってくれて、ほとんどの秘密を自力で見つけたので、彼女がそれを気に入ったと言ったとき、ただの母親としての言葉ではありませんでした。"" is grammatically correct but reads awkwardly in Japanese. The sentence structure is too literal and could be rephrased for a more natural flow.
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",それを中国語（標準語）および/または福建語に翻訳する必要がありますが、どちらも全く知りません。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation reads awkwardly and lacks natural flow in Japanese. A smoother expression could be used.
```"
179,Been toying with this thought for a little while:,しばらくこの考えをいじっていました。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""この考えをいじっていました"" is a literal translation and sounds slightly awkward. A more natural expression in Japanese could be ""この考えを考え続けていました"" or ""この考えをあれこれ考えていました.""
```"
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスはしばしば「通常の」健康とは別物と見なされます。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""メンタルヘルスはしばしば「通常の」健康とは別物と見なされます。"" reads slightly awkwardly in Japanese. A more natural phrasing might be ""メンタルヘルスはしばしば「普通の」健康とは別のものと見なされがちです。""
```"
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体の健康よりも目に見えにくいように思えるからです。,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The translation ""目に見えにくいように思えるからです"" reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
194,Very much worth having a go at.,ぜひ挑戦する価値があります。,"```
MQM annotations:
Style Errors
minor: unnatural_flow - The translation ""ぜひ挑戦する価値があります"" is accurate but can be considered slightly awkward or overly formal for the context. A more natural and engaging expression could be used.
```"
196,Playing around a bit with Flutter.,Flutterで少し遊んでいます。,"```
MQM annotations:
Style Errors
minor: unnatural_flow - The translation ""Flutterで少し遊んでいます"" reads slightly awkwardly in Japanese. A more natural phrasing could be ""Flutterを使って少し遊んでみています"" to better capture the casual tone of ""playing around a bit with Flutter.""
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、自分のビジネスをGoogleの技術に基づかせるのは嫌です。一方で、Googleは説得力のあるクロスプラットフォーム体験を作り出すための本当のインセンティブを持つ数少ない大手企業の一つであり、それが表れています。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""それが表れています"" sounds awkward and could be more naturally expressed.
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、Google/FlutterアプリがiOSやmacOSで使いにくいということは言わないでください。,"```
MQM annotations:
major: style/register - The translation uses a formal register (""言わないでください"") while the source text has an informal tone. A more informal expression like ""言わないで"" would match the source better.
```"
200,Cross platform is hard if you want to do it well.,クロスプラットフォームは、うまくやりたいなら難しいです。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""クロスプラットフォームは、うまくやりたいなら難しいです。"" sounds slightly awkward and could be more naturally expressed in Japanese.
```"
201,I know that.,知っています。,"```
MQM annotations:
Styles error:
[minor]: [REGISTER] - The translation uses a formal register ""知っています"" which may not match the informal tone of ""I know that.""
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,最新のLeaseyアップデートをダウンロードしてくださった皆様、ありがとうございます。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""最新のLeaseyアップデートをダウンロードしてくださった皆様、ありがとうございます。"" is grammatically correct but reads slightly awkwardly. A more natural flow in Japanese might be achieved by reordering the sentence or using a different expression.
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳がそれを理解できないのか正確にはわからないのですが、ツールがあまりにも広範で曖昧なために、選択肢が多すぎて脳が固まってしまうのかもしれません。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""脳が固まってしまう"" sounds slightly awkward and could be expressed more naturally in Japanese.
```"
211,Grafana looks pretty.,グラファナはきれいに見えます。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""グラファナはきれいに見えます"" is grammatically correct but reads somewhat literally. A more natural expression could be ""グラファナは美しく見えます"" or ""グラファナは見た目がきれいです"" to improve the flow.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい#FFXIVレイド層が近づいているので、「ちゃんとしたレイドをやってみたいけど、パーティーファインダーは混乱しそうだし、自分を受け入れてくれる固定メンバーは見つからないだろうな」とずっと考えていました。,"```
MQM annotations:
Styles error:
Minor: UNNATURAL FLOW - The translation ""ちゃんとしたレイドをやってみたいけど"" is slightly awkward and could be more naturally expressed in Japanese. A more natural phrasing could be ""本格的なレイドに挑戦してみたいけど"".
Minor: UNNATURAL FLOW - The phrase ""自分を受け入れてくれる固定メンバーは見つからないだろうな"" is a bit awkward. A more natural flow might be ""自分を受け入れてくれる固定メンバーは見つからない気がする"".
```"
214,"So I thought, screw it!",だから、もういいや！,"```
MQM annotations:
Styles error:
minor: REGISTER - The translation uses a casual expression ""もういいや"" which matches the informal tone of ""screw it,"" but it could be considered slightly less forceful or impactful than the English phrase. However, this is a minor issue as the overall tone is maintained.
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイドの固定に参加するのを試すのが不安な人々でいっぱいで、全く上手くなる期待はありません！,"```
MQM annotations:
Style errors:
[major]: [UNNATURAL FLOW] - The phrase ""全く上手くなる期待はありません"" reads awkwardly in Japanese and could be expressed more naturally.
```"
219,I was a voracious reader in my youth.,若い頃、私は貪欲な読書家でした。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""貪欲な読書家"" is a literal translation of ""voracious reader"" and sounds slightly awkward in Japanese. A more natural expression could be used.
```"
227,They're not gonna talk about this on Bloomberg!,彼らはこれについてブルームバーグで話さないだろう！,"```
MQM annotations:
Styles error:
[major]: [REGISTER] - The translation uses a formal register (""彼らはこれについてブルームバーグで話さないだろう！"") while the source text is informal. A more informal and natural translation would be ""彼らはこれについてブルームバーグで話さないよ！"".
```"
228,"But if Spotify has a good quarter, they will.",しかし、もしSpotifyが良い四半期を迎えれば、彼らはそうするでしょう。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""彼らはそうするでしょう"" is grammatically correct but sounds slightly awkward and literal. A more natural expression could be ""彼らは行動を起こすでしょう"" or ""彼らはそれを実行するでしょう.""
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,彼らに全国の空洞化し腐敗した都市を再生させましょう。,"```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The phrase ""空洞化し腐敗した都市を再生させましょう"" reads awkwardly in Japanese. A more natural expression would improve the flow, such as ""空洞化して腐敗した都市を再生しましょう"".
```"
231,These people want to improve their lives.,これらの人々は自分たちの生活を改善したいと思っています。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""これらの人々は自分たちの生活を改善したいと思っています。"" reads a bit awkwardly and could be more naturally expressed in Japanese. A more natural phrasing might be ""これらの人々は生活を良くしたいと考えています。""
```"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは終わった」や「リモートワークは失敗した実験だった」と主張する見出しには本当にうんざりしています。,"```
MQM annotations:
Styles error:
minor: unnatural_flow - The translation ""本当にうんざりしています"" reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",それにより、人々は窮屈で騒がしいオフィスではなく、快適な空間で働くことができます。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""それにより、人々は窮屈で騒がしいオフィスではなく、快適な空間で働くことができます。"" is slightly awkward and could be more naturally expressed in Japanese. The phrase ""それにより"" could be replaced with a more natural connector like ""このようにして"" to improve the flow.
```"
243,To just ignore these facts is wrong.,これらの事実を無視することは間違っています。,"```
MQM annotations:
Style error:
[minor]: [unnatural_flow] - The translation ""これらの事実を無視することは間違っています"" is grammatically correct but sounds slightly awkward and overly literal. A more natural expression in Japanese might be ""これらの事実を無視するのは正しくありません.""
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、現代の都市部の女性がキャリアのために子供を持つことを遅らせる衝動について言及した。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""キャリアのために子供を持つことを遅らせる衝動"" is grammatically correct but reads awkwardly. A more natural expression could be used to convey the idea of delaying having children for career reasons.
```"
255,It took years of changing my life and working hard but finally...,人生を変え、一生懸命働くのに何年もかかりましたが、ついに...,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""人生を変え、一生懸命働くのに何年もかかりましたが、ついに..."" is grammatically correct but reads slightly awkwardly in Japanese. A more natural flow might be achieved by rephrasing it to better match typical Japanese expression patterns.
```"
264,I will zip the lining into my cycle jacket - just in case I need it inside.,サイクルジャケットの裏地をジップで取り付けます。念のために。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""サイクルジャケットの裏地をジップで取り付けます。念のために。"" is grammatically correct but reads awkwardly. A more natural expression would be ""サイクルジャケットに裏地をジッパーで取り付けておきます。念のために。"" to better capture the intended meaning and flow of the original sentence.
```"
266,This is for Wikipedia's component library (OOUI).,これはWikipediaのコンポーネントライブラリ（OOUI）のためのものです。,"```
MQM annotations:
minor: DO NOT TRANSLATE - ""OOUI"" should not be translated as it is a specific term related to Wikipedia's component library.
```"
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親を作成し、そこにMOをインストールし、それが切り離される（つまり、他の場所に接続される）様子を観察します。,"```
MQM annotations:
Styles error:
minor: unnatural_flow - The phrase ""それが切り離される（つまり、他の場所に接続される）様子を観察します"" is slightly awkward and could be rephrased for better natural flow in Japanese.
```"
276,He's just absolutely ripped from tearing around my office twice a day.,彼は1日に2回私のオフィスを駆け回っているので、完全に引き締まっています。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""完全に引き締まっています"" sounds slightly awkward and literal. A more natural expression could be used to convey the idea of being ""ripped"" or ""in great shape.""
```"
