index,original,translated,accuracy_annotation
19,I know they're not fast compared,比べると速くないことは知っています。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The source text specifies ""compared,"" which is omitted in the translation. This omission changes the meaning of the sentence.
[Major]: [accuracy/mistranslation] - The translation ""比べると速くないことは知っています。"" suggests a comparison but does not accurately convey the sense of ""I know they're not fast compared to something else,"" which is implied in the source.
[Minor]: [accuracy/addition] - None
```"
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",私、ボードショーツとタンクトップを着て、そしてドメスティックパートナーはタトゥーだらけで、自分で「ネオナチみたいに見える」と言った新しい髪型をしている。,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - The term ""wife beater"" is mistranslated as ""タンクトップ"" (tank top), which does not capture the specific connotation of ""wife beater"" in English.
[Minor]: None
```"
36,NY is the best hope for accountability,NYは説明責任を果たすための最良の希望です。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation of ""accountability"" as ""説明責任を果たす"" does not fully capture the meaning of ""accountability"" in this context. It should be more about holding entities accountable rather than just fulfilling responsibilities.
[Major]: [accuracy/addition] - The phrase ""果たすための"" (to fulfill) is an addition that is not present in the source text and alters the intended meaning.
[Minor]: [accuracy/error_subcategory] - None
```"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,現実世界のコミュニケーションは、文脈に依存しない意味を持つ信号を送ることに還元できないという重要な証拠があります。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation does not accurately convey the concept of ""context-independent meaning,"" which is crucial to the source text's message.
[Major]: [accuracy/omission] - The translation omits the nuance of ""significant evidence,"" which emphasizes the strength of the evidence in the source text.
[Minor]: [accuracy/addition] - None
```"
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",文脈依存のコミュニケーションは、状況に応じた多層的な現象であり、文脈の分布などの環境特性に大きく影響されると提案します。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation of ""environment properties"" as ""環境特性"" is correct, but the phrase ""such as distribution of contexts"" is not accurately reflected in the translation. The translation ""文脈の分布など"" does not convey the intended meaning of ""such as the distribution of contexts"" which implies the variety and spread of contexts.
[Minor]: [accuracy/error_subcategory] - None
```"
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,2011年にニコラスと一緒にさまざまなプロジェクトを支援しながら、思い出に残る6か月を過ごすことができて幸運でした。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits ""fortunate enough to"" which conveys the speaker's sense of gratitude or luck.
[Minor]: [accuracy/error_subcategory] - None
```"
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",週末に会ったとき、特に植樹と農場支援の進展について聞いて嬉しかったです。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The phrase ""to hear about progress"" is omitted, which is important for understanding the context of being pleased.
[Major]: [accuracy/mistranslation] - The word ""chuffed"" is mistranslated as ""嬉しかったです"" (happy), which does not fully capture the nuance of being particularly pleased or delighted.
[Minor]: [accuracy/error_subcategory] - None
```"
61,Licht AGREED to an all Republican audience!,リヒトは全員が共和党員の観客に同意しました！,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""リヒトは全員が共和党員の観客に同意しました！"" suggests that Licht agreed with the audience, whereas the source text indicates that Licht agreed to have an all-Republican audience. The mistranslation changes the meaning of the sentence.
[Major]: accuracy/omission - The translation omits the concept of ""agreed to an audience"" as opposed to ""agreed with the audience,"" which is a significant part of the original meaning.
[Minor]: accuracy/addition - None
```"
65,It can't be repeated.,繰り返すことはできません。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""繰り返すことはできません"" suggests ""cannot repeat"" in a more general sense, but it does not capture the nuance of ""It can't be repeated"" which implies a specific instance or event that cannot be repeated.
[Major]: accuracy/addition - None
[Minor]: accuracy/omission - None
```"
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晩ついにこのルーティンにうんざりして、すべての罠からピーナッツバターを取り除き、ピスタチオをスーパーボンドで貼り付けました。,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: accuracy/mistranslation - The translation of ""superglued"" as ""スーパーボンドで貼り付けました"" is slightly inaccurate. ""スーパーボンド"" is a brand name in Japan, and while it conveys the idea of strong adhesive, it is not a direct translation of ""superglued,"" which specifically refers to using super glue.
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",参考までに、市場に出回っているほとんどすべての「人道的」な罠を試しましたが、ほとんど成功しませんでした。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""参考までに"" does not accurately convey the meaning of ""fwiw"" (for what it's worth), which is used to indicate that the information might be of interest or value.
[Major]: [accuracy/omission] - None
[Minor]: [accuracy/addition] - The translation includes ""市場に出回っている,"" which translates to ""on the market,"" an addition that is not explicitly present in the source text but does not significantly alter the meaning.
```"
74,"They aren't, at least not in Alberta.",彼らはそうではありません、少なくともアルバータでは。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""彼らはそうではありません"" (They are not like that) does not accurately reflect the source text ""They aren't,"" which implies a negation without specifying ""like that.""
[Major]: [accuracy/omission] - The phrase ""at least"" is omitted in the translation, which affects the meaning by not conveying the conditional aspect present in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
75,Sure they cut business taxes.,もちろん、彼らは事業税を削減しました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""削減しました"" implies that the business taxes were already cut, whereas the source text ""Sure they cut business taxes"" does not specify when the taxes were cut, only that they did cut them.
[Major]: [accuracy/addition] - The word ""もちろん"" (meaning ""of course"" or ""certainly"") is added in the translation, which is not present in the source text and changes the tone of the statement.
[Minor]: None
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",「彼をグラスゴーに降ろすだけです」と、私は旅の仲間を指し示しながら説明しようとしました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The phrase ""I'm just dropping him off"" is not fully captured in the translation. The nuance of ""just"" indicating a simple or sole action is omitted.
[Minor]: [accuracy/error_subcategory] - None
```"
85,"""There's not something you hear a lot 'I'm just dropping him off in Glasgow,' "" the ticket guy said.",「『彼をグラスゴーに降ろすだけです』なんてあまり聞かないですね」とチケット係が言った。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""『彼をグラスゴーに降ろすだけです』"" does not accurately convey the informal and conversational tone of ""I'm just dropping him off in Glasgow,"" which is important for the context.
[Major]: [accuracy/omission] - The phrase ""There's not something you hear a lot"" is not fully captured in the translation, which affects the meaning. The translation should reflect the rarity or unusualness of the statement.
[Minor]: [accuracy/addition] - The addition of ""なんて"" in the translation is unnecessary and does not improve the translation.
```"
90,And they are truly nuts.,そして彼らは本当に狂っています。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""そして彼らは本当に狂っています"" conveys a stronger meaning than ""And they are truly nuts,"" which is more colloquial and less severe. ""狂っています"" translates to ""crazy"" or ""insane,"" which can be perceived as harsher.
[Major]: [accuracy/addition] - None
[Minor]: [accuracy/omission] - None
```"
95,Yell back at those who would try to talk over us.,私たちの声をかき消そうとする者たちに向かって叫び返せ。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The translation omits ""those who would try to talk over us,"" which is crucial for understanding the source text.
[Major]: accuracy/mistranslation - The phrase ""叫び返せ"" (shout back) is a mistranslation of ""yell back,"" which implies a more aggressive or forceful response than ""叫び返せ"" conveys.
[Minor]: accuracy/addition - None
```"
98,My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,隣人と私は同時に帰宅しましたが、通りの向こうから彼がコロナの痰を激しく咳き込んでいるのが聞こえました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - ""コロナの痰"" (corona mucus) is a mistranslation of ""covid mucus storm."" The original phrase conveys a more intense and vivid image, which is not fully captured in the translation.
[Major]: [accuracy/omission] - The phrase ""storm"" is omitted in the translation, which loses the intensity of the coughing described in the source text.
[Minor]: [accuracy/addition] - None
```"
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,彼を避けるために急いでアパートに入ったが、それでも彼は追いついてきて話しかけてきた。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The source text specifies ""to chat,"" which is omitted in the translation. This omission affects the understanding of the purpose of the encounter.
[Major]: accuracy/mistranslation - ""彼を避けるために急いでアパートに入った"" translates to ""I rushed to get into my apartment to avoid him,"" which is correct, but the nuance of ""but he still managed to catch up to me"" is not fully captured in ""それでも彼は追いついてきて話しかけてきた,"" as it implies a more active pursuit rather than just managing to catch up.
[Minor]: accuracy/addition - None
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","4,000年の苦悩の後、Ylは愛の場所に自分を見つけ、どうしていいかわからないほどの大きな感情を抱えているので、両方がたくさんあります。","```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - ""4,000年の苦悩"" is translated as ""4,000 years of distress,"" which is incorrect as the source does not specify ""years.""
[Minor]: None
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#マンゴーモロンの大失敗は、非常にひどい失敗でした。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""非常にひどい失敗"" (extremely terrible failure) does not accurately convey the emphasis and tone of ""outrageous fiasco"" from the source text.
[Major]: accuracy/mistranslation - ""非常にひどい失敗"" (extremely terrible failure) does not capture the nuance of ""outrageous fiasco,"" which implies a more scandalous or shocking event.
[Minor]: accuracy/addition - The addition of ""非常に"" (extremely) is unnecessary and does not improve the translation.
```"
113,A cold front should arrive by the middle of next week.,来週の半ばまでに寒冷前線が到達するでしょう。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The phrase ""should arrive"" is mistranslated as ""到達するでしょう"" which means ""will arrive"" instead of ""should arrive,"" losing the nuance of expectation or probability.
[Minor]: [accuracy/error_subcategory] - None
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",今朝早く、IR衛星と地上観測により、低層の層雲とまだらな<URL>が拡大していることが示されました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The source text includes ""patchy"" which is omitted in the translation.
[Major]: [accuracy/mistranslation] - None
[Minor]: [accuracy/addition] - None
```"
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけて、その専門知識を活用し、CRM投資の価値を最大化しましょう。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits ""to leverage their expertise and maximize the value of your CRM investment,"" which is crucial to the source's meaning.
[Minor]: [accuracy/error_subcategory] - None
```"
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーが導入、カスタマイズ、統合、継続的なサポートでどのように役立ち、Salesforceエコシステムでビジネスが繁栄できるかを発見してください。,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None
```"
137,But another individual often flies aboard that ship.,しかし、別の人物がしばしばその船に乗って飛ぶ。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation of ""flies aboard"" as ""乗って飛ぶ"" is not precise. It should convey the idea of ""often travels on"" rather than literally ""flies.""
[Minor]: [accuracy/error_subcategory] - None
```"
142,The Last of Us is an easy and canonical example of dad-ification.,『The Last of Us』は、父親化の簡単で典型的な例です。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - ""父親化"" (dad-ification) is a mistranslation. The term ""dad-ification"" refers to a cultural or thematic trend, not simply the act of becoming a father.
[Major]: accuracy/omission - None
[Minor]: accuracy/addition - None
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",ダッドフィケーションは通常、親の立場にある人物が子供やその代わりとなる存在を世話したり守ったりしなければならない状況において、圧倒的な強さが解決策であり、その強さを使って非常に特定の形をした力のダイナミクスを強制することを示唆します。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - ""posits"" is mistranslated as ""示唆します"" (suggests), which does not fully capture the meaning of positing or asserting something as a solution.
[Minor]: [accuracy/error_subcategory] - None
```"
147,Here's a quick overview of how to make use of our website.,こちらは、当ウェブサイトの利用方法についての簡単な概要です。,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/omission - The source text mentions ""Here's a quick overview of how to make use of our website,"" but the translation omits ""quick"" (簡単な) in the context of ""quick overview.""
[Minor]: None
```"
148,- We send out notifications when airfare goes on sale.,航空運賃がセールになると通知を送信します。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits the phrase ""when airfare goes on sale,"" which is crucial for conveying the timing of the notifications.
[Minor]: [accuracy/mistranslation] - The phrase ""航空運賃がセールになると"" could be more accurately translated to reflect the conditional nature of ""when airfare goes on sale.""
```"
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは平和で安全な環境で育つ権利があります。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/error_subcategory] - None
[Minor]: [accuracy/error_subcategory] - None
```

The Japanese translation accurately reflects the meaning of the English source text. There are no accuracy errors in terms of addition, mistranslation, omission, untranslated text, or wrong named entity."
159,Over time dart became my go-to for quick UI.,時間が経つにつれて、ダートは私の迅速なUIの頼りになるものになりました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation of ""dart"" as ""ダート"" is incorrect. It should refer to the Dart programming language, not a literal translation.
[Major]: [accuracy/mistranslation] - The phrase ""quick UI"" is translated as ""迅速なUI,"" which may not fully capture the intended meaning of ""quick"" in the context of UI development, where it implies ease and speed of development rather than just speed.
[Minor]: [accuracy/addition] - The translation adds ""頼りになるもの"" (reliable thing), which is not explicitly present in the source text.
```"
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/error_subcategory] - None
[Minor]: [accuracy/error_subcategory] - None
```

The translation ""アメジストとマゼンタのトゲを持つハリモグラ。"" accurately reflects the meaning of the source text ""Echidna with amethyst and magenta spikes."" There are no accuracy errors present."
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation uses ""彼らの"" (their) which is correct, but the context of ""tail"" in Japanese should be ""尾"" instead of ""尻尾"" for animals, which could be considered a mistranslation depending on context.
[Major]: accuracy/mistranslation - None
[Minor]: accuracy/mistranslation - None
```"
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目は洋ナシの形をしていて、スカーレットのキャットアイメガネをかけています。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""洋ナシの形をしていて"" (shaped like a pear) is incorrect for ""Their eyes are pear,"" which should convey the color or shape of the eyes rather than a literal pear shape.
[Major]: [accuracy/addition] - The translation ""形をしていて"" (shaped like) is an addition that is not present in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーの最善の努力にもかかわらず、誰もが...,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The phrase ""in trying to make them look bad"" is omitted, leading to a loss of important meaning.
[Major]: accuracy/mistranslation - ""誰もが"" (everyone) does not adequately capture the context of the source, which implies a contrast between the efforts of the named individuals and the general perception.
[Minor]: accuracy/mistranslation - None
```"
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",実生活では、私の母は数年前に私が作ったパズルゲームを気に入ってくれて、ほとんどの秘密を自力で見つけたので、彼女がそれを気に入ったと言ったとき、ただの母親としての言葉ではありませんでした。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The phrase ""she wasn't just being mom when she said she liked it"" is mistranslated. The Japanese translation ""ただの母親としての言葉ではありませんでした"" implies that her words were not just those of a mother, which slightly shifts the meaning from the original intent that she genuinely liked the game, not just because she is the speaker's mother.
[Minor]: [accuracy/error_subcategory] - None
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",それを中国語（標準語）および/または福建語に翻訳する必要がありますが、どちらも全く知りません。,"```
MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: accuracy/mistranslation - The Japanese translation ""それを中国語（標準語）および/または福建語に翻訳する必要がありますが、どちらも全く知りません。"" does not accurately reflect the source text's meaning. The phrase ""neither of which I know at all"" is translated as ""どちらも全く知りません,"" which implies not knowing either language at all, but the source text's emphasis is on not knowing Mandarin or Hokkien at all.
[Minor]: none
```"
179,Been toying with this thought for a little while:,しばらくこの考えをいじっていました。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""しばらくこの考えをいじっていました"" does not accurately convey the meaning of ""Been toying with this thought for a little while."" The phrase ""いじっていました"" suggests a more physical manipulation rather than the metaphorical ""toying"" with a thought.
[Major]: [accuracy/omission] - The translation omits the nuance of ""for a little while,"" which is important to convey the duration implied in the source text.
[Minor]: [accuracy/addition] - None
```"
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスはしばしば「通常の」健康とは別物と見なされます。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation of ""regular"" as 「通常の」 does not fully capture the nuance of ""regular"" in the context of health, which implies ""physical"" or ""general"" health.
[Minor]: [accuracy/error_subcategory] - None
```"
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体の健康よりも目に見えにくいように思えるからです。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits the phrase ""than physical health,"" which is important for conveying the comparison in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
194,Very much worth having a go at.,ぜひ挑戦する価値があります。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/addition] - The translation ""ぜひ"" (definitely) adds an emphasis that is not present in the source text ""Very much worth having a go at.""
[Minor]: [accuracy/error_subcategory] - None
```"
196,Playing around a bit with Flutter.,Flutterで少し遊んでいます。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The source text ""Playing around a bit with Flutter."" suggests an ongoing or current action, which is not fully captured by the translation ""Flutterで少し遊んでいます。"" as it omits the nuance of ""playing around"" which implies experimentation or casual engagement.
[Major]: accuracy/mistranslation - The phrase ""Playing around"" in the source implies a casual or experimental activity, which is not fully conveyed by ""少し遊んでいます"" as it can imply simply ""playing"" rather than experimenting or tinkering.
[Minor]: accuracy/addition - None
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、自分のビジネスをGoogleの技術に基づかせるのは嫌です。一方で、Googleは説得力のあるクロスプラットフォーム体験を作り出すための本当のインセンティブを持つ数少ない大手企業の一つであり、それが表れています。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The phrase ""to be honest"" is omitted in the translation, which affects the tone and meaning of the source text.
[Major]: accuracy/mistranslation - The phrase ""real incentives"" is translated as ""本当のインセンティブ,"" which can be interpreted as ""genuine incentives"" rather than ""strong incentives"" as intended in the context.
[Minor]: accuracy/addition - None
```"
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、Google/FlutterアプリがiOSやmacOSで使いにくいということは言わないでください。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""使いにくい"" means ""difficult to use,"" which does not accurately reflect the source text's meaning of ""suck"" (perform poorly or be of low quality).
[Major]: [accuracy/omission] - The translation omits the negative connotation of ""suck"" in the context of being of low quality or performing poorly.
[Minor]: [accuracy/addition] - None
```"
200,Cross platform is hard if you want to do it well.,クロスプラットフォームは、うまくやりたいなら難しいです。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation ""うまくやりたいなら"" suggests ""if you want to do it well,"" but it lacks the nuance of ""cross platform is hard"" as a general statement; it implies a conditional situation rather than a general difficulty.
[Minor]: [accuracy/error_subcategory] - None
```"
201,I know that.,知っています。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/error_subcategory] - None
[Minor]: [accuracy/error_subcategory] - None
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,最新のLeaseyアップデートをダウンロードしてくださった皆様、ありがとうございます。,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits the phrase ""the latest"" which is present in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳がそれを理解できないのか正確にはわからないのですが、ツールがあまりにも広範で曖昧なために、選択肢が多すぎて脳が固まってしまうのかもしれません。,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/omission - The phrase ""it might be that"" is omitted, which is crucial for understanding the speculative nature of the statement.
[Major]: accuracy/mistranslation - The phrase ""hardlocks"" is mistranslated as ""固まってしまう"" (freezes), which does not fully capture the technical connotation of the term ""hardlocks.""
[Minor]: accuracy/addition - The translation adds ""正確には"" (exactly), which is not present in the source text and slightly alters the emphasis.
```"
