index,original,single_agent_translation,single_agent_improved_translation
24,"The workers"" mood is increasingly angry. ""Appeals are circulating with fantasies of revolution,"" warned Mr Habeck. The far-right Alternative for Germany party is doing its best to fan the grievances. In Dresden the Free Saxons, another far-right group, infiltrated the farmers"" protest calling for the ""extinction of the traffic light"" (as the governing coalition of the Social Democrats, Free Democrats and Greens is referred to because of their party colours).","العمال غاضبون بشكل متزايد. ""تتداول الاستئنافات مع خيالات الثورة""، حذر السيد هابيك. تبذل حزب البديل من أجل ألمانيا اليميني المتطرف قصارى جهده لإثارة المظالم. في درسدن ، اخترق الساكسونيون الأحرار ، وهي مجموعة أخرى يمينية متطرفة ، احتجاج المزارعين الذي دعا إلى ""انقراض الإشارة الضوئية"" (كما يشار إلى ائتلاف الحكومة من الديمقراطيين الاشتراكيين والديمقراطيين الأحرار والخضر بسبب ألوان أحزابهم).","هناك غضب متزايد بين العمال. ""تتداول الدعوات إلى ثورة خيالية""، كما حذر السيد هابيك. يبذل حزب البديل الألماني اليميني المتطرف قصارى جهده لإثارة المظالم. في درسدن، اخترق تجمع المزارعين المعارض للائتلاف الحكومي (المعروف باسم ""الإشارة الضوئية"" بسبب ألوان أحزابه) مجموعة أخرى يمينية متطرفة تُدعى الساكسونيون الأحرار."
27,"As the EU debates rules to limit packaging waste, beer producers argue they are being unfairly discriminated against with exemptions for winemakers from reuse targets and deposit-return schemes, but one of Europe's wine industry association chiefs says brewers should ""mind their own business.""","كما تناقش الاتحاد الأوروبي قواعد لتقييد نفايات التغليف، يجادل منتجو البيرة بأنهم يتعرضون للتمييز بشكل غير عادل مع الإعفاءات الممنوحة لصناعة النبيذ من أهداف إعادة الاستخدام وأنظمة الإيداع والإرجاع، ولكن أحد كبار مسؤولي جمعية صناعة النبيذ الأوروبية يقول إن على المصنعين ينبغي أن ""يهتموا بأعمالهم الخاصة"".","كما يناقش الاتحاد الأوروبي قواعد لتقييد نفايات التغليف، يجادل منتجو البيرة بأنهم يتعرضون للتمييز بشكل غير عادل مع الإعفاءات الممنوحة لصناعة النبيذ من أهداف إعادة الاستخدام وأنظمة الإيداع والإرجاع، لكن أحد قادة جمعية صناعة النبيذ الأوروبية يقول إن على المصنعين أن ""يهتموا بأعمالهم الخاصة""."
31,"The 18 December ministerial summit yielded a carve out for winemakers from the requirement that, by the end of the decade, 10% of products must be supplied in reusable containers within a system for reuse or refill, rising to 40% in 2040. The exemption would also apply to the requirement, likewise supported by the European Parliament, that wine should be exempt from deposit-return schemes that should be put in place by 2029 under the proposal.",تمخض قمة وزارية في 18 ديسمبر عن استثناء لصناع النبيذ من الشرط القاضي بأن 10% من المنتجات يجب أن تُورَّد في حاويات قابلة لإعادة الاستخدام ضمن نظام لإعادة الاستخدام أو إعادة التعبئة بحلول نهاية العقد، على أن ترتفع هذه النسبة إلى 40% في عام 2040. وسينطبق الاستثناء أيضًا على الشرط، الذي دعمه البرلمان الأوروبي أيضًا، بأن يكون النبيذ معفيًا من نظم إعادة الإيداع التي يجب وضعها بحلول عام 2029 بموجب المقترح.,هذا القرار الوزاري الصادر في 18 ديسمبر قد أنشأ استثناءً خاصًا لصناع النبيذ من الشرط القاضي بأن 10% من المنتجات يجب أن تُسلَّم في حاويات قابلة لإعادة الاستخدام ضمن نظام لإعادة الاستخدام أو إعادة التعبئة بحلول نهاية العقد، على أن ترتفع هذه النسبة إلى 40% في عام 2040. وسينطبق هذا الاستثناء أيضًا على الشرط، الذي دعمه البرلمان الأوروبي أيضًا، بأن يكون النبيذ معفيًا من نظم الإيداع والاسترداد التي يجب وضعها بحلول عام 2029 بموجب المقترح.
34,"More than 99% of the domestic wine sector is made up of micro- to medium-sized companies, Sánchez Recarte said, questioning the solidity of legal arguments made by brewers and asserting that his organisation had focused on presenting policy makers with information ""relevant and appropriate"" to its own industry.","أكثر من 99% من قطاع النبيذ المحلي مكون من شركات صغيرة إلى متوسطة الحجم، كما قال سانشيز ريكارتي، مشككًا في متانة الحجج القانونية التي قدمها المُنتجون وموكدًا أن منظمته ركزت على تقديم صانعي السياسات بمعلومات ""ذات صلة ومناسبة"" لصناعتها الخاصة.","أكثر من 99% من قطاع النبيذ المحلي مكون من شركات صغيرة إلى متوسطة الحجم، كما قال سانشيز ريكارتي، مشككًا في متانة الحجج القانونية التي قدمها المُصنِّعون، ومؤكدًا أن منظمته ركزت على تقديم صانعي السياسات بمعلومات ""ذات صلة ومناسبة"" لصناعتها الخاصة."
36,"Brewers of Europe shared with Euronews a brief legal analysis it sent to the European Commission last year, where it argues that wine and beer are competing products that are ""at least partially, substitutable with each other,"" and which argued that rules favouring one over the other would distort the market.","تشارك صناعة البيرة في أوروبا مع يورونيوز تحليلاً قانونياً موجزاً أرسلته إلى المفوضية الأوروبية العام الماضي، حيث تجادل بأن النبيذ والبيرة هما منتجان متنافسان ""على الأقل جزئيًا، قابلان للاستبدال ببعضهما البعض""، وادعت أن القواعد المفضلة لأحدهما على الآخر ستشوه السوق.","تشارك اتحاد الجعة الأوروبي مع يورونيوز تحليلاً قانونياً موجزاً أرسله إلى المفوضية الأوروبية العام الماضي، حيث يجادل بأن النبيذ والبيرة هما منتجات متنافسة ""على الأقل جزئيًا، قابلة للاستبدال ببعضها البعض""، وادعى أن القواعد المفضلة لأحدهما على الآخر ستشوه السوق."
38,"""We therefore advocate for an ambitious PPWR but need a level playing field in packaging legislation where beer and other alcoholic beverages play by the same rules, with each sector contributing fairly to reaching the targets and supporting collection systems,"" Spillane told. ""Any other approach puts the brewers at a competitive disadvantage.""",نحن نؤيد بالتالي نهجًا طموحًا لـ PPWR ولكن نحتاج إلى ساحة مستوية في تشريعات التغليف حيث تلعب البيرة والمشروبات الكحولية الأخرى بنفس القواعد ، مع مساهمة كل قطاع بشكل عادل في تحقيق الأهداف ودعم أنظمة التحصيل ، قال سبيلان. أي نهج آخر يضع المنتجين في موقف تنافسي غير مواتٍ.,نحن نؤيد إذن نهجًا طموحًا لـ PPWR ولكن نحتاج إلى ميدان متكافئ في تشريعات التغليف حيث تلعب البيرة والمشروبات الكحولية الأخرى بنفس القواعد، حيث يساهم كل قطاع بشكل عادل في تحقيق الأهداف ودعم أنظمة التحصيل، كما قال سبيلان. أي نهج آخر يضع المنتجين في موقف تنافسي غير مواتٍ.
41,"The problems at the EPA are distinct but not unrelated to those at the Department of Justice, which handles environmental crimes via its Environment and Natural Resources Division, or ENRD. Prior to joining the EPA, Uhlmann - the EPA assistant secretary for enforcement - had served as the longtime head of that division's Environmental Crimes Section, from 1990 through 2007. The EPA sends its most serious civil and criminal cases to ENRD, which - as a relatively underfunded office - often relies on other agencies in helping to choose which fights to take on. In fiscal year 2022, the EPA deferred fewer cases to DOJ (88) than at any point since 2000 and concluded fewer civil judicial cases than it had since that time, as well. As the Environmental Integrity Project notes, even Trump's EPA concluded 94 civil cases and deferred 106 cases per year to the DOJ per year, on average.",المشاكل في وكالة حماية البيئة متميزة ولكن ليست بعيدة عن تلك الموجودة في وزارة العدل، والتي تتعامل مع الجرائم البيئية من خلال قسم البيئة والموارد الطبيعية. قبل الانضمام إلى وكالة حماية البيئة، كان أولمان - وكيل وزارة حماية البيئة للإنفاذ - قد خدم لفترة طويلة كرئيس لقسم الجرائم البيئية في هذا القسم، من عام 1990 إلى عام 2007. ترسل وكالة حماية البيئة أخطر القضايا المدنية والجنائية إلى قسم البيئة والموارد الطبيعية، والذي - كمكتب شبه غير ممول - غالبًا ما يعتمد على وكالات أخرى في المساعدة على اختيار المعارك التي سيتم خوضها. في السنة المالية 2022، أرجأت وكالة حماية البيئة عددًا أقل من القضايا إلى وزارة العدل (88) مما كان عليه منذ عام 2000، وأنهت عددًا أقل من القضايا المدنية القضائية مما كان عليه في ذلك الوقت أيضًا. كما يلاحظ مشروع النزاهة البيئية، حتى إن وكالة حماية البيئة في عهد ترامب أنهت 94 قضية مدنية وأرجأت 106 قضايا إلى وزارة العدل في المتوسط سنويًا.,المشاكل في وكالة حماية البيئة متميزة ولكن ليست بعيدة عن تلك الموجودة في وزارة العدل، والتي تتعامل مع الجرائم البيئية من خلال قسم البيئة والموارد الطبيعية. قبل انضمامه إلى وكالة حماية البيئة، خدم أولمان - وكيل وزارة حماية البيئة للإنفاذ - لفترة طويلة كرئيس لقسم الجرائم البيئية في هذا القسم، من عام 1990 إلى عام 2007. ترسل وكالة حماية البيئة أخطر القضايا المدنية والجنائية إلى قسم البيئة والموارد الطبيعية، والذي - كمكتب شبه غير ممول - غالبًا ما يعتمد على وكالات أخرى في المساعدة على اختيار المعارك التي سيتم خوضها. في السنة المالية 2022، أرجأت وكالة حماية البيئة عددًا أقل من القضايا إلى وزارة العدل (88) مما كان عليه منذ عام 2000، وأنهت عددًا أقل من القضايا المدنية القضائية مما كان عليه في ذلك الوقت أيضًا. كما يلاحظ مشروع النزاهة البيئية، حتى إن وكالة حماية البيئة في عهد ترامب أنهت 94 قضية مدنية وأرجأت 106 قضايا إلى وزارة العدل في المتوسط سنويًا.
42,"The Department of Justice's overall approach to corporate crimes has come under intense scrutiny from advocates. While watchdogs have lauded some steps the department has taken during Merrick Garland's tenure as attorney general - like finally establishing a database on corporate crime - Biden's DOJ has also leaned heavily on leniency agreements that allow companies to defer or avoid prosecution, and encouraged companies to scapegoat individual employees so as to avoid a broader charge. Kenneth Polite Jr., former assistant attorney general for DOJ's Criminal Division, revised the division's corporate enforcement policy so as to limit prosecutions.",وقد تعرض النهج الشامل لوزارة العدل تجاه الجرائم الشركاتية لفحص مكثف من قبل المدافعين. في حين أشاد المراقبون ببعض الخطوات التي اتخذتها الوزارة خلال فترة توليّ ميريك جارلاند منصب المدعي العام - مثل إنشاء قاعدة بيانات أخيرًا عن الجريمة الشركاتية - فقد اعتمد أيضًا وزارة العدل في عهد بايدن بشكل كبير على اتفاقيات التساهل التي تسمح للشركات بتأجيل أو تجنب المقاضاة، وشجعت الشركات على إلقاء اللوم على الموظفين الأفراد لتجنب تهمة أوسع نطاقًا. وقد قام كينيث بوليت جونيور، المساعد السابق للمدعي العام في قسم الجرائم الجنائية بوزارة العدل، بمراجعة سياسة إنفاذ الشركات في القسم بهدف الحد من المقاضاة.,وواجه النهج الشامل لوزارة العدل تجاه الجرائم الشركاتية انتقادات شديدة من المدافعين. فبينما أشاد المراقبون ببعض الخطوات التي اتخذتها الوزارة خلال فترة توليّ ميريك جارلاند منصب المدعي العام - مثل إنشاء قاعدة بيانات عن الجريمة الشركاتية - فقد اعتمدت وزارة العدل في عهد بايدن بشكل كبير على اتفاقيات التساهل التي تسمح للشركات بتأجيل أو تجنب المقاضاة، وشجعت الشركات على إلقاء اللوم على الموظفين الأفراد لتجنب تهمة أوسع نطاقًا. وقد قام كينيث بوليت جونيور، المساعد السابق للمدعي العام في قسم الجرائم الجنائية بوزارة العدل، بمراجعة سياسة إنفاذ الشركات في القسم بهدف الحد من المقاضاة.
43,Government Shutdown Debate Fuels House Republican Civil War,الجدل حول إغلاق الحكومة يُشعِل الحرب الأهلية بين الجمهوريين في مجلس النواب,الجدل حول إغلاق الحكومة يُثير الانقسام داخل الحزب الجمهوري في مجلس النواب
44,Conservative spending hawks in the House of Representatives bucked party leadership today - derailing a series of votes - in protest of Speaker Mike Johnson's recent spending deal with Democratic leadership that they feel does not go far enough in fiscal reductions.,محافظو الإنفاق الحذرون في مجلس النواب رفضوا قيادة الحزب اليوم - عرقلوا سلسلة من التصويتات - احتجاجًا على صفقة الإنفاق الأخيرة التي أبرمها الرئيس مايك جونسون مع قيادة الحزب الديمقراطي والتي لا يشعرون أنها تذهب بعيدًا بما فيه الكفاية في التخفيضات المالية.,محافظ الإنفاق المحافظ في مجلس النواب رفض قيادة الحزب اليوم - عرقل سلسلة من التصويتات - احتجاجًا على صفقة الإنفاق الأخيرة التي أبرمها رئيس مجلس النواب مايك جونسون مع القيادة الديمقراطية والتي لا يشعر أنها تذهب بعيدًا بما فيه الكفاية في التخفيضات المالية.
46,"However, with that deadline just 9 days away, Senate Republican Leader Mitch McConnell has said Congress will need to pass a CR to keep things open, meaning the speaker may soon break a promise he made, largely to appease his right flank. Such a maneuver could ignite a heated ideological battle in a closely divided House over the GOP's role in spending cuts that may see the government face a partial shutdown or Johnson removed from his job.",ومع ذلك، مع اقتراب هذا الموعد النهائي بـ 9 أيام فقط، قال زعيم الجمهوريين في مجلس الشيوخ ميتش ماكونيل إن الكونغرس سيحتاج إلى إقرار قرار إداري مؤقت للحفاظ على استمرار الأمور، مما قد يعني أن الرئيس قد ينكث بوعد قطعه، وذلك في الغالب لإرضاء جناحه اليميني. قد يؤدي مثل هذا المناورة إلى إشعال معركة أيديولوجية حامية الوطيس في مجلس النواب المنقسم بشكل وثيق حول دور الحزب الجمهوري في تخفيضات الإنفاق التي قد تؤدي إلى تعرض الحكومة لإغلاق جزئي أو إقالة جونسون من منصبه.,هناك موعد نهائي بعد 9 أيام فقط، وقد قال زعيم الجمهوريين في مجلس الشيوخ ميتش ماكونيل إن الكونغرس سيحتاج إلى إقرار قرار استمرارية لإبقاء الحكومة مفتوحة، مما قد يعني أن الرئيس قد ينكث بوعد قطعه، وذلك في الغالب لإرضاء جناحه اليميني. قد يؤدي هذا الإجراء إلى اندلاع معركة أيديولوجية حامية الوطيس في مجلس النواب المنقسم بشكل وثيق حول دور الحزب الجمهوري في تخفيضات الإنفاق، والتي قد تؤدي إلى إغلاق جزئي للحكومة أو إقالة جونسون من منصبه.
47,"""I've been very clear that CRs are not the way to fund our government that the Budget Act of 1974 calls for us to pass the 12 appropriation bills,"" Congressman Matt Rosendale of Montana told Newsweek. ""We've had ample time to do that, and if the leadership does not direct the committees to get the work done and the members to be able to vote upon it, that therein lies the breakdown.""","""لقد كنت واضحًا جدًا بأن CRs ليست الطريقة لتمويل حكومتنا التي ينص عليها قانون الميزانية لعام 1974 من أجل أن نمرر 12 مشروع قانون تخصيص,"" قال النائب ماثيو روزنديل من مونتانا لصحيفة نيوزويك. ""لقد كان لدينا وقت كاف للقيام بذلك، وإذا لم توجه القيادة اللجان للقيام بالعمل وتمكين الأعضاء من التصويت عليه، فهناك حيث يكمن الانهيار.""","""لقد كنت واضحًا جدًا بأن التمويل المؤقت (CRs) ليست الطريقة التي ينص عليها قانون الميزانية لعام 1974 لتمويل حكومتنا، والذي يتطلب منا إقرار 12 مشروع قانون تخصيص,"" قال النائب ماثيو روزنديل من مونتانا لصحيفة نيوزويك. ""كان لدينا وقت كاف للقيام بذلك، وإذا لم توجه القيادة اللجان للقيام بالعمل وتمكين الأعضاء من التصويت عليه، فهناك حيث يكمن الانهيار."""
51,"Johnson celebrated his deal for cutting an estimated $16 billion in spending, but the Freedom Caucus believes he could have gotten more. Moderate Republicans who backed McCarthy's deal see that stance as unrealistic and running counter to the Republican goal of forcing Congress to pass the 12 individual spending bills as opposed to the ""omnibus"" measure of recent years, which combined those 12 bills into one vote.","جونسون احتفل بصفقته لخفض ما يقدر بنحو 16 مليار دولار من الإنفاق، لكن كتلة الحرية تعتقد أنه كان بإمكانه الحصول على المزيد. ويرى الجمهوريون المعتدلون الذين دعموا صفقة ماكارثي أن هذا الموقف غير واقعي ويتعارض مع الهدف الجمهوري المتمثل في إجبار الكونغرس على إقرار 12 مشروع قانون إنفاق فردي بدلاً من ""التدبير الشامل"" للسنوات الأخيرة، والذي جمع هذه 12 مشروعًا في تصويت واحد.","جونسون احتفل بصفقته لخفض ما يقدر بنحو 16 مليار دولار من الإنفاق، لكن كتلة الجمهوريين المحافظين تعتقد أنه كان بإمكانه الحصول على المزيد. ويرى الجمهوريون المعتدلون الذين دعموا صفقة ماكارثي أن هذا الموقف غير واقعي ويتعارض مع الهدف الجمهوري المتمثل في إجبار الكونغرس على إقرار 12 مشروع قانون إنفاق فردي بدلاً من ""التشريع الشامل"" للسنوات الأخيرة، والذي جمع هذه 12 مشروعًا في تصويت واحد."
52,"""New year, same idiotic behavior by some,"" New York Republican Representative Mike Lawler told Newsweek. ""We're not doing an omnibus, so each bill is going to have to be dealt with at conference and negotiated. Obviously, the reality is we're probably gonna need more time to do that. And I don't support a government shutdown, so I have no problem with doing a short-term CR that allows for this process to be completed.""","""عام جديد، نفس السلوك الأحمق من قبل البعض""، قال النائب الجمهوري من نيويورك مايك لولر لـ""نيوزويك"". ""لن نقوم بعمل مشروع قانون شامل، لذا سيتعين التعامل مع كل مشروع قانون على حدة في المؤتمر والتفاوض عليه. من الواضح أن الواقع هو أننا سنحتاج إلى المزيد من الوقت للقيام بذلك. وأنا لا أؤيد إغلاق الحكومة، لذا ليس لدي أي مشكلة في القيام بـ CR قصير الأجل يسمح بإكمال هذه العملية.""","""العام الجديد، نفس السلوك الأحمق من البعض""، قال النائب الجمهوري من نيويورك مايك لولر لـ""نيوزويك"". ""لن نقوم بتشريع شامل، لذا سيتم التعامل مع كل تشريع على حدة في المؤتمر والتفاوض بشأنه. من الواضح أننا سنحتاج إلى المزيد من الوقت لإنجاز ذلك. وأنا لا أؤيد إغلاق الحكومة، لذا ليس لدي أي مشكلة في إقرار تمويل مؤقت قصير الأجل يسمح بإكمال هذه العملية."""
54,"Congressman Thomas Massie of Kentucky, one of the Republican Party's most vocal budget hawks but not among those who protested the Wednesday vote, said a yearlong CR that triggers the 1 percent spending cut may be the most feasible way to keep the government open while ending ongoing ""brinkmanship.""","النائب توماس ماسي من كنتاكي ، أحد أكثر المتحدثين بصوت عال من حزب الجمهوريين في مجال الميزانية ولكن ليس من بين أولئك الذين احتجوا على التصويت يوم الأربعاء ، قال إن CR لمدة عام واحد والذي يؤدي إلى خفض الإنفاق بنسبة 1٪ قد يكون الطريقة الأكثر جدوى للحفاظ على الحكومة مفتوحة مع إنهاء ""المواجهة"" المستمرة.",النائب الكونغرسي توماس ماسي من كنتاكي، أحد أكثر المنتقدين الجمهوريين البارزين للميزانية ولكن ليس من بين أولئك الذين احتجوا على التصويت يوم الأربعاء، قال إن تمديد التمويل الحكومي لمدة عام واحد والذي سيؤدي إلى خفض الإنفاق بنسبة 1% قد يكون الطريقة الأكثر جدوى للحفاظ على استمرار عمل الحكومة مع إنهاء الأزمات المتكررة.
