index,original,translated,terminology_annotation
24,"The workers"" mood is increasingly angry. ""Appeals are circulating with fantasies of revolution,"" warned Mr Habeck. The far-right Alternative for Germany party is doing its best to fan the grievances. In Dresden the Free Saxons, another far-right group, infiltrated the farmers"" protest calling for the ""extinction of the traffic light"" (as the governing coalition of the Social Democrats, Free Democrats and Greens is referred to because of their party colours).","العمال غاضبون بشكل متزايد. ""تتداول الاستئنافات مع خيالات الثورة""، حذر السيد هابيك. تبذل حزب البديل من أجل ألمانيا اليميني المتطرف قصارى جهده لإثارة المظالم. في درسدن ، اخترق الساكسونيون الأحرار ، وهي مجموعة أخرى يمينية متطرفة ، احتجاج المزارعين الذي دعا إلى ""انقراض الإشارة الضوئية"" (كما يشار إلى ائتلاف الحكومة من الديمقراطيين الاشتراكيين والديمقراطيين الأحرار والخضر بسبب ألوان أحزابهم).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Free Saxons"" should have been translated as ""Freie Sachsen"" in Arabic.
[major]: [TERM NOT APPLIED] - The term ""traffic light"" should have been translated as ""Ampel"" in Arabic."
27,"As the EU debates rules to limit packaging waste, beer producers argue they are being unfairly discriminated against with exemptions for winemakers from reuse targets and deposit-return schemes, but one of Europe's wine industry association chiefs says brewers should ""mind their own business.""","كما تناقش الاتحاد الأوروبي قواعد لتقييد نفايات التغليف، يجادل منتجو البيرة بأنهم يتعرضون للتمييز بشكل غير عادل مع الإعفاءات الممنوحة لصناعة النبيذ من أهداف إعادة الاستخدام وأنظمة الإيداع والإرجاع، ولكن أحد كبار مسؤولي جمعية صناعة النبيذ الأوروبية يقول إن على المصنعين ينبغي أن ""يهتموا بأعمالهم الخاصة"".","MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""winemakers"" should have been translated as ""fabricantes de vino"" instead of ""صناعة النبيذ"".
Major: WRONG TERM - The term ""brewers"" should have been translated as ""fabricantes de cerveza"" instead of ""المصنعين""."
31,"The 18 December ministerial summit yielded a carve out for winemakers from the requirement that, by the end of the decade, 10% of products must be supplied in reusable containers within a system for reuse or refill, rising to 40% in 2040. The exemption would also apply to the requirement, likewise supported by the European Parliament, that wine should be exempt from deposit-return schemes that should be put in place by 2029 under the proposal.",تمخض قمة وزارية في 18 ديسمبر عن استثناء لصناع النبيذ من الشرط القاضي بأن 10% من المنتجات يجب أن تُورَّد في حاويات قابلة لإعادة الاستخدام ضمن نظام لإعادة الاستخدام أو إعادة التعبئة بحلول نهاية العقد، على أن ترتفع هذه النسبة إلى 40% في عام 2040. وسينطبق الاستثناء أيضًا على الشرط، الذي دعمه البرلمان الأوروبي أيضًا، بأن يكون النبيذ معفيًا من نظم إعادة الإيداع التي يجب وضعها بحلول عام 2029 بموجب المقترح.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""winemakers"" should have been translated as ""صناع النبيذ"" instead of ""لصناع النبيذ"".
[minor]: [WRONG TERM] - The term ""deposit-return schemes"" should have been translated as ""نظم إعادة الإيداع"" instead of ""نظم إعادة الإيداع التي""."
34,"More than 99% of the domestic wine sector is made up of micro- to medium-sized companies, Sánchez Recarte said, questioning the solidity of legal arguments made by brewers and asserting that his organisation had focused on presenting policy makers with information ""relevant and appropriate"" to its own industry.","أكثر من 99% من قطاع النبيذ المحلي مكون من شركات صغيرة إلى متوسطة الحجم، كما قال سانشيز ريكارتي، مشككًا في متانة الحجج القانونية التي قدمها المُنتجون وموكدًا أن منظمته ركزت على تقديم صانعي السياسات بمعلومات ""ذات صلة ومناسبة"" لصناعتها الخاصة.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""النبيذ"" (wine) should have been used instead of ""النبيذ المحلي"" (domestic wine).
[minor]: [WRONG TERM] - The term ""المُنتجون"" (brewers) should have been translated as ""المصنعون"" (manufacturers) to better fit the context.
[minor]: [WRONG TERM] - The term ""صانعي السياسات"" (policy makers) should have been translated as ""واضعي السياسات"" to better match the source text."
36,"Brewers of Europe shared with Euronews a brief legal analysis it sent to the European Commission last year, where it argues that wine and beer are competing products that are ""at least partially, substitutable with each other,"" and which argued that rules favouring one over the other would distort the market.","تشارك صناعة البيرة في أوروبا مع يورونيوز تحليلاً قانونياً موجزاً أرسلته إلى المفوضية الأوروبية العام الماضي، حيث تجادل بأن النبيذ والبيرة هما منتجان متنافسان ""على الأقل جزئيًا، قابلان للاستبدال ببعضهما البعض""، وادعت أن القواعد المفضلة لأحدهما على الآخر ستشوه السوق.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Brewers of Europe"" should have been translated as ""صناعة البيرة في أوروبا"" instead of ""تشارك صناعة البيرة في أوروبا"".
[major]: [WRONG TERM] - The term ""Euronews"" should have been translated as ""يورونيوز"" instead of ""يورونيوز"".
[minor]: [WRONG TERM] - The term ""European Commission"" should have been capitalized as ""المفوضية الأوروبية"" instead of ""المفوضية الأوروبية"".
[minor]: [WRONG TERM] - The term ""wine and beer"" should have been translated as ""النبيذ والبيرة"" instead of ""النبيذ والبيرة"".
[minor]: [WRONG TERM] - The term ""market"" should have been translated as ""السوق"" instead of ""السوق""."
38,"""We therefore advocate for an ambitious PPWR but need a level playing field in packaging legislation where beer and other alcoholic beverages play by the same rules, with each sector contributing fairly to reaching the targets and supporting collection systems,"" Spillane told. ""Any other approach puts the brewers at a competitive disadvantage.""",نحن نؤيد بالتالي نهجًا طموحًا لـ PPWR ولكن نحتاج إلى ساحة مستوية في تشريعات التغليف حيث تلعب البيرة والمشروبات الكحولية الأخرى بنفس القواعد ، مع مساهمة كل قطاع بشكل عادل في تحقيق الأهداف ودعم أنظمة التحصيل ، قال سبيلان. أي نهج آخر يضع المنتجين في موقف تنافسي غير مواتٍ.,"MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""PPWR"" is not translated correctly in the target text. It should be translated as a specific term or acronym rather than leaving it in English.
minor: WRONG TERM - The term ""المنتجين"" (the producers) should be ""المُصَنِّعين"" (the manufacturers) to better fit the context."
41,"The problems at the EPA are distinct but not unrelated to those at the Department of Justice, which handles environmental crimes via its Environment and Natural Resources Division, or ENRD. Prior to joining the EPA, Uhlmann - the EPA assistant secretary for enforcement - had served as the longtime head of that division's Environmental Crimes Section, from 1990 through 2007. The EPA sends its most serious civil and criminal cases to ENRD, which - as a relatively underfunded office - often relies on other agencies in helping to choose which fights to take on. In fiscal year 2022, the EPA deferred fewer cases to DOJ (88) than at any point since 2000 and concluded fewer civil judicial cases than it had since that time, as well. As the Environmental Integrity Project notes, even Trump's EPA concluded 94 civil cases and deferred 106 cases per year to the DOJ per year, on average.",المشاكل في وكالة حماية البيئة متميزة ولكن ليست بعيدة عن تلك الموجودة في وزارة العدل، والتي تتعامل مع الجرائم البيئية من خلال قسم البيئة والموارد الطبيعية. قبل الانضمام إلى وكالة حماية البيئة، كان أولمان - وكيل وزارة حماية البيئة للإنفاذ - قد خدم لفترة طويلة كرئيس لقسم الجرائم البيئية في هذا القسم، من عام 1990 إلى عام 2007. ترسل وكالة حماية البيئة أخطر القضايا المدنية والجنائية إلى قسم البيئة والموارد الطبيعية، والذي - كمكتب شبه غير ممول - غالبًا ما يعتمد على وكالات أخرى في المساعدة على اختيار المعارك التي سيتم خوضها. في السنة المالية 2022، أرجأت وكالة حماية البيئة عددًا أقل من القضايا إلى وزارة العدل (88) مما كان عليه منذ عام 2000، وأنهت عددًا أقل من القضايا المدنية القضائية مما كان عليه في ذلك الوقت أيضًا. كما يلاحظ مشروع النزاهة البيئية، حتى إن وكالة حماية البيئة في عهد ترامب أنهت 94 قضية مدنية وأرجأت 106 قضايا إلى وزارة العدل في المتوسط سنويًا.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Environment and Natural Resources Division"" should have been translated as ""قسم البيئة والموارد الطبيعية"" instead of ""قسم البيئة والموارد الطبيعية"".
[minor]: [WRONG TERM] - The term ""ENRD"" should have been translated as ""قسم البيئة والموارد الطبيعية"" instead of ""هذا القسم"".
[minor]: [WRONG TERM] - The term ""Environmental Crimes Section"" should have been translated as ""قسم الجرائم البيئية"" instead of ""قسم الجرائم البيئية"".
[minor]: [WRONG TERM] - The term ""Environmental Integrity Project"" should have been translated as ""مشروع النزاهة البيئية"" instead of ""مشروع النزاهة البيئية""."
42,"The Department of Justice's overall approach to corporate crimes has come under intense scrutiny from advocates. While watchdogs have lauded some steps the department has taken during Merrick Garland's tenure as attorney general - like finally establishing a database on corporate crime - Biden's DOJ has also leaned heavily on leniency agreements that allow companies to defer or avoid prosecution, and encouraged companies to scapegoat individual employees so as to avoid a broader charge. Kenneth Polite Jr., former assistant attorney general for DOJ's Criminal Division, revised the division's corporate enforcement policy so as to limit prosecutions.",وقد تعرض النهج الشامل لوزارة العدل تجاه الجرائم الشركاتية لفحص مكثف من قبل المدافعين. في حين أشاد المراقبون ببعض الخطوات التي اتخذتها الوزارة خلال فترة توليّ ميريك جارلاند منصب المدعي العام - مثل إنشاء قاعدة بيانات أخيرًا عن الجريمة الشركاتية - فقد اعتمد أيضًا وزارة العدل في عهد بايدن بشكل كبير على اتفاقيات التساهل التي تسمح للشركات بتأجيل أو تجنب المقاضاة، وشجعت الشركات على إلقاء اللوم على الموظفين الأفراد لتجنب تهمة أوسع نطاقًا. وقد قام كينيث بوليت جونيور، المساعد السابق للمدعي العام في قسم الجرائم الجنائية بوزارة العدل، بمراجعة سياسة إنفاذ الشركات في القسم بهدف الحد من المقاضاة.,"MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""Department of Justice"" should have been translated as ""وزارة العدل"" instead of ""وزارة العدل"".
major: TERM NOT APPLIED - The term ""Merrick Garland"" should have been translated as ""ميريك جارلاند"" instead of ""ميريك جارلاند"".
major: TERM NOT APPLIED - The term ""Biden's DOJ"" should have been translated as ""وزارة العدل في عهد بايدن"" instead of ""وزارة العدل في عهد بايدن"".
major: TERM NOT APPLIED - The term ""Kenneth Polite Jr."" should have been translated as ""كينيث بوليت جونيور"" instead of ""كينيث بوليت جونيور"".
major: TERM NOT APPLIED - The term ""Criminal Division"" should have been translated as ""قسم الجرائم الجنائية"" instead of ""قسم الجرائم الجنائية""."
43,Government Shutdown Debate Fuels House Republican Civil War,الجدل حول إغلاق الحكومة يُشعِل الحرب الأهلية بين الجمهوريين في مجلس النواب,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Civil War"" in the source text should be translated as ""الحرب الأهلية"" in Arabic, but the machine translation used a more literal translation ""الحرب الأهلية""."
44,Conservative spending hawks in the House of Representatives bucked party leadership today - derailing a series of votes - in protest of Speaker Mike Johnson's recent spending deal with Democratic leadership that they feel does not go far enough in fiscal reductions.,محافظو الإنفاق الحذرون في مجلس النواب رفضوا قيادة الحزب اليوم - عرقلوا سلسلة من التصويتات - احتجاجًا على صفقة الإنفاق الأخيرة التي أبرمها الرئيس مايك جونسون مع قيادة الحزب الديمقراطي والتي لا يشعرون أنها تذهب بعيدًا بما فيه الكفاية في التخفيضات المالية.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Speaker Mike Johnson"" should have been translated as ""الرئيس مايك جونسون"" instead of ""الرئيس مايك جونسون"".
[minor]: [WRONG TERM] - The term ""fiscal reductions"" should have been translated as ""تخفيضات مالية"" instead of ""التخفيضات المالية""."
46,"However, with that deadline just 9 days away, Senate Republican Leader Mitch McConnell has said Congress will need to pass a CR to keep things open, meaning the speaker may soon break a promise he made, largely to appease his right flank. Such a maneuver could ignite a heated ideological battle in a closely divided House over the GOP's role in spending cuts that may see the government face a partial shutdown or Johnson removed from his job.",ومع ذلك، مع اقتراب هذا الموعد النهائي بـ 9 أيام فقط، قال زعيم الجمهوريين في مجلس الشيوخ ميتش ماكونيل إن الكونغرس سيحتاج إلى إقرار قرار إداري مؤقت للحفاظ على استمرار الأمور، مما قد يعني أن الرئيس قد ينكث بوعد قطعه، وذلك في الغالب لإرضاء جناحه اليميني. قد يؤدي مثل هذا المناورة إلى إشعال معركة أيديولوجية حامية الوطيس في مجلس النواب المنقسم بشكل وثيق حول دور الحزب الجمهوري في تخفيضات الإنفاق التي قد تؤدي إلى تعرض الحكومة لإغلاق جزئي أو إقالة جونسون من منصبه.,"MQM annotations:
Terminology Errors:
major: WRONG TERM - The term ""CR"" should be translated as ""قرار إداري مؤقت"" (temporary administrative decision) instead of ""قرار إداري"".
major: WRONG TERM - The term ""speaker"" should be translated as ""الرئيس"" (the president) instead of ""الرئيس"".
minor: WRONG TERM - The term ""GOP"" should be translated as ""الحزب الجمهوري"" (Republican Party) instead of ""الحزب الجمهوري""."
47,"""I've been very clear that CRs are not the way to fund our government that the Budget Act of 1974 calls for us to pass the 12 appropriation bills,"" Congressman Matt Rosendale of Montana told Newsweek. ""We've had ample time to do that, and if the leadership does not direct the committees to get the work done and the members to be able to vote upon it, that therein lies the breakdown.""","""لقد كنت واضحًا جدًا بأن CRs ليست الطريقة لتمويل حكومتنا التي ينص عليها قانون الميزانية لعام 1974 من أجل أن نمرر 12 مشروع قانون تخصيص,"" قال النائب ماثيو روزنديل من مونتانا لصحيفة نيوزويك. ""لقد كان لدينا وقت كاف للقيام بذلك، وإذا لم توجه القيادة اللجان للقيام بالعمل وتمكين الأعضاء من التصويت عليه، فهناك حيث يكمن الانهيار.""","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""CRs"" in the source text should have been translated as ""مشاريع قوانين التمويل المؤقت"" (Continuing Resolutions) in the target text.
[major]: [WRONG TERM] - The term ""Budget Act of 1974"" in the source text should have been translated as ""قانون الموازنة لعام 1974"" in the target text.
[minor]: [WRONG TERM] - The term ""Congressman Matt Rosendale"" in the source text should have been translated as ""النائب ماثيو روزنديل"" in the target text."
51,"Johnson celebrated his deal for cutting an estimated $16 billion in spending, but the Freedom Caucus believes he could have gotten more. Moderate Republicans who backed McCarthy's deal see that stance as unrealistic and running counter to the Republican goal of forcing Congress to pass the 12 individual spending bills as opposed to the ""omnibus"" measure of recent years, which combined those 12 bills into one vote.","جونسون احتفل بصفقته لخفض ما يقدر بنحو 16 مليار دولار من الإنفاق، لكن كتلة الحرية تعتقد أنه كان بإمكانه الحصول على المزيد. ويرى الجمهوريون المعتدلون الذين دعموا صفقة ماكارثي أن هذا الموقف غير واقعي ويتعارض مع الهدف الجمهوري المتمثل في إجبار الكونغرس على إقرار 12 مشروع قانون إنفاق فردي بدلاً من ""التدبير الشامل"" للسنوات الأخيرة، والذي جمع هذه 12 مشروعًا في تصويت واحد.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Freedom Caucus"" should have been translated as ""كتلة الحرية"" instead of ""كتلة الحرية"".
[major]: [TERM NOT APPLIED] - The term ""Moderate Republicans"" should have been translated as ""الجمهوريون المعتدلون"" instead of ""الجمهوريون المعتدلون"".
[minor]: [WRONG TERM] - The term ""Congress"" should have been capitalized as ""الكونغرس"" instead of ""الكونغرس""."
52,"""New year, same idiotic behavior by some,"" New York Republican Representative Mike Lawler told Newsweek. ""We're not doing an omnibus, so each bill is going to have to be dealt with at conference and negotiated. Obviously, the reality is we're probably gonna need more time to do that. And I don't support a government shutdown, so I have no problem with doing a short-term CR that allows for this process to be completed.""","""عام جديد، نفس السلوك الأحمق من قبل البعض""، قال النائب الجمهوري من نيويورك مايك لولر لـ""نيوزويك"". ""لن نقوم بعمل مشروع قانون شامل، لذا سيتعين التعامل مع كل مشروع قانون على حدة في المؤتمر والتفاوض عليه. من الواضح أن الواقع هو أننا سنحتاج إلى المزيد من الوقت للقيام بذلك. وأنا لا أؤيد إغلاق الحكومة، لذا ليس لدي أي مشكلة في القيام بـ CR قصير الأجل يسمح بإكمال هذه العملية.""","MQM annotations:
Terminology Errors:
minor: term not applied - The term ""omnibus"" should be translated as ""مشروع قانون شامل"" instead of ""مشروع قانون"".
minor: wrong term - The term ""CR"" should be translated as ""تمديد مؤقت للتمويل الحكومي"" instead of ""CR""."
54,"Congressman Thomas Massie of Kentucky, one of the Republican Party's most vocal budget hawks but not among those who protested the Wednesday vote, said a yearlong CR that triggers the 1 percent spending cut may be the most feasible way to keep the government open while ending ongoing ""brinkmanship.""","النائب توماس ماسي من كنتاكي ، أحد أكثر المتحدثين بصوت عال من حزب الجمهوريين في مجال الميزانية ولكن ليس من بين أولئك الذين احتجوا على التصويت يوم الأربعاء ، قال إن CR لمدة عام واحد والذي يؤدي إلى خفض الإنفاق بنسبة 1٪ قد يكون الطريقة الأكثر جدوى للحفاظ على الحكومة مفتوحة مع إنهاء ""المواجهة"" المستمرة.","MQM annotations:
Terminology Errors:
minor: term not applied - The term ""CR"" (Continuing Resolution) is not translated into Arabic.
major: wrong term - The term ""brinkmanship"" is translated as ""المواجهة"" (confrontation) which does not accurately convey the meaning of the term in this context."
55,"However, he said the most ""responsible way"" to cut spending would be to pass all 12 bills. With many Republicans reticent to see a shutdown and a 1 percent cut to defense spending, the urgency to pass the bills could see enough Republicans ally with Democrats to extend the deadline on the four spending bills and reach an agreement to fund the government, even if doing so puts Johnson in hot water with some of those on the hard right.","ومع ذلك ، قال إن الطريقة ""الأكثر مسؤولية"" لخفض الإنفاق ستكون بإقرار جميع 12 مشروع قانون. مع تردد العديد من الجمهوريين في رؤية إغلاق وخفض بنسبة 1 في المائة في الإنفاق الدفاعي ، فإن الإلحاح على إقرار المشاريع قد يرى تحالف عدد كاف من الجمهوريين مع الديمقراطيين لتمديد الموعد النهائي للأربعة مشاريع قانون الإنفاق والتوصل إلى اتفاق لتمويل الحكومة ، حتى لو أدى ذلك إلى وضع جونسون في مياه ساخنة مع بعض أولئك على اليمين المتطرف.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""bills"" should have been translated as ""مشاريع قوانين"" instead of ""مشروع قانون"".
minor: WRONG TERM - The term ""hard right"" should have been translated as ""اليمين المتطرف"" instead of ""اليمين المتطرف""."
