index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
37,"Имеются убедительные доказательства того, что реальная коммуникация не может быть сведена к отправке сигналов с контекстно-независимым значением.","Существует значительное количество доказательств того, что реальная коммуникация не может быть сведена к передаче сигналов с независимым от контекста значением.","Существуют значительные доказательства того, что реальная коммуникация не может быть сведена к передаче сигналов с независимым от контекста значением.","Существует значительное количество доказательств того, что реальная коммуникация не может быть сведена к передаче сигналов с независимым от контекста значением.",0.4708,0.5481,0.4708,0.6882,0.7512,0.6882,0.836,0.8585,0.836,0.9388,0.945,0.9388
40,"В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют исключить неоднозначность значений символов в зависимости от контекста.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют контекстуально разрешать неоднозначность значений символов.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют контекстуально устранять неоднозначность значений символов.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют контекстуально разрешать неоднозначность значений символов.",0.6694,0.6694,0.6694,0.7349,0.7349,0.7349,0.7653,0.7655,0.7653,0.9121,0.9122,0.9121
45,"На выходных я с большим удовольствием встретилась с Пенни и Николасом из Ashanti Development, чтобы обсудить, как у них дела.",Мне очень понравилось пообщаться с Пенни и Николасом из Ashanti Development на выходных и обсудить их успехи.,"Мне очень понравилось встретиться с Пенни и Николасом из Ashanti Development в выходные, чтобы пообщаться и обсудить их успехи.",Мне очень понравилось пообщаться с Пенни и Николасом из Ashanti Development на выходных и обсудить их успехи.,0.2708,0.2925,0.2708,0.3807,0.3189,0.3807,0.7974,0.7873,0.7974,0.9167,0.9219,0.9167
48,Мне посчастливилось поработать над рядом проектов вместе с Николасом в течение незабываемых шести месяцев в 2011 году.,"Мне посчастливилось провести незабываемые шесть месяцев вместе с Николасом в 2011 году, поддерживая ряд проектов.","Мне посчастливилось провести шесть незабываемых месяцев вместе с Николасом в 2011 году, поддерживая ряд проектов.","Мне посчастливилось провести незабываемые шесть месяцев вместе с Николасом в 2011 году, поддерживая ряд проектов.",0.2288,0.2338,0.2288,0.4464,0.4898,0.4464,0.7983,0.8034,0.7983,0.9427,0.9422,0.9427
51,"Николас работает с фермерами над сокращением использования пестицидов одновременно с поиском решений для проблем, вызванных изменением климата и такими вредителями, как совка травяная, которая может уничтожить весь урожай кукурузы.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как гусеница совки, которая может уничтожать посевы кукурузы.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как осенний червь, который может уничтожать посевы кукурузы.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как осенняя совка, которая может уничтожать посевы кукурузы.",0.4311,0.4029,0.4356,0.6116,0.5714,0.6116,0.7264,0.7399,0.7668,0.9131,0.9308,0.9332
53,В ближайшем пункте UPS мне не разрешают самому наклеить бланк или написать адрес на коробке.,Магазин UPS рядом со мной не позволяет мне писать этикетку или писать на коробке.,Магазин UPS рядом со мной не позволяет мне наклеивать этикетку или писать на коробке.,Магазин UPS рядом со мной не позволяет мне писать этикетку или на коробке.,0.0756,0.0756,0.0757,0.2862,0.2862,0.2881,0.631,0.7168,0.5725,0.8041,0.8646,0.7009
55,Они не позволяют просто сказать им адрес получателя и кто отправляет посылку.,"Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет.","Они не разрешают мне сообщать им адрес, куда это отправляется, и кто занимается доставкой.","Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет это.",0.0925,0.0438,0.0865,0.3686,0.3656,0.4611,0.6206,0.6567,0.6423,0.8635,0.8644,0.8419
57,"И за это «удобство» с меня всегда берут 2,25 доллара.","И они всегда берут с меня $2.25 за это ""удобство"".","И они всегда взимают с меня $2.25 за это ""удобство"".","И они всегда берут с меня $2,25 за это ""удобство"".",0.0579,0.0508,0.0594,0.6347,0.5111,0.6347,0.8304,0.8332,0.8603,0.9427,0.9392,0.9514
64,Вся эта бредовая идея - безответственная погоня за рейтингами.,Рейтинго-ищущая бредовая безответственность всего этого.,"Погоня за рейтингами, граничащая с безумной безответственностью.",Бредовая безответственность в погоне за рейтингами всего этого.,0.0249,0.0502,0.0502,0.0581,0.2131,0.1124,0.3874,0.655,0.489,0.6714,0.8778,0.7015
65,Нельзя допустить повторения такого.,Это нельзя повторить.,Это невозможно повторить.,Это нельзя повторить.,0.0626,0.0626,0.0626,0.1282,0.0,0.1282,0.8881,0.8912,0.8881,0.917,0.875,0.917
66,"У меня в подвале много щелей, что по сути означает, что в нем постоянно прячутся грызуны.","У меня очень сквозистый подвал, что, по сути, означает, что там может укрываться много грызунов.","У меня подвал, в котором сильно сквозит, что, по сути, означает, что там может укрываться много грызунов.","У меня очень продуваемый подвал, что, по сути, означает, что там может укрываться много грызунов.",0.0829,0.0729,0.0829,0.3215,0.3556,0.3215,0.7288,0.6534,0.6657,0.8926,0.9044,0.8709
67,"В прошлом месяце или около того я видел много признаков появления новых грызунов, что очень необычно, ведь сейчас весна, и я думал, что с изменением погоды они наоборот захотят переселиться на улицу.","За последний месяц или около того появилось много признаков увеличения числа грызунов, что было особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.","За последний месяц или около того наблюдается больше грызунов, что особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.","За последний месяц-полтора появилось много признаков увеличения числа грызунов, что было особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.",0.3282,0.3152,0.2986,0.5521,0.4986,0.4644,0.7175,0.6891,0.7226,0.8914,0.8717,0.8951
71,"(не знаю, насколько это важно, но я перепробовал почти все «гуманные» мышеловки, которые есть на рынке, но толку от них мало.","Кстати, я пробовал почти все ""гуманные"" ловушки на рынке, но с очень небольшим успехом.","Если это что-то значит, я пробовал почти все ""гуманные"" ловушки на рынке, но без особого успеха.","Кстати, я пробовал почти все ""гуманные"" ловушки на рынке, но с очень небольшим успехом.",0.1012,0.1075,0.1012,0.2771,0.3096,0.2771,0.6262,0.6286,0.6262,0.7495,0.7174,0.7495
72,"Мне не очень нравиться убивать мышей, но я не собираюсь обсуждать, насколько это этично.)","Я не особенно рад их убивать, но не собираюсь обсуждать этику убийства мышей.","Мне не особенно приятно их убивать, но я не собираюсь обсуждать этику убийства мышей.","Я не особенно рад их убивать, но не собираюсь обсуждать этику убийства мышей.",0.078,0.3238,0.078,0.2676,0.4206,0.2676,0.7068,0.7498,0.7068,0.9154,0.9309,0.9154
76,"Но они также сокращают гранты и налоговые льготы, стимулирующие рост деловой активности.","Но они также сократили гранты и налоговые льготы, которые стимулируют более активную предпринимательскую деятельность.","Но они также сократили гранты и налоговые льготы, которые стимулируют активизацию деловой активности.","Но они также сократили гранты и налоговые льготы, которые стимулируют более активную предпринимательскую деятельность.",0.3154,0.4048,0.3154,0.5671,0.73,0.5671,0.8303,0.8461,0.8303,0.9459,0.9583,0.9459
81,"Это все еще так даже сейчас, когда больше нет goatse.cx, хотя сложно выбрать, кто хуже из goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислали Wendy.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы борьба за последнее место между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала та самая Венди.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.",0.4851,0.4472,0.4851,0.5768,0.5709,0.5768,0.5622,0.6617,0.5622,0.8104,0.8453,0.8104
82,В первом поезде сегодня контролер проверил наши билеты и сказал: «Долгая поездка!»,"Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".","Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгая поездка!"".","Сегодня в поезде, на котором мы ехали первым, контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".",0.2462,0.2646,0.1656,0.7112,0.7112,0.5078,0.7878,0.8304,0.7376,0.9134,0.9034,0.859
84,"«Я просто провожаю его в Глазго», — пояснил я, указывая на своего попутчика.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.","""Я просто подвозил его в Глазго,"" я попытался объяснить, указывая на своего попутчика.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.",0.242,0.3818,0.242,0.4882,0.5173,0.4882,0.7163,0.7499,0.7163,0.7945,0.9048,0.7945
87,"Вчера вечером я убедился в том, что мы должны быть готовы дать отпор трампизму.","То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.","То, что убедило меня прошлой ночью, это то, что мы должны быть готовы бороться против Трампизма.","То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.",0.2661,0.2452,0.2661,0.5447,0.3507,0.5447,0.7589,0.7316,0.7589,0.8475,0.8727,0.8475
89,"Это секта, которая на самом деле никому не нужна, кроме фанатиков, которые в ней состоят.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые являются его частью.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нём состоят.",0.3666,0.2805,0.3666,0.625,0.5,0.625,0.7118,0.6878,0.7156,0.8045,0.8222,0.8017
90,И они действительно психи.,И они действительно сумасшедшие.,И они действительно чокнутые.,И они действительно сумасшедшие.,0.2857,0.2857,0.2857,0.7361,0.7361,0.7361,0.723,0.5693,0.723,0.894,0.9058,0.894
94,Купите несколько наклеек на бампер с лозунгами против Трампа и обклейте ими свою машину.,Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду.,Купите наклейки на бампер с анти-Трамп лозунгами и наклейте их повсюду.,Купите наклейки на бампер с анти-Трамп лозунгами и наклейте их повсюду.,0.0811,0.0811,0.0811,0.3731,0.3731,0.3731,0.7158,0.7284,0.7284,0.8849,0.9029,0.9029
95,"Пора ответить тем, кто пытается заглушить наши голоса.","Кричите в ответ на тех, кто пытается нас перебить.","Отвечайте криком тем, кто пытается нас перекричать.","Кричите в ответ тем, кто пытается нас перебить.",0.1003,0.2824,0.2778,0.2315,0.3727,0.3681,0.423,0.6108,0.4467,0.7676,0.7517,0.7556
101,"Социально неприемлемо выходить на улицу или подходить к людям, когда у вас сильный мокрый кашель.","Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.","Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный приступ кашля с обильным выделением мокроты.","Социально неприемлемо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.",0.5174,0.4246,0.6134,0.664,0.651,0.7929,0.7514,0.7804,0.7894,0.9008,0.8892,0.9304
105,"Джен скорее обидит других, чем покажет, что ей больно, и больше всего смеется, когда все идет наперекосяк.","Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","Джан причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все идет наперекосяк.","Джан причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.",0.3184,0.4448,0.3184,0.4502,0.5702,0.4502,0.3659,0.5361,0.4088,0.5389,0.696,0.579
107,"После 4 000 страданий Ил оказывается в атмосфере любви и испытывает сильные эмоции, с которыми она не знает, что делать, так что она часто делает и то, и другое.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","После 4000 страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","После 4000 страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много.",0.2414,0.2412,0.2387,0.3499,0.3511,0.3832,0.6025,0.5962,0.6113,0.7824,0.7906,0.7989
108,#CNN нужно просто закрыть.,CNN нужно просто закрыться.,CNN просто следует закрыться.,CNN нужно просто прекратить свою деятельность.,0.2339,0.0579,0.1757,0.4688,0.125,0.4464,0.8104,0.8031,0.7692,0.8207,0.8466,0.8888
110,Кто на этом жалком умирающем телеканале отвечал за проверку так называемых «независимых избирателей» среди зрителей?,"Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","Кто на этом жалком, умирающем телеканале был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?",0.1668,0.2908,0.1668,0.39,0.585,0.39,0.7016,0.7827,0.7016,0.83,0.9221,0.83
113,В середине следующей недели ожидается холодный фронт.,Холодный фронт должен прийти к середине следующей недели.,Холодный фронт ожидается к середине следующей недели.,Холодный фронт должен прийти к середине следующей недели.,0.1349,0.1635,0.1349,0.3599,0.4509,0.3599,0.7633,0.8052,0.7633,0.9389,0.9631,0.9389
114,Сегодня рано утром спутниковые ИК-снимки и наземные наблюдения показали расширяющуюся область низкой слоистой и переменной <URL>,Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами пятнистой <URL>.,Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,0.2826,0.2694,0.2826,0.6432,0.6392,0.6432,0.6034,0.6731,0.6034,0.8064,0.8144,0.8064
115,"Студент-задрот Арни Каннингем влюбляется в Кристин, ржавый Plymouth Fury 1958 года, и становится одержим идеей восстановления классического автомобиля в его прежнем великолепии.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","Гиковатый студент Арни Каннингем влюбляется в Christine, ржавый Plymouth Fury 1958 года выпуска, и становится одержим восстановлением классического автомобиля до её прежнего величия.","Студент-ботан Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его былого величия.",0.4993,0.3883,0.4993,0.6722,0.5715,0.6722,0.6807,0.6351,0.7179,0.7932,0.8458,0.841
116,"Вместе с машиной меняется и Арни, чья вновь обретенная уверенность за рулем экзотического красавца-автомобиля превращается в высокомерие.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем экзотической красавицы перерастает в высокомерие.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.",0.3093,0.2661,0.3093,0.5702,0.5136,0.5702,0.8068,0.8201,0.8068,0.8585,0.8639,0.8585
123,"Одна из самых непонятных вещей в конфликте с моими соседями — это мысль о том, сколько усилий они прилагают, чтобы вести себя враждебно.","Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","Одна из самых безумных вещей в том, что мои соседи настроились против меня, это размышления о том, сколько усилий нужно, чтобы проявлять враждебность.","Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.",0.0811,0.2066,0.0811,0.3895,0.4558,0.3895,0.6275,0.659,0.6275,0.7384,0.7441,0.7384
126,"Это обидно, но это их дело.","Больно, но ты должен быть собой.","Больно, но ты должен заботиться о себе.","Больно, но ты должен следовать своим путем.",0.065,0.0561,0.0561,0.0833,0.082,0.082,0.3694,0.46,0.6355,0.6471,0.7134,0.6925
127,Но сейчас уровень открытой враждебности и насилия растет.,Но на данный момент открытая враждебность и насилие становятся хуже.,Но на данный момент открытая враждебность и насилие ухудшаются.,Но на данный момент открытая враждебность и насилие становятся хуже.,0.0248,0.0278,0.0248,0.122,0.1235,0.122,0.7552,0.7776,0.7552,0.8918,0.9153,0.8918
131,"И я до сих пор НЕ ПОНИМАЮ, чем я это мог заслужить.","И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","Я до сих пор не понимаю, что я мог бы сделать, чтобы заслужить это.","И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.",0.3147,0.0749,0.3147,0.6333,0.6384,0.6333,0.8059,0.7956,0.8059,0.9341,0.8528,0.9341
133,Этот корабль неприкосновенен.,Это судно запрещено.,Доступ к этому судну ограничен.,Доступ к этому судну запрещён.,0.0803,0.0408,0.0408,0.0,0.0,0.0,0.4278,0.7196,0.6126,0.6402,0.7029,0.7531
135,Она меня не интересует.,Она не имеет для меня значения.,Она для меня неважна.,Она не имеет для меня значения.,0.0467,0.0707,0.0467,0.3571,0.25,0.3571,0.8695,0.8656,0.8695,0.9146,0.9216,0.9146
139,"Я часто говорю о том, как мне не нравится папификация.",Я много жалуюсь на превращение в отца.,Я часто ворчу о папской культуре.,"Я много жалуюсь на то, как люди начинают вести себя, как типичные отцы.",0.02,0.0407,0.0309,0.0515,0.2662,0.0971,0.2806,0.4715,0.2471,0.4723,0.6678,0.6325
140,"Вот краткое (чуть длиннее стандартного поста) введение в тему того, что я называю папификацией:","Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","Вот краткий курс о том, что я имею в виду под ""превращением в папу"":","Вот краткий курс (чуть длиннее, чем твит) о том, что я имею в виду под ""папизацией"".",0.0639,0.0636,0.0763,0.2287,0.2254,0.262,0.3689,0.5528,0.6265,0.6848,0.6884,0.7236
141,"Не я придумал этот термин, он используется для описания явления, когда повествование или игровая механика строится вокруг главного героя (обычно более старшего, как правило, мужчины), который контролирует или охраняет другого человека (часто младше себя).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно более старшего, обычно мужского пола), заботящегося или защищающего другого человека (часто младшего).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).",0.1664,0.2384,0.1664,0.397,0.4438,0.397,0.7604,0.7531,0.7604,0.9102,0.905,0.9102
144,"Папификация обычно подразумевает, что в ситуации, когда фигура родителя должна заботиться или защищать ребенка или суррогатного ребенка, решение заключается в использовании подавляющей физической силы, в том числе для формирования очень специфического дисбаланса власти.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","Папо-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его суррогате, заключается в подавляющей силе и использовании этой силы для формирования специфической динамики власти.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его суррогате, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.",0.0291,0.0301,0.0291,0.286,0.3254,0.286,0.5154,0.6863,0.5827,0.7729,0.8008,0.7955
145,Папификация отрицает возможность коллективных решений и часто полностью игнорирует или подрывает любую свободу действий ребенка.,"Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","Патернализм размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","Отцовская роль размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.",0.4465,0.4465,0.4222,0.6553,0.6553,0.651,0.5808,0.6721,0.5693,0.8284,0.8726,0.8681
151,- Более подробная информация в полной версии поста в блоге.,- Более подробная информация в полном блоге.,Более подробная информация представлена в полной публикации в блоге.,Более подробная информация в полном блоге посте.,0.4087,0.1806,0.263,0.5799,0.6792,0.3866,0.7673,0.9013,0.6815,0.9344,0.953,0.8766
