index,original,translated,locale_convention_annotation
130,全包围结构,Unibody structure.,"locale conventions:

MQM annotations:
[Major]: [locale_conventions/address format] - The translation ""Unibody structure"" does not accurately convey the meaning of the Chinese source ""全包围结构"" (Unibody structure)."
133,回右包围结构,Encircle and surround.,"locale conventions:

MQM annotations:
[Major]: [ADDRESS FORMAT] - The address format in the target text does not match the expected locale-specific format. The elements of the address are not presented in the correct order."
136,回右上包围结构,Surround the upper right structure.,"locale conventions:

MQM annotations:
[Major]: [ADDRESS FORMAT] - The translation does not follow the correct address format for the target language. The elements of the address are not presented in the expected order."
140,C.1 表的内容,The content of the table.,"locale conventions:

MQM annotations:
[Minor]: [address format] - The address format in the target text does not match the locale-specific requirements. The placement of ""St."" is incorrect in English."
145,D.1 调整过的 18 个GB/T 13000 代码位置,Adjusted 18 GB/T 13000 code positions.,"locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""18"" should be formatted according to the English locale convention (e.g., ""18"" instead of ""18"")."
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,"locale conventions:

MQM annotations:
[Minor]: [NUMBER FORMAT] - The numeric values in the target text are not formatted according to the locale conventions. The source text uses spaces to group the digits, but the target text uses a slash (""/"") instead."
149,D.2 在双字闻区删除的 6 个汉字构件,六个汉字构件,"locale conventions:

MQM annotations:
[Minor]: [number format] - The six Chinese character components are not formatted as a number in the English translation."
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,九个 CJK 兼容汉字,"locale conventions:

MQM annotations:
[Minor]: [number format] - The translation uses ""九个"" instead of the numeric ""9"" used in the source text."
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Nine CJK Compatibility Ideographs Removed and Their Code Positions,"locale conventions:

MQM annotations:
[Minor]: [address format] - The address format in the target text does not match the expected format in English. The order of the address elements is not consistent with the standard format."
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"The code positions of the characters in the ""General Standard Chinese Character Set"" (informative).","locale conventions:

MQM annotations:
[Minor]: [address format] - The address format in the English translation does not match the typical Chinese address format."
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document contains the full 8,105 standard Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""8,105"" should be formatted as ""8,105"" according to English locale conventions."
159,GB/ 工 36475 软件产品分类,Software Product Classification GB/T 36475.,"locale conventions:

MQM annotations:
[Minor]: [address format] - The address format in the English translation does not match the typical Chinese address format."
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If there is a conflict between the manual page and the software, please refer to the Info.","locale conventions:

MQM annotations:
[Major]: [LOCALE CONVENTIONS/INFORMATION REFERENCE] - The translation indicates that the user should refer to the ""Info"" if there is a conflict between the manual page and the software, but this is not a standard locale convention. The reference to ""Info"" is unclear and may not be understood by the target audience."
170,源文件后级名指出语言种类以及后期的操作:,source file suffix indicates the language type and subsequent operations,"locale conventions:

MQM annotations:
[Minor]: [address format] - The placement of ""St."" is incorrect in the French translation.
[Minor]: [currency format] - The currency symbol and amount are not properly formatted according to Czech conventions.
[Minor]: [date/time format] - The date format does not match the German locale convention.
[Minor]: [measurement format] - The unit symbol for kilometers is incorrect in Spanish.
[Minor]: [number format] - The formatting of the member number does not match the source text.
[Minor]: [telephone format] - The telephone number formatting does not follow the expected German convention."
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling","locale conventions:

MQM annotations:
[Minor]: [ADDRESS FORMAT] - The placement of ""C"" before the source program name is not a standard format in English.
[Minor]: [MEASUREMENT FORMAT] - The abbreviation ""C"" for Celsius is not a standard format in English, the correct abbreviation is ""°C""."
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","locale conventions:

MQM annotations:
[Minor]: [address format] - The placement of "".m"" in the translation is not in the correct format compared to the source text.
[Minor]: [measurement format] - The translation uses ""预处理,编译,汇编"" instead of the more common measurement units used in software development like ""preprocessing, compiling, assembling""."
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed C file; compile, assemble.","locale conventions:

MQM annotations:
[Major]: [ADDRESS FORMAT] - The address format in the target text does not match the locale-specific requirements. The placement of ""St."" is incorrect in English.
[Minor]: [NUMBER FORMAT] - The numeric value in the target text is not formatted according to the locale conventions."
182,.a 归档库文件(Archive file),Archive file,"locale conventions:

MQM annotations:
[Minor]: [ADDRESS FORMAT] - The placement of ""St."" is incorrect in English. The correct format should be ""123 Desert Bluff, Canyonlands, AC 12345, United States""."
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the full process), linking is always the final step.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""332 443 - X"" should be formatted as ""332 443-X"" to match the locale convention in French."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,separate options,"locale conventions:

MQM annotations:
[Major]: [locale_conventions/address format] - The options are not presented in a separate format as required by the source text."
187,这里只列举不是默认选项的格式.,Here are the listed formats that are not the default options.,"locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""332 443 - X"" should be formatted as ""332 443-X"" to match the source text."
190,总体选项 (Overall Option),Overall Option,"locale conventions:

MQM annotations:
[Minor]: [NUMBER FORMAT] - The numeric value ""332 443 - X"" should be formatted as ""332 443-X"" to match the source text."
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name).,"locale conventions:

MQM annotations:
[Major]: [ADDRESS FORMAT] - The placement of ""language"" is incorrect in the English translation. It should be placed before ""input file"" rather than after."
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specification, so process the file based on the file name (use the `-x' option).","locale conventions:

MQM annotations:
[Major]: [ADDRESS FORMAT] - The file name processing instructions do not provide any explicit language specification, so the target text should not include any locale-specific formatting requirements."
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only operate on a part of the four stages (preprocessing, compilation, assembly, and linking), you can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric values in the target text do not follow the expected locale-specific formatting conventions. For example, the use of a period (`.`) instead of a comma (`,`) as the decimal separator."
196,"编译后即停止, 不进行汇编件.","Compilation stops immediately, no assembly is performed.","locale conventions:

MQM annotations:
[Minor]: [address format] - The translation does not follow the correct address format for the target language. The elements of the address are not presented in the expected order."
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","During the different stages of the compilation process, use pipes instead of temporary files to work, because those system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The C ""dialect"" that the assembler can accept: supports C programs that conform to the ANSI standard.","locale conventions:

MQM annotations:
[Minor]: [number format] - The translation uses a comma to separate the thousands in the number, while the source text does not. The number format should be consistent with the source text."
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Normally, a function like foo in C++ means the parameters are empty.","locale conventions:

MQM annotations:
[Minor]: [number format] - The function parameter list in C++ is typically enclosed in parentheses, even if the parameter list is empty. The translation does not follow this convention."
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details, we have removed the specifics so that when the content becomes outdated, people will not HERI.","locale conventions:

MQM annotations:
[Minor]: [TERMINOLOGY/INAPPROPRIATE FOR CONTEXT] - The term ""HERI"" is not a standard English word and its meaning is unclear in this context."
204,他和`-Ethis-is-variable' 选项的果一样.,He and the `-Ethis-is-variable' option are the same.,"locale conventions:

MQM annotations:
[Major]: [LOCALE CONVENTIONS/NUMBER FORMAT] - The translation uses a hyphen `-` instead of the standard Chinese number format."
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,The traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,"locale conventions:

MQM annotations:
[Minor]: [terminology/inappropriate for context] - The term ""traditional Cc preprocessor"" may not be familiar to all readers and could be rephrased in more common terminology."
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","The corresponding, if the default option `-fno-external-templates` is used during compilation, all template instances are explicitly set to be inline.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""fno-exteznal-templates"" should be formatted according to the English locale convention, which typically does not include spaces or hyphens in code snippets."
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a virtual function can be called directly; in such cases, it will call the function directly.","locale conventions:

MQM annotations:
[Minor]: [number format] - The translation does not follow the correct number format convention. In some cases, the compiler can determine that a virtual function can be called directly; in such cases, it will call the function directly."
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void.-fthis-—is-variable allows assignment to this (C++ only).,"locale conventions:

MQM annotations:
[Minor]: [TERMINOLOGY/INAPPROPRIATE FOR CONTEXT] - The term ""Void.-fthis-—is-variable"" is not a standard programming language expression and may be confusing for the target audience.
[Major]: [NUMBER FORMAT] - The expression ""Void.-fthis-—is-variable"" contains non-standard formatting that does not follow typical programming language conventions."
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, and its opposite option, make the program work with the corresponding default values.","locale conventions:

MQM annotations:
[Major]: [currency format] - The currency format in the target text does not match the locale-specific requirements. The currency symbol should be placed before the numeric value with a space in between.
[Minor]: [number format] - The numeric value in the target text is not formatted according to the locale conventions. A space should be used to separate the thousands."
231,"如果没有明确声明 ` signed' 或 ""unsigned'修饰符, 这些选项用来定义有符号位域 (bitfield) 或无符号位域.","If no explicit `signed' or `unsigned' modifier is stated, these options are used to define signed bitfields or unsigned bitfields.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""signed"" and ""unsigned"" should not be enclosed in backticks in the English translation."
234,"这是为了兼容一些老程序,他们算改字符串常量是一个非常糟糕的想法、`-traditional' 选项也有相同效果.","This is to be compatible with some old programs, they think that changing string constants is a very bad idea, the `-traditional' option also has the same effect.","Here is the annotated translation with the identified locale convention errors:

locale conventions:

MQM annotations:
Minor: style/awkward - The translation is a bit awkward and could be improved for better readability."
237,其影响可能类似于2008年的经济危机,The impact may be similar to the economic crisis of 2008.,"locale conventions:

MQM annotations:
[Major]: [CURRENCY FORMAT] - The currency format in the target text does not match the locale-specific requirements. The currency symbol should be placed before the numeric value with a space in between."
239,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,"In many countries, this disease has overwhelmed medical service institutions, bringing them close to collapse, and the restrictive measures implemented by governments have caused serious disruption in the global economy.","locale conventions:

MQM annotations:
Major: address format - The address format in the target text does not follow the expected locale conventions. The components of the address are not structured correctly.
Minor: number format - The formatting of the postal code does not match the expected locale conventions."
241,一些生产者可能会被迫寻找新的方法来制造毒品，因为限制流动的同时也限制了前体和基本化学品的获取。,"Some producers may be forced to seek new methods to manufacture drugs, as restrictions on mobility also limit access to precursors and basic chemicals.","locale conventions:

MQM annotations:
No locale convention errors found in the given translation."
249,一些国家有大量毒品通过商业航班走私，预计这些国家的贩毒活动受到的直接影响最大。,"Some countries have a large amount of drugs smuggled through commercial flights, and it is expected that the drug trafficking activities in these countries will be most directly affected.","locale conventions:

MQM annotations:
[Major]: [address format] - The address format in the target text does not match the expected locale-specific format."
259,世界各地的吸毒现象一直在增多，无论是从总体数字还是从吸毒者在世界人口中所占比例来看都是如此。,"The phenomenon of drug abuse is constantly increasing worldwide, whether in terms of the overall numbers or the proportion of drug users in the world population.","locale conventions:

MQM annotations:
No locale convention errors detected in the given translation."
262,"这在一定程度上反映了这一期间总体人口增长的差异、发达国家为7%,发展中国家为28%但也反映了发展中国家年 轻人口增长较快。","This to a certain extent reflects the difference in overall population growth during this period, with developed countries at 7% and developing countries at 28%, but it also reflects the faster growth of the young population in developing countries.","locale conventions:

MQM annotations:
No locale convention errors found in the given translation."
263,青少年和年轻成年人在吸毒者中所占比例最大。,The proportion of adolescents and young adults is the highest among drug users.,"locale conventions:

MQM annotations:
No locale convention errors found in the given translation."
266,无论是发达国家还是发展中国家，城市地区的吸毒情况都多于农村地区。,"Regardless of whether it is a developed country or a developing country, the drug abuse situation in urban areas is more serious than in rural areas.","locale conventions:

MQM annotations:
No locale convention errors detected in the given translation."
267,吸毒情况总体增多的部分原因是人口从农村向城镇的大规模流动一目前全世界人口有一半以上生活在城市地区，而1960年这一比例为34%。,"The overall increase in drug abuse is partly due to the large-scale migration of the population from rural to urban areas - currently, more than half of the world's population lives in urban areas, compared to 34% in 1960.","locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""1960"" should be formatted according to the English locale convention, which typically does not use a comma separator."
268,城市化可能是毒品市场未来动态的一个关键因素，特别是在城市化趋势更为突出的发展中国家。,"City-ization may be a key factor in the future dynamics of the drug market, especially in developing countries where urbanization trends are more pronounced.","locale conventions:

MQM annotations:
No locale convention errors detected."
273,来自少数几个国家的数据表明，有害的吸毒模式与病症同低收入之间存在联系。,The data from a few countries indicates that harmful drug use patterns are associated with low-income conditions.,"locale conventions:

MQM annotations:
[Minor]: [number format] - The numeric value ""几个"" (a few) in the source text is not formatted in the target text."
274,这些模式在较富裕的社会阶层似乎不太常见。,These patterns seem to be less common among the more affluent social strata.,"locale conventions:

MQM annotations:
No locale convention errors found in the given translation."
