index,original,translated,terminology_annotation
48,四字节部分收录了上述双字节字符之外的 GB/T 13000 中的 66 个CJK统一汉字(9FA6 一 9FEF，不包括 9FB4~9FBB 的8个字符)、CJK 统一汉字扩充 A、CJK 统一汉字扩充 BCJK 统一汉字扩充 C、 CJK 统一汉字扩充 DCJK 统一汉字扩充下 .CJK 统一汉字扩充 F 和已经 在 GB/ 工 13000 中编码的少数民族文字的字符。,"The four-byte section includes 66 CJK unified Han characters (9FA6 - 9FEF, excluding 8 characters from 9FB4 to 9FBB) outside the above two-byte characters in GB/T 13000, CJK Unified Han Extensions A, CJK Unified Han Extensions B, CJK Unified Han Extensions C, CJK Unified Han Extensions D, CJK Unified Han Extensions E, CJK Unified Han Extensions F, and a few minority language characters that have already been encoded in GB/T 13000.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""CJK unified Han characters"" should have been translated as ""caractères Han unifiés CJK"" instead of ""CJK 统一汉字"".
[major]: [TERM NOT APPLIED] - The term ""CJK Unified Han Extensions"" should have been translated as ""Extensions des caractères Han unifiés CJK"" instead of ""CJK 统一汉字扩充"".
[minor]: [WRONG TERM] - The term ""GB/T 13000"" should have been capitalized as ""GB/T 13000"" instead of ""GB/T 13000""."
52,"附录中凡编码的表示均采用十六进制,其他数字的表示均采用十进制。","The codes in the appendix are represented in hexadecimal, and other numbers are represented in decimal.","MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The codes in the appendix are represented in hexadecimal, and other numbers are represented in decimal. The term ""十六进制"" (hexadecimal) is not applied in the translation.
[minor]: [TERM NOT APPLIED] - The term ""十进制"" (decimal) is not applied in the translation."
58,6 字符的排列顺序,The order of arrangement of 6 characters.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""order of arrangement"" is not correctly translated as a single term in the target language. The translation ""The order of arrangement of 6 characters"" does not convey the intended meaning of the source."
59,6.1 单字刷部分字符的排列顺序,character order,"MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""character order"" does not accurately reflect the meaning of the source text ""单字刷部分字符的排列顺序"", which refers to the order of character strokes."
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,Single character memorization of partial characters is arranged according to the corresponding character order in GB/T 11383-1989.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""GB/T 11383-1989"" should have been translated as the corresponding standard in the target language, rather than using the source language term."
67,7 码位分配,7 digit allocation,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""digit allocation"" does not accurately convey the meaning of the Chinese term ""码位分配""."
71,2.双字部分的码位分配,Code point allocation for two-character components.,"MQM annotations:
Terminology Errors:
minor: term not applied - The term ""code point allocation"" is not accurately translated as ""码位分配"" in the target text. A more appropriate translation would be ""编码点分配""."
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The arrangement of code positions for the double-byte part is divided into two parts, 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code positions.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""code positions"" should be translated as ""位置编码"" instead of ""码位"".
[minor]: [WRONG TERM] - The term ""double-byte part"" should be translated as ""双字节部分"" instead of ""双字节部分的码位""."
75,双字节 1 区 : 846 码位,"4,370 code points.","MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""双字节 1 区"" should have been translated as ""4,370 code points"" instead of ""4,370 code points""."
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,192 character positions,"MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""192 character positions"" should have been translated as ""192 码位"" in Chinese."
78,3.双字蔬部分编码空间结构图,Dual-character vegetable part encoding space structure diagram.,"MQM annotations:
Terminology Errors:
major: term not applied - The term ""Dual-character vegetable part"" does not accurately convey the meaning of the source term ""双字蔬部分"".
minor: wrong term - The term ""encoding space structure diagram"" is not the most appropriate translation for ""编码空间结构图""."
84,表 3 中没有指明的四字节人码位分配见 6.3。,The four-byte character code assignments not specified in Table 3 are given in 6.3.,"MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The term ""four-byte character code assignments"" should have been translated as ""四字节人码位分配"" instead of the more general ""四字节人码位分配见""."
85,表 3 四字闻部分的码位安排,Table 3 Arrangement of code positions for four-character radical components.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""four-character radical components"" should be translated as ""四字闻部分"" instead of ""four-character radical components""."
88,码位范围码位数字符数,"Code point range, code point count, character count.","MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""code point range"" is not correctly translated as ""码位范围"" in the target text.
major: term not applied - The glossary term ""code point count"" is not correctly translated as ""码位数"" in the target text.
major: term not applied - The glossary term ""character count"" is not correctly translated as ""字符数"" in the target text."
91,8 部分字符和代码的说明,8 parts of character and code description.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""character and code description"" should have been translated as ""字符和代码的说明"" instead of ""字符和代码的说明""."
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Level 1 implementation supports the single-byte encoding part, the double-season encoding part, and the four-character encoding part of the CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""双季节编码"" should have been translated as ""double-byte encoding"" instead of ""double-season encoding"".
[major]: [TERM NOT APPLIED] - The term ""四字下编玛"" should have been translated as ""four-character encoding"" instead of ""four-character encoding part"".
[minor]: [WRONG TERM] - The term ""CJK 统一汉字扩A"" should have been translated as ""CJK Unified Ideographs Extension A"" instead of ""CJK Unified Ideographs Extension A""."
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, the implementation of Level 2 includes the encoding of Chinese characters that are not included in Level 1 of the ""General Standard Chinese Character Set"".","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""通用规范汉字表"" should have been translated as ""General Standard Chinese Character Set"" instead of ""General Standard Chinese Character Set""."
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and supporting software shall meet the requirements of implementation level 2.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""implementation level 2"" should be translated as a specific technical term, rather than a general phrase."
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","System software and document software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36475 for information on software product classification).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""database management systems"" should have been translated as ""系统管理数据库"" instead of ""数据库管理系统"".
[minor]: [WRONG TERM] - The term ""middleware"" should have been translated as ""中间件"" instead of ""软件产品分类的信息""."
107,实现级别 3 包含实现级别 2。,Maturity level 3 includes maturity level 2.,"MQM annotations:
Terminology Errors:
major: term not applied - The term ""Maturity level 3"" should have been translated as ""实现级别 3"" instead of ""级别 3""."
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,The products used for government services and public services should meet the requirements of achieving Level 3 accessibility.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Level 3 accessibility"" should be translated as ""三级无障碍"" instead of ""实现级卉 3""."
111,附录 A (规范性 ),Appendix A (Normative).,"MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The glossary term ""Appendix A"" should have been translated as ""附录 A"" in Chinese."
112,双字字符表,Character set.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Character set"" should have been translated as ""字符集"" instead of ""字符表"" in the given context."
115,A.2 表的说明,Table description,"MQM annotations:
Terminology Errors:
minor: term not applied - The glossary term ""表的说明"" should have been translated as ""Table description"" instead of the literal translation ""Table's description""."
117,第一字节第二字节低位,the first byte the second byte low bit,"MQM annotations:
Terminology Errors:
major: term not applied - The phrase ""the first byte the second byte low bit"" is not a standard terminology used to describe the structure of a byte. A more appropriate term would be ""the least significant bit of the second byte""."
121,表意文字描述符,Ideographic description characters.,"MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""Ideographic description characters"" should have been translated as ""caractères de description idéographique"" in French."
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Graphic, Code Position, and Functional Description of Ideographic Description Characters","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Ideographic Description Characters"" should have been translated as ""表意文字描述符"" instead of the literal translation ""表意文字描述符的图形、代码位置和功能描述"".
[minor]: [WRONG TERM] - The term ""Graphic, Code Position, and Functional Description"" does not accurately capture the meaning of the source text ""图形、代码位置和功能描述""."
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code positions of this document are similar but not equal to the code positions of GB/T 13000, used to express external characters by borrowing certain characters.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""GB/T 13000"" should have been translated as a specific standard or specification, rather than using the general term ""GB/T 13000"".
[major]: [WRONG TERM] - The term ""external characters"" is not the most appropriate translation for ""外字"" in this context. A more suitable term would be ""non-standard characters"" or ""non-CJK characters""."
130,全包围结构,Unibody structure.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""Unibody structure"" is not the appropriate translation for the Chinese term ""全包围结构"". The correct translation should be something like ""Monocoque structure"" or ""Unitary body structure""."
133,回右包围结构,Encircle and surround.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The glossary term ""encircle and surround"" should have been translated more accurately to convey the intended meaning."
136,回右上包围结构,Surround the upper right structure.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""上包围结构"" should have been translated as ""surround the structure"" instead of ""Surround the upper right structure""."
140,C.1 表的内容,The content of the table.,"MQM annotations:
Terminology Errors:
minor: term not applied - The glossary term ""table"" should have been translated as ""表"" in Chinese."
145,D.1 调整过的 18 个GB/T 13000 代码位置,Adjusted 18 GB/T 13000 code positions.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""GB/T 13000"" should have been translated using the appropriate terminology in English."
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""GB/T 13000"" should have been translated as a glossary entry instead of using the full name ""GB/T 13000 code positions"".
[major]: [WRONG TERM] - The term ""GB 18030-2005"" should have been translated as a glossary entry instead of using the full name ""GB 18030-2005""."
149,D.2 在双字闻区删除的 6 个汉字构件,六个汉字构件,"MQM annotations:
Terminology Errors:
minor: term not applied - The translation ""六个汉字构件"" does not match the glossary term ""在双字闻区删除的 6 个汉字构件"" provided in the source text."
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,九个 CJK 兼容汉字,"MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The term ""CJK 兼容汉字"" should have been translated as ""CJK Compatibility Ideographs"" instead of ""CJK 兼容汉字""."
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Nine CJK Compatibility Ideographs Removed and Their Code Positions,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""CJK Compatibility Ideographs"" should have been translated as ""CJK 兼容汉字"" instead of ""CJK 兼容汉字"".
[minor]: [WRONG TERM] - The term ""Code Positions"" should have been translated as ""代码位置"" instead of ""代码位置""."
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"The code positions of the characters in the ""General Standard Chinese Character Set"" (informative).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""General Standard Chinese Character Set"" should be translated as ""通用规范汉字表"" instead of ""《通用规范汉字表》"".
[minor]: [WRONG TERM] - The term ""code positions"" should be translated as ""编码位置"" instead of ""代码位置""."
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document contains the full 8,105 standard Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""规范汉字"" (standard Chinese characters) is not applied in the translation, which uses the more general term ""standard Chinese characters"".
minor: wrong term - The term ""code positions"" is used in the translation, but a more appropriate term would be ""code points"" to refer to the character encoding."
159,GB/ 工 36475 软件产品分类,Software Product Classification GB/T 36475.,"MQM annotations:
Terminology Errors:
[Major]: [TERM NOT APPLIED] - The term ""Software Product Classification GB/T 36475"" should have been translated as the corresponding Chinese term ""GB/T 36475 软件产品分类"" instead of a literal translation."
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If there is a conflict between the manual page and the software, please refer to the Info.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""Info"" should have been translated as ""Information"" instead of ""Info""."
170,源文件后级名指出语言种类以及后期的操作:,source file suffix indicates the language type and subsequent operations,"MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""source file suffix"" is not correctly translated as ""后缀"" in the target text.
minor: wrong term - The term ""language type"" should be translated as ""语言种类"" instead of ""语言种类以及后期的操作"" in the target text."
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling","MQM annotations:
Terminology Errors:
major: term not applied - The term ""C source program"" should have been translated as ""程序源代码"" instead of "".c C 源程序"".
major: term not applied - The term ""preprocessing"" should have been translated as ""预处理"" instead of ""预处理, 编译,汇编"".
major: term not applied - The term ""compiling"" should have been translated as ""编译"" instead of ""预处理, 编译,汇编"".
major: term not applied - The term ""assembling"" should have been translated as ""汇编"" instead of ""预处理, 编译,汇编""."
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Objective-C"" should have been translated as ""Objective-C"" instead of "".m Objective-C"" in the target text.
[major]: [TERM NOT APPLIED] - The term ""preprocessing"" should have been translated as ""prétraitement"" instead of ""préprocessing"" in the target text.
[minor]: [WRONG TERM] - The term ""assembling"" should have been translated as ""assemblage"" instead of ""assembling"" in the target text."
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed C file; compile, assemble.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""c 文件"" (C file) should have been translated as ""preprocessed C file"" to match the glossary entry.
[major]: [TERM NOT APPLIED] - The term ""编译"" (compile) should have been translated as ""compile"" to match the glossary entry.
[major]: [TERM NOT APPLIED] - The term ""汇编"" (assemble) should have been translated as ""assemble"" to match the glossary entry."
182,.a 归档库文件(Archive file),Archive file,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The glossary term ""Archive file"" should have been translated as ""归档库文件"" in Chinese."
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the full process), linking is always the final step.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""连接"" should have been translated as ""linking"" instead of ""connecting"" in the context."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,separate options,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""de"" should be translated as ""of"" instead of being left untranslated.
Major: WRONG TERM - The term ""`-d -r'"" is not a valid glossary term and should be translated appropriately."
187,这里只列举不是默认选项的格式.,Here are the listed formats that are not the default options.,"MQM annotations:
Terminology Errors:
minor: term not applied - The term ""格式"" should have been translated as ""format"" instead of ""options"" in the context."
190,总体选项 (Overall Option),Overall Option,"MQM annotations:
Terminology Errors:
major: term not applied - The glossary term ""Overall Option"" should have been translated as ""总体选项"" in Chinese."
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name).,"MQM annotations:
Terminology Errors:
major: term not applied - The term ""language"" should have been translated as ""语言"" instead of the default selection."
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specification, so process the file based on the file name (use the `-x' option).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""RE AS E"" in the target text does not match the correct term ""RELEASE"" as specified in the glossary.
[minor]: [WRONG TERM] - The term ""文件 RE AS E"" in the target text contains a typo and should be ""文件 RELEASE""."
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only operate on a part of the four stages (preprocessing, compilation, assembly, and linking), you can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","MQM annotations:
Terminology Errors:
major: term not applied - The term ""geo"" should be translated as ""GCC"" (the GNU Compiler Collection) to match the context.
minor: wrong term - The term ""蔡"" should be ""替换"" (replace) to correctly describe the file name extension change.
minor: wrong term - The term ""gee"" should be ""gcc"" to match the correct abbreviation for the GNU Compiler Collection.
minor: wrong term - The term ""MEF"" should be ""ETER"" to correctly represent the abbreviation for ""cannot compile or assemble source files""."
196,"编译后即停止, 不进行汇编件.","Compilation stops immediately, no assembly is performed.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""汇编件"" should have been translated as ""assembly"" instead of stopping the compilation process."
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","During the different stages of the compilation process, use pipes instead of temporary files to work, because those system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The C ""dialect"" that the assembler can accept: supports C programs that conform to the ANSI standard.","MQM annotations:
Terminology Errors:
major: term not applied - The term ""汇编器"" (assembler) was not translated correctly. The English translation ""assembler"" should have been used instead of ""system assemblers"".
minor: wrong term - The term ""C 方言"" (C dialect) was translated as ""C ""dialect"""" which is not a standard term. It should have been translated as ""C dialect""."
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Normally, a function like foo in C++ means the parameters are empty.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""foo"" in the source text refers to a function in C++, but the translation ""这样的函数 foo"" does not accurately convey the technical meaning of ""foo"" as a placeholder name for a function."
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details, we have removed the specifics so that when the content becomes outdated, people will not HERI.","MQM annotations:
Terminology Errors:
[major]: TERM NOT APPLIED - The glossary term ""NU c"" should have been translated as a more common term in English, such as ""NU c manual"" or ""NU c handbook"".
[minor]: WRONG TERM - The term ""HERI"" is not a common English word and its meaning is unclear in this context. A more appropriate term should have been used."
204,他和`-Ethis-is-variable' 选项的果一样.,He and the `-Ethis-is-variable' option are the same.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The glossary term ""-Ethis-is-variable"" does not fit the context. The correct term should be ""this is variable"" or a similar phrase."
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,The traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Cc"" in the source text should have been translated as ""C"" in the target text."
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","The corresponding, if the default option `-fno-external-templates` is used during compilation, all template instances are explicitly set to be inline.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""internal"" does not accurately convey the meaning of ""inline"" in the context of template instances."
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a virtual function can be called directly; in such cases, it will call the function directly.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""虚函数"" should have been translated as ""virtual function"" instead of ""virtual function""."
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void.-fthis-—is-variable allows assignment to this (C++ only).,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""this"" should be translated as ""此"" in the given context.
[major]: [WRONG TERM] - The term ""variable"" should be translated as ""变量"" in the given context."
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, and its opposite option, make the program work with the corresponding default values.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""default values"" in the target text does not match the glossary specification. The correct translation should be ""值""."
