index,original,translated,accuracy_annotation
59,6.1 单字刷部分字符的排列顺序,character order,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""character order"" does not fully capture the meaning of the source text ""单字刷部分字符的排列顺序"", which is about the order of character arrangement or character order.
[Minor]: none"
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,Single character memorization of partial characters is arranged according to the corresponding character order in GB/T 11383-1989.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Single character memorization of partial characters is arranged according to the corresponding character order in GB/T 11383-1989"" does not fully reflect the meaning of the source text, which states that the single character memorization is arranged according to the order of the corresponding characters in the GB/T 11383-1989 standard.
[Minor]: [accuracy/mistranslation] - The phrase ""partial characters"" in the translation does not accurately convey the meaning of the source text, which refers to ""部分字符"" (partial characters).
[Minor]: [accuracy/mistranslation] - The translation uses the term ""GB/T 11383-1989"" instead of the more common ""GB/I 11383-1989"" used in the source text."
67,7 码位分配,7 digit allocation,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""7 digit allocation"" does not fully capture the meaning of the source text ""7 码位分配"", which refers to the allocation of 7-digit codes or numbers.
[Minor]: none"
71,2.双字部分的码位分配,Code point allocation for two-character components.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Code point allocation for two-character components"" does not fully capture the meaning of the source text ""双字部分的码位分配"", which is more accurately translated as ""Allocation of code points for two-character components"".

[Minor]: [accuracy/addition] - The translation ""Code point allocation for two-character components"" adds the word ""for"" which is not present in the source text ""双字部分的码位分配""."
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The arrangement of code positions for the double-byte part is divided into two parts, 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code positions.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The translation omits the information about the total number of code positions (23,940).
[Minor]: [accuracy/mistranslation] - The translation uses ""0xFE7E"" instead of ""0xFE7F"" for the first range of code positions."
75,双字节 1 区 : 846 码位,"4,370 code points.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The English translation ""4,370 code points"" does not accurately reflect the meaning of the Chinese source text ""双字节 1 区 : 846 码位"", which states that the code points are 846, not 4,370."
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,192 character positions,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""192 character positions"" does not accurately reflect the meaning of the source text ""192 码位"".
[Minor]: none"
78,3.双字蔬部分编码空间结构图,Dual-character vegetable part encoding space structure diagram.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation ""Dual-character vegetable part encoding space structure diagram"" accurately conveys the meaning of the Chinese source text ""3.双字蔬部分编码空间结构图"". There are no accuracy errors in this translation."
84,表 3 中没有指明的四字节人码位分配见 6.3。,The four-byte character code assignments not specified in Table 3 are given in 6.3.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The translation does not mention that the four-byte character code assignments not specified in Table 3 are given in 6.3, which is the key information conveyed in the source text."
85,表 3 四字闻部分的码位安排,Table 3 Arrangement of code positions for four-character radical components.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Arrangement of code positions for four-character radical components"" does not fully capture the meaning of the source text ""四字闻部分的码位安排"", which is more specifically about the arrangement of code positions for four-character radical components.
[Minor]: no-error"
88,码位范围码位数字符数,"Code point range, code point count, character count.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The translation accurately conveys the meaning of the source text. There are no accuracy errors identified."
91,8 部分字符和代码的说明,8 parts of character and code description.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""character and code description"" does not fully capture the meaning of the source text ""字符和代码的说明"", which is more accurately translated as ""explanation of characters and codes"".
[Minor]: [accuracy/addition] - The translation adds the word ""parts"" which is not present in the source text."
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Level 1 implementation supports the single-byte encoding part, the double-season encoding part, and the four-character encoding part of the CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738).","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: accuracy/addition - The translation includes ""the single-byte encoding part, the double-season encoding part, and the four-character encoding part"", which are not explicitly mentioned in the source text.
[Minor]: accuracy/mistranslation - The translation uses ""CJK Unified Ideographs Extension A"" to refer to the range 0x8139EE39 - 0x82358738, which may not be the most accurate term."
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, the implementation of Level 2 includes the encoding of Chinese characters that are not included in Level 1 of the ""General Standard Chinese Character Set"".","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The phrase ""实现级别 2"" is translated as ""the implementation of Level 2"", which does not fully capture the meaning of ""achieving Level 2"".
[Minor]: accuracy/omission - The translation does not include the phrase ""《通用 规范 汉字 表 }中"", which is present in the source text."
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and supporting software shall meet the requirements of implementation level 2.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""System software and supporting software shall meet the requirements of implementation level 2"" does not fully reflect the meaning of the source text ""System software and supporting software shall meet the requirements of implementation level 2.""
[Minor]: none"
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","System software and document software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36475 for information on software product classification).","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source text. There are no significant accuracy errors."
107,实现级别 3 包含实现级别 2。,Maturity level 3 includes maturity level 2.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Maturity level 3 includes maturity level 2"" does not accurately reflect the meaning of the source text ""实现级别 3 包含实现级别 2"", which indicates that maturity level 3 encompasses maturity level 2."
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,The products used for government services and public services should meet the requirements of achieving Level 3 accessibility.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""The products used for government services and public services should meet the requirements of achieving Level 3 accessibility"" does not fully reflect the meaning of the source text, which states that the products ""should meet the requirements of achieving Level 3 accessibility"".
[Minor]: none"
111,附录 A (规范性 ),Appendix A (Normative).,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation ""Appendix A (Normative)"" accurately reflects the meaning of the Chinese source text ""附录 A (规范性)"". There are no accuracy errors in this translation."
112,双字字符表,Character set.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/mistranslation] - The translation ""Character set"" does not fully capture the meaning of the source text ""双字字符表"", which refers to a set of characters or a character set."
115,A.2 表的说明,Table description,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The translation ""Table description"" accurately conveys the meaning of the source text ""A.2 表的说明"". There are no accuracy errors identified in this translation."
117,第一字节第二字节低位,the first byte the second byte low bit,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""the first byte the second byte low bit"" does not accurately reflect the meaning of the source text ""第一字节第二字节低位"".
[Minor]: none"
121,表意文字描述符,Ideographic description characters.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Ideographic description characters"" does not fully capture the meaning of the source text ""表意文字描述符"", which refers to a specific type of character used in written Chinese.
[Minor]: none"
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Graphic, Code Position, and Functional Description of Ideographic Description Characters","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source text. There are no significant accuracy errors identified."
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code positions of this document are similar but not equal to the code positions of GB/T 13000, used to express external characters by borrowing certain characters.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""used to express external characters by borrowing certain characters"" does not fully capture the meaning of the source text, which states that the code positions are ""similar but not equal to the code positions of GB/T 13000, used to express external characters by borrowing certain characters.""
[Minor]: accuracy/addition - The translation includes the phrase ""of this document"" which is not present in the source text."
130,全包围结构,Unibody structure.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Unibody structure"" does not accurately convey the meaning of the Chinese source text ""全包围结构"" which refers to a ""full-wrap around structure""."
133,回右包围结构,Encircle and surround.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Encircle and surround"" does not fully capture the meaning of the Chinese source ""回右包围结构"", which suggests a specific military tactic of encircling and surrounding the enemy.
[Minor]: none"
136,回右上包围结构,Surround the upper right structure.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Surround the upper right structure"" does not accurately reflect the meaning of the source text ""回右上包围结构"" which means ""Surround the structure in the upper right"".
[Minor]: none"
140,C.1 表的内容,The content of the table.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation adds the phrase ""The content of the"" which is not present in the source text."
145,D.1 调整过的 18 个GB/T 13000 代码位置,Adjusted 18 GB/T 13000 code positions.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Adjusted 18 GB/T 13000 code positions"" does not accurately reflect the meaning of the source text ""调整过的 18 个GB/T 13000 代码位置"". The translation does not specify that the adjustment was made to 18 individual GB/T 13000 code positions.
[Minor]: none"
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: accuracy/mistranslation - The translation ""GB/T 13000 code positions"" does not accurately reflect the meaning of the source text ""GB/T 13000 码位"", which refers to the code positions in the GB/T 13000 standard."
149,D.2 在双字闻区删除的 6 个汉字构件,六个汉字构件,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The translation omits the specific number ""6"" from the source text, which is important information."
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,九个 CJK 兼容汉字,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The translation omits the phrase ""在双字下区删除的"" which is present in the source text.
[Minor]: [accuracy/mistranslation] - The translation ""九个 CJK 兼容汉字"" does not fully capture the meaning of the source text ""9 个 CJK 兼容汉字"", as the source specifies that these are the 9 CJK compatible characters that were deleted."
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Nine CJK Compatibility Ideographs Removed and Their Code Positions,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source text. There are no significant accuracy errors."
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"The code positions of the characters in the ""General Standard Chinese Character Set"" (informative).","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The translation accurately conveys the meaning of the source text. There are no significant accuracy errors."
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document contains the full 8,105 standard Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source text. There are no significant accuracy errors identified."
159,GB/ 工 36475 软件产品分类,Software Product Classification GB/T 36475.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Software Product Classification GB/T 36475"" does not fully reflect the meaning of the source text ""GB/ 工 36475 软件产品分类"", which is a classification standard for software products in China.
[Minor]: [accuracy/omission] - The translation omits the ""GB/"" prefix, which is an important part of the standard's name."
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If there is a conflict between the manual page and the software, please refer to the Info.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""refer to the Info"" does not accurately reflect the meaning of the source text, which is asking the user to ""check the Info"" if there is a conflict between the manual page and the software.
[Minor]: none"
170,源文件后级名指出语言种类以及后期的操作:,source file suffix indicates the language type and subsequent operations,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - The translation ""source file suffix indicates the language type and subsequent operations"" does not fully capture the meaning of the source text, which is about how the file extension indicates the language type and subsequent operations to be performed.
[Minor]: None"
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""preprocessing, compiling, assembling"" does not fully reflect the meaning of the source text ""预处理, 编译,汇编"", which refers to the stages of processing a C source program.
[Minor]: [accuracy/addition] - The translation ""C source program"" adds the word ""source"" which is not present in the source text "".c C 源程序""."
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""preprocessing, compiling, assembling"" does not fully capture the meaning of the source text "".m Objective-C source code; preprocessing, compiling, assembling"". The source text is referring to the stages of the Objective-C compilation process, while the translation focuses more on the general compilation process.
[Minor]: [accuracy/addition] - The translation ""source code"" is an addition that is not present in the source text."
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed C file; compile, assemble.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Preprocessed C file; compile, assemble"" does not fully capture the meaning of the source text ""预处理后的 c 文件;编译,汇编"". The source text refers to the process of preprocessing a C file, compiling it, and then assembling it, while the translation only mentions the preprocessing and compilation/assembly steps without the full context.
[Minor]: [accuracy/omission] - The translation omits the specific mention of ""汇编"" (assemble) in the source text."
182,.a 归档库文件(Archive file),Archive file,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/mistranslation] - The translation ""Archive file"" does not fully capture the meaning of the source text ""归档库文件 (Archive file)"". The source text refers to a ""file in an archive"", while the translation simply says ""Archive file"", which could be interpreted more broadly."
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the full process), linking is always the final step.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source text. There are no accuracy errors identified."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,separate options,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""separate options"" does not accurately reflect the meaning of the source text, which is about the options needing to be presented separately, not just separated.
[Minor]: accuracy/addition - The translation includes the phrase ""must be"" which is not present in the source text."
187,这里只列举不是默认选项的格式.,Here are the listed formats that are not the default options.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Here are the listed formats that are not the default options"" does not fully reflect the meaning of the source text ""这里只列举不是默认选项的格式.""
[Minor]: none"
190,总体选项 (Overall Option),Overall Option,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The translation ""Overall Option"" accurately conveys the meaning of the source text ""总体选项"". There are no accuracy errors in this translation."
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name).,"MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: accuracy/mistranslation - ""language"" should be translated as ""语言"" instead of ""language"".
[Minor]: none"
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specification, so process the file based on the file name (use the `-x' option).","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - The translation ""process the file based on the file name (use the `-x' option)"" does not accurately reflect the meaning of the source text, which is about closing any explicit language specification and processing the file based on the file name.
[Minor]: None"
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only operate on a part of the four stages (preprocessing, compilation, assembly, and linking), you can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Kan du [skapa] problemet?"" does not accurately reflect the meaning of the source text ""Could you elaborate on the issue?"". The Swedish word ""skapa"" means ""create"" which is incorrect in this context.
[Minor]: [accuracy/addition] - The translation includes the word ""[todos]"" which is not present in the source text ""That way you can be sure that you were the one who made the changes."""
196,"编译后即停止, 不进行汇编件.","Compilation stops immediately, no assembly is performed.","MQM annotations:
Accuracy Errors
[Major]: accuracy/omission - The translation does not mention that ""no assembly is performed"" after compilation, which is an important part of the source text meaning."
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","During the different stages of the compilation process, use pipes instead of temporary files to work, because those system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The C ""dialect"" that the assembler can accept: supports C programs that conform to the ANSI standard.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""those system assemblers cannot read data from pipes"" does not accurately reflect the meaning of the source text, which states that the system assemblers cannot read data from pipes, but the GNU assembler does not have this problem.
[Minor]: [accuracy/addition] - The translation ""supports C programs that conform to the ANSI standard"" adds the word ""supports"" which is not present in the source text."
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Normally, a function like foo in C++ means the parameters are empty.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Normally, a function like foo in C++ means the parameters are empty"" does not fully capture the meaning of the source text, which states that in C++, a function like ""foo"" normally implies that the parameters are empty.

[Minor]: no-error

The translation accurately conveys the intended meaning of the source text, with the exception of a minor mistranslation in the phrasing. The overall meaning is still clear and understandable."
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details, we have removed the specifics so that when the content becomes outdated, people will not HERI.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""HERI"" is not accurately translated from the source text."
204,他和`-Ethis-is-variable' 选项的果一样.,He and the `-Ethis-is-variable' option are the same.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""He and the `-Ethis-is-variable' option are the same"" does not accurately reflect the meaning of the source text ""他和`-Ethis-is-variable' 选项的果一样."" The source text suggests that the person and the `-Ethis-is-variable' option have the same result/outcome, but the translation does not convey this meaning.
[Minor]: none"
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,The traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""attempts to support certain aspects of the traditional Cc preprocessor"" does not fully capture the meaning of the source text, which states that the ""traditional-cpp"" (a tool) tries to support certain aspects of the traditional Cc preprocessor.
[Minor]: none"
