index,original,zero_shot_translation,reference_translation
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,Single character memorization of partial characters is arranged according to the corresponding character order in GB/T 11383-1989.,Certain characters in single-character remarks are organized in the same sequence as their GB/I 11383-1989 counterparts.
67,7 码位分配,7 digit allocation,7 Code point allocation
71,2.双字部分的码位分配,Code point allocation for two-character components.,Code distribution for double word section.
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The arrangement of code positions for the double-byte part is divided into two parts, 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code positions.",The double-byte part's code bit layout is split into two sections with a combined 23940 code bits each: 0x8140-0xFE7E and 0x8180-0xFEFE.
75,双字节 1 区 : 846 码位,"4,370 code points.",Dual-byte region 1: 846 code syllables
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,192 character positions,The first byte 0xA8~0xA9 double-byte area 5: 192 yards
78,3.双字蔬部分编码空间结构图,Dual-character vegetable part encoding space structure diagram.,3. Double-word vegetable diagram of partial encoding space
84,表 3 中没有指明的四字节人码位分配见 6.3。,The four-byte character code assignments not specified in Table 3 are given in 6.3.,See 6.3 for the task of four-byte human code focuses not indicated in Table 3.
85,表 3 四字闻部分的码位安排,Table 3 Arrangement of code positions for four-character radical components.,Table 3 Course of action of code focuses within the four-character news portion
88,码位范围码位数字符数,"Code point range, code point count, character count.",Code digit count and range
91,8 部分字符和代码的说明,8 parts of character and code description.,Chars & Codes Explained
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Level 1 implementation supports the single-byte encoding part, the double-season encoding part, and the four-character encoding part of the CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738).","Realize the single-byte coded parcel, double-season coded portion, and four-character subcoded parts of this record utilizing the CJK bound together Chinese characters (that is, 0x82358F33-0x82359636) and CJK bound together Chinese characters expanded A (that is, 0x8139EE39-0x82358738)."
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, the implementation of Level 2 includes the encoding of Chinese characters that are not included in Level 1 of the ""General Standard Chinese Character Set"".","The coded Chinese characters within the ""Common Detail Chinese Character Table,"" which are truant from the genuine level 1 execution, are moreover upheld."
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and supporting software shall meet the requirements of implementation level 2.,Framework computer program and assistant program must follow to level 2 benchmarks.
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","System software and document software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36475 for information on software product classification).","Note: Working frameworks, database administration frameworks, and middleware are cases of framework program and supporting program. But they are not the as it were ones (see GB/Work 36475 for points of interest on computer program item classification)."
107,实现级别 3 包含实现级别 2。,Maturity level 3 includes maturity level 2.,Execution level 3 contains execution level 2.
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,The products used for government services and public services should meet the requirements of achieving Level 3 accessibility.,Things utilized for open and administrative administrations must follow to level 3 determinations.
111,附录 A (规范性 ),Appendix A (Normative).,Reference section A (Regulating)
112,双字字符表,Character set.,twofold character table
115,A.2 表的说明,Table description,A.2 Clarification of the table
117,第一字节第二字节低位,the first byte the second byte low bit,The primary and moment bytes are moo
121,表意文字描述符,Ideographic description characters.,Ideographic descriptor
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Graphic, Code Position, and Functional Description of Ideographic Description Characters","Table B.1 gives utilitarian, realistic, and code-location definitions of ideographic descriptors"
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code positions of this document are similar but not equal to the code positions of GB/T 13000, used to express external characters by borrowing certain characters.","In terms of work portrayal, the code focuses in this report are comparable to those in GB/T 13000 and are utilized to communicate outside characters by appropriating a particular word"
130,全包围结构,Unibody structure.,Completely encased structure
133,回右包围结构,Encircle and surround.,Back right encasing structure
136,回右上包围结构,Surround the upper right structure.,Return to the upper right walled in area
140,C.1 表的内容,The content of the table.,C.1 Substance of the table
145,D.1 调整过的 18 个GB/T 13000 代码位置,Adjusted 18 GB/T 13000 code positions.,18 GB/T 13000 code places were balanced in D.1
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,The GB/T 13000 code point related to this record is this archive and GB 18030-2005
149,D.2 在双字闻区删除的 6 个汉字构件,六个汉字构件,"D.2 Within the Shuangzi Wen locale, six Chinese character components have been expelled"
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,九个 CJK 兼容汉字,D.3 Lower Twofold Word Region Evacuated 9 CJK Compliant Chinese Characters
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Nine CJK Compatibility Ideographs Removed and Their Code Positions,Table D.3: Code Areas for the Expelled Nine CJK Compliant Chinese Characters
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"The code positions of the characters in the ""General Standard Chinese Character Set"" (informative).","Open reference sections (instructive) Chinese characters' ""Common Standard Chinese Character List"" code positions"
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document contains the full 8,105 standard Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","This archive incorporates all 8,105 standardized Chinese characters from the 2013 discharge of the People's Republic of China's State Council's Fourth Common Standardized Chinese Character List, their code areas and glyphs are recorded in Table 1."
159,GB/ 工 36475 软件产品分类,Software Product Classification GB/T 36475.,GB/Work 36475 Computer program Item Classification
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If there is a conflict between the manual page and the software, please refer to the Info.",Check the Data area in the event that you find a contrast between the man page and the program
170,源文件后级名指出语言种类以及后期的操作:,source file suffix indicates the language type and subsequent operations,The dialect sort and ensuing operations are shown by the post-level title of the source record:
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling",".C source code that does preprocessing, compilation, and gathering"
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","Preprocessing, compilation, and gathering for the.m Objective-C source program"
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed C file; compile, assemble.","Preprocessing, compilation, and gathering for the.m Objective-C source program"
182,.a 归档库文件(Archive file),Archive file,.a File record (Document record)
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the full process), linking is always the final step.","Within the nonattendance of the -cec, -s, or -E choices, connecting is continuously the final step (or compilation blunders avoid the total prepare)."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,separate options,"Parameters must be indicated separately since ""de"" and ""-d -r"" are totally diverse."
187,这里只列举不是默认选项的格式.,Here are the listed formats that are not the default options.,"Here, as it were designs that are not among the standard choices are recorded."
190,总体选项 (Overall Option),Overall Option,In general Choice
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name).,Demonstrate clearly that dialect is the dialect of any extra input records (rather than the default choice from the conclusion of the filename).
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specification, so process the file based on the file name (use the `-x' option).","To guarantee that taking after records are handled in agreement with the record title RE AS E ""-x"" choice, cripple any express dialect determination."
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only operate on a part of the four stages (preprocessing, compilation, assembly, and linking), you can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","You'll be able utilize the ""-x"" choice (or Ok taking after the record title) to tell Geo where to begin in the event that you fair work a parcel of the four phases (preprocessing, compilation, get together, and connecting). You'll utilize the “-c,” “-s,” or the “-E” alternative to tell Geo where to end, be mindful that a few choices, such “-x cpp-output -E,” cause MEF to break even with 0, ETER, compile or put together source records. ATI Period GCC substitutes the source record title by default with "".o"" and "".ec."" The -o alternative permits the choice of extra names, after the -ec alternative, GCC overlooks any unrecognized input content. -S F anything."
196,"编译后即停止, 不进行汇编件.","Compilation stops immediately, no assembly is performed.",Stops after compilation and does not perform get together.
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","During the different stages of the compilation process, use pipes instead of temporary files to work, because those system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The C ""dialect"" that the assembler can accept: supports C programs that conform to the ANSI standard.","Since the constructing agents on those frameworks cannot examined from channels, utilize channels instead of brief records to move between the different compilation stages, this issue does not exist within the GNU constructing agent, constructing agents can utilize C ""lingos"" that bolster ANSI-compliant standard C programs."
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Normally, a function like foo in C++ means the parameters are empty.","In C++, a function like foo often indicates that the argument is empty."
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details, we have removed the specifics so that when the content becomes outdated, people will not HERI.",Subtle elements can be found within the NU c handbook; we evacuated them so that perusers wouldn't HERI when the data was not pertinent.
204,他和`-Ethis-is-variable' 选项的果一样.,He and the `-Ethis-is-variable' option are the same.,"It has the same impact as the ""-Ethis-is-variable"" alternative."
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,The traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,-traditional-cpp bolsters a number of highlights of the customary Cc preprocessor.
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","The corresponding, if the default option `-fno-external-templates` is used during compilation, all template instances are explicitly set to be inline.","Hence, all format occasions are expressly indicated as built-ins when compiling with the default ""-fno-exteznal-templates"" choice."
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a virtual function can be called directly; in such cases, it will call the function directly.","A virtual work may once in a while be able to be called specifically in case the compiler decides it can; in this case, it'll be."
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void.-fthis-—is-variable allows assignment to this (C++ only).,Such an expression incorporates a esteem of Void. Task to typically permitted (as it were in C++) utilizing the hail -fthis—is-variable.
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, and its opposite option, make the program work with the corresponding default values.",This choice and its inverse constrain the identical default behavior for that program.
231,"如果没有明确声明 ` signed' 或 ""unsigned'修饰符, 这些选项用来定义有符号位域 (bitfield) 或无符号位域.","If no explicit `signed' or `unsigned' modifier is stated, these options are used to define signed bitfields or unsigned bitfields.",These alternatives are utilized to characterize marked or unsigned bitfields in case no “signed” or “unsigned” modifiers are explicitly given.
234,"这是为了兼容一些老程序,他们算改字符串常量是一个非常糟糕的想法、`-traditional' 选项也有相同效果.","This is to be compatible with some old programs, they think that changing string constants is a very bad idea, the `-traditional' option also has the same effect.","Typically done to guarantee compatibility with more seasoned applications that do not think it's a great thought to alter string constants, the same result is accomplished utilizing the “-traditional” choice."
237,其影响可能类似于2008年的经济危机,The impact may be similar to the economic crisis of 2008.,The impacts can be comparable to the monetary emergency of 2008
239,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,"In many countries, this disease has overwhelmed medical service institutions, bringing them close to collapse, and the restrictive measures implemented by governments have caused serious disruption in the global economy.","The affliction has disabled wellbeing frameworks in a few countries to the point of collapse, and government confinements have seriously disturbed the world economy."
241,一些生产者可能会被迫寻找新的方法来制造毒品，因为限制流动的同时也限制了前体和基本化学品的获取。,"Some producers may be forced to seek new methods to manufacture drugs, as restrictions on mobility also limit access to precursors and basic chemicals.","Due to the constrained get to to antecedents and essential chemicals caused by development confinements, certain makers may be obliged to create modern strategies of medicine generation."
249,一些国家有大量毒品通过商业航班走私，预计这些国家的贩毒活动受到的直接影响最大。,"Some countries have a large amount of drugs smuggled through commercial flights, and it is expected that the drug trafficking activities in these countries will be most directly affected.",Nations where noteworthy sums of opiates are snuck on commercial flights are expected to be most extremely affected.
259,世界各地的吸毒现象一直在增多，无论是从总体数字还是从吸毒者在世界人口中所占比例来看都是如此。,"The phenomenon of drug abuse is constantly increasing worldwide, whether in terms of the overall numbers or the proportion of drug users in the world population.",Both the outright number of individuals utilizing drugs and the rate of the worldwide populace utilizing drugs have been rising.
262,"这在一定程度上反映了这一期间总体人口增长的差异、发达国家为7%,发展中国家为28%但也反映了发展中国家年 轻人口增长较快。","This to a certain extent reflects the difference in overall population growth during this period, with developed countries at 7% and developing countries at 28%, but it also reflects the faster growth of the young population in developing countries.","This to some degree reflects the reality that worldwide populace development amid the time shifted between industrialized and creating nations, at 7% and 28%, separately, but it moreover reflects the more youthful populaces in poorer nations developing more rapidly."
263,青少年和年轻成年人在吸毒者中所占比例最大。,The proportion of adolescents and young adults is the highest among drug users.,Youthful individuals and young people account for the larger part of sedate clients.
266,无论是发达国家还是发展中国家，城市地区的吸毒情况都多于农村地区。,"Regardless of whether it is a developed country or a developing country, the drug abuse situation in urban areas is more serious than in rural areas.","Urban zones are more likely than country ones to have a sedate issue, both in created and creating countries."
267,吸毒情况总体增多的部分原因是人口从农村向城镇的大规模流动一目前全世界人口有一半以上生活在城市地区，而1960年这一比例为34%。,"The overall increase in drug abuse is partly due to the large-scale migration of the population from rural to urban areas - currently, more than half of the world's population lives in urban areas, compared to 34% in 1960.","More than half of the world's populace presently lives in urban locales, up from 34% in 1960, and this colossal relocation from rustic to urban regions is to a great extent to fault for the common rise in sedate utilize."
268,城市化可能是毒品市场未来动态的一个关键因素，特别是在城市化趋势更为突出的发展中国家。,"City-ization may be a key factor in the future dynamics of the drug market, especially in developing countries where urbanization trends are more pronounced.","Urbanization may play a critical part within the dynamics of sedate markets within the future, especially in developing countries where urbanization is more articulated."
273,来自少数几个国家的数据表明，有害的吸毒模式与病症同低收入之间存在联系。,The data from a few countries indicates that harmful drug use patterns are associated with low-income conditions.,"Moo pay and unsafe medicate utilize designs and conditions are related, agreeing to information from a little number of countries."
274,这些模式在较富裕的社会阶层似乎不太常见。,These patterns seem to be less common among the more affluent social strata.,These patterns appear to be less predominant among financial classes with more prominent riches.
277,新冠肺炎或将导致毒品市场进一步扩张新冠肺炎的大流行可能会导致更多农民增加或从事非法作物种植，或是因为国家主管机关的控制能力降低，或是因为在经济危机之下可能有更多人不得不铤而走险，从事非法活动。,"The COVID-19 pandemic may lead to further expansion of the drug market. The COVID-19 pandemic may cause more farmers to increase or engage in the cultivation of illegal crops, either due to a decrease in the control capabilities of the competent national authorities, or because more people may be forced to take risks and engage in illegal activities under the economic crisis.","The pharma showcase seem develop encourage as a result of COVID-19, got to take chances and do illegal things."
283,会员国的国内市场每年约有500种新型活性物质。,The domestic market of member countries has about 500 new active substances every year.,"On the residential showcase of Part States, around 500 modern dynamic chemicals are presented each year."
286,"在2014年确定的新型精神活性物质种类总数中，类阿片新型精神活性物质仅占2%,但到2018年，这一数字己上升至9%。","In the total number of new psychoactive substances identified in 2014, opioid-type new psychoactive substances accounted for only 2%, but by 2018 this figure had risen to 9%.","In 2014, opioid NPS made up fair 2% of all NPS found; by 2018, this extent had expanded to 9%."
287,类阿片新型精神活性物质中有许多是芬太尼的类似物，其药效和危害已得到证明，在北美导致了过量死亡事件，其他区域也有，但程度较轻。,"Many of the novel psychoactive substances in the opioid-like class are fentanyl analogues, whose pharmacological effects and harms have been demonstrated. They have led to overdose deaths in North America, and have also occurred in other regions, though to a lesser extent.","Overdose passing from NPS opioids, numerous of which are fentanyl analogs, have been reported in North America and, to a lesser degree, abroad."
288,在北美，芬太尼有的用作海洛因和其他毒品（包括可卡因和甲基苯丙胺）的掺杂剂，有的用来制造假冒的药用类阿片。,"In North America, fentanyl is used as an adulterant in heroin and other drugs (including cocaine and methamphetamine), and is also used to manufacture counterfeit pharmaceutical opioids.",Fentanyl is utilized in North America to create fake pharmaceutical painkillers or as a doping specialist for heroin and other substances like cocaine and methamphetamine.
290,2新型精神活性物质的使用可能会逐渐牢固存在于弱势群体中,The use of new psychoactive substances may gradually become entrenched among vulnerable populations.,2 Modern psychoactive sedate utilize seem ended up broadly acknowledged in vulnerable communities
295,贩毒者和制毒者一直在寻找替代品一不仅有管制较松的物质，还有专门为规避管制而设计的化学品，即所谓的“特制前体”。,"Drug traffickers and drug manufacturers have been looking for substitutes, not only substances with less stringent controls, but also chemicals specifically designed to circumvent controls, the so-called ""specially designed precursors"".","Medicate makers and traffickers are continually investigating for substitutes, counting not as it were less entirely controlled drugs but moreover substances made intentioned to urge over existing directions, or ""architect antecedents."""
296,旨在阻止新冠肺炎传播的限制性措施很可能使依赖前体化学品的制毒者受到进一步挤压。,The restrictive measures aimed at preventing the spread of COVID-19 are likely to further squeeze drug manufacturers who rely on precursor chemicals.,Medicate producers who depend on antecedent chemicals would certainly feel the impacts of prohibitive measures planning to halt the spread of COVID-19.
297,来自墨西哥的证据表明，这已经成为 现实：据报告，2020年3月，从东亚进口的甲基苯丙胺前体短缺促使墨西哥和美国的甲基苯丙胺价格上涨。,"The evidence from Mexico indicates that this has become a reality: According to reports, in March 2020, a shortage of methamphetamine precursors imported from East Asia led to a rise in the price of methamphetamine in Mexico and the United States.","Information from Mexico infers that this is often as of now the case: in Walk 2020, Mexico and the Joined together States detailed cost rises for methamphetamine due to deficiencies of forerunners provided from East Asia."
305,阿富汗和伊拉克甲基苯丙胺市场增长,The Afghan and Iraqi methamphetamine markets are growing.,Showcase development for methamphetamine in Afghanistan and Iraq
309,最近，伊拉克当局发现了多个甲基苯丙胺加工点，麻管局已对伪麻黄碱制剂的大批进口表示关切一甲基苯丙胺加工点将这些制剂用作前体。,"Recently, the Iraqi authorities have discovered multiple methamphetamine production sites, and the drug control agency has expressed concern over the large-scale importation of pseudoephedrine preparations, as these sites are using these preparations as precursors for the production of methamphetamine.","The Board has voiced stress with respect to the importation of critical sums of pseudoephedrine arrangements, which are utilized as antecedents by methamphetamine research facilities, in light of the later disclosure of methamphetamine research facilities by Iraqi specialists."
311,自那时起，甲基苯丙胺的缉获量一直在稳步上升。,"Since then, the seizure of methamphetamine has been steadily increasing.","Since at that point, methamphetamine seizures have been steadily expanding."
312,但2019年上半年的缉获量一^657公斤——与上一年相比大幅骤增。,But the amount seized in the first half of 2019 was 657 kilograms - a sharp increase compared to the previous year.,"But compared to the earlier year, seizures within the to begin with half of 2019 come to 657kg, a noteworthy increment."
318,在美国最早通过立法的两个州科罗拉多州和华盛顿州，成年人非医疗使用大麻的情况增加，特别是过去一个月以及每天或几乎每天使用的情况增多，自2012年起便已超过了全国平均水平。,"Colorado and Washington were the first two states in the United States to pass legislation allowing for the non-medical use of cannabis by adults. The prevalence of past-month and daily or near-daily cannabis use has increased in these states, exceeding the national average since 2012.","Grown-up non-medical pot utilize has surged, particularly within the past month, and day by day or nearly every day utilize has surpassed the national normal since 2012 in Colorado and Washington, two of the primary US states to endorse laws."
323,全球大麻药草缉获量暴跌的背后原因是大麻合法化？,The reason behind the drastic drop in the global seizure of cannabis herbs is the legalization of cannabis?,Is the sharp decrease in worldwide seizures of pot herb due to cannabis legalization?
326,对新型精神活性物质的监管似乎有遏制作用在国内对新型精神活性物质的监管效果仍然很难评估。,"The regulation of new psychoactive substances seems to have a suppressive effect, but the effectiveness of domestic regulation of new psychoactive substances is still difficult to assess.","NPS control shows up to have a dissuasive impact, it is still challenging to assess the household control of NPS."
327,一些对新型精神活性物质采用不同监管制度的国家显示出不同的新型精神活性物质使用流行率。,Some countries with different regulatory systems for new psychoactive substances show different prevalence rates of new psychoactive substance use.,The predominance of NPS utilize changes among a few countries with particular NPS administrative systems.
328,在另一些国家，通过国内立法后，新型精神活性物质使用情况有所减少。,"In some other countries, the use of new psychoactive substances has decreased after domestic legislation.","With the sanctioning of household enactment, the utilize of NPS has diminished in different countries."
333,"据估计，低收入和中等收入国家的人口占全球人口的88%,但消费的药用类阿片却不到10%。","According to estimates, the population of low-income and middle-income countries accounts for 88% of the global population, but they consume less than 10% of the medical opioids.","In spite of the fact that moo- and middle-income countries are thought to be domestic to 88% of the world's populace, they as it were utilize 10% of all pharmaceutical opioids."
334,获取药用类阿片的障碍与许多因素有关，包括立法、文化、卫生系统和处方做法。,"The barriers to accessing medicinal opioids are related to many factors, including legislation, culture, healthcare systems, and prescription practices.","Enactment, culture, healthcare frameworks, and endorsing hones are some of the numerous components that might make obstructions to getting to pharmaceutical opioids."
343,全球范围的有限数据表明，迷醉可能是杀人的一个重要因素。,The limited data available globally suggests that intoxication may be an important factor in homicide.,"Inebriation may play a critical part in crime, agreeing to constrained information from around the world."
351,据估计，2018年使用大麻的有 1.92 亿人，使之成为全球使用最多的毒品。,"According to estimates, in 2018 there were 192 million people using cannabis, making it the most widely used illicit drug globally.",Cannabis was the top substance used globally in 2018 by 0.192 billion people.
354,"在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。","In 2017, an estimated 167,000 deaths were related to drug use disorders, of which 66% were caused by these substances. Of the estimated 21 million years of life lost due to disability or premature mortality attributed to drug use, 50% were caused by these substances.","50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals."
368,兴奋剂领域以可卡因和甲基苯丙胺为主，这两种物质在其主要市场的使用量都在上升。,"Stimulants are mainly represented by cocaine and methamphetamine, and the usage of these two substances is increasing in their major markets.","Cocaine and methamphetamine, which both have rising use in their key areas, dominate the stimulant market."
