index,original,translated,terminology_annotation
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют контекстуально разрешать неоднозначность значений символов.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""contextual disambiguation"" should have been translated according to the glossary, but it was not applied in the Russian translation.
```"
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,Мне очень понравилось пообщаться с Пенни и Николасом из Ashanti Development на выходных и обсудить их успехи.,"```
MQM annotations:
Terminology errors:
None
```"
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Мне посчастливилось провести незабываемые шесть месяцев вместе с Николасом в 2011 году, поддерживая ряд проектов.","```
MQM annotations:
Terminology errors:
no-error
```"
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как гусеница совки, которая может уничтожать посевы кукурузы.","```
MQM annotations:
Terminology errors:
major: WRONG TERM - The term ""гусеница совки"" is used for ""fall armyworm,"" which is not the correct term in Russian. The correct term should be ""осенний червь"" or ""осенний совка.""
```"
53,The UPS store near me won't allow me to write a label or write on the box.,Магазин UPS рядом со мной не позволяет мне писать этикетку или писать на коробке.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""UPS store"" should have been translated as ""магазин UPS"" in Russian, but it was not applied correctly.
```"
55,They won't allow me to tell them the address it's going to and who is shipping it.,"Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет.","```
MQM annotations:
Terminology errors:
None
```"
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня $2.25 за это ""удобство"".","```
MQM annotations:
Terminology errors:
no-error
```"
64,The ratings--seeking delusional irresponsibility of it all.,Рейтинго-ищущая бредовая безответственность всего этого.,"```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""рейтинго-ищущая"" is a literal translation of ""ratings-seeking"" and does not fit well in the context. A more appropriate term should be used to convey the intended meaning in Russian.
```"
65,It can't be repeated.,Это нельзя повторить.,"```
MQM annotations:
Terminology errors:
None
```

Explanation: The source text ""It can't be repeated."" and the translation ""Это нельзя повторить."" do not contain any glossary terms that require annotation for terminology errors. The translation is accurate and does not involve any specific glossary entries that would be subject to terminology error categorization."
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень сквозистый подвал, что, по сути, означает, что там может укрываться много грызунов.","```
MQM annotations:
Terminology errors:
None
```"
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","За последний месяц или около того появилось много признаков увеличения числа грызунов, что было особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.","```
MQM annotations:
Terminology errors:
None
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","Кстати, я пробовал почти все ""гуманные"" ловушки на рынке, но с очень небольшим успехом.","```
MQM annotations:
Terminology errors:
no-error
```"
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но не собираюсь обсуждать этику убийства мышей.","```
MQM annotations:
Terminology errors:
None
```

In this translation task, there are no terminology errors related to glossary entries. The translation correctly reflects the source text without any issues in terminology application or context."
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, которые стимулируют более активную предпринимательскую деятельность.","```
MQM annotations:
Terminology errors:
None
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","```
MQM annotations:
Terminology errors:
None
``` 

In this case, there are no terminology errors in the translation. The glossary terms are applied correctly and fit the context without any typos or capitalization issues."
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".","```
MQM annotations
Terminology errors:
no-error
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.","```
MQM annotations:
Terminology errors:
no-error
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.","```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - The term ""трампизма"" should be capitalized as ""Трампизма"" in Russian to match the capitalization of ""Trumpism"" in the source text.
```"
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят.","```
MQM annotations:
Terminology errors:
None
```"
90,And they are truly nuts.,И они действительно сумасшедшие.,"```
MQM annotations:
Terminology errors:
no-error
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""anti-Trump"" was not applied correctly in the translation. Instead of ""антитрамп"", the translation used ""антиреспубликанскими"", which means ""anti-Republican"" and does not accurately reflect the original term.
```"
95,Yell back at those who would try to talk over us.,"Кричите в ответ на тех, кто пытается нас перебить.","```
MQM annotations:
Terminology errors:
no-error
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.","```
MQM annotations:
Terminology errors:
None
```"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","```
MQM annotations:
Terminology errors:
critical: WRONG TERM - The name ""Jan"" should not be translated as ""Ян"" in Russian, as it refers to a female name in the context, which is typically ""Джан"" or ""Жан"" in Russian.
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""4,000"" should have been translated as ""4000"" in Russian to match the source.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"```
MQM annotations:
Terminology errors:
Critical: Wrong Term - ""CNN"" should be in uppercase as it is a proper noun and an acronym.
```"
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""network"" should have been translated according to the glossary specification.
```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прийти к середине следующей недели.,"```
MQM annotations:
Terminology errors:
none
```

In this case, there are no terminology errors in the translation. The glossary terms in the source text are correctly applied in the target text, and there are no issues with typos, capitalization, or inflection related to terminology."
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,"```
MQM annotations:
Terminology errors:
no-error
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Plymouth Fury"" should have been retained in English as it is a proper noun and a specific car model name.
Major: TERM NOT APPLIED - The term ""Christine"" should have been retained in English as it is a proper noun and the name of the car.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","```
MQM annotations:
Terminology errors:
no-error
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","```
MQM annotations:
Terminology errors:
no-error
```"
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","```
MQM annotations
Terminology errors:
no-error
```"
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие становятся хуже.,"Based on the provided source and translation, there are no glossary entries highlighted in blue, so there are no terminology errors to annotate. Therefore, the output will indicate that there are no terminology errors.

```
MQM annotations:
Terminology errors:
None
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","```
MQM annotations:
Terminology errors:
None
```"
133,That vessel is off-limits.,Это судно запрещено.,"```
MQM annotations:
Terminology errors:
major: TERM NOT APPLIED - The term ""off-limits"" should be translated according to the glossary, but ""запрещено"" does not match the specified term.
```"
135,She is irrelevant to me.,Она не имеет для меня значения.,"```
MQM annotations:
Terminology errors:
None
```"
139,I gripe about dad-ification a lot.,Я много жалуюсь на превращение в отца.,"```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""dad-ification"" is translated as ""превращение в отца,"" which does not accurately convey the informal and cultural nuance of the term. A more fitting translation should capture the concept of adopting stereotypical fatherly behaviors or characteristics.
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""dad-ification"" was not translated or adapted correctly in the target language.
```"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","```
MQM annotations:
Terminology errors:
None
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Dad-ification"" was not translated according to the glossary specification.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","```
MQM annotations
Terminology errors:
critical: TERM NOT APPLIED - The term ""Dad-ification"" was not translated according to the glossary specification.
```"
151,- More details are in the full blog post.,- Более подробная информация в полном блоге.,"```
MQM annotations:
Terminology errors:
major: TERM NOT APPLIED - The term ""blog post"" should be translated as ""публикация в блоге"" according to the glossary, but it was translated as ""полный блог.""
```"
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим выбором для быстрого создания пользовательского интерфейса.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Dart"" should be capitalized in Russian as it is a proper noun, but it is not highlighted as a glossary entry in the translation.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать с ним, и у них есть #mobx для легкого управления хранилищем.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""Flutter"" should be capitalized as it is a proper noun and a specific framework name.
minor: WRONG TERM - The term ""MobX"" should be capitalized as it is a proper noun and a specific library name.
```"
161,"The dependency story is less insane than nodejs, too.","История зависимостей менее безумна, чем у nodejs.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""nodejs"" should have been translated as ""Node.js"" according to the glossary specification.
```"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет двигаться быстро, и поэтому идеально подходит для небольших взломов.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""hacks"" should have been translated according to the glossary specification, but it was not applied correctly in the translation.
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
Terminology errors:
None
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Умение прыгать очень высоко, разрывать обычных людей на куски, использовать жуткие магические силы и восстанавливать здоровье, пируя на своих врагах - честно говоря, это должно быть основой всех игр для ПК.","```
MQM annotations:
Terminology errors:
none
```"
176,It maybe has too many language subtleties.,"Возможно, в нём слишком много языковых тонкостей.","```
MQM annotations:
Terminology errors:
None
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю.","```
MQM annotations
Terminology errors:
critical: TERM NOT APPLIED - The term ""Mandarin"" should be translated as ""мандаринский"" in Russian.
critical: TERM NOT APPLIED - The term ""Hokkien"" should be translated as ""хоккиенский"" in Russian.
```"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","На самом деле, здоровье вашего разума, вашего мозга, является такой же проблемой здоровья, как и здоровье вашей ноги.","```
MQM annotations:
Terminology errors:
None
```

In this translation task, there are no terminology errors related to glossary entries. The translation correctly uses terms that align with the source text, and there are no issues with term application or context."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже ТЕРФами и подобными, потому что это, как правило, более физическое и, следовательно, заметное.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""TERFs"" should have been translated as ""ТЕРФы"" in Russian, but it was not applied.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Точно так же, как психическое здоровье многими воспринимается как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером — это просто интерсекс мозга.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""intersex"" should have been translated as ""интерсекс"" according to the glossary, but it is not highlighted as a glossary entry in the Russian translation.
```"
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о сексе, гендере, психологии, тем больше утверждение ""Мой пол мужской, мой гендер женский"" кажется мне упрощённым и неточным.","```
MQM annotations
Terminology errors:
Minor: WRONG TERM - The term ""gender"" should be translated as ""гендер"" in Russian, but it is not highlighted in the translation, indicating a potential oversight in terminology application.
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить от гендерного термина, чтобы использовать его при упоминании пола.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""sex"" in the source text should be translated as ""пол"" in Russian, which is correctly applied in the translation. No terminology errors are present in the translation.
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краутовые настроения и другая мировая поп-музыка, радиофоническая мастерская и всякое такое.","```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""краутовые настроения"" does not fit well in context. ""Krauty moods"" should be translated as ""краут-рок настроения"" to better convey the intended meaning related to the music genre.
```"
210,I want to make dashboards.,Я хочу создавать панели управления.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""dashboards"" should be translated as ""дашборды"" according to the glossary, but ""панели управления"" was used instead.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового уровня рейда в #FFXIV, я долго думал: ""Черт, я бы хотел попробовать настоящий рейд, но Party Finder звучит как беспорядок, и я никогда не найду статик, который меня возьмет.""","```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""Party Finder"" should be translated as ""Поиск группы"" according to the glossary.
Major: TERM NOT APPLIED - The term ""static"" should be translated as ""статичная группа"" according to the glossary.
```"
215,I'll make my own static!,Я сделаю свой собственный статик!,"```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""static"" was not applied correctly according to the glossary specification.
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе, без каких-либо ожиданий быть хорошими в этом!","```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""рейдовому статик-группе"" should be ""рейдовому статик"", as ""static"" is a specific term in gaming and does not require the addition of ""группе"".
```"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"```
MQM annotations
Terminology errors:
critical: no-error
major: no-error
minor: no-error
```"
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.",Но после ~десятилетий~ почти полного отсутствия чтения (за исключением функциональной рабочей научно-популярной литературы и случайной книги по саморазвитию) я поставил цель прочитать 23 книги в 2023 году.,"```
MQM annotations:
Terminology errors:
no-error
```"
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","```
MQM annotations:
Terminology errors:
None
```

In this translation, there are no terminology errors related to glossary entries. The translation correctly uses terms that match the context and there are no issues with capitalization, inflection, or typos in the glossary terms."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они это сделают.","```
MQM annotations:
Terminology errors:
no-error
```"
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впускать мигрантов на южной границе? Не знаю.,"```
MQM annotations:
Terminology errors:
no-error
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошённые и разрушающиеся города по всей стране.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""hollowed out"" was not applied in the translation. The correct term should be used as per the glossary.
```"
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"В обозримом будущем всё ещё будут существовать работы, которые можно выполнять удалённо.","```
MQM annotations:
Terminology errors:
None
```"
239,Remote work is enabling.,Удалённая работа является возможностью.,"```
MQM annotations:
Terminology errors:
major: TERM NOT APPLIED - The term ""enabling"" should be translated as ""позволяющая"" instead of ""является возможностью"" to comply with the glossary specification.
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных помещениях, а не в душных, шумных офисах.","```
MQM annotations:
Terminology errors:
None
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избежать длительных поездок на работу, которые отнимают время у их дня и семьи.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""commutes"" was translated as ""поездок на работу,"" which does not match the glossary specification. The correct term should be used as specified in the glossary.
```"
250,"""You are the carbon they are trying to reduce.""","""Вы — углерод, который они пытаются уменьшить.""","```
MQM annotations:
Terminology errors:
no-error
```"
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Так что, начиная с самого начала, на все мои дни рождения в прошлом у меня всегда были тяжелые.","```
MQM annotations:
Terminology errors:
no-error
```"
257,And today is already becoming a great day!,А сегодня уже становится отличным днем!,"```
MQM annotations:
Terminology errors:
None
```"
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного мира.,"```
MQM annotations:
Terminology errors:
None
```"
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну подкладку в свою велосипедную куртку на случай, если она мне понадобится.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""zip"" should be translated as ""застегнуть молнию"" in Russian, but the translation uses ""застегну,"" which does not specify the action of using a zipper.
```"
273,I finally got a good dangle photo so I can be sure he's not fat.,"Наконец-то у меня получилось сделать хорошее фото под углом, чтобы убедиться, что он не толстый.","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""dangle photo"" was not applied in the translation. The term should have been translated according to the glossary specification.
```"
275,He's not.,Он нет.,"```
MQM annotations:
Terminology errors:
critical: WRONG TERM - The translation ""Он нет"" does not correctly translate the English phrase ""He's not."" The correct translation should be ""Он не"" or ""Он не является"" depending on the context. The error inhibits comprehension as it is grammatically incorrect in Russian.
```"
282,2) The currency reward system has been connected.,2) Система вознаграждений валютой была подключена.,"```
MQM annotations:
Terminology errors:
Major: TERM NOT APPLIED - The term ""currency reward system"" should have been translated according to the glossary, but it was not applied correctly in the target text.
```"
286,"All collards, kale, chard is transplanted.","Все капустные, капуста кале, мангольд пересажены.","```
MQM annotations:
Terminology errors:
Major: WRONG TERM - The term ""капустные"" is not appropriate for ""collards"" in this context. ""Капустные"" generally refers to the cabbage family, but ""collards"" should be specifically translated as ""листовая капуста"" or ""коллард"".
Minor: WRONG TERM - The term ""капуста кале"" is a direct translation but could be more accurately translated as ""кале"" to fit the context better.
Minor: WRONG TERM - The term ""мангольд"" is correctly translated but could also be referred to as ""швейцарский мангольд"" for clarity, although this is not a critical issue.
```"
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,Планы по посадке салата в Пенне по схеме в 6 рядов и сравнение с посевом на грядках.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""broadcast seeded beds"" was not applied correctly in the translation. The term should be translated to ""посев на грядках"" as per the glossary.
```"
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине начинает появляться, поэтому нужно установить шпалеры.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""trellise"" should be translated as ""шпалеры"" according to the glossary, but it is not highlighted in the translation.
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Также нужно посеять ряд салата, чтобы интегрировать нарезанную зелень, обученная команда уже подготовлена по орошению, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая.","```
MQM annotations:
Terminology errors:
None
```

In this translation, there are no terminology errors related to glossary entries. The translation accurately reflects the source text with respect to any specific terms that would be highlighted in a glossary."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я оставил открытым сознание, чтобы сравнить, как Google Maps и Apple Maps сопоставляются на моем тестовом устройстве iPhone (мой основной телефон - Android, поэтому я редко использую iPhone).","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Google Maps"" should be translated as ""Google Карты"" in Russian.
Minor: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""Apple Карты"" in Russian.
```"
299,Was it the 2012 Apple Maps disaster?,Это была катастрофа с Apple Maps в 2012 году?,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""Apple Maps"" should be translated as ""Карты Apple"" according to the glossary.
```"
