index,original,translated,audience_appropriateness_annotation
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The reference to ""goatse.cx"" is a culture-specific reference that may not be widely understood or appropriate for a Russian-speaking audience, as it pertains to a notorious internet shock site.
```"
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.","```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Trumpism"" may not be as widely understood or carry the same connotations in Russian culture as it does in English-speaking contexts. While it is a direct transliteration, the cultural and political nuances associated with ""Trumpism"" in the U.S. might not be fully appreciated by a Russian audience without additional context.
```"
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
90,And they are truly nuts.,И они действительно сумасшедшие.,"```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""truly nuts"" is a colloquial expression in English that may not have the same cultural resonance or be as commonly understood in Russian. The translation ""действительно сумасшедшие"" is accurate but lacks the informal, idiomatic nuance of the original.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду.,"```
MQM annotations:
audience appropriateness error:
Major: Culture-specific Reference - The translation uses ""антиреспубликанскими лозунгами"" (anti-Republican slogans) instead of ""анти-Трамп"" (anti-Trump), which may cause confusion as it generalizes the message to a broader political context rather than focusing on the specific individual, Donald Trump. This could disrupt the intended cultural tone for a Russian audience.
```"
95,Yell back at those who would try to talk over us.,"Кричите в ответ на тех, кто пытается нас перебить.","```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""кричите в ответ"" (yell back) might be perceived as aggressive or confrontational in Russian culture, where more indirect or polite forms of disagreement are often preferred.
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.","```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""coughing up a mucus storm"" is a metaphorical expression that may not be culturally appropriate or easily understood in Russian. A more direct or culturally neutral expression could be used to convey the intended meaning.
```"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","```
MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""laughs most when things are upside-down"" may not be culturally understood in Russian as it is in English. The metaphorical expression might not convey the same meaning or emotional nuance to a Russian audience.
[Minor]: None
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: CULTURE-SPECIFIC REFERENCE - The phrase ""4,000 of distress"" might be confusing as it lacks context regarding the unit (e.g., years, days) in the Russian translation, which could lead to a misunderstanding of the intended meaning.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""that pathetic, dying network"" may not resonate culturally with a Russian audience as it is a specific cultural reference to the context of media networks in English-speaking countries.
[Minor]: no-error
```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прийти к середине следующей недели.,"```
MQM annotations:
audience appropriateness error:
Critical: none
Major: none
Minor: none
```

The translation from English to Russian does not contain any audience appropriateness errors. The content is culturally and linguistically appropriate for the target audience."
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,"```
MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: None
[Minor]: None
```

Explanation: The translation from English to Russian does not contain any audience appropriateness errors. The content is culturally neutral and does not include any culture-specific references or inappropriate language variety issues for the Russian-speaking audience."
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""задрот"" is a slang term in Russian that can be considered derogatory or offensive, translating to ""geek"" or ""nerd"" in a negative context. It may not be appropriate for all audiences and could disrupt the intended cultural tone.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

Explanation: The translation from English to Russian does not contain any audience appropriateness errors. The cultural context and language variety are appropriate for the target audience, and the translation maintains the intended meaning and tone of the source text."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие становятся хуже.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
133,That vessel is off-limits.,Это судно запрещено.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
135,She is irrelevant to me.,Она не имеет для меня значения.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation ""Она не имеет для меня значения"" is appropriate for the Russian-speaking audience and does not contain any cultural or linguistic issues that would cause confusion or a sense of non-belonging."
139,I gripe about dad-ification a lot.,Я много жалуюсь на превращение в отца.,"```
MQM annotations:
audience appropriateness error:
Major: culture-specific reference - The term ""dad-ification"" is a culture-specific reference that may not be directly understood in Russian culture. The translation ""превращение в отца"" does not convey the nuanced cultural context of the original term, which refers to a cultural phenomenon or trend.
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""dad-ification"" is a culture-specific reference that may not be fully understood by a Russian audience without additional context or explanation.
```"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","```
MQM annotations:
audience appropriateness error:
Critical: none
Major: none
Minor: none
``` 

The translation provided is culturally appropriate for a Russian audience. There are no culture-specific references or language variety issues that would cause confusion or a sense of non-belonging for the target audience."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""Отец-фикация"" is a direct transliteration of ""Dad-ification"" and may not be culturally understood or have the same connotations in Russian as it does in English. It could cause confusion for the target audience as the concept might not be familiar in Russian culture.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""Отец-фикация"" (Dad-ification) may not be a familiar or culturally resonant concept for a Russian-speaking audience, as it is a neologism that plays on the English word ""dad"" and may not translate effectively into Russian cultural context.
```"
151,- More details are in the full blog post.,- Более подробная информация в полном блоге.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```

The translation ""Более подробная информация в полном блоге."" is appropriate for the target Russian audience and does not contain any cultural or linguistic issues that would cause confusion or a sense of non-belonging."
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим выбором для быстрого создания пользовательского интерфейса.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The term ""go-to"" as used in the source text is a culture-specific expression that may not fully convey the same meaning in Russian. While the translation captures the general idea, the cultural nuance of ""go-to"" as a preferred or default choice might be lost or less impactful.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать с ним, и у них есть #mobx для легкого управления хранилищем.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
161,"The dependency story is less insane than nodejs, too.","История зависимостей менее безумна, чем у nodejs.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""insane"" used in the context of software dependencies may not translate culturally well into Russian, as it could be perceived as too informal or inappropriate in a technical context.
```"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет двигаться быстро, и поэтому идеально подходит для небольших взломов.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""small hacks"" may not be culturally appropriate or understood in the same way in Russian as it is in English. The concept of ""hacks"" could be interpreted differently, potentially leading to confusion or misunderstanding.
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Умение прыгать очень высоко, разрывать обычных людей на куски, использовать жуткие магические силы и восстанавливать здоровье, пируя на своих врагах - честно говоря, это должно быть основой всех игр для ПК.","```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""пируя на своих врагах"" (feasting on your enemies) might be slightly jarring or less culturally appropriate in Russian as it directly translates the metaphorical idea from English, which may not resonate the same way in Russian gaming culture.
```"
176,It maybe has too many language subtleties.,"Возможно, в нём слишком много языковых тонкостей.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю.","```
MQM annotations:
audience appropriateness error:
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None
```

In this case, the Russian translation accurately conveys the meaning of the English source text without introducing any cultural or linguistic issues that would affect audience appropriateness. There are no errors related to culture-specific references or wrong language variety, as the translation is straightforward and does not contain any content that would be unusual or inappropriate for a Russian-speaking audience."
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","На самом деле, здоровье вашего разума, вашего мозга, является такой же проблемой здоровья, как и здоровье вашей ноги.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже ТЕРФами и подобными, потому что это, как правило, более физическое и, следовательно, заметное.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""TERFs"" is a specific cultural reference that may not be widely understood in the Russian context without additional explanation. It refers to ""Trans-Exclusionary Radical Feminists,"" a term that might not be familiar to all Russian audiences.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Точно так же, как психическое здоровье многими воспринимается как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером — это просто интерсекс мозга.","```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The phrase ""intersex of the mind"" may not be culturally or conceptually clear to a Russian audience, as it involves a nuanced understanding of both gender identity and mental health that might not directly translate across cultural contexts.
```"
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о сексе, гендере, психологии, тем больше утверждение ""Мой пол мужской, мой гендер женский"" кажется мне упрощённым и неточным.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить от гендерного термина, чтобы использовать его при упоминании пола.","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""non-binary"" as a gender and sex designation may not be widely recognized or understood in Russian culture, potentially leading to confusion among the audience.
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краутовые настроения и другая мировая поп-музыка, радиофоническая мастерская и всякое такое.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""krauty"" in ""krauty moods"" is a culture-specific reference that may not be understood by a Russian audience. It refers to a style of music related to ""Krautrock,"" a genre of experimental rock that originated in Germany in the late 1960s.
```"
210,I want to make dashboards.,Я хочу создавать панели управления.,"```
MQM annotations:
audience appropriateness error:
Minor: Wrong Language Variety - The translation uses the term ""панели управления"" which is a standard Russian term for ""dashboards,"" but in certain contexts, especially in IT or business analytics, the term ""дашборды"" might be more familiar to a Russian-speaking audience familiar with English terminology. However, this is a minor issue as ""панели управления"" is still widely understood.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового уровня рейда в #FFXIV, я долго думал: ""Черт, я бы хотел попробовать настоящий рейд, но Party Finder звучит как беспорядок, и я никогда не найду статик, который меня возьмет.""","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""Party Finder"" is a specific feature in the game Final Fantasy XIV (FFXIV) and may not be immediately understood by all Russian-speaking audiences without additional context or explanation. It could benefit from a brief explanation or localization to ensure clarity for the target audience.
```"
215,I'll make my own static!,Я сделаю свой собственный статик!,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

Explanation: The translation ""Я сделаю свой собственный статик!"" does not contain any audience appropriateness errors. The phrase is culturally neutral and does not include any culture-specific references or inappropriate language variety issues for a Russian-speaking audience."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе, без каких-либо ожиданий быть хорошими в этом!","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""рейдовому статик-группе"" may not be familiar to all Russian-speaking audiences as it is a specific gaming jargon related to MMORPGs. It might require additional context or explanation for those not familiar with gaming terminology.
```"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"```
MQM annotations:
audience appropriateness error:
Minor: culture-specific reference - The term ""ненасытным"" (insatiable) might be slightly strong in Russian cultural context compared to ""voracious,"" which is more commonly used to describe avid readers in English. However, this does not significantly disrupt understanding.
```"
