index,original,translated,style_annotation
24,Her body immediately stiffened and there was this look of fear in her eyes.,"Её тело мгновенно напряглось, и в глазах появился страх.","```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""и в глазах появился страх"" reads awkwardly and could be more naturally expressed in Russian.
```"
25,And then we just... paid for our stuff.,А потом мы просто... заплатили за наши вещи.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""заплатили за наши вещи"" sounds slightly awkward and literal in Russian. A more natural phrasing could be ""оплатили наши покупки.""
```"
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Улыбка облегчения на её лице была замечательным чувством, но тот факт, что сначала она была напугана, ПРОСТО ОТВРАТИТЕЛЕН, И Я НЕНАВИЖУ ЭТО.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""Улыбка облегчения на её лице была замечательным чувством"" reads awkwardly and lacks natural flow. A more natural expression would be ""Её лицо озарила улыбка облегчения"".
[major]: [REGISTER] - The use of ""ПРОСТО ОТВРАТИТЕЛЕН, И Я НЕНАВИЖУ ЭТО"" is overly formal compared to the informal and emphatic tone of ""FUCKING SUCKS AND I HATE IT"" in the source. A more informal and expressive translation is needed to match the source tone.
```"
32,But he can't pardon himself out of state prison.,Но он не может помиловать себя из тюрьмы штата.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""помиловать себя из тюрьмы штата"" reads awkwardly in Russian. A more natural translation could be ""освободить себя из тюрьмы штата с помощью помилования.""
```"
33,It takes the state's governor.,Это зависит от губернатора штата.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""Это зависит от губернатора штата"" is too literal and does not capture the natural flow of the original English phrase ""It takes the state's governor."" A more natural translation would be ""Это требует участия губернатора штата.""
```"
36,NY is the best hope for accountability,Нью-Йорк — лучшая надежда на привлечение к ответственности.,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The translation ""Нью-Йорк — лучшая надежда на привлечение к ответственности"" reads slightly awkwardly in Russian. A more natural phrasing could be ""Нью-Йорк — наш лучший шанс на привлечение к ответственности.""
```"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Существует значительное количество доказательств того, что реальная коммуникация не может быть сведена к передаче сигналов с независимым от контекста значением.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""значительное количество доказательств"" is grammatically correct but sounds slightly awkward in Russian. A more natural phrasing would be ""существуют значительные доказательства того, что"".
```"
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют контекстуально разрешать неоднозначность значений символов.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""контекстуально разрешать неоднозначность значений символов"" reads awkwardly and could be expressed more naturally in Russian.
```"
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,Мне очень понравилось пообщаться с Пенни и Николасом из Ashanti Development на выходных и обсудить их успехи.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""пообщаться с Пенни и Николасом из Ashanti Development на выходных"" reads slightly awkwardly and could be more naturally expressed as ""пообщаться с Пенни и Николасом из Ashanti Development в выходные"".
```"
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Мне посчастливилось провести незабываемые шесть месяцев вместе с Николасом в 2011 году, поддерживая ряд проектов.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""провести незабываемые шесть месяцев"" could be rephrased to sound more natural in Russian, such as ""провести шесть незабываемых месяцев"".
```"
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как гусеница совки, которая может уничтожать посевы кукурузы.","```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""одновременно находя способы решения проблем"" is grammatically correct but could be phrased more naturally in Russian to improve readability.
```"
53,The UPS store near me won't allow me to write a label or write on the box.,Магазин UPS рядом со мной не позволяет мне писать этикетку или писать на коробке.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""не позволяет мне писать этикетку или писать на коробке"" sounds awkward and could be more naturally expressed in Russian.
```"
55,They won't allow me to tell them the address it's going to and who is shipping it.,"Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет"" reads awkwardly in Russian. A more natural flow would be ""Они не разрешают мне сообщать адрес, куда это отправляется, и кто отправляет.""
```"
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня $2.25 за это ""удобство"".","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""И они всегда берут с меня $2.25 за это 'удобство'"" reads slightly awkwardly in Russian. A more natural expression might be ""И они всегда взимают с меня $2.25 за это 'удобство'"".
```"
64,The ratings--seeking delusional irresponsibility of it all.,Рейтинго-ищущая бредовая безответственность всего этого.,"```
MQM annotations:
major: style/unnatural flow - The phrase ""рейтинго-ищущая бредовая безответственность всего этого"" is awkward and does not flow naturally in Russian. A more natural expression should be used.
```"
65,It can't be repeated.,Это нельзя повторить.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""Это нельзя повторить"" is grammatically correct but reads a bit too literally. A more natural expression in Russian could be ""Это невозможно повторить.""
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень сквозистый подвал, что, по сути, означает, что там может укрываться много грызунов.","```
MQM annotations:
Style Errors
[major]: [unnatural_flow] - The phrase ""очень сквозистый подвал"" is a literal translation of ""very drafty basement"" and sounds awkward in Russian. A more natural expression would be ""подвал, в котором сильно сквозит.""
```"
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","За последний месяц или около того появилось много признаков увеличения числа грызунов, что было особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.","```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""появилось много признаков увеличения числа грызунов"" could be more naturally expressed as ""наблюдается увеличение числа грызунов"".
minor: unnatural flow - The phrase ""что было особенно удивительно"" could be more naturally expressed as ""что особенно удивительно"".
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","Кстати, я пробовал почти все ""гуманные"" ловушки на рынке, но с очень небольшим успехом.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""но с очень небольшим успехом"" sounds slightly awkward and could be more naturally expressed in Russian.
```"
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но не собираюсь обсуждать этику убийства мышей.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""Я не особенно рад их убивать"" is a literal translation of ""I'm not especially happy with killing them"" and could be expressed more naturally in Russian as ""Мне не особенно приятно их убивать"".
```"
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, которые стимулируют более активную предпринимательскую деятельность.","```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""стимулируют более активную предпринимательскую деятельность"" is slightly awkward and could be expressed more naturally in Russian as ""стимулируют активизацию предпринимательской деятельности.""
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""гонка на дно"" sounds awkward and could be expressed more naturally in Russian.
```"
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""долгое путешествие!"" sounds slightly awkward and literal in Russian. A more natural expression could be ""Долгая дорога!"" or ""Долгий путь!"".
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""попытался объяснить я, указывая на моего попутчика"" reads awkwardly in Russian and could be rephrased for a more natural flow, such as ""я попытался объяснить, указывая на своего попутчика.""
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""То, в чем я убедился прошлой ночью, это то, что"" is awkward and could be more naturally expressed in Russian.
```"
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят.","```
MQM annotations:
Styles error:
major: unnatural_flow - The translation ""Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят"" reads awkwardly and could be made more natural in Russian by rephrasing.
```"
90,And they are truly nuts.,И они действительно сумасшедшие.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""И они действительно сумасшедшие"" is a literal translation and sounds slightly awkward in Russian. A more natural expression might be ""Они действительно безумны"" or ""Они действительно сумасшедшие"".
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду.,"```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The translation ""Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду"" uses ""антиреспубликанскими"" (anti-Republican) instead of ""анти-Трамп"" (anti-Trump), which changes the focus and sounds less natural given the specific context of the source text.
Minor: REGISTER - The use of ""Купите"" (Buy) is slightly more formal than the original English ""Get,"" which is more informal and direct.
```"
95,Yell back at those who would try to talk over us.,"Кричите в ответ на тех, кто пытается нас перебить.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""Кричите в ответ на тех, кто пытается нас перебить"" could be more naturally expressed in Russian. A more natural flow might be ""Отвечайте криком тем, кто пытается нас перебить.""
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""когда у вас сильный кашель с мокротой"" reads awkwardly and could be expressed more naturally.
```"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""и больше всего смеется, когда все вверх дном"" is awkward and lacks the natural flow expected in Russian. A more natural expression could be ""и больше всего смеется, когда все идет наперекосяк.""
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","```
MQM annotations:
Styles error:
major: unnatural_flow - The phrase ""и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон"" is awkward and overly literal, affecting the natural flow of the sentence.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""CNN нужно просто закрыться"" is grammatically correct but reads slightly awkwardly in Russian. A more natural phrasing could be ""CNN просто нужно закрыться.""
```"
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""Кто на этой жалкой, умирающей сети был ответственен за проверку"" reads awkwardly in Russian and could be rephrased for a more natural flow.
```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прийти к середине следующей недели.,"```
MQM annotations:
Styles error:
Minor: UNNATURAL FLOW - The phrase ""должен прийти"" is grammatically correct but sounds slightly awkward in Russian. A more natural expression could be ""ожидается к приходу"" or ""придет"".
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""указали на расширяющуюся область низкой слоистой облачности и местами"" reads awkwardly and could be more naturally expressed in Russian.
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""влюбляется в Кристину, ржавый Plymouth Fury 1958 года"" reads awkwardly in Russian. A more natural flow would be ""влюбляется в Кристину, ржавый Plymouth Fury 1958 года выпуска"".
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие"" is grammatically correct but reads awkwardly in Russian. A more natural flow would be ""чья новая уверенность за рулем экзотической красавицы превращается в высокомерие.""
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""осознание того, сколько усилий требуется, чтобы быть враждебным"" is a literal translation and sounds awkward. A more natural phrasing could be ""понимание того, сколько усилий нужно, чтобы проявлять враждебность.""
```"
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""ты должен быть собой"" is a literal translation and sounds awkward in Russian. A more natural expression would be ""ты должен оставаться собой"" or ""ты должен быть самим собой.""
```"
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие становятся хуже.,"```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""становятся хуже"" is grammatically correct but reads awkwardly. A more natural expression in Russian might be ""ухудшаются.""
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ"" is grammatically correct but sounds slightly awkward and overly literal in Russian. A more natural phrasing could be ""Я до сих пор не понимаю"" or ""Я до сих пор не знаю"".
```"
133,That vessel is off-limits.,Это судно запрещено.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""Это судно запрещено"" reads awkwardly and does not convey the intended meaning of ""off-limits"" naturally. A more natural translation would be ""Это судно недоступно"" or ""Доступ к этому судну запрещен.""
```"
135,She is irrelevant to me.,Она не имеет для меня значения.,"```
MQM annotations:
Styles error:
minor: unnatural flow - The translation ""Она не имеет для меня значения"" is grammatically correct but sounds slightly awkward and overly literal. A more natural expression in Russian could be ""Она для меня неважна"" or ""Она для меня не имеет значения.""
```"
139,I gripe about dad-ification a lot.,Я много жалуюсь на превращение в отца.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""превращение в отца"" sounds awkward and overly literal in Russian. A more natural expression would be preferable.
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""краткий курс о том, что я имею в виду под 'отцовщиной'"" sounds slightly awkward and could be more naturally expressed in Russian.
```"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""опекающего или охраняющего другого человека"" sounds a bit awkward and could be rephrased for better flow, such as ""заботящегося или защищающего другого человека"".
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""создания очень специфической формы динамики власти"" reads awkwardly and could be rephrased for a more natural flow, such as ""формирования специфической динамики власти.""
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The term ""Отец-фикация"" is a literal translation of ""Dad-ification"" and may sound awkward or forced in Russian. A more natural expression could be used to convey the concept.
```"
151,- More details are in the full blog post.,- Более подробная информация в полном блоге.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""Более подробная информация в полном блоге"" reads slightly awkwardly. A more natural flow might be ""Более подробная информация представлена в полном блоге.""
```"
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим выбором для быстрого создания пользовательского интерфейса.,"```
MQM annotations:
major: style/unnatural flow - The phrase ""стал моим выбором"" is slightly awkward and could be more naturally expressed as ""стал моим предпочтением"" to better capture the idea of a ""go-to"" choice.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать с ним, и у них есть #mobx для легкого управления хранилищем.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""это удовольствие работать с ним"" is awkward and could be more naturally expressed as ""работать с #flutter - одно удовольствие"".
[minor]: [COMPANY STYLE] - The use of ""у них есть"" is slightly informal and could be more formally expressed as ""предоставляется"".
```"
161,"The dependency story is less insane than nodejs, too.","История зависимостей менее безумна, чем у nodejs.","```
MQM annotations:
Styles error:
minor: DO NOT TRANSLATE - ""nodejs"" should not be translated or altered as it is a technical term and should remain in its original form.
```"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет двигаться быстро, и поэтому идеально подходит для небольших взломов.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""идеально подходит для небольших взломов"" could be more naturally expressed in Russian to improve the flow of the sentence.
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
Style Errors
minor: style/unnatural flow - The phrase ""чрезвычайно толстый"" is grammatically correct but sounds slightly awkward and literal in Russian. A more natural expression could be ""очень толстый"" or ""очень массивный.""
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Умение прыгать очень высоко, разрывать обычных людей на куски, использовать жуткие магические силы и восстанавливать здоровье, пируя на своих врагах - честно говоря, это должно быть основой всех игр для ПК.","```
MQM annotations:
major: style/unnatural flow - The phrase ""пируя на своих врагах"" sounds awkward and overly literal in Russian. A more natural expression could be used to convey the idea of replenishing health by feasting on enemies.
```"
176,It maybe has too many language subtleties.,"Возможно, в нём слишком много языковых тонкостей.","```
MQM annotations:
minor: style/unnatural flow - The phrase ""в нём слишком много языковых тонкостей"" reads slightly awkwardly in Russian and could be expressed more naturally.
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю."" reads awkwardly in Russian. A more natural phrasing would improve readability.
```"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","На самом деле, здоровье вашего разума, вашего мозга, является такой же проблемой здоровья, как и здоровье вашей ноги.","```
MQM annotations:
Styles error:
[minor]: [unnatural flow] - The phrase ""является такой же проблемой здоровья"" is grammatically correct but sounds slightly awkward and could be more naturally expressed as ""так же важно для здоровья"".
```"
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже ТЕРФами и подобными, потому что это, как правило, более физическое и, следовательно, заметное.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""Интерсекс признается даже ТЕРФами и подобными"" reads awkwardly and could be more naturally expressed in Russian.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Точно так же, как психическое здоровье многими воспринимается как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером — это просто интерсекс мозга.","```
MQM annotations:
major: style/unnatural flow - The phrase ""интерсекс мозга"" (intersex of the mind) reads awkwardly and could be expressed more naturally in Russian.
minor: style/awkward - The phrase ""я как бы чувствую"" (I kind of feel) could be expressed more fluently to better match the natural flow of Russian.
```"
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о сексе, гендере, психологии, тем больше утверждение ""Мой пол мужской, мой гендер женский"" кажется мне упрощённым и неточным.","```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""кажется мне упрощённым и неточным"" reads awkwardly and could be more naturally expressed as ""мне кажется упрощённым и неточным"" to improve the flow.
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить от гендерного термина, чтобы использовать его при упоминании пола.","```
MQM annotations:
major: style/unnatural flow - The phrase ""нужно расширить от гендерного термина"" sounds awkward and could be rephrased for better flow, such as ""следует расширить от гендерного термина"".
minor: style/unnatural flow - The phrase ""чтобы использовать его при упоминании пола"" could be made more natural by rephrasing it to ""чтобы использовать его также в отношении пола"".
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краутовые настроения и другая мировая поп-музыка, радиофоническая мастерская и всякое такое.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""и всякое такое"" sounds awkward and lacks the natural flow expected in Russian. A more natural expression could be used to convey the idea of ""all sorts.""
```"
210,I want to make dashboards.,Я хочу создавать панели управления.,"```
MQM annotations:
Style error:
Minor: REGISTER - The use of ""создавать"" in the translation is neutral, but the source text ""I want to make"" is informal. A more informal verb like ""хочу делать"" could be used to match the register of the source text.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового уровня рейда в #FFXIV, я долго думал: ""Черт, я бы хотел попробовать настоящий рейд, но Party Finder звучит как беспорядок, и я никогда не найду статик, который меня возьмет.""","```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The phrase ""Party Finder звучит как беспорядок"" is a literal translation that sounds awkward in Russian. A more natural expression could be used.
Minor: REGISTER - The use of ""Черт"" is informal and might not match the intended tone of the original text, which is more neutral.
```"
