index,original,zero_shot_translation,reference_translation
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","Джен скорее обидит других, чем покажет, что ей больно, и больше всего смеется, когда все идет наперекосяк."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","После 4 000 страданий Ил оказывается в атмосфере любви и испытывает сильные эмоции, с которыми она не знает, что делать, так что она часто делает и то, и другое."
108,#CNN needs to just close down.,CNN нужно просто закрыться.,#CNN нужно просто закрыть.
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?",Кто на этом жалком умирающем телеканале отвечал за проверку так называемых «независимых избирателей» среди зрителей?
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прийти к середине следующей недели.,В середине следующей недели ожидается холодный фронт.
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,Сегодня рано утром спутниковые ИК-снимки и наземные наблюдения показали расширяющуюся область низкой слоистой и переменной <URL>
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","Студент-задрот Арни Каннингем влюбляется в Кристин, ржавый Plymouth Fury 1958 года, и становится одержим идеей восстановления классического автомобиля в его прежнем великолепии."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","Вместе с машиной меняется и Арни, чья вновь обретенная уверенность за рулем экзотического красавца-автомобиля превращается в высокомерие."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","Одна из самых непонятных вещей в конфликте с моими соседями — это мысль о том, сколько усилий они прилагают, чтобы вести себя враждебно."
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","Это обидно, но это их дело."
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие становятся хуже.,Но сейчас уровень открытой враждебности и насилия растет.
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","И я до сих пор НЕ ПОНИМАЮ, чем я это мог заслужить."
133,That vessel is off-limits.,Это судно запрещено.,Этот корабль неприкосновенен.
135,She is irrelevant to me.,Она не имеет для меня значения.,Она меня не интересует.
139,I gripe about dad-ification a lot.,Я много жалуюсь на превращение в отца.,"Я часто говорю о том, как мне не нравится папификация."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","Вот краткое (чуть длиннее стандартного поста) введение в тему того, что я называю папификацией:"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","Не я придумал этот термин, он используется для описания явления, когда повествование или игровая механика строится вокруг главного героя (обычно более старшего, как правило, мужчины), который контролирует или охраняет другого человека (часто младше себя)."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","Папификация обычно подразумевает, что в ситуации, когда фигура родителя должна заботиться или защищать ребенка или суррогатного ребенка, решение заключается в использовании подавляющей физической силы, в том числе для формирования очень специфического дисбаланса власти."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.",Папификация отрицает возможность коллективных решений и часто полностью игнорирует или подрывает любую свободу действий ребенка.
151,- More details are in the full blog post.,- Более подробная информация в полном блоге.,- Более подробная информация в полной версии поста в блоге.
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим выбором для быстрого создания пользовательского интерфейса.,Со временем dart стал моим любимым инструментом для быстрого UI.
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать с ним, и у них есть #mobx для легкого управления хранилищем.","С #flutter приятно работать, и у них есть #mobx для удобного управления магазином."
161,"The dependency story is less insane than nodejs, too.","История зависимостей менее безумна, чем у nodejs.","Зависимости между историями тоже более адекватные, чем в nodejs."
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет двигаться быстро, и поэтому идеально подходит для небольших взломов.",Но он позволяет работать быстро и поэтому идеально подходит для небольших изменений.
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,Очень толстый хвост.
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Умение прыгать очень высоко, разрывать обычных людей на куски, использовать жуткие магические силы и восстанавливать здоровье, пируя на своих врагах - честно говоря, это должно быть основой всех игр для ПК.","Возможность совершать огромные прыжки, разрывать обычных людей в клочья, использовать жуткие магические силы и пополнять здоровье, пожирая своих врагов — если честно, это должно быть важным элементом всех компьютерных игр."
176,It maybe has too many language subtleties.,"Возможно, в нём слишком много языковых тонкостей.","Хотя возможно, там слишком много языковых тонкостей."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю.","Нужно перевести ее на китайский и/или хоккиен, но ни того, ни другого я совсем не знаю."
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","На самом деле, здоровье вашего разума, вашего мозга, является такой же проблемой здоровья, как и здоровье вашей ноги.","По правде говоря, здоровое состояние ума, мозга является такой же частью здоровья, как и здоровое состояние ноги."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже ТЕРФами и подобными, потому что это, как правило, более физическое и, следовательно, заметное.","Даже ТЭРФ и прочие признают интерсексуальность, потому что у нее обычно есть более физиологический аспект, и благодаря этому она видима."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Точно так же, как психическое здоровье многими воспринимается как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером — это просто интерсекс мозга.","Аналогично тому, как многие считают психическое здоровье менее «реальным», чем физическое здоровье, я считаю, что трансгендерность — это просто интерсексуальность разума."
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о сексе, гендере, психологии, тем больше утверждение ""Мой пол мужской, мой гендер женский"" кажется мне упрощённым и неточным.","Чем больше я читаю исследований по теме пола, гендера, психологии, тем больше утверждение «Мой пол мужской, мой гендер женский» кажется мне упрощенным и неточным."
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить от гендерного термина, чтобы использовать его при упоминании пола.","Я думаю, что понятие «небинарный» должно быть расширено, и этот термин должен использоваться не только для обозначения гендера, но и применительно к полу."
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краутовые настроения и другая мировая поп-музыка, радиофоническая мастерская и всякое такое.","Что-то вроде краут-рока, трансцендентная поп-музыка, Radiophonic Workshop и все такое."
210,I want to make dashboards.,Я хочу создавать панели управления.,Хочу делать панели.
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового уровня рейда в #FFXIV, я долго думал: ""Черт, я бы хотел попробовать настоящий рейд, но Party Finder звучит как беспорядок, и я никогда не найду статик, который меня возьмет.""","Итак, с приближением нового уровня рейдов в #FFXIV, я долго думал: «блин, хотел бы я попробовать нормальные рейды, но Party Finder — это, похоже, какой-то хаос, и мне никогда не найти постоянную группу, в которую меня возьмут»."
215,I'll make my own static!,Я сделаю свой собственный статик!,Создам свою собственную группу!
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе, без каких-либо ожиданий быть хорошими в этом!","Для людей, которые боятся искать постоянную группу, без требований по уровню игры!"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,В юности я всегда очень много читал.
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.",Но после ~десятилетий~ почти полного отсутствия чтения (за исключением функциональной рабочей научно-популярной литературы и случайной книги по саморазвитию) я поставил цель прочитать 23 книги в 2023 году.,"Но после того, как я ~десятилетиями~ почти ничего не читал (кроме прикладной литературы для работы и иногда книг по саморазвитию), я поставил себе цель прочитать 23 книги в 2023 году."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","Интересно было бы посмотреть, как эти компании-посредники объясняют своим клиентам, как именно они определяют размер своей комиссии."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они это сделают.","Они лучше расскажут, что у Spotify был хороший квартал."
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впускать мигрантов на южной границе? Не знаю.,Опасно ли впускать мигрантов через южную границу? Я не знаю.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошённые и разрушающиеся города по всей стране.,Пусть восстанавливают опустошенные и приходящие в упадок города по всей стране. Снова.
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"В обозримом будущем всё ещё будут существовать работы, которые можно выполнять удалённо.","В обозримом будущем по-прежнему будут рабочие задачи, которые можно выполнять удаленно."
239,Remote work is enabling.,Удалённая работа является возможностью.,Удаленная работа дает больше возможностей.
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных помещениях, а не в душных, шумных офисах.","Она позволяет людям работать в комфортных условиях, а не в душных и шумных офисах."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избежать длительных поездок на работу, которые отнимают время у их дня и семьи.","Это позволяет людям избежать длительных поездок на работу, иметь больше свободного времени и проводить время с семьей."
250,"""You are the carbon they are trying to reduce.""","""Вы — углерод, который они пытаются уменьшить.""","«Вы — тот углерод, который они стремятся сократить»."
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Так что, начиная с самого начала, на все мои дни рождения в прошлом у меня всегда были тяжелые.",Ну то есть с самого начала моей жизни все мои дни рождения проходили так себе.
257,And today is already becoming a great day!,А сегодня уже становится отличным днем!,И сегодняшний день уже начинается отлично!
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного мира.,В этой маленькой части Большого южного мира до зимы осталось 30 дней.
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну подкладку в свою велосипедную куртку на случай, если она мне понадобится.","Пора пристегнуть подкладку к велосипедной куртке — на случай, если она понадобится мне внутри."
273,I finally got a good dangle photo so I can be sure he's not fat.,"Наконец-то у меня получилось сделать хорошее фото под углом, чтобы убедиться, что он не толстый.","У меня наконец-то получилось сделать хорошее фото, где он висит, чтобы убедиться, что он не толстый."
275,He's not.,Он нет.,Не толстый.
282,2) The currency reward system has been connected.,2) Система вознаграждений валютой была подключена.,2) Подключена система валютного вознаграждения.
286,"All collards, kale, chard is transplanted.","Все капустные, капуста кале, мангольд пересажены.","Пересадили всю листовую капусту, кейл, мангольд."
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,Планы по посадке салата в Пенне по схеме в 6 рядов и сравнение с посевом на грядках.,"Планируем высадить салат в Пенне по 6-рядной схеме и посмотреть, что получится в сравнении с посевом вразброс."
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине начинает появляться, поэтому нужно установить шпалеры.","В Гилпине всходит молодой горошек, так что надо установить шпалеру."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Также нужно посеять ряд салата, чтобы интегрировать нарезанную зелень, обученная команда уже подготовлена по орошению, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая.","Также нужно посеять ряд салата, чтобы учесть срезанную зелень, в обоих есть обученные сотрудники для орошения, подготовки грядок и пересадки, то есть для 90% задач, не связанных с сбором урожая"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я оставил открытым сознание, чтобы сравнить, как Google Maps и Apple Maps сопоставляются на моем тестовом устройстве iPhone (мой основной телефон - Android, поэтому я редко использую iPhone).","Из любопытства я решил сравнить Google Maps и Apple Maps на моем тестовом устройстве iPhone (мое повседневное устройство — Android, поэтому я редко использую iPhone)."
299,Was it the 2012 Apple Maps disaster?,Это была катастрофа с Apple Maps в 2012 году?,"Может быть, из-за провала Apple Maps в 2012 году?"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзят в пользу того, чтобы не выпускать мусор для конечных пользователей, и Apple капитально облажалась с их Apple Maps, когда они вышли в 2012 году.","Я настроен предвзято потому что считаю, что нельзя предоставлять отстойные продукты конечным пользователям, а Apple глобально облажалась с Apple Maps, когда выпустила их в 2012 году."
308,Not the case.,Не в этом дело.,Но это не так.
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется немыслимым, что землю могут отнять однажды, когда вы смотрите австралийские и американские медиа-каналы, но это потому, что богатые находятся там весь день, обеспечивая, чтобы ваш разум думал определенным образом.","Если вы смотрите австралийские и американские медиа, кажется невероятным, что в один прекрасный день вашу землю могут отнять, но это потому, что богатые постоянно работают над тем, чтобы вы думали определенным образом."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Земля очень легко и быстро изымается правительством в один день, если они захотят это сделать.","Если оно захочет это сделать, правительство сможет очень легко и быстро однажды отобрать вашу землю."
316,It never made sense how ppl can keep land at the expense of others.,"Никогда не было понятно, как люди могут удерживать землю за счет других.","Идея о том, что одни люди могут владеть землей за счет других, никогда не имела смысла."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Я часто удивляюсь способности человека быть *настолько* самокритичным, будучи окружённым таким количеством доказательств того, как выглядит настоящая жестокость.","Я часто удивляюсь способности людей быть *настолько* несправедливыми к себе, наблюдая такое количество примеров того, как выглядит настоящая жестокость."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Но смягчение отчаяния по поводу нашего беспорядка имеет решающее значение - потому что оно дает нам больше пространства для того, чтобы справиться с разрухой вокруг.","Но очень важно спокойнее относиться к своему беспорядку, потому что это оставляет больше сил для борьбы с окружающей нас разрухой."
331,"Some programmers: ""Typing speed does not matter!""","Некоторые программисты: ""Скорость набора текста не имеет значения!""",Некоторые программисты: «Скорость печати не имеет значения!»
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, что это лучший подход для обмена, но мне он нравится на данный момент: <URL>","Не уверен, что это лучший подход для обмена, но пока мне нравится: <URL>"
338,I have been toying with this little piece on my head for a few days now.,Я размышляю над этой небольшой идеей в своей голове уже несколько дней.,Я уже несколько дней обдумываю идею небольшой истории.
339,It is definitely more romance than filth.,"Это определённо больше романтика, чем грязь.","В ней определенно больше романтики, чем разврата."
343,"Common, it's really not that hard.","Общепринято, это действительно не так уж и сложно.",В целом это действительно совсем не трудно.
345,"I wish there was a ""who to follow"" recommendation somehow.","Хотелось бы, чтобы была рекомендация ""кого следовать"".","Было бы здорово, если бы были какие-то рекомендация «на кого подписаться»."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если вы придерживаетесь интерфейса веб по умолчанию, он не выглядит и не ощущается хорошо (имхо).","Если оставить веб-интерфейс по умолчанию, будет выглядеть не очень хорошо (имхо)."
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвратить это, но стоит попробовать.","Не знаю, возможна ли профилактика, но попытаться стоит."
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я изложил, подлежат обсуждению, с некоторым прогрессом в каждом из них.","Четыре шага, которые я описываю в общих чертах, стоит обсудить, и по каждому из них есть определенный прогресс:"
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он не смог сказать их во время встречи с избирателями, все в Америке все равно услышат их, неоднократно, между настоящим моментом и ноябрем 2024 года.","Даже если он не сказал чего-то во время программы, все в Америке все равно много раз услышат его начиная с сегодняшнего дня и до ноября 2024 года."
363,"The ""MusicLM Demo"" is mildly interesting.",«Демонстрация MusicLM» умеренно интересна.,MusicLM Demo — довольно интересная опция.
369,I work out alone in my bedroom without a spotter or even a weight rack.,Я тренируюсь в одиночку в своей спальне без страховщика и даже без стойки для штанги.,"Я тренируюсь один, в своей спальне, без подстраховки или даже стойки."
371,I bench press on my bed.,Я жму штангу лёжа на кровати.,Я делаю жим лежа на кровати.
378,I'd never seen it at the fancy grocer or any of the Italian delis.,Я никогда не видел этого в дорогом магазине или в каком-либо из итальянских деликатесов.,"Я никогда не видела его ни в дорогих продуктовых, ни в итальянских кулинариях."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализированными здесь, мы неохотно покупаем новую машину FAANG.","Мы не хотим покупать новое устройство от компаний FAANG*, так как они стараются нас изолировать."
