index,original,translated,linguistic_convention_annotation
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как гусеница совки, которая может уничтожать посевы кукурузы.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```"
53,The UPS store near me won't allow me to write a label or write on the box.,Магазин UPS рядом со мной не позволяет мне писать этикетку или писать на коробке.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""Магазин"" should not be capitalized as it is not a proper noun or at the beginning of a sentence.
```"
55,They won't allow me to tell them the address it's going to and who is shipping it.,"Они не позволят мне сообщить им адрес, куда это отправляется, и кто отправляет.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""и кто отправляет"" should be removed as it disrupts the flow of the sentence.
```"
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня $2.25 за это ""удобство"".","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The quotation marks around ""удобство"" should be «удобство» to follow Russian punctuation conventions.
```"
64,The ratings--seeking delusional irresponsibility of it all.,Рейтинго-ищущая бредовая безответственность всего этого.,"```
MQM annotations:
linguistic conventions errors:
minor: punctuation - The use of a hyphen in ""Рейтинго-ищущая"" is incorrect; it should be a space or a different punctuation mark to separate the words properly.
```"
65,It can't be repeated.,Это нельзя повторить.,"```
MQM annotations:
linguistic conventions errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень сквозистый подвал, что, по сути, означает, что там может укрываться много грызунов.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [spelling] - The word ""сквозистый"" is a rare and non-standard spelling in Russian. The more common spelling is ""сквозняковый.""
```"
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","За последний месяц или около того появилось много признаков увеличения числа грызунов, что было особенно удивительно, так как сейчас весна, и я бы подумал, что с изменением погоды они отправятся на улицу.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""так как сейчас весна"" is unnecessary and disrupts the flow of the sentence.
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","Кстати, я пробовал почти все ""гуманные"" ловушки на рынке, но с очень небольшим успехом.","```
MQM annotations:
linguistic conventions errors:
minor: punctuation - The comma after ""Кстати"" should be followed by a space.
```"
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но не собираюсь обсуждать этику убийства мышей.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The closing parenthesis is missing in the Russian translation.
```"
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, которые стимулируют более активную предпринимательскую деятельность.","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The comma before ""которые"" is unnecessary in Russian syntax and should be removed.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""где я пытался посмотреть видео"" should be a semicolon to better separate the clauses.
```"
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","Сегодня в первом поезде контролер посмотрел на наши билеты и сказал: ""долгое путешествие!"".","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The colon after ""сказал"" should be replaced with a comma for correct punctuation in Russian direct speech.
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался объяснить я, указывая на моего попутчика.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be inside the quotation marks in Russian as per standard punctuation rules.
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"То, в чем я убедился прошлой ночью, это то, что мы должны быть готовы бороться против трампизма.","```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, который на самом деле никто не хочет, кроме фанатиков, которые в нем состоят.","```
MQM annotations:
linguistic conventions errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
90,And they are truly nuts.,И они действительно сумасшедшие.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купите наклейки на бампер с антиреспубликанскими лозунгами и наклейте их повсюду.,"```
MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The phrase ""с антиреспубликанскими лозунгами"" is grammatically incorrect in the context of the translation. It should be ""с анти-Трамп лозунгами"" to match the source text's meaning.
[Minor]: [capitalization] - The word ""Купите"" should not be capitalized as it is not at the beginning of a sentence in the translated context.
```"
95,Yell back at those who would try to talk over us.,"Кричите в ответ на тех, кто пытается нас перебить.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first word ""Кричите"" should be in lowercase as it is not the beginning of a sentence.
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Недопустимо выходить на улицу или подбегать к людям, когда у вас сильный кашель с мокротой.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma in the translation should be replaced with a period to correctly separate the two independent clauses.
```"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит увидеть, что она сама ранена, и больше всего смеется, когда все вверх дном.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The name ""Ян"" should be capitalized as ""Ян"" is a proper noun in Russian.
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 лет страданий Йл оказывается в месте, полном любви, и испытывает сильные чувства, с которыми не знает, что делать, поэтому их много с обеих сторон.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""поэтому"" should be replaced with a semicolon for better sentence structure.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"```
MQM annotations:
linguistic conventions errors:
Minor: capitalization - The word ""CNN"" should be capitalized in the Russian translation as it is an acronym.
```"
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто на этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The quotation marks around ""независимых избирателей"" should be « and » according to Russian punctuation conventions.
```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прийти к середине следующей недели.,"```
MQM annotations:
linguistic conventions errors:
Critical: None
Major: None
Minor: None
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые ИК-наблюдения и наблюдения с поверхности указали на расширяющуюся область низкой слоистой облачности и местами <URL>.,"```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The sentence ends with an incomplete element ""<URL>"" which should be followed by appropriate punctuation to indicate continuation or completion.
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Задрот Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим восстановлением классического автомобиля до его прежнего величия.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Задрот"" should not be capitalized as it is a common noun in this context.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","По мере того как меняется автомобиль, меняется и Арни, чья новая уверенность за рулем его экзотической красавицы превращается в высокомерие.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""автомобиль"" should be replaced with a semicolon or a conjunction for better readability in Russian.
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных вещей в том, что мои соседи настроились против меня, это осознание того, сколько усилий требуется, чтобы быть враждебным.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""это осознание"" is unnecessary and disrupts the flow of the sentence.
```"
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: grammar - The phrase ""ты должен быть собой"" is grammatically correct, but a more natural and common expression in Russian would be ""ты должен оставаться собой"" or ""ты должен быть самим собой"" to convey the idea of being true to oneself.
```"
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие становятся хуже.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence is missing a period at the end.
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор НЕ ИМЕЮ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","```
MQM annotations:
linguistic conventions errors:
minor: capitalization - The word ""НЕ"" is fully capitalized, which is not necessary in Russian for emphasis.
```"
133,That vessel is off-limits.,Это судно запрещено.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: none
[Major]: none
[Minor]: capitalization - The word ""Это"" should start with a lowercase letter as it is not at the beginning of a sentence.
```"
135,She is irrelevant to me.,Она не имеет для меня значения.,"```
MQM annotations:
linguistic conventions errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
139,I gripe about dad-ification a lot.,Я много жалуюсь на превращение в отца.,"```
MQM annotations:
linguistic conventions errors:
Minor: Grammar - The phrase ""превращение в отца"" is grammatically correct, but it might not fully capture the informal and nuanced meaning of ""dad-ification."" However, this is more of a stylistic choice rather than a strict grammatical error.
```"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс о том, что я имею в виду под ""отцовщиной"":","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The quotation marks around ""отцовщиной"" should be in Russian style (« ») instead of English style ("" "").
```"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровой механизм строится вокруг центрального протагониста (обычно старшего, обычно мужского пола), опекающего или охраняющего другого человека (часто младшего).","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""термин"" should be replaced with a colon to correctly introduce the explanation.
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отец-фикация обычно предполагает, что решение ситуации, в которой родительская фигура должна заботиться о ребенке или его замене, заключается в подавляющей силе и использовании этой силы для создания очень специфической формы динамики власти.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""заключается"" is unnecessary and disrupts the flow of the sentence.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","Отец-фикация размывает возможность для коллективных решений и часто полностью игнорирует или подрывает любую самостоятельность, которую имеет ребенок.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""или"" is unnecessary in Russian punctuation rules.
```"
151,- More details are in the full blog post.,- Более подробная информация в полном блоге.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: grammar - The phrase ""в полном блоге"" is slightly awkward and ungrammatical; a more natural phrasing would be ""в полном блоге поста"" or ""в полном посте блога"" to convey ""full blog post.""
```"
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим выбором для быстрого создания пользовательского интерфейса.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Dart"" should be capitalized as it is a proper noun.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать с ним, и у них есть #mobx для легкого управления хранилищем.","```
MQM annotations:
linguistic conventions errors:
Major: punctuation - The use of a hyphen in ""#flutter - это удовольствие работать с ним"" is incorrect; it should be a comma or a colon.
Minor: capitalization - The word ""flutter"" should be capitalized as ""Flutter"" to follow proper noun capitalization rules.
Minor: capitalization - The word ""mobx"" should be capitalized as ""MobX"" to follow proper noun capitalization rules.
```"
161,"The dependency story is less insane than nodejs, too.","История зависимостей менее безумна, чем у nodejs.","```
MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - ""nodejs"" should be capitalized as ""Nodejs"" to follow proper noun capitalization conventions.
```"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет двигаться быстро, и поэтому идеально подходит для небольших взломов.","```
MQM annotations:
linguistic conventions errors:
minor: punctuation - The comma before ""и поэтому"" is not necessary in Russian.
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
linguistic conventions errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Умение прыгать очень высоко, разрывать обычных людей на куски, использовать жуткие магические силы и восстанавливать здоровье, пируя на своих врагах - честно говоря, это должно быть основой всех игр для ПК.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The dash used in the sentence should be an em dash (—) instead of a hyphen (-) to correctly separate the clauses.
```"
176,It maybe has too many language subtleties.,"Возможно, в нём слишком много языковых тонкостей.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""Возможно"" is missing, which is needed to separate the introductory word from the rest of the sentence.
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Нужно перевести это на мандарин и/или хоккиен, ни один из которых я совсем не знаю.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: capitalization - The word ""мандарин"" (Mandarin) should be capitalized as it refers to a specific language.
```"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","На самом деле, здоровье вашего разума, вашего мозга, является такой же проблемой здоровья, как и здоровье вашей ноги.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""разума"" is unnecessary and disrupts the natural flow of the sentence.
```"
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже ТЕРФами и подобными, потому что это, как правило, более физическое и, следовательно, заметное.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - ""ТЕРФами"" should be ""терфами"" as it is not a proper noun in Russian and should not be capitalized.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Точно так же, как психическое здоровье многими воспринимается как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером — это просто интерсекс мозга.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of an em dash (—) instead of a hyphen (-) in ""быть трансгендером — это просто интерсекс мозга"" is a minor punctuation error.
```"
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о сексе, гендере, психологии, тем больше утверждение ""Мой пол мужской, мой гендер женский"" кажется мне упрощённым и неточным.","```
MQM annotations:
linguistic conventions errors:
[Major]: [punctuation] - The comma after ""психологии"" should be replaced with a colon to correctly introduce the statement that follows.
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить от гендерного термина, чтобы использовать его при упоминании пола.","```
MQM annotations:
linguistic conventions errors:
[Major]: [punctuation] - The quotation marks around ""небинарный"" should be «небинарный» according to Russian punctuation conventions.
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краутовые настроения и другая мировая поп-музыка, радиофоническая мастерская и всякое такое.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing comma before ""и всякое такое"" in the list.
```"
210,I want to make dashboards.,Я хочу создавать панели управления.,"```
MQM annotations:
linguistic conventions errors:
Minor: Capitalization - The word ""панели"" should be capitalized as ""Панели"" to start the sentence.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового уровня рейда в #FFXIV, я долго думал: ""Черт, я бы хотел попробовать настоящий рейд, но Party Finder звучит как беспорядок, и я никогда не найду статик, который меня возьмет.""","```
MQM annotations:
linguistic conventions errors:
minor: punctuation - The comma after ""рейда"" should be a period to separate the two sentences for better readability.
```"
215,I'll make my own static!,Я сделаю свой собственный статик!,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: capitalization - The word ""статик"" should be capitalized as ""Статик"" to match the capitalization of the original English text, which uses ""Static"" as a proper noun.
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе, без каких-либо ожиданий быть хорошими в этом!","```
MQM annotations:
linguistic conventions errors:
Major: grammar - The phrase ""рейдовому статик-группе"" contains a grammatical error. The correct form should be ""рейдовой статик-группе"" to maintain agreement in gender and case.
Minor: punctuation - The phrase ""статик-группе, без"" should use a period instead of a comma to separate two independent clauses.
```"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence should end with a period.
```"
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.",Но после ~десятилетий~ почти полного отсутствия чтения (за исключением функциональной рабочей научно-популярной литературы и случайной книги по саморазвитию) я поставил цель прочитать 23 книги в 2023 году.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of the tilde (~) around ""десятилетий"" is unconventional in Russian punctuation.
```"
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""как они устанавливают свои проценты"" is unnecessary in Russian punctuation rules.
```"
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они это сделают.","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The comma before ""они это сделают"" is unnecessary in Russian and disrupts the natural flow of the sentence.
```"
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впускать мигрантов на южной границе? Не знаю.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The question mark should be inside the quotation marks in Russian: ""Представляет ли опасность впускать мигрантов на южной границе?"".
Minor: agreement - The phrase ""на южной границе"" should be ""на южной границе"" to agree in case with the rest of the sentence.
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошённые и разрушающиеся города по всей стране.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence should end with a period for correct punctuation.
```"
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"В обозримом будущем всё ещё будут существовать работы, которые можно выполнять удалённо.","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The comma before ""которые"" is unnecessary in Russian syntax.
```"
239,Remote work is enabling.,Удалённая работа является возможностью.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: grammar - The phrase ""является возможностью"" is grammatically correct but slightly awkward in this context. A more natural translation might be ""предоставляет возможности"" or ""открывает возможности"" to better convey the enabling aspect of remote work.
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных помещениях, а не в душных, шумных офисах.","```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избежать длительных поездок на работу, которые отнимают время у их дня и семьи.","```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: punctuation - The comma before ""которые"" is unnecessary and should be removed for better flow and adherence to Russian punctuation rules.
```"
250,"""You are the carbon they are trying to reduce.""","""Вы — углерод, который они пытаются уменьшить.""","```
MQM annotations:
linguistic conventions errors:
minor: punctuation - The comma before ""который"" is unnecessary in Russian syntax.
```"
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Так что, начиная с самого начала, на все мои дни рождения в прошлом у меня всегда были тяжелые.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""Так что"" is unnecessary in Russian and should be removed for correct punctuation.
```"
257,And today is already becoming a great day!,А сегодня уже становится отличным днем!,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""А"" should be lowercase as it is not the beginning of a sentence.
```"
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного мира.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""великого"" should be capitalized as ""Великого"" because it is part of a proper noun, ""Великого Южного мира.""
```"
