index,original,translated,accuracy_annotation
62,【紀伊御坊駅】のホテル・旅館を予約するならじゃらん。,"Here is the translation:

Book hotels and inns near Kii-Gobo Station on Jalan.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Book hotels and inns near Kii-Gobo Station on Jalan"" does not accurately reflect the meaning of the source text, which is about booking hotels and inns near Kii-Gobo Station on the Jalan website.
[Minor]: none"
63,じゃらん限定・格安プランも充実。,Abundant discounted plans exclusive to Jalan.,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/addition - The translation adds the phrase ""exclusive to Jalan"" which is not present in the source text."
64,会員登録でポイント貯まる・当日予約OKの宿多数・お得なクーポン配布中。,"Many accommodations where you can accumulate points by registering as a member, accept same-day reservations, and distribute discount coupons.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Many accommodations where you can accumulate points by registering as a member, accept same-day reservations, and distribute discount coupons"" does not fully capture the meaning of the source text, which emphasizes the availability of accommodations with these features, rather than just describing the features themselves."
65,入力簡単60秒で無料査定依頼 - 路線価・地価の相場を調べるなら,"Easy input, free appraisal request in 60 seconds - If you want to check the market price and land price.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""free appraisal request in 60 seconds"" does not fully capture the meaning of the source text ""入力簡単60秒で無料査定依頼"", which conveys the idea of an easy input process to request a free appraisal.
[Minor]: accuracy/addition - The translation ""If you want to check the market price and land price"" adds additional information that is not present in the source text ""路線価・地価の相場を調べるなら""."
66,マンション・土地・一戸建ての無料売却査定が可能。,"Possible free real estate appraisal for condominiums, land, and detached houses.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Possible free real estate appraisal for condominiums, land, and detached houses"" does not fully capture the meaning of the source text ""マンション・土地・一戸建ての無料売却査定が可能。"", which indicates that free real estate appraisal is possible for condominiums, land, and detached houses.
[Minor]: none"
67,エリアから価格相場の把握ができます。,You can grasp the price range from the area.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""You can grasp the price range from the area"" does not fully capture the meaning of the source text ""エリアから価格相場の把握ができます"", which suggests that one can understand the price range or market price from the area, rather than just ""grasp the price range"".

[Minor]: none"
68,不動産売却のお悩みはプロが解決！,Real estate sale worries are solved by professionals!,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Real estate sale worries are solved by professionals!"" does not fully capture the meaning of the source text ""不動産売却のお悩みはプロが解決！"", which suggests that professionals can resolve the concerns or issues related to real estate sales, rather than just solving the worries.

[Minor]: none"
71,マンションの売却・査定・最適な売却プランをご提案・売主様へ安心サポート。,"Proposal of the optimal sales plan, assessment, and sale of the condominium. Providing peace of mind support to the seller.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Proposal of the optimal sales plan, assessment, and sale of the condominium"" does not fully capture the meaning of the source text, which is about proposing an optimal sales plan, assessing the condominium, and providing peace of mind support to the seller.
[Minor]: accuracy/omission - The translation omits the part about ""providing peace of mind support to the seller"", which is an important aspect of the source text."
75,ダイキン エアコン お客様 センター見つけましょう。,Daikin air conditioning customer center.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Daikin air conditioning customer center"" does not fully capture the meaning of the source text ""ダイキン エアコン お客様 センター見つけましょう"", which is more accurately translated as ""Let's find the Daikin air conditioning customer center.""
[Minor]: [accuracy/omission] - The translation omits the phrase ""見つけましょう"" (let's find), which is an important part of the source text."
78,来場予約キャンペーン実施中 - 都市型狭小3階建てモデルハウス,Come and visit campaign in progress - Urban compact 3-story model home.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Urban compact 3-story model home"" does not fully capture the meaning of the source text ""都市型狭小3階建てモデルハウス"", which refers to a ""compact 3-story urban model home"".
[Minor]: none"
83,ITツールを駆使し業務コストを削減し、リーズナブルな価格でのサービス提供を実現,Utilizing IT tools to reduce business costs and realize the provision of services at reasonable prices.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Utilizing IT tools to reduce business costs and realize the provision of services at reasonable prices"" does not fully capture the meaning of the source text, which is about using IT tools to reduce business costs and provide services at reasonable prices.
[Minor]: none"
92,どうしても今すぐお金が必要 - 【厳選3社】即日キャッシング,I need money urgently right now.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""I need money urgently right now"" does not fully convey the meaning of the source text ""どうしても今すぐお金が必要"", which implies a more urgent or desperate need for money.
[Minor]: none"
98,レストラン予約するなら一休.com、お店の口コミも掲載。,"Restaurant reservations can be made on Ikyu.com, which also features reviews of the establishments.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Restaurant reservations can be made on Ikyu.com, which also features reviews of the establishments"" does not fully reflect the meaning of the source text, which states that Ikyu.com is a website for making restaurant reservations and also features reviews of the establishments.
[Minor]: none"
102,幸せウエディングを叶える情報満載／結婚式準備はゼクシィ。,"""Information-packed for realizing a happy wedding / Prepare for your wedding with Zexy.""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""prepare for your wedding with Zexy"" does not fully capture the meaning of the source text, which is ""information-packed for realizing a happy wedding"". The translation focuses more on the wedding preparation aspect rather than the information-packed nature of the content.
[Minor]: none"
107,ゴールドカードはメリットばかり！,Gold card is all benefits!,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Gold card is all benefits!"" does not fully capture the nuance of the source text, which suggests that the gold card has only benefits without any drawbacks.
[Minor]: none

The translation accurately conveys the overall meaning that the gold card has many benefits, but it does not reflect the emphasis on ""only benefits"" present in the source text."
110,自宅用のホームルーターをお探しの方必見！,Home router for home use must-see!,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/addition - The phrase ""must-see!"" is added to the translation, which is not present in the source text.
[Minor]: accuracy/mistranslation - The translation ""Home router for home use"" does not fully capture the meaning of the source text, which is ""Home router for home use must-see!""."
112,置くだけで使えるWiFiも！,Plug-and-play WiFi too!,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation ""Plug-and-play WiFi too!"" adds the word ""too"" which is not present in the source text ""置くだけで使えるWiFiも！""."
115,蒲田イン ソーシャル- トリップアドバイザー,Kamata Inn Social - TripAdvisor,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Social"" in the translation does not accurately reflect the meaning of ""ソーシャル"" in the source text.
[Minor]: accuracy/mistranslation - ""TripAdvisor"" in the translation does not fully capture the meaning of ""トリップアドバイザー"" in the source text."
119,ショートが似合うか不安な方でもしっかりとカウンセリングして似合わせをいっしょに考えます。,"A person who is unsure if a short hairstyle would suit them can receive thorough counseling, and we will consider together what style would be most suitable.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""A person who is unsure if a short hairstyle would suit them can receive thorough counseling, and we will consider together what style would be most suitable"" does not fully capture the nuance of the source text, which suggests that even those who are unsure about a short hairstyle can receive counseling to determine what style would suit them best.
[Minor]: none"
124,ロハコ限定、くらしになじむデザインが多数。,"Rohaco limited, many designs that fit into your lifestyle.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Rohaco limited"" does not accurately reflect the meaning of the source text ""ロハコ限定"", which refers to a specific brand or product line.
[Minor]: accuracy/mistranslation - The translation ""many designs that fit into your lifestyle"" does not fully capture the nuance of the source text ""くらしになじむデザインが多数"", which suggests that the designs are well-suited or harmonious with daily life."
125,最短翌日お届け、PayPay決済対応。,"Next-day delivery, PayPay payment accepted.","MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation includes ""PayPay payment accepted"" which is not present in the source text."
127,都心へのマルチアクセスを叶えるタワーレジデンス。,A tower residence that provides multi-access to the city center.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""A tower residence that provides multi-access to the city center"" does not fully capture the meaning of the source text ""都心へのマルチアクセスを叶えるタワーレジデンス"", which suggests that the tower residence provides multiple means of access to the city center.

[Minor]: none"
128,4路線利用できる‘目黒’駅に誕生。,"Meguro Station, where you can use 4 train lines, has been born.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""where you can use 4 train lines, has been born"" does not accurately reflect the meaning of the source text, which is about the Meguro Station being a station where you can use 4 train lines.

[Minor]: none"
129,野村不動産グループ×JR東日本グループ開発エリア【MEGURO MARC】の32階建タワー。,"Meguro Marc, a 32-story tower developed by the Nomura Real Estate Group and the JR East Japan Group.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Meguro Marc, a 32-story tower developed by the Nomura Real Estate Group and the JR East Japan Group"" does not fully capture the meaning of the source text, which mentions that the development area is ""【MEGURO MARC】"".
[Minor]: none"
132,続くから変われる、人生を変える英会話の力をあなたへ。,"Your life can change through the power of English conversation, because it continues to evolve.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Your life can change through the power of English conversation, because it continues to evolve"" does not fully capture the meaning of the source text, which suggests that one's life can change through the power of English conversation because it (the conversation) continues to evolve.
[Minor]: accuracy/addition - The translation adds the phrase ""because it continues to evolve"", which is not explicitly present in the source text."
136,クラウド電話を1内線200円から - 【公式】サテライトオフィス,Cloud phone from 200 yen per extension.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Cloud phone from 200 yen per extension"" does not fully capture the meaning of the source text ""クラウド電話を1内線200円から"", which indicates that the cloud phone service starts from 200 yen per extension.
[Minor]: no-error"
145,glovesdepoを探すなら、日本最大級通販ショップ楽天市場。,"Rakuten Ichiba, Japan's largest online shopping mall, is where you can find glovesdepot.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Rakuten Ichiba, Japan's largest online shopping mall, is where you can find glovesdepot"" does not accurately reflect the meaning of the source text ""glovesdepoを探すなら、日本最大級通販ショップ楽天市場。"", which states that Rakuten Ichiba, Japan's largest online shopping mall, is where you can find glovesdepot.
[Minor]: none"
148,目黒 恵比寿 五反田エリアで顧問弁護士をお探しなら目黒国際法律事務所。,"Meguro, Ebisu, and Gotanda area, if you are looking for a legal counsel, Meguro International Law Office.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Meguro, Ebisu, and Gotanda area, if you are looking for a legal counsel, Meguro International Law Office"" does not fully capture the meaning of the source text, which is specifically mentioning the Meguro, Ebisu, and Gotanda area as the location where the Meguro International Law Office is located.
[Minor]: [accuracy/addition] - The translation adds the phrase ""if you are looking for a legal counsel"" which is not explicitly stated in the source text.
[Minor]: [accuracy/omission] - The translation omits the word ""顧問"" (legal counsel/advisor) from the source text."
151,若手弁護士がフットワーク軽く迅速に対応します。,The young lawyer will respond quickly and nimbly.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""The young lawyer will respond quickly and nimbly"" does not fully capture the nuance of the source text, which suggests that the young lawyer will respond in a lightweight and swift manner.
[Minor]: none"
152,20代～シニアまで申込める保険 - 【生命保険】はなさく生命,Life insurance for ages 20s to seniors - Hanasaku Life.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Life insurance for ages 20s to seniors - Hanasaku Life"" does not fully capture the meaning of the source text ""20代～シニアまで申込める保険 - 【生命保険】はなさく生命"", which indicates that the insurance product is available for people from their 20s to seniors, not just ""for ages 20s to seniors"".
[Minor]: none"
161,素肌が喜ぶ、FOOD(食べもの)から生まれた化粧品。,Skincare products born from FOOD.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the Japanese source text. There are no accuracy errors identified."
162,食べてカラダにいいFOODをお肌にも！,"Eat foods that are good for your body, and also for your skin!","MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation adds the word ""FOOD"" which is not present in the source text.
[Minor]: [accuracy/mistranslation] - The translation uses the word ""skin"" instead of the more accurate ""body"" to refer to the meaning of the source text."
164,特別セールやキャンペーンをお見逃しなく。,Don't miss out on special sales and campaigns.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation adds the phrase ""Don't miss out on"" which is not present in the source text."
165,韓国で人気のスキンフード・韓国コスメのスキンフード・SKINFOOD公式通販。,Skinfood - popular Korean skincare brand. Official Skinfood online store.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""popular Korean skincare brand"" does not fully capture the meaning of the source text, which states that Skinfood is a ""popular brand in Korea"" and an ""official Skinfood online store"".
[Minor]: none"
166,【広島】ホットヨガTOP3 - 人気No1のホットヨガスタジオ,"Here is the translation from Japanese to English:

【Hiroshima】Top 3 Hot Yoga - The most popular No. 1 Hot Yoga studio","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The most popular No. 1 Hot Yoga studio"" does not fully reflect the meaning of the source text, which is a list of the top 3 hot yoga studios in Hiroshima.
[Minor]: [accuracy/addition] - The addition of ""Here is the translation from Japanese to English:"" is not present in the source text."
169,お得なキャンペーン中,Limited-time special offer.,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/addition - The translation ""Limited-time special offer"" contains the additional word ""Limited-time"" which is not present in the source text ""お得なキャンペーン中""."
175,活力サポートサプリ・テストフェン配合・スーパーマカ配合。,Vitality support supplement - containing TestoFen - containing Super Maca.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation includes ""containing TestoFen - containing Super Maca"", which is not explicitly stated in the source text."
177,【東京23区】で一戸建て探しならオープンハウス。,Open House for detached house search in the 23 wards of Tokyo.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Open House for detached house search in the 23 wards of Tokyo"" does not fully capture the meaning of the source text, which is more specifically about using the ""Open House"" service to search for detached houses in the 23 wards of Tokyo.
[Minor]: none"
180,厳選した大泉学園の一戸建てを掲載中。,Detached houses in Oizumi Gakuen are now available for viewing.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Detached houses in Oizumi Gakuen are now available for viewing"" does not fully capture the meaning of the source text, which indicates that ""selected"" or ""carefully chosen"" detached houses in Oizumi Gakuen are being presented.
[Minor]: none"
186,宿泊&航空券をあんしん予約。,Secure reservation for accommodation and airline tickets.,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/addition - The translation adds the word ""secure"" which is not present in the source text.
[Minor]: accuracy/mistranslation - The translation uses ""accommodation"" instead of the more natural ""lodging"" or ""hotel"" to convey the meaning of ""宿泊"" in the source text."
196,モテ髪ヘアカタログ・人気サロンをネット予約・ネット予約でポイントGet。,"Hair catalog for attracting attention, popular salon online reservation, get points by online reservation.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Hair catalog for attracting attention"" does not accurately reflect the meaning of the source text ""モテ髪ヘアカタログ"", which refers to a hair catalog for hairstyles that are attractive to others (i.e., ""popular hairstyles"").
[Minor]: accuracy/addition - The phrase ""get points by online reservation"" is not present in the source text and does not improve the translation."
198,クチコミ比較、最安値予約、現地払い。,"Word-for-word translation:
Word-of-mouth comparison, lowest price reservation, on-site payment.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The phrase ""word-of-mouth comparison"" does not accurately convey the meaning of ""クチコミ比較"" (review/feedback comparison).
[Minor]: [accuracy/mistranslation] - The phrase ""on-site payment"" does not precisely reflect the meaning of ""現地払い"" (payment on-site/at the location).
[Minor]: [accuracy/omission] - The translation does not include the meaning of ""最安値予約"" (lowest price reservation)."
204,全国のビューティーサロンの検索、空席確認、ネット予約。,"Beauty salon search, vacancy check, and online booking across Japan.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the Japanese source text. There are no significant accuracy errors."
206,理想の照明がない… - 取扱いブランド数、日本最大級,"""There is no ideal lighting...""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""There is no ideal lighting..."" does not fully capture the meaning of the source text, which states that the brand has the largest number of lighting products in Japan.
[Minor]: accuracy/addition - The translation adds the phrase ""..."" which is not present in the source text."
209,各種カード、ポイント還元・日本最大級2万点の品ぞろえ。,"A wide variety of cards, point redemption, and Japan's largest selection of over 20,000 items.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""A wide variety of cards, point redemption, and Japan's largest selection of over 20,000 items"" does not fully capture the meaning of the source text ""各種カード、ポイント還元・日本最大級2万点の品ぞろえ."" The source text emphasizes the large selection of over 20,000 items, which is not clearly conveyed in the translation.
[Minor]: no-error"
214,"【公式】ヴァージンクリニック - 全身医療脱毛5回88,000円／京都","Virgin Clinic - Full-body medical hair removal 5 times 88,000 yen / Kyoto","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Virgin Clinic"" does not accurately reflect the meaning of the source text ""【公式】ヴァージンクリニック"", which refers to the official clinic named ""Virgin Clinic"".
[Minor]: [accuracy/mistranslation] - The translation ""Full-body medical hair removal 5 times 88,000 yen"" does not fully capture the nuance of the source text ""全身医療脱毛5回88,000円"", which specifies that the price is for 5 sessions of full-body medical hair removal."
217,追加料金も0円で安心,"Additional fees are also 0 yen, so you can rest assured.","MQM annotations:
Accuracy Errors
[Minor]: None

The translation ""Additional fees are also 0 yen, so you can rest assured"" accurately conveys the meaning of the source text ""追加料金も0円で安心"". There are no accuracy errors in this translation."
218,幕張本郷 口コミ第1位の整体院 - 多くの専門家が絶賛する技術,"Makuhari Honcho, the No. 1 osteopathic clinic in word-of-mouth - Highly praised techniques by many experts.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the No. 1 osteopathic clinic in word-of-mouth"" does not accurately reflect the meaning of the source text, which states that the clinic is ""the No. 1 in word-of-mouth"" rather than specifically an ""osteopathic clinic"".
[Minor]: accuracy/addition - The translation ""Highly praised techniques by many experts"" adds the phrase ""by many experts"", which is not present in the source text."
232,料金も時間も節約しよう。,Save on both cost and time.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/addition] - The translation ""Save on both cost and time"" contains an additional word ""both"" that is not present in the source text ""料金も時間も節約しよう"".
[Minor]: [accuracy/mistranslation] - The translation ""Save on both cost and time"" does not fully capture the nuance of the source text, which suggests saving on both cost and time, rather than just saving on them.
[No Error]: No other accuracy errors identified."
234,お気に入りの宿を特別料金で。,Your favorite accommodation at a special rate.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Your favorite accommodation at a special rate"" does not fully capture the meaning of the source text ""お気に入りの宿を特別料金で。"", which is more accurately translated as ""Your favorite accommodation at a special price.""

[Minor]: none"
238,自分で淹れたおいしい一杯を味わいながら、プロの技をマスター。,Savor a delicious cup that you brewed yourself while mastering the techniques of a professional.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Savor a delicious cup that you brewed yourself while mastering the techniques of a professional"" does not fully capture the meaning of the source text, which is about enjoying a delicious cup of coffee that you made yourself while also learning the techniques of a professional.
[Minor]: none"
