index,original,translated,linguistic_convention_annotation
162,食べてカラダにいいFOODをお肌にも！,"Eat foods that are good for your body, and also for your skin!","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""FOOD"" should be lowercase to match the capitalization conventions in the target language."
164,特別セールやキャンペーンをお見逃しなく。,Don't miss out on special sales and campaigns.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""Don't"" should be capitalized to follow standard English capitalization rules."
165,韓国で人気のスキンフード・韓国コスメのスキンフード・SKINFOOD公式通販。,Skinfood - popular Korean skincare brand. Official Skinfood online store.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The brand name ""SKINFOOD"" should be capitalized consistently throughout the translation.
[Minor]: punctuation - The period at the end of the second sentence is missing."
166,【広島】ホットヨガTOP3 - 人気No1のホットヨガスタジオ,"Here is the translation from Japanese to English:

【Hiroshima】Top 3 Hot Yoga - The most popular No. 1 Hot Yoga studio","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The title ""【Hiroshima】Top 3 Hot Yoga - The most popular No. 1 Hot Yoga studio"" should have the first letter of each word capitalized, except for prepositions and conjunctions, according to English capitalization conventions.
[Minor]: [Punctuation] - The title should have a period at the end."
169,お得なキャンペーン中,Limited-time special offer.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""Limited-time"" should be capitalized to follow English capitalization conventions."
175,活力サポートサプリ・テストフェン配合・スーパーマカ配合。,Vitality support supplement - containing TestoFen - containing Super Maca.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""TestoFen"" and ""Super Maca"" should be capitalized to follow English capitalization conventions.
[Minor]: punctuation - The use of the hyphen (-) between ""Vitality support supplement"" and the ingredient listings is not standard punctuation in English. A colon (:) or em dash (—) would be more appropriate."
177,【東京23区】で一戸建て探しならオープンハウス。,Open House for detached house search in the 23 wards of Tokyo.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The phrase ""【東京23区】"" should be capitalized as ""【Tokyo 23 Wards】"" to follow English capitalization conventions.
[Minor]: punctuation - The period at the end of the translation is missing."
180,厳選した大泉学園の一戸建てを掲載中。,Detached houses in Oizumi Gakuen are now available for viewing.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""Detached"" should be lowercase to match the conventions of English.
[Minor]: punctuation - The period at the end of the sentence is missing."
186,宿泊&航空券をあんしん予約。,Secure reservation for accommodation and airline tickets.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""Secure"" should be capitalized to follow standard English capitalization rules."
196,モテ髪ヘアカタログ・人気サロンをネット予約・ネット予約でポイントGet。,"Hair catalog for attracting attention, popular salon online reservation, get points by online reservation.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""Hair"" should be capitalized.
[Minor]: punctuation - The period at the end of the sentence is missing."
198,クチコミ比較、最安値予約、現地払い。,"Word-for-word translation:
Word-of-mouth comparison, lowest price reservation, on-site payment.","MQM annotations:
linguistic conventions errors:
[Minor]: [Whitespace] - The phrase ""Word-of-mouth comparison"" should be written as ""Word-of-mouth comparison"" with a space between ""Word-of-mouth"" and ""comparison"".
[Minor]: [Punctuation] - The period at the end of the translation is missing."
204,全国のビューティーサロンの検索、空席確認、ネット予約。,"Beauty salon search, vacancy check, and online booking across Japan.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of ""Beauty"" should be capitalized.
[Minor]: punctuation - The period at the end of the sentence is missing."
206,理想の照明がない… - 取扱いブランド数、日本最大級,"""There is no ideal lighting...""","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of the sentence ""There is no ideal lighting..."" should be capitalized."
209,各種カード、ポイント還元・日本最大級2万点の品ぞろえ。,"A wide variety of cards, point redemption, and Japan's largest selection of over 20,000 items.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""A"" should be lowercase.
[Minor]: punctuation - The period at the end of the sentence is missing."
214,"【公式】ヴァージンクリニック - 全身医療脱毛5回88,000円／京都","Virgin Clinic - Full-body medical hair removal 5 times 88,000 yen / Kyoto","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""Virgin"" should be lowercase in the translation.
[Minor]: [Punctuation] - The translation is missing a period at the end of the sentence."
217,追加料金も0円で安心,"Additional fees are also 0 yen, so you can rest assured.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
218,幕張本郷 口コミ第1位の整体院 - 多くの専門家が絶賛する技術,"Makuhari Honcho, the No. 1 osteopathic clinic in word-of-mouth - Highly praised techniques by many experts.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The phrase ""No. 1"" should be capitalized as ""No. 1"" to follow standard English capitalization conventions.
[Minor]: punctuation - The comma after ""Makuhari Honcho"" should be removed as it is not necessary in this context."
232,料金も時間も節約しよう。,Save on both cost and time.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""Save on both cost and time"" is natural and follows the conventions of English, matching the source Japanese text."
234,お気に入りの宿を特別料金で。,Your favorite accommodation at a special rate.,"MQM annotations:
linguistic conventions errors:
[minor]: capitalization - The first letter of ""Your"" should be lowercase.
[minor]: punctuation - The period at the end of the sentence is missing."
238,自分で淹れたおいしい一杯を味わいながら、プロの技をマスター。,Savor a delicious cup that you brewed yourself while mastering the techniques of a professional.,"MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The sentence is missing a period at the end."
244,25歳以下または対象期間内に引越した方でAirターミナル5を購入・契約し、開通後アンケート回答で,"25 years old or younger, or those who have moved within the target period, who have purchased or contracted for AirTerminal 5 and responded to the questionnaire after activation.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The phrase ""AirTerminal 5"" should be capitalized consistently as ""AirTerminal 5"" throughout the translation.
[Minor]: [punctuation] - The comma after ""25 years old or younger"" should be removed for better readability.
[Minor]: [whitespace] - There should be a space between ""25 years old"" and ""or""."
246,3層タイプのプリーツマスクで、オメガ形状のプリーツが大きく広がり、鼻や口を圧迫しにくく、呼吸しやすくなっています。,"The pleated mask is of a 3-layer type, with large, wide omega-shaped pleats that do not easily press against the nose or mouth, making it easy to breathe.","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The comma after ""プリーツマスク"" should be removed to follow the punctuation conventions in Japanese.
[Minor]: [Whitespace] - There should be a space between ""オメガ形状の"" and ""プリーツ""."
248,10枚/袋×2袋で包装しており、持ち運び便利な仕様です。,"20 sheets per package, packaged for easy portability.","MQM annotations:
linguistic conventions errors:
[Minor]: [Whitespace] - The translation has an extra space between ""20"" and ""sheets""."
249,ゴム紐は6mmの平ゴム形状なので、耳への当たりが柔らかく、よくある耳の痛みも軽減してくれます。,"The rubber band has a flat rubber shape of 6mm, so it is soft on the ears and can reduce the common ear pain.","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma after ""6mm"" is unnecessary."
263,※A4 5冊入の商品に掲載の画像は新しいパッケージの商品です。,The image shown is of the new package of the product that comes in a set of 5 A4-sized items.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""the"" should be capitalized at the beginning of the sentence."
264,以前のパッケージ商品の用紙と仕様は同一です。,The paper and specifications of the previous packaged product are the same.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, but the intended meaning is still clear."
266,箱に記載されている注文コードと500枚入の包装紙記載の注文コードは異なります。,The order code printed on the box is different from the order code printed on the 500-sheet packaging paper.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The order code printed on the box is different from the order code printed on the 500-sheet packaging paper. The comma after ""box"" should be a period to end the sentence."
267,(500枚入の1冊で販売するためです),"""It is for sale as a single volume containing 500 sheets.""","MQM annotations:
linguistic conventions errors:
[Minor]: [Whitespace] - The phrase ""500枚入の1冊で販売するためです"" should have a space between ""500枚入の"" and ""1冊で""."
270,ブレーキライニングやブレーキドラムや機械部品等に付着したオイルやグリース等の汚れをきれいに落としブレーキ装置から発生する様々な粉塵を空気中に飛散させることなく、油脂類やカーボン等の汚れを素早くきれいに落とします。,"The dirt such as oil and grease attached to brake linings, brake drums, and mechanical parts is thoroughly removed, and the various dusts generated from the brake system are prevented from scattering into the air, quickly and cleanly removing oil, grease, and carbon deposits.","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation uses a period (.) at the end of the sentence, while the source text does not have any punctuation at the end.
[Minor]: word order - The order of the phrases ""brake linings, brake drums, and mechanical parts"" in the translation does not exactly match the order in the source text."
271,又、オゾン層の破壊や環境汚染の原因となるフロン及びトリクロロエタンを一切含まない有機溶剤中毒予防規則適用外の洗浄剤です。,"It is a cleaning agent that is not subject to the Organic Solvent Poisoning Prevention Regulation, and does not contain any chlorofluorocarbons or trichloroethane, which are the causes of ozone layer depletion and environmental pollution.","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation is missing a period at the end of the sentence."
274,缶の逆さ使用OK。,Upside-down use of the can is okay.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""Upside-down use of the can is okay"" does not match the natural word order of the source text ""缶の逆さ使用OK""."
276,ニトリルゴム手袋 極薄 粉なし ブルー色 100枚入,"Nitrile rubber gloves, ultra-thin, powder-free, blue color, 100 pieces.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The word ""Blue"" should be lowercase to match the capitalization style of the other adjectives in the translation.
[Minor]: punctuation - The comma after ""powder-free"" is unnecessary and should be removed for better readability."
277,柔らかく手にピッタリフィットするので、長時間の細かな作業に適しています。,Fits snugly in the hand and is suitable for long periods of detailed work.,"MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation is missing a period at the end of the sentence."
279,便利な左右兼用タイプのためムダなくお使いいただけます。,You can use it without waste as it is a convenient ambidextrous type.,"MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The sentence lacks a period at the end."
283,※体質によっては、かゆみ、かぶれ、発疹等をおこすことがあります。,"May cause itching, rash, or other skin irritations, depending on individual constitution.","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The translation is missing a period at the end of the sentence."
286,膨潤、浸透、老化することがあります。,"It may swell, penetrate, and age.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
289,※爪先、刃物や尖ったもの等で傷をつけないよう注意してください。,"Be careful not to scratch yourself with your fingertips, sharp objects, or pointed items.","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The source text ends with ""注意してください"" (Please be careful), but the translation does not include a period at the end of the sentence."
290,水漏れの原因になります。,The cause of water leakage.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""The cause of water leakage"" does not match the grammatical structure of the source text ""水漏れの原因になります"", which indicates that the water leakage is the cause of something."
295,サイズが一目瞭然のデザイン。,The design is self-evident in size.,"MQM annotations:
linguistic conventions errors:
[Minor]: grammar - The sentence structure ""The design is self-evident in size"" is not natural English. A more idiomatic translation would be ""The design is evident in its size"" or ""The size of the design is self-evident."""
299,※電池のアルカリ液が目に入ったときは失明などのおそれがあるので、すぐに多量のきれいな水で洗い流し、 医師の治療を受ける。,"If the alkaline battery liquid gets into the eyes, there is a risk of blindness, so immediately rinse with a large amount of clean water and receive medical treatment.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
306,※この電池は充電式でないので、充電すると液漏れ、発熱、破裂のおそれがある。,"This battery is not rechargeable, so charging it may cause leakage, overheating, or explosion.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""so"" is unnecessary."
315,着け具合も柔らかくフィット感のある軍手です。,It is a work glove that fits softly and comfortably.,"MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation uses a period at the end of the sentence, but a comma would be more appropriate to match the structure of the source text."
318,※回転体を伴う機械作業では、使用しないでください。,Do not use for machinery operations involving rotational bodies.,"MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
321,マスキングテープ 高品質 和紙基材,"Masking tape, high quality, Japanese paper-based.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""Masking"" should not be capitalized.
[Minor]: punctuation - The comma after ""high quality"" is unnecessary."
