index,original,single_agent_translation,single_agent_improved_translation
75,ダイキン エアコン お客様 センター見つけましょう。,Daikin air conditioning customer center.,Let's find the Daikin air conditioning customer center.
78,来場予約キャンペーン実施中 - 都市型狭小3階建てモデルハウス,Come and visit campaign in progress - Urban compact 3-story model home.,Reservation campaign for visiting the urban compact 3-story model home is currently in progress.
83,ITツールを駆使し業務コストを削減し、リーズナブルな価格でのサービス提供を実現,Utilizing IT tools to reduce business costs and realize the provision of services at reasonable prices.,"Utilizing IT tools, the company has reduced business costs, enabling the provision of services at reasonable prices."
92,どうしても今すぐお金が必要 - 【厳選3社】即日キャッシング,I need money urgently right now.,I urgently need money right now - 【Carefully Selected 3 Companies】Same-Day Cash Advance
98,レストラン予約するなら一休.com、お店の口コミも掲載。,"Restaurant reservations can be made on Ikyu.com, which also features reviews of the establishments.","For restaurant reservations, use Ikyu.com, which also features reviews of the establishments."
102,幸せウエディングを叶える情報満載／結婚式準備はゼクシィ。,"""Information-packed for realizing a happy wedding / Prepare for your wedding with Zexy.""","""Zexy, the wedding planning magazine, provides comprehensive information to help you realize your dream wedding."""
107,ゴールドカードはメリットばかり！,Gold card is all benefits!,Having a gold card offers numerous benefits.
110,自宅用のホームルーターをお探しの方必見！,Home router for home use must-see!,Home routers for home use - a must-see recommendation!
112,置くだけで使えるWiFiも！,Plug-and-play WiFi too!,WiFi that can be used just by placing it is also available!
115,蒲田イン ソーシャル- トリップアドバイザー,Kamata Inn Social - TripAdvisor,Kamata Inn - TripAdvisor
119,ショートが似合うか不安な方でもしっかりとカウンセリングして似合わせをいっしょに考えます。,"A person who is unsure if a short hairstyle would suit them can receive thorough counseling, and we will consider together what style would be most suitable.",The hairstylist will work with you to see if a short haircut would suit you well.
124,ロハコ限定、くらしになじむデザインが多数。,"Rohaco limited, many designs that fit into your lifestyle.","Exclusive to Lohaco, many designs that fit into your lifestyle."
125,最短翌日お届け、PayPay決済対応。,"Next-day delivery, PayPay payment accepted.","Next-day delivery available, PayPay payment accepted."
127,都心へのマルチアクセスを叶えるタワーレジデンス。,A tower residence that provides multi-access to the city center.,A tower residence that offers convenient access to the city center.
128,4路線利用できる‘目黒’駅に誕生。,"Meguro Station, where you can use 4 train lines, has been born.","Meguro Station, where you can use 4 train lines, has opened."
129,野村不動産グループ×JR東日本グループ開発エリア【MEGURO MARC】の32階建タワー。,"Meguro Marc, a 32-story tower developed by the Nomura Real Estate Group and the JR East Japan Group.",Meguro Marc is a 32-story tower developed by the Nomura Real Estate Group and the JR East Japan Group in the development area.
132,続くから変われる、人生を変える英会話の力をあなたへ。,"Your life can change through the power of English conversation, because it continues to evolve.",Your life can change through the power of English conversation as it continues to evolve.
136,クラウド電話を1内線200円から - 【公式】サテライトオフィス,Cloud phone from 200 yen per extension.,Cloud phone starting at 200 yen per single extension.
145,glovesdepoを探すなら、日本最大級通販ショップ楽天市場。,"Rakuten Ichiba, Japan's largest online shopping mall, is where you can find glovesdepot.","If you're looking for glovesdepot, you can find it on Rakuten Ichiba, Japan's largest online shopping marketplace."
148,目黒 恵比寿 五反田エリアで顧問弁護士をお探しなら目黒国際法律事務所。,"Meguro, Ebisu, and Gotanda area, if you are looking for a legal counsel, Meguro International Law Office.","If you are looking for a legal counsel in the Meguro, Ebisu, and Gotanda area, consider Meguro International Law Office."
151,若手弁護士がフットワーク軽く迅速に対応します。,The young lawyer will respond quickly and nimbly.,Young lawyers will respond quickly and nimbly.
152,20代～シニアまで申込める保険 - 【生命保険】はなさく生命,Life insurance for ages 20s to seniors - Hanasaku Life.,Life insurance that can be applied for from people in their 20s to seniors - [Hanasaku Life].
161,素肌が喜ぶ、FOOD(食べもの)から生まれた化粧品。,Skincare products born from FOOD.,Skin-friendly cosmetics born from edible ingredients.
162,食べてカラダにいいFOODをお肌にも！,"Eat foods that are good for your body, and also for your skin!",Eating foods that are good for your body can also benefit your skin!
164,特別セールやキャンペーンをお見逃しなく。,Don't miss out on special sales and campaigns.,Don't miss out on our special sales and promotions.
165,韓国で人気のスキンフード・韓国コスメのスキンフード・SKINFOOD公式通販。,Skinfood - popular Korean skincare brand. Official Skinfood online store.,Skinfood - a popular Korean skincare brand. Official Skinfood online store.
166,【広島】ホットヨガTOP3 - 人気No1のホットヨガスタジオ,"Here is the translation from Japanese to English:

【Hiroshima】Top 3 Hot Yoga - The most popular No. 1 Hot Yoga studio","Here is the improved translation:

【Hiroshima】Top 3 Hot Yoga Studios"
169,お得なキャンペーン中,Limited-time special offer.,During a promotional campaign.
175,活力サポートサプリ・テストフェン配合・スーパーマカ配合。,Vitality support supplement - containing TestoFen - containing Super Maca.,Vitality-boosting supplement containing TestoFen and Super Maca.
177,【東京23区】で一戸建て探しならオープンハウス。,Open House for detached house search in the 23 wards of Tokyo.,Open House for searching detached houses in the 23 wards of Tokyo.
180,厳選した大泉学園の一戸建てを掲載中。,Detached houses in Oizumi Gakuen are now available for viewing.,Carefully selected detached houses in Oizumi Gakuen are now on display.
186,宿泊&航空券をあんしん予約。,Secure reservation for accommodation and airline tickets.,Secure reservations for accommodation and airline tickets.
196,モテ髪ヘアカタログ・人気サロンをネット予約・ネット予約でポイントGet。,"Hair catalog for attracting attention, popular salon online reservation, get points by online reservation.","Hair catalog for popular salons, make online reservations to earn points."
198,クチコミ比較、最安値予約、現地払い。,"Word-for-word translation:
Word-of-mouth comparison, lowest price reservation, on-site payment.","Comparing reviews, booking at the lowest price, and paying on-site."
204,全国のビューティーサロンの検索、空席確認、ネット予約。,"Beauty salon search, vacancy check, and online booking across Japan.","Beauty salons nationwide can be searched, availability checked, and booked online."
206,理想の照明がない… - 取扱いブランド数、日本最大級,"""There is no ideal lighting...""","""There is no ideal lighting... - the largest number of brands handled in Japan."""
209,各種カード、ポイント還元・日本最大級2万点の品ぞろえ。,"A wide variety of cards, point redemption, and Japan's largest selection of over 20,000 items.","A wide variety of cards, with point redemption options, and Japan's largest selection of over 20,000 items."
214,"【公式】ヴァージンクリニック - 全身医療脱毛5回88,000円／京都","Virgin Clinic - Full-body medical hair removal 5 times 88,000 yen / Kyoto","Virgin Clinic - Full-body medical hair removal, 5 sessions for ¥88,000 / Kyoto"
217,追加料金も0円で安心,"Additional fees are also 0 yen, so you can rest assured.","There are no additional fees, it's completely free."
218,幕張本郷 口コミ第1位の整体院 - 多くの専門家が絶賛する技術,"Makuhari Honcho, the No. 1 osteopathic clinic in word-of-mouth - Highly praised techniques by many experts.","Makuhari Honcho, the No. 1 chiropractic clinic by word-of-mouth - Techniques highly praised by many experts."
232,料金も時間も節約しよう。,Save on both cost and time.,Save time and money.
234,お気に入りの宿を特別料金で。,Your favorite accommodation at a special rate.,Your favorite accommodation at a special rate.
238,自分で淹れたおいしい一杯を味わいながら、プロの技をマスター。,Savor a delicious cup that you brewed yourself while mastering the techniques of a professional.,"While savoring a delicious cup you brewed yourself, master the techniques of a professional."
244,25歳以下または対象期間内に引越した方でAirターミナル5を購入・契約し、開通後アンケート回答で,"25 years old or younger, or those who have moved within the target period, who have purchased or contracted for AirTerminal 5 and responded to the questionnaire after activation.","Those 25 years old or younger who have moved within the target period and have purchased or contracted for AirTerminal 5, and responded to the questionnaire after activation."
246,3層タイプのプリーツマスクで、オメガ形状のプリーツが大きく広がり、鼻や口を圧迫しにくく、呼吸しやすくなっています。,"The pleated mask is of a 3-layer type, with large, wide omega-shaped pleats that do not easily press against the nose or mouth, making it easy to breathe.","The pleated mask is a 3-layer type, with large, wide pleats that spread out comfortably, not pressing against the nose or mouth, making it easy to breathe."
248,10枚/袋×2袋で包装しており、持ち運び便利な仕様です。,"20 sheets per package, packaged for easy portability.","The package contains 10 sheets/pages per bag, with 2 bags total, making it convenient to carry."
249,ゴム紐は6mmの平ゴム形状なので、耳への当たりが柔らかく、よくある耳の痛みも軽減してくれます。,"The rubber band has a flat rubber shape of 6mm, so it is soft on the ears and can reduce the common ear pain.",The 6mm flat elastic material is soft on the ears and can help alleviate common ear discomfort.
263,※A4 5冊入の商品に掲載の画像は新しいパッケージの商品です。,The image shown is of the new package of the product that comes in a set of 5 A4-sized items.,The image shown is of the new packaging for the product that comes in a set of 5 A4-sized items.
264,以前のパッケージ商品の用紙と仕様は同一です。,The paper and specifications of the previous packaged product are the same.,The paper and specifications are the same as the previous packaged product.
266,箱に記載されている注文コードと500枚入の包装紙記載の注文コードは異なります。,The order code printed on the box is different from the order code printed on the 500-sheet packaging paper.,The order code on the box differs from the order code printed on the 500-sheet packaging.
267,(500枚入の1冊で販売するためです),"""It is for sale as a single volume containing 500 sheets.""",It is sold as a single volume containing 500 sheets.
270,ブレーキライニングやブレーキドラムや機械部品等に付着したオイルやグリース等の汚れをきれいに落としブレーキ装置から発生する様々な粉塵を空気中に飛散させることなく、油脂類やカーボン等の汚れを素早くきれいに落とします。,"The dirt such as oil and grease attached to brake linings, brake drums, and mechanical parts is thoroughly removed, and the various dusts generated from the brake system are prevented from scattering into the air, quickly and cleanly removing oil, grease, and carbon deposits.","The dirt such as oil and grease attached to brake linings, brake drums, and mechanical parts is thoroughly removed, and the various dusts generated from the brake system are prevented from scattering into the air. The oil, grease, and carbon deposits are quickly and thoroughly cleaned."
271,又、オゾン層の破壊や環境汚染の原因となるフロン及びトリクロロエタンを一切含まない有機溶剤中毒予防規則適用外の洗浄剤です。,"It is a cleaning agent that is not subject to the Organic Solvent Poisoning Prevention Regulation, and does not contain any chlorofluorocarbons or trichloroethane, which are the causes of ozone layer depletion and environmental pollution.","Also, it is a cleaning agent that is not subject to the Organic Solvent Poisoning Prevention Regulation and does not contain any chlorofluorocarbons or trichloroethane, which are the causes of ozone layer depletion and environmental pollution."
274,缶の逆さ使用OK。,Upside-down use of the can is okay.,It is okay to use the can upside down.
276,ニトリルゴム手袋 極薄 粉なし ブルー色 100枚入,"Nitrile rubber gloves, ultra-thin, powder-free, blue color, 100 pieces.","Nitrile rubber gloves, ultra-thin, powder-free, blue color, pack of 100."
277,柔らかく手にピッタリフィットするので、長時間の細かな作業に適しています。,Fits snugly in the hand and is suitable for long periods of detailed work.,"The soft, snug fit in the hand makes it suitable for extended periods of detailed work."
279,便利な左右兼用タイプのためムダなくお使いいただけます。,You can use it without waste as it is a convenient ambidextrous type.,"You can use this convenient product without waste, as it is suitable for both left and right-handed users."
283,※体質によっては、かゆみ、かぶれ、発疹等をおこすことがあります。,"May cause itching, rash, or other skin irritations, depending on individual constitution.","Depending on individual constitution, this product may cause itching, rashes, or other skin irritations."
286,膨潤、浸透、老化することがあります。,"It may swell, penetrate, and age.","The material may swell, penetrate, and deteriorate over time."
289,※爪先、刃物や尖ったもの等で傷をつけないよう注意してください。,"Be careful not to scratch yourself with your fingertips, sharp objects, or pointed items.","Be careful not to scratch yourself with your fingertips, sharp objects, or pointed items."
290,水漏れの原因になります。,The cause of water leakage.,This will cause water leakage.
295,サイズが一目瞭然のデザイン。,The design is self-evident in size.,The design's size is immediately apparent.
299,※電池のアルカリ液が目に入ったときは失明などのおそれがあるので、すぐに多量のきれいな水で洗い流し、 医師の治療を受ける。,"If the alkaline battery liquid gets into the eyes, there is a risk of blindness, so immediately rinse with a large amount of clean water and receive medical treatment.","If the alkaline battery liquid gets into the eyes, there is a risk of blindness, so immediately rinse with a large amount of clean water and seek medical treatment."
306,※この電池は充電式でないので、充電すると液漏れ、発熱、破裂のおそれがある。,"This battery is not rechargeable, so charging it may cause leakage, overheating, or explosion.","This battery is not rechargeable, so charging it may cause leakage, overheating, or explosion."
315,着け具合も柔らかくフィット感のある軍手です。,It is a work glove that fits softly and comfortably.,"The gloves have a soft, comfortable fit."
318,※回転体を伴う機械作業では、使用しないでください。,Do not use for machinery operations involving rotational bodies.,※Do not use for machinery operations involving rotational bodies.
321,マスキングテープ 高品質 和紙基材,"Masking tape, high quality, Japanese paper-based.",High-quality masking tape made from Japanese paper-based material.
323,のり残りが少なくタテ裂けが起こりにくいです。,The nori (seaweed) residue is minimal and vertical tearing is less likely to occur.,"The nori (seaweed) remaining is minimal, and vertical tearing is less likely to occur."
324,※被着体、塗料の種類によっては貼り跡やのり残りが発生する場合がありますので、問題がないことを確かめてからご使用下さい。,"Please check that there are no issues before use, as adhesive residue or staining may occur depending on the surface and type of paint.","Depending on the surface and type of paint, adhesive residue or staining may occur, so please check that there are no issues before using."
329,※ティシューは水に溶けにくいため、水洗トイレには流さないでください。,"Please do not flush tissues down the water-flushing toilet, as they do not dissolve easily in water.","Do not flush tissues down the toilet, as they do not dissolve easily in water."
331,※引火の原因になりますので、火気の近くに置かないでください。,Do not place it near open flames as it may cause ignition.,"Do not place it near open flames, as it may cause ignition."
334,プロユーザーにも安心してご使用いただける品質の、弱粘着タイプ養生テープです。,It is a low-tack masking tape that can be used with confidence by professional users as well.,It is a low-tack protective tape that can be used with confidence by professional users.
339,手で簡単にカットできる養生用ポリエチレンクロステープで耐候性・耐水性に優れています。,The polyethylene cross tape for protection is easy to cut by hand and has excellent weather and water resistance.,The protective polyethylene tape is easy to cut by hand and has excellent weather and water resistance.
340,再はくり性が良好です。,Good repeatability.,The repeatability is satisfactory.
341,※貼る対象物や使用環境によっては、粘着力等数値通りの値が出ない場合がございます。,"The adhesive strength and other values may not be as indicated, depending on the object to be attached and the usage environment.","The adhesive strength and other values may not meet the stated specifications, depending on the object to be attached and the usage environment."
349,※養生後、テープを早く剥すと破断する恐れがありますので、ゆっくり剥してください。,Remove the tape slowly as there is a risk of tearing if removed too quickly.,"Please remove the tape slowly, as there is a risk of tearing if it is removed too quickly."
350,※粘着剤特有のにおいがありますので、換気の良い所でのご使用をお勧めします。,Please use the product in a well-ventilated area as it has a characteristic adhesive odor.,"The adhesive has a characteristic odor, so it is recommended to use it in a well-ventilated area."
351,※被着体と養生期間によっては、被着体を汚染・損傷する場合がありますので、ご使用前にお確かめください。,"The surface to be applied and the curing period may cause contamination or damage to the surface, so please check before use.","Depending on the surface to which it is applied and the curing period, the application may cause contamination or damage to the surface, so please check before use."
356,従来品に比べ耐候性がアップしました。,Weatherability has been improved compared to the conventional product.,The weather resistance has been improved compared to the conventional product.
360,保管する場合は密閉することを推奨します。,It is recommended to store in a sealed container.,"When storing, it is recommended to keep in a sealed container."
362,※一度ご使用された製品を再度ご使用にされることで、結束力不足により不具合が発生する可能性があります。,The product may malfunction due to insufficient cohesion if used again after initial use.,"※ Once the product has been used, there is a possibility of issues occurring due to insufficient cohesion if used again."
365,※取り付けの際には現車取り付け部に真っ直ぐ取り付け作業を行ってください。,Please install it straight onto the vehicle mounting part.,"Note: When installing, please attach it straight onto the vehicle mounting part."
368,現在販売している商品は品質確認済になりますのでご安心してご使用下さい。,"The products currently on sale have undergone quality inspection, so please use them with confidence.","The products currently on sale are of assured quality, so please use them with confidence."
369,※当製品は交換作業を整備業者へ依頼して行う事をおすすめします。,We recommend that the replacement work be entrusted to a maintenance service provider.,We recommend having the replacement work done by a maintenance service provider.
370,個人で交換作業を行った場合は補償出来ない場合もございます。,"In the event that the exchange work is carried out individually, there may be cases where compensation cannot be provided.","If the exchange work is carried out individually, compensation may not be possible."
371,※ネジ寸法が各オイルフィルターで異なっている為、高さや外径などが同じフィルターに見えても取り付け前に再度、車種とネジ寸法をご確認ください。,"The screw dimensions vary for each oil filter, so even if the height and outer diameter appear to be the same as the filter, please reconfirm the vehicle model and screw dimensions before installation.","※ The screw dimensions vary between each oil filter, so even if the height and outer diameter appear to be the same as the filter, please reconfirm the vehicle model and screw dimensions before installation."
373,※わずかな違いでも大きなトラブルになる場合がございます。,There may be cases where even a slight difference can lead to a major problem.,Even slight differences can sometimes lead to major problems.
378,白メリヤスウエス 中古生地,"White knitted fabric, used.",Used white knitted fabric.
380,ウエス製品の中で優れた製品です。,It is an excellent product among Ues products.,The product is excellent among Wes products.
382,カット済。,Cut.,The task is completed.
390,※用途以外に使用しないでください。,Do not use for purposes other than intended.,Please do not use this for any purpose other than the intended use.
393,ケミカル製品と接触することによって色落ちが発生する可能性がありますのでケミカル品のご使用をお避けください。,Avoid using chemical products as they may cause color fading.,Avoid contact with chemical products as they may cause color fading.
395,食品に触れる用途には使用しないでください。,Do not use for applications that come into contact with food.,Do not use for applications that come into contact with food products.
398,※ケミカル製品と接触することによって色落ちが発生する可能性がありますのでケミカル品のご使用をお避けください。,Please avoid using chemical products as they may cause color fading.,"Contact with chemical products may cause color fading, so please avoid using such products."
399,ハンドクリーナー 工業用 オレンジエキス保湿成分配合 スクラブ入り,"Hand cleaner, industrial, with orange extract moisturizing ingredients, with scrub.",Industrial hand cleaner with orange extract moisturizing ingredients and scrub.
409,異物感が残る場合は、眼科医にご相談ください。,"If you continue to feel a foreign body sensation, please consult an ophthalmologist.","If you continue to experience a foreign body sensation, please consult an ophthalmologist."
421,※使用後の本製品の廃棄は、お住まいの各自治体で定められたゴミ廃棄方法に従ってください。,Please dispose of this product after use according to the waste disposal methods specified by your local municipality.,"After use, please dispose of this product according to the waste disposal methods specified by your local municipality."
422,※袋を閉じる際は結束バンドでしっかり結んでください。,Please securely tie the bag closed with a cable tie.,Please securely close the bag with a cable tie.
428,※本来の用途以外には使用しないでください。,Do not use for purposes other than the original intended use.,Please do not use for purposes other than the original intended use.
434,※フタが開けにくい際はフタを少し潰す様に押すと開けやすくなります。,The lid can be opened more easily by pressing it down slightly as if flattening it.,"If the lid is difficult to open, press down on it slightly to make it easier to open."
435,※内容物、洗浄廃液や容器を廃棄する場合は、都道府県の許可を受けた専門の廃棄物処理業者に委託してください。,"When disposing of the contents, cleaning waste liquid, or containers, please entrust it to a specialized waste disposal company that has obtained permission from the prefectural government.","Please dispose of the contents, cleaning waste liquid, or containers through a specialized waste disposal company that has obtained permission from the prefectural government."
438,透明度があり加工後も封入物の文字をクッキリ読めます。,"The text translates to:

""It has transparency and the text of the encapsulated material can be clearly read even after processing.""",The text remains clear and readable even after processing due to its transparency.
439,※機器には接着加工してあるシール部分から挿入してください。,Please insert from the adhesive-processed seal portion of the device.,※ Please insert the device from the adhesive-processed seal portion.
443,※一度加工したシートは再生不能となります。,The sheet once processed becomes irreparable.,"Once processed, the sheet becomes irreparable."
450,※工業用の薬品やアルコール、石油製品などには絶対に使用しないで下さい。,"Do not use for industrial chemicals, alcohol, petroleum products, or the like.","Absolutely do not use for industrial chemicals, alcohol, or petroleum products."
451,※熱湯は入れないで下さい。,Do not pour in hot water.,Please do not pour in hot water.
455,中身が漏れる恐れがございます。,The contents may leak.,There is a risk of the contents leaking.
459,店頭でフックなどに吊り下げることができる便利な穴付きです。,It has a convenient hole that can be hung on hooks or the like at the store counter.,The item has a convenient hole that can be hung on hooks or the like on the store counter.
460,フック用穴と本体の間はミシン目入りなので、フックに掛けて本体を引っ張れば穴の下から切れて使える構造になっています。,"The space between the hook hole and the main body is perforated, so you can hook it and pull the main body to cut it from the bottom of the hole, making it usable.","The space between the hook hole and the main body is perforated, so you can hook the main body and pull it to cut it from the bottom of the hole, making it usable."
461,表面にエンボス加工入り。,Embossed surface.,The surface has an embossed finish.
464,※幼児や子供がかぶって遊ぶと窒息などの危険がありますのでご注意ください。,Please be careful as there is a risk of suffocation if infants or children play by putting it over their heads.,"Please be careful, as there is a risk of suffocation if infants or children play by putting the object over their heads."
465,※高温多湿を避け、火の気のない場所で保管してください。,"Keep in the place away from high temperature and high humidity, and away from fire.","Please keep in a place away from high temperature and high humidity, and away from open flames."
481,OPPテープ 透明色,Transparent color OPP tape.,OPP tape.
482,梱包用テープとして、価格も安く強度も強い為、良く使われています。,Packing tape is widely used because it is inexpensive and has high strength.,Packing tape is widely used because it is inexpensive and has high strength.
487,※梱包用途以外の使用は避けてください。,Please avoid using for purposes other than packaging.,※Please avoid using for purposes other than packaging.
488,貼る面を損傷する場合がございます。,May cause damage to the surface to be applied.,The application of this product may potentially damage the surface.
492,※物性は測定値であり、規格値或いは保証値でありません。,The physical properties are measured values and not specification values or guaranteed values.,"The physical properties are measurement values, not specification or guaranteed values."
499,※内容物、洗浄廃液や容器を廃棄する場合は、都道府県の許可を受けた専門の廃棄物処理業者に委託してください。,"When disposing of the contents, cleaning waste liquid, or containers, please entrust it to a specialized waste disposal company that has obtained permission from the prefectural government.","When disposing of the contents, cleaning waste liquid, or containers, please entrust them to a specialized waste disposal company that has obtained permission from the prefectural government."
