index,source,target,annotation
11,代码生成选项(Code Generation Option),The code generation option,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""The code generation option"" does not fully capture the meaning of the source text ""代码生成选项"", which refers to the options or settings for code generation.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
12,总体选项(Overall Option),Overall option,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""Overall option"" does not fully capture the meaning of the Chinese term ""总体选项"", which suggests a broader, more comprehensive set of options or choices.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The translation ""Overall option"" sounds a bit unnatural and could be improved to better reflect the intended meaning.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
13,明确指出后面输入文件的语言为language (而不是从文件名后绥得到的默认选择).,Make clear that the language of the file input is the language (rather than the default choice from the file name suffix).,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""the language"" is not as precise as the original ""language"", which specifies the language of the input file.

Terminology Errors
[Minor]: Missing glossary application - The term ""language"" could have been more precisely translated using a specific technical term.

Linguistic Convention Errors
[Minor]: Grammar mistakes - The phrase ""while not the default choice from the file name suffix"" could be improved grammatically.

Style Errors
[Minor]: Awkward expressions - The phrasing ""the default choice from the file name suffix"" is a bit awkward and could be rephrased more naturally.

No-error"
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""This option applies to all subsequent input files until the next '-x' option is available in.language"" does not accurately convey the meaning of the original Chinese text, which states that the option applies until the next ""-x"" option is encountered.

Linguistic Convention Errors
[Minor]: Grammar - The phrase ""is available in.language"" is grammatically incorrect and should be ""is encountered"" or ""is found"".

Style Errors
[Minor]: Awkward expression - The phrase ""is available in.language"" is an awkward and unnatural way to express the idea.

No-error"
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation does not accurately convey the meaning of the original text. The source text mentions ""关闭任何对语种的明确说明"", which is not reflected in the translation.
[Minor]: Omission - The translation omits the phrase ""依据文件名后级处理后面的文件"" from the original text.

Terminology Errors
[Major]: Incorrect term choice - The translation uses the term ""RE AS E"" which does not seem to be the correct term for the context.

Linguistic Convention Errors
[Major]: Grammar mistakes - The translation contains grammatical errors, such as the use of ""behind the RE AS E ' -x' option"" which is not grammatically correct.

Style Errors
[Major]: Awkward expressions - The translation contains awkward and unnatural phrasing, such as ""Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option"".

No-error"
16,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The phrase ""如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分"" is translated as ""If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated"", which is not entirely accurate. The correct translation should be ""If only a part of the four stages (preprocessing, compilation, assembly, linking) is operated"".
[Major]: Omission - The phrase ""注意,某些选项组合(例如，'-x cpp-output -E')"" is not fully translated in the English version.
[Minor]: Addition - The phrase ""{i gee MEF =c 编译或汇编源文件, ETER. ERA ATI"" is added in the English translation, which is not present in the original Chinese text.

Terminology Errors
[Minor]: Incorrect term choice - The term ""geo"" is used in the translation, which is not a common term in this context. A more appropriate term would be ""the compiler"" or ""GCC"".

Linguistic Convention Errors
[Minor]: Grammar mistake - The phrase ""If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated"" contains a grammatical error, as the verb ""Compile"" is repeated.
[Minor]: Punctuation error - The use of the symbol ""∀"" in the translation is not a standard punctuation mark and should be replaced with a more appropriate character.

Style Errors
[Major]: Awkward expressions - The phrasing ""ETER. ERA ATI"" and ""MEF =c"" in the translation is very awkward and does not flow naturally.
[Minor]: Overly literal phrasing - The translation ""Ah after the filename"" for the Chinese phrase ""文伯-S F 何事情"" is too literal and could be rephrased in a more natural way.

No-error"
17,了的目标文件.,This is what happened to the target file.,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""This is what happened to the target file"" does not accurately convey the meaning of the source text ""了的目标文件"", which suggests that something happened to the target file.

Terminology Errors
[No-error]

Linguistic Convention Errors
[Minor]: Grammar - The translation uses the past tense ""happened"" instead of the more appropriate present tense to describe the current state of the target file.

Style Errors
[Minor]: Awkward expression - The phrasing ""This is what happened to the target file"" is a bit awkward and could be rephrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
18,"编译后即停止, 不进行汇编件.","After compilation it stops, and no compilation is done.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""After compilation it stops, and no compilation is done"" does not accurately convey the meaning of the original Chinese text, which states that the compilation process stops and no further assembly is performed.

Linguistic Convention Errors
[Minor]: Grammar - The phrase ""no compilation is done"" is grammatically incorrect and should be ""no assembly is done"" to match the original meaning.

Style Errors
[Major]: Awkward expression - The translation ""After compilation it stops, and no compilation is done"" is an awkward and unnatural way of expressing the original meaning.

No-error"
19,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的C ""方言"": 支持符合ANSI 标准的C 程序.","Because the compiler for those systems cannot read data from the pipeline, the compiler of GNU does not have this problem; the compiler can accept C ""dialects"" to work between different stages of the compilation process: it supports ANSI-compliant C programs.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the information that the GNU compiler can read data from the pipeline, while the compilers for other systems cannot.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Major]: Awkward expression - The phrase ""the compiler can accept C 'dialects' to work between different stages of the compilation process"" is an awkward and unclear way of expressing the idea.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
20,"这样就会关闭GNU Cc 中某些不兼容ANSI Cc 的特性关键字, 以及诸如unix 和vax 这些表明当迎和极少使用的ANSI trigraph 特性,以及禁上尽管使用了(译注:宿主环境(hosted environment) 下所有的标准库可用，main 函数返回一个int 值, 典型例子是除了内核以外几乎所有的程序.对应的独立环境(f£reestanding environment) 不存在标准库, 程序入口也不一定是main, 最明显的例子就是操作系统内核.详情参考gcc 网站最近的资料)","This turns off certain keywords in GNU Cc that do not support ANSI Cc, as well as certain ANSI trigraph features that indicate proper and rarely used ANSI trigraph attributes such as unix and vax, and turns it off despite its usage in all standard libraries in a hosted environment. The main function returns an int value; typical examples are almost all programs except for the kernel. The corresponding free-standing environment does not have a standard library, nor is the program port necessarily main, the most obvious example being the kernel within the operating system.","MQM annotations:

Accuracy Errors
[Major]: Omission - The translation omits the explanation of the ""hosted environment"" and ""freestanding environment"" concepts, which are important for understanding the context.

Linguistic Convention Errors
[Minor]: Grammar - The sentence ""The main function returns an int value; typical examples are almost all programs except for the kernel."" has a grammatical issue. It should be ""The main function returns an int value; typical examples are almost all programs except the kernel.""

Style Errors
[Major]: Awkward expression - The phrase ""turns it off despite its usage in all standard libraries in a hosted environment"" is awkward and could be rephrased more naturally.
[Minor]: Literal translation - The translation of ""表明当迎和极少使用的ANSI trigraph 特性"" as ""ANSI trigraph features that indicate proper and rarely used ANSI trigraph attributes"" is a bit too literal and could be phrased more naturally.

No-error"
21,本文件按照GB/T 1.1 一202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,This document is prepared in accordance with the provisions of GB/T 1.1-202 Working Guide Part I: Structure and drafting rules for standardization documents.,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""Working Guide Part I: Structure and drafting rules for standardization documents"" is a slightly more literal translation of the source text, which could be more concisely translated as ""Part I: Structure and drafting rules for standardization documents"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
22,"本文件代替GB 18030 一2005 信息技术”中文编码字符集与GB 18030 一2005 相比,除结构调整和编辑性改动外,主要扩术变化如下:","This document replaces GB 18030 I 2005 Information Technology Chinese characters as compared to GB 18030 I 2005 The main changes to the extension are, apart from structural adjustments and editorial changes, the following:","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""as compared to GB 18030 I 2005"" does not accurately reflect the meaning of the source text, which is that this document replaces GB 18030-2005.

Terminology Errors
[Minor]: Missing glossary application - The term ""GB 18030"" is not explained or defined in the translation.

Linguistic Convention Errors
[Minor]: Punctuation error - The translation uses ""I"" instead of ""1"" in the reference to ""GB 18030 I 2005"".

Style Errors
[Minor]: Awkward expression - The phrase ""The main changes to the extension are, apart from structural adjustments and editorial changes, the following:"" is a bit awkward and could be rephrased more naturally.

Locale Conventions Errors
[None]

Audience Appropriateness Errors
[None]

Design and Markup Errors
[None]

No-error"
23,增加了本文件适用对象(见第1 章)，,"Added subject of this document (see Chapter 1),","MQM annotations:

Accuracy Errors
[Minor]: Addition - The translation adds ""Added subject of this document"" which is not present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
24,"在双字节编码区更改了10 个竖排标点和8 个汉字构件所对应的GB/I 13000 代码位置,并其除了6 个重复编码的汉字构件和9 个重复编码的汉字( 见附录D,2005 年版的附录A)，","The code position of the GB/I 13000 code corresponding to 10 bulleted points and 8 characters components in the two-byte coding area is changed to the position of 6 double-coded characters components and 9 double-coded characters ((See Appendix D, Appendix A of the 2005 edition),","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""The code position of the GB/I 13000 code corresponding to 10 bulleted points and 8 characters components in the two-byte coding area is changed to the position of 6 double-coded characters components and 9 double-coded characters"" does not accurately convey the meaning of the source text, which states that the code positions of 10 vertical punctuation marks and 8 Chinese character components were changed, excluding 6 repeated character components and 9 repeated characters.

Terminology Errors
[Minor]: Missing glossary application - The term ""GB/I 13000"" is not explained in the translation, which may be unclear to some readers.

Linguistic Convention Errors
[Minor]: Punctuation error - The translation uses parentheses to enclose a reference to an appendix, but the source text uses commas.

Style Errors
[Major]: Awkward expression - The phrasing ""the position of 6 double-coded characters components and 9 double-coded characters"" is awkward and could be improved.

No-error"
25,"在四字节编码区更改了18 个GB/T 13000 代码位置(见附录D,2005 年版的附录D);","18 GB/T 13000 code positions were changed in the four-byte coding region (see Appendix D, Appendix D of the 2005 edition);","MQM annotations:

Accuracy Errors
[Minor]: Addition - The translation includes additional information about the appendix that is not present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
26,删除了附录”追加的汉字及部首/部件“ 见2005 年版的附录〇，,Added characters and part/parts of the appendix have been removed; see appendix 0 of the 2005 edition.,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the information about the appendix being removed.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error] 

Style Errors
[Minor]: Awkward expression - The phrasing ""Added characters and part/parts of the appendix have been removed"" is awkward and could be improved.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
27,"增加了实现的级别"" (见第9草);","increase the level of implementation "" (see Figure 9);","MQM annotations:

Accuracy Errors
[Minor]: Addition - The phrase ""increase the level of"" is not present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""increase the level of implementation"" is not a natural way to express the meaning in English.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
28,增加了资料性附录“通用规范汉字表; 议字的代码位置“ 见附录刁。,A reference appendix has been added to the ISO alphabetical alphabetical list; the code for the word in question is given in the appendix.,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""A reference appendix has been added to the ISO alphabetical alphabetical list"" does not accurately convey the meaning of the source text, which states that a reference appendix ""通用规范汉字表; 议字的代码位置"" has been added.

Terminology Errors
[Minor]: Missing glossary application - The translation does not use the specific terminology ""通用规范汉字表"" and ""议字的代码位置"" from the source text.

Linguistic Convention Errors
[Minor]: Grammar mistakes - The phrase ""the ISO alphabetical alphabetical list"" contains a grammatical error.

Style Errors
[Minor]: Awkward expressions - The phrasing ""the code for the word in question is given in the appendix"" is somewhat awkward and could be expressed more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
29,请注意本文件的某些内容可能涉及专利。 本文件的发布机构不承担识别专利的责任。,Please note that some of the contents of this document may involve patents. The issuer of this document is not responsible for identifying patents.,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""本文件的发布机构不承担识别专利的责任"" which is present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error] 

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
30,本文件由中华人民共和国工业和信息化部提出并归口。,This document is proposed and approved by the Ministry of Industry and Information Technology of the People's Republic of China.,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""归口"" which indicates that the document is approved and managed by the Ministry of Industry and Information Technology.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error] 

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
31,本文件及其所代替文件的历次版本发布情况为 :,The sequence of versions of this document and its replacement is as follows:,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the information about the release history of the document.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Major]: Awkward expression - The translation ""The sequence of versions of this document and its replacement is as follows"" sounds unnatural and could be improved.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
32,"一-2000 年首次发布为GB 18030 一2000,2005 年第一次修订; 本次为第二次修订。",First published in 2000 as GB 18030. First revised in 2000 and 2005; this is the second revision.,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the information that this is the ""second revision"" of the standard.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
33,GB 18030 一2022,GB 18030 January 2022,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""January 2022"" does not accurately reflect the Chinese source text ""一2022"", which refers to the year 2022.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
34,信息扩术”中文编码字符集,Information expansion and Chinese characters,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""Information expansion and Chinese characters"" does not accurately convey the meaning of the source text ""信息扩术""中文编码字符集"", which is about the character encoding of Chinese characters.

Terminology Errors
[Minor]: Missing glossary application - The term ""information expansion"" is not a standard term used in the context of character encoding and may need to be replaced with a more appropriate technical term.

Linguistic Convention Errors
[Minor]: Typographical issue - The source text ""信息扩术""中文编码字符集"" contains a typo in the word ""扩术"", which should be ""扩展"".

Style Errors
[Major]: Awkward expression - The translation ""Information expansion and Chinese characters"" sounds awkward and does not flow naturally.

Locale Conventions Errors
[None]

Audience Appropriateness Errors
[None]

Design and Markup Errors
[None]"
35,1 本文件规定了信息技术用的中文图形字符及甚二进制编码的十六进制表示。,1 This document specifies the Chinese graphic characters and the 16-digit representation of binary code for information technology 。.,"MQM annotations:

Accuracy Errors
[Minor]: Addition - The phrase ""及甚二进制编码的十六进制表示"" is added in the translation, which is not present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
36,四字刷部分的码位分配,Yard allocation for the quadrant part,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""Yard allocation for the quadrant part"" does not accurately convey the meaning of the source text, which is about the character encoding allocation for a specific part of the text.

Terminology Errors
[Minor]: Incorrect term choice - The term ""Yard"" is not the most appropriate term to use in this context, as it typically refers to a unit of length rather than a character encoding allocation.

Linguistic Convention Errors
[No-error]

Style Errors
[Major]: Awkward expressions - The translation ""Yard allocation for the quadrant part"" sounds unnatural and does not flow well in English.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
37,四字节部分收录了汉字和部分少数民族文字。,The four bytes contained Chinese characters and some ethnic minority characters.,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""four bytes"" does not accurately convey the meaning of ""four-byte part"" in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
38,四字节人码位分配见表3。,The four-byte bandwidth allocation is shown in Table 3.,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""four-byte bandwidth allocation"" does not accurately convey the meaning of the original Chinese text, which refers to the allocation of four-byte character codes.

Terminology Errors
[Minor]: Incorrect term choice - The term ""four-byte bandwidth"" is not the most appropriate terminology to describe the allocation of four-byte character codes.

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
39,表3 中没有指明的四字节人码位分配见6.3。,"For quad-bit-width allocations not specified in Table 3, see 6.3.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the reference to ""Table 3"" in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
40,表3 四字闻部分的码位安排,Table 3 arrangement of yards in the Quaternary,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""yards"" does not accurately convey the meaning of ""闻部分"" (quaternary parts) in the original Chinese text.

Terminology Errors
[Minor]: Missing glossary application - The term ""quaternary"" is not a commonly used term in English and may require additional explanation or a glossary entry.

Linguistic Convention Errors
[Minor]: Grammar mistakes - The phrase ""arrangement of yards in the Quaternary"" is grammatically incorrect and should be ""arrangement of the quaternary parts"".

Style Errors
[Major]: Awkward expressions - The translation ""arrangement of yards in the Quaternary"" is an awkward and unnatural phrasing in English.

No-error"
41,码位范围,Port area,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The source text ""码位范围"" refers to a character encoding range, but the translation ""Port area"" does not accurately convey this meaning.

Terminology Errors
[Major]: Incorrect term choice - The term ""Port area"" does not accurately represent the meaning of the source text ""码位范围"", which refers to a character encoding range.

Linguistic Convention Errors
[No-error]

Style Errors
[Major]: Awkward expressions - The translation ""Port area"" is an awkward and inappropriate expression for the source text ""码位范围"".

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
42,表3 四字节部分的码位安排(续),The yards in the four-byte part of Table 3 (continued),"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""The yards in the four-byte part of Table 3 (continued)"" does not accurately convey the meaning of the original Chinese text, which is about the code point arrangement in the four-byte part of Table 3.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
