index,original,translated,linguistic_convention_annotation
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, которого никто на самом деле не хочет, кроме фанатиков, которые в нем состоят.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""это"" should be capitalized at the beginning of the sentence.
[Minor]: [Punctuation] - The comma after ""кроме"" should be removed."
90,And they are truly nuts.,И они действительно орехи.,"MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The translation ""И они действительно орехи."" does not follow the natural word order of the source text ""And they are truly nuts."""
94,Get some bumper stickers that are anti-Trump and plaster them all over.,"Получите наклейки на бампер, которые являются анти-Трамп, и расклейте их повсюду.","MQM annotations:
linguistic conventions errors:
[Major]: [Capitalization] - The first letter of the word ""Трамп"" should be capitalized.
[Minor]: [Punctuation] - The period at the end of the sentence is missing."
95,Yell back at those who would try to talk over us.,"Кричите в ответ тем, кто пытается перекричать нас.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The translation ""Кричите в ответ тем, кто пытается перекричать нас."" should have the first letter capitalized, as it is the start of a sentence."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не является социально приемлемым выходить в общественные места или подбегать к людям, когда у вас сильный кашель с мокротой.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""Не"" should be capitalized at the beginning of the sentence."
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит тебе увидеть, что она ранена, и больше всего смеется, когда все вверх дном.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the source text. The sentence structure should be rearranged to better reflect the original meaning.

[Minor]: [capitalization] - The name ""Ян"" should be capitalized as ""Ян"" to follow the conventions of the Russian language.

[Minor]: [punctuation] - The comma after ""ранена"" should be removed, as it is not necessary in this context."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 страданий Yl оказывается в месте любви и испытывает огромные чувства, с которыми она не знает, что делать, поэтому здесь много и того, и другого.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is not natural, with the phrase ""of love"" appearing out of place.
[Minor]: [punctuation] - The comma after ""страданий"" (distress) is not necessary."
108,#CNN needs to just close down.,#CNN нужно просто закрыться.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""CNN"" should be capitalized in the translation."
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети отвечал за проверку так называемых ""независимых избирателей"" в аудитории?","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure in the translation is not natural or idiomatic Russian. The word order and phrasing do not match the conventions of the target language.
[Minor]: [punctuation] - The use of the comma after ""жалкой, умирающей сети"" is unnecessary and does not follow standard Russian punctuation rules."
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The translation ""Холодный фронт"" should have the first letter of ""фронт"" capitalized according to Russian capitalization conventions."
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые и наземные наблюдения IR показали расширяющуюся область низкой слоистой облачности и пятнистого тумана.,"MQM annotations:
linguistic conventions errors:
[Minor]: [spelling] - The word ""IR"" should be written in lowercase as ""ir"" to follow the standard capitalization conventions."
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Застенчивый студент-ботаник Арни Каннингем влюбляется в Кристину, ржавую Plymouth Fury 1958 года, и становится одержим восстановлением этого классического автомобиля до его прежнего великолепия.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Ботаник"" should not be capitalized.
[Minor]: [punctuation] - The comma after ""Кристину"" should be a period."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Поскольку машина меняется, так же меняется и Арни, чья обретенная уверенность превращается в высокомерие за рулем его экзотической красавицы.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Арни"" should be capitalized as ""Арни"" to follow the standard capitalization rules in Russian."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных частей в том, что мои соседи обратились против меня, - это думать о том, сколько усилий требуется, чтобы быть враждебным.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, but the intended meaning is still understandable."
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
127,But at this point the open hostility and violence is getting worse.,Но в этот момент открытая враждебность и насилие становятся хуже.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""становятся хуже"" (become worse) does not match the grammatical structure of the source text ""is getting worse""."
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И у меня до сих пор НЕТ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The Russian translation is missing a period at the end of the sentence."
133,That vessel is off-limits.,Это судно запрещено.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""Это судно запрещено"" is grammatically incorrect in Russian. The correct translation should be ""Это судно запрещено к посещению"" or ""Доступ к этому судну запрещен""."
135,She is irrelevant to me.,Она для меня неважна.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The translation ""Она для меня неважна."" should have the first word capitalized as ""Она"" to follow the standard capitalization rules in Russian."
139,I gripe about dad-ification a lot.,Я часто жалуюсь на отцовство.,"MQM annotations:
linguistic conventions errors:
[Minor]: [grammar] - The translation ""Я часто жалуюсь на отцовство"" does not accurately convey the meaning of the source text ""I gripe about dad-ification a lot."" The Russian translation uses a more general term ""отцовство"" (fatherhood) instead of the more specific ""dad-ification"" from the source."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс по тому, что я имею в виду под ""отцификацией"":","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""Вот"" should be capitalized to follow the capitalization conventions in Russian.
[Minor]: punctuation - The colon "":"" after ""Вот"" is not necessary and should be removed to follow the punctuation conventions in Russian."
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровая механика построены вокруг центрального протагониста (обычно более старшего, обычно мужского пола), который опекает или охраняет другого человека (часто более молодого).","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""It"" should be capitalized at the beginning of the sentence.
[Minor]: [Punctuation] - The period at the end of the sentence is missing."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отцовское воспитание обычно предполагает, что решением ситуации, когда родительская фигура должна заботиться о ребенке или его заменителе, является подавляющая сила, и использование этой силы для навязывания очень конкретно сформированной динамики власти.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is not natural and does not follow the typical Russian sentence structure. The translation sounds overly literal and does not flow well in the target language.
[Minor]: [punctuation] - The translation lacks punctuation at the end of the sentence."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовское влияние подрывает возможность для общинных решений и часто полностью игнорирует или подрывает любую деятельность ребенка.,"MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and disrupts the flow of the text. The original meaning is still understandable."
151,- More details are in the full blog post.,Более подробная информация содержится в полном блог-посте.,"MQM annotations:
linguistic conventions errors:
[minor]: punctuation - The translated text is missing a period at the end of the sentence."
159,Over time dart became my go-to for quick UI.,За время дарт стал моим основным средством для быстрого пользовательского интерфейса.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The phrase ""За время дарт стал моим основным средством для быстрого пользовательского интерфейса"" is grammatically incorrect. The subject ""дарт"" (dart) should be in the nominative case, not the instrumental case.
[Minor]: [capitalization] - The word ""дарт"" (dart) should be capitalized at the beginning of the sentence."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать, и у них есть #mobx для простого управления хранилищем.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The word ""#mobx"" should be capitalized as ""#MobX"" to follow the standard capitalization convention for the MobX library."
161,"The dependency story is less insane than nodejs, too.","Зависимость от истории менее безумна, чем nodejs.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is incorrect compared to the source text. The translation ""Зависимость от истории менее безумна, чем nodejs"" should be ""Зависимость от nodejs менее безумна, чем история."""
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро перемещаться, и поэтому оно идеально подходит для небольших взломов.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the flow of the source text. The phrase ""и поэтому оно идеально подходит для небольших взломов"" should be rearranged to better reflect the original meaning."
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""их"" should be capitalized to follow the convention of capitalizing the first letter of a sentence in Russian."
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Способность прыгать очень высоко, разрывать обычных людей на части, использовать жуткие магические силы и восполнять здоровье, пируя над врагами - это должно быть неотъемлемой частью всех игр для ПК, честно говоря.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""Being"" should be capitalized to follow the conventions of English.
[Minor]: [capitalization] - The first letter of ""Tear"" should be capitalized to follow the conventions of English.
[Minor]: [capitalization] - The first letter of ""Use"" should be capitalized to follow the conventions of English.
[Minor]: [capitalization] - The first letter of ""Replenish"" should be capitalized to follow the conventions of English.
[Minor]: [capitalization] - The first letter of ""Feasting"" should be capitalized to follow the conventions of English.
[Minor]: [punctuation] - The period at the end of the sentence is missing."
176,It maybe has too many language subtleties.,"Возможно, это слишком много языковых тонкостей.","MQM annotations:
linguistic conventions errors:
[Minor]: [grammar] - The translation ""Возможно, это слишком много языковых тонкостей."" has a slightly awkward grammatical structure compared to the source ""It maybe has too many language subtleties."""
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","В действительности здоровье вашего разума, вашего мозга, является таким же вопросом здоровья, как и здоровье вашей ноги.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""вашего"" should be capitalized at the beginning of the sentence."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже TERF и им подобными, потому что он, как правило, более физический и, следовательно, видимый.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is not natural in Russian. The phrase ""признается даже TERF и им подобными"" would sound more natural as ""даже TERF и им подобные признают интерсекс"".
[Minor]: [punctuation] - The comma after ""потому что"" is not necessary."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","В той же мере, в которой психическое здоровье воспринимается многими как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером - это всего лишь интерсекс разума.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not follow the typical structure of the Russian language. The phrase ""это всего лишь интерсекс разума"" should be rearranged to a more natural order, such as ""это всего лишь разума интерсекс""."
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о поле, гендере, психологии, тем более упрощенным и неточным кажется утверждение ""Мой пол - мужской, мой гендер - женский"".","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Мой"" should be capitalized at the beginning of the sentence.
[Minor]: [punctuation] - The comma after ""женский"" should be replaced with a period to end the sentence properly."
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как кислые настроения и другая мирская поп-музыка, и радиофонические мастерские, и всякое такое.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The word ""Как"" should be capitalized at the beginning of the sentence.
[Minor]: punctuation - The comma after ""и другая мирская поп-музыка"" should be removed."
210,I want to make dashboards.,Я хочу создавать дашборды.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Spelling] - The Russian translation ""дашборды"" is a transliteration of the English word ""dashboards"" and does not follow the standard Russian spelling conventions."
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейдового уровня #FFXIV я давно думал: ""Эх, хотелось бы попробовать настоящий рейд, но поиск группы кажется беспорядочным, и я никогда не найду статичную группу, которая меня возьмет"".","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""#FFXIV"" should be capitalized consistently with the source text.
[Minor]: [punctuation] - The comma after ""Итак"" should be removed to match the punctuation in the source text."
215,I'll make my own static!,Я сделаю свой собственный статический!,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""Я сделаю свой собственный статический!"" is grammatically incorrect in Russian. The correct translation should be ""Я сделаю свою собственную статику!"" or ""Я создам свою собственную статику!""."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком тревожных, чтобы попробовать присоединиться к статическому рейду, без каких-либо ожиданий быть хорошим во всем!","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is not natural and grammatically correct. The phrase ""without any expectations of being good at all!"" should be rephrased to improve the flow and grammar of the translation.
[Minor]: [punctuation] - The punctuation at the end of the sentence is not consistent with the source text. The source text ends with an exclamation mark, but the translation uses an exclamation mark and an additional period."
219,I was a voracious reader in my youth.,Я был ненасытным читателем в молодости.,"MQM annotations:
linguistic conventions errors:
[minor]: [spelling] - The word ""ненасытным"" should be spelled as ""ненасытным"" (with a single ""т"")."
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ чтения практически ничего (за исключением функциональной нефикционной литературы, связанной с работой, и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""~decades~"" should not be capitalized.
[Minor]: [Punctuation] - The use of the tilde (~) around ""decades"" is not a standard punctuation convention."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые посредничают в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","Source (English):
I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.

Translation (Russian):
Я хочу, чтобы эти компании, которые посредничают в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.

MQM annotations:
linguistic conventions errors:
No errors found."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The translated sentence is incomplete. The phrase ""they will"" is missing from the end of the sentence."
229,Is it a danger to let migrants in at the southern border? I dunno.,Является ли опасностью впускать мигрантов на южную границу? Не знаю.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of the word ""Является"" should be capitalized.
[Minor]: [punctuation] - The sentence should end with a period."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошенные и разрушающиеся города по всей стране.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The word ""Again"" should not be capitalized in the translation."
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"Будут по-прежнему существовать рабочие места, которые можно выполнять удаленно в обозримом будущем.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure ""Будут по-прежнему существовать рабочие места, которые можно выполнять удаленно в обозримом будущем"" is not as natural as the source text. The translation could be improved to sound more fluent."
239,Remote work is enabling.,Удаленная работа позволяет.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The translation ""Удаленная работа позволяет."" should have the first letter capitalized as ""Удаленная работа позволяет."""
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных пространствах, а не в душных, шумных офисах.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""это"" should be capitalized to follow the convention of capitalizing the first word in a sentence."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избегать длительных поездок, которые отнимают время у них и их семей.","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - Missing comma after ""их"".

The translation is generally accurate and well-formed, with only a minor punctuation error. The sentence structure and word choice accurately convey the meaning of the source text."
250,"""You are the carbon they are trying to reduce.""","Вы - углерод, который они пытаются сократить.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""углерод"" should be capitalized."
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.",С самого начала на все мои дни рождения в прошлом у меня всегда были трудные.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure ""С самого начала на все мои дни рождения в прошлом у меня всегда были трудные"" is grammatically incorrect. The correct structure should be ""С самого начала все мои дни рождения в прошлом были для меня трудными""."
257,And today is already becoming a great day!,И сегодня уже становится прекрасным днём!,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""И"" in the translation should be lowercase to match the capitalization convention in Russian."
