index,original,zero_shot_translation,improved_translation
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx исчез, хотя это была бы близкая гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","Это верно даже сейчас, когда сайт goatse.cx больше не существует, хотя он и khou.com, где я пытался посмотреть видео, которое мне прислала Венди, были бы близки по неуместности содержания."
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","На первом поезде сегодня контролер посмотрел на наши билеты и сказал ""долгое путешествие!"".","На первом поезде сегодня контролер посмотрел на наши билеты и сказал: ""Ого, путь неблизкий!"""
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто отвожу его в Глазго,"" - попытался я объяснить, указывая на своего спутника.","""Я просто высаживаю его в Глазго."""
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"Вещь, которая убедила меня прошлой ночью, заключается в том, что мы должны быть готовы дать отпор трампизму.","Прошлой ночью я пришел к выводу, что нам необходимо быть готовыми противостоять трампизму."
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, которого никто на самом деле не хочет, кроме фанатиков, которые в нем состоят.","Это секта, которую никто на самом деле не хочет, кроме фанатичных последователей."
90,And they are truly nuts.,И они действительно орехи.,Они действительно сумасшедшие.
94,Get some bumper stickers that are anti-Trump and plaster them all over.,"Получите наклейки на бампер, которые являются анти-Трамп, и расклейте их повсюду.",Расклейте повсюду наклейки с лозунгами против Трампа.
95,Yell back at those who would try to talk over us.,"Кричите в ответ тем, кто пытается перекричать нас.","Давайте громко возражать тем, кто пытается заглушить наши голоса."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не является социально приемлемым выходить в общественные места или подбегать к людям, когда у вас сильный кашель с мокротой.","Не рекомендуется выходить в общественные места или подходить близко к людям, когда у вас сильный кашель с мокротой."
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит тебе увидеть, что она ранена, и больше всего смеется, когда все вверх дном.","Ян причинит тебе боль, прежде чем позволит тебе увидеть, что ей больно, и больше всего смеется, когда все идет наперекосяк."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 страданий Yl оказывается в месте любви и испытывает огромные чувства, с которыми она не знает, что делать, поэтому здесь много и того, и другого.","После 4 000 страданий, Ильона находит себя в месте любви и испытывает сильные эмоции, с которыми она не знает, что делать, поэтому здесь много и того, и другого."
108,#CNN needs to just close down.,#CNN нужно просто закрыться.,#CNN должен быть закрыт.
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети отвечал за проверку так называемых ""независимых избирателей"" в аудитории?",Кто в этой телевизионной сети отвечал за проверку так называемых независимых избирателей в аудитории?
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,Холодный фронт ожидается к середине следующей недели.
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые и наземные наблюдения IR показали расширяющуюся область низкой слоистой облачности и пятнистого тумана.,Сегодня рано утром спутниковые ИК-наблюдения и наземные измерения показали расширяющуюся область низкой слоистой облачности и пятнистого покрова.
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Застенчивый студент-ботаник Арни Каннингем влюбляется в Кристину, ржавую Plymouth Fury 1958 года, и становится одержим восстановлением этого классического автомобиля до его прежнего великолепия.","Увлечённый студент Арни Каннингем влюбляется в Кристину, старую Plymouth Fury 1958 года, и становится одержим восстановлением этого классического автомобиля до его прежнего великолепия."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Поскольку машина меняется, так же меняется и Арни, чья обретенная уверенность превращается в высокомерие за рулем его экзотической красавицы.","Пока машина меняется, меняется и Арни: его новообретенная уверенность за рулем этой красавицы превращается в высокомерие."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных частей в том, что мои соседи обратились против меня, - это думать о том, сколько усилий требуется, чтобы быть враждебным.","Представьте себе, как много усилий требуется, чтобы быть враждебным к своим соседям."
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","Придется потерпеть, но ты должен быть самим собой."
127,But at this point the open hostility and violence is getting worse.,Но в этот момент открытая враждебность и насилие становятся хуже.,Но к этому моменту открытая враждебность и насилие усиливаются.
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И у меня до сих пор НЕТ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","И у меня до сих пор нет ни малейшего представления, что я мог сделать, чтобы заслужить это."
133,That vessel is off-limits.,Это судно запрещено.,Доступ к этому объекту запрещен.
135,She is irrelevant to me.,Она для меня неважна.,Она мне не важна.
139,I gripe about dad-ification a lot.,Я часто жалуюсь на отцовство.,Я часто жалуюсь на растущую вовлеченность отцов в родительские обязанности.
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс по тому, что я имею в виду под ""отцификацией"":","Вот краткое введение в то, что я называю «отцовским влиянием»:"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания ситуации, когда повествование или игровая механика построены вокруг центрального протагониста (обычно более старшего, обычно мужского пола), который опекает или охраняет другого человека (часто более молодого).","Это не мой термин, а термин, используемый для описания ситуации, когда повествование или игровая механика построены вокруг главного героя (обычно более старшего, обычно мужского пола), который направляет или защищает другого человека (часто более молодого)."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отцовское воспитание обычно предполагает, что решением ситуации, когда родительская фигура должна заботиться о ребенке или его заменителе, является подавляющая сила, и использование этой силы для навязывания очень конкретно сформированной динамики власти.","Отцовский подход обычно предполагает, что решением ситуации, когда родительская фигура должна заботиться о ребенке или его заместителе, является использование подавляющей силы для навязывания конкретной динамики власти."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовское влияние подрывает возможность для общинных решений и часто полностью игнорирует или подрывает любую деятельность ребенка.,Отцовское доминирование подрывает возможность для общинных решений и часто полностью игнорирует или ограничивает любую самостоятельность ребенка.
151,- More details are in the full blog post.,Более подробная информация содержится в полном блог-посте.,Подробнее см. в блог-посте.
159,Over time dart became my go-to for quick UI.,За время дарт стал моим основным средством для быстрого пользовательского интерфейса.,Со временем Dart стал моим основным средством для быстрой разработки пользовательского интерфейса.
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать, и у них есть #mobx для простого управления хранилищем.","Работать с #Flutter - одно удовольствие, и у этого фреймворка есть #MobX для простого управления состоянием."
161,"The dependency story is less insane than nodejs, too.","Зависимость от истории менее безумна, чем nodejs.","Зависимость от nodejs менее сложна, чем в этой среде."
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро перемещаться, и поэтому оно идеально подходит для небольших взломов.","Но это позволяет быстро выполнять небольшие модификации, и поэтому оно идеально подходит для таких задач."
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,У них очень толстый хвост.
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Способность прыгать очень высоко, разрывать обычных людей на части, использовать жуткие магические силы и восполнять здоровье, пируя над врагами - это должно быть неотъемлемой частью всех игр для ПК, честно говоря.","Возможность совершать сверхвысокие прыжки, разрывать обычных людей на части, использовать жуткие магические силы и восполнять здоровье за счет врагов - это должно быть неотъемлемой частью всех компьютерных игр, если честно."
176,It maybe has too many language subtleties.,"Возможно, это слишком много языковых тонкостей.","Возможно, здесь слишком много языковых нюансов."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","需要翻譯成中文和/或福建話,我都不會。","需要翻譯成中文和/或福建話,但我都不會。"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","В действительности здоровье вашего разума, вашего мозга, является таким же вопросом здоровья, как и здоровье вашей ноги.","В действительности здоровье вашего мозга столь же важно для вашего здоровья, как и здоровье вашей ноги."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже TERF и им подобными, потому что он, как правило, более физический и, следовательно, видимый.","Даже радикальные феминистки, исключающие трансгендерных людей, признают существование интерсекс-людей, поскольку их физические особенности обычно более заметны."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","В той же мере, в которой психическое здоровье воспринимается многими как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером - это всего лишь интерсекс разума.","В той же мере, в которой психическое здоровье воспринимается многими как менее ""реальное"", чем физическое здоровье, я считаю, что трансгендерность - это своего рода интерсексуальность психики."
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о поле, гендере, психологии, тем более упрощенным и неточным кажется утверждение ""Мой пол - мужской, мой гендер - женский"".","Чем больше я читаю исследований о поле, психологии, тем более упрощенным и неточным кажется утверждение ""Мой пол - мужской, моя гендерная идентичность - женская""."
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я считаю, что обозначение ""небинарный"" должно быть расширено с просто гендерного термина, чтобы использоваться при упоминании пола.","Я считаю, что термин ""небинарный"" следует использовать не только для обозначения гендера, но и для характеристики пола."
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как кислые настроения и другая мирская поп-музыка, и радиофонические мастерские, и всякое такое.","Как необычные музыкальные настроения и другая нетривиальная поп-музыка, и радиофонические эксперименты, и всё такое."
210,I want to make dashboards.,Я хочу создавать дашборды.,Я хочу делать панели управления.
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейдового уровня #FFXIV я давно думал: ""Эх, хотелось бы попробовать настоящий рейд, но поиск группы кажется беспорядочным, и я никогда не найду статичную группу, которая меня возьмет"".","Итак, с приближением нового рейдового уровня #FFXIV я давно думал: ""Эх, хотелось бы попробовать настоящий рейд, но поиск группы, похоже, будет непростым, и вряд ли я найду постоянную команду, которая меня возьмет""."
215,I'll make my own static!,Я сделаю свой собственный статический!,Я создам свою собственную помеху!
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком тревожных, чтобы попробовать присоединиться к статическому рейду, без каких-либо ожиданий быть хорошим во всем!","Полные людей, слишком тревожных, чтобы попробовать присоединиться к постоянной группе для рейдов, без каких-либо ожиданий быть профессионалами!"
219,I was a voracious reader in my youth.,Я был ненасытным читателем в молодости.,Я был страстным читателем в молодости.
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ чтения практически ничего (за исключением функциональной нефикционной литературы, связанной с работой, и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","После многих лет чтения практически ничего (за исключением функциональной рабочей нефикционной литературы и редких книг по саморазвитию), я поставил себе цель прочитать 23 книги в 2023 году."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые посредничают в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","Я хочу, чтобы эти компании, которые занимаются платежами, объяснили своим клиентам, как они рассчитывают свои комиссии."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они.","Но если у Spotify будет хороший квартал, они будут продолжать расти."
229,Is it a danger to let migrants in at the southern border? I dunno.,Является ли опасностью впускать мигрантов на южную границу? Не знаю.,Стоит ли впускать мигрантов на южную границу? Не уверен.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошенные и разрушающиеся города по всей стране.,Пусть они вновь восстановят опустошенные и разрушающиеся города по всей стране.
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"Будут по-прежнему существовать рабочие места, которые можно выполнять удаленно в обозримом будущем.",Удаленная работа сохранится и в обозримом будущем.
239,Remote work is enabling.,Удаленная работа позволяет.,Удаленная работа открывает новые возможности.
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных пространствах, а не в душных, шумных офисах.","Это позволяет людям работать в комфортных пространствах, а не в душных и шумных офисах."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избегать длительных поездок, которые отнимают время у них и их семей.","Это позволяет людям избегать утомительных поездок на работу, высвобождая время для себя и своих семей."
250,"""You are the carbon they are trying to reduce.""","Вы - углерод, который они пытаются сократить.","Вы - тот углерод, который они пытаются сократить."
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.",С самого начала на все мои дни рождения в прошлом у меня всегда были трудные.,Все мои дни рождения в прошлом были для меня непростыми.
257,And today is already becoming a great day!,И сегодня уже становится прекрасным днём!,И сегодня уже становится замечательным днём!
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного Мира.,До наступления зимы осталось 30 дней в этой небольшой части Южного полушария.
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну подкладку в мою велосипедную куртку - на всякий случай, если мне понадобится внутри.","Я застегну подкладку в свою велосипедную куртку на случай, если она мне понадобится."
273,I finally got a good dangle photo so I can be sure he's not fat.,"Я наконец-то получил хорошее фото его гениталий, чтобы быть уверенным, что он не толстый.","Я наконец-то получил хорошую фотографию моего питомца, чтобы убедиться, что он не выглядит полным."
275,He's not.,Он не.,Он не является таким.
282,2) The currency reward system has been connected.,Валютная система вознаграждения была подключена.,Система валютного вознаграждения была подключена.
286,"All collards, kale, chard is transplanted.","Все листовые овощи, такие как кале, мангольд, пересаживаются.","Капуста кале, капуста кудрявая и свекла мангольд пересаживаются."
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,"Планы установить в салате в Пенне на 6-рядном узоре и посмотреть, как это сравнивается с засеянными кроватями.",Планируется высадить салат в Пенсильвании по 6-рядной схеме и сравнить это с широкорядным посевом.
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горошек в Гилпине появляется, поэтому необходимо установить шпалеру.","В Гилпине уже появился весенний горошек, поэтому необходимо установить шпалеру."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Также необходимо посеять ряд салата там, чтобы интегрировать нарезанную зелень, в обоих есть обученный персонал по ирригации, подготовке грядок и пересадке, что составляет 90% навыков, не связанных с уборкой урожая.","Также необходимо посеять ряд салата, чтобы интегрировать нарезанную зелень. У нас есть обученный персонал по поливу, подготовке грядок и пересадке, что составляет 90% навыков, не связанных с уборкой урожая."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Любопытный, я сохранял открытый ум, чтобы сравнить, как Google Maps и Apple Maps сравниваются на моем тестовом iPhone-устройстве (мой ежедневный водитель - это устройство Android, поэтому я редко использую iPhone).","Любопытный, я сохранял открытый ум, чтобы сравнить возможности Google Maps и Apple Maps на моем тестовом iPhone-устройстве (мое основное устройство - Android, поэтому я редко пользуюсь iPhone)."
299,Was it the 2012 Apple Maps disaster?,Это была катастрофа Apple Maps 2012 года?,Разве это не была катастрофа с Картами Apple в 2012 году?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзято отношусь к тому, чтобы не выпускать мусор для конечных пользователей, и Apple королевски облажалась со своими картами Apple, когда они вышли в 2012 году.","Я предвзято отношусь к выпуску некачественного программного обеспечения для конечных пользователей, и Apple допустила серьезную ошибку со своими картами Apple, когда они вышли в 2012 году."
308,Not the case.,Не так.,Это не так.
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется невообразимым, что землю могут отнять у вас однажды, когда вы смотрите австралийские и американские СМИ, но это потому, что богатые люди весь день обеспечивают, чтобы ваш разум думал определенным образом.","Кажется, что землю невозможно отнять, когда вы смотрите австралийские и американские СМИ, но на самом деле богатые люди постоянно контролируют их, чтобы вы думали определенным образом."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Земля очень легко и быстро может быть отобрана правительством в любой день, если они этого захотят.","Правительство может в любой момент легко и быстро изъять этот земельный участок, если они того пожелают."
316,It never made sense how ppl can keep land at the expense of others.,"Это никогда не имело смысла, как люди могут удерживать землю за счет других.","Как люди могут владеть землёй за счёт других, это никогда не имело для меня смысла."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Я часто удивляюсь человеческой способности быть *так* недовольным собой, в то время как вокруг так много свидетельств того, что на самом деле представляет собой жестокость.","Я часто удивляюсь, как люди могут быть столь самокритичными, когда вокруг столько примеров настоящей жестокости."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,Но смягчение отчаяния из-за нашей неряшливости имеет решающее значение - потому что это дает нам больше пространства для борьбы с руинами вокруг.,"Нам необходимо с пониманием относиться к нашей неаккуратности, ведь это дает нам больше возможностей для борьбы с окружающими разрушениями."
331,"Some programmers: ""Typing speed does not matter!""","""Скорость печати не имеет значения!""","""Скорость набора на клавиатуре не имеет значения!"""
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, что это лучший подход для распространения, но мне это нравится пока: <URL>","Я не уверен, что это лучший способ для распространения, но пока мне он нравится: <URL>"
338,I have been toying with this little piece on my head for a few days now.,Я уже несколько дней играюсь с этим маленьким предметом на своей голове.,Я уже несколько дней экспериментирую с этой небольшой деталью на своей голове.
339,It is definitely more romance than filth.,"Это определенно больше романтики, чем грязи.","Это определенно больше романтики, чем пошлости."
343,"Common, it's really not that hard.","Да, это не так уж и сложно.",Это не так уж и сложно.
345,"I wish there was a ""who to follow"" recommendation somehow.","Я бы хотел, чтобы была рекомендация ""кого следовать"".","Было бы полезно получать рекомендации, на кого стоит подписаться."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если вы придерживаетесь стандартного веб-интерфейса, это не выглядит и не ощущается хорошо (по моему мнению).","Если вы используете стандартный веб-интерфейс, он выглядит и ощущается неудачно."
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвращение, но стоит попытаться.","Не знаю, можно ли предотвратить, но стоит попробовать."
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я обрисовываю, подлежат обсуждению, с некоторым прогрессом в каждом:","Четыре предложенных мною шага открыты для обсуждения, при этом в каждом из них наблюдается некоторый прогресс."
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он не смог сказать их во время собрания в городе, все в Америке все равно услышат их многократно между сейчас и ноябрем 2024 года.","Даже если он не успел сказать это на городском собрании, все в Америке все равно услышат это многократно до ноября 2024 года."
363,"The ""MusicLM Demo"" is mildly interesting.",Музыкальная демонстрация LM умеренно интересна.,Музыкальная демонстрация LM слегка интересна.
369,I work out alone in my bedroom without a spotter or even a weight rack.,Я занимаюсь один в своей спальне без страхующего или даже стойки для штанги.,"Я занимаюсь один в своей спальне, без страховщика или стойки для штанги."
371,I bench press on my bed.,Я жму штангу на кровати.,"Я жму штангу, лежа на кровати."
378,I'd never seen it at the fancy grocer or any of the Italian delis.,Я никогда не видел этого в дорогом продуктовом магазине или в любой из итальянских деликатесных лавок.,Я никогда не видел этого в престижном продуктовом магазине или в любой из итальянских гастрономов.
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализованными здесь, мы неохотно покупаем новую машину FAANG.","Будучи радикализованными здесь, мы неохотно приобретаем новые устройства FAANG."
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","В 1998-06 Gamefan, в связи с длительной разработкой первой игры Unreal, Джейсон Шрайбер прокомментировал:",В 1998 году в журнале Gamefan Джейсон Шрайбер прокомментировал длительную разработку первой игры Unreal.
387,"""A good game is only late until it ships.","Хорошая игра только поздно, пока она не выйдет.","Хорошая игра считается поздней только до тех пор, пока она не выйдет в свет."
