index,original,translated,style_annotation
24,Her body immediately stiffened and there was this look of fear in her eyes.,"Её тело сразу же окаменело, и в её глазах появился страх.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Её тело сразу же окаменело, и в её глазах появился страх."" reads a bit too literally compared to the more natural English phrasing ""Her body immediately stiffened and there was this look of fear in her eyes."""
25,And then we just... paid for our stuff.,И тогда мы просто... заплатили за наши вещи.,"MQM annotations:
Style Errors:
[minor]: [register] - The translation uses a more formal register (""заплатили"") compared to the casual tone of the source text (""paid"").
[minor]: [unnatural flow] - The translation reads a bit awkwardly, with the placement of ""просто"" sounding unnatural. A more natural flow would be ""И тогда мы просто заплатили за наши вещи."""
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Улыбка облегчения на ее лице была великим чувством, но тот факт, что она сначала испугалась, ЧЕРТОВСКИ ОТСТОЙ И Я НЕНАВИЖУ ЭТО.","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""чертовски"") compared to the informal/colloquial tone of the source text (""FUCKING"").
[minor]: [unnatural flow] - The translation, while grammatically correct, reads a bit awkwardly and lacks the natural flow of the source text."
32,But he can't pardon himself out of state prison.,Но он не может помиловать себя из государственной тюрьмы.,"MQM annotations:
Style Errors:
[minor]: [register] - The translation uses a more formal register (""он не может помиловать себя"") compared to the more informal tone of the source text (""he can't pardon himself"")."
33,It takes the state's governor.,Это занимает у губернатора штата.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Это занимает у губернатора штата"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""Это требует участия губернатора штата"" or ""Это является обязанностью губернатора штата""."
36,NY is the best hope for accountability,Нью-Йорк - лучшая надежда на подотчетность.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Нью-Йорк - лучшая надежда на подотчетность"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be needed."
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Существует значительное свидетельство того, что реальное общение не может быть сведено к отправке сигналов с контекстно-независимым значением.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Существует значительное свидетельство того, что реальное общение не может быть сведено к отправке сигналов с контекстно-независимым значением"" reads too literally and lacks the natural flow expected in the Russian language."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем экологические условия и когнитивные возможности, которые позволяют контекстуальную дезамбигуацию значений символов.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""В то же время мы изучаем экологические условия и когнитивные возможности, которые позволяют контекстуальную дезамбигуацию значений символов"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be required."
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,"Я действительно наслаждался встречей с Пенни и Николасом из Ashanti Development на выходных, чтобы поговорить об их прогрессе.","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""наслаждался"") compared to the more casual tone of the source text (""enjoyed catching up"").
[minor]: [unnatural flow] - The phrasing ""на выходных, чтобы поговорить"" sounds a bit unnatural and could be more fluent, e.g., ""на выходных поговорить""."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Я был достаточно удачлив, чтобы провести незабываемые шесть месяцев рядом с Николасом в 2011 году, поддерживая ряд проектов.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Я был достаточно удачлив, чтобы провести незабываемые шесть месяцев рядом с Николасом в 2011 году, поддерживая ряд проектов"" reads too literally and lacks the natural flow expected in the Russian language. A more natural phrasing would be preferred."
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николай работает с фермерами, чтобы сократить использование пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как осенний армейский червь, который может опустошить посевы кукурузы.","MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""Николай работает с фермерами, чтобы сократить использование пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и вредителями, такими как осенний армейский червь, который может опустошить посевы кукурузы"" reads a bit awkwardly and could be phrased in a more natural way in Russian."
53,The UPS store near me won't allow me to write a label or write on the box.,Магазин UPS рядом со мной не позволяет мне написать этикетку или написать на коробке.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Магазин UPS рядом со мной не позволяет мне написать этикетку или написать на коробке"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""В магазине UPS рядом со мной не разрешают писать на этикетке или на коробке""."
55,They won't allow me to tell them the address it's going to and who is shipping it.,"Они не позволят мне сообщить им адрес, куда это отправляется, и кто это отправляет.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Они не позволят мне сообщить им адрес, куда это отправляется, и кто это отправляет"" reads too literally and lacks the natural flow expected in Russian. A more natural way to express this would be: ""Они не позволят мне сообщить адрес получателя и отправителя""."
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда взимают с меня $2,25 за это ""удобство"".","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""взимают"") compared to the informal tone of the source text (""charge me"").
[minor]: [unnatural flow] - The phrasing ""взимают с меня $2,25"" sounds slightly unnatural and could be expressed more fluently in Russian."
64,The ratings--seeking delusional irresponsibility of it all.,"Рейтинг-ищущая, бредовая безответственность всего этого.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Рейтинг-ищущая, бредовая безответственность всего этого"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be required."
65,It can't be repeated.,Это не может быть повторено.,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Это не может быть повторено"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""Это невозможно повторить""."
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень сквозной подвал, что, по сути, означает, что я могу получить много грызунов, ищущих убежища.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""У меня очень сквозной подвал, что, по сути, означает, что я могу получить много грызунов, ищущих убежища"" reads too literally and lacks the natural flow expected in the Russian language. A more natural way to express this would be: ""У меня в подвале очень сквозняки, из-за чего там могут поселиться многие грызуны, ищущие укрытия.""

[minor]: [REGISTER] - The use of the formal pronoun ""я"" in this context is slightly too formal. A more natural register would use the informal ""у меня"" instead."
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","Было много признаков большего количества грызунов в течение последнего месяца или около того, что было исключительно удивительно, так как это весна, и я думал, что они будут выходить на улицу с изменением погоды.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, ""Было много признаков большего количества грызунов в течение последнего месяца или около того, что было исключительно удивительно, так как это весна, и я думал, что они будут выходить на улицу с изменением погоды."" could be expressed in a more natural way in Russian.
[minor]: [REGISTER] - The translation uses a more formal register than the source text, which has a more casual tone. For example, ""я думал"" could be replaced with a more informal expression like ""я ожидал""."
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно счастлив убивать их, но я не буду принимать комментарии об этике убийства мышей.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Я не особенно счастлив убивать их, но я не буду принимать комментарии об этике убийства мышей"" reads too literally and lacks the natural flow expected in the target language. A more natural translation would be required."
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, которые поощряют более активную деловую активность.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Но они также сократили гранты и налоговые льготы, которые поощряют более активную деловую активность"" sounds a bit awkward and lacks the natural flow expected in Russian. A more natural way to express this could be: ""Но они также отменили гранты и налоговые льготы, которые стимулировали более активную деловую активность."""
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx исчез, хотя это была бы близкая гонка на дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""a close race to the bottom"" could be translated more idiomatically.
[minor]: [REGISTER] - The use of the phrase ""say, khou.com"" is slightly informal and may not match the overall tone of the source text."
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","На первом поезде сегодня контролер посмотрел на наши билеты и сказал ""долгое путешествие!"".","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""контролер"") compared to the informal tone of the source text (""the ticket checker"").
[minor]: [unnatural flow] - The translation ""долгое путешествие!"" sounds a bit unnatural and literal compared to the more idiomatic ""long journey!"" in the source."
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто отвожу его в Глазго,"" - попытался я объяснить, указывая на своего спутника.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Я просто отвожу его в Глазго,"" sounds a bit unnatural and literal compared to the more natural-sounding English source ""I'm just dropping him off in Glasgow."""
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"Вещь, которая убедила меня прошлой ночью, заключается в том, что мы должны быть готовы дать отпор трампизму.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Вещь, которая убедила меня прошлой ночью, заключается в том, что мы должны быть готовы дать отпор трампизму"" reads too literally and lacks the natural flow expected in the target language. A more natural translation would be required."
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, которого никто на самом деле не хочет, кроме фанатиков, которые в нем состоят.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Это культ, которого никто на самом деле не хочет, кроме фанатиков, которые в нем состоят"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be smoother and more idiomatic."
90,And they are truly nuts.,И они действительно орехи.,"MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation ""И они действительно орехи."" uses a more informal register compared to the source text ""And they are truly nuts."" which has a more neutral tone."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,"Получите наклейки на бампер, которые являются анти-Трамп, и расклейте их повсюду.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Получите наклейки на бампер, которые являются анти-Трамп, и расклейте их повсюду"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be needed."
95,Yell back at those who would try to talk over us.,"Кричите в ответ тем, кто пытается перекричать нас.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Кричите в ответ тем, кто пытается перекричать нас"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression could be ""Давайте громко возражать тем, кто пытается заглушить наши голоса."""
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не является социально приемлемым выходить в общественные места или подбегать к людям, когда у вас сильный кашель с мокротой.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Не является социально приемлемым выходить в общественные места или подбегать к людям, когда у вас сильный кашель с мокротой"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression could be used."
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Ян причинит тебе боль, прежде чем позволит тебе увидеть, что она ранена, и больше всего смеется, когда все вверх дном.","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""Ян причинит тебе боль"") compared to the more casual tone of the source text (""Jan will hurt you"").
[minor]: [unnatural flow] - The translation reads a bit awkwardly, with a more literal phrasing compared to the source (""прежде чем позволит тебе увидеть, что она ранена"" vs ""before she lets you see she's hurt"").
[minor]: [register] - The use of the formal pronoun ""она"" instead of the more casual ""она"" is not fully aligned with the informal tone of the source."
108,#CNN needs to just close down.,#CNN нужно просто закрыться.,"MQM annotations:
Style Errors:
[minor]: [COMPANY STYLE] - The translation does not comply with the company's style guidelines, which may require a more formal or neutral tone."
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети отвечал за проверку так называемых ""независимых избирателей"" в аудитории?","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Кто в этой жалкой, умирающей сети отвечал за проверку так называемых ""независимых избирателей"" в аудитории?"" reads too literally and lacks the natural flow expected in the Russian language.
[minor]: [REGISTER] - The use of the phrase ""жалкой, умирающей сети"" has a more informal and colloquial tone compared to the source text, which does not match the expected register."
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Холодный фронт должен прибыть к середине следующей недели"" reads a bit awkwardly and lacks the natural flow expected in the target language. A more natural way to express this would be ""Холодный фронт ожидается к середине следующей недели."""
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром спутниковые и наземные наблюдения IR показали расширяющуюся область низкой слоистой облачности и пятнистого тумана.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Сегодня рано утром спутниковые и наземные наблюдения IR показали расширяющуюся область низкой слоистой облачности и пятнистого тумана"" reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Застенчивый студент-ботаник Арни Каннингем влюбляется в Кристину, ржавую Plymouth Fury 1958 года, и становится одержим восстановлением этого классического автомобиля до его прежнего великолепия.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, ""застенчивый студент-ботаник"" is a more direct translation of ""geeky student"" and could be expressed in a more natural way in Russian.
[minor]: [REGISTER] - The use of the word ""ботаник"" (nerd) may be perceived as too informal or colloquial in this context, where a more neutral term could be more appropriate."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Поскольку машина меняется, так же меняется и Арни, чья обретенная уверенность превращается в высокомерие за рулем его экзотической красавицы.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Поскольку машина меняется, так же меняется и Арни, чья обретенная уверенность превращается в высокомерие за рулем его экзотической красавицы"" reads too literally and lacks the natural flow expected in the target language. A more natural translation would be smoother and more idiomatic.
[minor]: [REGISTER] - The use of the formal pronoun ""Арни"" may not be appropriate in this context, where a more informal or neutral register would be expected."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Одна из самых безумных частей в том, что мои соседи обратились против меня, - это думать о том, сколько усилий требуется, чтобы быть враждебным.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Одна из самых безумных частей в том, что мои соседи обратились против меня, - это думать о том, сколько усилий требуется, чтобы быть враждебным"" reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
126,It hurts but you gotta do you.,"Больно, но ты должен быть собой.","MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation uses a more formal tone (""должен быть собой"") compared to the more casual tone of the source text (""you gotta do you"")."
127,But at this point the open hostility and violence is getting worse.,Но в этот момент открытая враждебность и насилие становятся хуже.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Но в этот момент открытая враждебность и насилие становятся хуже"" sounds a bit awkward and lacks the natural flow of the source text ""But at this point the open hostility and violence is getting worse."""
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И у меня до сих пор НЕТ ПОНЯТИЯ, что я мог сделать, чтобы заслужить это.","MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation uses a more formal register (""у меня до сих пор НЕТ ПОНЯТИЯ"") compared to the more casual tone of the source text (""I still have NO IDEA"").
[minor]: [UNNATURAL FLOW] - The phrasing ""что я мог сделать, чтобы заслужить это"" sounds slightly unnatural and literal compared to the more idiomatic English expression."
133,That vessel is off-limits.,Это судно запрещено.,"MQM annotations:
Style Errors:
[major]: [COMPANY STYLE] - The translation ""Это судно запрещено"" does not match the company's style guidelines, which may prefer a more natural or idiomatic expression.
[minor]: [UNNATURAL FLOW] - The translation ""Это судно запрещено"" reads a bit too literally and could be phrased in a more natural way in Russian."
135,She is irrelevant to me.,Она для меня неважна.,"MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation ""Она для меня неважна"" uses a more formal register compared to the informal tone of the source text ""She is irrelevant to me""."
139,I gripe about dad-ification a lot.,Я часто жалуюсь на отцовство.,"MQM annotations:
Style Errors:
[major]: [register] - The translation ""Я часто жалуюсь на отцовство"" uses a more formal register compared to the casual tone of the source text ""I gripe about dad-ification a lot""."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот краткий курс по тому, что я имею в виду под ""отцификацией"":","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""Вот краткий курс по тому, что я имею в виду под ""отцификацией"":"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""Вот краткое введение в то, что я называю ""отцификацией"":""."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","Отцовское воспитание обычно предполагает, что решением ситуации, когда родительская фигура должна заботиться о ребенке или его заменителе, является подавляющая сила, и использование этой силы для навязывания очень конкретно сформированной динамики власти.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. The phrasing ""the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic"" sounds awkward and forced in Russian.
[minor]: [REGISTER] - The use of the phrase ""родительская фигура"" (parent figure) is slightly more formal than the original ""parent"" and may not match the overall tone of the source text."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовское влияние подрывает возможность для общинных решений и часто полностью игнорирует или подрывает любую деятельность ребенка.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Отцовское влияние подрывает возможность для общинных решений и часто полностью игнорирует или подрывает любую деятельность ребенка"" reads too literally and lacks the natural flow expected in the target language. A more natural translation would be required."
151,- More details are in the full blog post.,Более подробная информация содержится в полном блог-посте.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Более подробная информация содержится в полном блог-посте"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""Подробнее см. в полном блог-посте."""
159,Over time dart became my go-to for quick UI.,За время дарт стал моим основным средством для быстрого пользовательского интерфейса.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""За время дарт стал моим основным средством для быстрого пользовательского интерфейса"" sounds too literal and lacks the natural flow expected in Russian. A more natural expression would be ""Со временем дарт стал моим основным средством для быстрой разработки пользовательского интерфейса""."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - это удовольствие работать, и у них есть #mobx для простого управления хранилищем.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""это удовольствие работать"" sounds a bit unnatural and could be improved to a more natural expression in Russian, such as ""работать с ним - одно удовольствие"".
[minor]: [REGISTER] - The use of the informal pronoun ""у них"" when referring to the Flutter framework may not be the most appropriate register in this context."
161,"The dependency story is less insane than nodejs, too.","Зависимость от истории менее безумна, чем nodejs.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Зависимость от истории менее безумна, чем nodejs"" reads awkwardly and lacks the natural flow expected in Russian. A more natural phrasing would be required."
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро перемещаться, и поэтому оно идеально подходит для небольших взломов.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Но это позволяет быстро перемещаться, и поэтому оно идеально подходит для небольших взломов"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be smoother and less awkward."
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Их хвост чрезвычайно толстый"" reads too literally and lacks the natural flow expected in the Russian language. A more natural expression would be ""У них очень толстый хвост""."
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Способность прыгать очень высоко, разрывать обычных людей на части, использовать жуткие магические силы и восполнять здоровье, пируя над врагами - это должно быть неотъемлемой частью всех игр для ПК, честно говоря.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""replenish health by feasting on your enemies"" could be translated in a more natural and idiomatic way.
[minor]: [REGISTER] - The tone of the translation is slightly more formal than the source text. For example, the phrase ""to be honest"" could be translated in a more casual or conversational manner."
176,It maybe has too many language subtleties.,"Возможно, это слишком много языковых тонкостей.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Возможно, это слишком много языковых тонкостей"" reads a bit awkwardly and lacks the natural flow expected in the Russian language. A more natural way to express this could be ""Возможно, здесь слишком много языковых нюансов""."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","需要翻譯成中文和/或福建話,我都不會。","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language.
[major]: [REGISTER] - The translation uses an inappropriate level of formality that does not match the source text or client expectations.
[minor]: [INCONSISTENCY] - The translation shows internal inconsistency in the use of certain lexical units (words or multiword expressions)."
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","В действительности здоровье вашего разума, вашего мозга, является таким же вопросом здоровья, как и здоровье вашей ноги.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""В действительности здоровье вашего разума, вашего мозга, является таким же вопросом здоровья, как и здоровье вашей ноги"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be smoother and more idiomatic."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс признается даже TERF и им подобными, потому что он, как правило, более физический и, следовательно, видимый.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""Интерсекс признается даже TERF и им подобными, потому что он, как правило, более физический и, следовательно, видимый"" reads too literally and lacks the natural flow expected in the Russian language. A more natural translation would be smoother and more idiomatic."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","В той же мере, в которой психическое здоровье воспринимается многими как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером - это всего лишь интерсекс разума.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""В той же мере, в которой психическое здоровье воспринимается многими как менее ""реальное"", чем физическое здоровье, я как бы чувствую, что быть трансгендером - это всего лишь интерсекс разума"" reads too literally and lacks the natural flow expected in the Russian language.
[minor]: [REGISTER] - The phrase ""я как бы чувствую"" uses a more informal register, which may not be appropriate for the context."
