index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
126,How much more expensive will the mortgage payment be?,How much will the mortgage payment increase?,By how much will the mortgage payment increase?,"""How much more expensive will the mortgage payment become?""",0.3328,0.2956,0.6316,0.6692,0.6617,0.7766,0.7984,0.7033,0.9147,0.9389,0.8984,0.9404
132,"This rise, after the interest rate in the economy has been registered as close to zero for years.","This, after years during which the interest rate in the economy was close to zero.","This, after interest rates in the economy had been close to zero for years.",This follows years during which interest rates in the economy were close to zero.,0.3471,0.3449,0.0896,0.4991,0.6692,0.4426,0.7288,0.7281,0.7407,0.8618,0.8902,0.8562
137,By how much has the average mortgage become more expensive since the beginning of this year?,"""By how much has the average mortgage increased since the beginning of the year?""",By how much has the average mortgage increased since the beginning of the year?,How much has the average mortgage become more expensive since the beginning of the year?,0.5313,0.5343,0.7206,0.5646,0.6841,0.8458,0.7888,0.7993,0.8667,0.9212,0.931,0.9488
142,The index-linked variable interest rate (26.7% on this rate) will add up to a price increase of about 120 NIS.,The variable interest rate track linked to the index (26.7% in this track) will complete an increase of approximately 120 shekels.,The variable interest rate track linked to the index (26.7% in this track) will result in an increase of approximately 120 shekels.,The variable interest rate track linked to the consumer price index (26.7% in this track) will complete an increase of about ₪120.,0.0877,0.0842,0.0984,0.442,0.4398,0.5061,0.6356,0.6555,0.637,0.7337,0.7667,0.7662
150,Regarding apartment purchasers from a contractor—Zror recommends to make early payments to the contractor in advance and to take out a mortgage now.,Regarding apartment buyers from a contractor - Tzor recommends advancing payments to the contractor and taking a mortgage now.,"Regarding homebuyers purchasing from a contractor, Tzror recommends advancing payments to the contractor and taking out a mortgage now.","Regarding homebuyers purchasing from a contractor, Tzror recommends making payments to the contractor in advance and taking out a mortgage now.",0.2426,0.2851,0.4275,0.5654,0.645,0.7548,0.7381,0.7297,0.7462,0.838,0.8439,0.8664
163,"Also, starting on August 10, another reduction of 0.5 NIS will be implemented, so that from this date the gasoline price per liter will be reduced by 1.0 NIS until November 15, 2022.","Additionally, starting from August 10, there will be a further reduction of another half shekel, so that only from this date the price of a liter of gasoline will decrease by one shekel, and this will be until November 15, 2022.","Additionally, starting from August 10, there will be a further reduction of half a shekel, meaning that from this date, the price of a liter of gasoline will decrease by one shekel until November 15, 2022.","Additionally, starting from 10 August, there will be a further reduction of half a shekel, so that the price of a liter of gasoline will decrease by one shekel from this date, and this will last until 15 November 2022.",0.2427,0.2436,0.059,0.5839,0.4976,0.3091,0.707,0.7391,0.7027,0.7936,0.8232,0.8086
172,"The price of fuel has a dramatic effect on the cost of living in the economy—because it affects both household expenses and business expenses, as well as public transportation and flights prices, transport costs, and more.","The price of fuel has a dramatic impact on the cost of living in the economy - because it affects both household and business expenses, public transportation and flight prices, transportation costs, and more.","The price of fuel has a dramatic impact on the cost of living in the economy because it affects both household expenses and business expenses, public transportation and flight prices, transportation costs, and more.","The price of fuel has a dramatic impact on the cost of living in the economic system, because it affects both household expenses and business expenses, public transportation and flight prices, and transportation costs.",0.5302,0.6083,0.5454,0.8267,0.8585,0.8016,0.875,0.8814,0.8161,0.9027,0.9037,0.8806
178,Ashdod is the friendliest city for small and medium businesses.,Ashdod is the most business-friendly city for small and medium-sized enterprises.,Ashdod is the most business-friendly city for small and medium-sized enterprises.,Ashdod is the friendliest city for small and medium-sized businesses.,0.317,0.317,0.7419,0.685,0.685,0.8951,0.8068,0.8068,0.9014,0.903,0.903,0.9477
181,"After these cities, ranked by order are: Ashkelon, Rishon Lezion, Tel Aviv-Yafo, Haifa, Ramat Gan, Holon, Beer Sheva, Jerusalem, Bat Yam, Netanya and Bnei Brak.","After them, in order: Ashkelon, Rishon LeZion, Tel Aviv-Yafo, Haifa, Ramat Gan, Holon, Be'er Sheva, Jerusalem, Bat Yam, Netanya, and Bnei Brak.","After them, in order, are: Ashkelon, Rishon LeZion, Tel Aviv-Yafo, Haifa, Ramat Gan, Holon, Be'er Sheva, Jerusalem, Bat Yam, Netanya, and Bnei Brak.","Following them in order are: Ashkelon, Rishon LeZion, Tel Aviv-Yafo, Haifa, Ramat Gan, Holon, Be'er Sheva, Jerusalem, Bat Yam, Netanya and Bnei Brak.",0.594,0.6225,0.684,0.6838,0.7218,0.7657,0.7826,0.8078,0.8158,0.8533,0.871,0.8585
182,The agency compiles the index of local authorities.,The agency compiles the local authorities index.,The agency compiles the local authorities index.,The agency conducts an index of local authorities.,0.3899,0.3899,0.5133,0.6127,0.6127,0.7031,0.859,0.859,0.802,0.9214,0.9214,0.8929
198,"The development of small businesses is the public interest for us all, but the local authority has a direct impact on the businesses located within local authority jurisdiction.","The development of small businesses is a public interest for all of us, but the local authority has a direct impact on the businesses located within it.","The development of small businesses is a public interest for all of us, but the local authority has a direct impact on the businesses located within it.",The development of small businesses is in the public interest of all of us but the local authority has a direct impact on the businesses within its jurisdiction.,0.6595,0.6595,0.5705,0.7696,0.7696,0.7877,0.8008,0.8008,0.8196,0.8954,0.8954,0.9081
199,"The Corona Virus emphasized the importance of local government and we saw that authorities that acted and encouraged promotion of small businesses and suggested creative solutions for them, became their primary governmental interface.""","The coronavirus emphasized the importance of local government, and we saw that authorities that acted and encouraged the promotion of small businesses and found creative solutions for them became the primary governmental interface for them.","The coronavirus emphasized the importance of local government, and we saw that authorities that acted and encouraged the promotion of small businesses and found creative solutions for them became the primary governmental interface for them.","The coronavirus emphasized the importance of local government, and we saw that authorities that acted and encouraged the promotion of small businesses and found creative solutions for them became their primary governmental interface.",0.5443,0.5443,0.6425,0.7609,0.7609,0.8075,0.7942,0.7942,0.8265,0.8573,0.8573,0.8678
200,"Ran Kivity, director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities play a central and essential part in the ability of businesses to thrive and succeed.","Ran Kivity, Director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities have a central and essential role in the ability of businesses in their area to thrive and flourish.""","Ran Kivity, Director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities play a central and essential role in the ability of businesses in their area to thrive and flourish.""","Ran Kivity, Director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities play a central and essential role in enabling businesses in their area to grow and succeed.""",0.6381,0.703,0.6644,0.9332,0.9624,0.8274,0.8352,0.8447,0.8372,0.8725,0.8756,0.8757
201,"In the previous two years, while coping with the Corona Virus crisis, the authorities have a greater influence in helping businesses to survive within their field and in general"".","""In the last two years, during which we have been dealing with the coronavirus crisis, the authorities have a greater role in helping businesses survive in their field and survive in general.""","""In the past two years, during which we have been dealing with the coronavirus crisis, the authorities have had a greater role in helping businesses survive in their field and survive in general.""","""In the past two years, during which we have been dealing with the coronavirus crisis, the authorities have had a greater role in assisting businesses to survive in their domain and generally.""",0.295,0.2207,0.1999,0.678,0.663,0.6969,0.757,0.7654,0.7572,0.8653,0.8667,0.8543
217,"More packages arrived on December than any other month, probably following the November shopping holidays, such as Chinese Singles Day, Black Friday and Cyber Monday.","More packages arrived in December than in any other month, most likely due to the November shopping holidays, such as Singles' Day, Black Friday, and Cyber Monday.","More packages arrived in December than in any other month, likely due to the November shopping holidays, such as Singles' Day, Black Friday, and Cyber Monday.","In December, more packages arrived than in any other month, likely due to the November shopping holidays, such as Singles' Day, which is a major shopping event in China, Black Friday, and Cyber Monday.",0.4429,0.4575,0.3043,0.7421,0.7451,0.6801,0.7896,0.7935,0.7892,0.9157,0.9158,0.8846
220,"Many employees are entitled to receive funds from the state, that can reach tens of thousands of NIS •","Many employees are entitled to money from the state, which can amount to tens of thousands of shekels.","Many employees are entitled to money from the state, which can amount to tens of thousands of shekels.","Many salaried employees are entitled to money from the state, which may reach tens of thousands of NIS.",0.4285,0.4285,0.4881,0.6683,0.6683,0.6778,0.6653,0.6653,0.7246,0.8702,0.8702,0.8926
221,Have you changed place of work?,Did you change your workplace?,Did you all change your workplace?,Have you changed your place of work?,0.0411,0.0393,0.5,0.3178,0.1667,0.9654,0.7674,0.6765,0.8982,0.9554,0.9206,0.9769
223,Did you move from the city to a settlement?,"""Did you move from the city to the settlement?""","""Did you move from the city to a community?""","""Have you moved from the city to a community.""",0.5707,0.6316,0.3318,0.625,0.7766,0.7766,0.8593,0.8015,0.6307,0.8746,0.8143,0.7313
249,"100% of those who move to a qualifying settlement received a tax refund for the year of the move since confirmation of residency in a qualifying settlement is given only after 12 months from the day the resident became a qualified resident, therefor effectively the first year full tax is paid.","100% of those moving to a qualifying locality received a tax refund for the year of the move since the residency approval in a qualifying locality is granted only after 12 months from the day the resident becomes a qualifying resident, and thus, in effect, full tax is paid for the first year.","100% of those moving to a qualifying settlement received a tax refund for the year of the move because the residency approval in a qualifying settlement is only granted 12 months after the resident becomes a qualifying resident, and thus, in effect, full tax is paid in the first year.","100% of those moving to a qualifying settlement received a tax refund for the year of the move, as residency approval in such a settlement is granted only after 12 months from when the resident becomes a resident of a qualifying settlement, and thus, full tax is effectively paid in the first year.",0.4685,0.4556,0.429,0.707,0.6769,0.6487,0.7893,0.7945,0.7942,0.8487,0.863,0.8618
253,The refund can amount as high as tens of thousands of NIS over 6 years.,The repayment rate can reach tens of thousands of shekels over 6 years.,The repayment amount can reach tens of thousands of shekels over 6 years.,The repayment rate could amount to tens of thousands of shekels over a period of 6 years.,0.3259,0.3338,0.2126,0.6541,0.7083,0.4895,0.7059,0.7387,0.7337,0.8282,0.8422,0.8268
255,"CEO of Tax:On, Tal Carmon: ""The Corona Virus crisis has meant that the employed in Israel have become much more active.","CEO of tax:on, Tal Carmon: ""The coronavirus crisis has caused the salaried public in Israel to become much more active.""","CEO of tax:on, Tal Carmon: ""The coronavirus crisis has caused the salaried public in Israel to become much more active.""","CEO of tax:on, Tal Carmon: ""The Coronavirus crisis has caused salaried employees in Israel to turn into much more active participants.""",0.371,0.371,0.2684,0.6546,0.6546,0.5608,0.7179,0.7179,0.7418,0.8545,0.8545,0.8669
256,"They show interest, check and demand the refunds they deserve from the income tax.","He is interested, checks, and demands what he is entitled to in tax refunds.","He is interested, checks, and demands what he is entitled to in tax refunds from the income tax authority.","He is interested, checks, and claims the tax refunds he is entitled to from the income tax authority.",0.0172,0.1286,0.1392,0.1339,0.3879,0.3549,0.5867,0.6204,0.614,0.7577,0.7805,0.7841
264,"According to the report, the job seekers were mainly interested in areas saturated with jobs such as administration and sales, for which 1,738,485 CVs were sent.","According to the report, job seekers were mainly interested in job-rich fields such as administration and sales, for which 1,738,485 resumes were sent.","According to the report, job seekers were mainly interested in fields with abundant job opportunities such as administration and sales, for which 1,738,485 resumes were sent.","According to the report, job seekers were mainly interested in fields with many job opportunities such as administration and sales; with 1.738.485 resumes sent for them.",0.5966,0.6028,0.4227,0.802,0.8581,0.6133,0.8292,0.8392,0.7884,0.9031,0.9071,0.8693
268,"The average monthly salary in the software field was 17,915 NIS, and in information systems analysis it was 17,140 NIS.","The average monthly salary in the software field was 17,915 shekels, and in information systems analysis, it was 17,140 shekels.","The average monthly salary in the software field was 17,915 shekels, and in information systems analysis, it was 17,140 shekels.","The average monthly salary in the field of software was ₪17,915 and in the field of information systems analysis, it was ₪17,140.",0.6652,0.6652,0.3124,0.8477,0.8477,0.6624,0.8526,0.8526,0.8264,0.8714,0.8714,0.8906
276,The largest offer was for jobs without experience—more than 58 thousand of them were on the site.,"The largest supply was for jobs without experience - and there were more than 58,000 of these on the site.","The largest number of job offers was for positions requiring no experience - and there were more than 58,000 of these on the site.","The largest offering was for no-experience positions—and there were more than 58,000 of these on the site.",0.2668,0.138,0.1967,0.6503,0.6107,0.6167,0.7796,0.7848,0.7752,0.8937,0.9024,0.8926
286,"In other words, 193,000 unemployed in comparison to 180,300.","In other words, there are 193 thousand unemployed compared to 180.3 thousand.","In other words, it is about 193 thousand unemployed compared to 180.3 thousand.","In other words, there are 193,000 not employed compared to 180,300.",0.2045,0.1892,0.2892,0.4,0.3957,0.5556,0.7901,0.7715,0.7902,0.8834,0.8617,0.9152
289,"Of the labor force, 95.5%, which is 4,059,700, are employed and the rest are unemployed.","Of those in the workforce, 95.5% constituting 4,059,700 are employed and the rest are unemployed.","Of those in the labor force, 95.5%, which constitutes 4,059,700 people, are employed, and the rest are unemployed.","Of those in the labor force, 95.5% which are 4,059,700 people, are employed, and the rest are unemployed.",0.443,0.5504,0.4906,0.5889,0.7698,0.6852,0.8251,0.8658,0.8607,0.9149,0.9206,0.9178
295,"The survey enables monitoring the development of the labor force, its size and characteristics, the extent of unemployment and more.","The survey allows tracking of the development in the workforce, its size and characteristics, the extent of unemployment, and more.","The survey allows for monitoring the development of the workforce, its size and characteristics, the extent of unemployment, and more.","The survey allows for tracking the development of the workforce over time, its size and characteristics, the extent of unemployment, and other factors.",0.5063,0.6067,0.4591,0.726,0.7938,0.6816,0.8126,0.8473,0.7796,0.9075,0.9194,0.8955
301,Saturday’s sanctification and tradition are deeply rooted in my soul.,The Kiddush and the tradition are a very deep root in my soul.,"""The Kiddush and the tradition are very deep-rooted in my soul.""","""Kiddush and tradition are deeply rooted aspects of my soul.""",0.2197,0.2197,0.3868,0.6529,0.4416,0.5889,0.4972,0.5075,0.4986,0.7448,0.7244,0.6853
302,"My Fridays are dedicated to the children, Orr (10) and Jonathan (8).","Fridays at my place are dedicated to the children, Or (10) and Yonatan (8).","Fridays at my place are dedicated to the kids, Or (10) and Yonatan (8).","Fridays at my house are for the kids, Or(10) and Yonatan(8).",0.4881,0.3737,0.2805,0.7684,0.6745,0.2101,0.785,0.7804,0.7546,0.8176,0.828,0.791
310,"When we arrive at my mother-in-law’s, from the lobby of the building, you can already smell the amazing aromas coming from her apartment.","When we arrive at my mother-in-law's, amazing smells are already coming from her apartment from the building's lobby.","When we arrive at my mother-in-law's, amazing smells are already coming from her apartment.","When we arrive at my mother-in-law's, amazing smells from her apartment are already noticeable from the lobby.",0.3015,0.276,0.259,0.4819,0.5233,0.4563,0.7732,0.7422,0.7627,0.8672,0.8402,0.877
316,Every remote location of the country made his heart proud.,Every remote corner of the country filled him with pride.,"""Every remote corner of the country gave him pride in his heart.""","""Every remote corner of the country made him proud in his heart.""",0.1228,0.0994,0.2351,0.484,0.4373,0.5515,0.7414,0.7236,0.7328,0.8544,0.8278,0.8721
323,A week or two before Independence Day I already climbed trees and attached strings with Israeli flags to the house.,"A week or two before Independence Day, I would already be climbing trees and tying strings with Israeli flags to the house.","A week or two before Independence Day, I would already be climbing trees and tying Israeli flags on strings to the house.","A week or two before Independence Day, I would already be climbing trees and tying strings of Israeli flags from the trees to the house.",0.5669,0.406,0.3581,0.9362,0.8649,0.8395,0.7611,0.7481,0.7285,0.8594,0.8676,0.8363
348,"""I would set a big table and invite 'my dearly departed'.","""I would set a big table and invite 'my dead'.""",I would set a big table and invite 'my dead'.,"""I set a big table and invite 'my deceased loved ones'.""",0.7272,0.6511,0.4814,0.8251,0.7332,0.7216,0.6438,0.6229,0.7535,0.8207,0.7992,0.853
349,"Sometimes I imagine what would have happened if my brother, Daniel, God rest his soul, was alive, or if my father, the late Shneor, had seen my children: Uriel (23) and the twins, Tamara and Naama (16.5).","Sometimes I imagine what it would be like if my brother Daniel, of blessed memory, were alive, or if my father, Shneur, of blessed memory, could see my children: Uriel (23) and the twins Tamara and Naama (16 and a half).","Sometimes I imagine what it would be like if my late brother Daniel were alive, or if my late father, Shneor, could see my children: Uriel (23) and the twins Tamara and Naama (16 and a half).","Sometimes I imagine what would have been if my brother Daniel, of blessed memory, were still alive, or if my father, Shneor, of blessed memory, could see my children: Uriel, 23, and the twins Tamara and Naama, 16 and a half.",0.4161,0.3934,0.3394,0.5515,0.5655,0.5312,0.7616,0.7696,0.7661,0.8154,0.8226,0.8339
364,"Ms. Bibi will play the role of Noa, played by Dafna Armoni","Bibi will play the role of Noa, which was portrayed by Daphna Armoni.","Bibi will play the role of Noa, which was portrayed by Dafna Armoni.","Bibi will play the role of Noa, a role previously portrayed by Dafna Armoni.",0.5032,0.5703,0.5307,0.656,0.7397,0.7053,0.7727,0.8023,0.7373,0.8828,0.8883,0.8727
371,Lopez shared the happy news with her fans yesterday evening (Friday) on her official website onthejlo.com,The joyful news was shared last night (Friday) by Lopez with her fans on her official website onthejlo.com.,The joyful news was shared by Lopez with her fans on her official website onthejlo.com yesterday evening (Friday).,The joyful news was shared by Lopez with her fans on her official website onthejlo.com Friday evening.,0.2972,0.4202,0.3036,0.6672,0.8102,0.6988,0.7872,0.818,0.779,0.883,0.893,0.8704
390,"Now we are more exposed, facing the camera directly, naturally, not just a reality show but an authentic documentary series"".","""Now we are more exposed, facing the camera directly in a natural way, not just reality but an authentic documentary series.""","Now we are more exposed, naturally facing the camera directly, not just a reality show but an authentic documentary series.","""Now we are more open, naturally facing the camera directly, not just reality TV but an authentic documentary series.""",0.5614,0.7509,0.4578,0.7324,0.8979,0.6875,0.7672,0.8731,0.7175,0.913,0.92,0.8932
402,InDNegev with an international flavor: The Afghan Whigs joining Eviatar Banai and Noga Erez,Indie Negev with an international flair: Afghan Whigs join Evyatar Banai and Noga Erez.,Indie Negev with an international flair: Afghan Whigs join Evyatar Banai and Noga Erez,IndieNegev Festival with an international flair: The Afghan Whigs join Evyatar Banai and Noga Erez,0.2534,0.2723,0.3767,0.631,0.7046,0.7722,0.7565,0.7719,0.7745,0.7289,0.7556,0.7694
407,"InDNegev began in 2007 as a small niche event, which brought together the hot names in the Israeli Indie scene.",IndieNegev began its journey in 2007 as a small niche event that brought together the hottest names in the Israeli indie scene.,IndieNegev began its journey in 2007 as a small niche event that brought together the hottest names in the Israeli indie scene.,Indie Negev started in 2007 as a small niche event that brought together the hottest names in the Israeli indie scene.,0.4427,0.4427,0.4643,0.8393,0.8393,0.7952,0.8097,0.8097,0.7993,0.9048,0.9048,0.9102
409,Aviv Geffen and Sarit Hadad: The Hutzot Hayotzer festival in Jerusalem with new surprises,Aviv Geffen and Sarit Hadad: The Jerusalem Arts and Crafts Fair with new surprises.,Aviv Geffen and Sarit Hadad: The Hutzot Hayotzer Festival in Jerusalem with new surprises,Aviv Geffen and Sarit Hadad: The Hutzot Hayotzer Festival in Jerusalem brings new surprises.,0.4689,0.8003,0.5946,0.5877,0.9998,0.8552,0.5817,0.8885,0.8616,0.7219,0.908,0.8709
410,"The international festival in the capital, which has become a tradition and will be held in several centers, will present musical performances by leading local artists, and will combine circus shows and innovative and surprising artistic performances","The international festival in the capital, which has become a tradition and will take place at several venues, will feature musical performances by leading local artists and will include circus shows and innovative and surprising art exhibits.","The international festival in the capital, which has become a tradition and will take place at several venues, will feature musical performances by leading local artists and will include circus shows and innovative and surprising art installations.","The international festival in the capital city, which has become a tradition and will take place at several venues, will feature musical performances by leading local artists and will include circus shows and art installations that are both innovative and surprising.",0.5887,0.5887,0.443,0.7624,0.7624,0.7019,0.8165,0.8164,0.8001,0.8739,0.875,0.869
417,"SPARKS is a circus, a movement and an aerial levitation performance by Circus Y, an Instagram photo exhibition inspired by famous works of art.","SPARKS is a circus show, movement, and aerial flight by Circus Y, an Instagram photography exhibition inspired by famous artworks.","SPARKS is a circus show featuring movement and aerial acrobatics by Circus Y, and an Instagram photography exhibition inspired by famous works of art.","SPARKS is a circus show with movement and aerial hovering by Circus Y, and an Instagrammable photography exhibition inspired by famous works of art.",0.3755,0.4869,0.4733,0.5699,0.7171,0.6714,0.7981,0.8127,0.7414,0.8491,0.8421,0.8163
418,"The Black Box Gallery—is the sneak peek gallery of creator and performer Lior Khalfon, which will be placed on the fairgrounds with peepholes that will expose the audience to the exhibition of Lior Khalfon’s phosphorescent works, artworks of lighted sculptures by the multidisciplinary artist, Alon Birger (Light Theater), and more.","The Black Box Gallery – is the peep gallery of creator and performer Lior Kalfo, which will be placed in the fairground with peepholes that will expose the audience to the fluorescent exhibition of Lior Kalfo's works, illuminated sculptures by the multidisciplinary artist Alon Birger (Theater of Light), and more.","The Black Box Gallery is the peep gallery of creator and performer Lior Kalfon, which will be set up in the fairground with peepholes that will expose the audience to the fluorescent exhibition of Lior Kalfon's works, illuminated sculptures by the multidisciplinary artist Alon Birger (Theater of Light), and more.","The Black Box Gallery is the peep gallery of creator and performer Lior Kalfo, which will be set up in the fairground with viewing holes revealing the fluorescent exhibition of Lior Kalfo's works, and sculptures illuminated by the multidisciplinary artist Alon Birger (Theater of Light), and more.",0.4645,0.4455,0.2938,0.7712,0.7712,0.5765,0.7468,0.731,0.7,0.778,0.7829,0.7642
444,.,"Sure, please provide the Hebrew text you would like translated.",Please provide the Hebrew text you would like translated into English.,.,0.017,0.017,0.1778,0.0,0.0,0.5,0.2677,0.3749,0.6211,0.3894,0.3642,0.9661
446,"She earns more on campaigns than Wonder Woman, she is too beautiful, she knows how to put Dana Weiss in her place, and when necessary—also to defend her business partner.","She earns more from campaigns than Wonder Woman, she's too beautiful, she knows how to put Dana Weiss in her place, and when necessary - also to advocate for her business partner.","She earns more from campaigns than Wonder Woman, she is too beautiful, she knows how to put Dana Weiss in her place, and when necessary - also to advocate for her business partner.","She earns more from campaigns than the character Wonder Woman, she is exceptionally beautiful, she knows how to handle Dana Weiss, and when necessary she also defends her business partner.",0.6411,0.7183,0.4042,0.8221,0.8896,0.6388,0.8396,0.853,0.7635,0.8922,0.8932,0.8447
457,Here we are only looking for superheroes.,Heroes wanted here.,Superheroes wanted here.,Looking for superheroes here.,0.0296,0.0296,0.069,0.0,0.0,0.2799,0.5135,0.6071,0.6269,0.6141,0.81,0.8791
465,"You will say: floor mopping and cleaning, pots on the gas and smells in the stairwell, Yaron Ilan or Avi Kachon on TV, but the weirdest thing would be if someone suddenly says ""Gil Sassover"".","Say: cleaning and scrubbing, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kakon on TV, but the strangest thing would be if someone suddenly says ""Gil Sassover"".","Say: mopping and cleaning, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kakon on TV, but the strangest thing would be if someone suddenly said ""Gil Sassover.""","Think of cleaning and scrubbing, pots on the stove, and smells in the stairwell, but the strangest thing would be if someone suddenly mentioned an unexpected name.",0.6217,0.5767,0.3004,0.7738,0.8046,0.4797,0.6952,0.7367,0.5052,0.8107,0.821,0.6687
468,Sassover stands during half of the program time.,"""Throughout half of it - Sasover stands.""","""Sassover stands for half of it.""","""Sassover stands for half its length.""",0.0531,0.0758,0.0603,0.2373,0.3276,0.1282,0.3995,0.541,0.5959,0.6825,0.5999,0.5965
477,"Ruthie Russo responded: ""I’m glad there are places that invest more in the culinary and cuisine of this population"".","Ruti Russo in response: ""Glad there are places that invest more in the culinary arts of this population.""","Ruti Russo responded: ""I'm glad there are places that invest more in the culinary culture of this population.""","Ruti Russo responded: ""I'm glad there are places that invest more in the culinary traditions of this community.""",0.4149,0.5728,0.5439,0.63,0.7371,0.7371,0.7154,0.8001,0.7735,0.8419,0.8864,0.8697
