index,original,translated,linguistic_convention_annotation
29,This is the stupidest timeline and I hate it dot com.,这是最愚蠢的时间线，我讨厌它.com。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The period should be placed after ""com"" in ""我讨厌它.com"" to follow standard punctuation rules in Chinese.
```"
32,But he can't pardon himself out of state prison.,但他无法通过赦免自己逃脱州监狱。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: grammar - The phrase ""通过赦免自己逃脱州监狱"" is grammatically awkward and disrupts the flow of the text. A more natural phrasing would be ""通过赦免自己从州监狱中逃脱"".
[Minor]: None
```"
33,It takes the state's governor.,这需要州长。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: capitalization - The first character of the sentence should be capitalized: ""这"" should be ""这"".
```"
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",我们建议，情境依赖的交流是一种多层次的现象，受到环境特性（如情境分布）的重要影响。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""现象"" in ""多层次的现象，受到"" is unnecessary in Chinese punctuation conventions.
```"
47,Communities gain the knowledge to embed and support their own development.,社区获得了嵌入和支持自身发展的知识。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence in Chinese should end with a period (。) instead of a full stop (.) to follow Chinese punctuation conventions.
```"
50,Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.,成千上万的树木已经种植，农民通过一系列干预措施（从设备采购支持到培训）看到作物产量增加。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of parentheses around ""从设备采购支持到培训"" is not necessary in this context.
```"
53,The UPS store near me won't allow me to write a label or write on the box.,我附近的UPS商店不允许我写标签或在箱子上写字。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```

The translation ""我附近的UPS商店不允许我写标签或在箱子上写字。"" is linguistically well-formed in Chinese, with no errors in capitalization, punctuation, spelling, grammar, whitespace, or word order."
55,They won't allow me to tell them the address it's going to and who is shipping it.,他们不允许我告诉他们它要寄去的地址和谁在寄。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing comma between ""地址"" and ""和"" to separate the two clauses.
```"
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.",这是一场公愤，就像一个象征性的1月6日反民主的谎言和不满节日，由美国媒体自我毁灭地举办。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The comma after ""公愤"" should be a full stop to separate the two independent clauses.
[Minor]: [Punctuation] - The comma after ""不满"" should be a full stop to separate the two independent clauses.
```"
61,Licht AGREED to an all Republican audience!,Licht同意了全共和党观众！,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Licht"" should be capitalized as it is a proper noun.
```"
64,The ratings--seeking delusional irresponsibility of it all.,这一切都是追求收视率的妄想和不负责任。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: none
[Major]: none
[Minor]: punctuation - The dash in ""ratings--seeking"" should be replaced with an em dash (—) for proper punctuation.
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.",我的地下室有很多缝隙，这基本上意味着会有很多啮齿动物来避难。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma in ""很多缝隙，这基本上意味着"" should be replaced with a period to separate the two independent clauses more clearly.
```"
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晚我终于受够了这种日常，把所有捕鼠器上的花生酱清理掉，并用强力胶把开心果粘在上面。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""日常"" should be a full-width comma for consistency in Chinese punctuation.
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",仅供参考，我几乎尝试了市场上所有“人道”的捕鼠器，但成功率很低。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The quotation marks around “人道” should be Chinese quotation marks “「」” instead of English quotation marks.
```"
73,I'm tired of conservative parties and governments wrapping themselves in the brand of pro-business.,我厌倦了保守党派和政府以亲商业的名义包装自己。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""自己"" is missing, which is needed to separate the clauses properly.
```"
74,"They aren't, at least not in Alberta.",他们不是，至少在阿尔伯塔省不是。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma should be a full stop or a semicolon to separate the two independent clauses ""他们不是"" and ""至少在阿尔伯塔省不是"".
```"
75,Sure they cut business taxes.,当然，他们削减了营业税。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""当然"" is unnecessary in Chinese punctuation conventions.
```"
78,"Discovered the hard way that in 2023, local TV station web sites are the absolute worst experience on the internet.",在2023年，我通过惨痛的教训发现，本地电视台的网站是互联网上最糟糕的体验。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""2023年"" should be a full-width comma (，) to follow Chinese punctuation conventions.
```"
79,"Popups, auto-play videos, animations, popovers, and ads, ads, ads.",弹出窗口、自动播放视频、动画、弹出层和广告、广告、广告。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of commas in ""广告、广告、广告"" is inconsistent with the source text's use of commas and should be adjusted for better alignment with the English structure.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.",即使现在goatse.cx已经不存在了，这仍然是事实，尽管goatse和比如khou.com之间的竞争可能会非常激烈，我曾尝试在khou.com上观看Wendy发给我的视频。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma after ""khou.com"" should be a period to correctly separate the two independent clauses.
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",“我只是把他送到格拉斯哥，”我试图解释，指着我的旅伴。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma should be placed inside the quotation marks in Chinese: “我只是把他送到格拉斯哥,” instead of “我只是把他送到格拉斯哥,”.
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,昨晚让我确信的一件事是，我们需要准备好反击特朗普主义。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma should be replaced with a period to properly separate the two clauses in the sentence.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,弄一些反特朗普的保险杠贴纸到处贴上。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation lacks a period at the end of the sentence.
```"
95,Yell back at those who would try to talk over us.,对那些试图打断我们的人大声回应。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: punctuation - The sentence could benefit from a comma after ""我们的人"" to enhance readability and flow.
```"
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,所以我赶紧进公寓以避免见到他，但他还是设法追上我聊天。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""但"" should be a full-width comma to adhere to Chinese punctuation conventions.
```"
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,我再说一遍。到处传播你的新冠病毒粘液风暴是不可接受的行为！！！,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The exclamation marks should be consistent. In Chinese, using a single exclamation mark is more common and appropriate.
```"
104,Abe keeps his sorrows hidden and laughs easily while Tom is not afraid to cry but is less amused by rude humor.,阿贝把他的悲伤藏起来，容易发笑，而汤姆不怕哭泣，但对粗鲁的幽默不太感兴趣。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing comma after ""容易发笑"" to separate the two independent clauses.
```"
106,Mio knows that sorrow is life's constant companion.,美绪知道悲伤是生活的常伴。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The name ""美绪"" should be capitalized as ""美绪"" is a proper noun, similar to ""Mio"" in English.
```"
108,#CNN needs to just close down.,CNN需要关闭。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence lacks a period at the end, which is required for proper punctuation in Chinese.
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨天与#MangoMoron的事件是一个令人愤慨的惨败。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The hashtag ""#MangoMoron"" should not be separated from the text by spaces in Chinese.
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.",书呆子学生阿尼·坎宁安爱上了一辆生锈的1958年普利茅斯狂怒，并痴迷于将这辆经典汽车恢复到昔日的辉煌。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""普利茅斯狂怒"" should be a full-width comma for consistency with Chinese punctuation conventions.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.",随着汽车的变化，阿尼也在改变，他的新信心在驾驶他那辆异国情调的美丽汽车时变成了傲慢。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""变化"" should be removed to improve the flow of the sentence.
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,关于我的邻居反对我这件事，最疯狂的部分之一就是想到他们需要花费多少精力才能表现出敌意。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""反对我这件事"" is unnecessary and disrupts the flow of the sentence.
```"
126,It hurts but you gotta do you.,虽然很痛，但你还是要做自己。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be a period or semicolon to separate the two independent clauses.
```"
127,But at this point the open hostility and violence is getting worse.,但在这一点上，公开的敌意和暴力正在恶化。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""敌意"" should be a pause, but in Chinese, it is often omitted in such short sentences.
```"
128,That takes effort.,那需要努力。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```

The translation ""那需要努力。"" is linguistically well-formed in Chinese, with no errors in capitalization, punctuation, spelling, grammar, whitespace, or word order."
132,They had keys to my apartment for 6+ years.,他们有我公寓的钥匙超过6年。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The translation lacks a period at the end of the sentence, which is a minor punctuation error.
```"
134,I am aware of your hatred of Organa.,我知道你对欧加纳的憎恨。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: capitalization - The name ""欧加纳"" should be capitalized as it is a proper noun.
```"
142,The Last of Us is an easy and canonical example of dad-ification.,《最后生还者》是父亲化的一个简单且经典的例子。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The Chinese translation should use full-width punctuation marks for consistency, such as using a full-width comma instead of a half-width comma after ""简单"".
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父化通常假设，当父母角色必须照顾或保护孩子或孩子替代物的情况下，解决方案是压倒性的力量，并利用这种力量强制形成一个非常具体的权力动态。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""替代物的情况下"" should be replaced with a period to separate the two independent clauses for better readability.
```"
149,- We provide links to where you can book the fare.,我们提供可以预订票价的链接。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing period at the end of the sentence.
```"
151,- More details are in the full blog post.,更多详情请参见完整的博客文章。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence should end with a period in Chinese as well, but it is missing.
```"
159,Over time dart became my go-to for quick UI.,随着时间的推移，Dart 成为我快速 UI 的首选。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Dart"" should be capitalized as it is the name of a programming language.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.",#flutter 很好用，他们有 #mobx 可以轻松进行状态管理。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [grammar] - The use of ""他们"" (they) is unnecessary in this context and slightly disrupts the grammatical flow. It would be more natural to omit it.
```"
164,Echidna with amethyst and magenta spikes.,带有紫水晶和紫红色尖刺的针鼹。,"```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The translation should include a comma between ""紫水晶"" and ""和"" to separate the two adjectives, as in ""带有紫水晶, 和紫红色尖刺的针鼹"".
```"
167,"Their hair is raspberry, short and curly.",他们的头发是覆盆子色的，短而卷曲。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma in ""短而卷曲"" should be replaced with a comma appropriate for Chinese text, such as an enumeration comma ""、"".
```"
169,Their most interesting feature is their good deeds.,他们最有趣的特点是他们的善行。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence lacks a period at the end, which is a punctuation error.
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",尽管布拉姆·斯托克、马克斯·施雷克和斯蒂芬妮·梅耶尽力让他们看起来很糟糕——每个人……,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The dash should be an em dash (—) instead of a hyphen (–) for proper punctuation in Chinese.
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",需要将其翻译成普通话和/或福建话，我对这两种语言都一无所知。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: punctuation - The use of the slash ""/"" in ""和/或"" is unconventional in Chinese writing. It would be more natural to use ""或"" (or) or ""和"" (and) depending on the context.
```"
179,Been toying with this thought for a little while:,一直在琢磨这个想法。,"```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The colon at the end of the sentence in the source text is not reflected in the translation, which could affect the intended pause or emphasis.
```"
182,Because it happens in the mind and seems less tangible than physical health.,因为它发生在大脑中，看起来比身体健康更不具体。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence lacks a period at the end, which is a punctuation error.
```"
189,"My sex is non-binary, my gender is female.",我的性别是非二元的，我的性别认同是女性。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma should be a semicolon to separate two independent clauses: ""我的性别是非二元的；我的性别认同是女性。""
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,喜欢酸菜心情和其他世俗流行音乐、无线电工作室和各种各样的东西。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The list in the translation should use commas consistently, and the comma before ""和"" (and) is unnecessary.
```"
196,Playing around a bit with Flutter.,玩转 Flutter。,"```
MQM annotations:
linguistic conventions errors:
Minor: Capitalization - The word ""Flutter"" should be capitalized as it is a proper noun.
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",老实说，我不愿意把我的业务建立在谷歌的技术上，另一方面，谷歌是少数真正有动力创造引人注目的跨平台体验的大公司之一，这一点显而易见。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""另一方面"" (on the other hand) should be a semicolon to separate two independent clauses.
```"
203,A few very small difficulties have come to light.,出现了一些很小的困难。,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence lacks a period at the end, which is a punctuation error.
```"
204,Nothing to set alarm bells ringing but nevertheless they are being addressed.,没有什么需要敲响警钟，但它们仍在被解决。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma in the Chinese translation should be a full stop to correctly separate the two independent clauses.
```"
205,A small update will be produced next week to correct them.,下周将进行一个小更新以纠正它们。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence lacks a period at the end, which is necessary for proper punctuation in Chinese.
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,我不知道为什么我的大脑无法弄清楚；可能是因为工具太宽泛和模糊，以至于我的大脑因“选项太多”而死机。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The semicolon in ""弄清楚；可能是因为"" should be replaced with a comma for better flow in Chinese.
```"
217,"There's... no way that would work, probably!",那……这绝对行不通，可能吧！,"```
MQM annotations:
linguistic conventions errors:
[Major]: [punctuation] - The use of ""……"" is non-standard and disrupts the flow of the text. A single ellipsis ""..."" would be more appropriate.
[Minor]: [punctuation] - The comma before ""可能吧"" is unnecessary and slightly affects the natural flow of the sentence.
```"
219,I was a voracious reader in my youth.,我年轻时是个贪婪的读者。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma in the translation ""我年轻时是个贪婪的读者。"" is missing at the end of the sentence.
```"
228,"But if Spotify has a good quarter, they will.",但如果 Spotify 季度表现良好，他们会。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The sentence should end with a period to be grammatically correct.
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,让他们重建全国那些被掏空和衰败的城市。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence should end with a period to conform to standard punctuation rules.
```"
235,These headlines and articles usually reference one CEO at one large company.,这些标题和文章通常提到一家大型公司的某位首席执行官。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma is missing at the end of the sentence in the Chinese translation.
```"
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,这都是标题党，但我确实担心那些阅读这些文章的高管和经理。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""标题党"" should be a full-width comma to match Chinese punctuation conventions.
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,它使人们能够避免耗时的通勤，从而节省时间，让他们有更多时间陪伴家人。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""通勤"" should be replaced with a period to separate the two independent clauses.
```"
247,"""This is a war between the pro-humans and anti-humans,"" he said.",“这是人类支持者和反人类者之间的战争，”他说。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be a full-width comma to match Chinese punctuation conventions.
```"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,他还争辩说，新民主党和进步人士为了环境的缘故想要减少人口。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be added after ""他还争辩说"" to separate the clauses for better readability.
```"
252,Whenever May would pop up I dreaded trying to celebrate my bday.,每当五月来临，我都害怕庆祝我的生日。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation should include a period at the end of the sentence to properly conclude it.
```"
258,Winter is 30 days away in this little part of the Great Southern World.,冬天距离这个大南方世界的小地方还有30天。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing punctuation at the end of the sentence.
```"
261,"The rain is falling and whilst/while it is not frozen, you ain't going dancing in it!",雨正在下，虽然它没有结冰，但你不会在雨中跳舞！,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""结冰"" should be a full-width comma to match Chinese punctuation conventions.
```"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,你知道有什么高效的方法可以让一个网页组件对被添加或移除文档做出响应吗？,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence should end with a question mark to match the interrogative form in the source text.
```"
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",我们创建一个独立的临时父级，在那里安装MO，并观察它变得独立（因此附加到其他地方）。,"```
MQM annotations:
linguistic conventions errors:
[Major]: [Grammar] - The phrase ""观察它变得独立"" is ungrammatical because the verb ""变得"" (become) should be followed by an adjective, not a noun. A more appropriate construction would be ""观察它变得分离"" (observe it becoming detached).
[Minor]: [Punctuation] - The use of parentheses in ""（因此附加到其他地方）"" is unconventional in Chinese. A comma or a different structure could be more appropriate for better readability.
```"
276,He's just absolutely ripped from tearing around my office twice a day.,他每天在我的办公室里跑两次，身材变得非常健美。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be replaced with a period to separate the two independent clauses.
```"
277,"I don't have a scale to weigh him, but he feels like he's well over a pound.",我没有秤来称他的重量，但感觉他已经超过一磅了。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma should be a full stop or semicolon to separate the two independent clauses.
```"
278,It makes me so happy to see him thriving.,看到他兴旺发达让我很高兴。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence lacks a period at the end, which is a punctuation error.
```"
280,1) Slight modifications to the Hel's Fighters map layout.,对地狱战士地图布局进行轻微修改。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The term ""地狱战士"" (Hel's Fighters) should be capitalized as it is a proper noun.
```"
286,"All collards, kale, chard is transplanted.",所有羽衣甘蓝、羽衣甘蓝、瑞士甜菜都已移植。,"```
MQM annotations:
linguistic conventions errors:
major: grammar - The repetition of ""羽衣甘蓝"" (kale) is incorrect, as it appears twice in the list.
```"
288,Spring peas at Gilpin are showing up so trellise needs to be set.,吉尔平的春豌豆已经开始长出来了，所以需要搭建支架。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence should end with a period.
```"
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.",苹果地图是iOS的默认应用，但人们仍然会特意下载并安装谷歌地图到他们的iPhone上。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: punctuation - The comma after ""应用"" should be a full-width comma to match Chinese punctuation conventions.
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).",出于好奇，我保持开放的心态，在我的测试iPhone设备上比较Google地图和Apple地图的表现（我的日常设备是Android设备，所以我很少使用iPhone）。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""Google地图和Apple地图的表现"" should be a full stop for better sentence separation.
```"
297,No idea.,不知道。,"```
MQM annotations:
linguistic conventions errors:
Critical: None
Major: None
Minor: None
```

The translation ""不知道。"" is linguistically well-formed and does not contain any errors related to linguistic conventions such as capitalization, punctuation, spelling, grammar, whitespace, or word order."
300,Could it be that Google Search is integrated with Google Maps?,谷歌搜索是否与谷歌地图集成在一起？,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence should end with a question mark to match the interrogative form of the source text.
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.",我倾向于不向最终用户发布垃圾产品，而苹果在2012年推出的Apple Maps时彻底搞砸了。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The comma after ""垃圾产品"" should be a full stop to separate the two independent clauses.
```"
306,The house itself declines in value because it loses its condition and needs to be replaced.,房屋本身的价值下降，因为它的状况变差，需要更换。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma should be added after ""变差"" to separate the clauses properly.
```"
310,They're not stupid enough to sell the sell forever.,他们还不至于愚蠢到永远出售。,"```
MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The phrase ""出售"" (sell) should be followed by an object to be grammatically correct in Chinese. The sentence lacks an object, making it ungrammatical.
```"
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,当你观看澳大利亚和美国的媒体频道时，土地可能有一天会被夺走，这似乎是不可思议的，但那是因为富人整天都在上面，确保你的思想以某种方式思考。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""不可思议的"" is unnecessary in Chinese punctuation conventions.
```"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.",向所有投资者致敬，祝贺你们的成功和梦想的实现。,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""致敬"" should be replaced with a period to correctly separate the two independent clauses.
```"
322,Let us continue to work together towards creating a brighter future for all.,让我们继续携手共创更加光明的未来。,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence lacks a period at the end, which is a minor punctuation error.
```"
