index,original,translated,accuracy_annotation
126,בכמה יתייקר התשלום על המשכנתא?,The payment on the mortgage will increase by how much?,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The payment on the mortgage will increase by how much?"" does not precisely reflect the meaning of the source text ""בכמה יתייקר התשלום על המשכנתא?"", which asks about the amount by which the mortgage payment will increase, rather than the amount of the increase.
[Minor]: none"
132,"זאת, לאחר שבמשך שנים הריבית במשק היתה קרובה לאפס.","This, after for years the interest rate in the economy was close to zero.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""This, after for years the interest rate in the economy was close to zero"" does not fully capture the meaning of the source text ""זאת, לאחר שבמשך שנים הריבית במשק היתה קרובה לאפס."" The translation misses the nuance that the interest rate was close to zero for years.
[Minor]: none"
137,בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?,The average mortgage has increased by how much since the beginning of the year?,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The average mortgage has increased by how much since the beginning of the year?"" does not fully reflect the meaning of the source text ""בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?"", which asks about the amount by which the average mortgage has increased since the beginning of the year.
[Minor]: none"
142,מסלול הריבית המשתנה צמודת מדד (26.7% במסלול הזה) ישלים התייקרות של כ־120 שקלים.,The variable interest rate track linked to the index (26.7% in this track) will complete an increase of approximately 120 shekels.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""will complete an increase of approximately 120 shekels"" does not fully reflect the meaning of the source text, which indicates that the variable interest rate track linked to the index will increase by approximately 120 shekels.
[Minor]: accuracy/addition - The translation includes the phrase ""in this track"", which is not present in the source text."
150,לגבי רוכשי דירות מקבלן - צרור ממליץ להקדים תשלומים לקבלן ולקחת משכנתא כעת.,Regarding apartment buyers from a contractor - it is recommended to make advance payments to the contractor and take a mortgage now.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""make advance payments to the contractor and take a mortgage now"" does not fully reflect the meaning of the source text, which recommends making advance payments to the contractor and taking a mortgage at the present time.
[Minor]: none"
163,"כמו כן, החל מ-10 באוגוסט, תיקבע הפחתה נוספת של עוד חצי שקל, כך שרק ממועד זה מחירו של ליטר בנזין יפחת בשקל אחד וזאת עד ל-15 בנובמבר 2022.","Also, starting from August 10, an additional reduction of half a shekel will be set, so that only from that date the price of a liter of gasoline will decrease by one shekel, and this until November 15, 2022.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The translation omits the information about the additional reduction of half a shekel in the price of gasoline starting from August 10.
[Minor]: [accuracy/mistranslation] - The translation ""the price of a liter of gasoline will decrease by one shekel"" does not precisely reflect the meaning of the source text, which states that the price will decrease by one shekel from the date of the additional reduction (August 10).
[Minor]: [accuracy/mistranslation] - The translation ""until November 15, 2022"" does not fully capture the meaning of the source text, which specifies ""until November 15, 2022."""
172,"למחיר הדלק יש השפעה דרמטית על יוקר המחיה במשק - משום שהוא משפיע גם על הוצאות משקי הבית וגם על הוצאות העסקים, על מחירי התחבורה הציבורית והטיסות, על עלויות ההובלה ועוד.","The price of fuel has a dramatic impact on the cost of living in the economy - as it affects both household expenses and business expenses, the prices of public transportation and flights, transportation costs, and more.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""the prices of public transportation and flights"" does not fully capture the meaning of the source text, which mentions the impact on ""the prices of public transportation and flights"" as well as ""transportation costs"".
[Minor]: [accuracy/addition] - The translation ""on the cost of living in the economy"" adds the phrase ""in the economy"", which is not present in the source text."
178,אשדוד היא העיר הידידותית ביותר לעסקים קטנים ובינוניים.,Ashdod is the most business-friendly city for small and medium-sized enterprises.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the most business-friendly city for small and medium-sized enterprises"" does not fully capture the meaning of the source text, which states that Ashdod is ""the most friendly city for small and medium-sized businesses.""
[Minor]: none"
181,"אחריהן ממוקמות לפי הסדר: אשקלון, ראשון לציון, תל אביב־יפו, חיפה, רמת גן, חולון, באר שבע, ירושלים, בת ים, נתניה ובני ברק.","Ashkelon, Rishon LeZion, Tel Aviv-Jaffa, Haifa, Ramat Gan, Holon, Beersheba, Jerusalem, Bat Yam, Netanya, and Bnei Brak.","MQM annotations:
Accuracy Errors
[Minor]: [accuracy/omission] - The translation omits the order of the cities listed in the source text."
182,הסוכנות עורכת את מדד הרשויות המקומיות.,The agency conducts the index of local authorities.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""conducts the index of local authorities"" does not fully capture the meaning of the source text, which is that the agency ""compiles/publishes the index of local authorities"".
[Minor]: none"
198,"פיתוח העסקים הקטנים הוא אינטרס ציבורי של כולנו, אולם לרשות המקומית יש השפעה ישירה על העסקים שנמצאים בה.","The development of small businesses is a public interest of all of us, but the local authority has a direct influence on the businesses located within it.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the local authority has a direct influence on the businesses located within it"" does not fully capture the meaning of the source text, which states that the local authority has a direct influence on the businesses located within its jurisdiction.
[Minor]: none"
199,"הקורונה הדגישה את חשיבותו של השלטון המקומי וראינו כי רשויות שפעלו ועודדו את קידום העסקים הקטנים ומצאו פתרונות יצירתיים עבורם, הפכו לממשק השלטוני הראשון עבורם"".","The coronavirus has highlighted the importance of local government, and we have seen that authorities that have acted and encouraged the promotion of small businesses and found creative solutions for them have become the primary governmental interface for them.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""the primary governmental interface for them"" does not fully capture the meaning of the source text, which states that the authorities that have acted and encouraged small businesses have become ""the primary governmental interface for them"".
[Minor]: [accuracy/addition] - The translation ""and we have seen that"" is an addition not present in the source text."
200,"רן קויתי, מנהל הסוכנות לעסקים קטנים ובינוניים במשרד הכלכלה והתעשייה, מוסיף: ""לרשויות המקומיות חלק מרכזי ומהותי ביכולתם של עסקים בתחומן לשגשג ולפרוח.","Ran Kfir, the director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities have a central and essential role in the ability of businesses within their jurisdiction to thrive and flourish.""","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Local authorities have a central and essential role in the ability of businesses within their jurisdiction to thrive and flourish"" does not fully capture the meaning of the source text, which states that local authorities have a ""central and essential"" role in the ability of businesses within their jurisdiction to ""thrive and flourish"".
[Minor]: None"
201,"בשנתיים האחרונות, שבהן אנו מתמודדים עם משבר הקורונה, לרשויות משקל גדול יותר בסיוע לעסקים לשרוד בתחומן ולשרוד בכלל"".","In the last two years, during which we have been dealing with the coronavirus crisis, the authorities have had a greater weight in assisting businesses to survive within their field and to survive in general.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""the authorities have had a greater weight in assisting businesses to survive within their field and to survive in general"" does not fully capture the meaning of the source text, which states that the authorities have had a greater role in assisting businesses to survive the coronavirus crisis.
[Minor]: [accuracy/addition] - The translation adds the phrase ""in general"" which is not present in the source text."
217,"יותר חבילות הגיעו בדצמבר מבכל חודש אחר, ככל הנראה בעקבות חגי הקניות של נובמבר, דוגמת יום הרווקים הסיני, בלאק פריידי וסייבר מאנדיי.","More packages arrived in December than in any other month, likely due to the November shopping holidays, such as Singles' Day in China, Black Friday, and Cyber Monday.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""More packages arrived in December than in any other month, likely due to the November shopping holidays, such as Singles' Day in China, Black Friday, and Cyber Monday"" does not fully reflect the meaning of the source text. The source mentions that more packages arrived in December compared to any other month, likely due to the November shopping holidays, but the translation does not specify that the increase in packages was ""more"" compared to other months.
[Minor]: [accuracy/addition] - The translation adds the phrase ""in any other"" which is not present in the source text."
220,"לשכירים רבים מגיע כסף מהמדינה, שיכול להגיע לעשרות אלפי שקלים •","For many employees, money from the state is due, which can amount to tens of thousands of shekels.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""money from the state is due"" does not fully capture the meaning of the source text, which indicates that many employees are entitled to receive money from the state, which can amount to tens of thousands of shekels.
[Minor]: none"
221,שיניתם מקום עבודה?,You changed your job?,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""You changed your job?"" does not accurately reflect the meaning of the source text ""שיניתם מקום עבודה?"", which is asking if the person has changed their workplace, not necessarily their job.
[Minor]: none"
223,עברתם מהעיר ליישוב?,You moved from the city to the settlement?,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""settlement"" does not accurately reflect the meaning of the Hebrew word ""יישוב"", which refers to a type of rural community or village, rather than a ""settlement"" which has political connotations."
249,100% מהעוברים לישוב מזכה קיבלו החזר מס על שנת המעבר היות ואישור על תושבות בישוב מזכה ניתנת רק לאחר 12 חודשים מיום הפיכת התושב לתושב מזכה ובכך למעשה השנה הראשונה משולם מס מלא.,"100% of the residents who moved to the eligible settlement received a tax refund for the year of the move, since approval for residency in the eligible settlement is only granted after 12 months from the date the resident became an eligible resident, and thus, the first year is paid in full tax.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""100% of the residents who moved to the eligible settlement received a tax refund for the year of the move"" does not fully capture the meaning of the source text, which states that 100% of the residents who moved to the eligible settlement received a tax refund for the year of the move because approval for residency in the eligible settlement is only granted after 12 months.
[Minor]: accuracy/omission - The translation does not mention that the first year is paid in full tax, which is present in the source text."
253,שיעור ההחזר יכול להגיע לעשרות אלפי שקלים לאורך 6 שנים.,The return rate can reach tens of thousands of shekels over 6 years.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""The return rate can reach tens of thousands of shekels over 6 years"" does not fully capture the meaning of the source text, which states that the return rate ""can reach tens of thousands of shekels over 6 years"". The translation does not convey the idea of the return rate reaching that level.
[Minor]: none"
255,"מנכ״ל tax:on, טל כרמון: ""משבר הקורונה גרם לכך שציבור השכירים בישראל הפך להרבה יותר אקטיבי.","""The COVID-19 crisis has led to the salaried public in Israel becoming much more active.""","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The COVID-19 crisis has led to the salaried public in Israel becoming much more active"" does not fully reflect the meaning of the source text, which states that the COVID-19 crisis has made the salaried public in Israel more active.
[Minor]: none"
256,"הוא מתעניין, בודק ודורש את מה שמגיע לו בהחזרים ממס הכנסה.","He is interested, checking and demanding what is due to him in tax refunds.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""checking and demanding"" does not fully capture the nuance of the source text, which indicates that the person is ""interested, examining and inquiring about"" what is due to him in tax refunds.
[Minor]: none"
264,"לפי הדו""ח, מחפשי העבודה התעניינו בעיקר בתחומים רוויי משרות כמו אדמיניסטרציה ומכירות, שלגביהן נשלחו 1,738,485 קורות חיים.","According to the report, job seekers were primarily interested in fields with abundant job openings, such as administration and sales, for which 1,738,485 resumes were submitted.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""fields with abundant job openings"" does not fully capture the meaning of the source text ""רוויי משרות"", which refers to fields that are saturated or oversaturated with job openings.
[Minor]: none"
268,"השכר החודשי בתחום התוכנה היה 17,915 שקלים בממוצע, ובניתוח מערכות מידע הוא עמד על 17,140 שקלים.","The average monthly salary in the software field was 17,915 shekels, and in the field of information systems analysis it stood at 17,140 shekels.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately reflects the meaning of the source text. There are no accuracy errors in the translation."
276,ההיצע הגדול ביותר היה למשרות ללא ניסיון - וכאלה היו יותר מ-58 אלף באתר.,"The largest supply was for positions without experience - and there were more than 58,000 of those on the site.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""the largest supply was for positions without experience"" does not fully capture the meaning of the source text, which states that ""the largest supply was for positions without experience - and there were more than 58,000 of those on the site."" The translation omits the specific details about the number of positions without experience.
[Minor]: [accuracy/addition] - The translation ""the largest supply was for positions without experience"" adds the word ""the"" which is not present in the source text.
[Minor]: [accuracy/addition] - The translation ""and there were more than 58,000 of those on the site"" adds the phrase ""on the site"" which is not explicitly stated in the source text."
286,"במילים אחרות, מדובר ב- 193 אלף לא מועסקים לעומת 180.3 אלף.","193,000 unemployed compared to 180.3 thousand.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""193,000 unemployed compared to 180.3 thousand"" does not accurately reflect the meaning of the source text ""במילים אחרות, מדובר ב- 193 אלף לא מועסקים לעומת 180.3 אלף."" The source text is stating that there are 193,000 unemployed compared to 180.3 thousand, not that the numbers are 193,000 and 180.3 thousand."
289,"מאלה שבכוח העבודה 95.5% המהווים 4,059,700 הם מועסקים והשאר בלתי מועסקים.","95.5% of the labor force, constituting 4,059,700 people, are employed, and the rest are unemployed.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""95.5% of the labor force, constituting 4,059,700 people, are employed, and the rest are unemployed"" does not precisely reflect the meaning of the source text ""מאלה שבכוח העבודה 95.5% המהווים 4,059,700 הם מועסקים והשאר בלתי מועסקים."" The source text indicates that 95.5% of the labor force, which is 4,059,700 people, are employed, and the rest are unemployed. The translation does not clearly convey that the 95.5% figure refers to the employed portion of the labor force.
[Minor]: no-error"
295,"הסקר מאפשר מעקב אחר ההתפתחות בכוח העבודה, גודלו ותכונותיו, היקף האבטלה ועוד.","The survey allows for monitoring the development of the labor force, its size and characteristics, the extent of unemployment, and more.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The English translation accurately conveys the meaning of the source Hebrew text. There are no accuracy errors identified."
301,הקידוש והמסורת הם שורש מאוד עמוק בנשמה שלי.,The sanctity and tradition are a very deep root in my soul.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The sanctity and tradition are a very deep root in my soul"" does not fully capture the meaning of the source text, which is more accurately translated as ""The sanctity and tradition are a very deep root in my soul.""

[Minor]: None

The translation accurately conveys the meaning of the source text, with no significant accuracy errors."
302,"ימי שישי אצלי מוקדשים לילדים, אור (10) ויונתן (8).","Fridays are dedicated to my children, Or (10) and Yonatan (8).","MQM annotations:
Accuracy Errors
[Minor]: None

The English translation accurately conveys the meaning of the source Hebrew text. There are no accuracy errors identified."
310,"כשאנחנו מגיעים לחמותי, כבר מלובי הבניין עולים ריחות מדהימים מהדירה שלה.",The smells from her apartment are amazing even from the building lobby.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""The smells from her apartment are amazing even from the building lobby"" does not fully capture the meaning of the source text, which indicates that the amazing smells can be detected even from the building lobby, suggesting they are very strong or pervasive.
[Minor]: none"
316,כל פינה נידחת בארץ עשתה לו גאווה בלב.,Every remote corner of the land has made for itself a pride in the heart.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""has made for itself a pride in the heart"" does not fully capture the meaning of the source text ""עשתה לו גאווה בלב"", which conveys the idea that every remote corner of the land has developed a sense of pride or importance within itself.
[Minor]: accuracy/addition - The translation ""Every remote corner of the land"" adds the word ""Every"" which is not present in the source text ""כל פינה נידחת בארץ""."
323,שבוע־שבועיים לפני יום העצמאות כבר הייתי מטפס על עצים וקושר לבית חוטים עם דגלי ישראל.,"Two weeks before Independence Day, I was already climbing trees and tying strings with Israeli flags to the house.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Two weeks before Independence Day"" is translated as ""שבוע־שבועיים לפני יום העצמאות"" which means ""One week to two weeks before Independence Day"", not precisely reflecting the meaning of the source text.
[Minor]: accuracy/addition - ""already"" is added in the translation, which is not present in the source text."
348,"""הייתי פותחת שולחן גדול ומזמינה את 'המתים שלי'.","""I would set a large table and invite my 'dead ones'.""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""my 'dead ones'"" does not accurately reflect the meaning of the source text ""את 'המתים שלי'"", which refers to the speaker inviting their deceased loved ones.
[Minor]: none"
349,"לפעמים אני מדמיינת מה היה אילו אחי דניאל ז""ל היה בחיים, או אם אבא שלי, שניאור ז""ל, היה רואה את הילדים שלי: אוריאל (23) והתאומות תמרה ונעמה (16 וחצי).","Sometimes I imagine what it would have been like if my brother Daniel, may his memory be a blessing, were still alive, or if my father, Shneur, may his memory be a blessing, had seen my children: Uriel (23) and the twins Tamar and Naama (16 and a half).","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""may his memory be a blessing"" does not accurately reflect the meaning of the Hebrew phrase ""ז""ל"" which is a common abbreviation for ""zichrono livracha"" meaning ""may his memory be a blessing"".
[Minor]: [accuracy/mistranslation] - The translation ""the twins Tamar and Naama (16 and a half)"" does not accurately reflect the meaning of the Hebrew ""התאומות תמרה ונעמה (16 וחצי)"" which refers to the twins Tamar and Naama who are 16 and a half years old."
364,"ביבי תשחק בתפקיד נועה, שאותו גילמה דפנה ארמוני.","Bibi will play the role of Noam, which was portrayed by Dafna Armoni.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The name ""Noam"" is incorrectly translated as the name ""Noea"", which was portrayed by Dafna Armoni in the source text.
[Minor]: accuracy/mistranslation - The name ""Bibi"" is used in the translation, but it is unclear if this refers to the same person as in the source text."
371,את הידיעה המשמחת חלקה אתמול בערב (שישי) לופז עם מעריציה באתר הרשמי שלה onthejlo.com,The joyful news was shared yesterday evening (Friday) by Lopez with her fans on her official website onthejlo.com.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""The joyful news"" does not accurately reflect the meaning of ""את הידיעה המשמחת"" which is more accurately translated as ""The happy/good news"".
[Minor]: accuracy/addition - ""by Lopez with her fans"" is an addition not present in the source text."
390,"עכשיו אנחנו יותר חשופות, פונות ישירות למצלמה באופן טבעי, לא רק ריאליטי אלא סדרה דוקומנטרית אותנטית"".","""Now we are more exposed, turning directly to the camera in a natural way, not just reality but an authentic documentary series.""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""now we are more exposed, turning directly to the camera in a natural way, not just reality but an authentic documentary series"" does not fully reflect the meaning of the source text, which states that ""now we are more exposed, turning directly to the camera in a natural way, not just reality but an authentic documentary series"".
[Minor]: none"
402,אינדינגב בניחוח בינלאומי: אפגן וויגז מצטרפים אל אביתר בנאי ונגה ארז,In an international scent: Afghan Wigs join Avner Benayoun and Noga Erez.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - ""Afghan Wigs"" is a mistranslation of ""אפגן וויגז"", which should be translated as ""Afghan Rugs"".
[Minor]: accuracy/addition - The addition of ""join"" is not present in the source text.
[Minor]: accuracy/mistranslation - ""Avner Benayoun"" should be translated as ""Avitar Banai""."
407,"אינדינגב החל את דרכו בשנת 2007 כאירוע נישתי קטן, שאיגד את השמות החמים בסצנת האינדי הישראלית.","Indignation began its journey in 2007 as a small niche event, which brought together the hot names in the Israeli indie scene.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""began its journey"" does not fully capture the meaning of the source text ""החל את דרכו"", which implies the start or origin of Indignation.
[Minor]: accuracy/addition - The translation ""brought together the hot names"" adds the word ""hot"" which is not present in the source text."
409,אביב גפן ושרית חדד: פסטיבל חוצות היוצר בירושלים בהפתעות חדשות,Aviv Geffen and Sarit Hadad: The Creator's Corners Festival in Jerusalem with new surprises.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""The Creator's Corners Festival in Jerusalem"" does not fully capture the meaning of the source text, which refers to the ""Creator's Corners Festival in Jerusalem with new surprises.""
[Minor]: [accuracy/addition] - The translation adds the word ""with"" which is not present in the source text."
410,"הפסטיבל הבינלאומי בבירה, שהפך למסורת ויתקיים במספר מוקדים יציג מופעים מוזיקליים של אמנים מקומיים מובילים, וישלב מופעי קרקס ומיצגים אמנותיים חדשניים ומפתיעים","The international festival in the capital, which has become a tradition and will take place in several focal points, will feature musical performances by leading local artists, and will combine circus acts and innovative and surprising artistic exhibits.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""will feature musical performances by leading local artists"" does not fully capture the meaning of the source text, which states that the festival ""will feature musical performances of leading local artists"".
[Minor]: [accuracy/addition] - The translation ""and will combine circus acts and innovative and surprising artistic exhibits"" adds the word ""and"" which is not present in the source text."
417,"SPARKS הוא מופע קרקס, תנועה וריחוף אווירי של קרקס Y, תערוכת צילום אינסטגרמית בהשראת יצירות אמנות מפורסמות.","SPARKS is a circus performance, a circus Y aerial movement and levitation, an Instagram photo exhibition inspired by famous works of art.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""a circus Y aerial movement and levitation"" does not accurately reflect the meaning of the source text ""תנועה וריחוף אווירי של קרקס Y"", which refers to an aerial performance or act of the circus Y.
[Minor]: accuracy/addition - The translation ""an Instagram photo exhibition"" adds the detail ""Instagram"" which is not present in the source text."
418,"The Black Box Gallery – היא גלריית ההצצה של היוצר והמבצע ליאור כלפון, שתוצב ברחבת היריד עם חורי הצצה שיחשפו את הקהל לתערוכת יצירותיו הזרחניות של ליאור כלפון, יצירות אמנות של פסלים מוארים של האמן הרב תחומי אלון בירגר (תיאטרון האור) ועוד.","The Black Box Gallery - it is the peephole gallery of the creator and performer Lior Kalfon, which will be placed in the fairground with peepholes that will expose the audience to the fluorescent works of Lior Kalfon, artworks of illuminated sculptures by the multidisciplinary artist Alon Birger (Light Theater) and more.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The translation accurately conveys the meaning of the source text. There are no significant accuracy errors."
444,.,"Here is the translation from Hebrew to English:

The quick brown fox jumps over the lazy dog.","MQM annotations:
Accuracy Errors
[Minor]: None

The translation ""The quick brown fox jumps over the lazy dog"" accurately reflects the meaning of the source text in Hebrew. There are no accuracy errors in this translation."
