index,original,zero_shot_translation,improved_translation
126,בכמה יתייקר התשלום על המשכנתא?,The payment on the mortgage will increase by how much?,How much will the mortgage payment increase?
132,"זאת, לאחר שבמשך שנים הריבית במשק היתה קרובה לאפס.","This, after for years the interest rate in the economy was close to zero.","This, after the interest rate in the economy had been close to zero for years."
137,בכמה התייקרה המשכנתא הממוצעת מתחילת השנה?,The average mortgage has increased by how much since the beginning of the year?,The average mortgage has increased by how much since the start of the year?
142,מסלול הריבית המשתנה צמודת מדד (26.7% במסלול הזה) ישלים התייקרות של כ־120 שקלים.,The variable interest rate track linked to the index (26.7% in this track) will complete an increase of approximately 120 shekels.,The variable-rate mortgage index-linked track will increase by approximately 120 shekels.
150,לגבי רוכשי דירות מקבלן - צרור ממליץ להקדים תשלומים לקבלן ולקחת משכנתא כעת.,Regarding apartment buyers from a contractor - it is recommended to make advance payments to the contractor and take a mortgage now.,Contractors recommend making advance payments and taking out a Mortgage now when buying apartments.
163,"כמו כן, החל מ-10 באוגוסט, תיקבע הפחתה נוספת של עוד חצי שקל, כך שרק ממועד זה מחירו של ליטר בנזין יפחת בשקל אחד וזאת עד ל-15 בנובמבר 2022.","Furthermore, starting from August 10, an additional reduction of half a shekel will be set, so that only from that date the price of a liter of gasoline will decrease by one shekel, and this until November 15, 2022.","The price of gasoline will decrease by an additional half-shekel starting from August 10, so that the price per liter will drop by one shekel until November 15, 2022."
172,"למחיר הדלק יש השפעה דרמטית על יוקר המחיה במשק - משום שהוא משפיע גם על הוצאות משקי הבית וגם על הוצאות העסקים, על מחירי התחבורה הציבורית והטיסות, על עלויות ההובלה ועוד.","The price of fuel has a dramatic impact on the cost of living in the economy - as it affects both household expenses and business expenses, the prices of public transportation and flights, transportation costs, and more.","The price of gasoline has a dramatic impact on household and business costs, as well as the prices of public transit, flights, and transportation logistics."
178,אשדוד היא העיר הידידותית ביותר לעסקים קטנים ובינוניים.,Ashdod is the most business-friendly city for small and medium-sized enterprises.,Ashdod is the city most friendly to small and medium-sized businesses.
181,"אחריהן ממוקמות לפי הסדר: אשקלון, ראשון לציון, תל אביב־יפו, חיפה, רמת גן, חולון, באר שבע, ירושלים, בת ים, נתניה ובני ברק.","Ashkelon, Rishon LeZion, Tel Aviv-Jaffa, Haifa, Ramat Gan, Holon, Beersheba, Jerusalem, Bat Yam, Netanya, and Bnei Brak.","The cities are listed in the following order: Ashkelon, Rishon LeZion, Tel Aviv-Jaffa, Haifa, Ramat Gan, Holon, Beersheba, Jerusalem, Bat Yam, Netanya, and Bnei Brak."
182,הסוכנות עורכת את מדד הרשויות המקומיות.,The agency conducts the index of local authorities.,The agency compiles the index of local authorities.
198,"פיתוח העסקים הקטנים הוא אינטרס ציבורי של כולנו, אולם לרשות המקומית יש השפעה ישירה על העסקים שנמצאים בה.","The development of small businesses is a public interest of all of us, but the local authority has a direct influence on the businesses located within it.","The development of small businesses is a public interest that concerns us all, but the local government has a direct influence on the businesses within its jurisdiction."
199,"הקורונה הדגישה את חשיבותו של השלטון המקומי וראינו כי רשויות שפעלו ועודדו את קידום העסקים הקטנים ומצאו פתרונות יצירתיים עבורם, הפכו לממשק השלטוני הראשון עבורם"".","""The coronavirus has highlighted the importance of local government, and we have seen that authorities that have acted and encouraged the promotion of small businesses and found creative solutions for them have become the primary governmental interface for them.""","""The coronavirus has highlighted the importance of local authorities, and we have seen that authorities that acted to promote small businesses and found creative solutions for them have become their primary government contact."""
200,"רן קויתי, מנהל הסוכנות לעסקים קטנים ובינוניים במשרד הכלכלה והתעשייה, מוסיף: ""לרשויות המקומיות חלק מרכזי ומהותי ביכולתם של עסקים בתחומן לשגשג ולפרוח.","Ran Koyti, the director of the Small and Medium Business Agency at the Ministry of Economy and Industry, adds: ""Local authorities have a central and essential role in the ability of businesses within their jurisdiction to thrive and flourish.""","Ran Koyti, the director of the Small and Medium Business Agency at the Ministry of Economy and Industry, notes: ""Local authorities play a central and essential role in enabling businesses within their jurisdiction to succeed and grow."""
201,"בשנתיים האחרונות, שבהן אנו מתמודדים עם משבר הקורונה, לרשויות משקל גדול יותר בסיוע לעסקים לשרוד בתחומן ולשרוד בכלל"".","In the last two years, during which we have been dealing with the coronavirus crisis, the authorities have had a greater weight in assisting businesses to survive within their domain and to survive in general.","The authorities have played a greater role in helping businesses survive the coronavirus crisis, both within their respective domains and more broadly."
217,"יותר חבילות הגיעו בדצמבר מבכל חודש אחר, ככל הנראה בעקבות חגי הקניות של נובמבר, דוגמת יום הרווקים הסיני, בלאק פריידי וסייבר מאנדיי.","More packages arrived in December than in any other month, likely due to the November shopping holidays, such as Singles' Day in China, Black Friday, and Cyber Monday.","Plus de colis sont arrivés en décembre que dans tout autre mois, probablement en raison des fêtes d'achat de novembre, comme le Jour des Célibataires en Chine, le Vendredi Noir et le Lundi Cyber."
220,"לשכירים רבים מגיע כסף מהמדינה, שיכול להגיע לעשרות אלפי שקלים •","Many employees are entitled to money from the state, which can amount to tens of thousands of shekels.","Many employees are owed funds from the state, which can amount to tens of thousands of NIS."
221,שיניתם מקום עבודה?,You changed your workplace?,Did you change your place of work?
223,עברתם מהעיר ליישוב?,You moved from the city to the settlement?,Did you move from the city to the town?
249,100% מהעוברים לישוב מזכה קיבלו החזר מס על שנת המעבר היות ואישור על תושבות בישוב מזכה ניתנת רק לאחר 12 חודשים מיום הפיכת התושב לתושב מזכה ובכך למעשה השנה הראשונה משולם מס מלא.,"100% of the residents who moved to the eligible settlement received a tax refund for the year of the move, since approval for residency in the eligible settlement is only granted after 12 months from the date the resident became an eligible resident, and thus, the first year is actually paid in full tax.","The residents who moved to the qualifying community received a tax refund for the year of the move, as approval for residency in the qualifying community is only granted after 12 months, and thus the first year is actually paid in full tax."
253,שיעור ההחזר יכול להגיע לעשרות אלפי שקלים לאורך 6 שנים.,The return rate can reach tens of thousands of shekels over 6 years.,The potential financial benefit can amount to tens of thousands of shekels over a 6-year period.
255,"מנכ״ל tax:on, טל כרמון: ""משבר הקורונה גרם לכך שציבור השכירים בישראל הפך להרבה יותר אקטיבי.","""The COVID-19 crisis has led to the salaried public in Israel becoming much more active.""","""The COVID-19 crisis has made the salaried public in Israel much more active, according to Tal Carmon, CEO of tax:on."""
256,"הוא מתעניין, בודק ודורש את מה שמגיע לו בהחזרים ממס הכנסה.","He is interested, checking and demanding what is due to him in tax refunds.","He is interested, checking and inquiring about the tax refunds he is entitled to."
264,"לפי הדו""ח, מחפשי העבודה התעניינו בעיקר בתחומים רוויי משרות כמו אדמיניסטרציה ומכירות, שלגביהן נשלחו 1,738,485 קורות חיים.","According to the report, job seekers were primarily interested in fields with abundant job openings, such as administration and sales, for which 1,738,485 resumes were submitted.","According to the report, job seekers were primarily interested in fields saturated with job openings, such as administrative work and sales, for which 1,738,485 resumes were submitted."
268,"השכר החודשי בתחום התוכנה היה 17,915 שקלים בממוצע, ובניתוח מערכות מידע הוא עמד על 17,140 שקלים.","The average monthly salary in the software field was 17,915 shekels, and in the field of information systems analysis it stood at 17,140 shekels.","The average monthly salary in the software field was ₪17,915, while in information systems analysis it was ₪17,140."
276,ההיצע הגדול ביותר היה למשרות ללא ניסיון - וכאלה היו יותר מ-58 אלף באתר.,"The largest supply was for positions without experience - and there were more than 58,000 such positions on the site.","The largest supply was for entry-level jobs, with more than 58,000 such openings on the site."
286,"במילים אחרות, מדובר ב- 193 אלף לא מועסקים לעומת 180.3 אלף.","193,000 unemployed compared to 180.3 thousand.","193,000 unemployed compared to 180,300."
289,"מאלה שבכוח העבודה 95.5% המהווים 4,059,700 הם מועסקים והשאר בלתי מועסקים.","95.5% of the labor force, which amounts to 4,059,700 people, are employed, and the rest are unemployed.","95.5% of the כוח העבודה (labor force), totaling 4,059,700 people, are מועסקים (employed), with the remainder being בלתי מועסקים (unemployed)."
295,"הסקר מאפשר מעקב אחר ההתפתחות בכוח העבודה, גודלו ותכונותיו, היקף האבטלה ועוד.","The survey allows monitoring the development of the labor force, its size and characteristics, the extent of unemployment, and more.","The survey enables monitoring the development of the workforce, its size and characteristics, the extent of unemployment, and more."
301,הקידוש והמסורת הם שורש מאוד עמוק בנשמה שלי.,The sanctity and tradition are a very deep root in my soul.,The Jewish traditions and heritage are deeply rooted in my soul.
302,"ימי שישי אצלי מוקדשים לילדים, אור (10) ויונתן (8).","Fridays at my place are dedicated to the children, Aor (10) and Yonatan (8).","Fridays are dedicated to my children, Aor (10) and Yonatan (8)."
310,"כשאנחנו מגיעים לחמותי, כבר מלובי הבניין עולים ריחות מדהימים מהדירה שלה.",The smells from her apartment are amazing even from the building lobby.,The amazing smells from her home can be detected even in the building lobby.
316,כל פינה נידחת בארץ עשתה לו גאווה בלב.,Every remote corner of the land has made itself a pride in the heart.,Every remote corner took pride in its heart.
323,שבוע־שבועיים לפני יום העצמאות כבר הייתי מטפס על עצים וקושר לבית חוטים עם דגלי ישראל.,"Two weeks before Independence Day, I was already climbing trees and tying strings with Israeli flags to the house.","About a week or two before Israel's Independence Day, I was already climbing trees and hanging Israeli flags from the house."
348,"""הייתי פותחת שולחן גדול ומזמינה את 'המתים שלי'.","""I would set a large table and invite my 'dead ones'.""","""I would set a large table and invite my departed loved ones."""
349,"לפעמים אני מדמיינת מה היה אילו אחי דניאל ז""ל היה בחיים, או אם אבא שלי, שניאור ז""ל, היה רואה את הילדים שלי: אוריאל (23) והתאומות תמרה ונעמה (16 וחצי).","Sometimes I imagine what it would have been like if my brother Daniel, may he rest in peace, was still alive, or if my father, Shneur, may he rest in peace, had seen my children: Uriel (23) and the twins Tamar and Naama (16 and a half).",My children: Uriel (23) and the twins Tamar and Naama (16).
364,"ביבי תשחק בתפקיד נועה, שאותו גילמה דפנה ארמוני.","Bibi will play the role of Noam, which was portrayed by Dafna Armoni.","Netanyahu will play the role of Noea, which was portrayed by Dafna Armoni."
371,את הידיעה המשמחת חלקה אתמול בערב (שישי) לופז עם מעריציה באתר הרשמי שלה onthejlo.com,The joyful news was shared yesterday evening (Friday) by Lopez with her fans on her official website onthejlo.com.,"Lopez shared the happy news yesterday evening on her official website, onthejlo.com."
390,"עכשיו אנחנו יותר חשופות, פונות ישירות למצלמה באופן טבעי, לא רק ריאליטי אלא סדרה דוקומנטרית אותנטית"".","""Now we are more exposed, turning directly to the camera in a natural way, not just reality but an authentic documentary series.""","""Now we are more on display, naturally facing the camera, not just a reality show but an authentic documentary series."""
402,אינדינגב בניחוח בינלאומי: אפגן וויגז מצטרפים אל אביתר בנאי ונגה ארז,In an international flavor: Afgan Wiggs join Avner Banai and Noga Erez.,Afghan Wiggs join Avitar Banai and Noga Erez in an international mix.
407,"אינדינגב החל את דרכו בשנת 2007 כאירוע נישתי קטן, שאיגד את השמות החמים בסצנת האינדי הישראלית.","Indingb began its journey in 2007 as a small niche event, which brought together the hot names in the Israeli indie scene.","Indingb started as a small niche event in 2007, bringing together the top names in the Israeli indie scene."
409,אביב גפן ושרית חדד: פסטיבל חוצות היוצר בירושלים בהפתעות חדשות,Aviv Geffen and Sarit Hadad: The Jerusalem Creators Festival with new surprises.,The Jerusalem Festival of the Creator Brings New Surprises with Aviv Geffen and Sarit Hadad.
410,"הפסטיבל הבינלאומי בבירה, שהפך למסורת ויתקיים במספר מוקדים יציג מופעים מוזיקליים של אמנים מקומיים מובילים, וישלב מופעי קרקס ומיצגים אמנותיים חדשניים ומפתיעים","The international festival in the capital, which has become a tradition and will take place in several focal points, will feature musical performances by leading local artists, and will combine circus acts and innovative and surprising artistic displays.","The international festival in the capital, which has become a tradition and will take place in several focal points, will feature musical performances of leading local artists, and will combine circus acts with innovative and surprising exhibits."
417,"SPARKS הוא מופע קרקס, תנועה וריחוף אווירי של קרקס Y, תערוכת צילום אינסטגרמית בהשראת יצירות אמנות מפורסמות.","SPARKS is a circus performance, aerial movement and levitation of Circus Y, an Instagram photo exhibition inspired by famous works of art.","Sparks is a circus performance featuring aerial movement and floating by Circus Y, as well as an Instagram photo exhibition inspired by famous works of art."
418,"The Black Box Gallery – היא גלריית ההצצה של היוצר והמבצע ליאור כלפון, שתוצב ברחבת היריד עם חורי הצצה שיחשפו את הקהל לתערוכת יצירותיו הזרחניות של ליאור כלפון, יצירות אמנות של פסלים מוארים של האמן הרב תחומי אלון בירגר (תיאטרון האור) ועוד.","The Black Box Gallery - it is the peephole gallery of the creator and performer Lior Kalfon, which will be placed in the fairground with peepholes that will expose the audience to the fluorescent works of Lior Kalfon, art works of illuminated sculptures by the multidisciplinary artist Alon Birger (Theater of Light) and more.","The Black Box Gallery - it is Lior Kalfon's peephole gallery, which will be placed at the exhibition with peepholes that will expose the audience to his luminous works, as well as lit sculptures by the multidisciplinary artist Alon Birger (Theater of Light) and more."
444,.,"Here is the translation from Hebrew to English:

The quick brown fox jumps over the lazy dog.",The agile fox quickly leaps over the sluggish dog.
446,"היא מרוויחה על קמפיינים יותר מוונדר וומן, היא יפה מדי, היא יודעת להעמיד במקום את דנה ויס, וכשצריך - גם לסנגר על השותף העסקי שלה.","She earns more from campaigns than Wonder Woman, she is too beautiful, she knows how to put Dana Weiss in her place, and when needed - she also defends her business partner.","She earns more from campaigns than the famous actress, she handles Dana Weiss skillfully, and when needed - she also supports her business partner."
457,כאן מחפשים גיבורי־על.,Here we search for superheroes.,Here we seek heroic protagonists.
465,"תגידו: ספונג'ה וניקיונות, סירים על הגז וריחות בחדר המדרגות, ירון אילן או אבי כאכון בטלוויזיה, אבל הכי מוזר יהיה אם מישהו יגיד פתאום ""גיל ססובר"".","Sponge and cleaning, pots on the stove and smells in the stairwell, Yaron Eilan or Avi Kochavi on television, but the strangest thing would be if someone suddenly said ""Gil Sossover"".","Sponge and cleaning, pots on the gas and smells in the stairwell, Yaron Eilan or Avi Kochavi on television, but the strangest thing would be if someone suddenly said ""Gil Sissover""."
468,לאורך מחצית ממנה - ססובר עומד.,Along half of it - Susover stands.,Susover is standing along half of it.
477,"רותי רוסו בתגובה: ""שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו"".","""I'm glad there are places that invest more in the cuisine of this population.""","""I'm glad there are places that are investing more in the communication of this community."""
481,בישראל בשנים האחרונות יותר ויותר משפחות ואנשים מבוגרים מבינים כי בדידות זו המחלה הקשה ביותר בגיל מבוגר ורואים במקומות הקהילתיים כפתרון מוכח למחלה.,"In recent years in Israel, more and more families and older people understand that loneliness is the most severe illness in old age, and they see community places as a proven solution to this illness.","In Israel in recent years, more and more families and elderly people understand that loneliness is the most severe issue in old age, and they see community centers as a proven solution to this problem."
483,מרבית בתי הדיור המוגן נעזרים בשפים מקצועיים על מנת לבנות תפריט.,Most assisted living facilities rely on professional chefs to create their menus.,Most sheltered housing facilities use professional chefs to develop their menus.
487,"אני מכבדת את עבודתם הקשה של טבחים, טבחיות, שפיות ושפים בכל מקום, גם בדיור המוגן"".","I respect the hard work of cooks, chefs, and food preparers everywhere, even in assisted living facilities.","I respect the hard work of Chefs, Chefs, and Chefs everywhere, even in assisted living facilities."
491,"הזמר בתגובה: ""הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני","The singer in response: ""The invasion of Ukraine is very different from the Israeli-Palestinian conflict.","The singer responded: ""The invasion of Ukraine is markedly different from the Israeli-Palestinian conflict."""
518,"לבקשת שר הבריאות ניצן הורוביץ, ימשיך במקביל בתפקידו כפרויקטור.","At the request of Health Minister Nitzan Horowitz, he will continue in parallel in his role as a project manager.","At the request of Health Minister Nitzan Horowitz, he will continue to serve as a project manager in parallel."
527,"דו""ח מבקר המדינה: התקציב בפועל ברוב שנות פעילות ועדת סל התרופות – קטן מהתקציב המומלץ",The State Comptroller's report: The actual budget in most years of the activity of the Drug Basket Committee - is smaller than the recommended budget.,The State Comptroller's report found that the actual budget for the Drugs Committee was smaller than the recommended budget in most years of its operation.
528,"על פי הדו""ח של מתניהו אנגלמן, במשך יותר מ-20 שנות פעילות הסל – משרד הבריאות לא פיקח על פעילות הוועדה •","According to the report of Matanyahu Englman, for more than 20 years of activity of the Sal - the Ministry of Health did not supervise the activity of the committee.","According to the report by Matanyahu Englman, for more than 20 years, the Sal - the Ministry of Health did not oversee the activities of the committee."
532,ועדת סל התרופות היא אחת הוועדות הציבוריות המשפיעות ביותר על חיי היומיום שלנו ועל בריאותנו.,The Drugs Basket Committee is one of the most influential public committees on our daily lives and our health.,The Pharmaceutical Benefits Advisory Committee is one of the most influential public committees on our daily lives and health.
535,"על פי הדו""ח של מתניהו אנגלמן, הוא ממליץ ""לבצע בתהליך הרחבת הסל תיקונים ושיפורים, שיביאו למיצוי איכותי יותר של תקציב סל שירותי הבריאות שהציבור זכאי לו"".","According to the report by Matanyahu Engelmann, he recommends ""to carry out corrections and improvements in the process of expanding the basket, which will lead to a more qualitative realization of the budget for the health services basket to which the public is entitled.""","According to the report by Matanyahu Engelmann, he recommends ""making corrections and improvements in the process of expanding the health services basket, which will lead to a more effective utilization of the budget for the health services basket to which the public is entitled."""
539,"ברוב שנות פעולת הוועדה (90% מהזמן), גובה התוספת התקציבית היה קטן מ-1.5% של סל הבריאות, שיעור שהומלץ על ידי ועדות שונות כשיעור התוספת הרצוי.","The budgetary supplement was less than 1.5% of the health basket, a rate recommended by various committees as the desired supplement rate.","The budgetary supplement was small, less than 1.5% of the health basket, a rate recommended by various committees as the desired supplement."
559,אנגלמן ממליץ למשרד הבריאות לעדכן את נהלי עבודת הסל וגם לקבוע האם יש צורך בתוספת כספית נפרדת עבור שירותים אלו.,Angelman recommends to the Ministry of Health to update the basket work procedures and also to determine whether there is a need for a separate financial supplement for these services.,Angelman recommends that the health authority update the procedures for the benefits basket and determine if a separate financial supplement is needed for these services.
581,"ד""ר נעמה נוס אחראית אפדימיולוגיה לשכת הבריאות בת""א ציינה כי ""אנחנו לא יכולים לקבוע חד משמעית ממה שלושת הידיירים נפטרו.","Dr. Naama Nus, the epidemiologist at the Tel Aviv Health Office, stated that ""we cannot definitively determine what the three deceased died from.""","The epidemiologist at the Tel Aviv Health Office, Dr. Naama Nus, stated that ""we cannot definitively determine the cause of death of the three who passed away."""
593,"יגאל נחתומי, מנכ""ל בית אקשטיין שמנהל את המעון ואף ניהל את המעון בעצמו אמר ""מאות ואלפי אנשים בכל המערך קמים רק במטרה אחת: לעשות טוב לאנשים.","Yigal Nachshoni, CEO of Beit Ekshtein, who manages the shelter and even managed the shelter himself, said ""Hundreds and thousands of people throughout the system are getting up for only one purpose: to do good for people.""","Yigal Nachshomi, CEO of Beit Ekshtein, who runs the facility and even managed it himself, said ""Hundreds and thousands of people across the organization are working with the sole purpose of doing good for others."""
595,את אחת הדיירות הרדמתי על הידיים.,I carried one of the tenants on my hands.,I carried one of the female tenants in my arms.
604,"זהו ההליך הראשון שביצע ד""ר פראס אבו עכר כמנהל היחידה לניתוחי חזה בבית החולים •",This is the first procedure performed by Dr. Firas Abu Akr as the head of the Chest Surgery Unit at the hospital.,This was the first procedure performed by Dr. Firas Abu Akr as the head of the Chest Surgery Department at the hospital.
619,"לדבריו, הלב היה מרוקן מדם, לחצי הדם היו אפסיים, והגישה הניתוחית היתה שגויה.","According to his words, the heart was drained of blood, half the blood was futile, and the surgical approach was flawed.","The heart was emptied of blood, half the blood was useless, and the approach was incorrect."
622,"עוד ציין: ""מדובר בהליך לא מסובך, שנמשך כמה דקות"", והוסיף: ""לא ניתן שלא להתייחס לתהליך הלקוי של קבלת ד""ר אבו עכר לתפקיד.","""It was also noted: 'This is a simple process that takes a few minutes,' and he added: 'One cannot ignore the flawed process of appointing Dr. Abu Akar to the position.'""","""It was also noted: 'This is a simple process that takes a few minutes,' and he added: 'One cannot ignore the flawed process of receiving د. أبو عكر into this role.'"""
647,"ד""ר שלומי קודש לא שוכח, גם ממרום תפקידו, את הדחיפה מפרופ' שאול סוקניק ז""ל •","Dr. Shlomi Kodesh does not forget, even from the height of his position, the push from the late Prof. Saul Sokonik.","ד""ר שלומי קודש לא שוכח, אפילו מפסגת תפקידו, את העידוד מפרופ' שאול סוקניק ז""ל."
674,"על פרופ' שאול סוקניק ז""ל","On Professor Shaul Sokonik, may his memory be a blessing.","פרופ' שאול סוקניק ז""ל"
676,.,"Here is the translation from Hebrew to English:

The quick brown fox jumps over the lazy dog.",The quick brown fox jumps over the lazy dog.
684,"כאשר סיימתי את ההתמחות והתלבטתי אם לנסוע לתקופת השתלמות בחו""ל, שאול דחף וכיוון אותי, וסייע לי במכתבי המלצה ובעצות כיצד להתנהל.","When I finished my internship and was undecided whether to go abroad for a training period, Saul pushed and guided me, and helped me with letters of recommendation and advice on how to proceed.","When I completed my internship and was undecided about going abroad for further training, Saul encouraged and directed me, and assisted me with letters of recommendation and advice on how to proceed."
692,הביא לאור: איליה יגורוב,Brought to light: Ilya Igorov,Brought to light: Ilya Yegorov
701,אבל למדתי ממנו דברים משמעותיים ועמוקים אף יותר.,But I learned from him more meaningful and deeper things.,But I learned even more significant and profound things from him.
709,זו הסיבה שד״ר טומי שינפלד מהווה עבורי הרבה יותר מדמות מעוררת השראה.,This is why Dr. Tommy Sheinfeld is much more than an inspiring figure for me.,ד״ר טומי שינפלד הוא הרבה יותר מסתם דמות מעוררת השראה בשבילי.
717,"מגפת האומיקרון משתוללת והעומס כבר מורגש בבתי החולים: 37,847 אלף נדבקים אובחנו אתמול (שני) עם קורונה.","The Omicron epidemic is raging and the burden is already felt in hospitals: 37,847 thousand infected were diagnosed yesterday (Monday) with coronavirus.","The Omicron epidemic is raging, and the burden is already felt in hospitals: 37,847 people were diagnosed with coronavirus yesterday (Monday)."
731,"אנשי צוות רפואי מבודדים, מתוכם 542 רופאים.","Medical staff in isolation, of which 542 are doctors.","Medical staff in isolation, including 542 physicians."
737,"ואולם, למרבה הצער, לעתים מסתיימות לידות בנזקים חמורים הנגרמים ליולדת או ליילוד כתוצאה מהתרשלות הצוות הרפואי.","However, unfortunately, sometimes births end in serious damage caused to the parturient or the newborn as a result of medical staff negligence.","Unfortunately, births sometimes result in serious harm to the mother or newborn baby due to medical staff negligence."
738,"במקרים שבהם הסתיימה הלידה בפגיעה גופנית, ליילוד או לאם, יש מקום לבחון את השתלשלות האירועים אשר הובילו לפגיעה ואף לשקול פנייה לקבלת ייעוץ משפטי.","In cases where the birth ended in physical injury, to the newborn or the mother, it is appropriate to examine the sequence of events that led to the injury and even consider seeking legal advice.","In cases where the birth resulted in physical injury to the newborn or the mother, it is appropriate to examine the sequence of events that led to the injury and even consider seeking legal counsel."
745,שלב הצירים נמשך בממוצע בין 8 ל-14 שעות.,The active phase of labor lasts an average of 8 to 14 hours.,The contraction phase typically lasts an average of 8 to 14 hours.
766,"במקרים מסוימים, מתפתחת לידה דיספונקציונלית, קרי, חוסר התקדמות של תהליך הלידה האקטיבית.","In certain cases, dysfunctional labor develops, that is, lack of progress in the active labor process.","In certain cases, dysfunctional childbirth occurs, that is, a lack of progress in the active birthing process."
778,שיתוק על שם ERB,Paralysis.,Erb's Palsy.
781,שיתוק זה נגרם לא פעם בשל קושי בהוצאתו של היילוד בשל התרחשות 'פרע כתפיים' - מצב חירום מיילדותי המרחש כאשר כתפיו של העובר נכלאות בפנים תעלת הלידה לאחר שראשו יצא.,Paralysis is often caused by difficulty in delivering the newborn due to the occurrence of 'shoulder dystocia' - an obstetric emergency that occurs when the baby's shoulders become stuck in the birth canal after the head has been delivered.,"The newborn's shoulders can sometimes get stuck during delivery, leading to a condition called shoulder dystocia, which is an obstetric emergency. This can cause the baby to experience paralysis."
795,פטירת יולדת במהלך הלידה הינו אירו נדיר למדי.,The death of a woman in childbirth is a relatively rare event.,Maternal deaths during childbirth are relatively rare occurrences.
797,במקרים מסוימים לא מאתר הצוות הרפואי דימום אצל היולדת במועד או מגיב באיחור לדימום כאמור.,"In certain cases, the medical team does not detect bleeding in the parturient in a timely manner or responds with a delay to such bleeding.","In certain cases, the medical team fails to detect bleeding in the woman in labor in a timely manner or responds with a delay to such bleeding."
800,"באותו מקרה היולדת התלוננה על כאבים קשים וחולשה לאחר הניתוח אולם הצוות הרפואי לא התייחס כיאות לתלונותיה ומצבה הקליני, הגיב באיחור רק לאחר שמערכות גופה החלו לקרוס, דבר שהביא לפטירתה"".","In that case, the parturient complained of severe pain and weakness after the surgery, but the medical staff did not properly address her complaints and clinical condition, only reacting with delay after her body systems began to collapse, which led to her death.","The woman giving birth complained of severe pain and weakness after the surgery, but the medical staff did not properly address her complaints and condition, only reacting with delay after her body systems began to fail, which led to her death."
