index,original,zero_shot_translation,annotation
34,留作未来本文件规定的区 域 。,"""Reserved for the area specified in this document for the future.""","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: mistranslation - The phrase ""留作未来"" is mistranslated as ""Reserved for the future"" instead of ""Reserved for future use.""
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Non-Translation Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
36,4 字汇,"The translation of ""4 字汇"" from Chinese to English is ""4-character phrases"" or ""four-character idioms.""","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The translation ""4 字汇"" should be ""4-character phrases"" or ""four-character idioms,"" but it is not translated in the provided text.
[Major]: [omission] - The translation does not include the meaning of ""4 字汇"" as ""4-character phrases"" or ""four-character idioms.""
[Minor]: [addition] - None

Fluency Errors
[Critical]: [non-translation] - The text is not translated into English and remains in its original form.
[Major]: [grammar] - None
[Minor]: [punctuation] - None

Locale Convention Errors
[Critical]: [name format] - None
[Major]: [date format] - None
[Minor]: [currency format] - None

Style Errors
[Critical]: [awkward] - None
[Major]: [awkward] - None
[Minor]: [awkward] - None

Terminology Errors
[Critical]: [inappropriate for context] - None
[Major]: [inconsistent use] - None
[Minor]: [inappropriate for context] - None

Other Errors
[Critical]: [non-translation] - The text is not translated into English.
[Major]: [non-translation] - None
[Minor]: [non-translation] - None

No-error: None"
40,4.3 双字节部分,4.3 Double Byte Section,"MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The term ""双字节部分"" is mistranslated as ""Double Byte Section,"" which may not accurately convey the intended meaning depending on the context. The term ""部分"" should be translated as ""part"" or ""section,"" but ""双字节"" may need further context to ensure accuracy.
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Fluency Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Locale Convention Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Style Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [awkward] - The translation ""Double Byte Section"" might be slightly awkward if the context requires a more specific term or explanation.

Terminology Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [inappropriate for context] - The term ""Double Byte"" might not be the most appropriate translation without additional context.

Non-Translation Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Other Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

No-error: None"
41,双字节部分收录了 GB/T 2312 一 1980 中的全部图形字符 GB/T 13000 中的CJK 统一汉字以及部分图形字符。,"The double-byte section includes all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some graphic characters.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [omission] - The translation omits the phrase ""以及部分图形字符"" at the end, which translates to ""and some graphic characters"" in English.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
43,"其中,表意文字描述符的图形、代码位置和功能应符合附录 B 的规定 。","The graphics, code positions, and functions of ideographic descriptors should comply with the provisions of Appendix B.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [mistranslation] - The source text specifies ""其中"" (among them), which is omitted in the translation. This does not significantly alter the meaning but is a minor omission.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
45,"具备独有抽象字形的汉字,赋予单独的代码位置;来源不同而抽象字形相同的汉字, 则赋予共用的代码位置。",Chinese characters with unique abstract glyphs are assigned individual code points; characters with the same abstract glyph but different origins are assigned a shared code point.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
47,4.4 四字节部分,4.4 Four-Byte Section,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [mistranslation] - The term ""部分"" is translated as ""Section,"" which is a correct translation, but it could also be translated as ""Part"" depending on the context. However, this does not disrupt comprehension.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
48,四字节部分收录了上述双字节字符之外的 GB/T 13000 中的 66 个CJK统一汉字(9FA6 一 9FEF，不包括 9FB4~9FBB 的8个字符)、CJK 统一汉字扩充 A、CJK 统一汉字扩充 BCJK 统一汉字扩充 C、 CJK 统一汉字扩充 DCJK 统一汉字扩充下 .CJK 统一汉字扩充 F 和已经 在 GB/ 工 13000 中编码的少数民族文字的字符。,"The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 that are not part of the aforementioned double-byte characters (9FA6 to 9FEF, excluding 8 characters from 9FB4 to 9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension E, CJK Unified Ideographs Extension F, and characters of minority scripts that have already been encoded in GB/T 13000.","MQM annotations:
Accuracy Errors
[Critical]: [omission] - The translation omits the mention of ""CJK 统一汉字扩充下"" which should be translated as ""CJK Unified Ideographs Extension E"".
[Major]: [mistranslation] - The phrase ""已经 在 GB/ 工 13000 中编码的少数民族文字的字符"" is mistranslated. The correct translation should be ""characters of minority scripts that have already been encoded in GB/T 13000"", but the translation incorrectly uses ""GB/ 工 13000"" instead of ""GB/T 13000"".
[Minor]: [addition] - None

Fluency Errors
[Critical]: [character encoding] - None
[Major]: [grammar] - None
[Minor]: [punctuation] - The translation uses inconsistent spacing around parentheses, which is a minor punctuation error.

Locale Convention Errors
[Critical]: [date] - None
[Major]: [currency] - None
[Minor]: [name] - None

Style Errors
[Critical]: [awkward] - None
[Major]: [awkward] - None
[Minor]: [awkward] - None

Terminology Errors
[Critical]: [inappropriate for context] - None
[Major]: [inconsistent use] - None
[Minor]: [inappropriate for context] - None

Non-Translation Errors
[Critical]: [non-translation] - None
[Major]: [non-translation] - None
[Minor]: [non-translation] - None

Other Errors
[Critical]: [other] - None
[Major]: [other] - None
[Minor]: [other] - None

No-Error
[Critical]: [no-error] - None
[Major]: [no-error] - None
[Minor]: [no-error] - None"
52,"附录中凡编码的表示均采用十六进制,其他数字的表示均采用十进制。","In the appendix, all encoded representations are in hexadecimal, while other numerical representations are in decimal.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
58,6 字符的排列顺序,The order of arrangement for 6 characters.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Non-Translation Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: The translation accurately conveys the meaning of the source text without any errors."
59,6.1 单字刷部分字符的排列顺序,6.1 Single-character brushing of the order of some characters,"MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The phrase ""单字刷"" is mistranslated as ""Single-character brushing,"" which does not convey the intended meaning of the original text.
[Major]: [omission] - The translation omits the context or explanation of what ""单字刷"" refers to, leading to confusion.
[Minor]: [addition] - The word ""brushing"" is added in the translation, which is not present in the source text.

Fluency Errors
[Critical]: None
[Major]: [awkward] - The phrase ""Single-character brushing of the order of some characters"" is awkward and unclear in English.
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: [inappropriate for context] - The term ""brushing"" is inappropriate for the context of character arrangement.
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,The single characters are arranged in the order of the corresponding characters in GB/I 11383-1989.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: punctuation - There is an unnecessary space before the period at the end of the sentence.

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
67,7 码位分配,"""7-digit code allocation""","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The source text ""7 码位分配"" should be translated as ""7 code point allocation"" or ""7 code position allocation"" rather than ""7-digit code allocation,"" which changes the meaning significantly.
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Fluency Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Locale Convention Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Style Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Terminology Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Non-Translation Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Other Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None"
71,2.双字部分的码位分配,2. Code point allocation for the double-character section,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: mistranslation - The term ""双字"" is mistranslated as ""double-character"" instead of ""double-byte,"" which could cause confusion in a technical context.
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: inappropriate for context - The translation uses ""double-character"" instead of the more contextually appropriate ""double-byte.""
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code points.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [mistranslation] - The source text uses ""一"" (a dash) which is translated as ""to"" in the translation. However, the source text uses ""一"" twice, but the translation only uses ""to"" once, which could lead to confusion about the range.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None"
75,双字节 1 区 : 846 码位,Double-byte Area 1: 846 code points,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

Overall: no-error"
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,"First byte 0xA8~0xA9, double byte, zone 5: 192 code positions","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [mistranslation] - The translation of ""双字节 5 区"" as ""double byte, zone 5"" could be clearer. It might be more accurately translated as ""double byte, section 5"" to better convey the original meaning.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: [punctuation] - The punctuation in the translation could be improved for clarity. Consider using a semicolon or a period instead of a comma after ""0xA9"" to separate distinct parts of the information.

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
78,3.双字蔬部分编码空间结构图,3. Double-Character Vegetable Partial Encoding Spatial Structure Diagram,"MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The term ""双字蔬"" is mistranslated as ""Double-Character Vegetable,"" which does not make sense in the context. The correct translation should be verified for accuracy.
[Major]: [None] - None
[Minor]: [None] - None

Fluency Errors
[Critical]: [None] - None
[Major]: [awkward] - The phrase ""Double-Character Vegetable Partial Encoding Spatial Structure Diagram"" is awkward and difficult to understand. It could be rephrased for better clarity.
[Minor]: [None] - None

Locale Convention Errors
[Critical]: [None] - None
[Major]: [None] - None
[Minor]: [None] - None

Style Errors
[Critical]: [None] - None
[Major]: [None] - None
[Minor]: [None] - None

Terminology Errors
[Critical]: [None] - None
[Major]: [inappropriate for context] - The term ""Double-Character Vegetable"" seems inappropriate for the context and should be checked against domain-specific terminology.
[Minor]: [None] - None

Other Errors
[Critical]: [None] - None
[Major]: [None] - None
[Minor]: [None] - None

No-Error
[Critical]: [None] - None
[Major]: [None] - None
[Minor]: [None] - None"
84,表 3 中没有指明的四字节人码位分配见 6.3。,The allocation of four-byte character code points not specified in Table 3 can be found in section 6.3.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
85,表 3 四字闻部分的码位安排,Table 3: Code Point Arrangement for Four-Character Phrases in the Listening Section,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: [mistranslation] - The term ""四字闻部分"" is mistranslated. It should be ""Four-Character Listening Section"" instead of ""Four-Character Phrases in the Listening Section.""
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
88,码位范围码位数字符数,"The translation of ""码位范围码位数字符数"" from Chinese to English is ""Code point range code point number of characters.""","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - The translation ""Code point range code point number of characters"" does not accurately convey the meaning of the Chinese source ""码位范围码位数字符数.""
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Fluency Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [awkward] - The phrase is awkward and lacks clarity in English.

Locale Convention Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Style Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [awkward] - The translation is awkward and not stylistically smooth.

Terminology Errors
[Critical]: [error/error_subcategory] - None
[Major]: [inappropriate for context] - The terminology used does not fit the context of the source text.
[Minor]: [error/error_subcategory] - None

Other Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

Non-translation Errors
[Critical]: [error/error_subcategory] - None
[Major]: [error/error_subcategory] - None
[Minor]: [error/error_subcategory] - None

No-error"
91,8 部分字符和代码的说明,Explanation of 8 parts of characters and codes,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: mistranslation - The translation ""Explanation of 8 parts of characters and codes"" does not accurately convey the meaning of the source text, which should be ""Explanation of characters and codes in 8 parts.""
[Minor]: None

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Translate the following from Chinese to English:

Implement level 1 support for the single-byte encoding section, double-byte encoding section, and four-byte encoding section of this document for CJK Unified Ideographs (i.e., 0x82358F33 to 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 to 0x82358738).","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: [mistranslation] - The original text mentions ""双季节编码部分"" which translates to ""double-season encoding section,"" but it is translated as ""double-byte encoding section."" This is a mistranslation, but it does not significantly hinder comprehension.

Fluency Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Other Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error: None"
