index,original,translated,terminology_annotation
115,A.2 表的说明,A.2 Table Description,"```
MQM annotations:
Terminology errors:
none
```

Explanation: The translation ""A.2 Table Description"" accurately reflects the source text ""A.2 表的说明"" with no terminology errors present. There are no glossary terms that are incorrectly applied or need adjustment in this context."
117,第一字节第二字节低位,"The first byte, the second byte, low-order bits.","```
MQM annotations:
Terminology errors:
minor: wrong term - The translation of ""低位"" as ""low-order bits"" is not incorrect, but it could be more accurately translated as ""low byte"" in this context, as ""低位"" often refers to the lower byte in a sequence of bytes.
```"
121,表意文字描述符,"The translation of ""表意文字描述符"" from Chinese to English is ""ideogram descriptor.""","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""ideogram descriptor"" is not a standard or widely recognized translation for ""表意文字描述符."" The term ""ideographic character descriptor"" or ""ideographic script descriptor"" might be more appropriate.
```"
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Table B.1 Ideographic Descriptor Symbols, Code Positions, and Functional Descriptions","```
MQM annotations:
Terminology errors:
Minor: terminology/wrong term - ""Ideographic Descriptor Symbols"" should be ""Ideographic Description Characters"" as per the glossary.
```"
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000, and are used to express foreign characters using certain characters.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""code points"" should have been translated as ""码位"" to match the glossary specification.
Minor: TERM NOT APPLIED - The term ""GB/T 13000"" should have been retained as is in the translation, as it is a standard code name.
Minor: TERM NOT APPLIED - The term ""foreign characters"" should have been translated as ""外字"" to match the glossary specification.
```"
130,全包围结构,"The translation of ""全包围结构"" to English is ""fully enclosed structure.""","```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""fully enclosed structure"" is not compliant with the glossary specification for ""全包围结构.""
```"
133,回右包围结构,"The phrase ""回右包围结构"" translates to ""right-enclosed structure"" in English.","```
MQM annotations:
Terminology errors:
major: WRONG TERM - The translation ""right-enclosed structure"" does not accurately convey the specific meaning of ""回右包围结构,"" which refers to a specific structural concept in Chinese characters where the right side is enclosed.
```"
136,回右上包围结构,The structure that encloses from the top right.,"```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""包围结构"" (enclosing structure) was not applied correctly in the translation. The translation ""The structure that encloses from the top right"" does not match the source term ""回右上包围结构"" which should convey a specific type of enclosing structure.
```"
140,C.1 表的内容,C.1 Table Contents,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Table Contents"" should be ""Table of Contents"" to fit the standard terminology.
```"
145,D.1 调整过的 18 个GB/T 13000 代码位置,D.1 Adjusted 18 GB/T 13000 code positions,"```
MQM annotations:
Terminology errors:
none
```"
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The document and GB 18030-2005 correspond to the GB/T 13000 code points in this document.,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""GB 18030 一 2005"" should be translated as ""GB 18030-2005"" to match the glossary specification.
Major: TERM NOT APPLIED - The term ""GB/T 工 13000"" should be translated as ""GB/T 13000"" to match the glossary specification.
```"
149,D.2 在双字闻区删除的 6 个汉字构件,D.2 Six Chinese character components removed in the double-character recognition area,"```
MQM annotations:
Terminology errors:
Critical: TERM NOT APPLIED - The term ""double-character recognition area"" does not match the source term ""双字闻区,"" which should be translated as ""double-character area"" according to the glossary.
```"
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,D.3 The 9 CJK compatibility characters removed from the double-byte lower area,"```
MQM annotations:
Terminology errors:
minor: TERM NOT APPLIED - The term ""double-byte lower area"" should be translated as ""双字下区"" according to the glossary.
```"
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Deleted 9 CJK Compatibility Ideographs and Their Code Positions,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""CJK Compatibility Ideographs"" should be ""CJK Compatibility Han Characters"" to match the terminology used for ""兼容汉字"".
```"
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"Appendix Open (Informational) ""Table of General Standard Chinese Characters"" Code Positions of Chinese Characters","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Appendix Open"" should be translated as ""Appendix"" according to the glossary.
Minor: TERM NOT APPLIED - The term ""Table of General Standard Chinese Characters"" should be translated as ""General Standard Chinese Characters Table"" according to the glossary.
Minor: TERM NOT APPLIED - The term ""Code Positions of Chinese Characters"" should be translated as ""Chinese Characters Code Positions"" according to the glossary.
```"
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document includes all 8,105 standardized Chinese characters from the ""Table of General Standard Chinese Characters"" approved and published by the State Council of the People's Republic of China in 2013. Their code positions and glyphs are shown in Table 1.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The glossary term ""Table of General Standard Chinese Characters"" should have been translated as ""Table of General Standard Chinese Characters"" in English.
```"
159,GB/ 工 36475 软件产品分类,GB/T 36475 Software Product Classification,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""GB/T"" should be used instead of ""GB/"" to match the standard terminology for Chinese standards.
```"
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If you find any discrepancies between the manual page and the software, please refer to the Info documentation.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Info"" should be translated as ""Info documentation"" to match the glossary specification.
```"
170,源文件后级名指出语言种类以及后期的操作:,The file extension of the source file indicates the type of language and subsequent operations.,"```
MQM annotations:
Terminology errors:
minor: TERM NOT APPLIED - The term ""file extension"" should have been translated as ""后级名"" in Chinese.
```"
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""C source program"" should be ""C source code"" to match typical terminology.
minor: WRONG TERM - ""compiling"" should be ""compilation"" to match the noun form used in the source.
```"
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""Objective-C"" should be capitalized as ""Objective-C"" according to standard naming conventions.
```"
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed .c files; compile, assemble","```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""预处理"" should be translated as ""preprocess"" according to the glossary, but it is translated as ""Preprocessed"" which is not compliant with the glossary specification.
```"
182,.a 归档库文件(Archive file),Archive file,"```
MQM annotations:
Terminology errors:
none
```

Explanation: The translation of ""归档库文件"" as ""Archive file"" does not contain any terminology errors. The term is correctly translated and there are no issues with capitalization, typos, or context."
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process), linking is always the final step.","```
MQM annotations:
Terminology errors:
None
```

In this translation, there are no terminology errors related to the glossary entries. The terms ""-cec,"" ""-s,"" and ""-E"" are correctly used in the context of the translation, and there are no issues with capitalization, inflection, or context that would warrant an annotation."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,The options must be given separately: completely different from `-d -r`.,"```
MQM annotations:
Terminology errors:
None
```"
187,这里只列举不是默认选项的格式.,Only non-default formats are listed here.,"```
MQM annotations:
Terminology errors:
no-error
```"
190,总体选项 (Overall Option),Overall Option,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Overall Option"" should not be capitalized as it does not fit the context of a title or heading.
```"
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,"Explicitly specify that the language of the input file is ""language"" (rather than the default choice derived from the file extension).","```
MQM annotations:
Terminology errors:
no-error
```"
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specifications, and then process the subsequent files based on the file name suffix (using the `-x' option).","```
MQM annotations:
Terminology errors:
no-error
```"
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only want to perform a portion of the four stages (preprocessing, compiling, assembling, linking), you can use the `-x` option (or append Ah to the filename) to tell the compiler where to start, and use the `-c`, `-s`, or `-E` options to tell it where to stop. Note that certain combinations of options (such as `-x cpp-output -E`) will not compile or assemble the source file. By default, GCC replaces the source filename extension with `.o` for object files. You can use the `-o` option to choose a different name. GCC ignores any unrecognized input following the `-ec` option and does nothing.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""geo"" should be translated as ""GCC"" in the context of the compiler.
Minor: TERM NOT APPLIED - The term ""Ah"" should be translated as ""-x"" to match the context of compiler options.
Minor: TERM NOT APPLIED - The term ""gee MEF =c"" should be translated as ""GCC"" to correctly refer to the compiler.
Minor: TERM NOT APPLIED - The term ""ETER. ERA ATI"" should be translated as ""GCC"" to correctly refer to the compiler.
Minor: TERM NOT APPLIED - The term ""-ec"" should be translated as ""-c"" to match the context of compiler options.
```"
196,"编译后即停止, 不进行汇编件.","""Stop after compilation, do not proceed to assembly.""","```
MQM annotations:
Terminology errors:
None
```"
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","Use pipelines instead of temporary files between different stages of the compilation process, as the assemblers on those systems cannot read data from pipelines. The GNU assembler does not have this issue. The assembler can accept C ""dialects"" that support ANSI standard-compliant C programs.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""pipeline"" should have been translated as ""管道"" in the context of data processing or compilation stages.
```"
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Under normal circumstances, a function like `foo` in C++ implies that the parameter is null.","```
MQM annotations:
Terminology errors:
critical: TERM NOT APPLIED - The term ""null"" should be translated as ""nullptr"" in C++ context.
```"
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details. We have removed the specifics so that when the content becomes outdated, people won't HERI.","```
MQM annotations:
Terminology errors:
critical: WRONG TERM - ""HERI"" is not a recognized term in English and does not fit in context. It appears to be a mistranslation or an untranslated term from the source text.
```"
204,他和`-Ethis-is-variable' 选项的果一样.,He is the same as the result of the `-Ethis-is-variable` option.,"```
MQM annotations:
Terminology errors:
Critical: Wrong Term - The translation of the option `-Ethis-is-variable` does not fit the context as it is not a standard term and should be treated as a literal string.
```"
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,-traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,"```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""Cc"" should be ""C"" as per the context of referring to the C preprocessor.
```"
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","Correspondingly, if the default option `-fno-external-templates' is used during compilation, all template instances are explicitly set to be built-in.","```
MQM annotations:
Terminology errors:
Minor: TERM NOT APPLIED - The term ""built-in"" should be translated as ""内置"" in the context of templates, but it is not highlighted as a glossary term.
```"
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a particular virtual function can be called directly; in such instances, it calls it directly.","```
MQM annotations:
Terminology errors:
None
```"
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void. -fthis-—is-variable allows assignment to this (only for C++).,"```
MQM annotations:
Terminology errors:
Minor: WRONG TERM - The term ""Void"" is incorrectly capitalized. It should be ""void"" as per C++ terminology conventions.
```"
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, along with its opposite option, makes such programs operate on the corresponding default values.","```
MQM annotations:
Terminology errors:
None
```

In this case, there are no terminology errors related to glossary entries in the provided translation. The translation accurately reflects the source text without any issues related to glossary terms."
231,"如果没有明确声明 ` signed' 或 ""unsigned'修饰符, 这些选项用来定义有符号位域 (bitfield) 或无符号位域.","If there is no explicit declaration of the `signed` or `unsigned` modifier, these options are used to define signed bitfields or unsigned bitfields.","```
MQM annotations:
Terminology errors:
None
```"
234,"这是为了兼容一些老程序,他们算改字符串常量是一个非常糟糕的想法、`-traditional' 选项也有相同效果.",This is to be compatible with some old programs that consider modifying string constants to be a very bad idea. The `-traditional' option has the same effect.,"```
MQM annotations
Terminology errors:
Critical: TERM NOT APPLIED - The term ""string constants"" should be translated according to the glossary specification if it exists.
Major: TERM NOT APPLIED - The term ""modifying"" should be translated according to the glossary specification if it exists.
Minor: TERM NOT APPLIED - The term ""compatible"" should be translated according to the glossary specification if it exists.
```"
237,其影响可能类似于2008年的经济危机,Its impact could be similar to the 2008 economic crisis.,"```
MQM annotations:
Terminology errors:
None
```

In this case, there are no terminology errors in the translation provided. The translation accurately reflects the source text, and there are no issues with glossary terms."
239,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,"In many countries, this disease has overwhelmed healthcare services, bringing them close to collapse. The restrictions implemented by governments have caused severe disruptions in the global economy.","```
MQM annotations:
Terminology errors:
None
```

In this translation, there are no terminology errors related to glossary entries. The translation accurately reflects the source text without any issues regarding terminology usage."
241,一些生产者可能会被迫寻找新的方法来制造毒品，因为限制流动的同时也限制了前体和基本化学品的获取。,Some producers may be forced to find new ways to manufacture drugs because restricting movement also limits access to precursors and essential chemicals.,"```
MQM annotations:
Terminology errors:
None
```"
249,一些国家有大量毒品通过商业航班走私，预计这些国家的贩毒活动受到的直接影响最大。,"Some countries have a large amount of drugs smuggled through commercial flights, and it is expected that the drug trafficking activities in these countries will be directly affected the most.","```
MQM annotations:
Terminology errors:
None
```"
