index,original,translated,accuracy_annotation
59,6.1 单字刷部分字符的排列顺序,6.1 Single-character brushing of the order of some characters,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The phrase ""Single-character brushing"" does not accurately convey the meaning of ""单字刷"" which refers to ""single-character sorting"" or ""single-character arrangement.""
[Major]: [accuracy/mistranslation] - The translation ""the order of some characters"" does not fully capture the meaning of ""部分字符的排列顺序,"" which should be ""the arrangement order of some characters.""
[Minor]: [accuracy/omission] - None
```"
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,The single characters are arranged in the order of the corresponding characters in GB/I 11383-1989.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""GB/I 11383-1989"" should be ""GB/T 11383-1989"" as per the source text.
[Major]: [accuracy/mistranslation] - The translation ""single characters"" does not accurately convey ""单字记部分字符,"" which refers to ""single-character records of some characters.""
[Minor]: [accuracy/omission] - The translation omits the phrase ""部分字符,"" which means ""some characters,"" leading to a loss of specificity.
```"
67,7 码位分配,"""7-digit code allocation""","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""7-digit code allocation"" does not accurately reflect the source text ""7 码位分配"". The term ""码位"" should be translated as ""code point"" rather than ""digit"".
[Major]: [accuracy/error_subcategory] - None
[Minor]: [accuracy/error_subcategory] - None
```"
71,2.双字部分的码位分配,2. Code point allocation for the double-character section,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The translation omits the word ""部分"" (section/part), which is crucial for understanding the context.
[Major]: [accuracy/mistranslation] - The translation of ""双字"" as ""double-character"" is not entirely accurate. It should be ""two-character"" to reflect the meaning more precisely.
[Minor]: [accuracy/error_subcategory] - None
```"
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code points.","```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation incorrectly translates ""0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE"" as ""0x8140 to 0xFE7E and 0x8180 to 0xFEFE,"" where the ""~"" and ""一"" are both used to indicate ranges but are not consistently translated.
[Major]: accuracy/mistranslation - The translation of ""23940"" as ""23,940"" is incorrect. The source text states ""23940,"" which should be translated as ""23,940"" without altering the number.
[Minor]: accuracy/addition - None
```"
75,双字节 1 区 : 846 码位,Double-byte Area 1: 846 code points,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The term ""双字节"" is mistranslated as ""Double-byte,"" which is incorrect. It should be ""Double Byte Character Set"" or ""DBCS"" to accurately reflect the source term.
[Major]: accuracy/mistranslation - The term ""1 区"" is mistranslated as ""Area 1,"" which is incorrect. It should be ""Zone 1"" or ""Section 1"" to accurately reflect the source term.
[Minor]: accuracy/omission - None
```"
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,"First byte 0xA8~0xA9, double byte, zone 5: 192 code positions","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""zone 5: 192 code positions"" does not accurately reflect the source text ""5 区 : 192 码 位."" The source text refers to a specific section or area (区) and a number of code positions (码 位), which is not clearly conveyed in the translation.
[Major]: [accuracy/omission] - The translation omits the context of ""5 区"" which should be translated as ""section 5"" or ""area 5"" to accurately convey the meaning of the source text.
[Minor]: [accuracy/addition] - None
```"
78,3.双字蔬部分编码空间结构图,3. Double-Character Vegetable Partial Encoding Spatial Structure Diagram,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - ""Double-Character Vegetable"" for ""双字蔬"" which should be ""Two-Character Vegetable"".
[Minor]: None
```"
84,表 3 中没有指明的四字节人码位分配见 6.3。,The allocation of four-byte character code points not specified in Table 3 can be found in section 6.3.,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - ""人码位"" is mistranslated as ""character code points"". The correct translation should be ""human code points"" or ""person code points"".
[Major]: None
[Minor]: None
```"
85,表 3 四字闻部分的码位安排,Table 3: Code Point Arrangement for Four-Character Phrases in the Listening Section,"Chinese source: 表 3 四字闻部分的码位安排

English translation: Table 3: Code Point Arrangement for Four-Character Phrases in the Listening Section

MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - ""四字闻部分"" is mistranslated as ""Four-Character Phrases in the Listening Section."" The correct translation should reflect the meaning of ""四字闻部分,"" which could refer to a specific section or part related to four-character expressions or phrases, not necessarily ""Listening Section.""
[Major]: [accuracy/mistranslation] - None
[Minor]: [accuracy/mistranslation] - None"
88,码位范围码位数字符数,"The translation of ""码位范围码位数字符数"" from Chinese to English is ""Code point range code point number of characters.""","```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""Code point range code point number of characters"" does not accurately reflect the meaning of the source text ""码位范围码位数字符数."" The translation is confusing and does not convey the intended meaning, which is likely related to the number of characters within a certain code point range.
[Major]: accuracy/omission - The translation does not clearly convey the structure and meaning of the original phrase, which suggests a relationship between code point ranges and the number of characters.
[Minor]: accuracy/addition - None
```"
91,8 部分字符和代码的说明,Explanation of 8 parts of characters and codes,"Chinese source: 8 部分字符和代码的说明

English translation: Explanation of 8 parts of characters and codes

MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The word ""说明"" (explanation) is correctly translated, but the translation omits the word ""部分"" (parts), which is crucial to the meaning.
[Major]: [accuracy/mistranslation] - The translation does not accurately convey the meaning of ""8 部分字符和代码"" as ""8 parts of characters and codes."" It should be ""Explanation of characters and codes in 8 parts"" to reflect the correct structure and meaning.
[Minor]: [accuracy/error_subcategory] - None"
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Translate the following from Chinese to English:

Implement level 1 support for the single-byte encoding section, double-byte encoding section, and four-byte encoding section of this document for CJK Unified Ideographs (i.e., 0x82358F33 to 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 to 0x82358738).","```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation of ""文持本文件的"" as ""support for the"" is incorrect. It should be ""support for the single-byte encoding section, double-byte encoding section, and four-byte encoding section of this document.""
[Major]: accuracy/mistranslation - The translation of ""双季节编码部分"" as ""double-byte encoding section"" is incorrect. It should be ""double-byte encoding section.""
[Minor]: accuracy/mistranslation - The translation of ""四字下编玛部分"" as ""four-byte encoding section"" is incorrect. It should be ""four-byte encoding section.""
```"
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, Level 2 also includes encoded Chinese characters from the ""Table of General Standard Chinese Characters"" that are not included in Level 1.","```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - ""文持"" is mistranslated as ""includes"" instead of ""also supports"" or ""also covers.""
[Major]: accuracy/mistranslation - ""实现级别"" is mistranslated as ""Level"" instead of ""implementation level.""
[Minor]: accuracy/omission - The phrase ""中的没有包合在实级别 1 之内的编码汉字"" is missing the context that these characters are encoded and not included in Level 1.
```"
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and support software should meet the requirements of Level 2.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - ""实现级别"" is mistranslated as ""Level"" instead of ""Implementation Level"".
[Minor]: [accuracy/error_subcategory] - None
```"
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","Note: System software and application software include, but are not limited to, operating systems, database management systems, and middleware (for information on software product classification, see GB/T 36475).","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The term ""文撑软件"" (application software) is missing in the translation, leading to a loss of important meaning.
[Major]: [accuracy/mistranslation] - ""文撑软件"" is mistranslated as ""application software"" instead of ""supporting software,"" which is a more accurate translation.
[Minor]: [accuracy/mistranslation] - ""GB/ 工 36475"" should be ""GB/T 36475"" as per the source text.
```"
107,实现级别 3 包含实现级别 2。,Level 3 implementation includes Level 2 implementation.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation of ""实现级别"" as ""Level"" is not entirely accurate. ""实现"" means ""implementation"" or ""realization,"" and ""级别"" means ""level"" or ""grade."" The translation should reflect that ""Level 3 implementation"" includes ""Level 2 implementation.""
[Minor]: [accuracy/error_subcategory] - None
```"
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,Products used for government services and public services should meet the requirements of Level 3.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - ""实现级卉 3"" is mistranslated as ""Level 3"". The correct translation should be ""Level 3 of Jihui"" or ""Jihui Level 3"" to accurately reflect the source text.
[Major]: [accuracy/omission] - The term ""卉"" is omitted in the translation, which is part of the specific level requirement in the source text.
[Minor]: [accuracy/mistranslation] - None
```"
111,附录 A (规范性 ),Appendix A (Normative),"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - The translation of ""规范性"" as ""Normative"" is not entirely accurate. While ""normative"" can be a translation of ""规范性,"" in the context of appendices, ""normative"" typically refers to standards or rules that are mandatory, which may not fully capture the intended meaning of ""规范性"" in the original Chinese context.
[Minor]: [accuracy/error_subcategory] - None
```"
112,双字字符表,Double-character table,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""Double-character table"" does not accurately convey the meaning of ""双字字符表,"" which should be ""Double-byte character table.""
[Major]: [accuracy/error_subcategory] - None
[Minor]: [accuracy/error_subcategory] - None
```"
115,A.2 表的说明,A.2 Table Description,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - ""Table Description"" should be ""Description of the Table"" to more accurately reflect the source text's meaning.
[Minor]: [accuracy/error_subcategory] - None
```"
117,第一字节第二字节低位,"The first byte, the second byte, low-order bits.","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""low-order bits"" does not accurately reflect the source text ""低位,"" which means ""low bits"" or ""lower bits.""
[Major]: [accuracy/omission] - The translation does not include the conjunction ""and"" or a similar connector to link the three parts of the source text, which can affect the clarity of the relationship between them.
[Minor]: [accuracy/addition] - None
```"
121,表意文字描述符,"The translation of ""表意文字描述符"" from Chinese to English is ""ideogram descriptor.""","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The term ""ideogram"" is not a precise translation for ""表意文字,"" which refers to ""logogram"" or ""ideographic character"" in a broader sense.
[Major]: [accuracy/mistranslation] - The translation of ""描述符"" as ""descriptor"" is not entirely accurate; it should be ""descriptor"" or ""descriptive term"" in the context of describing characters.
[Minor]: [accuracy/addition] - None
```"
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Table B.1 Ideographic Descriptor Symbols, Code Positions, and Functional Descriptions","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - ""Ideographic Descriptor Symbols"" is a mistranslation of ""表意文字描述符的图形"" which should be ""Graphical Representations of Ideographic Descriptors.""
[Minor]: [accuracy/error_subcategory] - None
```"
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000, and are used to express foreign characters using certain characters.","```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - ""借某字表达外字"" is mistranslated. It should be ""using certain characters to express foreign characters"" rather than ""using certain characters to express foreign characters using certain characters.""
[Minor]: None
```"
130,全包围结构,"The translation of ""全包围结构"" to English is ""fully enclosed structure.""","Chinese source: 全包围结构

English translation: The translation of ""全包围结构"" to English is ""fully enclosed structure.""

MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - None
[Major]: [accuracy/mistranslation] - The translation ""fully enclosed structure"" does not fully capture the meaning of ""全包围结构,"" which can also imply a more comprehensive or all-encompassing structure, not just fully enclosed.
[Minor]: [accuracy/mistranslation] - None"
133,回右包围结构,"The phrase ""回右包围结构"" translates to ""right-enclosed structure"" in English.","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""right-enclosed structure"" does not accurately convey the meaning of ""回右包围结构."" The phrase ""回右包围结构"" refers to a specific structural concept in Chinese, often related to architecture or design, where a structure is enclosed or surrounded on the right side, and the translation does not capture this specific meaning.
[Major]: [accuracy/addition] - None
[Minor]: [accuracy/omission] - None
```"
136,回右上包围结构,The structure that encloses from the top right.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation ""The structure that encloses from the top right"" does not accurately convey the meaning of the source text ""回右上包围结构"", which refers to a specific type of Chinese character structure where the character is enclosed on three sides, typically from the right and top.
[Major]: [accuracy/omission] - The translation does not specify the three-sided enclosure aspect of the structure, which is implied in the source text.
[Minor]: [accuracy/addition] - None
```"
140,C.1 表的内容,C.1 Table Contents,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/mistranslation] - ""Table Contents"" should be ""Table's Contents"" or ""Contents of the Table"" to accurately reflect the possessive form in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
145,D.1 调整过的 18 个GB/T 13000 代码位置,D.1 Adjusted 18 GB/T 13000 code positions,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""Adjusted"" does not accurately convey the meaning of ""调整过的,"" which should be ""Adjusted"" or ""Revised.""
[Major]: accuracy/mistranslation - The translation ""code positions"" does not accurately convey the meaning of ""代码位置,"" which should be ""code locations"" or ""code positions.""
[Minor]: accuracy/mistranslation - None
```"
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The document and GB 18030-2005 correspond to the GB/T 13000 code points in this document.,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/mistranslation] - The translation does not accurately convey the structure and meaning of the source text, particularly the relationship between ""本文件,"" ""GB 18030 一 2005,"" and ""GB/T 工 13000 码位.""
[Major]: [accuracy/omission] - The translation omits the phrase ""的GB 18030 一 2005,"" which is crucial for understanding the full context of the source text.
[Minor]: [accuracy/addition] - None
```"
149,D.2 在双字闻区删除的 6 个汉字构件,D.2 Six Chinese character components removed in the double-character recognition area,"```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The term ""双字闻区"" is mistranslated as ""double-character recognition area."" The correct translation should be ""double-character area"" or similar, as ""闻"" does not mean ""recognition.""
[Major]: accuracy/omission - None
[Minor]: accuracy/addition - The word ""recognition"" is added in the translation, which is not present in the source text.
```"
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,D.3 The 9 CJK compatibility characters removed from the double-byte lower area,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - The phrase ""double-byte lower area"" is a mistranslation of ""双字下区,"" which should be ""lower zone of double-byte characters"" or similar.
[Minor]: None
```"
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Deleted 9 CJK Compatibility Ideographs and Their Code Positions,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/omission] - The translation omits the word ""和"" (and), which connects ""9 个 CJK 兼容汉字"" (9 CJK Compatibility Ideographs) and ""它们的代码位置"" (Their Code Positions).
[Major]: [accuracy/mistranslation] - The phrase ""删除的"" (deleted) is correctly translated, but the context might imply that these ideographs were removed from a specific list or table, which is not explicitly clear in the translation.
[Minor]: [accuracy/mistranslation] - None
```"
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"Appendix Open (Informational) ""Table of General Standard Chinese Characters"" Code Positions of Chinese Characters","```
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - The translation ""Appendix Open"" does not accurately reflect the source term ""附录开,"" which should be ""Appendix (Informational)"" or similar.
[Major]: accuracy/mistranslation - The translation ""Table of General Standard Chinese Characters"" is correct, but the placement of ""Informational"" is incorrect, leading to confusion about what is informational.
[Minor]: accuracy/omission - The source text includes ""汉字的代码位置"" (Code Positions of Chinese Characters), which is correctly translated, but the structure could be clearer in the target text.
```"
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document includes all 8,105 standardized Chinese characters from the ""Table of General Standard Chinese Characters"" approved and published by the State Council of the People's Republic of China in 2013. Their code positions and glyphs are shown in Table 1.","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits the phrase ""表》"" which refers to the ""Table"" in the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
159,GB/ 工 36475 软件产品分类,GB/T 36475 Software Product Classification,"```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/wrong_named_entity] - ""GB/T"" should be ""GB/工"" as per the source text.
[Minor]: [accuracy/error_subcategory] - None
```"
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If you find any discrepancies between the manual page and the software, please refer to the Info documentation.","```
MQM annotations:
Accuracy Errors
[Critical]: [accuracy/error_subcategory] - None
[Major]: [accuracy/omission] - The translation omits the phrase ""查对"" (refer to/check) which is important for understanding the action to be taken.
[Minor]: [accuracy/error_subcategory] - None
```"
