index,original,translated,linguistic_convention_annotation
34,留作未来本文件规定的区 域 。,"""Reserved for the area specified in this document for the future.""","```
MQM annotations:
linguistic conventions errors:
[Major]: [Grammar] - The sentence structure is awkward and could be improved for better flow. Consider rephrasing to ""Reserved for the future area specified in this document.""
```"
36,4 字汇,"The translation of ""4 字汇"" from Chinese to English is ""4-character phrases"" or ""four-character idioms.""","```
MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The term ""4-character phrases"" should be ""4-Character Phrases"" to follow title capitalization conventions.
```"
40,4.3 双字节部分,4.3 Double Byte Section,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - Missing period at the end of the sentence.
```"
41,双字节部分收录了 GB/T 2312 一 1980 中的全部图形字符 GB/T 13000 中的CJK 统一汉字以及部分图形字符。,"The double-byte section includes all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some graphic characters.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - Missing comma after ""GB/T 13000"".
```"
43,"其中,表意文字描述符的图形、代码位置和功能应符合附录 B 的规定 。","The graphics, code positions, and functions of ideographic descriptors should comply with the provisions of Appendix B.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""positions"" is unnecessary and disrupts the flow of the sentence.
```"
45,"具备独有抽象字形的汉字,赋予单独的代码位置;来源不同而抽象字形相同的汉字, 则赋予共用的代码位置。",Chinese characters with unique abstract glyphs are assigned individual code points; characters with the same abstract glyph but different origins are assigned a shared code point.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - A semicolon is used instead of a comma in ""characters with unique abstract glyphs are assigned individual code points; characters with the same abstract glyph but different origins are assigned a shared code point.""
```"
47,4.4 四字节部分,4.4 Four-Byte Section,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The translation ""4.4 Four-Byte Section"" should have a period at the end to complete the sentence.
```"
48,四字节部分收录了上述双字节字符之外的 GB/T 13000 中的 66 个CJK统一汉字(9FA6 一 9FEF，不包括 9FB4~9FBB 的8个字符)、CJK 统一汉字扩充 A、CJK 统一汉字扩充 BCJK 统一汉字扩充 C、 CJK 统一汉字扩充 DCJK 统一汉字扩充下 .CJK 统一汉字扩充 F 和已经 在 GB/ 工 13000 中编码的少数民族文字的字符。,"The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 that are not part of the aforementioned double-byte characters (9FA6 to 9FEF, excluding 8 characters from 9FB4 to 9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension E, CJK Unified Ideographs Extension F, and characters of minority scripts that have already been encoded in GB/T 13000.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing comma after ""9FEF"" for better readability.
[Minor]: [punctuation] - Missing comma after ""9FBB"" for better readability.
[Minor]: [punctuation] - Missing comma after ""CJK Unified Ideographs Extension F"" for better readability.
```"
52,"附录中凡编码的表示均采用十六进制,其他数字的表示均采用十进制。","In the appendix, all encoded representations are in hexadecimal, while other numerical representations are in decimal.","```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: punctuation - The comma before ""while"" should be replaced with a semicolon for better sentence structure.
```"
58,6 字符的排列顺序,The order of arrangement for 6 characters.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The translation lacks a period at the end of the sentence.
```"
59,6.1 单字刷部分字符的排列顺序,6.1 Single-character brushing of the order of some characters,"```
MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The phrase ""brushing of the order"" is awkward and disrupts the flow. A more natural order would be ""order of brushing"".
```"
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,The single characters are arranged in the order of the corresponding characters in GB/I 11383-1989.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of a hyphen in ""GB/I 11383-1989"" is inconsistent with the standard format, which typically uses a slash or dash consistently.
```"
67,7 码位分配,"""7-digit code allocation""","```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The translation ""7-digit code allocation"" should have a hyphen between ""7"" and ""digit"" to maintain proper punctuation for compound adjectives.
```"
71,2.双字部分的码位分配,2. Code point allocation for the double-character section,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The colon after ""2"" in the source text is missing in the translation, which is a minor punctuation error.
```"
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code points.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The use of ""to"" in ""0x8140 to 0xFE7E"" and ""0x8180 to 0xFEFE"" should be consistent with the source text's use of ""一"" (dash). Consider using an en dash (–) for ranges: ""0x8140–0xFE7E"" and ""0x8180–0xFEFE"".
```"
75,双字节 1 区 : 846 码位,Double-byte Area 1: 846 code points,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The colon should be followed by a space in ""Double-byte Area 1: 846 code points"".
```"
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,"First byte 0xA8~0xA9, double byte, zone 5: 192 code positions","```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - Missing period at the end of the sentence.
```"
78,3.双字蔬部分编码空间结构图,3. Double-Character Vegetable Partial Encoding Spatial Structure Diagram,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - ""Partial Encoding Spatial Structure Diagram"" should not have initial capitals for each word as it is not a proper noun or title.
```"
84,表 3 中没有指明的四字节人码位分配见 6.3。,The allocation of four-byte character code points not specified in Table 3 can be found in section 6.3.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence should end with a period.
```"
85,表 3 四字闻部分的码位安排,Table 3: Code Point Arrangement for Four-Character Phrases in the Listening Section,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""Listening"" should not be capitalized as it is not a proper noun in this context.
```"
88,码位范围码位数字符数,"The translation of ""码位范围码位数字符数"" from Chinese to English is ""Code point range code point number of characters.""","```
MQM annotations:
linguistic conventions errors:
[Major]: word order - The phrase ""code point range code point number of characters"" is awkward and unclear. A more natural word order would be ""Number of characters in code point range.""
```"
91,8 部分字符和代码的说明,Explanation of 8 parts of characters and codes,"```
MQM annotations:
linguistic conventions errors:
[Major]: [capitalization] - The first letter of the translation should be capitalized: ""Explanation"" instead of ""explanation"".
[Minor]: [punctuation] - The title should end with a period.
```"
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Translate the following from Chinese to English:

Implement level 1 support for the single-byte encoding section, double-byte encoding section, and four-byte encoding section of this document for CJK Unified Ideographs (i.e., 0x82358F33 to 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 to 0x82358738).","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The use of parentheses around ""i.e."" should be consistent. Consider using commas instead for better readability.
Minor: grammar - The phrase ""four-byte encoding section"" should be ""four-byte encoding part"" to maintain parallel structure with ""single-byte encoding section"" and ""double-byte encoding section.""
```"
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, Level 2 also includes encoded Chinese characters from the ""Table of General Standard Chinese Characters"" that are not included in Level 1.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The translation uses double quotation marks around ""Table of General Standard Chinese Characters,"" which is correct. However, the Chinese source uses curly brackets, which are not standard punctuation for this context. This is a minor issue as it does not affect comprehension.
```"
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and support software should meet the requirements of Level 2.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The comma in the source text after ""软件"" is missing in the translation.
```"
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","Note: System software and application software include, but are not limited to, operating systems, database management systems, and middleware (for information on software product classification, see GB/T 36475).","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""and middleware"" should be removed for better punctuation flow.
```"
107,实现级别 3 包含实现级别 2。,Level 3 implementation includes Level 2 implementation.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Level"" should be lowercase as ""level"" when used generically and not as part of a proper noun or title.
```"
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,Products used for government services and public services should meet the requirements of Level 3.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The sentence should end with a period.
```"
111,附录 A (规范性 ),Appendix A (Normative),"```
MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - ""Normative"" should not be capitalized as it is not a proper noun or the beginning of a sentence.
```"
112,双字字符表,Double-character table,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The phrase ""Double-character table"" should be ""Double-Character Table"" to follow title capitalization conventions in English.
```"
115,A.2 表的说明,A.2 Table Description,"```
MQM annotations:
linguistic conventions errors:
[Critical]: none
[Major]: none
[Minor]: capitalization - ""Table Description"" should be ""Table description"" as it is not a title or proper noun.
```"
117,第一字节第二字节低位,"The first byte, the second byte, low-order bits.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The use of commas in ""The first byte, the second byte, low-order bits."" is inconsistent and disrupts the natural flow of the sentence. A more appropriate structure would be ""The first byte, the second byte, and low-order bits.""
```"
121,表意文字描述符,"The translation of ""表意文字描述符"" from Chinese to English is ""ideogram descriptor.""","```
MQM annotations:
linguistic conventions errors:
Minor: Capitalization - The term ""ideogram descriptor"" should be capitalized as ""Ideogram Descriptor"" if it is a title or proper noun.
```"
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Table B.1 Ideographic Descriptor Symbols, Code Positions, and Functional Descriptions","```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Ideographic Descriptor Symbols"" should be ""ideographic descriptor symbols"" as it is not a title or proper noun.
```"
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000, and are used to express foreign characters using certain characters.","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma before ""and"" is unnecessary in the phrase ""similar but not equal to the code point function descriptions in GB/T 13000, and are used.""
[Minor]: grammar - The phrase ""using certain characters"" is awkwardly placed and could be rephrased for clarity, such as ""express foreign characters with certain characters.""
```"
130,全包围结构,"The translation of ""全包围结构"" to English is ""fully enclosed structure.""","```
MQM annotations:
linguistic conventions errors:
Critical: None
Major: None
Minor: None
```"
133,回右包围结构,"The phrase ""回右包围结构"" translates to ""right-enclosed structure"" in English.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: None
```

The translation ""right-enclosed structure"" is grammatically correct and does not contain any linguistic convention errors such as capitalization, punctuation, spelling, grammar, whitespace, or word order issues."
136,回右上包围结构,The structure that encloses from the top right.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [Word Order] - The phrase ""from the top right"" should be reordered to ""that encloses from the right top"" for better grammatical flow.
```"
140,C.1 表的内容,C.1 Table Contents,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Table Contents"" should be ""Table contents"" as it is not a title or heading.
```"
145,D.1 调整过的 18 个GB/T 13000 代码位置,D.1 Adjusted 18 GB/T 13000 code positions,"```
MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - ""GB/T 13000"" should be ""GB/T 13000"" as it is a standard code and should be capitalized consistently.
```"
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,The document and GB 18030-2005 correspond to the GB/T 13000 code points in this document.,"```
MQM annotations:
linguistic conventions errors:
[Major]: grammar - The phrase ""correspond to the GB/T 13000 code points in this document"" is awkward and disrupts the flow of the text. A more natural construction might be ""correspond to the code points of GB/T 13000 in this document.""
```"
149,D.2 在双字闻区删除的 6 个汉字构件,D.2 Six Chinese character components removed in the double-character recognition area,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""Double-character recognition area"" should be capitalized as it appears to be a specific term or title.
```"
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,D.3 The 9 CJK compatibility characters removed from the double-byte lower area,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - ""double-byte lower area"" should be capitalized as ""Double-Byte Lower Area"" to maintain consistency with the section title format.
```"
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3 Deleted 9 CJK Compatibility Ideographs and Their Code Positions,"```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - Missing period at the end of the sentence.
```"
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,"Appendix Open (Informational) ""Table of General Standard Chinese Characters"" Code Positions of Chinese Characters","```
MQM annotations:
linguistic conventions errors:
[Major]: [Word Order] - The phrase ""Code Positions of Chinese Characters"" should be reordered to ""Chinese Characters' Code Positions"" for better flow.
[Minor]: [Punctuation] - The use of parentheses around ""Informational"" is awkward and unnecessary; it could be removed or replaced with commas for clarity.
[Minor]: [Capitalization] - The word ""Open"" should not be capitalized unless it is part of a title or heading.
```"
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document includes all 8,105 standardized Chinese characters from the ""Table of General Standard Chinese Characters"" approved and published by the State Council of the People's Republic of China in 2013. Their code positions and glyphs are shown in Table 1.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""8,105 standardized Chinese characters"" should be a period to correctly separate the clauses.
```"
159,GB/ 工 36475 软件产品分类,GB/T 36475 Software Product Classification,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The slash in ""GB/ 工 36475"" should be a hyphen to match the standard format ""GB/T 36475"".
```"
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If you find any discrepancies between the manual page and the software, please refer to the Info documentation.","```
MQM annotations:
linguistic conventions errors:
[Critical]: none
[Major]: none
[Minor]: punctuation - The comma before ""please refer to the Info documentation"" is missing, which would improve the readability of the sentence.
```"
170,源文件后级名指出语言种类以及后期的操作:,The file extension of the source file indicates the type of language and subsequent operations.,"```
MQM annotations:
linguistic conventions errors:
[Major]: grammar - The phrase ""file extension of the source file"" should be rephrased to ""The source file's extension"" for better grammatical structure.
[Minor]: punctuation - Missing comma after ""language"" to separate the clauses for clarity.
```"
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compiling, assembling","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The semicolons in ""preprocessing, compiling, assembling"" should be commas for consistency with the list format.
```"
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compiling, assembling","```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The semicolon after ""source code"" should be a comma for better flow and consistency with the list format.
```"
176,".i 预处理后的 c 文件;编译,汇编","Preprocessed .c files; compile, assemble","```
MQM annotations:
linguistic conventions errors:
Major: Punctuation - The semicolon should be replaced with a comma for proper punctuation in the list structure.
```"
182,.a 归档库文件(Archive file),Archive file,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The period at the beginning of the sentence is unnecessary.
```"
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process), linking is always the final step.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma before ""otherwise"" should be removed as it is not necessary in this context.
```"
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,The options must be given separately: completely different from `-d -r`.,"```
MQM annotations:
linguistic conventions errors:
Major: Punctuation - The use of quotation marks around `-d -r` is inconsistent with the initial use of a colon. It should be consistent with the punctuation style used in the sentence.
```"
187,这里只列举不是默认选项的格式.,Only non-default formats are listed here.,"```
MQM annotations:
linguistic conventions errors:
Minor: Punctuation - The period at the end of the sentence is missing.
```"
190,总体选项 (Overall Option),Overall Option,"```
MQM annotations:
linguistic conventions errors:
Minor: capitalization - ""Overall Option"" should be ""Overall option"" as it is not a proper noun or title.
```"
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,"Explicitly specify that the language of the input file is ""language"" (rather than the default choice derived from the file extension).","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The quotation marks around ""language"" are not consistent with English conventions for emphasis or specification. They should be replaced with single quotes or italics for clarity.
```"
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specifications, and then process the subsequent files based on the file name suffix (using the `-x' option).","```
MQM annotations:
linguistic conventions errors:
[Major]: [Punctuation] - The use of punctuation is inconsistent and unclear, particularly with the placement of parentheses and the use of the backtick symbol.
[Minor]: [Grammar] - The phrase ""process the subsequent files based on the file name suffix"" could be more clearly structured to enhance readability.
```"
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only want to perform a portion of the four stages (preprocessing, compiling, assembling, linking), you can use the `-x` option (or append Ah to the filename) to tell the compiler where to start, and use the `-c`, `-s`, or `-E` options to tell it where to stop. Note that certain combinations of options (such as `-x cpp-output -E`) will not compile or assemble the source file. By default, GCC replaces the source filename extension with `.o` for object files. You can use the `-o` option to choose a different name. GCC ignores any unrecognized input following the `-ec` option and does nothing.","```
MQM annotations:
linguistic conventions errors:
Minor: Grammar - The phrase ""will not compile or assemble the source file"" is missing an article before ""source file,"" which should be ""the source file.""
Minor: Spelling - The phrase ""Ah to the filename"" should be ""a.h to the filename"" to correctly refer to the file extension.
Minor: Punctuation - The sentence ""By default, GCC replaces the source filename extension with `.o` for object files."" should have a comma after ""By default.""
Minor: Whitespace - There is an unnecessary space before the comma in ""start, and use the `-c`.""
```"
196,"编译后即停止, 不进行汇编件.","""Stop after compilation, do not proceed to assembly.""","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""compilation"" should be replaced with a period for correct punctuation at the sentence boundary.
```"
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","Use pipelines instead of temporary files between different stages of the compilation process, as the assemblers on those systems cannot read data from pipelines. The GNU assembler does not have this issue. The assembler can accept C ""dialects"" that support ANSI standard-compliant C programs.","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The comma after ""files"" should be removed for better punctuation and flow.
[Minor]: punctuation - The comma after ""pipelines"" should be replaced with a period to properly separate the two sentences.
```"
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Under normal circumstances, a function like `foo` in C++ implies that the parameter is null.","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The period at the end of the sentence is missing.
```"
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.","See the NU c manual for details. We have removed the specifics so that when the content becomes outdated, people won't HERI.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The comma after ""details"" should be replaced with a period to correctly separate the sentences.
```"
204,他和`-Ethis-is-variable' 选项的果一样.,He is the same as the result of the `-Ethis-is-variable` option.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The backticks around `-Ethis-is-variable` should be replaced with quotation marks for consistency with English punctuation conventions.
```"
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,-traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,"```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The period at the end of the sentence is missing.
```"
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","Correspondingly, if the default option `-fno-external-templates' is used during compilation, all template instances are explicitly set to be built-in.","```
MQM annotations:
linguistic conventions errors:
Minor: punctuation - The comma after ""Correspondingly"" is unnecessary and disrupts the flow of the sentence.
```"
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a particular virtual function can be called directly; in such instances, it calls it directly.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The semicolon should be replaced with a comma for better flow and punctuation correctness.
```"
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void. -fthis-—is-variable allows assignment to this (only for C++).,"```
MQM annotations:
linguistic conventions errors:
[Major]: punctuation - The punctuation around ""-fthis-—is-variable"" is inconsistent and should be standardized, either using hyphens or em dashes consistently.
[Minor]: whitespace - There is an unnecessary space before the period in ""Void. -fthis-—is-variable"".
```"
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, along with its opposite option, makes such programs operate on the corresponding default values.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma after ""option"" is unnecessary and disrupts the flow of the sentence.
```"
231,"如果没有明确声明 ` signed' 或 ""unsigned'修饰符, 这些选项用来定义有符号位域 (bitfield) 或无符号位域.","If there is no explicit declaration of the `signed` or `unsigned` modifier, these options are used to define signed bitfields or unsigned bitfields.","```
MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The backticks around `signed` and `unsigned` should be replaced with single quotation marks for consistency with the rest of the sentence.
```"
234,"这是为了兼容一些老程序,他们算改字符串常量是一个非常糟糕的想法、`-traditional' 选项也有相同效果.",This is to be compatible with some old programs that consider modifying string constants to be a very bad idea. The `-traditional' option has the same effect.,"```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""The `-traditional' option has the same effect."" should be a period to properly separate the two independent clauses.
```"
237,其影响可能类似于2008年的经济危机,Its impact could be similar to the 2008 economic crisis.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
239,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,"In many countries, this disease has overwhelmed healthcare services, bringing them close to collapse. The restrictions implemented by governments have caused severe disruptions in the global economy.","```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence could benefit from a comma after ""collapse"" to improve readability: ""In many countries, this disease has overwhelmed healthcare services, bringing them close to collapse, and the restrictions implemented by governments have caused severe disruptions in the global economy.""
```"
241,一些生产者可能会被迫寻找新的方法来制造毒品，因为限制流动的同时也限制了前体和基本化学品的获取。,Some producers may be forced to find new ways to manufacture drugs because restricting movement also limits access to precursors and essential chemicals.,"```
MQM annotations:
linguistic conventions errors:
[Critical]: None
[Major]: None
[Minor]: punctuation - The sentence would benefit from a comma after ""drugs"" to improve readability: ""Some producers may be forced to find new ways to manufacture drugs, because restricting movement also limits access to precursors and essential chemicals.""
```"
249,一些国家有大量毒品通过商业航班走私，预计这些国家的贩毒活动受到的直接影响最大。,"Some countries have a large amount of drugs smuggled through commercial flights, and it is expected that the drug trafficking activities in these countries will be directly affected the most.","```
MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The comma before ""and"" is unnecessary in this context.
```"
