index,original,zero_shot_translation,reference_translation
41,双字节部分收录了 GB/T 2312 一 1980 中的全部图形字符 GB/T 13000 中的CJK 统一汉字以及部分图形字符。,"The double-byte portion includes all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some graphic characters.","All of the graphic characters in GB/T 2312-1980, CJK unified Chinese characters, and portions of the graphic characters in GB/T 13000 are included in the double-byte component."
43,"其中,表意文字描述符的图形、代码位置和功能应符合附录 B 的规定 。","Among them, the graphics, code positions, and functions of ideographic description characters shall comply with the provisions of Annex B.","Among these, the Appendix B requirements must be followed for the graphics, code places, and functions of ideographic descriptors."
45,"具备独有抽象字形的汉字,赋予单独的代码位置;来源不同而抽象字形相同的汉字, 则赋予共用的代码位置。",Characters with unique abstract glyph shapes are assigned individual code points; characters from different sources but with the same abstract glyph shape are assigned shared code points.,"Chinese characters with distinctive abstract glyphs are given their own code positions, while characters with the same abstract glyph but from various sources are given a similar code position."
47,4.4 四字节部分,4.  4-byte portion,4.4 Four-byte part
48,四字节部分收录了上述双字节字符之外的 GB/T 13000 中的 66 个CJK统一汉字(9FA6 一 9FEF，不包括 9FB4~9FBB 的8个字符)、CJK 统一汉字扩充 A、CJK 统一汉字扩充 BCJK 统一汉字扩充 C、 CJK 统一汉字扩充 DCJK 统一汉字扩充下 .CJK 统一汉字扩充 F 和已经 在 GB/ 工 13000 中编码的少数民族文字的字符。,"The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 outside the aforementioned double-byte characters (9FA6 to 9FEF, excluding the 8 characters from 9FB4 to 9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension E, CJK Unified Ideographs Extension F, and characters of ethnic minority scripts already encoded in GB/T 13000.","The text lists various Chinese characters in different standards, including GB/T 13000, .CJK unified character extensions A and C/D, and expansions."
52,"附录中凡编码的表示均采用十六进制,其他数字的表示均采用十进制。","All encoded representations in the appendix are in hexadecimal, while all other numbers are in decimal.","The appendix's codes are all expressed in hexadecimal, while decimal is used for all other values."
58,6 字符的排列顺序,Permutation of 6 characters,6 character character sort order
59,6.1 单字刷部分字符的排列顺序,6.1 Order of character arrangement when brushing single characters.,6.1 Character placement in single-character brushes: certain characters' order
60,单字记部分字符按照 GB/I 11383 一 1989 中相应字符的顺序排列 。,Single-character memory sections are arranged according to the order of corresponding characters in GB/I 11383-1989.,Certain characters in single-character remarks are organized in the same sequence as their GB/I 11383-1989 counterparts.
67,7 码位分配,7-bit code assignment,7 Code point allocation
71,2.双字部分的码位分配,Double-character portion code point allocation,Code distribution for double word section.
72,"双字节部分的码位安排分为 0x8140~ 一 0xFE7E 和 0x8180 一 0xFEFE 两部分, 共 23940 个码位。","The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, totaling 23940 code points.",The double-byte part's code bit layout is split into two sections with a combined 23940 code bits each: 0x8140-0xFE7E and 0x8180-0xFEFE.
75,双字节 1 区 : 846 码位,Double-byte Area 1: 846 code points,Dual-byte region 1: 846 code syllables
77,首字节 0xA8~0xA9 双字节 5 区 : 192 码 位,"First byte 0xA8~0xA9, double-byte 5th area: 192 code points.",The first byte 0xA8~0xA9 double-byte area 5: 192 yards
78,3.双字蔬部分编码空间结构图,Double-Character Vegetable Part Encoding Space Structure Diagram,3. Double-word vegetable diagram of partial encoding space
84,表 3 中没有指明的四字节人码位分配见 6.3。,Four-byte character assignments not specified in Table 3 are defined in 6.3.,See 6.3 for the task of four-byte human code focuses not indicated in Table 3.
85,表 3 四字闻部分的码位安排,Table 3. Code point arrangement for the Four-Corner Method section.,Table 3 Course of action of code focuses within the four-character news portion
88,码位范围码位数字符数,Code point range code point number number of characters,Code digit count and range
91,8 部分字符和代码的说明,Explanations of 8 parts of characters and codes.,Chars & Codes Explained
97,实现级别 1 文持本文件的单字节编码部分、双季节编码部分和四字下编玛部分的 CJK 统一汉字 ( 即 0x82358F33 一 0x82359636) 和 CJK 统一汉字扩A( 即 0x8139EE39 一 0x82358738) 。,"Implement Level 1 support for the single-byte encoded section, double-byte encoded section, and four-byte encoded section of CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738) as described in this document.","Realize the single-byte coded parcel, double-season coded portion, and four-character subcoded parts of this record utilizing the CJK bound together Chinese characters (that is, 0x82358F33-0x82359636) and CJK bound together Chinese characters expanded A (that is, 0x8139EE39-0x82358738)."
102,"此外 ,实现级别 2 还文持《通用 规范 汉字 表 }中的没有包合在实级别 1 之内的编码汉字。","In addition, Level 2 implementation should also support encoded Chinese characters in the ""Table of General Standard Chinese Characters"" that are not included in Level 1.","The coded Chinese characters within the ""Common Detail Chinese Character Table,"" which are truant from the genuine level 1 execution, are moreover upheld."
104,"系统软件及支撑软件,应满足实现级别 2 的要求 。",System software and support software shall meet the requirements of achieving Level 2.,Framework computer program and assistant program must follow to level 2 benchmarks.
105,"注: 系统软件及文撑软件包括但不限于操作系统,数据库管理系统.中间件( 软件产品分类的信息见 GB/ 工 36475)。","Note: System software and supporting software include, but are not limited to, operating systems, database management systems, and middleware (see GB/T 36475 for information on the classification of software products).","Note: Working frameworks, database administration frameworks, and middleware are cases of framework program and supporting program. But they are not the as it were ones (see GB/Work 36475 for points of interest on computer program item classification)."
107,实现级别 3 包含实现级别 2。,Achieving Level 3 includes achieving Level 2.,Execution level 3 contains execution level 2.
109,用于政务服务和公共服务的产品应满足实现级卉 3 的要求。,Products used for government services and public services should meet the requirements of implementation level 3.,Things utilized for open and administrative administrations must follow to level 3 determinations.
111,附录 A (规范性 ),Appendix A (Normative),Reference section A (Regulating)
112,双字字符表,Double-byte character set,twofold character table
115,A.2 表的说明,Table Description,A.2 Clarification of the table
117,第一字节第二字节低位,Lower bits of the second byte of the first byte,The primary and moment bytes are moo
121,表意文字描述符,Ideographic Description Sequence,Ideographic descriptor
124,表 B.1 表意文字描述符的图形、代码位置和功能描述,"Table B.1: Glyphs, Code Positions, and Functional Descriptions of Ideographic Descriptors","Table B.1 gives utilitarian, realistic, and code-location definitions of ideographic descriptors"
125,"本文件的码位 GB/T 13000 的码位功能描述相似而不等,用于借某字表达外字","The code positions in this document have similar but not identical functional descriptions to the code positions in GB/T 13000, and are used to express foreign characters by borrowing a character.","In terms of work portrayal, the code focuses in this report are comparable to those in GB/T 13000 and are utilized to communicate outside characters by appropriating a particular word"
130,全包围结构,Fully enclosed structure.,Completely encased structure
133,回右包围结构,Right enveloping structure,Back right encasing structure
136,回右上包围结构,Right-upper enveloping structure.,Return to the upper right walled in area
140,C.1 表的内容,C.1 Table Contents,C.1 Substance of the table
145,D.1 调整过的 18 个GB/T 13000 代码位置,D.1 Adjusted 18 GB/T 13000 code positions,18 GB/T 13000 code places were balanced in D.1
148,本文件及 GB 18030 一 2005 的GB 18030 一 2005 对应的本文件对应的GB/T 工 13000 码位,This document and GB 18030-2005's GB/T 13000 code points corresponding to GB 18030-2005.,The GB/T 13000 code point related to this record is this archive and GB 18030-2005
149,D.2 在双字闻区删除的 6 个汉字构件,Six Chinese character components deleted from the double-word area.,"D.2 Within the Shuangzi Wen locale, six Chinese character components have been expelled"
151,D.3 在双字下区删除的 9 个 CJK 兼容汉字,D.3 Nine CJK Compatibility Ideographs deleted from the double-word subarea.,D.3 Lower Twofold Word Region Evacuated 9 CJK Compliant Chinese Characters
153,表 D.3 删除的 9 个 CJK 兼容汉字和它们的代码位置,Table D.3: The 9 CJK Compatibility Ideographs that were removed and their code points.,Table D.3: Code Areas for the Expelled Nine CJK Compliant Chinese Characters
154,附录开 (资料性)《通用规范汉字表》 汉字的代码位置,Appendix A (Informative) Code Positions of Characters in the *Table of General Standard Chinese Characters*,"Open reference sections (instructive) Chinese characters' ""Common Standard Chinese Character List"" code positions"
155,"本文件收录了 2013 年中华人民共和国国务院批准发布的 4 通用规范汉字表》 中的全部 8105 个规范汉字,它们的代码位置和字形见表1。","This document contains all 8105 standardized Chinese characters from the ""Table of General Standard Chinese Characters,"" approved and released by the State Council of the People's Republic of China in 2013. Their code positions and glyphs are shown in Table 1.","This archive incorporates all 8,105 standardized Chinese characters from the 2013 discharge of the People's Republic of China's State Council's Fourth Common Standardized Chinese Character List, their code areas and glyphs are recorded in Table 1."
159,GB/ 工 36475 软件产品分类,GB/T 36475 Software product classification,GB/Work 36475 Computer program Item Classification
163,"如果发现手册页和软件之间有所矛盾,请查对Info","If you find contradictions between the man pages and the software, please check the Info documentation.",Check the Data area in the event that you find a contrast between the man page and the program
170,源文件后级名指出语言种类以及后期的操作:,The source file extension indicates the language type and subsequent operations.,The dialect sort and ensuing operations are shown by the post-level title of the source record:
171,".c C 源程序; 预处理, 编译,汇编",".c C source program; preprocessing, compilation, assembly",".C source code that does preprocessing, compilation, and gathering"
175,".m Objective-C 源程序; 预处理,编译,汇编",".m Objective-C source code; preprocessing, compilation, assembly","Preprocessing, compilation, and gathering for the.m Objective-C source program"
176,".i 预处理后的 c 文件;编译,汇编",".i Preprocessed C file; compile, assemble.","Preprocessing, compilation, and gathering for the.m Objective-C source program"
182,.a 归档库文件(Archive file),.a archive library file,.a File record (Document record)
183,"除非使用了 -cec，-s, 或 -E 选项(或者编译错误阻止了完整的过程),否则连接总是最后的步骤.","Linking is always the last step unless the -cec, -s, or -E options are used (or compilation errors prevent the complete process).","Within the nonattendance of the -cec, -s, or -E choices, connecting is continuously the final step (or compilation blunders avoid the total prepare)."
185,选项必须分立给出 : de ' 完全不同于 `-d -r '.,The option must be given separately: 'de' is completely different from `-d -r`.,"Parameters must be indicated separately since ""de"" and ""-d -r"" are totally diverse."
187,这里只列举不是默认选项的格式.,Only the non-default format options are listed here.,"Here, as it were designs that are not among the standard choices are recorded."
190,总体选项 (Overall Option),Overall Option,In general Choice
191,明确指出后面输入文件的语言为 language (而不是从文件名后绥得到的默认选择).,Explicitly specify that the language of the following input file is language (instead of the default selection derived from the file name suffix).,Demonstrate clearly that dialect is the dialect of any extra input records (rather than the default choice from the conclusion of the filename).
193,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件 RE AS E ` -x' 选项).","Close any explicit language specification, and process subsequent files according to the filename extension (just like the `-x' option).","To guarantee that taking after records are handled in agreement with the record title RE AS E ""-x"" choice, cripple any express dialect determination."
194,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用 ` -x' 选项 (或文件名后 Ah) 告诉 geo 从哪里开始,用 `~-c' ，`-s' ,或 `-E' 选项告诉 geo 到哪里结束.注意,某些选项组合 (例如 ，`-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用 ` .o' 蔡换源文件名后级 ` .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略 -ec 选项后面任何无法识别的输入文伯 -S F 何事情.","If you only operate on a subset of the four stages (preprocessing, compilation, assembly, linking), you can use the `-x` option (or `Ah` after the filename) to tell geo where to start, and the `~-c`, `-s`, or `-E` options to tell geo where to end. Note that some option combinations (e.g., `-x cpp-output -E`) {i gee MEF =c compile or assemble source files, ETER. ERA ATI. By default, GCC replaces the source filename suffix `.ec` with `.o` to name the object file. You can use the `-o` option to choose a different name. GCC ignores any unrecognized input files after the `-ec` option. -S F anything.","You'll be able utilize the ""-x"" choice (or Ok taking after the record title) to tell Geo where to begin in the event that you fair work a parcel of the four phases (preprocessing, compilation, get together, and connecting). You'll utilize the “-c,” “-s,” or the “-E” alternative to tell Geo where to end, be mindful that a few choices, such “-x cpp-output -E,” cause MEF to break even with 0, ETER, compile or put together source records. ATI Period GCC substitutes the source record title by default with "".o"" and "".ec."" The -o alternative permits the choice of extra names, after the -ec alternative, GCC overlooks any unrecognized input content. -S F anything."
196,"编译后即停止, 不进行汇编件.","Compile then stop, do not generate assembly files.",Stops after compilation and does not perform get together.
197,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的 C ""方言 "": 支持符合 ANSI 标准的 C 程序.","Piping between different stages of the compilation process instead of using temporary files, because the assemblers of those systems cannot read data from pipes. The GNU assembler does not have this problem. The C ""dialect"" acceptable to the assembler: supports ANSI-compliant C programs.","Since the constructing agents on those frameworks cannot examined from channels, utilize channels instead of brief records to move between the different compilation stages, this issue does not exist within the GNU constructing agent, constructing agents can utilize C ""lingos"" that bolster ANSI-compliant standard C programs."
200,"正常情况下, 这样的函数 foo 在 C++ 中意味着参数为空.","Under normal circumstances, such a function foo in C++ means the parameter list is empty.","In C++, a function like foo often indicates that the argument is empty."
202,"详见NU c 手册,我们已经把细节删除, 这样当内容过时后, 人们也不会 HERI.",See the NU c manual for details. We have removed the details so that people will not HERI when the content becomes outdated.,Subtle elements can be found within the NU c handbook; we evacuated them so that perusers wouldn't HERI when the data was not pertinent.
204,他和`-Ethis-is-variable' 选项的果一样.,He got the same result as with the `-Ethis-is-variable' option.,"It has the same impact as the ""-Ethis-is-variable"" alternative."
205,-traditional-cpp 试图支持传统 Cc 预处理器的某些方面.,traditional-cpp attempts to support certain aspects of the traditional C preprocessor.,-traditional-cpp bolsters a number of highlights of the customary Cc preprocessor.
216,"相对应的, 如果编译时使用缺省选项 ` -fno-exteznal-templates', 所有模板实例明确的设为内置.","Correspondingly, if the default option `-fno-external-templates` is used during compilation, all template instances are explicitly set to be built-in.","Hence, all format occasions are expressly indicated as built-ins when compiling with the default ""-fno-exteznal-templates"" choice."
219,"有些情况下, 编译器能够判断出可以直接调用某个虚函数; 这时就直接调用.","In some cases, the compiler can determine that a virtual function can be called directly; in this case, it will call it directly.","A virtual work may once in a while be able to be called specifically in case the compiler decides it can; in this case, it'll be."
221,这种表达式的值是 Void.-fthis-—is-variable 允许对 this 赋值 (仅对 c++).,The value of this expression is Void. -fthis-is-variable allows assignment to `this` (C++ only).,Such an expression incorporates a esteem of Void. Task to typically permitted (as it were in C++) utilizing the hail -fthis—is-variable.
229,"这个选项, 和它的反义选项, 使那样的程序工作在对应的默认值上.","This option, and its antonym, make that program work on the corresponding default values.",This choice and its inverse constrain the identical default behavior for that program.
231,"如果没有明确声明 ` signed' 或 ""unsigned'修饰符, 这些选项用来定义有符号位域 (bitfield) 或无符号位域.","If the `signed` or `unsigned` modifiers are not explicitly declared, these options are used to define signed or unsigned bitfields.",These alternatives are utilized to characterize marked or unsigned bitfields in case no “signed” or “unsigned” modifiers are explicitly given.
234,"这是为了兼容一些老程序,他们算改字符串常量是一个非常糟糕的想法、`-traditional' 选项也有相同效果.","This is for compatibility with some old programs; they modify string constants, which is a very bad idea. The `-traditional' option has the same effect.","Typically done to guarantee compatibility with more seasoned applications that do not think it's a great thought to alter string constants, the same result is accomplished utilizing the “-traditional” choice."
237,其影响可能类似于2008年的经济危机,Its impact may be similar to the 2008 financial crisis.,The impacts can be comparable to the monetary emergency of 2008
239,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,"In many countries, this disease has overwhelmed healthcare systems, pushing them to the brink of collapse, and the restrictions implemented by governments have caused severe disruption in the global economy.","The affliction has disabled wellbeing frameworks in a few countries to the point of collapse, and government confinements have seriously disturbed the world economy."
241,一些生产者可能会被迫寻找新的方法来制造毒品，因为限制流动的同时也限制了前体和基本化学品的获取。,"Some producers may be forced to find new ways to manufacture drugs, as restricting movement also restricts access to precursors and essential chemicals.","Due to the constrained get to to antecedents and essential chemicals caused by development confinements, certain makers may be obliged to create modern strategies of medicine generation."
249,一些国家有大量毒品通过商业航班走私，预计这些国家的贩毒活动受到的直接影响最大。,"Some countries experience the greatest direct impact from drug trafficking, with large quantities of drugs being smuggled through commercial flights.",Nations where noteworthy sums of opiates are snuck on commercial flights are expected to be most extremely affected.
259,世界各地的吸毒现象一直在增多，无论是从总体数字还是从吸毒者在世界人口中所占比例来看都是如此。,"Drug use is increasing worldwide, both in terms of total numbers and as a proportion of the world's population.",Both the outright number of individuals utilizing drugs and the rate of the worldwide populace utilizing drugs have been rising.
262,"这在一定程度上反映了这一期间总体人口增长的差异、发达国家为7%,发展中国家为28%但也反映了发展中国家年 轻人口增长较快。",This partly reflects the differences in overall population growth during this period—7% in developed countries and 28% in developing countries—but it also reflects the faster growth of the young population in developing countries.,"This to some degree reflects the reality that worldwide populace development amid the time shifted between industrialized and creating nations, at 7% and 28%, separately, but it moreover reflects the more youthful populaces in poorer nations developing more rapidly."
263,青少年和年轻成年人在吸毒者中所占比例最大。,Adolescents and young adults make up the largest proportion of drug users.,Youthful individuals and young people account for the larger part of sedate clients.
266,无论是发达国家还是发展中国家，城市地区的吸毒情况都多于农村地区。,"Drug use is more prevalent in urban areas than in rural areas, whether in developed or developing countries.","Urban zones are more likely than country ones to have a sedate issue, both in created and creating countries."
267,吸毒情况总体增多的部分原因是人口从农村向城镇的大规模流动一目前全世界人口有一半以上生活在城市地区，而1960年这一比例为34%。,"Part of the overall increase in drug use is due to the massive population shift from rural to urban areas—currently, more than half of the world's population lives in urban areas, compared to 34% in 1960.","More than half of the world's populace presently lives in urban locales, up from 34% in 1960, and this colossal relocation from rustic to urban regions is to a great extent to fault for the common rise in sedate utilize."
268,城市化可能是毒品市场未来动态的一个关键因素，特别是在城市化趋势更为突出的发展中国家。,"Urbanization may be a key factor in the future dynamics of the drug market, particularly in developing countries where urbanization trends are more pronounced.","Urbanization may play a critical part within the dynamics of sedate markets within the future, especially in developing countries where urbanization is more articulated."
273,来自少数几个国家的数据表明，有害的吸毒模式与病症同低收入之间存在联系。,Data from a few countries suggest a link between harmful drug use patterns and both illnesses and low income.,"Moo pay and unsafe medicate utilize designs and conditions are related, agreeing to information from a little number of countries."
274,这些模式在较富裕的社会阶层似乎不太常见。,These patterns seem less common in wealthier social classes.,These patterns appear to be less predominant among financial classes with more prominent riches.
277,新冠肺炎或将导致毒品市场进一步扩张新冠肺炎的大流行可能会导致更多农民增加或从事非法作物种植，或是因为国家主管机关的控制能力降低，或是因为在经济危机之下可能有更多人不得不铤而走险，从事非法活动。,"The COVID-19 pandemic may lead to further expansion of the drug market. More farmers may increase or engage in illegal crop cultivation, either because of reduced control by national authorities, or because more people may be forced to take risks and engage in illegal activities due to the economic crisis.","The pharma showcase seem develop encourage as a result of COVID-19, got to take chances and do illegal things."
283,会员国的国内市场每年约有500种新型活性物质。,Member states' domestic markets see approximately 500 new active substances each year.,"On the residential showcase of Part States, around 500 modern dynamic chemicals are presented each year."
286,"在2014年确定的新型精神活性物质种类总数中，类阿片新型精神活性物质仅占2%,但到2018年，这一数字己上升至9%。","Of the total number of new psychoactive substances identified in 2014, synthetic opioid new psychoactive substances accounted for only 2%, but by 2018, this figure had risen to 9%.","In 2014, opioid NPS made up fair 2% of all NPS found; by 2018, this extent had expanded to 9%."
287,类阿片新型精神活性物质中有许多是芬太尼的类似物，其药效和危害已得到证明，在北美导致了过量死亡事件，其他区域也有，但程度较轻。,"Many novel psychoactive substances in the opioid class are fentanyl analogs, the efficacy and harm of which have been proven, leading to overdose deaths in North America, and also in other regions, but to a lesser extent.","Overdose passing from NPS opioids, numerous of which are fentanyl analogs, have been reported in North America and, to a lesser degree, abroad."
288,在北美，芬太尼有的用作海洛因和其他毒品（包括可卡因和甲基苯丙胺）的掺杂剂，有的用来制造假冒的药用类阿片。,"In North America, fentanyl is sometimes used as an adulterant in heroin and other drugs (including cocaine and methamphetamine), and sometimes used to manufacture counterfeit pharmaceutical opioids.",Fentanyl is utilized in North America to create fake pharmaceutical painkillers or as a doping specialist for heroin and other substances like cocaine and methamphetamine.
290,2新型精神活性物质的使用可能会逐渐牢固存在于弱势群体中,The use of new psychoactive substances may gradually become entrenched in vulnerable populations.,2 Modern psychoactive sedate utilize seem ended up broadly acknowledged in vulnerable communities
295,贩毒者和制毒者一直在寻找替代品一不仅有管制较松的物质，还有专门为规避管制而设计的化学品，即所谓的“特制前体”。,"Drug traffickers and manufacturers are constantly looking for alternatives—not only substances with looser regulations, but also chemicals specifically designed to circumvent regulations, known as ""designer precursors.""","Medicate makers and traffickers are continually investigating for substitutes, counting not as it were less entirely controlled drugs but moreover substances made intentioned to urge over existing directions, or ""architect antecedents."""
296,旨在阻止新冠肺炎传播的限制性措施很可能使依赖前体化学品的制毒者受到进一步挤压。,Restrictive measures aimed at stopping the spread of COVID-19 are likely putting further pressure on drug producers who rely on precursor chemicals.,Medicate producers who depend on antecedent chemicals would certainly feel the impacts of prohibitive measures planning to halt the spread of COVID-19.
297,来自墨西哥的证据表明，这已经成为 现实：据报告，2020年3月，从东亚进口的甲基苯丙胺前体短缺促使墨西哥和美国的甲基苯丙胺价格上涨。,"Evidence from Mexico suggests that this has become a reality: reports indicate that in March 2020, a shortage of methamphetamine precursors imported from East Asia drove up methamphetamine prices in Mexico and the United States.","Information from Mexico infers that this is often as of now the case: in Walk 2020, Mexico and the Joined together States detailed cost rises for methamphetamine due to deficiencies of forerunners provided from East Asia."
305,阿富汗和伊拉克甲基苯丙胺市场增长,Afghanistan and Iraq methamphetamine markets are growing.,Showcase development for methamphetamine in Afghanistan and Iraq
309,最近，伊拉克当局发现了多个甲基苯丙胺加工点，麻管局已对伪麻黄碱制剂的大批进口表示关切一甲基苯丙胺加工点将这些制剂用作前体。,"Recently, Iraqi authorities discovered multiple methamphetamine processing sites, and the Drug Enforcement Administration has expressed concern about large-scale imports of pseudoephedrine preparations - methamphetamine processing sites use these preparations as precursors.","The Board has voiced stress with respect to the importation of critical sums of pseudoephedrine arrangements, which are utilized as antecedents by methamphetamine research facilities, in light of the later disclosure of methamphetamine research facilities by Iraqi specialists."
311,自那时起，甲基苯丙胺的缉获量一直在稳步上升。,"Since then, methamphetamine seizures have been steadily increasing.","Since at that point, methamphetamine seizures have been steadily expanding."
312,但2019年上半年的缉获量一^657公斤——与上一年相比大幅骤增。,"However, the seizure volume in the first half of 2019 - 1.657 kilograms - was a sharp and dramatic increase compared to the previous year.","But compared to the earlier year, seizures within the to begin with half of 2019 come to 657kg, a noteworthy increment."
318,在美国最早通过立法的两个州科罗拉多州和华盛顿州，成年人非医疗使用大麻的情况增加，特别是过去一个月以及每天或几乎每天使用的情况增多，自2012年起便已超过了全国平均水平。,"In Colorado and Washington, the first two states in the US to pass legislation, non-medical cannabis use among adults has increased, especially past-month and daily/near-daily use, and has exceeded the national average since 2012.","Grown-up non-medical pot utilize has surged, particularly within the past month, and day by day or nearly every day utilize has surpassed the national normal since 2012 in Colorado and Washington, two of the primary US states to endorse laws."
323,全球大麻药草缉获量暴跌的背后原因是大麻合法化？,Is cannabis legalization behind the global plunge in cannabis herb seizures?,Is the sharp decrease in worldwide seizures of pot herb due to cannabis legalization?
326,对新型精神活性物质的监管似乎有遏制作用在国内对新型精神活性物质的监管效果仍然很难评估。,"The regulation of new psychoactive substances appears to have a deterrent effect, but it is still difficult to assess the effectiveness of domestic regulation of new psychoactive substances.","NPS control shows up to have a dissuasive impact, it is still challenging to assess the household control of NPS."
327,一些对新型精神活性物质采用不同监管制度的国家显示出不同的新型精神活性物质使用流行率。,Countries with different regulatory regimes for new psychoactive substances show different prevalence rates of new psychoactive substance use.,The predominance of NPS utilize changes among a few countries with particular NPS administrative systems.
328,在另一些国家，通过国内立法后，新型精神活性物质使用情况有所减少。,"In some other countries, the use of new psychoactive substances has decreased after domestic legislation.","With the sanctioning of household enactment, the utilize of NPS has diminished in different countries."
333,"据估计，低收入和中等收入国家的人口占全球人口的88%,但消费的药用类阿片却不到10%。","It is estimated that low- and middle-income countries account for 88% of the global population, but consume less than 10% of the world's medicinal opioids.","In spite of the fact that moo- and middle-income countries are thought to be domestic to 88% of the world's populace, they as it were utilize 10% of all pharmaceutical opioids."
334,获取药用类阿片的障碍与许多因素有关，包括立法、文化、卫生系统和处方做法。,"Barriers to accessing prescription opioid medications are associated with many factors, including legislation, culture, healthcare systems, and prescribing practices.","Enactment, culture, healthcare frameworks, and endorsing hones are some of the numerous components that might make obstructions to getting to pharmaceutical opioids."
343,全球范围的有限数据表明，迷醉可能是杀人的一个重要因素。,Limited data worldwide suggests that intoxication may be a significant factor in homicide.,"Inebriation may play a critical part in crime, agreeing to constrained information from around the world."
351,据估计，2018年使用大麻的有 1.92 亿人，使之成为全球使用最多的毒品。,"It is estimated that 192 million people used cannabis in 2018, making it the most widely used drug globally.",Cannabis was the top substance used globally in 2018 by 0.192 billion people.
354,"在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。","Of the estimated 167,000 deaths related to drug use disorders in 2017, 66% were attributable to these substances, and they also accounted for 50% of the 21 million years of life lost due to disability or premature death believed to be caused by drug use.","50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals."
