index,original,translated,linguistic_convention_annotation
95,Yell back at those who would try to talk over us.,צעק בחזרה לאלה שינסו לדבר מעלינו.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first word in the translation ""צעק"" should be capitalized as ""צעק"" to follow the capitalization conventions in Hebrew.
[Minor]: [Punctuation] - The translation is missing a period at the end of the sentence."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת החוצה או להתנפל על אנשים כשאתה משתעל סערת ליחה.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first word in the translation ""זה"" should be capitalized as ""זה"" according to Hebrew capitalization conventions.
[Minor]: [punctuation] - The comma after ""להתנפל על אנשים"" should be a period to end the sentence properly."
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הנזלת של הקוביד שלך לכל מקום!!!,"MQM annotations:
linguistic conventions errors:
[Major]: [punctuation] - The punctuation mark ""!!!"" at the end of the sentence is not standard in Hebrew.
[Minor]: [capitalization] - The word ""קוביד"" (COVID) should be capitalized."
106,Mio knows that sorrow is life's constant companion.,"העצב הוא בן לוויה קבוע של החיים, מיו יודעת זאת.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first word ""העצב"" should be capitalized as it is at the beginning of the sentence."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, ייל מוצאת את עצמה במקום של אהבה ויש לה הרגשות עצומות שהיא לא יודעת מה לעשות איתן אז יש הרבה משניהם.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is not grammatically correct. The phrase ""of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with"" is awkward and does not flow naturally.
[Minor]: [punctuation] - The comma after ""4,000"" should be removed to follow standard punctuation conventions."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""#MangoMorón"" should be capitalized according to the conventions of the Hebrew language.
[Minor]: [Spelling] - The word ""פיאסקו"" is misspelled and should be ""פיאסקו""."
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" של ערוץ חדשות כבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?","MQM annotations:
linguistic conventions errors:
[Major]: [capitalization] - The word ""executive"" should not be capitalized in the translation.
[Minor]: [punctuation] - The use of quotation marks around ""executive"" is not necessary in the translation."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""Arnie"" should be capitalized.
[Minor]: [Punctuation] - The comma after ""שלו"" (his) should be removed."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות ה-Salesforce המובילות המציעה את שירותי ה-Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"MQM annotations:
linguistic conventions errors:
[Major]: [capitalization] - The word ""Salesforce"" is not consistently capitalized throughout the translation.
[Minor]: [punctuation] - The comma after ""המובילות"" should be removed."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, making the flow of the sentence less natural."
124,"Forget me, fine.","שכח ממני, בסדר.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""שכח"" should be capitalized as ""שכח"" according to Hebrew capitalization conventions."
125,"Ignore me, fine.","התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף.","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation includes an unnecessary period after ""בסדר""."
129,Slamming a door in my face takes effort.,טריקת דלת בפרצופי דורשת מאמץ.,"MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The sentence is missing a period at the end."
133,That vessel is off-limits.,.כלי השיט הזה אסור בשימוש,"MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The Hebrew translation uses a period (""."") at the end of the sentence, while the English source does not have any punctuation."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות עוד אדם טס על אותה ספינה.,"MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the source text. The phrase ""often flies aboard that ship"" should be translated in a more natural order."
138,If he were to die... the consequences would be... significant.,אם הוא ימות... התוצאות יהיו... משמעותיות.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - Missing period at the end of the sentence."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Here is the Hebrew translation:

הנה קורס מזורז (מעט ארוך יותר מ) אורך ציוץ במה שאני מתכוון באבא-יפיקציה:","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of the first word in the translation should be capitalized.
[Minor]: [punctuation] - The colon after ""Here is the Hebrew translation:"" should be replaced with a period."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The translation uses ""המשחק"" (the game) instead of capitalizing ""The Last of Us"" as in the source text."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד"" does not flow naturally and has grammatical issues compared to the source text ""Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.""
[Minor]: [word order] - The word order in the translation ""דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד"" is slightly different from the source text ""Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has."""
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Bootstrapping"" should be in lowercase according to the conventions of the target language.
[Minor]: [punctuation] - The use of quotation marks around ""משיכה בשרוכי הנעליים"" is inconsistent with the rest of the translation."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""אנו"" should be capitalized."
150,"- We don't sell tickets, or charge a subscription.",אנחנו לא מוכרים כרטיסים או גובים דמי מנוי.,"MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - Missing period at the end of the sentence."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד בלתי נתפס, טרור ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The use of the period at the end of the sentence is not necessary."
159,Over time dart became my go-to for quick UI.,"עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים במהירות.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first word ""עם"" should be capitalized.
[Minor]: punctuation - The comma after ""דארט"" should be removed."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter הוא תענוג לעבוד איתו, ויש להם #mobx לניהול חנות קל.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The Hebrew translation incorrectly capitalizes ""#mobx"" instead of keeping it in lowercase like the English source."
161,"The dependency story is less insane than nodejs, too.","סיפור התלות פחות מטורף מ-nodejs, גם.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, making the flow of the sentence less natural."
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע).","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע)"" does not follow the grammatical structure of the source text. The translation seems to be a literal word-for-word translation, which results in an unnatural and grammatically incorrect sentence in Hebrew.
[Minor]: [punctuation] - The translation uses a period (""."") instead of a comma ("","") after the phrase ""בכל מקום, באמת""."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה בנפש ונראה פחות מוחשי מאשר בריאות פיזית.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""נפש"" should be capitalized as it is a proper noun.
[Minor]: [Punctuation] - The period at the end of the sentence is missing."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","בדיוק כפי שבריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש במידת מה שלהיות טרנס זה פשוט להיות אינטרסקס של המוח.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""להיות אינטרסקס של המוח"" (to be intersex of the mind) is grammatically incorrect. The correct phrasing would be something like ""להיות אינטרסקסואל במוח"" (to be intersexual in the mind)."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The word ""ביולוגית"" should be in lowercase ""ביולוגי"" to match the capitalization conventions in Hebrew."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: הרשת כיום היא בעיקר עניין של גוגל, למרבה הצער","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The translation uses ""גוגל"" (Google) with an initial capital letter, while the source text uses ""Google"" with all letters capitalized."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלומר לי שאפליקציות google/flutter גרועות ב-iOS וב-macOS.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The translation ""בנוסף, אנא הימנע מלומר לי שאפליקציות google/flutter גרועות ב-iOS וב-macOS."" should have ""Google"" and ""Flutter"" capitalized to match the source text."
200,Cross platform is hard if you want to do it well.,תצוגה בין פלטפורמות זה קשה אם אתה רוצה לעשות את זה טוב.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure ""תצוגה בין פלטפורמות זה קשה אם אתה רוצה לעשות את זה טוב"" is grammatically incorrect. The subject ""תצוגה בין פלטפורמות"" does not agree with the verb ""זה קשה"".
[Minor]: [capitalization] - The first word ""תצוגה"" should be capitalized at the beginning of the sentence."
202,Thank you to those people who have downloaded the latest update to Leasey.,.תודה לאותם אנשים שהורידו את העדכון האחרון של Leasey,"MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The first letter of the proper noun ""Leasey"" should be capitalized."
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד צצו.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The translation uses a period (""."") at the end of the sentence, while the source text does not end with any punctuation."
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,"אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; זה יכול להיות שהכלים פשוט רחבים ומעורפלים מדי, עד שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is unnatural and does not flow well. The translation could be improved to better match the natural sentence structure in Hebrew.
[Minor]: [punctuation] - The use of the semicolon (';') instead of a comma (',') is not the standard punctuation convention in Hebrew."
211,Grafana looks pretty.,גרפנה נראית די יפה.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of the word ""גרפנה"" should be capitalized according to Hebrew grammar conventions."
218,...And that's how I found myself having to sort out a raid group roster.,...וככה מצאתי את עצמי צריך לסדר את הרשימה של קבוצת הפשיטה.,"MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence ""וככה מצאתי את עצמי צריך לסדר את הרשימה של קבוצת הפשיטה"" is grammatically incorrect. The verb ""צריך"" should be in the infinitive form ""לסדר"" to match the sentence structure."
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים רמסו את נשמתי ואיבדתי את כל התשוקה שלי לבדיון ולסיפור סיפורים נהדר.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The translation ""החיים רמסו את נשמתי ואיבדתי את כל התשוקה שלי לבדיון ולסיפור סיפורים נהדר"" does not match the grammatical structure of the source text ""Then, life crushed my soul and I lost all my passion for fiction and great storytelling."" The translation uses the past tense ""איבדתי"" (I lost) instead of the past tense of the source text."
222,I'm now on book # 31 and it's only May.,אני כבר בספר מספר 31 וזה רק מאי.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""מאי"" (May) should be capitalized."
224,I haven't really achieved anything.,לא ממש השגתי שום דבר.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Spelling] - The translation ""לא ממש השגתי שום דבר."" contains a minor spelling error. The correct spelling should be ""לא ממש השגתי דבר."""
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והרעועות ברחבי המדינה.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The word ""Again"" should not be capitalized in the translation."
233,Deport the white supremacists.,גרשו את תומכי העליונות הלבנה.,"MQM annotations:
linguistic conventions errors:
[minor]: capitalization - The word ""העליונות"" should be capitalized as ""העליונות"" to follow the capitalization conventions in Hebrew."
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","אני כל כך עייף מהכותרות הטוענות ש""העבודה מרחוק מתה"" או ש""העבודה מרחוק הייתה ניסוי כושל"".","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of the word ""העבודה"" should be capitalized.
[Minor]: [Punctuation] - The period at the end of the sentence is missing."
