index,original,translated,design_and_markup_annotation
64,The ratings--seeking delusional irresponsibility of it all.,"הבלתי-אחריות המדומיינת וחסרת-האחריות של כל זה, המחפשת דירוגים.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters cause them to be malformed."
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד מאווורר, מה שבעצם אומר שאני יכול לקבל הרבה מכרסמים שמוצאים בו מקלט.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזאת אמש, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי להן פיסטוק בדבק סופר.","Source (English): I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.

Translation (Hebrew): לבסוף נמאס לי מהשגרה הזאת אמש, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי להן פיסטוק בדבק סופר.

MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The translation does not contain any markup tags or emoji, so there are no design and markup errors."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים וזיכויי מס שמעודדים פעילות עסקית רבה יותר.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` causing it to be malformed."
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעלים של עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx נעלם, למרות שזה יהיה מרוץ צמוד לתחתית בין goatse ל, נגיד, khou.com, שם ניסיתי לצפות בסרטון ש-Wendy שלחה לי.","MQM annotations:
design and markup errors:
[Minor]: [MARKUP TAG] - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""& gt ;"" instead of ""&gt;""."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
95,Yell back at those who would try to talk over us.,צעק בחזרה לאלה שינסו לדבר מעלינו.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `צעק בחזרה לאלה שינסו לדבר מע[לינו]MARKUP TAG.`."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת החוצה או להתנפל על אנשים כשאתה משתעל סערת ליחה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&gt;` cause them to be malformed."
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הנזלת של הקוביד שלך לכל מקום!!!,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character `&gt;` has extra whitespace inserted, making it malformed."
106,Mio knows that sorrow is life's constant companion.,"העצב הוא בן לוויה קבוע של החיים, מיו יודעת זאת.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&#gt;` in the target text, causing it to be malformed."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, ייל מוצאת את עצמה במקום של אהבה ויש לה הרגשות עצומות שהיא לא יודעת מה לעשות איתן אז יש הרבה משניהם.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `#MangoMorón` causing it to be malformed."
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" של ערוץ חדשות כבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.","Source (English):
As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.

Translation (Hebrew):
ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.

MQM annotations:
design and markup errors:
None

The provided Hebrew translation does not contain any design or markup errors. The translation accurately represents the source text without any issues related to markup tags, HTML characters, or emoji formats."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות ה-Salesforce המובילות המציעה את שירותי ה-Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character `&gt;` is malformed due to the inserted whitespace."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
124,"Forget me, fine.","שכח ממני, בסדר.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses square brackets `[ ]` to enclose the emoji, which is different from the source text format."
125,"Ignore me, fine.","התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&gt;` cause them to be malformed."
129,Slamming a door in my face takes effort.,טריקת דלת בפרצופי דורשת מאמץ.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&#1496;` (טריקת)."
133,That vessel is off-limits.,.כלי השיט הזה אסור בשימוש,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity with extra whitespace: "".כלי השיט הזה אסור בשימוש[.]MARKUP TAG"""
137,But another individual often flies aboard that ship.,אבל לעתים קרובות עוד אדם טס על אותה ספינה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The target text contains an extra whitespace within the escaped HTML character `&#91;`, making it malformed."
138,If he were to die... the consequences would be... significant.,אם הוא ימות... התוצאות יהיו... משמעותיות.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Here is the Hebrew translation:

הנה קורס מזורז (מעט ארוך יותר מ) אורך ציוץ במה שאני מתכוון באבא-יפיקציה:","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses square brackets `[]` to enclose the emoji, which differs from the source text format."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `יורדים.` causing it to be malformed."
150,"- We don't sell tickets, or charge a subscription.",אנחנו לא מוכרים כרטיסים או גובים דמי מנוי.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses square brackets `[]` to enclose the text, which is not present in the English source."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד בלתי נתפס, טרור ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
159,Over time dart became my go-to for quick UI.,"עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים במהירות.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the escaped HTML character `&gt;`, making it malformed.

The annotated translation is as follows:

עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים [במהירות]MARKUP TAG."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter הוא תענוג לעבוד איתו, ויש להם #mobx לניהול חנות קל.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses the hashtag symbol ""#"" for both ""flutter"" and ""mobx"", which is not consistent with the English source text that uses the hashtag symbol only for ""flutter""."
161,"The dependency story is less insane than nodejs, too.","סיפור התלות פחות מטורף מ-nodejs, גם.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The target text contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע).","Source (English):
Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).

Translation (Hebrew):
כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע).

MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoticon format has changed relative to the source text."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה בנפש ונראה פחות מוחשי מאשר בריאות פיזית.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","בדיוק כפי שבריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש במידת מה שלהיות טרנס זה פשוט להיות אינטרסקס של המוח.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character `&gt;` is malformed due to the inserted whitespace."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses square brackets `[]` to enclose the word ""biologically non-binary"", which is not present in the English source text."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: הרשת כיום היא בעיקר עניין של גוגל, למרבה הצער","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלומר לי שאפליקציות google/flutter גרועות ב-iOS וב-macOS.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
200,Cross platform is hard if you want to do it well.,תצוגה בין פלטפורמות זה קשה אם אתה רוצה לעשות את זה טוב.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `תצוגה בין פלטפורמות זה קשה אם אתה רוצה לעשות את זה טוב.`."
202,Thank you to those people who have downloaded the latest update to Leasey.,.תודה לאותם אנשים שהורידו את העדכון האחרון של Leasey,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` cause it to be malformed."
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד צצו.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity with extra whitespace: ""צצו[.]MARKUP TAG"""
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,"אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; זה יכול להיות שהכלים פשוט רחבים ומעורפלים מדי, עד שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed."
211,Grafana looks pretty.,גרפנה נראית די יפה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity, with extra whitespace inserted within the `&gt;` entity.

The source text ""Grafana looks pretty."" is translated to Hebrew as ""גרפנה נראית די יפה."" The translation contains the following markup error:

""גרפנה נראית די יפה[& gt ;]MARKUP TAG""

The extra whitespace inserted within the `&gt;` HTML entity causes it to be malformed."
218,...And that's how I found myself having to sort out a raid group roster.,...וככה מצאתי את עצמי צריך לסדר את הרשימה של קבוצת הפשיטה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` causing it to be malformed."
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","אז, החיים רמסו את נשמתי ואיבדתי את כל התשוקה שלי לבדיון ולסיפור סיפורים נהדר.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
222,I'm now on book # 31 and it's only May.,אני כבר בספר מספר 31 וזה רק מאי.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` causing it to be malformed."
224,I haven't really achieved anything.,לא ממש השגתי שום דבר.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&#1500;&#1500;`."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והרעועות ברחבי המדינה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` cause it to be malformed."
233,Deport the white supremacists.,גרשו את תומכי העליונות הלבנה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed.

The source text ""Deport the white supremacists."" is translated to Hebrew as ""גרשו את תומכי העליונות הלבנה."". The translation appears to be accurate, but the markup for the translation contains extra whitespaces within the escaped HTML characters, which is a minor design and markup error."
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","אני כל כך עייף מהכותרות הטוענות ש""העבודה מרחוק מתה"" או ש""העבודה מרחוק הייתה ניסוי כושל"".","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"כולם רק מחפשים כותרות מושכות, אבל זה מדאיג אותי לגבי המנהלים הבכירים והמנהלים שקוראים את המאמרים האלה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,הוא מאפשר לאנשים להימנע מנסיעות ארוכות הגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
243,To just ignore these facts is wrong.,להתעלם מעובדות אלה פשוט זה לא נכון.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the HTML entity `&#gt;`, making it malformed."
