index,original,translated,style_annotation
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע.,"MQM annotations:
Style Errors:
[Major]: [REGISTER] - The translation uses a formal register (""היה"") which does not match the informal tone of the source text (""was"").
[Minor]: [UNNATURAL FLOW] - The translation ""פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע"" reads a bit awkwardly and could be phrased in a more natural way in Hebrew."
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" של ערוץ חדשות כבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?","MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""מנהל"") compared to the informal tone of the source text (""executive"").
[minor]: [unnatural flow] - The phrasing in the translation ""קיבל את ההחלטה לתת"" sounds slightly unnatural and could be more concise."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו"" reads too literally and lacks the natural flow expected in the target language.
[minor]: [REGISTER] - The translation uses a formal register (""ההגה של היפהפייה האקזוטית שלו"") while the source text has a more casual tone (""the wheel of his exotic beauty"")."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות ה-Salesforce המובילות המציעה את שירותי ה-Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"MQM annotations:
Style Errors:
[major]: [COMPANY STYLE] - The translation does not follow the company's style guidelines, which may require avoiding passive voice.
[minor]: [INCONSISTENCY] - The translation uses both ""קודליאו"" and ""קודליאו היא"" inconsistently to refer to the same entity.
[minor]: [UNNATURAL FLOW] - The translation reads a bit awkwardly, lacking the natural flow expected in the target language. A more idiomatic phrasing could be used."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין"" reads too literally and lacks the natural flow expected in the target language."
124,"Forget me, fine.","שכח ממני, בסדר.","MQM annotations:
Style Errors:
[minor]: [REGISTER] - The translation uses a more formal register (""שכח ממני"") compared to the casual tone of the source text (""Forget me, fine."")."
125,"Ignore me, fine.","התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף"" reads awkwardly and lacks the natural flow expected in the target language. A more natural translation would be ""התעלם ממני, בסדר. אין צורך בתרגום נוסף."""
129,Slamming a door in my face takes effort.,טריקת דלת בפרצופי דורשת מאמץ.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""טריקת דלת בפרצופי דורשת מאמץ"" reads too literally and lacks the natural flow expected in the target language. A more natural expression in Hebrew would be smoother and more idiomatic."
133,That vessel is off-limits.,.כלי השיט הזה אסור בשימוש,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""כלי השיט הזה אסור בשימוש"" reads too literally and lacks the natural flow expected in the target language. A more natural expression in Hebrew would be ""אסור להשתמש בכלי השיט הזה""."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות עוד אדם טס על אותה ספינה.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""אבל לעתים קרובות עוד אדם טס על אותה ספינה"" reads too literally and lacks the natural flow expected in the target language. A more natural expression would be ""אבל לעתים אדם אחר טס גם הוא על אותה ספינה""."
138,If he were to die... the consequences would be... significant.,אם הוא ימות... התוצאות יהיו... משמעותיות.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""אם הוא ימות... התוצאות יהיו... משמעותיות."" reads too literally and lacks the natural flow expected in the target language. A more natural expression would be ""אם הוא ימות... ההשלכות יהיו... משמעותיות."""
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Here is the Hebrew translation:

הנה קורס מזורז (מעט ארוך יותר מ) אורך ציוץ במה שאני מתכוון באבא-יפיקציה:","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות."" reads awkwardly and lacks the natural flow expected in Hebrew. A more idiomatic translation would be required."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. The phrasing ""דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים"" sounds awkward and could be expressed more naturally in Hebrew.
[minor]: [REGISTER] - The use of the formal term ""סוכנות"" instead of a more colloquial expression may not align with the overall tone and register of the source text."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה"" reads too literally and lacks the natural flow expected in the target language. A more idiomatic translation would be more appropriate."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"MQM annotations:
Style Errors:
[minor]: [company_style] - The translation ""אנו שולחים התראות כאשר מחירי הטיסות יורדים."" does not match the company's preferred style of using passive voice, which the source text ""We send out notifications when airfare goes on sale"" follows."
150,"- We don't sell tickets, or charge a subscription.",אנחנו לא מוכרים כרטיסים או גובים דמי מנוי.,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""אנחנו לא מוכרים כרטיסים או גובים דמי מנוי"" reads a bit awkwardly and lacks the natural flow expected in the target language. A more natural phrasing could be used."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד בלתי נתפס, טרור ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","MQM annotations:
Style Errors:
[major]: [unnatural flow] - The translation ""עם זאת, פחד בלתי נתפס, טרור ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה."" reads too literally and lacks the natural flow expected in the target language. A more natural phrasing would be more idiomatic."
159,Over time dart became my go-to for quick UI.,"עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים במהירות.","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים במהירות"" reads a bit awkwardly and lacks the natural flow expected in Hebrew. A more natural translation would be something like ""לאורך הזמן, דארט הפך להיות הבחירה שלי לפיתוח ממשקי משתמש מהירים""."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter הוא תענוג לעבוד איתו, ויש להם #mobx לניהול חנות קל.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""ויש להם #mobx לניהול חנות קל"" reads awkwardly and lacks the natural flow expected in the target language. A more natural expression would be ""וכן יש להם את #mobx לניהול חנות בקלות""."
161,"The dependency story is less insane than nodejs, too.","סיפור התלות פחות מטורף מ-nodejs, גם.","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""סיפור התלות פחות מטורף מ-nodejs, גם."" reads too literally and lacks the natural flow expected in the target language. A more idiomatic translation would be smoother and more natural."
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע).","MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""באמת. אפילו פלאטר עם מטרת אינטרנט גרוע"" sounds awkward and could be expressed more naturally.
[minor]: [REGISTER] - The translation uses a formal register (""כמובן"") when a more casual tone would be more appropriate in this context."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה בנפש ונראה פחות מוחשי מאשר בריאות פיזית.,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""מכיוון שזה קורה בנפש ונראה פחות מוחשי מאשר בריאות פיזית"" reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
