index,original,translated,terminology_annotation
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","כשהלכנו לשלם בקופה, הקופאית הייתה אישה טרנסית די ברורה.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""אישה טרנסית"" (transgender woman) does not accurately convey the meaning of the source term ""#trans woman"". The term ""טרנסית"" (transgender) should be used instead."
27,And I said her nails looked cool.,.ואמרתי לה שהציפורניים שלה נראות מגניבות,"MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The glossary term ""nails"" should have been translated as ""ציפורניים"" in Hebrew."
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,החיוך של הקלה על פניה היה הרגשה נהדרת אבל העובדה שהיא פחדה קודם זה מחורבן לגמרי ואני שונא את זה.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""החיוך"" (the smile) does not accurately convey the meaning of ""relief"" in the source text.
[major]: [WRONG TERM] - The term ""מחורבן"" (fucked up) is too strong and does not accurately convey the meaning of ""sucks"" in the source text."
33,It takes the state's governor.,לוקח את המושל של המדינה.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""governor"" in the source text should have been translated as ""המושל"" in the target text, but the translation ""המדינה"" (the state) does not match the glossary term."
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","במחקר זה, המבוסס על וריאנט של מודל האיתות הקלאסי של לואיס (1969), אנו חוקרים את התנאים להופעת תקשורת תלוית הקשר בתרחיש ממוקם.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""Lewis (1969)"" should have been translated as ""לואיס (1969)"" in Hebrew.
minor: WRONG TERM - The term ""context-dependent communication"" should have been translated as ""תקשורת תלוית הקשר"" instead of ""תקשורת תלוית הקשר""."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","בו זמנית, אנו חוקרים את התנאים הסביבתיים ואת היכולות הקוגניטיביות המאפשרים פענוח הקשרי של משמעויות סמלים.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""contextual disambiguation"" should have been translated as ""פענוח הקשרי"" instead of ""פענוח הקשרי של משמעויות סמלים""."
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים שאילוצים סביבתיים על בחירת הנמען של המקבל יכולים להיות מנוצלים באופן חד-צדדי על ידי השולח, ללא יכולות פענוח מצד המקבל.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""receiver"" in the source text should have been translated as ""נמען"" in the target text, but it was not.
major: TERM NOT APPLIED - The term ""sender"" in the source text should have been translated as ""שולח"" in the target text, but it was not.
minor: WRONG TERM - The term ""disambiguation"" in the source text was translated as ""פענוח"" in the target text, but a more appropriate term would be ""הבחנה""."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","אשנטי דבלופמנט עובדת עם מספר הולך וגדל של קהילות באזור אשנטי בגאנה במשך קרוב ל-20 שנה, מתקשרת עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, שירותי בריאות, נטיעת עצים וחקלאות.","MQM annotations:
Terminology Errors:
[minor]: [term not applied] - The term ""Ashanti Development"" should have been translated as ""אשנטי דבלופמנט"" instead of the literal translation ""אשנטי דבלופמנט"".
[minor]: [wrong term] - The term ""communities"" should have been translated as ""קהילות"" instead of the literal translation ""קהילות"".
[minor]: [wrong term] - The term ""water and sanitation"" should have been translated as ""מים וסניטציה"" instead of the literal translation ""מים ותברואה"".
[minor]: [wrong term] - The term ""tree planting"" should have been translated as ""נטיעת עצים"" instead of the literal translation ""נטיעת עצים"".
[minor]: [wrong term] - The term ""farming"" should have been translated as ""חקלאות"" instead of the literal translation ""חקלאות""."
47,Communities gain the knowledge to embed and support their own development.,הקהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The Hebrew translation ""להטמיע ולתמוך בפיתוח שלהן"" does not accurately convey the meaning of the English term ""embed and support their own development"". The Hebrew translation is more literal and does not capture the nuance of the original."
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה ב-2011.,"MQM annotations:
Terminology Errors:
minor: term not applied - The glossary term ""Ghana"" should have been used instead of the transliteration ""גאנה""."
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""address"" should have been translated as ""כתובת"" in Hebrew.
[major]: [TERM NOT APPLIED] - The term ""shipping"" should have been translated as ""משלוח"" in Hebrew."
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,בוקר למחרת ואני לא מצליח להתגבר על ההתחזות המחפירה של כריס ליכט לעיתונות שירות הציבור ב-CNN אמש.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""public service journalism"" is not accurately translated as ""עיתונות שירות הציבור"" in the Hebrew translation. The correct terminology should be ""עיתונות ציבורית"" or ""עיתונות שירות ציבורי""."
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל סמלי נגד דמוקרטיה של שקרים ותלונות ב-6 בינואר, שאורגן באופן הרסני על ידי התקשורת האמריקאית.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""Jan 6 anti-democratic festivus"" is not translated correctly into Hebrew. The translation ""פסטיבל סמלי נגד דמוקרטיה של שקרים ותלונות ב-6 בינואר"" does not convey the same meaning as the source.
minor: WRONG TERM - The term ""self-destructively"" is translated as ""הרסני"", which means ""destructive"" in Hebrew. The translation does not accurately capture the nuance of ""self-destructively"" in the source."
60,THE SHAMEFUL AUDIENCE.,הקהל המביש.,"MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The glossary term ""הקהל"" (the audience) in the target text does not match the correct term specified in the glossary."
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,"MQM annotations:
Terminology Errors:
major: term not applied - The term ""Republican"" in the source text was not properly translated into Hebrew. The translation ""רפובליקני"" does not accurately convey the meaning of the source."
63,There's a story to be reported there.,יש סיפור שצריך לדווח עליו שם.,"MQM annotations:
Terminology Errors:
minor: term not applied - The Hebrew translation ""יש סיפור שצריך לדווח עליו שם"" does not use the correct terminology for ""story to be reported""."
64,The ratings--seeking delusional irresponsibility of it all.,"הבלתי-אחריות המדומיינת וחסרת-האחריות של כל זה, המחפשת דירוגים.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""delusional"" in the source text is not accurately translated as ""מדומיינת"" (imaginary) in the target text. A more appropriate translation would be ""מדומה"" (delusional).
[major]: [TERM NOT APPLIED] - The term ""irresponsibility"" in the source text is not accurately translated as ""חסרת-אחריות"" (lack of responsibility) in the target text. A more appropriate translation would be ""אחריות בלתי אחראית"" (irresponsibility).
[minor]: [WRONG TERM] - The term ""ratings-seeking"" in the source text is translated as ""המחפשת דירוגים"" (seeking ratings) in the target text. While the translation is not incorrect, a more natural phrasing in Hebrew would be ""המונעת על ידי חיפוש דירוגים"" (motivated by seeking ratings)."
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד מאווורר, מה שבעצם אומר שאני יכול לקבל הרבה מכרסמים שמוצאים בו מקלט.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""rodents"" should have been translated as ""מכרסמים"" instead of ""מכרסמים שמוצאים בו מקלט""."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזאת אמש, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי להן פיסטוק בדבק סופר.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""peanut butter"" should have been translated as ""חמאת בוטנים"" instead of ""חמאת בוטנים"".
[major]: [WRONG TERM] - The glossary term ""pistachio"" should have been translated as ""אגוז פיסטוק"" instead of ""פיסטוק""."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים וזיכויי מס שמעודדים פעילות עסקית רבה יותר.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""grants"" should have been translated as ""מענקים"" in Hebrew.
[major]: [TERM NOT APPLIED] - The glossary term ""tax credits"" should have been translated as ""זיכויי מס"" in Hebrew."
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעלים של עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""provincial government"" in the source text should have been translated as ""ממשלה המחוזית"" in the target text, but the translation used ""הממשלה המחוזית"" instead."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx נעלם, למרות שזה יהיה מרוץ צמוד לתחתית בין goatse ל, נגיד, khou.com, שם ניסיתי לצפות בסרטון ש-Wendy שלחה לי.","MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""goatse.cx"" is not translated correctly in the target text.
Minor: WRONG TERM - The term ""khou.com"" is not translated correctly in the target text."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,"MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""bumper stickers"" should have been translated as ""מדבקות פגוש"" instead of the more general ""מדבקות"".
minor: WRONG TERM - The term ""טראמפ"" should be capitalized as ""טראמפ"" to match the proper name."
95,Yell back at those who would try to talk over us.,צעק בחזרה לאלה שינסו לדבר מעלינו.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""צעק"" (to yell) should have been used instead of ""צעק בחזרה"" (yell back) to better match the source text."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת החוצה או להתנפל על אנשים כשאתה משתעל סערת ליחה.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""mucus storm"" should have been translated as ""סערת ליחה"" instead of ""סערת ליחה""."
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הנזלת של הקוביד שלך לכל מקום!!!,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""סערת הנזלת"" does not match the glossary entry for ""covid mucus storm"".
[minor]: [WRONG TERM] - The term ""הקוביד"" should be capitalized as ""הקוביד"" to match the glossary entry."
106,Mio knows that sorrow is life's constant companion.,"העצב הוא בן לוויה קבוע של החיים, מיו יודעת זאת.","MQM annotations:
Terminology Errors:
[minor]: [WRONG TERM] - The term ""העצב"" (the sorrow) does not accurately convey the meaning of ""sorrow"" as a constant companion of life. A more appropriate term would be ""הצער"" (the grief)."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, ייל מוצאת את עצמה במקום של אהבה ויש לה הרגשות עצומות שהיא לא יודעת מה לעשות איתן אז יש הרבה משניהם.","MQM annotations:
Terminology Errors:
major: TERM NOT APPLIED - The term ""Yl"" is not a standard glossary term and should be translated or explained.
major: WRONG TERM - The term ""feels"" should be translated as a more appropriate term in Hebrew, such as ""רגשות"" or ""תחושות""."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""#MangoMorón"" does not fit the context and should be translated more appropriately."
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" של ערוץ חדשות כבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""executive"" in the source text should have been translated as ""מנהל"" (manager) in the target text, rather than using the English term.
[minor]: [WRONG TERM] - The term ""fat, lying criminal"" in the source text should have been translated more neutrally, without the subjective descriptors ""fat"" and ""lying""."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""היפהפייה האקזוטית"" (the exotic beauty) does not accurately convey the meaning of the source term ""his exotic beauty""."
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות ה-Salesforce המובילות המציעה את שירותי ה-Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""קודליאו"" should be translated as ""Codleo"" to match the source text.
[minor]: [WRONG TERM] - The term ""שותפות ה-Salesforce"" should be translated as ""Salesforce Partner"" to match the source text.
[minor]: [WRONG TERM] - The term ""שירותי ה-Salesforce"" should be translated as ""Salesforce services"" to match the source text."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין.,"MQM annotations:
Terminology Errors:
minor: term not applied - The Hebrew translation ""להיות עוין"" does not match the glossary term for ""hostile"" in the source text."
124,"Forget me, fine.","שכח ממני, בסדר.","MQM annotations:
Terminology Errors:
minor: term not applied - The Hebrew translation ""שכח ממני, בסדר."" does not match the glossary term for ""Forget me, fine."" in the source text."
125,"Ignore me, fine.","התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף.","MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The Hebrew translation ""התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף"" does not use the correct terminology for ""Ignore me, fine."" The translation should have used a more natural and idiomatic Hebrew expression."
129,Slamming a door in my face takes effort.,טריקת דלת בפרצופי דורשת מאמץ.,"MQM annotations:
Terminology Errors:
minor: [term not applied] - The Hebrew translation ""טריקת דלת בפרצופי"" does not match the glossary term ""slamming a door in my face"" from the English source."
133,That vessel is off-limits.,.כלי השיט הזה אסור בשימוש,"MQM annotations:
Terminology Errors:
minor: TERM NOT APPLIED - The Hebrew translation ""כלי השיט הזה אסור בשימוש"" does not use the correct terminology for ""vessel"" as specified in the glossary."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות עוד אדם טס על אותה ספינה.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""ספינה"" (ship) in the target text does not match the correct term ""אוניה"" as specified in the glossary."
138,If he were to die... the consequences would be... significant.,אם הוא ימות... התוצאות יהיו... משמעותיות.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""ימות"" (die) in the target text does not match the glossary specification for the source term ""die"".
[major]: [WRONG TERM] - The term ""התוצאות יהיו"" (the consequences would be) in the target text does not fit the context of the source text."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Here is the Hebrew translation:

הנה קורס מזורז (מעט ארוך יותר מ) אורך ציוץ במה שאני מתכוון באבא-יפיקציה:","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""dad-ification"" is not translated correctly in the Hebrew translation. The translation ""אבא-יפיקציה"" does not accurately convey the meaning of the original English term."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The translation ""אבהות"" (fatherhood) does not accurately convey the meaning of ""dad-ification"" in the source text, which refers to the portrayal of a father-child relationship in media."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד.","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""Dad-ification"" is not translated correctly into Hebrew. The translation ""דאדיפיקציה"" does not convey the intended meaning.
[major]: [WRONG TERM] - The term ""agency"" is translated as ""סוכנות"", which does not accurately capture the meaning in the given context."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה.","MQM annotations:
Terminology Errors:
Major: TERM NOT APPLIED - The term ""אבאיזציה"" (Dad-ification) is not a standard Hebrew term and does not accurately convey the meaning of the source term.
Minor: WRONG TERM - The term ""משיכה בשרוכי הנעליים"" (bootstrapping) is a direct translation that may not be widely recognized in the target language context."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The glossary term ""airfare"" should have been translated as ""מחירי הטיסות"" (prices of flights) instead of ""הטיסות"" (the flights)."
150,"- We don't sell tickets, or charge a subscription.",אנחנו לא מוכרים כרטיסים או גובים דמי מנוי.,"MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The term ""כרטיסים"" (tickets) in the target text does not match the glossary specification of ""tickets"" in the source text.
[minor]: [TERM NOT APPLIED] - The term ""דמי מנוי"" (subscription fees) in the target text does not match the glossary specification of ""subscription"" in the source text."
154,"Yet, unimaginable fear, terror and displacement have left them with the invisible scar of trauma.","עם זאת, פחד בלתי נתפס, טרור ועקירה הותירו בהם את הצלקת הבלתי נראית של הטראומה.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""עקירה"" (uprooting) does not accurately convey the meaning of ""displacement"" in the source text."
159,Over time dart became my go-to for quick UI.,"עם הזמן, דארט הפך לבחירה שלי ליצירת ממשקים במהירות.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""דארט"" (Dart) should be translated as ""אפליקציית דארט"" (Dart application) to better fit the context."
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter הוא תענוג לעבוד איתו, ויש להם #mobx לניהול חנות קל.","MQM annotations:
Terminology Errors:
[minor]: [WRONG TERM] - The term ""חנות"" (store) should be translated as ""מאגר"" (store) to match the context of ""store management"" in the source text."
161,"The dependency story is less insane than nodejs, too.","סיפור התלות פחות מטורף מ-nodejs, גם.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""nodejs"" in the target text does not fit the context and should be translated more appropriately."
162,"Of course flutter sucks really bad when it comes to behaving like a good native app would (anywhere, really. Even flutter web target sucks).","כמובן שפלאטר גרוע ממש כשמדובר בהתנהגות כמו אפליקציה טובה (בכל מקום, באמת. אפילו פלאטר עם מטרת אינטרנט גרוע).","MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The term ""flutter"" should have been translated as ""פלאטר"" in Hebrew.
[major]: [TERM NOT APPLIED] - The term ""flutter web target"" should have been translated as ""פלאטר עם מטרת אינטרנט"" in Hebrew."
182,Because it happens in the mind and seems less tangible than physical health.,מכיוון שזה קורה בנפש ונראה פחות מוחשי מאשר בריאות פיזית.,"MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""נפש"" (soul) does not accurately convey the meaning of ""mind"" in the source text."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","בדיוק כפי שבריאות הנפש נתפסת כפחות ""אמיתית"" מבריאות הגוף על ידי רבים, אני מרגיש במידת מה שלהיות טרנס זה פשוט להיות אינטרסקס של המוח.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""אינטרסקס"" (intersex) does not accurately convey the intended meaning of ""being transgender"" in the given context."
188,"I feel that to be trans is to be ""biologically non-binary"".","אני מרגיש שלהיות טרנס זה להיות ""ביולוגית לא בינארי"".","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""ביולוגית לא בינארי"" does not accurately convey the meaning of ""biologically non-binary"" in the source text. The translation should use a more appropriate terminology that captures the intended meaning."
198,"(And also: The Web is now largely a Google thing, unfortunately)","וגם: הרשת כיום היא בעיקר עניין של גוגל, למרבה הצער","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""גוגל"" (Google) should be capitalized as it is a proper noun."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,"בנוסף, אנא הימנע מלומר לי שאפליקציות google/flutter גרועות ב-iOS וב-macOS.","MQM annotations:
Terminology Errors:
[major]: [WRONG TERM] - The term ""google/flutter"" should be translated as ""גוגל/פלאטר"" in Hebrew."
200,Cross platform is hard if you want to do it well.,תצוגה בין פלטפורמות זה קשה אם אתה רוצה לעשות את זה טוב.,"MQM annotations:
Terminology Errors:
[major]: [TERM NOT APPLIED] - The Hebrew translation ""תצוגה בין פלטפורמות"" does not match the correct glossary term for ""Cross platform"" in the source text."
202,Thank you to those people who have downloaded the latest update to Leasey.,.תודה לאותם אנשים שהורידו את העדכון האחרון של Leasey,"MQM annotations:
Terminology Errors:
[minor]: [TERM NOT APPLIED] - The glossary term ""Leasey"" should have been translated as ""לייסי"" in Hebrew."
203,A few very small difficulties have come to light.,כמה קשיים קטנים מאוד צצו.,"MQM annotations:
Terminology Errors:
minor: [term not applied] - The Hebrew translation ""קשיים קטנים מאוד"" does not match the glossary term ""difficulties"" in the source text."
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,"אני לא יודע בדיוק למה המוח שלי לא מצליח להבין את זה; זה יכול להיות שהכלים פשוט רחבים ומעורפלים מדי, עד שהמוח שלי פשוט נתקע בגלל 'יותר מדי אפשרויות'.","MQM annotations:
Terminology Errors:
minor: term not applied - The glossary term ""brain"" should have been translated as ""המוח"" in Hebrew.
minor: wrong term - The glossary entry ""hardlocks"" should have been translated as ""נתקע"" in Hebrew."
211,Grafana looks pretty.,גרפנה נראית די יפה.,"MQM annotations:
Terminology Errors:
minor: term not applied - The term ""Grafana"" should have been translated as ""גרפנה"" instead of ""גרפנה נראית""."
