index,original,translated,accuracy_annotation
22,"When we went to check out, the cashier is a fairly obvious #trans woman.","כשהלכנו לשלם בקופה, הקופאית הייתה אישה טרנסית די ברורה.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""אישה טרנסית די ברורה"" (a fairly obvious trans woman) does not fully capture the nuance of the source text, which describes the cashier as a ""fairly obvious #trans woman"". The translation lacks the contextual reference to the cashier's transgender identity.
[Minor]: no-error"
27,And I said her nails looked cool.,.ואמרתי לה שהציפורניים שלה נראות מגניבות,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/addition - The translation adds the word ""לה"" (to her) which is not present in the source text."
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,החיוך של הקלה על פניה היה הרגשה נהדרת אבל העובדה שהיא פחדה קודם זה מחורבן לגמרי ואני שונא את זה.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""החיוך של הקלה על פניה היה הרגשה נהדרת"" (The smile of relief on her face was a great feeling) does not fully capture the nuance of the source text, which expresses a mix of relief and prior fear/distress.
[Major]: accuracy/mistranslation - The translation ""זה מחורבן לגמרי ואני שונא את זה"" (this is completely fucked up and I hate it) does not precisely match the source text's expression of the fact that the prior fear ""FUCKING SUCKS AND I HATE IT""."
33,It takes the state's governor.,לוקח את המושל של המדינה.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""לוקח את המושל של המדינה"" (takes the governor of the state) does not accurately reflect the meaning of the source text ""It takes the state's governor"", which suggests that the governor takes or is responsible for something, rather than being ""taken"" by something."
38,"In this work, based on a variant of the classical Lewis (1969) signaling model, we explore the conditions for the emergence of context-dependent communication in a situated scenario.","במחקר זה, המבוסס על וריאנט של מודל האיתות הקלאסי של לואיס (1969), אנו חוקרים את התנאים להופעת תקשורת תלוית הקשר בתרחיש ממוקם.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""המבוסס על וריאנט של מודל האיתות הקלאסי של לואיס (1969)"" does not fully reflect the meaning of the source text ""based on a variant of the classical Lewis (1969) signaling model"". The translation is more literal and does not capture the nuance of ""variant"" in the source.
[Minor]: [accuracy/addition] - The translation ""בתרחיש ממוקם"" adds the word ""situated"" which is not present in the source text ""in a situated scenario""."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","בו זמנית, אנו חוקרים את התנאים הסביבתיים ואת היכולות הקוגניטיביות המאפשרים פענוח הקשרי של משמעויות סמלים.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: accuracy/mistranslation - The translation ""פענוח הקשרי של משמעויות סמלים"" does not precisely reflect the meaning of the source text ""contextual disambiguation of symbol meanings"". The Hebrew translation uses the term ""contextual decoding"" instead of ""contextual disambiguation""."
41,"We show that environmental constraints on the receiver's referent choice can be unilaterally exploited by the sender, without disambiguation capabilities on the receiver's end.","אנו מראים שאילוצים סביבתיים על בחירת הנמען של המקבל יכולים להיות מנוצלים באופן חד-צדדי על ידי השולח, ללא יכולות פענוח מצד המקבל.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""אילוצים סביבתיים על בחירת הנמען של המקבל"" does not fully capture the meaning of the source text ""environmental constraints on the receiver's referent choice"". The translation focuses more on the receiver's referent choice, while the source text emphasizes the environmental constraints.
[Minor]: [accuracy/addition] - The translation ""ללא יכולות פענוח מצד המקבל"" adds the phrase ""on the receiver's end"", which is not explicitly present in the source text ""without disambiguation capabilities on the receiver's end""."
46,"Ashanti Development has been working with an ever-expanding number of communities in the Ashanti region of Ghana for approaching 20 years, engaging with communities and providing support with water and sanitation, education, healthcare, tree planting and farming.","אשנטי דבלופמנט עובדת עם מספר הולך וגדל של קהילות באזור אשנטי בגאנה במשך קרוב ל-20 שנה, מתקשרת עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, שירותי בריאות, נטיעת עצים וחקלאות.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""מתקשרת עם הקהילות"" (communicates with the communities) does not fully capture the meaning of ""engaging with communities"" in the source text.
[Minor]: accuracy/addition - The phrase ""מספקת תמיכה"" (provides support) is an addition that is not present in the source text."
47,Communities gain the knowledge to embed and support their own development.,הקהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""הקהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן"" does not fully capture the meaning of the English source ""Communities gain the knowledge to embed and support their own development."" The Hebrew translation focuses more on the communities acquiring knowledge to implement and support their own development, while the English source emphasizes the communities gaining the knowledge to embed and support their own development.
[Minor]: none"
52,Photos from my visit to Ghana in 2011.,תמונות מהביקור שלי בגאנה ב-2011.,"MQM annotations:
Accuracy Errors
[Minor]: None

The translation accurately reflects the meaning of the source text. There are no accuracy errors identified."
55,They won't allow me to tell them the address it's going to and who is shipping it.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה"" does not fully reflect the meaning of the source text ""They won't allow me to tell them the address it's going to and who is shipping it."" The translation seems to focus more on the fact that they won't allow the speaker to say the address and who is sending it, rather than the specific information the speaker is not allowed to provide.
[Minor]: no-error"
58,The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night.,בוקר למחרת ואני לא מצליח להתגבר על ההתחזות המחפירה של כריס ליכט לעיתונות שירות הציבור ב-CNN אמש.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""ההתחזות המחפירה של כריס ליכט לעיתונות שירות הציבור"" does not fully reflect the meaning of the source text ""Chris Licht's disgraceful pretense of public service journalism"". The Hebrew translation focuses more on the ""pretense"" aspect rather than the ""disgraceful"" nature of Licht's actions.
[Minor]: none"
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","זו הייתה שערורייה, כמו פסטיבל סמלי נגד דמוקרטיה של שקרים ותלונות ב-6 בינואר, שאורגן באופן הרסני על ידי התקשורת האמריקאית.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""פסטיבל סמלי נגד דמוקרטיה של שקרים ותלונות"" does not fully capture the meaning of the source text ""an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance"". The translation focuses more on the anti-democratic aspect and the lies and grievances, while the source text also conveys a sense of outrage and the event being a ""festivus"" or celebration.
[Minor]: [accuracy/addition] - The translation adds the phrase ""שאורגן באופן הרסני על ידי התקשורת האמריקאית"" which is not present in the source text. While this addition helps provide context, it is not strictly necessary for conveying the meaning of the source."
60,THE SHAMEFUL AUDIENCE.,הקהל המביש.,"MQM annotations:
Accuracy Errors
[Minor]: [accuracy/mistranslation] - The translation ""המביש"" (shameful) does not precisely reflect the meaning of the source text ""THE SHAMEFUL AUDIENCE"", which suggests a more general sense of shame or embarrassment rather than a specific judgment of the audience as shameful."
61,Licht AGREED to an all Republican audience!,ליכט הסכים לקהל רפובליקני בלבד!,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""הסכים לקהל רפובליקני בלבד!"" (agreed to a Republican-only audience) does not accurately reflect the meaning of the source text ""Licht AGREED to an all Republican audience!"". The translation suggests that Licht agreed to speak to a Republican-only audience, while the source indicates that Licht agreed to an audience that was entirely Republican.

[Minor]: no-error"
63,There's a story to be reported there.,יש סיפור שצריך לדווח עליו שם.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""יש סיפור שצריך לדווח עליו שם"" does not fully capture the meaning of the English source ""There's a story to be reported there."" The Hebrew translation focuses more on the need to report the story, while the English source simply states that there is a story to be reported, without specifying the need to report it."
64,The ratings--seeking delusional irresponsibility of it all.,"הבלתי-אחריות המדומיינת וחסרת-האחריות של כל זה, המחפשת דירוגים.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""המדומיינת וחסרת-האחריות של כל זה, המחפשת דירוגים"" does not fully capture the meaning of the English source ""The ratings--seeking delusional irresponsibility of it all."" The Hebrew translation focuses more on the ""irresponsibility"" aspect, while the English source emphasizes the ""ratings-seeking"" and ""delusional"" nature of the irresponsibility.
[Minor]: no-error"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","יש לי מרתף מאוד מאווורר, מה שבעצם אומר שאני יכול לקבל הרבה מכרסמים שמוצאים בו מקלט.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""מוצאים בו מקלט"" (find refuge in it) does not precisely reflect the meaning of the source text ""taking refuge"", which implies the rodents are actively seeking shelter in the drafty basement.
[Minor]: accuracy/addition - The translation ""מה שבעצם אומר"" (which essentially means) adds an extra explanatory phrase that is not present in the source text."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.","לבסוף נמאס לי מהשגרה הזאת אמש, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי להן פיסטוק בדבק סופר.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The phrase ""ניקיתי את כל המלכודות מחמאת בוטנים"" (I cleaned all the traps of peanut butter) does not precisely reflect the meaning of the source text ""cleaned all the traps of peanut butter"". The translation implies that the traps were made of peanut butter, which is not the case in the original.
[Minor]: accuracy/addition - The phrase ""והדבקתי להן פיסטוק בדבק סופר"" (and I glued a pistachio to them with super glue) adds the detail of using super glue, which is not explicitly mentioned in the source text."
76,But they also cut grants and tax credits that encourage more business activity.,אבל הם גם קיצצו מענקים וזיכויי מס שמעודדים פעילות עסקית רבה יותר.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/omission - The translation omits ""and tax credits"" from the source text, which is an important part of the meaning."
77,"I own a business. It's successful in spite of the provincial government, not because of it.","אני בעלים של עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""הוא מצליח למרות הממשלה המחוזית, לא בגללה"" does not fully reflect the meaning of the source text ""It's successful in spite of the provincial government, not because of it."" The translation implies that the business is successful despite the provincial government, while the source text suggests that the business is successful not because of the provincial government.

[Minor]: no-error"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","זה נכון גם עכשיו כש-goatse.cx נעלם, למרות שזה יהיה מרוץ צמוד לתחתית בין goatse ל, נגיד, khou.com, שם ניסיתי לצפות בסרטון ש-Wendy שלחה לי.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""למרות שזה יהיה מרוץ צמוד לתחתית בין goatse ל, נגיד, khou.com"" does not fully capture the meaning of the source text ""where I tried to watch a video the Wendy sent me."" The translation focuses on the comparison between goatse and khou.com, but does not mention the video that the source text refers to.
[Minor]: [accuracy/addition] - The translation ""ש-Wendy שלחה לי"" adds the pronoun ""לי"" (to me), which is not present in the source text."
94,Get some bumper stickers that are anti-Trump and plaster them all over.,השג כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""השג כמה מדבקות פגוש שהן נגד טראמפ והדבק אותן בכל מקום"" does not fully convey the meaning of the source text ""Get some bumper stickers that are anti-Trump and plaster them all over."" The translation focuses more on the physical act of obtaining and placing the stickers, rather than the intended meaning of spreading anti-Trump sentiment.
[Minor]: accuracy/addition - The translation ""והדבק אותן בכל מקום"" includes the additional phrase ""in every place,"" which is not present in the source text."
95,Yell back at those who would try to talk over us.,צעק בחזרה לאלה שינסו לדבר מעלינו.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""צעק בחזרה לאלה שינסו לדבר מעלינו"" does not fully capture the meaning of the source text ""Yell back at those who would try to talk over us."" The Hebrew translation focuses more on yelling back at those who try to talk over us, rather than the broader idea of standing up to those who try to silence us.
[Minor]: no errors."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,זה לא מקובל חברתית לצאת החוצה או להתנפל על אנשים כשאתה משתעל סערת ליחה.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""להתנפל על אנשים"" (to rush up to people) does not precisely reflect the meaning of the English source ""rush up to people"", which has a more aggressive connotation.
[Minor]: accuracy/addition - The Hebrew translation ""סערת ליחה"" (mucus storm) adds more detail compared to the English source ""coughing up a mucus"", which does not specify the intensity of the coughing."
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,אני חוזר. זה לא מקובל חברתית להפיץ את סערת הנזלת של הקוביד שלך לכל מקום!!!,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""סערת הנזלת של הקוביד"" (COVID mucus storm) does not accurately reflect the meaning of the source text ""your covid mucus storm"". The translation is more literal and does not convey the intended meaning of the source.
[Minor]: no-error"
106,Mio knows that sorrow is life's constant companion.,"העצב הוא בן לוויה קבוע של החיים, מיו יודעת זאת.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""העצב הוא בן לוויה קבוע של החיים"" (The sorrow is a constant companion of life) does not precisely reflect the meaning of the source text ""Mio knows that sorrow is life's constant companion."" The translation focuses on the sorrow itself being a constant companion, rather than Mio's knowledge of this fact.
[Minor]: none"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","לאחר 4,000 של מצוקה, ייל מוצאת את עצמה במקום של אהבה ויש לה הרגשות עצומות שהיא לא יודעת מה לעשות איתן אז יש הרבה משניהם.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""מוצאת את עצמה במקום של אהבה"" (finds herself in a place of love) does not fully capture the meaning of the source text ""is having huge feels she doesn't know what to do with"", which suggests the character is experiencing strong emotions that they are unsure how to handle.
[Minor]: [accuracy/addition] - The translation ""יש לה הרגשות עצומות שהיא לא יודעת מה לעשות איתן"" (she has huge feelings that she doesn't know what to do with) adds the word ""feelings"" which is not explicitly present in the source text."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,פיאסקו האתמול עם #מנגומורון היה פיאסקו מזעזע.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""פיאסקו מזעזע"" (outrageous fiasco) does not fully capture the meaning of the source text ""an outrageous fiasco"", which has a stronger connotation of being a shocking or scandalous event.
[Minor]: no-error"
111,"Which cable news ""executive"" made the call to give the fat, lying criminal this much air-time?","איזה ""מנהל"" של ערוץ חדשות כבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""fat, lying criminal"" does not accurately reflect the meaning of the source text, which refers to the person as a ""criminal"" but does not describe them as ""fat"" or ""lying"".
[Minor]: [accuracy/addition] - The translation adds the word ""executive"" which is not present in the source text."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך לשחצנות מאחורי ההגה של היפהפייה האקזוטית שלו.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""whose newfound confidence turns to arrogance"" does not fully capture the meaning of the source text, which indicates that Arnie's newfound confidence behind the wheel of the exotic car has turned into arrogance.
[Minor]: no-error"
118,Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,קודליאו היא אחת משותפות ה-Salesforce המובילות המציעה את שירותי ה-Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""קודליאו היא אחת משותפות ה-Salesforce המובילות"" does not accurately reflect the meaning of the source text ""Codleo is one of the best Salesforce Partner"". The translation uses the term ""שותפות"" (partners) instead of ""אחת מהשותפים המובילים"" (one of the best partners).
[Minor]: accuracy/addition - The translation ""המציעה את שירותי ה-Salesforce הטובים ביותר"" adds the phrase ""הטובים ביותר"" (the best), which is not present in the source text."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,אחד הדברים המטורפים ביותר בנוגע לשכנים שלי שפונים נגדי הוא לחשוב כמה מאמץ צריך להשקיע כדי להיות עוין.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""להיות עוין"" (to be hostile) does not fully capture the meaning of the source text ""how much effort it takes to be hostile"". The source text suggests that the effort required to be hostile towards the neighbors is surprising, which is not clearly conveyed in the translation.
[Minor]: no-error

The translation overall accurately conveys the meaning of the source text, with the exception of the mistranslation of the phrase ""how much effort it takes to be hostile"". The rest of the translation is a good representation of the source content."
124,"Forget me, fine.","שכח ממני, בסדר.","MQM annotations:
Accuracy Errors
[Minor]: [accuracy/omission] - The translation omits the word ""fine"" from the source text, which conveys a sense of acceptance or resignation."
125,"Ignore me, fine.","התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""התעלם ממני, בסדר., פשוט תספק את התרגום ללא טקסט נוסף"" does not precisely reflect the meaning of the English source text ""Ignore me, fine."" The Hebrew translation adds additional information that is not present in the source.
[Minor]: no-error"
129,Slamming a door in my face takes effort.,טריקת דלת בפרצופי דורשת מאמץ.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""טריקת דלת בפרצופי"" does not fully capture the meaning of ""Slamming a door in my face"". The Hebrew translation focuses more on the physical action of slamming the door in the person's face, while the English source suggests a more metaphorical meaning of the door being slammed in the person's face.
[Minor]: none"
133,That vessel is off-limits.,.כלי השיט הזה אסור בשימוש,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""כלי השיט הזה אסור בשימוש"" (This vessel is prohibited from use) does not precisely reflect the meaning of the source text ""That vessel is off-limits."" The translation suggests the vessel is prohibited from use, while the source indicates the vessel is off-limits or restricted."
137,But another individual often flies aboard that ship.,אבל לעתים קרובות עוד אדם טס על אותה ספינה.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/addition - The translation ""לעתים קרובות"" (often) adds more frequency to the statement compared to the source text ""another individual often flies"".
[Minor]: no-error"
138,If he were to die... the consequences would be... significant.,אם הוא ימות... התוצאות יהיו... משמעותיות.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""התוצאות יהיו... משמעותיות"" does not fully capture the nuance of the source text ""the consequences would be... significant"". The Hebrew translation is more literal and lacks the conditional nature of the English.
[Minor]: none"
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Here is the Hebrew translation:

הנה קורס מזורז (מעט ארוך יותר מ) אורך ציוץ במה שאני מתכוון באבא-יפיקציה:","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""אורך ציוץ"" (length of a tweet) does not accurately reflect the meaning of the source text ""toot-length"" which refers to the length of a Mastodon post, not a tweet.
[Minor]: [accuracy/addition] - The translation ""מעט ארוך יותר מ"" (a little longer than) adds additional information that is not present in the source text."
142,The Last of Us is an easy and canonical example of dad-ification.,"המשחק ""The Last of Us"" הוא דוגמה קלה וקנונית לאבהות.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""דוגמה קלה וקנונית לאבהות"" does not accurately reflect the meaning of the English source ""an easy and canonical example of dad-ification"". The Hebrew translation focuses on the concept of ""fatherhood"" (אבהות), while the English source is referring to the ""dad-ification"" trope, which is a broader concept in media and storytelling."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.","דאדיפיקציה שוחקת את האפשרות לפתרונות קהילתיים, ולעתים קרובות מתעלמת לחלוטין, או חותרת תחת כל סוכנות שיש לילד.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""דאדיפיקציה"" does not accurately reflect the meaning of ""Dad-ification"" in the source text. The translation is a direct transliteration of the English term rather than a translation that captures the intended meaning.
[Minor]: accuracy/omission - The translation does not fully convey the meaning of ""often wholly ignores, or undercuts any agency the child has"" from the source text."
146,"In this way, Dad-ification is a stand in for a lot of neoliberal ideals; especially ideas like bootstrapping and self-sufficiency as being an ultimate goal/indicator for success.","בדרך זו, ""אבאיזציה"" מייצגת הרבה אידיאלים נאו-ליברליים; במיוחד רעיונות כמו ""משיכה בשרוכי הנעליים"" ועצמאות כמטרה/אינדיקטור עליון להצלחה.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""משיכה בשרוכי הנעליים"" (literally ""pulling on shoelaces"") does not accurately convey the meaning of the English idiom ""bootstrapping"" which refers to the idea of self-reliance and personal initiative.
[Minor]: accuracy/mistranslation - The translation ""עצמאות"" (independence) does not fully capture the nuance of ""self-sufficiency"" in the source text."
148,- We send out notifications when airfare goes on sale.,אנו שולחים התראות כאשר מחירי הטיסות יורדים.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The Hebrew translation ""אנו שולחים התראות כאשר מחירי הטיסות יורדים"" does not fully capture the meaning of the English source ""We send out notifications when airfare goes on sale."" The Hebrew translation focuses on airfare prices decreasing, while the English source is about airfare going on sale.
[Minor]: none"
150,"- We don't sell tickets, or charge a subscription.",אנחנו לא מוכרים כרטיסים או גובים דמי מנוי.,"MQM annotations:
Accuracy Errors
[Minor]: accuracy/omission - The translation omits the phrase ""or charge a subscription"", which is present in the source text."
