index,original,translated,style_annotation
19,I know they're not fast compared,遅いと比べると、分かっています。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""遅いと比べると、分かっています。"" reads too literally and lacks the natural flow expected in the target language. A more natural translation would be something like ""速くはないことは分かっています。"""
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",私はボードショーツとワイフビーターを着て、彼はタトゥーだらけで、自分で「ネオナチみたいに見える」と表現した新しい髪型をしている。,"MQM annotations:
Style Errors:
[major]: [register] - The translation uses a formal register (""彼"" instead of ""あなた"") which does not match the casual tone of the source text.
[minor]: [unnatural flow] - The translation ""自分で「ネオナチみたいに見える」と表現した新しい髪型をしている"" sounds a bit awkward and overly literal compared to the more natural flow of the source text."
36,NY is the best hope for accountability,ニューヨークが説明責任の最良の希望です。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""ニューヨークが説明責任の最良の希望です。"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be required."
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,現実世界のコミュニケーションは、文脈に依存しない意味を持つシグナルを送ることに還元できないという重要な証拠がある。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""現実世界のコミュニケーションは、文脈に依存しない意味を持つシグナルを送ることに還元できないという重要な証拠がある"" reads too literally and lacks the natural flow expected in the Japanese language."
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",コンテキスト依存的なコミュニケーションは、環境特性(コンテキストの分布など)に大きく影響される、多層的な状況的現象であると提案する。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""コンテキスト依存的なコミュニケーションは、環境特性(コンテキストの分布など)に大きく影響される、多層的な状況的現象であると提案する"" reads too literally and lacks the natural flow expected in the Japanese language."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,2011年にニコラスと一緒に様々なプロジェクトをサポートする6か月間を過ごせたことは幸運でした。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""2011年にニコラスと一緒に様々なプロジェクトをサポートする6か月間を過ごせたことは幸運でした。"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression could be used."
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",週末に会ったときは、特に植林や農場支援の進捗を聞いて嬉しかったです。,"MQM annotations:
Style Errors:
[minor]: [register] - The translation uses a more formal register (""週末に会ったときは"") compared to the casual tone of the source text (""When we caught up at the weekend"").
[minor]: [unnatural flow] - The translation ""特に植林や農場支援の進捗を聞いて嬉しかったです"" sounds a bit awkward and overly literal compared to the more natural flow of the source text."
61,Licht AGREED to an all Republican audience!,賛成しました。,"MQM annotations:
Style Errors:
[Major]: [REGISTER] - The translation ""賛成しました"" uses a formal register, while the source text ""Licht AGREED to an all Republican audience!"" suggests a more informal or conversational tone."
65,It can't be repeated.,それを繰り返すことはできません。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""それを繰り返すことはできません。"" reads too literally and lacks the natural flow expected in Japanese."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晩、このルーティンに嫌気がさしたので、全てのトラップからピーナッツバターを取り除き、ピスタチオをスーパーグルーで固定しました。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""昨晩、このルーティンに嫌気がさしたので、全てのトラップからピーナッツバターを取り除き、ピスタチオをスーパーグルーで固定しました。"" reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",私はこれまでほとんどすべての「人道的」な罠を試してきましたが、あまり成功していません。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""私はこれまでほとんどすべての「人道的」な罠を試してきましたが、あまり成功していません。"" reads too literally and lacks the natural flow expected in Japanese."
74,"They aren't, at least not in Alberta.",それらはそうではありません、少なくともアルバータでは。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""それらはそうではありません、少なくともアルバータでは。"" reads too literally and lacks the natural flow expected in Japanese."
75,Sure they cut business taxes.,はい、彼らは企業税を削減しました。,"MQM annotations:
Style Errors:
[Major]: [COMPANY STYLE] - The translation does not match the company's style guidelines for translating business-related terms."
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",グラスゴーに彼を降ろすだけです。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""グラスゴーに彼を降ろすだけです。"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be something like ""彼をグラスゴーに降ろすだけです。"""
85,"""There's not something you hear a lot 'I'm just dropping him off in Glasgow,' "" the ticket guy said.","""グラスゴーに彼を降ろすだけです""と、チケット販売員は言った。","MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""グラスゴーに彼を降ろすだけです"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression would be something like ""グラスゴーに彼を送り届けるだけです""."
90,And they are truly nuts.,そして、彼らは本当にナッツです。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""そして、彼らは本当にナッツです。"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural way to express this would be ""彼らは本当にナットのようだ。"" or ""彼らは本当にナットみたいだ。""."
95,Yell back at those who would try to talk over us.,怒鳴り返せ、私たちを押し黙らせようとする者たちに。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""怒鳴り返せ、私たちを押し黙らせようとする者たちに。"" reads too literally and lacks the natural flow expected in Japanese.
[Minor]: [REGISTER] - The use of the formal pronoun ""私たち"" may not be appropriate in this context, a more casual register could be more suitable."
98,My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,私の隣人と私は同時に家に着き、私は通りを隔てた向こうから彼がCOVID-19の痰を激しく咳き上げているのが聞こえました。,"MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal register (""私の隣人と私は同時に家に着き"") compared to the casual tone of the source text (""My neighbor & I arrived home at the same time"").
[minor]: [unnatural flow] - The phrase ""COVID-19の痰を激しく咳き上げている"" sounds slightly unnatural and overly literal compared to the more natural-sounding source text (""coughing up a covid mucus storm"")."
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,そのため私は彼を避けるために急いでアパートに入ろうとしましたが、彼はまだ私と話をするために追いついてきました。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""そのため私は彼を避けるために急いでアパートに入ろうとしましたが、彼はまだ私と話をするために追いついてきました。"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural translation would be smoother and less word-for-word."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","4,000の苦しみの後、Ylは愛の場所に自分を見出し、どうしていいかわからない大きな感情に満ちています。","MQM annotations:
Style Errors
[major]: [unnatural flow] - The translation ""4,000の苦しみの後、Ylは愛の場所に自分を見出し、どうしていいかわからない大きな感情に満ちています"" reads too literally and lacks the natural flow expected in the target language. A more natural expression would be needed."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#マンゴーモロンとの騒動は、はなはだしい大失態でした。,"MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation uses a formal register (""昨日の"") which does not match the informal tone of the source text (""Yesterday's"").
[minor]: [UNNATURAL FLOW] - The phrase ""はなはだしい大失態でした"" reads a bit awkwardly and could be expressed in a more natural way in Japanese."
113,A cold front should arrive by the middle of next week.,来週の中旬までに寒冷前線が到着するはずです。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""来週の中旬までに寒冷前線が到着するはずです"" reads a bit too literally and lacks the natural flow expected in Japanese."
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",早朝、赤外線衛星と地上観測により、低層ストラタスと散在する<URL>の範囲が拡大していることが示されました。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""低層ストラタスと散在する"" reads too literally and lacks the natural flow expected in Japanese.
[Minor]: [REGISTER] - The use of the formal language ""示されました"" may not be appropriate for the context."
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけ、その専門知識を活用してCRMへの投資の価値を最大化する。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーが実装、カスタマイズ、統合、継続的なサポートを通じてあなたの事業がSalesforceのエコシステムで繁栄できるよう支援することを発見してください。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the Japanese language. A more natural and idiomatic expression would be more appropriate.

The translation is as follows:
Salesforceパートナーが実装、カスタマイズ、統合、継続的なサポートを通じてあなたの事業がSalesforceのエコシステムで繁栄できるよう支援することを発見してください。

Compared to the source text:
Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.

The Japanese translation follows the structure of the English source too closely, resulting in an unnatural flow. A more natural Japanese expression would be preferable."
137,But another individual often flies aboard that ship.,その船に別の個人がしばしば乗っている。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""その船に別の個人がしばしば乗っている"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression would be ""その船には別の人物もしばしば乗っている"" or similar."
142,The Last of Us is an easy and canonical example of dad-ification.,最後のわれわれは、父親化の簡単で典型的な例です。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""最後のわれわれは、父親化の簡単で典型的な例です"" reads too literally and lacks the natural flow expected in Japanese. A more natural translation would be required."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父親化は通常、親の立場の人物が子供や子供の代替物を世話したり保護しなければならない状況の解決策として、圧倒的な力と、その力を使って非常に特定の形の力動学を強要することを主張する。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, the phrase ""using that strength to force a very specifically shaped power dynamic"" could be expressed more naturally in Japanese.
[minor]: [REGISTER] - The overall tone of the translation is slightly more formal than the source text. A more natural, conversational register may be more appropriate."
147,Here's a quick overview of how to make use of our website.,ウェブサイトの使い方の概要はこちらです。,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation reads a bit too literally, lacking the natural flow expected in the target language. A more natural phrasing could be used."
148,- We send out notifications when airfare goes on sale.,航空券が値下がりした際に通知を送信します。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""航空券が値下がりした際に通知を送信します"" reads a bit too literally and lacks the natural flow expected in Japanese. A more natural expression could be ""航空券の値下がりがあった際に通知を送ります""."
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは平和で安全な環境で育つ権利がある。,"MQM annotations:
Style Errors:
[minor]: [register] - The translation uses a more formal tone compared to the source text, which has a more neutral register."
159,Over time dart became my go-to for quick UI.,ダートは時間とともに私のクイックUIの定番になりました。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""ダートは時間とともに私のクイックUIの定番になりました"" sounds too literal and lacks the natural flow expected in Japanese. A more natural expression would be ""ダートはクイックUIの定番になっていきました""."
164,Echidna with amethyst and magenta spikes.,エキドナ、アメジストとマゼンタのトゲ,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""エキドナ、アメジストとマゼンタのトゲ"" reads a bit awkwardly and lacks the natural flow expected in Japanese. A more natural phrasing could be ""アメジストとマゼンタのトゲを持つエキドナ""."
166,Their tail is extremely thick.,しっぽはとてもふさふさです。,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""しっぽはとてもふさふさです"" reads a bit awkwardly and lacks the natural flow expected in Japanese. A more natural way to express this would be ""しっぽがとてもふさふさしています""."
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目は梨色で、緋色のキャットアイグラスを着用しています。,"MQM annotations:
Style Errors:
[Major]: [REGISTER] - The translation uses a formal register (""着用しています"") which does not match the more casual tone of the source text (""wear"").
[Minor]: [UNNATURAL FLOW] - The phrase ""緋色のキャットアイグラス"" sounds a bit unnatural and could be phrased more naturally in Japanese."
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",現実生活では、私が何年も前に作った謎解きゲームを、私の母は好きだと言っていました。そして、ほとんどの秘密を自分で見つけ出したので、単に母親としての立場から言っているのではありませんでした。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. For example, ""私が何年も前に作った謎解きゲームを、私の母は好きだと言っていました。"" could be more naturally expressed.
[minor]: [REGISTER] - The use of ""言っていました"" is a bit formal, and a more casual expression like ""言ってた"" would be more appropriate in this context."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",我需要把这个从英语翻译成中文和福建话。,"MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation uses a formal register (e.g., ""我需要"") when a more casual register would be more appropriate.
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language."
179,Been toying with this thought for a little while:,少し前からこの考えを遊んでいます。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""少し前からこの考えを遊んでいます"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be ""しばらくこの考えを練っています""."
180,"Mental health is often seen as something separate from ""regular"" health.",精神的健康は、「通常の」健康とは別のものと見なされることが多い。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""精神的健康は、「通常の」健康とは別のものと見なされることが多い"" reads too literally and lacks the natural flow expected in Japanese."
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こるため、身体的な健康よりも目に見えにくいです。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""心の中で起こるため、身体的な健康よりも目に見えにくいです"" reads too literally and lacks the natural flow expected in Japanese."
194,Very much worth having a go at.,とても挑戦する価値があります。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""とても挑戦する価値があります"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be ""とてもやってみる価値があります"" or ""とても挑戦する価値がある""."
196,Playing around a bit with Flutter.,フラッターで少し遊んでいます。,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""フラッターで少し遊んでいます"" reads a bit too literally compared to the more natural English expression ""Playing around a bit with Flutter."""
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",私は正直に言って、Googleのテクノロジーをベースにしてビジネスを行うのは嫌です。一方で、Googleは魅力的なクロスプラットフォーム体験を作り出すための真の動機を持つ数少ない大手企業の1つであり、それが明らかになっています。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the Japanese language. For example, the phrase ""魅力的なクロスプラットフォーム体験を作り出すための真の動機を持つ"" sounds overly formal and could be expressed in a more natural way.
[minor]: [REGISTER] - The overall tone of the translation is slightly more formal than the original English text. For example, the use of ""正直に言って"" is a bit more formal than the casual tone of ""to be honest"" in the source."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,私はそのようなコメントを控えさせていただきます。,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""私はそのようなコメントを控えさせていただきます"" reads a bit awkwardly and lacks the natural flow expected in Japanese. A more natural phrasing could be ""そのようなコメントは控えさせていただきます""."
200,Cross platform is hard if you want to do it well.,クロスプラットフォームは、うまくやりたい場合は難しい。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""クロスプラットフォームは、うまくやりたい場合は難しい。"" reads too literally and lacks the natural flow expected in Japanese."
201,I know that.,私はそれを知っています。,"MQM annotations:
Style Errors:
[minor]: [REGISTER] - The translation uses a formal pronoun ""私は"" which does not match the informal tone of the source text ""I know that."""
202,Thank you to those people who have downloaded the latest update to Leasey.,ありがとうございます。,"MQM annotations:
Style Errors:
[Minor]: [UNNATURAL FLOW] - The translation ""ありがとうございます"" reads a bit too literal and lacks the natural flow expected in the Japanese language compared to the more natural-sounding English source ""Thank you to those people who have downloaded the latest update to Leasey."""
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,私の脳がそれを解き明かすことができないのはなぜかよくわかりません。ツールが非常に広範囲で曖昧であるため、選択肢が多すぎて脳がハードロックしてしまうのかもしれません。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the Japanese language. For example, the phrase ""選択肢が多すぎて脳がハードロックしてしまうのかもしれません"" sounds overly formal and could be expressed in a more natural way.
[minor]: [REGISTER] - The overall tone of the translation is slightly more formal than the source text. For example, the use of ""ツールが非常に広範囲で曖昧であるため"" instead of a more conversational phrasing."
211,Grafana looks pretty.,グラファナはきれいです。,"MQM annotations:
Style Errors:
[minor]: [company_style] - The translation ""グラファナはきれいです。"" does not match the company's style guide, which may prefer a more technical or descriptive term instead of ""きれいです""."
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",そして新しい#FFXIV レイド層が近づいてきたので、「本格的なレイドに挑戦したいけど、パーティファインダーは大混乱そうだし、自分を受け入れてくれるスタティックは見つからないだろう」と長い間考えていました。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the Japanese language. The sentence structure and phrasing could be improved to sound more natural.

[Minor]: [REGISTER] - The use of the formal phrase ""自分を受け入れてくれる"" may not be the most appropriate register for the context, which seems to be a more casual discussion about raiding in a video game."
214,"So I thought, screw it!",そうだな、構わないよ!,"MQM annotations:
Style Errors:
[Major]: [REGISTER] - The translation uses a more formal register (""そうだな、構わないよ!"") compared to the casual tone of the source text (""So I thought, screw it!"")."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",人々で溢れており、レイド固定に参加することに不安を感じているが、全く上手くできるとは期待していない。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""人々で溢れており、レイド固定に参加することに不安を感じているが、全く上手くできるとは期待していない"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression would be smoother and less repetitive.
[minor]: [REGISTER] - The use of ""人々"" is a bit formal, while the overall tone of the source text seems more casual. A more informal register would be more appropriate."
219,I was a voracious reader in my youth.,私は若い頃、貪欲な読書家でした。,"MQM annotations:
Style Errors:
[major]: [REGISTER] - The translation uses a formal register (""私は"") when a more informal register (""わたしは"") would be more natural for the context of being a ""voracious reader in my youth"".
[minor]: [UNNATURAL FLOW] - The translation ""貪欲な読書家でした"" sounds a bit awkward and overly literal compared to the more natural-sounding English source ""I was a voracious reader in my youth""."
227,They're not gonna talk about this on Bloomberg!,彼らはこれについてBloombergで話すつもりはありません。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""彼らはこれについてBloombergで話すつもりはありません"" reads too literally and lacks the natural flow expected in Japanese."
228,"But if Spotify has a good quarter, they will.",しかし、Spotifyが良い四半期を過ごせば、彼らは。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""しかし、Spotifyが良い四半期を過ごせば、彼らは"" reads awkwardly and lacks the natural flow expected in Japanese. A more natural translation would be something like ""しかし、Spotifyが良い四半期を過ごせば、そうなるだろう。"" or ""しかし、Spotifyが良い四半期を過ごせば、そうなることになるだろう。""."
231,These people want to improve their lives.,これらの人々は自分の生活を改善したいと考えています。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""これらの人々は自分の生活を改善したいと考えています"" reads a bit too literally compared to the more natural English expression ""These people want to improve their lives""."
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは死んだ」や「リモートワークは失敗した実験だった」と主張するヘッドラインに疲れてしまいました。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""「リモートワークは死んだ」や「リモートワークは失敗した実験だった」と主張するヘッドラインに疲れてしまいました。"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural translation would be smoother and more idiomatic."
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",快適な空間で仕事ができ、窒息するような騒々しい事務所ではなくて済むようにしてくれる。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""快適な空間で仕事ができ、窒息するような騒々しい事務所ではなくて済むようにしてくれる"" reads a bit awkwardly and lacks the natural flow expected in Japanese. A more natural phrasing would be smoother."
243,To just ignore these facts is wrong.,事実を無視するのは間違っています。,"MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation ""事実を無視するのは間違っています"" reads a bit too literally compared to the more natural English expression ""To just ignore these facts is wrong."""
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、キャリアのために子供を遅らせる現代の都市女性の衝動について言及した。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""パーカーは中絶と、キャリアのために子供を遅らせる現代の都市女性の衝動について言及した"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression would be to rephrase the sentence structure."
255,It took years of changing my life and working hard but finally...,人生を変え、懸命に働いた年月の末に、ついに...,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""人生を変え、懸命に働いた年月の末に、ついに..."" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be smoother and more idiomatic."
266,This is for Wikipedia's component library (OOUI).,これはウィキペディアのコンポーネントライブラリ(OOUI)のためのものです。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks the natural flow expected in the target language. A more natural expression could be used."
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親要素を作成し、そこにMOをインストールし、それが分離されていくのを観察する。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""一時的な親要素を作成し、そこにMOをインストールし、それが分離されていくのを観察する"" reads too literally and lacks the natural flow expected in Japanese. A more natural expression would be needed."
276,He's just absolutely ripped from tearing around my office twice a day.,彼は1日2回私の事務所を走り回ることで完全に引き締まっている。,"MQM annotations:
Style Errors:
[major]: [UNNATURAL FLOW] - The translation ""彼は1日2回私の事務所を走り回ることで完全に引き締まっている"" reads too literally and lacks the natural flow expected in the Japanese language. A more natural expression would be to use a different verb or phrase to convey the meaning."
278,It makes me so happy to see him thriving.,それを見て私はとても幸せです。,"MQM annotations:
Style Errors:
[major]: [register] - The translation uses a more formal tone (""それを見て私はとても幸せです"") compared to the more casual tone of the source text (""It makes me so happy to see him thriving"")."
285,Last week got a ton done and feeling much better about field items.,先週は大量の仕事を完了し、フィールド項目についてもずっと良い気分になっています。,"MQM annotations:
Style Errors:
[Major]: [UNNATURAL FLOW] - The translation ""先週は大量の仕事を完了し、フィールド項目についてもずっと良い気分になっています"" reads a bit awkwardly and lacks the natural flow expected in Japanese. A more natural phrasing could be used.
[Minor]: [REGISTER] - The use of the formal expression ""ずっと良い気分になっています"" may not be entirely appropriate for the casual tone of the source text."
