index,original,translated,audience_appropriateness_annotation
19,I know they're not fast compared,遅いと比べると、分かっています。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""遅いと比べると"" may not be a natural or common way to express the intended meaning in Japanese, as it lacks the cultural context of the English source text."
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",私はボードショーツとワイフビーターを着て、彼はタトゥーだらけで、自分で「ネオナチみたいに見える」と表現した新しい髪型をしている。,"MQM annotations:
audience appropriateness errors:

Major: culture-specific reference - The use of the term ""wife beater"" in the translation may be inappropriate or offensive in the Japanese cultural context, as it refers to a type of sleeveless undershirt associated with domestic violence.

Minor: culture-specific reference - The description of the new haircut as ""making me look like a neo-nazi"" may not be well understood or have the same cultural connotations in the Japanese context."
36,NY is the best hope for accountability,ニューヨークが説明責任の最良の希望です。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""best hope for accountability"" may not be easily understood by the Japanese audience, as the concept of ""accountability"" can have different cultural connotations."
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,現実世界のコミュニケーションは、文脈に依存しない意味を持つシグナルを送ることに還元できないという重要な証拠がある。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""文脈に依存しない意味を持つシグナルを送ること"" may not be a common or natural way of expressing the concept of ""sending signals with context-independent meaning"" in the Japanese cultural context.
[Minor]: WRONG LANGUAGE VARIETY - The term ""重要な証拠がある"" could be more natural and appropriate in the target Japanese audience if expressed as ""強い証拠がある"" or ""明確な証拠がある""."
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",コンテキスト依存的なコミュニケーションは、環境特性(コンテキストの分布など)に大きく影響される、多層的な状況的現象であると提案する。,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The term ""コンテキスト"" may not be a common or easily understandable term for the general Japanese audience, and a more familiar Japanese equivalent could be more appropriate."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,2011年にニコラスと一緒に様々なプロジェクトをサポートする6か月間を過ごせたことは幸運でした。,"MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""alongside Nicholas"" may not be a common or natural way to refer to a person in the Japanese cultural context."
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",週末に会ったときは、特に植林や農場支援の進捗を聞いて嬉しかったです。,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""chuffed"" may not be familiar to the Japanese audience and could be replaced with a more common expression."
61,Licht AGREED to an all Republican audience!,賛成しました。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""an all Republican audience"" is a culture-specific reference that may not be easily understood by a Japanese audience, as the political landscape and party affiliations may differ significantly between the US and Japan."
65,It can't be repeated.,それを繰り返すことはできません。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""it can't be repeated"" may not be a common or natural expression in Japanese, and could be perceived as slightly awkward or unfamiliar to the target audience."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晩、このルーティンに嫌気がさしたので、全てのトラップからピーナッツバターを取り除き、ピスタチオをスーパーグルーで固定しました。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""superglued a pistachio"" may not be a common or understandable practice for the Japanese audience, as the cultural context of using pistachio in this manner is not clear.
[Minor]: WRONG LANGUAGE VARIETY - The translation uses formal language (""取り除き"", ""固定しました"") which may not align with the more casual or colloquial tone of the source text."
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",私はこれまでほとんどすべての「人道的」な罠を試してきましたが、あまり成功していません。,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""fwiw"" (for what it's worth) may not be familiar to the Japanese audience."
74,"They aren't, at least not in Alberta.",それらはそうではありません、少なくともアルバータでは。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""at least not in Alberta"" may not be easily understood by a Japanese audience, as it refers to a specific region in Canada that may not be familiar to them."
75,Sure they cut business taxes.,はい、彼らは企業税を削減しました。,"MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""cut business taxes"" may not be a common or easily understandable concept for the Japanese audience, as the cultural context around taxation policies may differ."
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",グラスゴーに彼を降ろすだけです。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""dropping him off in Glasgow"" may not be immediately clear to a Japanese audience, as the cultural context of dropping someone off at a specific location may not be as common in Japan."
85,"""There's not something you hear a lot 'I'm just dropping him off in Glasgow,' "" the ticket guy said.","""グラスゴーに彼を降ろすだけです""と、チケット販売員は言った。","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""I'm just dropping him off in Glasgow"" may not be a common or natural way of expressing the idea in the Japanese cultural context, where the direct translation may sound slightly unusual."
90,And they are truly nuts.,そして、彼らは本当にナッツです。,"MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""they are truly nuts"" is a culture-specific idiom that may not be easily understood by the Japanese audience. A more direct translation or an explanation of the meaning would be more appropriate."
95,Yell back at those who would try to talk over us.,怒鳴り返せ、私たちを押し黙らせようとする者たちに。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""Yell back at those who would try to talk over us"" may be perceived as too confrontational or aggressive for some Japanese audiences, who may prefer a more indirect or polite approach to addressing disagreements.
[Minor]: WRONG LANGUAGE VARIETY - The translation ""怒鳴り返せ"" uses a more informal or colloquial language variety that may not be appropriate for all Japanese contexts, where a more formal or respectful tone may be expected."
98,My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,私の隣人と私は同時に家に着き、私は通りを隔てた向こうから彼がCOVID-19の痰を激しく咳き上げているのが聞こえました。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""COVID-19 mucus storm"" may be considered too graphic or inappropriate for some Japanese audiences.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""痰"" (phlegm) to describe the coughing may not be the most natural or common way to express this in the Japanese context."
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,そのため私は彼を避けるために急いでアパートに入ろうとしましたが、彼はまだ私と話をするために追いついてきました。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""to chat"" may not be a common or natural way to express the intended meaning in the Japanese cultural context."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","4,000の苦しみの後、Ylは愛の場所に自分を見出し、どうしていいかわからない大きな感情に満ちています。","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""huge feels"" may not be culturally appropriate or easily understandable for the Japanese audience."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#マンゴーモロンとの騒動は、はなはだしい大失態でした。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of the term ""#MangoMoron"" may not be understood or appropriate for the Japanese audience, as it is a culture-specific reference that could be seen as offensive or inappropriate."
113,A cold front should arrive by the middle of next week.,来週の中旬までに寒冷前線が到着するはずです。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""middle of next week"" may not be a common way to refer to time in Japanese culture, where more specific references to days of the week or dates are typically used."
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",早朝、赤外線衛星と地上観測により、低層ストラタスと散在する<URL>の範囲が拡大していることが示されました。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""<URL>"" may not be familiar or understandable to the Japanese audience, as it is a specific reference to an English-language website."
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけ、その専門知識を活用してCRMへの投資の価値を最大化する。,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""CRM"" may not be familiar to all Japanese readers and could benefit from further explanation or a more common Japanese equivalent."
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーが実装、カスタマイズ、統合、継続的なサポートを通じてあなたの事業がSalesforceのエコシステムで繁栄できるよう支援することを発見してください。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""enabling your business to thrive in the Salesforce ecosystem"" may not be easily understood by the Japanese audience, as the concept of a ""Salesforce ecosystem"" is specific to the Salesforce platform and its business context.
[Minor]: WRONG LANGUAGE VARIETY - The translation ""発見してください"" (Hakken shite kudasai) is a more formal expression in Japanese, which may not align with the more casual tone of the source text."
137,But another individual often flies aboard that ship.,その船に別の個人がしばしば乗っている。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""another individual"" may not be a natural or common way to refer to a person in the Japanese cultural context, where more relational or contextual terms are often used."
142,The Last of Us is an easy and canonical example of dad-ification.,最後のわれわれは、父親化の簡単で典型的な例です。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""dad-ification"" may not be easily understood by the Japanese audience, as it is a culture-specific reference to a Western concept."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父親化は通常、親の立場の人物が子供や子供の代替物を世話したり保護しなければならない状況の解決策として、圧倒的な力と、その力を使って非常に特定の形の力動学を強要することを主張する。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Dad-ification"" may not be easily understood by the Japanese audience, as it is a culture-specific concept that may not have a direct equivalent in the target language.
[Minor]: WRONG LANGUAGE VARIETY - The translation uses formal and technical language that may not be appropriate for the intended audience. A more conversational and accessible style would be more suitable."
147,Here's a quick overview of how to make use of our website.,ウェブサイトの使い方の概要はこちらです。,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The term ""quick overview"" may not be a common phrase in Japanese and could be perceived as too informal or casual for the intended audience."
148,- We send out notifications when airfare goes on sale.,航空券が値下がりした際に通知を送信します。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""when airfare goes on sale"" may not be a common expression in Japanese culture, and the translation ""航空券が値下がりした際に"" may not convey the same meaning."
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは平和で安全な環境で育つ権利がある。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""平和で安全な環境"" may not be a common way to express the concept of a ""peaceful and secure environment"" in the Japanese cultural context."
159,Over time dart became my go-to for quick UI.,ダートは時間とともに私のクイックUIの定番になりました。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""dart"" may not be a familiar concept for the Japanese audience, as it is more commonly associated with the English-speaking culture."
164,Echidna with amethyst and magenta spikes.,エキドナ、アメジストとマゼンタのトゲ,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""amethyst"" and ""magenta"" may not be familiar or commonly used to describe the spikes of an echidna in the Japanese cultural context."
166,Their tail is extremely thick.,しっぽはとてもふさふさです。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""しっぽはとてもふさふさです"" may be an unusual or unfamiliar way to describe a tail in the target Japanese culture, as it uses a more colloquial and subjective term (""ふさふさ"") rather than a more neutral descriptor."
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目は梨色で、緋色のキャットアイグラスを着用しています。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""pear"" to describe the color of their eyes may not be a common or intuitive color reference for the Japanese audience.
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""scarlet cateye glasses"" may not be a familiar or common fashion item for the Japanese audience."
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",愛吸血鬼,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""愛吸血鬼"" (Ai Kyūketsuki) may not be the most appropriate translation for ""everyone"" in the given context, as it specifically refers to ""vampire lovers"" or ""vampire enthusiasts"", which may not accurately represent the intended meaning."
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",現実生活では、私が何年も前に作った謎解きゲームを、私の母は好きだと言っていました。そして、ほとんどの秘密を自分で見つけ出したので、単に母親としての立場から言っているのではありませんでした。,"MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""on her own"" may not be a common expression in Japanese culture and could be interpreted differently by the target audience."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.",我需要把这个从英语翻译成中文和福建话。,"MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The Japanese translation ""我需要把这个从英语翻译成中文和福建话"" may not be appropriate for an English-speaking audience, as it references languages (Mandarin Chinese and Hokkien) that may not be familiar to them.
[Minor]: [wrong language variety] - The Japanese translation ""我需要把这个从英语翻译成中文和福建话"" uses the term ""中文"" (Zhongwen) which is a general term for the Chinese language, whereas the target audience may be more familiar with the term ""Mandarin"" to refer to the specific language variety."
179,Been toying with this thought for a little while:,少し前からこの考えを遊んでいます。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""遊んでいます"" (to play with) is not a common way to express ""toying with a thought"" in Japanese and may sound unusual or informal to the target audience."
180,"Mental health is often seen as something separate from ""regular"" health.",精神的健康は、「通常の」健康とは別のものと見なされることが多い。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""regular health"" may not be a common or well-understood concept in the Japanese cultural context, where the distinction between mental and physical health may be viewed differently."
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こるため、身体的な健康よりも目に見えにくいです。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""seems less tangible than physical health"" may not be as culturally relevant or understandable for a Japanese audience, as the concept of mental health being less tangible than physical health may not be as widely recognized in the target culture."
194,Very much worth having a go at.,とても挑戦する価値があります。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""have a go at"" may not be a common expression in Japanese culture, and could be less natural or understandable for the target audience."
196,Playing around a bit with Flutter.,フラッターで少し遊んでいます。,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The term ""playing around"" may not be a common or natural expression in Japanese culture and could be perceived as too casual or informal."
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",私は正直に言って、Googleのテクノロジーをベースにしてビジネスを行うのは嫌です。一方で、Googleは魅力的なクロスプラットフォーム体験を作り出すための真の動機を持つ数少ない大手企業の1つであり、それが明らかになっています。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""to be honest"" may not have the same cultural connotation in Japanese as it does in English, potentially sounding more direct or blunt.
[Minor]: WRONG LANGUAGE VARIETY - The use of the phrase ""it shows"" may not be a natural expression in Japanese, and a more idiomatic translation would be preferred."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,私はそのようなコメントを控えさせていただきます。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""google/flutter apps suck on iOS and macOS"" may not be understood or resonate well with the Japanese audience, as it references a specific technical context that may not be familiar to them."
200,Cross platform is hard if you want to do it well.,クロスプラットフォームは、うまくやりたい場合は難しい。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""うまくやりたい場合は"" may not be a natural or idiomatic way to express the idea of ""doing it well"" in Japanese. The translation does not fully capture the nuance of the English source."
201,I know that.,私はそれを知っています。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""私はそれを知っています"" may sound more formal or distant compared to the casual tone of the English source ""I know that."""
202,Thank you to those people who have downloaded the latest update to Leasey.,ありがとうございます。,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""Thank you to those people who have downloaded the latest update to Leasey"" may not be culturally appropriate for a Japanese audience, as the reference to ""Leasey"" is likely a culture-specific term that may not be familiar or relevant to them."
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,私の脳がそれを解き明かすことができないのはなぜかよくわかりません。ツールが非常に広範囲で曖昧であるため、選択肢が多すぎて脳がハードロックしてしまうのかもしれません。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""hardlock"" may not be a commonly understood concept for the Japanese audience, as it is a technical term more familiar in an English-speaking context."
211,Grafana looks pretty.,グラファナはきれいです。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""Grafana"" may not be familiar to all Japanese readers, as it is a specific software product name."
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",そして新しい#FFXIV レイド層が近づいてきたので、「本格的なレイドに挑戦したいけど、パーティファインダーは大混乱そうだし、自分を受け入れてくれるスタティックは見つからないだろう」と長い間考えていました。,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Party Finder"" may not be familiar to the Japanese audience and could benefit from additional context or explanation.
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""static"" (referring to a fixed raiding group) may not be commonly understood by the Japanese audience and could be clarified."
214,"So I thought, screw it!",そうだな、構わないよ!,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""screw it"" is a colloquial English expression that may not translate well or be appropriate in the Japanese cultural context."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",人々で溢れており、レイド固定に参加することに不安を感じているが、全く上手くできるとは期待していない。,"MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""レイド固定"" (raid static) may not be familiar or understandable to all Japanese readers, as it is a term specific to the gaming context.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""上手くできる"" (be good at) may sound more casual or informal than the intended tone."
219,I was a voracious reader in my youth.,私は若い頃、貪欲な読書家でした。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""voracious reader"" may not be a common expression in Japanese culture and could be perceived as unusual or exaggerated."
227,They're not gonna talk about this on Bloomberg!,彼らはこれについてBloombergで話すつもりはありません。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""They're not gonna talk about this on Bloomberg!"" may not be easily understood by the Japanese audience, as it references a specific media outlet (Bloomberg) that may not be as well-known or relevant in the Japanese context."
228,"But if Spotify has a good quarter, they will.",しかし、Spotifyが良い四半期を過ごせば、彼らは。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The translation ""しかし、Spotifyが良い四半期を過ごせば、彼らは"" does not provide a complete sentence, leaving the audience to infer the intended meaning. The abrupt ending may be confusing or inappropriate for the target Japanese audience."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,彼らにその国中の空洞化し、朽ち果てた都市を再生させるよう任せなさい。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""rehabilitate the hollowed out and decaying cities"" may not be a common or easily understandable expression in the Japanese cultural context."
231,These people want to improve their lives.,これらの人々は自分の生活を改善したいと考えています。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""自分の生活を改善したいと考えています"" may not be a natural or common way for Japanese people to express the desire to improve their lives. A more natural phrasing would be preferred."
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは死んだ」や「リモートワークは失敗した実験だった」と主張するヘッドラインに疲れてしまいました。,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""リモートワークは死んだ"" (Remote work is dead) may be interpreted as an overly dramatic or hyperbolic statement that does not align well with the more neutral and factual tone typically expected in Japanese business or news reporting."
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",快適な空間で仕事ができ、窒息するような騒々しい事務所ではなくて済むようにしてくれる。,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""窒息するような"" (suffocating) may not be culturally appropriate or easily understood by the target audience, as it could be seen as an exaggerated or dramatic description of the office environment."
243,To just ignore these facts is wrong.,事実を無視するのは間違っています。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""to just ignore these facts"" may not be a common or natural way of expressing the idea in Japanese culture, where it may be more common to use a more indirect or nuanced phrasing."
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、キャリアのために子供を遅らせる現代の都市女性の衝動について言及した。,"MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The reference to ""abortion"" and ""urban women's impulse to delay having children for their careers' sake"" may be sensitive or inappropriate for some Japanese audiences, as cultural attitudes towards these topics can vary.
[Minor]: [wrong language variety] - The translation uses formal language that may not match the tone or register expected by the target Japanese audience."
255,It took years of changing my life and working hard but finally...,人生を変え、懸命に働いた年月の末に、ついに...,"MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""working hard"" may not have the same cultural connotations in Japanese as it does in English, potentially sounding overly direct or intense for the target audience."
264,I will zip the lining into my cycle jacket - just in case I need it inside.,私のサイクルジャケットの裏地にファスナーをつけます - 必要になった場合に備えて。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""cycle jacket"" may not be a common or familiar term in the Japanese context, and a more culturally appropriate term may be preferable."
266,This is for Wikipedia's component library (OOUI).,これはウィキペディアのコンポーネントライブラリ(OOUI)のためのものです。,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The term ""OOUI"" may not be familiar to the Japanese audience and could benefit from further explanation."
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親要素を作成し、そこにMOをインストールし、それが分離されていくのを観察する。,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""detached"" may not be immediately clear to the Japanese audience and could benefit from further explanation or a more culturally-relevant term.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""temp parent"" may not be a common expression in Japanese and could be rephrased using more natural language."
276,He's just absolutely ripped from tearing around my office twice a day.,彼は1日2回私の事務所を走り回ることで完全に引き締まっている。,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""ripped from tearing around"" is a colloquial expression that may not be easily understood by the Japanese audience. It refers to the physical appearance of being muscular or fit, which may not translate well culturally."
278,It makes me so happy to see him thriving.,それを見て私はとても幸せです。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""to see him thriving"" may not be a common expression in Japanese culture, and could be perceived as slightly unusual or unfamiliar."
285,Last week got a ton done and feeling much better about field items.,先週は大量の仕事を完了し、フィールド項目についてもずっと良い気分になっています。,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""a ton done"" may not be a common expression in Japanese culture and could be perceived as unusual or informal."
