index,original,translated,audience_appropriateness_annotation
28,"Four teenagers were shot December 16 at Benito Juarez High School. The victims who died were both boys, aged 14 and 15, police announced at the time. Investigators say tips from the public helped lead them to the suspect, who was arrested Thursday. ""We are grateful for those who have been brave enough to come forward to ensure that the offender is caught and will now be held accountable,"" said Cook County State's Attorney Kim Foxx. The suspect is expected to appear in Bond Court Saturday, Brown said, where more details about the evidence they have collected will be presented.","Vier Teenager wurden am 16. Dezember an der Benito Juárez High School erschossen. Die Opfer, die starben, waren beide Jungen im Alter von 14 und 15 Jahren, wie die Polizei zu diesem Zeitpunkt bekannt gab. Ermittler sagen, dass Hinweise aus der Öffentlichkeit ihnen dabei geholfen haben, den Verdächtigen zu finden, der am Donnerstag festgenommen wurde. ""Wir sind dankbar für diejenigen, die mutig genug waren, sich zu melden, um sicherzustellen, dass der Täter gefasst wird und nun zur Rechenschaft gezogen wird"", sagte Kim Foxx, die Staatsanwältin von Cook County. Der Verdächtige wird voraussichtlich am Samstag vor Gericht erscheinen, sagte Brown, wo weitere Details zu den gesammelten Beweisen präsentiert werden.","MQM annotations:
Accuracy Errors
[Minor]: [culture-specific reference] - The term ""Bond Court"" may not be familiar to the German audience, as it refers to a specific legal proceeding in the United States."
30,"The Minnesota Department of Natural Resources came to the rescue of a bear-y unlucky bear after it became trapped in a ditch. The bear had hunkered down in a culvert alongside the road near Wannaska, Minnesota, according to a Facebook post from the department. But when the snow began to melt, the culvert started to flood, trapping the bear in deep snow and ice, according to the department. Staff from the department quickly responded to the scene and helped remove the bear. The department's bear biologist, Andrew Tri, ""examined the bear and pronounced him healthy but groggy - obviously, because he'd been woken up from his winter sleep,"" according to the Facebook post. The department then relocated the bear to a state sanctuary to resume his hibernation. The sleepy carnivore was estimated to be 6 years old and between 375 and 400 pounds.","Das Minnesota Department of Natural Resources kam einem bärenmäßig unglücklichen Bären zu Hilfe, nachdem er in einem Graben gefangen war. Der Bär hatte sich in einem Durchlass neben der Straße in der Nähe von Wannaska, Minnesota, zusammengekauert, wie aus einem Facebook-Beitrag des Ministeriums hervorgeht. Aber als der Schnee zu schmelzen begann, begann der Durchlass zu überschwemmen und der Bär wurde in tiefen Schnee und Eis gefangen, so das Ministerium. Das Personal des Ministeriums reagierte schnell vor Ort und half, den Bären zu befreien. Der Bärenbiologie des Ministeriums, Andrew Tri, ""untersuchte den Bären und erklärte ihn für gesund, aber benebelt - offensichtlich, weil er aus seinem Winterschlaf geweckt worden war"", heißt es in dem Facebook-Beitrag. Das Ministerium brachte den Bären dann in ein staatliches Schutzgebiet, um seinen Winterschlaf fortzusetzen. Der verschlafene Fleischfresser wurde auf etwa 6 Jahre alt und zwischen 375 und 400 Pfund geschätzt.","MQM annotations:
Accuracy Errors
[Minor]: [culture-specific reference] - The term ""bear-y unlucky"" may not be a common expression in German and could be confusing for the target audience.
[Minor]: [culture-specific reference] - The reference to the bear being ""sleepy"" and ""woken up from his winter sleep"" may not be as culturally relevant for a German audience, as the concept of hibernation may not be as widely understood."
39,"The entire selection committee in Bolton North East resigned after they were not allowed to choose the shortlist, an increasingly common practice in Keir Starmer's Labour party, saying: ""Yet again, it appears that the Labour party is seeking to promote the views and attitudes of a clique in London, rather than local members in the north."" They added: ""This goes against the attitude necessary to win back the red wall, which is so desperately needed to deliver a Labour government."" Reeves said: ""I don't know what the circumstances are of what has happened in Bolton, but I do know that those being selected are strong candidates, often with very strong roots in their communities.""","Der gesamte Auswahlausschuss in Bolton North East trat zurück, nachdem ihm nicht erlaubt wurde, die Shortlist zu erstellen, eine zunehmend gängige Praxis in Keir Starmers Labour-Partei, und sagte: ""Erneut scheint es, dass die Labour-Partei die Ansichten und Einstellungen einer Clique in London fördern will, anstatt die örtlichen Mitglieder im Norden."" Sie fügten hinzu: ""Dies steht im Widerspruch zu der Einstellung, die erforderlich ist, um die rote Mauer zurückzuerobern, was so dringend notwendig ist, um eine Labour-Regierung zu bilden."" Reeves sagte: ""Ich weiß nicht, was die Umstände in Bolton sind, aber ich weiß, dass die Ausgewählten starke Kandidaten sind, oft mit sehr starken Wurzeln in ihren Gemeinden.""","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""red wall"" may not be widely understood by a German audience, as it refers to a specific political context in the UK.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Reeves"" is an English surname and may sound unusual or out of place in the German translation."
41,"O'Mara was imprisoned for four years this week after a jury found he had submitted fake expense claims totalling £52,000 in an attempt to fund his cocaine and alcohol abuse. Many people have suggested he was not properly vetted by Labour when he was selected to fight Nick Clegg, the former Liberal Democrat deputy prime minister, in Sheffield Hallam in 2017""s snap general election. Asked if the O'Mara debacle was looming large in the minds of Labour's NEC, Reeves said: ""I don't want to suggest in any way that anyone not on a shortlist is a cocaine user. But Jared O'Mara was a terrible case. He should never have been selected as a Labour candidate; he should never have been an MP. He used public money, it's absolutely right he's received his sentence.""","O'Mara wurde diese Woche für vier Jahre inhaftiert, nachdem eine Jury festgestellt hatte, dass er gefälschte Spesenrechnungen in Höhe von £52.000 eingereicht hatte, um seinen Kokain- und Alkoholmissbrauch zu finanzieren. Viele Leute haben vorgeschlagen, dass er von der Labour-Partei nicht ordnungsgemäß überprüft wurde, als er ausgewählt wurde, um Nick Clegg, den ehemaligen stellvertretenden Premierminister der Liberaldemokraten, in Sheffield Hallam bei der vorgezogenen Parlamentswahl 2017 zu bekämpfen. Auf die Frage, ob der O'Mara-Skandal in den Köpfen des NEC der Labour-Partei präsent sei, sagte Reeves: ""Ich möchte in keiner Weise andeuten, dass jemand, der nicht auf einer Kandidatenliste steht, Kokainnutzer ist. Aber Jared O'Mara war ein schrecklicher Fall. Er hätte niemals als Labour-Kandidat aufgestellt werden dürfen; er hätte niemals Abgeordneter sein dürfen. Er hat öffentliche Gelder verwendet, und es ist absolut richtig, dass er seine Strafe erhalten hat.""","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""cocaine user"" may be considered too direct or stigmatizing for some target audiences and could be perceived as insensitive.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to ""Nick Clegg, the former Liberal Democrat deputy prime minister"" may not be familiar to all German readers and could require additional context."
43,"Reeves was in Bolton to meet apprentices at a training centre for Openreach, which provides the UK's broadband network. After watching apprentices climb up pretend telegraph poles at the £1.7m site, Reeves discussed Labour's plans to overhaul the apprenticeship levy, which forces larger firms to put aside 0.5% of their payroll to fund apprentices.","Reeves war in Bolton, um Auszubildende in einem Ausbildungszentrum für Openreach, das das Breitbandnetz des Vereinigten Königreichs bereitstellt, zu treffen. Nach dem Beobachten, wie Auszubildende an Nachbildungen von Telegrafenmasten auf dem 1,7 Millionen Pfund teuren Gelände hochkletterten, erörterte Reeves die Pläne der Labour-Partei, die Ausbildungsabgabe zu überarbeiten, die größere Unternehmen dazu zwingt, 0,5 % ihrer Lohnsumme für Auszubildende zurückzulegen.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""telegraph poles"" may not be familiar or relevant to the German audience, who may be more accustomed to references to modern telecommunications infrastructure."
49,Trump's Prized 40 Wall Street Building On 'Lender Watch' Amid Dropping Income: Report,"Trumps preisgekröntes Gebäude 40 Wall Street auf ""Kreditgeber-Beobachtungsliste"" angesichts sinkender Einnahmen: Bericht.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Kreditgeber-Beobachtungsliste"" may not be a common or well-understood phrase in the German cultural context, and could confuse the target audience."
50,"Donald Trump's heavily mortgaged skyscraper at 40 Wall Street is on ""lender watch"" amid plummeting income and increasing costs, Bloomberg reported Friday. The vacancy rate at the 72-story building - Trump's most valuable - jumped to almost 18% in the third quarter of last year, according to a monthly filing on the building's remaining $126.5 million mortgage, Bloomberg reported. Expenses, meanwhile, have reportedly risen 11% since the origin of the 2015 mortgage. Trump has often bragged about the building he acquired in 1995, which was appraised at $540 million in 2015.","Donald Trumps hoch verschuldeter Wolkenkratzer an der 40 Wall Street steht laut einem Bericht von Bloomberg vom Freitag unter ""Gläubigerkontrolle"" angesichts einbrechender Einnahmen und steigender Kosten. Die Leerstandsquote in dem 72-stöckigen Gebäude - Trumps wertvollstes - stieg im dritten Quartal des letzten Jahres auf fast 18%, wie aus einer monatlichen Meldung über die verbleibende Hypothek von 126,5 Millionen Dollar auf das Gebäude hervorgeht. Die Ausgaben sollen unterdessen seit der Aufnahme der Hypothek im Jahr 2015 um 11% gestiegen sein. Trump hat sich oft über das Gebäude gerühmt, das er 1995 erworben hatte und das 2015 mit 540 Millionen Dollar bewertet wurde.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The term ""lender watch"" may not be a commonly understood concept in the German context, and could be confusing for the target audience.
[Minor]: [culture-specific reference] - The reference to the building being ""Trump's most valuable"" may not resonate with the German audience in the same way as it would for an American audience."
52,"Another nearby skyscraper on Pine Street in Lower Manhattan became the tallest building after the destruction of the Twin Towers. High-rise office leasing in Manhattan has been dropping for years, which was exacerbated after the outbreak of the COVID-19 pandemic as many companies shut down and employees of surviving firms worked remotely. Wells Fargo, which is servicing the mortgage on 40 Wall Street, ""has reached out to the borrower for a status of leasing developments"" and the plans to improve the property's performance, according to the filing, Bloomberg reported.","Ein anderer nahegelegener Wolkenkratzer in der Pine Street in Lower Manhattan wurde nach der Zerstörung der Twin Towers das höchste Gebäude. Die Vermietung von Büroräumen in Hochhäusern in Manhattan ist seit Jahren rückläufig, was sich nach dem Ausbruch der COVID-19-Pandemie noch verschärft hat, da viele Unternehmen ihre Tätigkeit einstellten und Mitarbeiter überlebender Firmen remote arbeiteten. Wells Fargo, das den Hypothekenkredit für 40 Wall Street bedient, ""hat den Kreditnehmer um einen Status der Mietentwicklungen kontaktiert"" und die Pläne zur Verbesserung der Leistung des Objekts, wie Bloomberg berichtete.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Wall Street"" may not be as familiar or relevant to a German audience, as it is a specific financial district in New York City.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Kreditnehmer"" (borrower) is more commonly used in German banking contexts, whereas ""Schuldner"" may be a more natural term in this real estate-focused context."
55,"The statement from Prigozhin, a millionaire who has close links to Russian President Vladimir Putin and was dubbed ""Putin's chef"" for his lucrative Kremlin catering contracts, marked a recognition of the difficulties that the Kremlin has faced in the campaign, which it initially expected to wrap up within weeks when Russian troops invaded Ukraine on Feb. 24.","Die Erklärung von Prigoschin, einem Milliardär mit engen Verbindungen zum russischen Präsidenten Wladimir Putin, der als ""Putins Koch"" für seine lukrativen Catering-Verträge im Kreml bekannt ist, markierte eine Anerkennung der Schwierigkeiten, mit denen der Kreml in der Kampagne konfrontiert war, die er anfangs innerhalb weniger Wochen abzuschließen erwartet hatte, als russische Truppen am 24. Februar in die Ukraine einmarschierten.","MQM annotations:
audience appropriateness errors:

Major: culture-specific reference - The term ""Putin's chef"" may not be widely understood by the German audience, as it refers to a specific cultural context in Russia.

Minor: wrong language variety - The term ""Milliardär"" (billionaire) is more commonly used in German-speaking countries, while ""Millionär"" (millionaire) would be more appropriate in this context to match the source text."
64,"Great attention is placed on the development of sports infrastructure. Clear evidence of that is this athletics complex seating over six thousand people,"" reads the Kazakh President's letter. Kazakhstani athletes successfully compete and represent Kazakhstan at major world competitions. They are an example to the growing generation and inspire the youth for great victories, Tokayev noted. He expressed confidence that the holding of the Asian Championships in Astana will give a new impetus to the development of athletics in the country, pledging for greater cooperation with international organizations in the sphere.","Große Aufmerksamkeit wird auf die Entwicklung der Sportinfrastruktur gelegt. Ein deutlicher Beweis dafür ist dieses Leichtathletikkomplex mit über sechstausend Sitzplätzen"", heißt es in dem Schreiben des kasachischen Präsidenten. Kasachische Athleten konkurrieren erfolgreich und vertreten Kasachstan bei wichtigen Weltmeisterschaften. Sie sind ein Vorbild für die heranwachsende Generation und inspirieren die Jugend zu großen Siegen, so Tokajew. Er zeigte sich zuversichtlich, dass die Austragung der Asienmeisterschaften in Astana einen neuen Impuls für die Entwicklung der Leichtathletik im Land geben wird und versprach eine verstärkte Zusammenarbeit mit internationalen Organisationen in diesem Bereich.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""athletics complex"" may not be a common or familiar concept for some German readers, who may be more accustomed to the term ""Sportkomplex"" or ""Sportanlage"".
[Minor]: WRONG LANGUAGE VARIETY - The translation uses the term ""Leichtathletikkomplex"" which is a more formal or technical term, whereas a more colloquial or commonly used term like ""Sportarena"" or ""Sportstadion"" may be more appropriate for the target audience."
67,"Attorney Camille Vasquez, who represented Johnny Depp in last year's blockbuster defamation trial, has scored another legal victory - this time with ""Yellowstone"" actor Q'orianka Kilcher. On Friday, the Los Angeles County district attorney's office cleared Kilcher, 32, of all charges in a workers"" compensation fraud case. In a statement shared Friday with The Times, a spokesperson for the Los Angeles County district attorney said the court ""determined that Ms. Kilcher did not commit insurance fraud and advised the court that we were unable to proceed.""","Rechtsanwältin Camille Vasquez, die Johnny Depp im letztjährigen Blockbuster-Verleumdungsprozess vertreten hat, hat einen weiteren juristischen Sieg errungen - dieses Mal mit dem ""Yellowstone""-Schauspieler Q'orianka Kilcher. Am Freitag hat die Staatsanwaltschaft des Landkreises Los Angeles Kilcher, 32, von allen Anklagen in einem Fall von Betrug bei der Arbeitskompensation freigesprochen. In einer Erklärung, die der Staatsanwaltschaft des Landkreises Los Angeles am Freitag gegenüber The Times mitgeteilt wurde, hieß es, das Gericht habe ""festgestellt, dass Frau Kilcher keinen Versicherungsbetrug begangen hat und dem Gericht mitgeteilt, dass wir das Verfahren nicht fortführen können.""","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Yellowstone"" may not be widely known or understood by the German audience, as it refers to a specific American TV series."
70,"According to TMZ, Kilcher hired the two in September. Kilcher broke out with Terrence Malick's 2002 movie ""The New World,"" where she portrayed Pocahontas. Her credits also include ""Sons of Anarchy,"" ""The Alienist"" and ""Dora and the Lost City of Gold."" She most recently appeared in the road-trip film ""Dog,"" starring Channing Tatum.","Laut TMZ hat Kilcher die beiden im September eingestellt. Kilcher feierte ihren Durchbruch mit Terrence Malicks Film ""The New World"" von 2002, in dem sie Pocahontas darstellte. Zu ihren Credits gehören auch ""Sons of Anarchy"", ""The Alienist"" und ""Dora and the Lost City of Gold"". Zuletzt war sie in dem Roadtrip-Film ""Dog"" mit Channing Tatum zu sehen.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Dog"" may not be a familiar reference for the German audience, as it is the title of a specific film."
77,"It's Fake News, CBN Debunks Claim It Lacks Capacity To Print More New Naira Notes","Es ist Fake News, CBN widerlegt die Behauptung, dass es nicht über die Kapazität verfügt, mehr neue Naira-Noten zu drucken.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Naira"" is a currency specific to Nigeria and may not be immediately understood by a German audience."
