index,original,single_agent_translation,single_agent_improved_translation
104,Abe keeps his sorrows hidden and laughs easily while Tom is not afraid to cry but is less amused by rude humor.,"阿部把他的悲伤隐藏起来,很容易笑,而汤姆不怕哭泣,但对粗俗的幽默不太感兴趣。","阿布隐藏自己的悲伤,很容易笑,而汤姆不怕哭泣,但对粗鲁的幽默不太感兴趣。"
106,Mio knows that sorrow is life's constant companion.,"缪知道,悲伤是生命永恒的伴侣。","米欧知道,悲伤是生命永恒的伴侣。"
108,#CNN needs to just close down.,#CNN需要关闭。,#CNN只需要关闭。
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨天与#MangoMoron的灾难性事件是一场令人发指的灾难。,昨天那场关于#MangoMoron的丑闻真是令人发指。
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","书呆子学生阿尼·坎宁安迷恋上了一辆1958年普利茅斯·富瑞的旧车,并沉迷于将这辆经典汽车修复到昔日的辉煌。","书呆子学生阿尼·坎宁安迷恋上了一辆1958年普利茅斯·怒火(Fury)旧车,并沉迷于将这辆经典汽车修复至昔日的辉煌状态。"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","随着汽车的变化,阿尼也发生了变化,他新发现的自信在驾驶他那辆异域美车时变成了傲慢。","随着汽车的变化,阿尼的性格也发生了转变,他原本的自信在驾驶那辆异域美车时变成了傲慢。"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"我邻居反对我,这其中最疯狂的部分就是想到要付出多大的努力才能表现出敌意。","我邻居对我产生敌意,这其中最疯狂的部分就是想到要付出多大的努力才能表现出这种态度。"
126,It hurts but you gotta do you.,痛苦但你必须做你自己。,"做你自己,虽然会痛苦。"
127,But at this point the open hostility and violence is getting worse.,"但在这一点上,公开的敌意和暴力正在变得更加严重。",但此时公开的敌意和暴力正在变得更加严重。
128,That takes effort.,那需要努力。,这需要付出努力。
132,They had keys to my apartment for 6+ years.,他们有我公寓的钥匙超过6年。,他们拥有我公寓的钥匙长达6年多。
134,I am aware of your hatred of Organa.,我知道你对奥加纳的仇恨。,我知道你对奥加纳有仇恨。
142,The Last of Us is an easy and canonical example of dad-ification.,最后的我们是父亲化的简单和典范例子。,"《最后生还者》是一个典型的""父亲形象化""的游戏例子。"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","父亲化通常认为,当一个父母角色必须照顾或保护一个孩子或孩子替代品的情况下,解决方案是压倒性的力量,并利用这种力量来强制一个非常特定形状的权力动态。","父母化通常认为,当父母必须照顾或保护孩子或其他被照顾者时,解决方案是利用强大的力量来强加特定的权力关系。"
149,- We provide links to where you can book the fare.,我们提供预订车票的链接。,我们提供预订车票或其他费用的链接。
151,- More details are in the full blog post.,更多详情请见完整博客文章。,更多详情请见完整的博客文章。
159,Over time dart became my go-to for quick UI.,"随着时间的推移,Dart 成为了我快速开发 UI 的首选。","随着时间的推移,Dart 成了我的首选快速 UI 开发工具。"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter 是一种很棒的工作体验,他们有 #mobx 来轻松管理数据仓库。","#flutter 是一个很棒的工作体验,他们有 #mobx 可以轻松管理数据。"
164,Echidna with amethyst and magenta spikes.,紫晶和品红色刺的针鼹,带有紫罗兰和品红色刺的刺猬
167,"Their hair is raspberry, short and curly.","他们的头发是树莓色的,短而卷曲。","他们的头发是深红色的,短而卷曲。"
169,Their most interesting feature is their good deeds.,他们最有趣的特点是他们的善行。,他们最有趣的特点是他们的善举。
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...","即使布拉姆·斯托克、马克斯·施雷克和斯蒂芬妮·梅耶尽了最大努力让他们看起来很糟糕,每个人都...","尽管布拉姆·斯托克、马克斯·施耐德和斯蒂芬妮·梅耶尔竭尽全力让他们看起来很糟糕,但所有人都..."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","我需要翻译成中文普通话和/或福建话,我完全不懂这两种语言。","我需要翻译成中文普通话和/或福建话,但我完全不会这两种语言。"
179,Been toying with this thought for a little while:,我一直在思考这个想法一段时间了。,我一直在玩味这个想法一段时间了。
182,Because it happens in the mind and seems less tangible than physical health.,心理健康,"因为心理健康发生在内心,比起身体健康来说,它似乎更加难以捉摸和感知。"
189,"My sex is non-binary, my gender is female.","我的性别是非二元性别,我的性别认同是女性。","我的性别认同是非二元性别,我的性别是女性。"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"像泡菜心情和其他世俗流行音乐,以及电台工作室等各种。","像朋克情绪和其他世俗流行音乐,以及电台工作室等各种类型。"
196,Playing around a bit with Flutter.,玩玩 Flutter。,玩玩一下 Flutter。
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.","我不想以谷歌的技术为基础来经营我的业务,说实话。另一方面,谷歌是为数不多的大公司之一,它有真正的动力去创造一个引人入胜的跨平台体验,这一点很明显。","我虽然不太想依赖谷歌的技术来经营我的业务,但谷歌确实是为数不多的大公司之一,它有真正的动力去创造一个引人入胜的跨平台体验,这一点很明显。"
203,A few very small difficulties have come to light.,一些非常小的困难浮现出来。,一些微小的困难浮现出来。
204,Nothing to set alarm bells ringing but nevertheless they are being addressed.,"没有引起警报的必要,但仍在解决这些问题。","虽然没有什么值得警铃大作的问题,但这些问题仍在得到解决。"
205,A small update will be produced next week to correct them.,下周将生产一个小更新来纠正它们。,下周将生产一个小更新来纠正这些错误。
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,"我不确切知道为什么我的大脑无法解决这个问题;可能是因为工具太广泛和模糊,以至于我的大脑因""选择太多""而陷入僵局。","我不太清楚为什么我无法理解这个问题;可能是因为这些工具太广泛和模糊,以至于我的思维陷入困境,无法做出选择。"
217,"There's... no way that would work, probably!","那根本行不通,可能!",那可能行不通吧。
219,I was a voracious reader in my youth.,我年轻时是个贪婪的读者。,我年轻时是个狂热的读书人。
228,"But if Spotify has a good quarter, they will.","但如果 Spotify 有一个好的季度,他们就会。","但如果 Spotify 有一个好的季度,他们就会取得成功。"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,让他们修复遍布全国的空心化和衰败的城市。,让他们再次修复遍布全国的空心化和衰败的城市。
235,These headlines and articles usually reference one CEO at one large company.,这些标题和文章通常只提及一家大公司的一位CEO。,这些标题和文章通常只提及一家大公司的一位CEO。
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"这些都是点击诱饵,但这确实让我担心那些阅读这些文章的高管和经理。","这些文章虽然只是为了吸引点击,但我确实为那些阅读这些文章的高管和经理感到担忧。"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"它使人们能够避免耗费时间的长途通勤,从而有更多时间与家人在一起。","它使人们能够避免耗费时间的长途通勤,从而有更多时间与家人相处。"
247,"""This is a war between the pro-humans and anti-humans,"" he said.","""这是人类支持者和反人类之间的战争,""他说。","""这是人类支持者和反对人类之间的战争,""他说。"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,他还认为，新民主党和进步派想要为了环境的缘故而减少人口。,他还认为，新民主党和进步派想要为了环境目的而减少人口。
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"每当五月来临,我就害怕庆祝我的生日。","每逢五月到来,我就害怕庆祝生日。"
258,Winter is 30 days away in this little part of the Great Southern World.,冬季距离这个大南方世界的这个小部分还有30天。,这个大南方世界的这个小部分还有 30 天就是冬季。
261,"The rain is falling and whilst/while it is not frozen, you ain't going dancing in it!","雨正在下落,虽然它没有冻结,你也不会在雨中跳舞!","雨还在下,虽然还没有冻结,你也不会在雨中跳舞!"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,您知道网页组件在被添加/移除文档时响应的高性能方法吗?,你知道网页组件在被添加/移除文档时响应的高性能方法吗?
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",我们创建一个分离的临时父级，在那里安装 MO，并观察它变得分离(因此附着在其他地方)。,我们创建一个分离的临时父级，在那里安装 MO，并观察它从而分离(附着在其他地方)。
276,He's just absolutely ripped from tearing around my office twice a day.,"他每天在我办公室里来回跑两次,身材绝对健壮。","他每天在我办公室里来回跑两次,身材异常健壮。"
277,"I don't have a scale to weigh him, but he feels like he's well over a pound.","我没有秤来称他的重量,但我感觉他的重量远远超过一磅。","我没有秤来称他的重量,但我感觉他很重,应该超过一磅。"
278,It makes me so happy to see him thriving.,"看到他蒸蒸日上,我感到非常高兴。","看到他蒸蒸日上,我感到非常欣喜。"
280,1) Slight modifications to the Hel's Fighters map layout.,轻微修改赫尔战士地图布局。,"对""Hel's Fighters""地图布局进行了轻微调整。"
286,"All collards, kale, chard is transplanted.",所有的羽衣甘蓝、羽衣甘蓝和瑞士甜菜都是移植的。,所有的羽衣甘蓝、羽衣甘蓝和瑞士甜菜都是移植的。
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"春季豌豆在吉尔平出现,需要设置支架。","吉尔平的春季豌豆已经长出,需要立即搭建支架。"
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.","蘋果地圖預設隨 iOS 而來,但人們還是會特意下載並安裝谷歌地圖到他們的 iPhone 上。","蘋果地圖雖然是 iOS 的預設地圖應用程式,但人們仍會特意下載並安裝谷歌地圖到他們的 iPhone 上。"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","好奇心驱使我保持开放的心态,比较谷歌地图和苹果地图在我的测试 iPhone 设备上的表现。(我的日常使用设备是 Android 设备,所以很少使用 iPhone。)","我在测试 iPhone 设备上比较了谷歌地图和苹果地图,尽管我日常使用的是 Android 设备。"
297,No idea.,没有主意。,我没有任何主意。
300,Could it be that Google Search is integrated with Google Maps?,是否谷歌搜索与谷歌地图集成?,谷歌搜索是否与谷歌地图集成?
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","我偏向于不向最终用户发布垃圾,而苹果公司在2012年推出的苹果地图上犯了严重的错误。","我倾向于不向用户发布垃圾,而苹果在2012年推出的苹果地图可谓是彻底失败了。"
306,The house itself declines in value because it loses its condition and needs to be replaced.,"房子本身的价值下降,因为它失去了状况,需要被替换。","房子本身的价值下降,因为它状况恶化,需要被修缮或重建。"
310,They're not stupid enough to sell the sell forever.,他们不够愚蠢到永远出售。,他们不会那么愚蠢到永远出售出去。
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"看起来难以想象,当你观看澳大利亚和美国媒体频道时,土地可能会被夺走,但这是因为富人整天在那里确保你的思维方式是某种特定的方式。","看起来土地可能会被夺走,这在观看澳大利亚和美国媒体频道时难以想象,但这是因为富人整天在那里塑造你的思维方式。"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","致所有投资者,我为您的成功和梦想实现而干杯。","致所有在场的投资者,我为您的成功和梦想实现而干杯。"
322,Let us continue to work together towards creating a brighter future for all.,让我们继续携手共创美好的未来。,"让我们继续携手共创美好的未来,造福大家。"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"我常常惊讶于人类如此自我贬低,却又被如此多残酷的证据所淹没。","我常常惊讶于人类如此自我贬低,却又被如此多残酷的证据所包围。"
327,We're all such messy critters.,我们都是如此凌乱的生物。,我们都是这么乱糟糟的小家伙。
332,"or ""Modal editors are useless today"" :morty:",模态编辑器今天毫无用处,这些编辑器今天没什么用了 :morty:
336,How would you share personal libraries?,如何分享个人图书馆?,如何分享个人的图书/数字内容藏?
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str","我也有一天会在高空中达到高潮,也许不会是和一个陌生人。","有一天我也会在飞机上尝试一次高空体验,不过可能不会和陌生人。"
342,I don't agree that #Mastodon is difficult to setup.,我不同意#Mastodon很难设置。,我不同意#Mastodon的设置很困难。
345,"I wish there was a ""who to follow"" recommendation somehow.","我希望能有一个""谁值得关注""的推荐系统。","我希望能有一个""谁值得关注""的推荐系统,不知何故。"
347,If you stick to the default web interface it doesn't look and feel good (imho).,"如果你坚持使用默认的网页界面,它看起来和感觉都不太好(在我看来)。",使用默认网页界面看起来和感觉都不太好。
352,Explanation: account for both sides of mutual influence,相互影响的双方,考虑相互影响的双方
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","即使他在镇政厅期间没有说出这些话,但在2024年11月之前,美国的每个人都会一遍又一遍地听到这些话。","即使他在公众论坛上没有说出这些话,但在2024年11月之前,美国的每个人都会反复听到这些话。"
366,Throwing everything you've got over the fence in response to GPT is not it.,对GPT的回应不应该是把所有的东西都扔过篱笆。,对GPT的反应不应该是一味地盲目抛出所有的手段。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","如果我试图找出我的一次最大重复次数,我可能没有足够的重量来达到最大值,或者相反,这可能会严重伤害/杀死我。","如果我试图找出自己的一次最大举重量,可能会因为没有足够的重量而无法达到最大值,或者相反,这可能会严重伤害甚至危及生命。"
375,I swear burrata didn't exist five years ago,我发誓五年前没有布拉塔奶酪。,五年前布拉塔芝士还不存在。
376,This is my personal Mandela effect thing.,这是我个人的曼德拉效应。,这是我个人的曼德拉效应体验。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"我从未见过任何人的妈妈做过它,也从未在派对上被人强迫吃过它,也从未见过它与任何人的酱料制作或烘焙活动有关。","我从未见过任何人的妈妈做过这个菜,也从未在派对上被人强行塞给过,更没有见过它与任何人的酱料制作或烘焙活动有关。"
380,It just appeared one day and suddenly it was available everywhere.,"它就在某一天突然出现,随后迅速普及。","它突然在某一天出现,随后迅速普及到各处。"
385,"This would be mainly for web browsing, occasional email, and some games.",这主要用于网页浏览、偶尔收发电子邮件和一些游戏。,这台设备主要用于网页浏览、偶尔收发电子邮件和玩一些游戏。
387,"""A good game is only late until it ships.",一款好游戏只要最终发布即可。,"一款优秀的游戏只要最终能发布,即使在开发过程中有所延迟也无关紧要。"
392,"""Or, as an industry catch phrase goes: A late game is only late until it ships.","一款游戏迟到只是迟到,直到它发布。","即使游戏发布时间延迟,只要最终顺利发布就算及时。"
394,Is it so ephemeral then?,那么它是如此短暂吗?,那么它如此短暂吗?
397,"He carries it in his mouth proudly all over the house, and I just have to laugh inwardly.","他骄傲地在房子里到处叼着它,我只能在内心偷偷地笑。","他自豪地在房子里到处叼着它,我只能在内心偷笑。"
399,Have now done a full round trip on the new ICNG train.,我已经完成了新型 ICNG 列车的全程往返旅行。,我刚完成了新型 ICNG 列车的全程往返旅程。
400,I really like it.,我很喜欢它。,我很喜欢这个。
402,There's areas that could use some polish.,需要加以改善的地方。,这里有些地方需要润色。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","缺乏足够的垃圾桶,以及缺乏解释照明颜色意义的标志。","垃圾收集设施不足,且缺乏解释照明颜色意义的标识。"
404,"Fix those minor issues, and then can we have more of these please?","修复这些小问题,然后我们可以再来一些吗?","修复这些小问题后,我们还能再来一些吗?"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,"每位顾客限购一件规则仍然存在,我们努力确保每个排队的人都能买到板子。","每位顾客限购一件的规则仍然存在,我们努力确保每个排队的人都能买到所需商品。"
407,"You can buy ONE of the boards listed above, not one of each.","您可以购买上述列出的其中一块板子,而不是每种都买一块。","您可以购买上述列出的任意一块板子,而不是每种都买一块。"
409,Yesterday I had the best time with my friend and former rabbi colleague.,昨天我和我的朋友以及前任拉比同事度过了美好的时光。,昨天我和我以前的同事兼朋友度过了美好的时光。
410,We visited for a couple hours on my porch.,我们在我的门廊上待了几个小时。,我们在我的门廊上待了几个小时。
412,We all have stories to tell.,我们都有故事要讲。,我们每个人都有自己的故事要讲述。
415,I quite like akkoma the software and the domain name I got for my instance.,"我很喜欢 akkoma 这个软件,以及我为我的实例获得的域名。",我很喜欢 akkoma 这个软件以及我为自己的实例获得的域名。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",但是我感觉我以某种方式开始了这个实例的错误步伐。,但是我感觉在某种程度上我开始处理这件事的方式有些不对。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,"爬行动物已经在地表下挖掘隧道,你掉入了一个洞穴中,里面有数百只爬行动物的沸腾的身体。","你掉入了一个洞穴,里面有数百只沸腾的Repnid生物。"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","结局迅速,几对尖牙注入致命毒液,Dyskra的空气污染你的肺部。","你的生命将迅速结束,数对尖牙注入致命毒液,Dyskra的空气也污染了你的肺部。"
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","八眼的Repnids似乎在观察着你,但他们没有向你移动,事实上当你缓慢地走向他们时,他们保持静止不动。","八眼的生物似乎在观察着你,但它们没有向你移动,事实上当你缓慢地走向它们时,它们保持静止不动。"
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","你决定再次建立联系会很危险,于是返回到你的飞船上,但这次经历使你的思维变得清晰,此前你跳入未来后一直处于困惑之中。","你决定不再建立联系,因为这很危险,于是返回到你的飞行器上,但这次经历使你的思维变得清晰,此前你跳入未来后一直处于困惑之中。"
437,I started a new shawl.,我开始了一件新的披肩。,我开始编织一件新的披肩。
442,I am using a H hook with a similar double crochet pattern as I have done before.,"我正在使用一个H钩,采用与之前相似的双钩针图案。","我正在使用一个H形钩针,采用与之前类似的双钩针图案。"
448,The literature class hatred is even worse: I love to read.,文学课的仇恨更加严重:我热爱阅读。,我很喜欢阅读文学课的内容。
454,Humanity is out in 5 days.,人类将在5天内走向终结。,人类将在5天内离开。
456,What will people think of it?,人们会怎么想它?,人们会怎么看这件事?
463,Came home on my lunch break to see this sitting outside uwu.,"在午休时回到家里,看到这个坐在外面 uwu。","我在午休时回到家,看到这个东西坐在外面。"
464,Wish I could take it back to work with me to setup more.,希望我能把它带回工作中设置更多。,"我希望能把它带回公司,好在那里进行更多的设置和配置。"
466,So I finally watched #Heartstopper,所以我终于看了《心动》,所以我終於看了《心動》
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.","但是重要的是不要为问题找借口,而是直接解决它们,特别是在生产环境中,当您的主管需要进行更改时。","但重要的是要直接解决问题,尤其是在生产环境中,当主管需要进行更改时。"
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.","好的批评是为了快速纠正问题,并不针对你的能力。","好的批评是为了快速纠正问题,而不是针对你的能力。"
485,These roots are hidden.,这些根是隐藏的。,这些根是隐藏的。
486,Work is not visible.,工作是看不见的。,工作是不可见的。
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,"他等到在宿舍的黑暗中,才拿出那张纸条,在遮光窗帘透进来的一束光线中读了它。","他等到在宿舍的黑暗中,才拿出那张纸条,透过遮光窗帘的一束光线仔细读了它。"
495,I've met some marvelous new #Mastodon mates lately and want to maintain the trend.,"我最近遇到了一些了不起的新#Mastodon朋友,我想保持这种趋势。","我最近结识了一些出色的新#Mastodon伙伴,我希望能保持这种趋势。"
