index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
21,השותף המקומי ואני הלכנו לחנות משקאות אלכוהוליים הלילה לקנות כמה בירות.,אני ובן/בת זוגי (ה)ידוע/ה בציבור הלכנו הערב לחנות המשקאות לקנות כמה בירות ובקבוק של יין מבעבע.,אני ובן/בת זוגי הלכנו הערב לחנות המשקאות לקנות כמה בירות ובקבוק יין מבעבע.,אני ובן/בת זוגי הלכנו הערב לחנות המשקאות לקנות כמה בירות ובקבוק מבעבע.,0.0567,0.0841,0.0914,0.2745,0.2818,0.2843,0.7848,0.7766,0.6677,0.6419,0.8082,0.7354
22,"כשהלכנו לקופה, הקופאית היתה בבירור #אישה טרנסג'נדרית.","כשניגשנו לקופה, הקופאית הייתה אישה טרנסית די ברורה.","כשניגשנו לקופה, הקופאית הייתה טרנסג'נדרית די ברורה.","כשניגשנו לקופה, ניכר שהקופאית היא אישה טרנסג'נדרית.",0.1187,0.1207,0.1335,0.2641,0.2679,0.1429,0.8125,0.7379,0.8934,0.8664,0.8631,0.924
27,ואמרתי לה שהציפורניים שלה מדליקות.,ואמרתי שהציפורניים שלה נראות מגניבות.,ואמרתי שהציפורניים שלה נראות יפות.,ואמרתי שהציפורניים שלה יפות.,0.1027,0.1027,0.1106,0.5111,0.5111,0.5215,0.8705,0.905,0.8704,0.8865,0.8846,0.8806
28,חיוך הרווחה שניכר על פניה גרם להרגשה טובה אבל העובדה שהיא פחדה בהתחלה גרם לתחושה נוראית ואני שונא את זה.,"החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה חרא ואני שונא את זה.","החיוך המוקל על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם זה ממש מבאס ואני שונא את זה.","החיוך של ההקלה על פניה היה הרגשה נהדרת, אבל העובדה שהיא פחדה קודם הייתה מבאסת ואני שונא את זה!",0.3105,0.3096,0.2499,0.4982,0.4957,0.4439,0.7973,0.8277,0.7986,0.8731,0.8781,0.8844
33,רק מושל המדינה יכול להעביר זאת.,זה לוקח את מושל המדינה.,זה נוגע למושל המדינה.,זה לוקח את מושל המדינה.,0.0809,0.0428,0.0809,0.0847,0.0,0.0847,0.3683,0.6896,0.3683,0.5743,0.6684,0.5743
38,"בעבודה זו, המבוססת על משתנה של מודל העברת המסרים של לואיס (1969), אנו חוקרים את התנאים להופעה של תקשורת תלוית הקשר בתרחיש ממוקם.","בעבודה זו, המבוססת על וריאציה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להתהוות של תקשורת תלוית הקשר בתרחיש סיטואציוני.","בעבודה זו, המבוססת על גרסה של מודל האיתות הקלאסי של לואיס (1969), אנו בוחנים את התנאים להיווצרות תקשורת תלוית-הקשר בתרחיש נתון.","בעבודה זו, המבוססת על וריאציה של מודל האיתות הקלאסי של לואיס (Lewis, 1969), אנו בוחנים את התנאים להתהוות תקשורת תלוית הקשר בתרחיש סיטואציוני.",0.5011,0.387,0.3584,0.7297,0.5567,0.6027,0.8213,0.8323,0.8283,0.8901,0.8923,0.8808
40,"בו זמנית, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגנטיביות המאפשרים הסרת רב-משמעות של סמלים.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הסרת דו-משמעות הקשרית של משמעויות סמלים.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים הבהרה קונטקסטואלית של משמעויות סמלים.","במקביל, אנו חוקרים את התנאים הסביבתיים והיכולות הקוגניטיביות המאפשרים את הסרת הדו-משמעות ההקשרית של משמעויות סמלים.",0.4282,0.4333,0.3889,0.6865,0.6146,0.5835,0.7448,0.8456,0.7746,0.8997,0.8931,0.9017
41,"אנו מראים שאילוצים סביבתיים על בחירת הרפרנט של הקולט יכולים להיות מנוצלים באופן חד צדדי על ידי השולח, ללא יכולות ביעור מצד הקולט.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של המקבל ניתנים לניצול חד-צדדי על ידי השולח, ללא יכולות הסרת עמימות מצד המקבל.","אנו מראים שאילוצים סביבתיים על בחירת הייחוס של הנמען ניתנים לניצול חד-צדדי על ידי השולח, גם ללא יכולות הסרת עמימות מצד הנמען.","אנו מראים כי השולח יכול לנצל באופן חד-צדדי את האילוצים הסביבתיים על בחירת הייחוס של המקבל, גם ללא יכולת הסרת דו-משמעות מצד המקבל.",0.3933,0.322,0.0292,0.5619,0.5515,0.2313,0.6985,0.6713,0.7286,0.7931,0.795,0.7772
46,"Ashanti Development עובדת כ-20 שנה עם מספר גדל והולך של קהילות באזור אשנטי שבגאנה, היא מעורבת בקהילות ותומכת באספקת מים וסניטציה, חינוך, בריאות, נטיעת עצים וחקלאות.","אשנטי פיתוח עובדת עם מספר הולך וגדל של קהילות באזור אשנטי שבגאנה כבר כמעט 20 שנה, משתפת פעולה עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","אשנטי פיתוח פועלת עם מספר הולך וגדל של קהילות באזור אשנטי בגאנה זה כמעט 20 שנה, תוך שיתוף פעולה עם הקהילות ומתן תמיכה בתחומי מים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.","פיתוח אשנטי עובדת מזה כמעט 20 שנה עם מספר גדל והולך של קהילות באזור אשנטי שבגאנה, משתפת פעולה עם הקהילות ומספקת תמיכה במים ותברואה, חינוך, בריאות, נטיעת עצים וחקלאות.",0.365,0.3132,0.5252,0.4398,0.4365,0.5991,0.8745,0.8894,0.8529,0.9087,0.9045,0.9088
47,קהילות צוברות את הידע הנדרש להטמעה ולתמיכה בהתפתחותן.,קהילות רוכשות את הידע להטמיע ולתמוך בפיתוח שלהן.,קהילות רוכשות את הידע כדי להטמיע ולתמוך בפיתוח שלהן בעצמן.,הקהילה רוכשת את הידע הדרוש להטמיע ולתמוך בפיתוח שלה.,0.0603,0.0474,0.0494,0.3194,0.3117,0.2315,0.8354,0.8389,0.8835,0.8707,0.872,0.8698
52,תצלומים מהביקור שלי בגאנה בשנת 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.,תמונות מהביקור שלי בגאנה בשנת 2011.,תמונות מהטיול שלי לגאנה בשנת 2011.,0.8091,0.8091,0.1757,0.83,0.83,0.4259,0.9741,0.9741,0.9871,0.9757,0.9757,0.9447
55,הם לא מרשים לי להגיד להם את כתובת המשלוח ולמי החבילה נשלחת.,הם לא יאפשרו לי להגיד להם לאיזו כתובת זה הולך ומי שולח את זה.,הם לא יאפשרו לי לומר להם לאיזו כתובת זה נשלח ומי שולח את זה.,הם לא יאפשרו לי להגיד להם מה הכתובת שאליה זה נשלח ומי שולח את זה.,0.0925,0.0382,0.0833,0.5202,0.3495,0.4573,0.7559,0.8059,0.7963,0.8754,0.8551,0.9017
58,כבר הבוקר שלאחר מכן ואני לא יכול להתגבר על היומרנות המחפירה של כריס ליכט לגבי עיתונאות בשירות הציבורי ב-CNN אמש.,למחרת בבוקר ואני לא מצליח להתגבר על ההעמדה המבישה של כריס ליכט כאילו הוא עוסק בעיתונות שירות לציבור בערוץ CNN אמש.,"למחרת בבוקר, אני עדיין לא מצליח להבין איך כריס ליכט העמיד פנים אתמול בלילה בערוץ CNN כאילו הוא עוסק בעיתונות שירות לציבור – זה היה מביש.",למחרת בבוקר ואני לא מצליח להתגבר על ההתחזות המבישה של כריס ליכט לעיתונאי שמשרת את הציבור בערוץ CNN אמש.,0.0712,0.0169,0.075,0.3731,0.1241,0.3769,0.752,0.8075,0.73,0.8246,0.7986,0.8257
59,"זו היתה שערוריה, כמו פסטיבל אנטי-דמוקרטי סמלי של שקרים ותלונות שהתרחב ב-6 בינואר, שנערך באופן הרסני על ידי התקשורת האמריקאית.","זו הייתה שערורייה, כמו פסטיבל שקרי ותלונות אנטי-דמוקרטי סמלי בסגנון ה-6 בינואר, שאירחה התקשורת האמריקאית באופן הרסני.","זו הייתה שערורייה, מעין פסטיבל שקרים ומְרמור אנטי-דמוקרטי וסמלי בסגנון ה-6 בינואר, שאותו אירחה התקשורת האמריקאית באופן הרסני.","זו הייתה שערורייה, подобие פסטיבל שקרים ותלונות אנטי-דמוקרטי וסמלי בסגנון 6 בינואר, שאותו אירחה התקשורת האמריקאית באופן שהרס את עצמה.",0.0794,0.0362,0.0361,0.3494,0.1768,0.266,0.7317,0.7921,0.5494,0.7918,0.8864,0.706
60,הקהל המבויש.,הקהל המבייש,הקהל המבויש,קהל מביש.,0.0907,0.1918,0.1136,0.25,0.25,0.0,0.7365,0.886,0.6973,0.8863,0.8866,0.6843
61,ליכט הסכים לכל בפני קהל שכולו רפובליקני!,ליכט הסכים לקהל רפובליקני בלבד!,ליכט הסכים להופיע בפני קהל רפובליקני בלבד!,ליכט הסכים להופיע בפני קהל של רפובליקנים בלבד!,0.0736,0.0919,0.0758,0.2757,0.5357,0.5282,0.6787,0.7678,0.7664,0.8213,0.8597,0.8842
63,יש כאן סיפור שיש לדווח עליו.,יש שם סיפור לדווח עליו.,יש שם סיפור שצריך לדווח עליו.,יש שם סיפור שצריך לדווח.,0.1943,0.1858,0.0489,0.535,0.526,0.1695,0.9385,0.9548,0.9224,0.9479,0.9626,0.9478
64,חוסר אחריות של מחפש – הרייטינג האשליתי אחראי לכל זה.,"ההתנהלות חסרת האחריות וההזויה הזו, שמטרתה היא השגת רייטינג.",הכל בשביל רייטינג - חוסר אחריות הזוי.,"ההפקרות ההזויה הזו, שמטרתה היא השגת רייטינג.",0.0189,0.0447,0.0192,0.0,0.1933,0.0,0.444,0.3572,0.3777,0.6791,0.7244,0.605
66,"יש לי מרתף חשוף מאוד, וכתוצאה מכך הרבה מכרסמים מוצאים בו מקלט.","יש לי מרתף מאוד דולף, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","יש לי מרתף מאוד מנוקב, מה שבעצם אומר שהרבה מכרסמים יכולים למצוא בו מחסה.","יש לי מרתף עם בידוד גרוע, מה שאומר שהרבה מכרסמים יכולים למצוא בו מחסה.",0.0778,0.0778,0.0752,0.3656,0.3656,0.3656,0.7029,0.6578,0.6918,0.8691,0.8838,0.8855
69,"אתמול בלילה נמאס לי מהשגרה, ניקיתי את כל המלכודות מחמאת בוטנים ופיזרתי עליהן פיסטוקים.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו לכולן.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי פיסטוק בסופרגלו אליהן.","סוף סוף נמאס לי מהשגרה הזאת אתמול בלילה, ניקיתי את כל המלכודות מחמאת בוטנים, והדבקתי לכולן פיסטוק בסופרגלו.",0.3739,0.3739,0.3739,0.5409,0.5409,0.5409,0.5825,0.5937,0.6135,0.7587,0.7963,0.7724
76,אבל הן גם מקצצות את המענקים וזיכויי המיסים המעודדים פעילות עסקית נוספת.,אבל הם גם קיצצו מענקים והקלות מס המעודדים פעילות עסקית נוספת.,אבל הם גם קיצצו במענקים ובהטבות מס המעודדים פעילות עסקית נוספת.,אבל הם גם קיצצו מענקים והקלות מס שמעודדים פעילות עסקית נוספת.,0.3173,0.3173,0.2159,0.4727,0.4727,0.3748,0.7129,0.714,0.7125,0.9185,0.9258,0.9095
77,"יש לי עסק. הוא מצליח למרות הממשל הפרובינציאלי, לא בזכותו.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, לא בגללה.","אני בעל עסק. הוא מצליח למרות הממשלה המחוזית, ולא בזכותה.","אני בעל עסק, והוא מצליח למרות הממשלה המחוזית ולא בזכותה.",0.3439,0.3146,0.0417,0.484,0.3969,0.1875,0.676,0.7181,0.7635,0.9024,0.9096,0.9049
81,"זה נכון אפילו כעת, כאשר goatse.cx נעלם, אבל יהיה מרוץ צמוד לתחתית בין goatse לבין, למשל, khou.com, ששם ניסיתי לצפות בסרטון ש-Wendy שלחו לי.","זה נכון גם עכשיו כש goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי זה היה מרוץ צמוד לתחתית בין goatse לבין, לדוגמה, khou.com, שם ניסיתי לצפות בסרטון שוונדי שלחה לי.","זה נכון גם עכשיו כש-goatse.cx איננו, אם כי הייתה תחרות קשה על המקום האחרון בין goatse.cx לבין, נניח, khou.com, שם ניסיתי לראות סרטון שוונדי שלחה לי.",0.2711,0.3097,0.0542,0.4467,0.5129,0.2198,0.698,0.753,0.771,0.7855,0.8357,0.82
94,השיגו מדבקות לרכב שהן נגד טרמפ והדביקו אותן בכל מקום.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,השג כמה מדבקות פגוש נגד טראמפ והדבק אותן בכל מקום.,השג כמה מדבקות באמפר נגד טראמפ ותדביק אותן בכל מקום.,0.2597,0.2597,0.2597,0.446,0.446,0.446,0.5559,0.5559,0.472,0.7971,0.7971,0.8467
95,צעקו לעבר אלו שמנסים לגבור עלינו.,צעקו בחזרה על אלה שמנסים להשתיק אותנו.,צעקו בחזרה למי שמנסה לדבר מעלינו.,השיבו לאלה שמנסים להשתיק אותנו.,0.0366,0.0393,0.0411,0.1639,0.0833,0.0847,0.7105,0.611,0.6471,0.8683,0.8461,0.6149
101,זה לא מקובל מבחינה חברתית לצאת לציבור או להתקרב לאנשים כאשר אתה משתעל עם ליחה.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בהמון ליחה.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול שמלווה בליחה.,לא מקובל חברתית לצאת למקומות ציבוריים או לרוץ לאנשים כשאתה משתעל שיעול עם הרבה ליחה.,0.0499,0.044,0.0512,0.4208,0.3842,0.4588,0.4276,0.387,0.5367,0.7477,0.7443,0.7788
102,אני חוזר. זה לא מקובל מבחינה חברתית לפזר את ליחת הקורונה שלכם בכל מקום!!!,אני חוזר. זה לא מקובל חברתית לפזר את סערת הליחה שלך מקורונה בכל מקום!!!,אני חוזר. לא מקובל מבחינה חברתית להפיץ את נזלת הקורונה שלך לכל עבר!!!,אני חוזר. לא מקובל חברתית להפיץ את הנזלת שלך מקורונה בכל מקום.,0.5382,0.2611,0.0831,0.7046,0.5396,0.4148,0.6526,0.7521,0.502,0.7973,0.8746,0.7981
106,מיו יודע שצער הוא ליווי קבוע בחיים.,מיו יודעת שהצער הוא בן לוויה קבוע של החיים.,מיו יודעת שהצער הוא בן לוויה קבוע בחיים.,מיו יודעת שהצער הוא בת לוויה קבועה לחיים.,0.0298,0.1349,0.0316,0.2083,0.4445,0.1408,0.6343,0.6767,0.6956,0.8284,0.8321,0.7087
107,"לאחר 4,000 מקרי לחץ יל מוצאת את עצמה במקום של אהבה ויש לה תחושות שהיא לא יודעת מה לעשות איתן, כך שיש הרבה משניהם.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה ויש לה רגשות עצומים שהיא לא יודעת מה לעשות איתם אז יש הרבה משניהם.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה וחווה רגשות עצומים שהיא לא יודעת מה לעשות איתם, אז יש הרבה משניהם: אהבה ומצוקה.","אחרי 4,000 של מצוקה, י""ל מוצאת את עצמה במקום של אהבה וחווה רגשות עצומים שהיא לא יודעת איך להתמודד איתם, ולכן יש בה הרבה משניהם.",0.4117,0.2838,0.2423,0.6587,0.5219,0.4887,0.6792,0.6575,0.6181,0.7709,0.7902,0.8184
109,הפיאסקו של אתמול ‎‎‏‏‎#MangoMoron‎ היה כישלון שערורייתי.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,הפיאסקו של אתמול עם ‎#MangoMoron היה פיאסקו שערורייתי.,הפיאסקו של אתמול עם ‎#MangoMoron היה כישלון שערורייתי.,0.1276,0.1276,0.3508,0.6282,0.6282,0.8294,0.7581,0.7581,0.8649,0.8284,0.8284,0.9409
111,"איזה ""בכיר"" בחדשות החליט לתת לפושע השמן והשקרן זמן שידור ממושך?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן אוויר?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה להעניק לפושע השמן, השקרן והמגושם הזה זמן מסך כה רב?","איזה ""בכיר"" ברשת חדשות בכבלים קיבל את ההחלטה לתת לפושע השמן והשקרן הזה כל כך הרבה זמן שידור?",0.2404,0.1382,0.2559,0.5747,0.2698,0.5747,0.7295,0.7844,0.9045,0.8796,0.8991,0.9071
116,"ככל שהמכונית משתנה, כך גם ארני, שהביטחון החדש שלו הופך לשחצנטת מאחורי ההגה של מכוניתו האקזוטית.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של היופי האקזוטי שלו.","ככל שהמכונית משתנה, כך גם ארני, שהביטחון העצמי החדש שלו הופך ליהירות מאחורי ההגה של היפהפייה האקזוטית שלו.","ככל שהמכונית משתנה, כך גם ארני, שביטחונו החדש הופך ליהירות מאחורי ההגה של המכונית האקזוטית שלו.",0.4747,0.5262,0.4825,0.671,0.7975,0.671,0.7018,0.7419,0.783,0.7572,0.7875,0.8188
118,Codleo היא אחת מהשותפים הטובים ביותר של Salesforce המציעה את שירותי Salesforce הטובים ביותר המותאמים לצרכי החברה שלך.,קודליאו היא אחת משותפות Salesforce הטובות ביותר המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.,"קודליאו היא אחת משותפות Salesforce הטובות ביותר, המציעה שירותי Salesforce מותאמים לצרכי החברה שלכם.","קודליאו היא אחת משותפות ה-Salesforce הטובות ביותר, המציעה שירותי Salesforce בהתאמה אישית לצרכי החברה שלכם.",0.0421,0.0424,0.0415,0.4356,0.3991,0.3586,0.8108,0.831,0.9074,0.9114,0.9126,0.9147
123,אחד הדברים המטורפים ביותר לגבי השכנים שלי שיוצאים נגדי הוא לחשוב כמה מאמץ נדרש כדי להיות עוין.,אחד הדברים הכי משוגעים בזה שהשכנים שלי התהפכו נגדי זה לחשוב כמה מאמץ צריך כדי להיות עוין.,אחד הדברים הכי משוגעים בעובדה שהשכנים שלי התהפכו נגדי הוא לחשוב כמה מאמץ צריך כדי להיות עוינים.,מה שהכי משוגע בכל זה שהשכנים התהפכו נגדי זה לחשוב כמה מאמץ הם משקיעים בעוינות.,0.2279,0.271,0.061,0.5515,0.5694,0.2232,0.7269,0.6968,0.5733,0.8417,0.8624,0.627
124,"תשכחו ממני, זה בסדר.","שכח ממני, בסדר.","שכח אותי, בסדר.","שכח ממני, טוב.",0.1316,0.1029,0.1029,0.2564,0.1282,0.1282,0.7068,0.6014,0.6155,0.8938,0.9115,0.8239
125,"תתעלמו ממני, זה בסדר.","תתעלם ממני, בסדר.","תתעלמי ממני, בסדר.","תתעלם ממני, בסדר, אוקיי?",0.1316,0.1316,0.0773,0.2564,0.2564,0.125,0.7717,0.7934,0.7585,0.9444,0.9475,0.9005
129,לטרוק בפניי את הדלת מחייב מאמץ.,לטרוק לי דלת בפנים דורש מאמץ.,לטרוק דלת בפניי דורש מאמץ.,לטרוק לי את הדלת בפנים לא פשוט.,0.0773,0.0869,0.0699,0.1667,0.2542,0.4189,0.7757,0.9044,0.6359,0.764,0.9198,0.6306
133,כלי השייט הזה מחוץ לתחום.,הכלי הזה אסור בכניסה.,הכלי הזה מחוץ לתחום.,הכלי הזה מחוץ לתחום.,0.0523,0.5475,0.5475,0.102,0.6009,0.6009,0.4124,0.8076,0.8076,0.6313,0.7695,0.7695
137,אבל אדם אחר נמצא לעתים קרובות על סיפונה של הספינה.,אבל לעתים קרובות אדם אחר טס על סיפון האונייה הזו.,אבל לעתים קרובות אדם אחר טס על גבי הספינה הזו.,אבל לעתים קרובות אדם אחר טס במטוס הזה.,0.0648,0.067,0.0636,0.5111,0.5111,0.4551,0.6382,0.7336,0.6491,0.7885,0.8163,0.7515
138,אם הוא ימות... ההשלכות יהיו... משמעותיות.,אילו היה מת... ההשלכות היו... משמעותיות.,אילו היה מת... ההשלכות היו... משמעותיות.,אילו היה מת... ההשלכות היו... משמעותיות...,0.1492,0.1492,0.0717,0.1667,0.1667,0.0833,0.8986,0.8986,0.8673,0.9338,0.9338,0.9354
