index,original,translated,locale_convention_annotation
29,This is the stupidest timeline and I hate it dot com.,这是最蠢的时间线，我讨厌它点com。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""点com"" should be translated more appropriately to reflect the English idiom "".com"" in Chinese. A more accurate translation might be something like “点com结尾”. While understandable, the current translation is not idiomatic."
32,But he can't pardon himself out of state prison.,但他无法特赦自己出州立监狱。,"MQM annotations
Terminology errors:
minor: WRONG TERM/Wrong Term - ""特赦"" should be used in the context of the legal process for federal crimes, not state crimes. The translation is correct in meaning but would require knowing the legal system to choose a better term."
33,It takes the state's governor.,需要州长。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation ""需要州长"" is too literal and lacks context. A better translation might be ""这需要州长的批准"" or ""这取决于州长"". Although ""需要州长"" is not technically wrong, it's not the most natural way to express this idea in Chinese."
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",我们认为语境依赖型交流是一种情境化的多层现象，其受到环境属性（如语境分布）的重大影响。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""语境依赖型交流"" should be ""语境依赖的交流"" or ""上下文相关的交流"" to better align with common Chinese usage and the nuance of ""context-dependent communication."" Although understandable, the current translation is slightly awkward.
minor: WRONG TERM/Wrong Term - While ""环境属性"" is a valid translation of ""environment properties,"" in the context of communication and language, ""环境特征"" might be a more natural and common phrasing. The current translation is not incorrect, but slightly less idiomatic.
minor: WRONG TERM/Wrong Term - Although the translation of ""语境分布"" is literally correct, ""语境的分布"" or ""上下文的分布"" might read smoother in Chinese."
47,Communities gain the knowledge to embed and support their own development.,社区获得知识，从而能够扎根并支持自身发展。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""扎根"" doesn't fully capture the meaning of ""embed"" in this context. While not strictly incorrect, it implies a more literal implantation than the intended meaning of integrating and internalizing knowledge. A more suitable term might be ""融入"" or ""整合.""
```"
50,Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.,通过一系列干预措施，从支持设备购买到培训，数千棵树木已经种植成活，农民的作物产量也得到了提高。,"```
MQM annotations:
```"
53,The UPS store near me won't allow me to write a label or write on the box.,我家附近的 UPS 商店不允许我写标签或在箱子上写字。,"```
MQM annotations:
```"
55,They won't allow me to tell them the address it's going to and who is shipping it.,他们不允许我告诉他们寄往的地址和是谁寄的。,"```
MQM annotations:
```"
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.",这是一场暴行，就像一场象征性的1月6日反民主谎言和委屈节，由美国媒体自取灭亡地举办。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""1月6日"" should be translated as ""一月六日事件"" to specifically refer to the January 6th event. The current translation is not wrong, but lacks the specificity of the term.
minor: WRONG TERM - ""委屈节"" could be ""抱怨节"" to better reflect the original meaning of ""grievance"".
```"
61,Licht AGREED to an all Republican audience!,利希特同意面对全体共和党观众！,"MQM annotations:
Terminology errors:
minor: WRONG TERM/capitalization - ""利希特"" should be capitalized as it is a name."
64,The ratings--seeking delusional irresponsibility of it all.,追逐收视率的妄想般的不负责任。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""追逐收视率"" should be ""追求收视率""
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.",我家地下室非常漏风，这基本上意味着会有很多啮齿动物进来避难。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""啮齿动物"" is too specific. ""Rodents"" can include animals like squirrels, which are not typically referred to as 啮齿动物 in Chinese. A more general term like ""动物"" (animals) or ""小动物"" (small animals) might be more appropriate."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晚我终于受够了这种一成不变的生活，把所有的捕鼠器都清理掉了花生酱，然后用强力胶粘了一颗开心果在上面。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""捕鼠器"" should be translated in a way that's consistent with its existing translation.
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",恕我直言，我尝试了市面上几乎所有“人道”的捕鼠器，但效果甚微。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term “人道” is used in the translation, but should be “人道的” to match the adjective form in the source."
73,I'm tired of conservative parties and governments wrapping themselves in the brand of pro-business.,我厌倦了保守党派和政府将自己包装成亲商的品牌。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""亲商的品牌"" is a literal translation of ""pro-business brand"". While understandable, it's not the most natural or idiomatic way to express the idea in Chinese. A better translation might be something like ""支持商业的形象"" or ""以支持商业为旗号"".
```"
74,"They aren't, at least not in Alberta.",至少在阿尔伯塔省不是。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""阿尔伯塔省"" is missing the particle ""在"" before it, which makes it sound awkward in Chinese."
75,Sure they cut business taxes.,当然，他们削减了商业税。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""商业税"" should be ""营业税"" to align with the common translation of ""business taxes"" in Chinese, which refers to taxes on business turnover or revenue rather than a general tax on businesses. Although ""商业税"" isn't entirely wrong, it's less common and could be interpreted as a broader category."
78,"Discovered the hard way that in 2023, local TV station web sites are the absolute worst experience on the internet.",痛苦地发现，在2023年，地方电视台的网站绝对是互联网上最糟糕的体验。,"```
MQM annotations:
```"
79,"Popups, auto-play videos, animations, popovers, and ads, ads, ads.",弹出窗口、自动播放视频、动画、弹出框、以及广告，广告，广告。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""弹出框"" should be ""弹窗"" to match the ""popovers"" in the source text more closely, especially considering the previous use of ""弹出窗口"" for ""popups"". While understandable, ""弹出框"" isn't the most common or natural translation for ""popovers"" in this context.
```"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.",即使在goatse.cx已经消失的现在，情况仍然如此。不过，如果要在goatse和khou.com（我在那里尝试观看Wendy发给我的视频）之间选一个最烂的网站，那将会是一场势均力敌的比赛。,"```
MQM annotations:
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",“我只是送他到格拉斯哥，”我试图解释，一边指着我的旅伴。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - The Chinese translation uses ""格拉斯哥"" (Gelasigе) for ""Glasgow"", which is the correct transliteration but might sound slightly unnatural compared to simply using ""格拉斯哥"" (Gelasigе) or ""格拉斯哥市"" (Gelasigе Shi).
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,昨晚发生的事情让我确信我们需要做好准备，反击特朗普主义。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""特朗普主义"" should likely be translated as ""Trumpism,"" maintaining the English term, especially given the context of fighting against it. Using a transliterated version might be less impactful and less aligned with common usage in discussions about political movements.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,搞一些反特朗普的保险杠贴纸，到处贴。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/ capitalization - ""反特朗普的保险杠贴纸"" should be ""反特朗普 保险杠贴纸"""
95,Yell back at those who would try to talk over us.,对那些试图盖过我们声音的人，大声回应回去。,"```
MQM annotations:
```"
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,所以我赶紧冲进公寓想躲开他，但他还是追上来和我聊天了。,"```
MQM annotations:
```"
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,我再说一遍。到处散播你的新冠病毒飞沫是不被社会接受的！！！,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""新冠病毒飞沫"" is a valid translation of ""covid mucus storm,"" but the term sounds too formal and technical for the context. A less formal option might be better."
104,Abe keeps his sorrows hidden and laughs easily while Tom is not afraid to cry but is less amused by rude humor.,安倍把悲伤藏在心底，笑容常挂脸上；而汤姆则不怕流泪，但对粗俗的笑话不感兴趣。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""笑容常挂脸上"" is a very literal translation that sounds a bit unnatural in Chinese. While understandable, ""笑容常挂脸上"" is not the most idiomatic or natural way to express ""laughs easily"" in this context. A more natural expression might be ""脸上常带笑容"" or ""经常笑容满面"".
minor: WRONG TERM - “粗俗的笑话” could be also translated as ""低俗的笑话""."
106,Mio knows that sorrow is life's constant companion.,澪知道悲伤是人生的永恒伴侣。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""永恒伴侣"" (eternal companion) is too strong a term. A better translation might be ""经常伴侣"" (frequent companion) or ""普通伴侣"" (common companion) to better capture the sense of ""constant.""
```"
108,#CNN needs to just close down.,CNN 应该倒闭了。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/wrong capitalization - ""CNN"" should be translated to its Chinese equivalent or transliterated, not kept in English.
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨天的#芒果莫伦 惨败简直是场荒唐的惨败。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - The translation ""芒果莫伦"" for ""#MangoMoron"" is a transliteration. While not technically incorrect, it loses the original meaning and impact of the term, which is likely a derogatory or humorous reference to a specific mango-based dessert. A more contextually appropriate translation might be preferable, though this is a judgment call.
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.",书呆子学生阿尼·坎宁安爱上了克莉丝汀，一辆锈迹斑斑的1958年款普利茅斯·弗瑞，并痴迷于将这辆经典汽车修复到昔日的辉煌。,"MQM annotations:
Terminology errors:
minor: wrong term - ""普利茅斯·弗瑞"" should be ""普利茅斯· fury"". It is a model name and should maintain the original English capitalization style."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.",随着汽车的改变，阿尼也随之改变，他新获得的自信在驾驶着他的异国情调的美车时变成了傲慢。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""exotic"" as ""异国情调的"" is acceptable but less common and slightly awkward in this context. A more natural translation might be ""稀有的"" or ""独特的"".
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,我的邻居们与我为敌，其中最令人难以置信的一点是想到要充满敌意得需要付出多大的努力。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - The phrase ""充满敌意"" (chōngmǎn díyì) is a literal translation of ""hostile"" but sounds slightly awkward in this context. A more natural phrasing might be something like ""表现出敌意"" (biǎoxiàn chū díyì) or simply ""敌对"" (díduì), though the existing translation is understandable.
```"
126,It hurts but you gotta do you.,虽然很伤人，但你还是要做你自己。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/grammatical error - ""虽然很伤人"" should be ""虽然这很伤人"" to specify the action or situation that is hurtful."
127,But at this point the open hostility and violence is getting worse.,但此时公开的敌意和暴力正在加剧。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/wrong capitalization - The term ""但此时公开的敌意和暴力正在加剧"" should be modified to match the correct capitalization."
128,That takes effort.,这需要付出努力。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""付出努力"" is a glossary entry. The translation is acceptable, but it would be better to use a more common and natural phrasing. It is not wrong, just not the best choice."
132,They had keys to my apartment for 6+ years.,他们有我家公寓钥匙六年多了。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation uses ""我家公寓钥匙"" which literally translates to ""my home apartment key"". While understandable, it would be more natural to say ""我公寓的钥匙"" (my apartment's key) or simply ""我家钥匙"" (my home key)."
134,I am aware of your hatred of Organa.,我知道你憎恨奥加纳。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""奥加纳"" should be ""欧嘉纳""."
142,The Last of Us is an easy and canonical example of dad-ification.,《最后生还者》是“爹化”现象的一个简单而典型的例子。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""爹化"" is a direct translation and while understandable, it may not be the most natural or accurate term in Chinese for the concept of ""dad-ification."" A more nuanced translation that captures the essence of the trend might be better."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父亲化通常假定，解决父辈角色必须照顾或保护儿童或儿童替代品的情况的方法是压倒性的力量，并利用这种力量来强加一种特定形状的权力动态。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""父亲化"" is a neologism/nonce word translated literally. A more natural and established translation might be something like ""父权化"" or a descriptive phrase. While understandable, it feels slightly unnatural in Chinese."
149,- We provide links to where you can book the fare.,我们提供预订机票的链接。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""机票"" (airplane ticket) is too specific for ""fare"", which can include other modes of transport."
151,- More details are in the full blog post.,更多详情请见完整博文。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/capitalization - ""博文"" should not be capitalized as it is in the middle of a sentence and not a proper noun.
```"
159,Over time dart became my go-to for quick UI.,随着时间的推移，Dart成了我快速构建UI的首选。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""UI"" should be translated, not kept in English.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.",使用 Flutter 开发是一种享受，并且他们有 MobX 可以轻松进行状态管理。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""状态管理"" is not the most accurate translation of ""store management"". While it is understandable, ""状态管理"" usually translates to ""state management"". ""Store management"" can be translated as “存储管理” (cún chǔ guǎnlǐ) or “店铺管理” (diànpù guǎnlǐ) depending on the context, which it isn't in this case.
```"
164,Echidna with amethyst and magenta spikes.,具有紫水晶色和品红色尖刺的针鼹.,"MQM annotations
Terminology errors:
minor: WRONG TERM/wrong term - ""紫水晶色"" should be ""紫水晶"". ""紫水晶色"" is not a standard term for the color of amethyst.
minor: WRONG TERM/wrong term - ""品红色"" should be ""洋红色"" or ""红紫色"". ""品红色"" is acceptable, but less common than the others, so ""洋红色"" is the preferred terminology.
```"
167,"Their hair is raspberry, short and curly.",他们的头发是覆盆子色，又短又卷。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - ""覆盆子色"" might be better translated to a more specific color term within the realm of raspberry shades if one exists in the glossary, though it's generally understandable.
```"
169,Their most interesting feature is their good deeds.,他们最引人注目的特点是他们的善行。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - While ""善行"" can be translated as ""good deeds,"" in this context, ""善举"" might be a slightly better and more natural-sounding choice. However, ""善行"" isn't incorrect, making this a minor issue of stylistic preference rather than a significant terminology error.
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",尽管布莱姆·斯托克、马克斯·施莱克和斯蒂芬妮·梅尔尽了最大努力想让他们看起来很糟糕 - 每个人...,"```
MQM annotations:
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Okay, I will provide translations into Mandarin and (a phonetic approximation of) Hokkien based on my best understanding. Please note that without more context, these translations might not be perfect.

**Mandarin:**

需要把它翻译成普通话和/或福建话，但我完全不懂。请直接提供翻译，不要添加任何额外的文字。

**Hokkien (Approximate Phonetic):**

Beh su-iau than i pien-yi chit cho pu-thong-ua kah/iah Hok-kien-ua, wa chiong-kai m chai-xiau. Chiah-ho thui-kien pien-yi, m-thang ka thiam kia-pah e su-ji.","MQM annotations:
Terminology errors:
minor: WRONG TERM/capitalization - ""普通话"" should be ""普通话"" (Mandarin).
minor: WRONG TERM/capitalization - ""福建话"" should be ""福建话"" (Hokkien)."
179,Been toying with this thought for a little while:,脑海里盘旋这个想法有一阵子了。,"```
MQM annotations:
```"
182,Because it happens in the mind and seems less tangible than physical health.,因为它发生在脑海中，并且似乎不如身体健康那样有形。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""脑海中"" is translated as ""in the mind"", while it means ""in one's mind"", which should be translated into ""mind"" without the prepositions in this sentence.
```"
189,"My sex is non-binary, my gender is female.",我的生理性别为非二元性别，我的性别认同为女性。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""生理性别为非二元性别"" should be ""生理性别为无性别"" or ""生理性别为双性"", to align with the typical usage of ""non-binary"" in the context of sex. Although not a direct one-to-one translation, ""无性别"" or ""双性"" is closer to the intended meaning in the context."
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,类似于德国摇滚的情绪，超凡脱俗的流行音乐，无线电音响工作室，以及诸如此类的东西。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""德国摇滚"" is a possible but not very precise translation of ""krauty"". A more appropriate term would be ""德国实验摇滚"".
minor: WRONG TERM - ""无线电音响工作室"" is a literal but somewhat awkward translation of ""radiophonic workshop."" A more natural translation might be ""电子音乐工作室"" or ""声音实验室,"" depending on the specific context.
```"
196,Playing around a bit with Flutter.,稍微玩了一下 Flutter。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""稍微玩了一下"" is too literal and doesn't fully capture the nuance of ""playing around with."" A better translation might be ""简单尝试了一下"" or ""体验了一下"".
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",说实话，我不想把我的业务建立在谷歌的技术之上。但另一方面，谷歌是少数几个真正有动力创造引人注目的跨平台体验的大公司之一，而且这一点也体现了出来。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""跨平台体验"" should be ""跨平台使用体验"" or ""跨平台应用体验"" to better reflect the meaning of ""cross-platform experience"" in the context of technology.
```"
203,A few very small difficulties have come to light.,出现了一些小问题。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""出现了一些小问题"" is a general translation of ""A few very small difficulties have come to light"" but ""小问题"" (xiǎo wèn tí) is listed in the glossary. Need to check glossary for appropriate application or better translation of ""difficulties"""
204,Nothing to set alarm bells ringing but nevertheless they are being addressed.,虽无须过度担忧，但相关问题正在处理中。,"```
MQM annotations:
```"
205,A small update will be produced next week to correct them.,下周将会发布一个小更新来修正它们。,"```
MQM annotations:
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,我不太清楚为什么我的大脑想不明白；可能是因为工具过于宽泛和模糊，导致我的大脑因为“选项太多”而直接卡死。,"```
MQM annotations:
```"
217,"There's... no way that would work, probably!",不太可能吧！,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""不太可能吧！"" is a reasonable translation, but it misses the nuance of ""probably"" which softens the statement. ""不太可能吧，大概！"" would be closer."
219,I was a voracious reader in my youth.,我年轻的时候是个贪婪的读者。,"```
MQM annotations:
```"
228,"But if Spotify has a good quarter, they will.",但如果Spotify这季度表现良好，他们会的。,"```
MQM annotations:
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,让他们重建全国那些被掏空且日益衰败的城市。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""重建"" is not the most accurate translation for ""rehabilitate"" in this context. It is a more general term for rebuilding. While not entirely wrong, it misses the nuance of restoring or improving something that is already there but in disrepair. A better term might be ""修复"" (xiūfù), which carries the sense of repairing and restoring."
235,These headlines and articles usually reference one CEO at one large company.,这些标题和文章通常只提及一家大型公司的一位首席执行官。,"```
MQM annotations:
```"
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,这都是标题党，但它确实让我担心那些阅读这些文章的高管和经理们。,"```
MQM annotations:
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,它使人们能够避免耗时的通勤，从而节省时间和陪伴家人的时间。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""陪伴家人的时间"" is a bit redundant as it repeats the meaning of ""节省时间"". While not incorrect, it could be more concise.
```"
247,"""This is a war between the pro-humans and anti-humans,"" he said.",“这是一场亲人类和反人类之间的战争，” 他说。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""亲人类"" might be too literal and could be improved with a more natural-sounding term in Chinese for ""pro-human"". It's understandable, but slightly awkward.
minor: WRONG TERM - ""反人类"" might be too literal and could be improved with a more natural-sounding term in Chinese for ""anti-human"". It's understandable, but slightly awkward."
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,他还认为，新民主党和进步人士为了环境，想要减少社会人口。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - The translation ""新民主党"" for ""NDP"" might be correct in some contexts, but without knowing the specific context (e.g., Canadian politics), it's hard to be certain if this is the best translation. The term itself isn't wrong, but it might not be the most appropriate.
minor: WRONG TERM/Wrong Term - The translation ""进步人士"" for ""progressives"" is a reasonable translation, but it might be too broad. Depending on the context, a more specific term might be better."
252,Whenever May would pop up I dreaded trying to celebrate my bday.,每当梅伊出现，我就害怕过生日。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""过生日"" is the glossary entry, but it is not accurate in the context. While literally ""spend birthday"", it's not the best rendering of ""celebrate my bday"". It's technically correct, just not the most natural."
258,Winter is 30 days away in this little part of the Great Southern World.,在这个南半球的这小片地方，离冬天还有30天。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""南半球"" should be translated to ""Southern Hemisphere"" instead of ""南半球""
```"
261,"The rain is falling and whilst/while it is not frozen, you ain't going dancing in it!",下着雨，虽然没结冰，但你也别想在雨中跳舞了！,"```
MQM annotations:
```"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,你知道有什么高性能的方法可以让 Web 组件响应被添加到文档或从文档中移除的事件吗？,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Web 组件"" should be ""Web components"" to align with established terminology and maintain consistency with the source text.
```"
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",我们创建一个分离的临时父对象，将MO安装在那里，并观察它变为分离状态（因此被附加到其他地方）。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""临时父对象"" might be better translated as ""临时父项"" or ""临时父级对象"" to align better with common technical terminology for ""parent object."" Although understandable, the current translation is slightly awkward.
minor: WRONG TERM - While ""分离状态"" is understandable, ""已分离"" might be a more natural and concise way to translate ""detached state"" in this context."
276,He's just absolutely ripped from tearing around my office twice a day.,他每天在我办公室里跑两趟，绝对练出来了。,"MQM annotations
Terminology errors:
minor: WRONG TERM/typo - ""他每天在我办公室里跑两趟，绝对练出来了"" The translation implies physical exercise which is not the focus of the original sentence. The ""ripped"" in this context means exhausted."
277,"I don't have a scale to weigh him, but he feels like he's well over a pound.",我没有秤来称他，但他感觉肯定超过一磅了。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - ""一磅"" should be a measure word for weight, indicating the weight of something. In this context, it should be translated as ""磅重"" or similar to emphasize the weight aspect.
```"
278,It makes me so happy to see him thriving.,看到他过得这么好，我真替他高兴。,"```
MQM annotations:
```"
280,1) Slight modifications to the Hel's Fighters map layout.,对赫尔战士地图布局的轻微修改。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""赫尔战士地图"" should be just ""赫尔地图 (Hel map)"" since there are no ""Hel's Fighters"".
```"
286,"All collards, kale, chard is transplanted.",所有羽衣甘蓝、芥蓝、莙荙菜都已移栽。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""collards"" as ""羽衣甘蓝"" (kale) might be technically correct, but collards is a more general term, and while kale is a type of collard, this translation doesn't reflect the broader category. Though not strictly incorrect, it's less precise. The other terms are fine.
```"
288,Spring peas at Gilpin are showing up so trellise needs to be set.,吉尔平的春豌豆已经长出来了，需要搭棚架了。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""吉尔平的春豌豆已经长出来了，需要搭棚架了"" The word 春豌豆 refers to ""Spring peas"" and needs to match the corresponding glossary term. It is missing context.
```"
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.",苹果地图是 iOS 的默认应用，但人们仍然会特意下载并在他们的 iPhone 上安装谷歌地图。,"MQM annotations:
No terminology errors found."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).",出于好奇，我保持开放心态，对比了 Google 地图和 Apple 地图在我的测试 iPhone 设备上的表现（我的主力机是安卓设备，所以很少使用 iPhone）。,"```
MQM annotations:
```"
297,No idea.,不知道。,"```
MQM annotations:
```"
300,Could it be that Google Search is integrated with Google Maps?,Google搜索是否可能与Google地图集成？,"```
MQM annotations:
```"
