index,original,single_agent_translation,single_agent_improved_translation
59,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.",这是一场暴行，就像一场象征性的1月6日反民主谎言和委屈节，由美国媒体自取灭亡地举办。,这是一场令人愤慨的闹剧，犹如象征着1月6日事件的反民主谎言与不满的大杂烩，由美国媒体自掘坟墓般地促成。
61,Licht AGREED to an all Republican audience!,利希特同意面对全体共和党观众！,利希特同意參加僅限共和黨人士的觀眾活動！
64,The ratings--seeking delusional irresponsibility of it all.,追逐收视率的妄想般的不负责任。,追逐收视率，简直是妄想般的不负责任。
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.",我家地下室非常漏风，这基本上意味着会有很多啮齿动物进来避难。,我家地下室很漏风，基本上意味着很多啮齿动物会跑进来避难。
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨晚我终于受够了这种一成不变的生活，把所有的捕鼠器都清理掉了花生酱，然后用强力胶粘了一颗开心果在上面。,昨晚我终于受够了这种一成不变的生活，清理了所有用花生酱做诱饵的捕鼠器，然后用强力胶把一颗开心果粘在了上面。
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",恕我直言，我尝试了市面上几乎所有“人道”的捕鼠器，但效果甚微。,恕我直言，我试过市面上几乎所有“人道”的捕鼠器，但效果不佳。
73,I'm tired of conservative parties and governments wrapping themselves in the brand of pro-business.,我厌倦了保守党派和政府将自己包装成亲商的品牌。,我厌倦了保守党派和政府动辄标榜自己是亲商的。
74,"They aren't, at least not in Alberta.",至少在阿尔伯塔省不是。,至少在阿尔伯塔省不是这样。
75,Sure they cut business taxes.,当然，他们削减了商业税。,当然，他们确实削减了商业税。
78,"Discovered the hard way that in 2023, local TV station web sites are the absolute worst experience on the internet.",痛苦地发现，在2023年，地方电视台的网站绝对是互联网上最糟糕的体验。,痛苦地发现，2023年的地方电视台网站绝对是互联网上最糟糕的体验。
79,"Popups, auto-play videos, animations, popovers, and ads, ads, ads.",弹出窗口、自动播放视频、动画、弹出框、以及广告，广告，广告。,弹出窗口、自动播放视频、动画、弹出式窗口，以及广告，广告，广告。
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.",即使在goatse.cx已经消失的现在，情况仍然如此。不过，如果要在goatse和khou.com（我在那里尝试观看Wendy发给我的视频）之间选一个最烂的网站，那将会是一场势均力敌的比赛。,即使 goatse.cx 已经消失，情况仍然如此。不过，要说 goatse 和 khou.com（我在那里尝试观看 Wendy 发给我的视频）哪个更烂，那可真是不相上下。
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",“我只是送他到格拉斯哥，”我试图解释，一边指着我的旅伴。,“我只是送他到格拉斯哥，”我试图解释，一边指着我的旅伴。
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,昨晚发生的事情让我确信我们需要做好准备，反击特朗普主义。,昨晚发生的事情让我确信，我们需要做好准备，反击特朗普主义。
94,Get some bumper stickers that are anti-Trump and plaster them all over.,搞一些反特朗普的保险杠贴纸，到处贴。,搞一些反特朗普的保险杠贴纸，四处张贴。
95,Yell back at those who would try to talk over us.,对那些试图盖过我们声音的人，大声回应回去。,对那些试图压制我们声音的人，大声回应。
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,所以我赶紧冲进公寓想躲开他，但他还是追上来和我聊天了。,所以我赶紧冲进公寓想躲开他，但他还是追上来和我聊天。
102,I repeat. It is not socially acceptable to spread your covid mucus storm everywhere!!!,我再说一遍。到处散播你的新冠病毒飞沫是不被社会接受的！！！,我再说一遍。不要随地散播带新冠病毒的飞沫，这是一种不文明的行为！！！
104,Abe keeps his sorrows hidden and laughs easily while Tom is not afraid to cry but is less amused by rude humor.,安倍把悲伤藏在心底，笑容常挂脸上；而汤姆则不怕流泪，但对粗俗的笑话不感兴趣。,安倍把悲伤藏在心底，脸上常带笑容；而汤姆则不怕哭泣，但对粗俗的幽默不太感冒。
106,Mio knows that sorrow is life's constant companion.,澪知道悲伤是人生的永恒伴侣。,澪知道悲伤是人生的永恒伴侣。
108,#CNN needs to just close down.,CNN 应该倒闭了。,CNN 应该倒闭。
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨天的#芒果莫伦 惨败简直是场荒唐的惨败。,昨天的#芒果莫伦事件简直是一场荒唐的惨败。
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.",书呆子学生阿尼·坎宁安爱上了克莉丝汀，一辆锈迹斑斑的1958年款普利茅斯·弗瑞，并痴迷于将这辆经典汽车修复到昔日的辉煌。,书呆子学生阿尼·坎宁安爱上了克莉丝汀，一辆锈迹斑斑的1958年款普利茅斯·狂怒，并痴迷于将这辆经典汽车修复到昔日的辉煌。
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.",随着汽车的改变，阿尼也随之改变，他新获得的自信在驾驶着他的异国情调的美车时变成了傲慢。,随着汽车的改变，阿尼也随之改变，他新获得的自信在驾驶着这辆充满异域风情的美车时变成了傲慢。
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,我的邻居们与我为敌，其中最令人难以置信的一点是想到要充满敌意得需要付出多大的努力。,我的邻居们与我作对，最让我难以置信的是，他们要付出多大的努力才能充满敌意。
126,It hurts but you gotta do you.,虽然很伤人，但你还是要做你自己。,虽然很伤人，但你还是要坚持做自己。
127,But at this point the open hostility and violence is getting worse.,但此时公开的敌意和暴力正在加剧。,但此时公开的敌对和暴力行为正在加剧。
128,That takes effort.,这需要付出努力。,这需要付出努力。
132,They had keys to my apartment for 6+ years.,他们有我家公寓钥匙六年多了。,他们有我家公寓的钥匙六年多了。
134,I am aware of your hatred of Organa.,我知道你憎恨奥加纳。,我知道你憎恨奥加纳。
142,The Last of Us is an easy and canonical example of dad-ification.,《最后生还者》是“爹化”现象的一个简单而典型的例子。,《最后生还者》是“爹化”现象一个简单且经典的例子。
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父亲化通常假定，解决父辈角色必须照顾或保护儿童或儿童替代品的情况的方法是压倒性的力量，并利用这种力量来强加一种特定形状的权力动态。,父亲化通常假设，在需要父辈角色照顾或保护儿童或类似儿童的对象时，解决方案是压倒性的力量，并利用这种力量强行建立一种特定形式的权力关系。
149,- We provide links to where you can book the fare.,我们提供预订机票的链接。,我们提供可预订机票的链接。
151,- More details are in the full blog post.,更多详情请见完整博文。,更多详情请参见完整博文。
159,Over time dart became my go-to for quick UI.,随着时间的推移，Dart成了我快速构建UI的首选。,随着时间的推移，Dart 逐渐成为我快速构建 UI 的首选工具。
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.",使用 Flutter 开发是一种享受，并且他们有 MobX 可以轻松进行状态管理。,使用 Flutter 开发是一种享受，而且他们还提供了 MobX，方便进行状态管理。
164,Echidna with amethyst and magenta spikes.,具有紫水晶色和品红色尖刺的针鼹.,具有紫水晶色和洋红色尖刺的针鼹。
167,"Their hair is raspberry, short and curly.",他们的头发是覆盆子色，又短又卷。,他们的头发是覆盆子色，又短又卷。
169,Their most interesting feature is their good deeds.,他们最引人注目的特点是他们的善行。,他们最引人注目的特点是他们的善行。
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",尽管布莱姆·斯托克、马克斯·施莱克和斯蒂芬妮·梅尔尽了最大努力想让他们看起来很糟糕 - 每个人...,尽管布莱姆·斯托克、马克斯·施莱克和斯蒂芬妮·梅耶努力地想丑化他们——但每个人……
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Okay, I will provide translations into Mandarin and (a phonetic approximation of) Hokkien based on my best understanding. Please note that without more context, these translations might not be perfect.

**Mandarin:**

需要把它翻译成普通话和/或福建话，但我完全不懂。请直接提供翻译，不要添加任何额外的文字。

**Hokkien (Approximate Phonetic):**

Beh su-iau than i pien-yi chit cho pu-thong-ua kah/iah Hok-kien-ua, wa chiong-kai m chai-xiau. Chiah-ho thui-kien pien-yi, m-thang ka thiam kia-pah e su-ji.",需要将其翻译成普通话和/或福建话，我完全不懂这两种语言。请直接提供翻译，无需任何额外说明。
179,Been toying with this thought for a little while:,脑海里盘旋这个想法有一阵子了。,脑海里盘旋着这个想法已经有一阵子了。
182,Because it happens in the mind and seems less tangible than physical health.,因为它发生在脑海中，并且似乎不如身体健康那样有形。,因为它更多是心理上的问题，不像身体健康那样容易被感知。
189,"My sex is non-binary, my gender is female.",我的生理性别为非二元性别，我的性别认同为女性。,我的生理性别为非二元性别，我的性别是女性。
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,类似于德国摇滚的情绪，超凡脱俗的流行音乐，无线电音响工作室，以及诸如此类的东西。,类似于德国摇滚的氛围、离世脱俗的流行音乐、无线电音效坊，以及各种其他风格。
196,Playing around a bit with Flutter.,稍微玩了一下 Flutter。,稍微体验了一下 Flutter。
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",说实话，我不想把我的业务建立在谷歌的技术之上。但另一方面，谷歌是少数几个真正有动力创造引人注目的跨平台体验的大公司之一，而且这一点也体现了出来。,说实话，我不太想把业务建立在谷歌的技术之上。但另一方面，谷歌是少数真正有动力创造卓越跨平台体验的大公司之一，这一点也显而易见。
203,A few very small difficulties have come to light.,出现了一些小问题。,出现了一些小问题。
204,Nothing to set alarm bells ringing but nevertheless they are being addressed.,虽无须过度担忧，但相关问题正在处理中。,虽无需过度担忧，但相关问题正在处理中。
205,A small update will be produced next week to correct them.,下周将会发布一个小更新来修正它们。,下周将发布一个小更新来修复这些问题。
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,我不太清楚为什么我的大脑想不明白；可能是因为工具过于宽泛和模糊，导致我的大脑因为“选项太多”而直接卡死。,我不太清楚为什么我的大脑想不明白；可能是因为工具过于宽泛和模糊，导致我的大脑因“选项太多”而直接卡顿。
217,"There's... no way that would work, probably!",不太可能吧！,这不太可能行得通吧！
219,I was a voracious reader in my youth.,我年轻的时候是个贪婪的读者。,我年轻的时候非常爱读书。
228,"But if Spotify has a good quarter, they will.",但如果Spotify这季度表现良好，他们会的。,但如果Spotify本季度表现良好，他们会的。
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,让他们重建全国那些被掏空且日益衰败的城市。,让他们再次重建全国那些被掏空且日益衰败的城市。
235,These headlines and articles usually reference one CEO at one large company.,这些标题和文章通常只提及一家大型公司的一位首席执行官。,这些标题和文章通常只提及一家大型公司的一位首席执行官。
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,这都是标题党，但它确实让我担心那些阅读这些文章的高管和经理们。,这都是标题党，但它确实让我担心阅读这些文章的高管和经理。
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,它使人们能够避免耗时的通勤，从而节省时间和陪伴家人的时间。,它使人们能够避免冗长的通勤，从而节省时间和陪伴家人的时间。
247,"""This is a war between the pro-humans and anti-humans,"" he said.",“这是一场亲人类和反人类之间的战争，” 他说。,“这是一场亲人类与反人类之间的战争，”他说。
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,他还认为，新民主党和进步人士为了环境，想要减少社会人口。,他还认为，新民主党和进步人士为了保护环境，想要减少社会人口。
252,Whenever May would pop up I dreaded trying to celebrate my bday.,每当梅伊出现，我就害怕过生日。,每当梅伊出现，我就害怕庆祝我的生日。
258,Winter is 30 days away in this little part of the Great Southern World.,在这个南半球的这小片地方，离冬天还有30天。,在这个南半球的小区域，距离冬天还有30天。
261,"The rain is falling and whilst/while it is not frozen, you ain't going dancing in it!",下着雨，虽然没结冰，但你也别想在雨中跳舞了！,下着雨，虽然没有结冰，你也别想在雨中跳舞！
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,你知道有什么高性能的方法可以让 Web 组件响应被添加到文档或从文档中移除的事件吗？,你知道有什么高性能的方法可以让 Web 组件对添加到文档或从文档中移除的行为做出响应吗？
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",我们创建一个分离的临时父对象，将MO安装在那里，并观察它变为分离状态（因此被附加到其他地方）。,我们创建一个分离的临时父对象，将 MO 安装到该对象上，并观察到它变为分离状态（即被附加到其他位置）。
276,He's just absolutely ripped from tearing around my office twice a day.,他每天在我办公室里跑两趟，绝对练出来了。,他每天在我办公室里跑两趟，浑身肌肉都练出来了。
277,"I don't have a scale to weigh him, but he feels like he's well over a pound.",我没有秤来称他，但他感觉肯定超过一磅了。,我没有秤来称重他，但他感觉肯定超过一磅了。
278,It makes me so happy to see him thriving.,看到他过得这么好，我真替他高兴。,看到他过得这么好，我真替他高兴。
280,1) Slight modifications to the Hel's Fighters map layout.,对赫尔战士地图布局的轻微修改。,对赫尔战士地图的布局进行了细微调整。
286,"All collards, kale, chard is transplanted.",所有羽衣甘蓝、芥蓝、莙荙菜都已移栽。,所有羽衣甘蓝、羽衣甘蓝和瑞士甜菜都已移栽。
288,Spring peas at Gilpin are showing up so trellise needs to be set.,吉尔平的春豌豆已经长出来了，需要搭棚架了。,吉尔平的春豌豆已经露头了，需要开始搭设棚架。
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.",苹果地图是 iOS 的默认应用，但人们仍然会特意下载并在他们的 iPhone 上安装谷歌地图。,苹果地图是 iOS 的默认应用，但人们仍然会特意下载并在自己的 iPhone 上安装谷歌地图。
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).",出于好奇，我保持开放心态，对比了 Google 地图和 Apple 地图在我的测试 iPhone 设备上的表现（我的主力机是安卓设备，所以很少使用 iPhone）。,出于好奇，我保持开放心态，在我的测试 iPhone 设备上对比了 Google 地图和 Apple 地图的表现（我的主力机是安卓设备，所以我很少使用 iPhone，难得用一下 iPhone）。
297,No idea.,不知道。,不知道。
300,Could it be that Google Search is integrated with Google Maps?,Google搜索是否可能与Google地图集成？,Google搜索是否已与Google地图整合？
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.",我个人倾向于不向最终用户发布垃圾产品。 苹果2012年发布的苹果地图简直是一场灾难。,我个人倾向于不向最终用户发布粗制滥造的产品，而苹果2012年发布的苹果地图就是一个彻底的失败案例。
306,The house itself declines in value because it loses its condition and needs to be replaced.,房子本身因失去状况和需要更换而贬值。,房子本身会因状况变差和需要维修更换而贬值。
310,They're not stupid enough to sell the sell forever.,他们还没蠢到会永远卖下去。,他们还没那么蠢，会永远卖下去。
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,观看澳大利亚和美国媒体频道时，你似乎无法想象土地有一天会被夺走，但这正是因为富人整天在那里确保你的思想朝着某个方向思考。,观看澳大利亚和美国媒体频道时，你似乎无法想象有一天土地会被剥夺，但这正是因为富人整天在那些频道上，确保你的思想朝着某个方向思考。
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.",敬各位投资者，我举杯祝愿你们成功，梦想成真。,敬各位投资者，我举杯祝贺你们取得成功，实现梦想。
322,Let us continue to work together towards creating a brighter future for all.,让我们继续携手合作，共创美好未来。,让我们继续携手合作，共创美好未来。
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,我常常惊叹于人类这种能力，他们明明被如此多的关于真正残忍的证据所包围，却还能如此贬低自己。,我常常惊叹于人类的这种能力：即便身处大量关于真正残忍的证据之中，仍然如此贬低自己。
327,We're all such messy critters.,我们都是这样邋遢的生物。,我们都是这么邋遢的家伙。
332,"or ""Modal editors are useless today"" :morty:",或者“模态编辑器今天已经没用了” :morty:,或者“模态编辑器现在已经没用了” :morty:
336,How would you share personal libraries?,你如何分享个人书库？,你打算如何分享你的个人图书馆？
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",总有一天我要体验在高空达到性高潮的滋味，或许不是跟陌生人。,总有一天我要体验在高空达到性高潮的滋味，或许不是跟一个陌生人。
342,I don't agree that #Mastodon is difficult to setup.,我不认为#Mastodon很难设置。,我不认为#Mastodon的设置很困难。
345,"I wish there was a ""who to follow"" recommendation somehow.",我希望有个类似“推荐关注”的功能。,我希望有个类似“推荐关注用户”的功能。
347,If you stick to the default web interface it doesn't look and feel good (imho).,如果你坚持使用默认的网页界面，它看起来和用起来都不好 (恕我直言)。,如果你坚持使用默认的网页界面，恕我直言，它的外观和体验都不太好。
352,Explanation: account for both sides of mutual influence,解释：兼顾相互影响的正反两面。,解释：同时考虑相互影响的各个方面。
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.",即使他没能在市民大会上说出来，在现在到2024年11月之间，美国的每个人都会听到这些话，而且是反复听到。,即使他没能在市民大会上说出这些话，从现在到2024年11月，美国的每个人都会反复听到。
366,Throwing everything you've got over the fence in response to GPT is not it.,把所有东西都一股脑地扔过墙来应对GPT可不是个好办法。,把所有东西都一股脑地扔过墙来应对GPT可不是个好办法。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",如果我试图算出我的单次最大重量，我可能没有足够的重量来达到极限，或者相反，这可能会严重伤害甚至杀死我。,如果我尝试计算我的单次最大重复重量，我可能没有足够的配重来达到极限，或者反过来，这可能会严重伤害甚至导致我死亡。
375,I swear burrata didn't exist five years ago,我发誓五年前根本没有布拉塔奶酪。,我发誓五年前根本没有布拉塔奶酪这种东西。
376,This is my personal Mandela effect thing.,这是我个人的曼德拉效应。,这是我个人经历过的曼德拉效应。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,我从未见过谁的妈妈做过它，也从未在派对上被硬塞过，也从未见过它与任何人的酱料制作冒险或烘焙日同时出现。,我从未见过别人妈妈做这个，也从未在派对上被人硬塞过，也从未见过它与任何人的酱料制作或烘焙活动同时出现。
380,It just appeared one day and suddenly it was available everywhere.,它不知何时就冒出来了，然后突然间到处都能看到了。,它不知何时出现的，突然间就随处可见了。
385,"This would be mainly for web browsing, occasional email, and some games.",主要用于网页浏览、偶尔收发邮件和玩一些游戏。,主要用于网页浏览、偶尔收发电子邮件和玩一些游戏。
387,"""A good game is only late until it ships.",好游戏不怕晚，就怕做不出来。,好游戏不怕晚，只怕不做。
392,"""Or, as an industry catch phrase goes: A late game is only late until it ships.",或者，正如行业内的流行语所说：跳票的游戏迟早会发售。,或者，正如行业内的一句行话所说：游戏跳票，最终总会发布。
394,Is it so ephemeral then?,难道就这么短暂吗？,难道就这么短暂吗？
397,"He carries it in his mouth proudly all over the house, and I just have to laugh inwardly.",他得意地叼着它在屋子里到处走，我只能在心里暗自发笑。,他得意地叼着它在屋子里到处走，我只能在心里暗自发笑。
399,Have now done a full round trip on the new ICNG train.,现在已经完成了新ICNG列车的完整往返行程。,现在已乘坐新型ICNG列车完成了一次往返旅程。
400,I really like it.,我真的很喜欢。,我真的很喜欢。
402,There's areas that could use some polish.,有些地方需要润色。,有些地方需要润色。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",主要是垃圾箱数量不足，以及缺乏解释灯光颜色意义的标牌。,主要是垃圾箱數量不足，而且缺乏解釋燈光顏色意義的標示。
404,"Fix those minor issues, and then can we have more of these please?",把那些小问题修好，然后我们可以多来点这样的吗？,把那些小问题解决好之后，可以多来一些吗？
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,每位顾客限购一块，我们尽力确保每位排队者都能买到。,每位顾客限购一块，我们会尽力确保每位排队的顾客都能买到一块板。
407,"You can buy ONE of the boards listed above, not one of each.",你可以购买上面列出的板子中的**一个**，不是每一个。,你可以购买上面列出的板子中的**一个**，而不是全部。
409,Yesterday I had the best time with my friend and former rabbi colleague.,昨天我和我的朋友以及以前的拉比同事度过了最美好的时光。,昨天我和我的朋友，也是以前的拉比同事，度过了美好的一天。
410,We visited for a couple hours on my porch.,我们在我的门廊上拜访了几个小时。,我们在我的门廊上待了几个小时。
412,We all have stories to tell.,我们都有故事要讲。,我们都有故事要讲。
415,I quite like akkoma the software and the domain name I got for my instance.,我挺喜欢 Akkoma 这个软件和我为实例注册的域名。,我非常喜欢 Akkoma 这个软件以及我为我的实例注册的域名。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",我觉得不知怎么的，我一开始就弄错了，或者说，一开始就没走对路。,我觉得不知怎么的，我觉得我一开始就有点不顺。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,地下已经被雷普尼德虫族挖成了隧道，你掉进了一个洞穴中，那里有数百只雷普尼德虫族挤在一起，形成一片沸腾的肉堆。,地下已被雷普尼德挖掘成隧道，你一不小心掉入地下的洞穴中，那里聚集着数百只雷普尼德，形成一片沸腾的肉堆。
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",结局迅疾而至，数对毒牙注入致命的毒液，而迪斯克拉的空气也污染了你的肺部。,结局迅疾而至，数对毒牙注入致命毒液，迪斯克拉的空气也侵蚀着你的肺部。
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八眼雷普尼德人似乎在注视着你，但他们没有向你移动，事实上，当你慢慢走向他们时，他们一动不动。,八眼雷普尼德人似乎在注视着你，但他们没有任何动作，事实上，当你慢慢走向他们时，他们一动不动。
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.",你决定重新建立联系很危险，便回到你的飞行器。但这次经历让你清醒了过来，自从你跳入未来后，你的思绪就一直很混乱。,你认为重新建立联系很危险，于是回到你的飞行器，但这次经历让你清醒过来，自从你跳入未来后，你的思绪就一直很混乱。
437,I started a new shawl.,我开始织一条新的披肩。,我开始织一条新的披肩。
442,I am using a H hook with a similar double crochet pattern as I have done before.,我正在使用一个H号钩针，用与之前相似的双钩针编织图案。,我正在使用H号钩针，采用与之前相似的双重钩针编织图案。
448,The literature class hatred is even worse: I love to read.,文学课的仇恨更糟：我爱阅读。,更糟糕的是我对文学课的厌恶：我喜欢阅读。
454,Humanity is out in 5 days.,人类将于5天后推出。,人类将于5天后发布。
456,What will people think of it?,人们会怎么想呢？,人们会怎么想呢？
463,Came home on my lunch break to see this sitting outside uwu.,午休回家，就看到这个东西坐在外面，呜呜呜。,午休回家，看到这个萌物坐在外面，aww。
464,Wish I could take it back to work with me to setup more.,真希望我能把它带回工作场所，以便设置更多。,真希望我可以把它带回去工作，设置更多东西。
466,So I finally watched #Heartstopper,所以我终于看了#心跳漏一拍了。,所以我终于看了#心跳停止了。
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",但重要的是不要为问题找借口，而是直接修复它们，尤其是在生产环境中当你的负责人需要变更的时候。,但重要的是不要为问题找借口，而是直接修复它们，尤其是在生产环境中当你的主导项目需要变更的时候。
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",好的批评是为了快速纠正问题，而不是针对你的能力。,好的批评旨在快速纠正问题，而非否定你的能力。
485,These roots are hidden.,这些根是隐藏的。,这些根是隐藏的。
486,Work is not visible.,工作不可见。,工作不可見。
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,他等到身处昏暗的卧舱后，才拿出那张纸条，借着遮光帘缝隙里透进的光线阅读。,他等到身处昏暗的卧舱后，才拿出那张纸条，借着遮光帘缝隙里透进的光线阅读。
495,I've met some marvelous new #Mastodon mates lately and want to maintain the trend.,最近认识了一些很棒的 #Mastodon 新朋友，想保持这个趋势。,最近认识了一些很棒的 #Mastodon 新朋友，希望能继续保持这种趋势。
