index,original,zero_shot_translation,improved_translation
291,"Apple Maps comes default with iOS, and yet people would go out of their way to download and install Google Maps onto their iPhones.",苹果地图是 iOS 的默认应用，但人们仍然会特意下载并在他们的 iPhone 上安装谷歌地图。,苹果地图是 iOS 的默认应用，但人们仍然会特意在 iPhone 上下载安装谷歌地图。
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).",出于好奇，我保持开放心态，对比了 Google 地图和 Apple 地图在我的测试 iPhone 设备上的表现（我的主力机是安卓设备，所以很少使用 iPhone）。,出于好奇，我保持开放心态，在我的测试 iPhone 设备上对比了 Google 地图和 Apple 地图的表现，因为我主要使用安卓设备，所以很少使用 iPhone。
297,No idea.,不知道。,不知道啊。
300,Could it be that Google Search is integrated with Google Maps?,Google搜索是否可能与Google地图集成？,Google 搜索是否有可能与 Google 地图相结合？
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.",我个人倾向于不向最终用户发布垃圾产品。 苹果2012年发布的苹果地图简直是一场灾难。,我个人倾向于不向最终用户发布劣质产品，而且苹果公司2012年发布的Apple 地图确实问题很多。
306,The house itself declines in value because it loses its condition and needs to be replaced.,房子本身因失去状况和需要更换而贬值。,房子本身因状况变差和需要维修更换而贬值。
310,They're not stupid enough to sell the sell forever.,他们还没蠢到会永远卖下去。,他们还没那么蠢，不会永远卖下去的。
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,观看澳大利亚和美国媒体频道时，你似乎无法想象土地有一天会被夺走，但这正是因为富人整天在那里确保你的思想朝着某个方向思考。,观看澳大利亚和美国新闻媒体时，你似乎无法想象土地有一天会被夺走，但这正是因为富人整天在那里，引导你的思想朝着某个方向发展。
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.",敬各位投资者，我举杯祝愿你们成功，梦想成真。,敬各位投资者，我举杯祝愿各位成功顺遂，梦想实现。
322,Let us continue to work together towards creating a brighter future for all.,让我们继续携手合作，共创美好未来。,让我们继续同心协力，共筑更加辉煌的未来。
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,我常常惊叹于人类这种能力，他们明明被如此多的关于真正残忍的证据所包围，却还能如此贬低自己。,面对如此多的残酷现实，人类却依然如此自轻自贱，我对此常常感到 удивлено.
327,We're all such messy critters.,我们都是这样邋遢的生物。,我们都是这么马马虎虎的人。
332,"or ""Modal editors are useless today"" :morty:",或者“模态编辑器今天已经没用了” :morty:,“或者有人会说，‘模式编辑器现在已经没用了’” :morty:
336,How would you share personal libraries?,你如何分享个人书库？,你会如何分享你的个人书库？
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",总有一天我要体验在高空达到性高潮的滋味，或许不是跟陌生人。,总有一天我要在高空体验一把，也许不是和一个陌生人。
342,I don't agree that #Mastodon is difficult to setup.,我不认为#Mastodon很难设置。,我不认为#Mastodon的设置很困难。
345,"I wish there was a ""who to follow"" recommendation somehow.",我希望有个类似“推荐关注”的功能。,我希望有个类似“推荐关注”的功能。
347,If you stick to the default web interface it doesn't look and feel good (imho).,如果你坚持使用默认的网页界面，它看起来和用起来都不好 (恕我直言)。,如果你坚持使用默认的Web界面，观感和体验都不太好。
352,Explanation: account for both sides of mutual influence,解释：兼顾相互影响的正反两面。,解释：兼顾相互影响的各个方面。
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.",即使他没能在市民大会上说出来，在现在到2024年11月之间，美国的每个人都会听到这些话，而且是反复听到。,即使他没能在公开会议上说出这些话，从现在到2024年11月，每个美国人都会反复听到。
366,Throwing everything you've got over the fence in response to GPT is not it.,把所有东西都一股脑地扔过墙来应对GPT可不是个好办法。,孤注一掷地应对GPT并不是一个好办法。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",如果我试图算出我的单次最大重量，我可能没有足够的重量来达到极限，或者相反，这可能会严重伤害甚至杀死我。,如果我尝试计算我的最大单次举重重量，我可能没有足够的重量来进行最大重量的尝试，或者相反，这可能会严重伤害甚至杀死我。
375,I swear burrata didn't exist five years ago,我发誓五年前根本没有布拉塔奶酪。,我发誓五年前根本没有布拉塔这种东西。
376,This is my personal Mandela effect thing.,这是我个人的曼德拉效应。,这是我个人对曼德拉效应的看法。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,我从未见过谁的妈妈做过它，也从未在派对上被硬塞过，也从未见过它与任何人的酱料制作冒险或烘焙日同时出现。,我从未见过别人妈妈做过这种东西，没在派对上被人硬塞过，也没见过它出现在任何人的酱料制作或烘焙活动中。
380,It just appeared one day and suddenly it was available everywhere.,它不知何时就冒出来了，然后突然间到处都能看到了。,不知不觉地，它突然出现在各处。
385,"This would be mainly for web browsing, occasional email, and some games.",主要用于网页浏览、偶尔收发邮件和玩一些游戏。,主要用作网页浏览、偶尔收发邮件和玩一些游戏。
387,"""A good game is only late until it ships.",好游戏不怕晚，就怕做不出来。,好游戏不怕姗姗来迟，只怕永远不做。
392,"""Or, as an industry catch phrase goes: A late game is only late until it ships.",或者，正如行业内的流行语所说：跳票的游戏迟早会发售。,或者，正如一句行业俗语所说：游戏发售前，晚一点没关系。
394,Is it so ephemeral then?,难道就这么短暂吗？,难道就这么短暂？
397,"He carries it in his mouth proudly all over the house, and I just have to laugh inwardly.",他得意地叼着它在屋子里到处走，我只能在心里暗自发笑。,他得意地叼着它在屋子里到处溜达，我只能暗自发笑。
399,Have now done a full round trip on the new ICNG train.,现在已经完成了新ICNG列车的完整往返行程。,现在已经完成了新ICNG列车的完整往返行程。
400,I really like it.,我真的很喜欢。,我真的很喜欢它。
402,There's areas that could use some polish.,有些地方需要润色。,有些地方需要改进一下。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",主要是垃圾箱数量不足，以及缺乏解释灯光颜色意义的标牌。,主要是垃圾箱数量不足，以及缺乏说明灯光颜色含义的标识牌。
404,"Fix those minor issues, and then can we have more of these please?",把那些小问题修好，然后我们可以多来点这样的吗？,把那些小问题修好，然后我们可以多做一些这样的吗？
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,每位顾客限购一块，我们尽力确保每位排队者都能买到。,为了尽量保证每个排队的人都能买到，每位顾客限购一块板。
407,"You can buy ONE of the boards listed above, not one of each.",你可以购买上面列出的板子中的**一个**，不是每一个。,你可以购买上面列出的板子中的一个，不是全部。
409,Yesterday I had the best time with my friend and former rabbi colleague.,昨天我和我的朋友以及以前的拉比同事度过了最美好的时光。,昨天，我和我的朋友，也是以前一起当拉比的同事，度过了最美好的时光。
410,We visited for a couple hours on my porch.,我们在我的门廊上拜访了几个小时。,我们在我家门廊上聊了几个小时。
412,We all have stories to tell.,我们都有故事要讲。,我们都有自己的故事要讲。
415,I quite like akkoma the software and the domain name I got for my instance.,我挺喜欢 Akkoma 这个软件和我为实例注册的域名。,我非常喜欢 Akkoma 软件，也很喜欢我为服务器注册的域名。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",我觉得不知怎么的，我一开始就弄错了，或者说，一开始就没走对路。,我觉得不知怎么的，一开始就有点不顺。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,地下已经被雷普尼德虫族挖成了隧道，你掉进了一个洞穴中，那里有数百只雷普尼德虫族挤在一起，形成一片沸腾的肉堆。,雷普尼德虫族已在地下挖掘出隧道，你不慎坠入一个洞穴，那里聚集着数百只虫族，如沸腾翻滚的肉堆。
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",结局迅疾而至，数对毒牙注入致命的毒液，而迪斯克拉的空气也污染了你的肺部。,结局转瞬即至，数对毒牙注入致命毒液，Dyskra的空气也侵蚀着你的肺部。
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八眼雷普尼德人似乎在注视着你，但他们没有向你移动，事实上，当你慢慢走向他们时，他们一动不动。,长着八只眼的雷普提利安人似乎在注视着你，但他们没有向你移动，事实上，当你慢慢走向他们时，他们一动不动。
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.",你决定重新建立联系很危险，便回到你的飞行器。但这次经历让你清醒了过来，自从你跳入未来后，你的思绪就一直很混乱。,你 决定 再次 尝试 联系 非常 危险，便 回到 了 驾驶舱。 但 这次 经历 让 你 清醒 了 过来， 自从 跳入 未来 后， 你 的 思绪 就 一直 很 混乱。
437,I started a new shawl.,我开始织一条新的披肩。,我开始做新的披肩。
442,I am using a H hook with a similar double crochet pattern as I have done before.,我正在使用一个H号钩针，用与之前相似的双钩针编织图案。,我正在使用H号钩针，采用与之前类似的双重钩针编织图案。.
448,The literature class hatred is even worse: I love to read.,文学课的仇恨更糟：我爱阅读。,更糟糕的是，我非常讨厌文学课，但我喜欢阅读。
454,Humanity is out in 5 days.,人类将于5天后推出。,人类将于5天后灭绝。
456,What will people think of it?,人们会怎么想呢？,大家会怎么想呢？
463,Came home on my lunch break to see this sitting outside uwu.,午休回家，就看到这个东西坐在外面，呜呜呜。,午休回家，就看到这个东西坐在外面，真是太可爱了。
464,Wish I could take it back to work with me to setup more.,真希望我能把它带回工作场所，以便设置更多。,真希望我能把它带回去，这样就能多设置一些了。
466,So I finally watched #Heartstopper,所以我终于看了#心跳漏一拍了。,所以，我终于刷完《怦然心动》了。
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",但重要的是不要为问题找借口，而是直接修复它们，尤其是在生产环境中当你的负责人需要变更的时候。,但重要的是不要为问题找借口，而是直接修复它们，尤其是在生产环境中，当你的项目负责人需要修改时。
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",好的批评是为了快速纠正问题，而不是针对你的能力。,好的批评旨在快速纠正问题，而非否定个人能力。
485,These roots are hidden.,这些根是隐藏的。,这些根隐藏起来了。
486,Work is not visible.,工作不可见。,目前无法进行工作。
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,他等到身处昏暗的卧舱后，才拿出那张纸条，借着遮光帘缝隙里透进的光线阅读。,他等到进入昏暗的卧舱后，才拿出那张纸条，借着遮光帘缝隙里透进的光线阅读。
495,I've met some marvelous new #Mastodon mates lately and want to maintain the trend.,最近认识了一些很棒的 #Mastodon 新朋友，想保持这个趋势。,最近认识了一些很棒的#mastodon新朋友，想延续这个好势头。
