index,original,zero_shot_translation,improved_translation
402,אינדינגב בניחוח בינלאומי: אפגן וויגז מצטרפים אל אביתר בנאי ונגה ארז,IndieNegev with an international scent: Afghan Whigs join Avitar Banai and Noga Erez.,"IndieNegev, with an international flavor: Afghan Whigs join Eviatar Banai and Noga Erez."
407,"אינדינגב החל את דרכו בשנת 2007 כאירוע נישתי קטן, שאיגד את השמות החמים בסצנת האינדי הישראלית.","IndieNegev began its journey in 2007 as a small, niche event, that brought together the hottest names in the Israeli indie scene.","Indie Negev started in 2007 as a small, niche event that brought together the hottest names in the Israeli indie scene."
409,אביב גפן ושרית חדד: פסטיבל חוצות היוצר בירושלים בהפתעות חדשות,Aviv Geffen and Sarit Hadad: Hutzot Hayotzer Festival in Jerusalem with new surprises.,"Aviv Geffen and Sarit Hadad: Hutzot Hayotzer Fair in Jerusalem, featuring new surprises."
410,"הפסטיבל הבינלאומי בבירה, שהפך למסורת ויתקיים במספר מוקדים יציג מופעים מוזיקליים של אמנים מקומיים מובילים, וישלב מופעי קרקס ומיצגים אמנותיים חדשניים ומפתיעים","The international festival in the capital, which has become a tradition and will take place in several locations, will present musical performances by leading local artists, and will incorporate circus performances and innovative and surprising artistic installations.","The international festival in the capital, a tradition held in several locations, will present musical performances by leading local artists and feature circus acts and innovative, surprising art installations."
417,"SPARKS הוא מופע קרקס, תנועה וריחוף אווירי של קרקס Y, תערוכת צילום אינסטגרמית בהשראת יצירות אמנות מפורסמות.","SPARKS is a circus, movement, and aerial levitation show by Circus Y, an Instagrammable photo exhibition inspired by famous works of art.","SPARKS is a circus and movement show featuring aerial acrobatics by Circus Y, an instagrammable photo exhibition inspired by famous works of art."
418,"The Black Box Gallery – היא גלריית ההצצה של היוצר והמבצע ליאור כלפון, שתוצב ברחבת היריד עם חורי הצצה שיחשפו את הקהל לתערוכת יצירותיו הזרחניות של ליאור כלפון, יצירות אמנות של פסלים מוארים של האמן הרב תחומי אלון בירגר (תיאטרון האור) ועוד.","The Black Box Gallery – is the peepshow gallery of creator and performer Lior Kalfon, which will be placed in the fair's plaza with peep holes that will expose the audience to an exhibition of Lior Kalfon's phosphorescent works, artworks of illuminated sculptures by multi-disciplinary artist Alon Birger (Theater of Light) and more.","The Black Box Gallery is a viewing gallery by creator and performer Lior Kalfon, installed in the fair's plaza with peepholes offering glimpses of Kalfon's luminescent artworks, illuminated sculptures by multi-disciplinary artist Alon Birger (Theatre of Light), and more."
444,.,". ,",I am unable to provide an improved translation without the source Hebrew text and the initial English translation. Please provide this information so I can perform the requested analysis and refinement.
446,"היא מרוויחה על קמפיינים יותר מוונדר וומן, היא יפה מדי, היא יודעת להעמיד במקום את דנה ויס, וכשצריך - גם לסנגר על השותף העסקי שלה.","She earns more than Wonder Woman on campaigns, she's too beautiful, she knows how to put Dana Weiss in her place, and when needed - also to defend her business partner.","She earns more on campaigns than Wonder Woman, is strikingly beautiful, knows how to stand up to Dana Weiss, and also defends her business partner when needed."
457,כאן מחפשים גיבורי־על.,Superheroes wanted here.,Super heroes wanted here.
465,"תגידו: ספונג'ה וניקיונות, סירים על הגז וריחות בחדר המדרגות, ירון אילן או אבי כאכון בטלוויזיה, אבל הכי מוזר יהיה אם מישהו יגיד פתאום ""גיל ססובר"".","Say: ""Sponge and cleaning, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kachlon on TV,"" but it would be strangest if someone suddenly said ""Gil Sassover.""","""Cleaning and scrubbing, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kachlon on TV,"" but it would be strangest if someone suddenly said ""Gil Sassover."""
468,לאורך מחצית ממנה - ססובר עומד.,Along half of it - Sassover stands.,Sassoverian stands along half of it.
477,"רותי רוסו בתגובה: ""שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו"".","Ruti Russo in response: ""Happy that there are places that invest more in the culinary needs of this population.""","Ruti Russo responded: ""I'm happy that there are places investing more in cuisine for this population."""
481,בישראל בשנים האחרונות יותר ויותר משפחות ואנשים מבוגרים מבינים כי בדידות זו המחלה הקשה ביותר בגיל מבוגר ורואים במקומות הקהילתיים כפתרון מוכח למחלה.,"In Israel, in recent years, more and more families and older adults understand that loneliness is the most difficult disease in old age and see community centers as a proven solution to the disease.","In Israel, in recent years, more and more families and older adults understand that loneliness is a very difficult challenge in old age and see communal places as a proven solution to this condition."
483,מרבית בתי הדיור המוגן נעזרים בשפים מקצועיים על מנת לבנות תפריט.,Most assisted living facilities use professional chefs to create a menu.,Most sheltered housing facilities employ professional chefs to create a menu.
487,"אני מכבדת את עבודתם הקשה של טבחים, טבחיות, שפיות ושפים בכל מקום, גם בדיור המוגן"".","I respect the hard work of cooks, female cooks, chefs and chefs everywhere, including in assisted living facilities.","I respect the hard work of cooks and chefs everywhere, including in assisted living facilities."
491,"הזמר בתגובה: ""הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני","The singer responded: ""The invasion of Ukraine is very different from the Israeli-Palestinian conflict.""","The singer responded, ""The Russian invasion of Ukraine is very different from the Israeli-Palestinian conflict/situation."""
518,"לבקשת שר הבריאות ניצן הורוביץ, ימשיך במקביל בתפקידו כפרויקטור.","At the request of the Minister of Health, Nitzan Horowitz, he will continue in his role as project manager in parallel.","At the request of the Minister of Health, Nitzan Horowitz, he will concurrently continue in his role as project manager."
527,"דו""ח מבקר המדינה: התקציב בפועל ברוב שנות פעילות ועדת סל התרופות – קטן מהתקציב המומלץ",State Comptroller's Report: The actual budget in most years of operation of the drug basket committee – was smaller than the recommended budget.,"State Comptroller's Report: In most years, the actual budget for the medicines basket committee was less than the recommended budget."
528,"על פי הדו""ח של מתניהו אנגלמן, במשך יותר מ-20 שנות פעילות הסל – משרד הבריאות לא פיקח על פעילות הוועדה •","According to Matanyahu Engelman's report, for over 20 years of the basket's operation, the Ministry of Health did not oversee the committee's activities.","According to Matanyahu Engelman's report, for more than 20 years that the health basket has been in operation, the Ministry of Health did not oversee the committee's activities."
532,ועדת סל התרופות היא אחת הוועדות הציבוריות המשפיעות ביותר על חיי היומיום שלנו ועל בריאותנו.,The drug basket committee is one of the most influential public committees on our daily lives and our health.,The pharmaceutical basket committee is one of the most influential public committees on our daily lives and health.
535,"על פי הדו""ח של מתניהו אנגלמן, הוא ממליץ ""לבצע בתהליך הרחבת הסל תיקונים ושיפורים, שיביאו למיצוי איכותי יותר של תקציב סל שירותי הבריאות שהציבור זכאי לו"".","According to Matanyahu Englman's report, he recommends ""making corrections and improvements in the process of expanding the basket [of health services], which will lead to a more qualitative realization of the health services basket budget to which the public is entitled.""","According to Matanyahu Englman's report, he recommends making corrections and improvements in the process of expanding the health basket, which will lead to a more effective use of the health services basket budget to which the public is entitled."
539,"ברוב שנות פעולת הוועדה (90% מהזמן), גובה התוספת התקציבית היה קטן מ-1.5% של סל הבריאות, שיעור שהומלץ על ידי ועדות שונות כשיעור התוספת הרצוי.","For the majority of the committee's years of operation (90% of the time), the amount of the budget increase was less than 1.5% of the health basket, a rate recommended by various committees as the desired increase rate.","For most of the committee's operating period (90% of the time), the budget increase was less than 1.5% of the basket of health services, a rate recommended by various committees as the desired increase rate."
559,אנגלמן ממליץ למשרד הבריאות לעדכן את נהלי עבודת הסל וגם לקבוע האם יש צורך בתוספת כספית נפרדת עבור שירותים אלו.,Engelman recommends that the Ministry of Health update the procedures for the basket of services and also determine whether there is a need for a separate financial supplement for these services.,Engelman recommends that the ministry of health update the procedures for the basket of health services and also determine whether a separate financial supplement is needed for these services.
581,"ד""ר נעמה נוס אחראית אפדימיולוגיה לשכת הבריאות בת""א ציינה כי ""אנחנו לא יכולים לקבוע חד משמעית ממה שלושת הידיירים נפטרו.","Dr. Na'ama Nuss, the epidemiology officer at the Tel Aviv Health Bureau, stated that ""We cannot definitively determine what the three victims died from.""","Dr. Na'ama Nuss, the Epidemiology Officer at the Tel Aviv Health Bureau, stated that ""We cannot definitively determine what the three victims died from."""
593,"יגאל נחתומי, מנכ""ל בית אקשטיין שמנהל את המעון ואף ניהל את המעון בעצמו אמר ""מאות ואלפי אנשים בכל המערך קמים רק במטרה אחת: לעשות טוב לאנשים.","Yigal Nahtomi, CEO of Beit Ekstein, which manages the residence and even managed the residence himself, said, ""Hundreds and thousands of people throughout the system wake up with only one goal: to do good for people.""","Yigal Nahtomi, CEO of בית אקשטיין, which manages the residence and even personally managed it, said, ""hundreds and thousands of people throughout the system wake up with only one goal: to do good for people."""
595,את אחת הדיירות הרדמתי על הידיים.,I lulled one of the residents to sleep in my arms.,One of the residents fell asleep in my arms.
604,"זהו ההליך הראשון שביצע ד""ר פראס אבו עכר כמנהל היחידה לניתוחי חזה בבית החולים •",This is the first procedure Dr. Firas Abu Akar performed as the director of the Breast Surgery Unit at Hospital •.,This is the first procedure Dr. Firas Abu Akar performed as the director of the Breast Surgery Unit at the hospital.
619,"לדבריו, הלב היה מרוקן מדם, לחצי הדם היו אפסיים, והגישה הניתוחית היתה שגויה.","According to him, the heart was drained of blood, the blood pressure was negligible, and the surgical approach was incorrect.","According to him, the heart was devoid of blood, the blood pressure values were extremely low, and the surgical approach was flawed."
622,"עוד ציין: ""מדובר בהליך לא מסובך, שנמשך כמה דקות"", והוסיף: ""לא ניתן שלא להתייחס לתהליך הלקוי של קבלת ד""ר אבו עכר לתפקיד.","He also noted: ""This is a straightforward procedure, that takes a few minutes,"" and added: ""It's impossible not to address the flawed process of Dr. Abu Akar's appointment to the position.""","He also noted: ""This is a straightforward procedure that takes a few minutes,"" and added: ""The flawed process of Dr. Abu Akar's appointment to the position must be addressed."""
647,"ד""ר שלומי קודש לא שוכח, גם ממרום תפקידו, את הדחיפה מפרופ' שאול סוקניק ז""ל •","Dr. Shlomi Kodesh doesn't forget, even from his high position, the push from Prof. Shaul Soknik, of blessed memory.","Even in his high position, Dr. Shlomi Kodesh has not forgotten the encouragement he received from the late Prof. Shaul Soknik •"
674,"על פרופ' שאול סוקניק ז""ל","On Professor Saul Sukenik, of blessed memory.","on Professor Saul Sukenik, may his memory be a blessing."
676,.,". ,",.
684,"כאשר סיימתי את ההתמחות והתלבטתי אם לנסוע לתקופת השתלמות בחו""ל, שאול דחף וכיוון אותי, וסייע לי במכתבי המלצה ובעצות כיצד להתנהל.","When I finished my internship and was debating whether to go for a fellowship abroad, Shaul pushed and guided me, and helped me with recommendation letters and advice on how to proceed.","When I finished my internship and was debating whether to go for a fellowship abroad, Shaul encouraged and guided me, and helped me with letters of recommendation and advice on how to proceed."
692,הביא לאור: איליה יגורוב,Brought to light by: Ilya Yegorov,Published by: Ilya Yegorov
701,אבל למדתי ממנו דברים משמעותיים ועמוקים אף יותר.,But I learned from him things that were even more significant and profound.,But I learned even more significant and profound things from him.
709,זו הסיבה שד״ר טומי שינפלד מהווה עבורי הרבה יותר מדמות מעוררת השראה.,This is why Dr. Tommy Sheinfeld is much more than an inspiring figure for me.,That's why I find Dr Tommy Sheinfeld to be so much more than just an inspiration.
717,"מגפת האומיקרון משתוללת והעומס כבר מורגש בבתי החולים: 37,847 אלף נדבקים אובחנו אתמול (שני) עם קורונה.","The Omicron epidemic is raging and the burden is already being felt in hospitals: 37,847 new coronavirus cases were diagnosed yesterday (Monday).","The Omicron epidemic is raging, and the burden is already being felt in hospitals: Yesterday (Monday), 37,847 new cases of coronavirus were diagnosed."
731,"אנשי צוות רפואי מבודדים, מתוכם 542 רופאים.","Medical staff in isolation, including 542 doctors.","Medical personnel are in isolation, including 542 doctors."
737,"ואולם, למרבה הצער, לעתים מסתיימות לידות בנזקים חמורים הנגרמים ליולדת או ליילוד כתוצאה מהתרשלות הצוות הרפואי.","However, unfortunately, sometimes births end with serious damage caused to the mother or the newborn as a result of medical staff negligence.","However, unfortunately, births sometimes result in serious harm to the mother or newborn due to negligence of the medical staff."
738,"במקרים שבהם הסתיימה הלידה בפגיעה גופנית, ליילוד או לאם, יש מקום לבחון את השתלשלות האירועים אשר הובילו לפגיעה ואף לשקול פנייה לקבלת ייעוץ משפטי.","In cases where the delivery resulted in physical injury to the newborn or the mother, there is reason to examine the sequence of events that led to the injury and even consider seeking legal advice.","When childbirth results in physical injury to the newborn or the mother, it would be prudent to examine the events leading to the injury and even consider seeking legal advice."
745,שלב הצירים נמשך בממוצע בין 8 ל-14 שעות.,The first stage of labor lasts on average between 8 to 14 hours.,The first phase of labor lasts on average between 8 and 14 hours.
766,"במקרים מסוימים, מתפתחת לידה דיספונקציונלית, קרי, חוסר התקדמות של תהליך הלידה האקטיבית.","In some cases, dysfunctional labor develops, meaning a lack of progress in the active labor process.","In some cases, dystocia develops, meaning a lack of progress during active labor."
778,שיתוק על שם ERB,Erb's palsy,Erb's paralysis
781,שיתוק זה נגרם לא פעם בשל קושי בהוצאתו של היילוד בשל התרחשות 'פרע כתפיים' - מצב חירום מיילדותי המרחש כאשר כתפיו של העובר נכלאות בפנים תעלת הלידה לאחר שראשו יצא.,This paralysis is often caused by difficulty in delivering the newborn due to the occurrence of shoulder dystocia - an obstetric emergency that occurs when the baby's shoulders become trapped inside the birth canal after the head has emerged.,This paralysis often results from difficulty delivering the newborn due to כתף תקיעה (shoulder dystocia)—an obstetric emergency where the baby's shoulders become trapped in the birth canal after the head is delivered.
795,פטירת יולדת במהלך הלידה הינו אירו נדיר למדי.,The death of a woman in childbirth is a fairly rare event.,Maternal death during childbirth is a fairly rare event.
797,במקרים מסוימים לא מאתר הצוות הרפואי דימום אצל היולדת במועד או מגיב באיחור לדימום כאמור.,"In some cases, the medical team does not detect bleeding in the postpartum woman in time or responds late to the aforementioned bleeding.","In some cases, the medical team does not detect bleeding in the new mother in time or responds late to that bleeding."
