index,original,zero_shot_translation,reference_translation
418,"The Black Box Gallery – היא גלריית ההצצה של היוצר והמבצע ליאור כלפון, שתוצב ברחבת היריד עם חורי הצצה שיחשפו את הקהל לתערוכת יצירותיו הזרחניות של ליאור כלפון, יצירות אמנות של פסלים מוארים של האמן הרב תחומי אלון בירגר (תיאטרון האור) ועוד.","The Black Box Gallery – is the peepshow gallery of creator and performer Lior Kalfon, which will be placed in the fairground with peepholes that will expose the audience to an exhibition of Lior Kalfon's fluorescent works, artworks of illuminated sculptures by multi-disciplinary artist Alon Birger (Theater of Light), and more.","The Black Box Gallery—is the sneak peek gallery of creator and performer Lior Khalfon, which will be placed on the fairgrounds with peepholes that will expose the audience to the exhibition of Lior Khalfon’s phosphorescent works, artworks of lighted sculptures by the multidisciplinary artist, Alon Birger (Light Theater), and more."
444,.,". ,",.
446,"היא מרוויחה על קמפיינים יותר מוונדר וומן, היא יפה מדי, היא יודעת להעמיד במקום את דנה ויס, וכשצריך - גם לסנגר על השותף העסקי שלה.","She earns more on campaigns than Wonder Woman, she's too beautiful, she knows how to put Dana Weiss in her place, and when needed - also defend her business partner.","She earns more on campaigns than Wonder Woman, she is too beautiful, she knows how to put Dana Weiss in her place, and when necessary—also to defend her business partner."
457,כאן מחפשים גיבורי־על.,Superheroes wanted here.,Here we are only looking for superheroes.
465,"תגידו: ספונג'ה וניקיונות, סירים על הגז וריחות בחדר המדרגות, ירון אילן או אבי כאכון בטלוויזיה, אבל הכי מוזר יהיה אם מישהו יגיד פתאום ""גיל ססובר"".","Say: ""Sponge and cleaning, pots on the stove and smells in the stairwell, Yaron Ilan or Avi Kakun on television,"" but it would be strangest if someone suddenly said ""Gil Sassover.""","You will say: floor mopping and cleaning, pots on the gas and smells in the stairwell, Yaron Ilan or Avi Kachon on TV, but the weirdest thing would be if someone suddenly says ""Gil Sassover""."
468,לאורך מחצית ממנה - ססובר עומד.,Along half of it - Sassover stands.,Sassover stands during half of the program time.
477,"רותי רוסו בתגובה: ""שמחה שיש מקומות שמשקיעים יותר בקולינריה של אוכלוסייה זו"".","Ruti Russo in response: ""Glad there are places that invest more in the culinary aspect of this population's food.""","Ruthie Russo responded: ""I’m glad there are places that invest more in the culinary and cuisine of this population""."
481,בישראל בשנים האחרונות יותר ויותר משפחות ואנשים מבוגרים מבינים כי בדידות זו המחלה הקשה ביותר בגיל מבוגר ורואים במקומות הקהילתיים כפתרון מוכח למחלה.,"In Israel, in recent years, more and more families and elderly people understand that loneliness is the most difficult disease in old age and see community spaces as a proven solution to the disease.","In recent years in Israel, more and more families and older people understand that loneliness is the most difficult disease in old age and regard community centers as a proven solution to this disease."
483,מרבית בתי הדיור המוגן נעזרים בשפים מקצועיים על מנת לבנות תפריט.,Most assisted living facilities employ professional chefs to create their menus.,Most of the shelters use professional chefs to create a menu.
487,"אני מכבדת את עבודתם הקשה של טבחים, טבחיות, שפיות ושפים בכל מקום, גם בדיור המוגן"".","I respect the hard work of cooks, female cooks, chefs, and male chefs everywhere, including in assisted living facilities.","I respect the hard work of cooks everywhere, in sheltered housing as well""."
491,"הזמר בתגובה: ""הפלישה לאוקראינה שונה מאוד מהקונפליקט הישראלי-פלשתיני","The singer, in response: ""The invasion of Ukraine is very different from the Israeli-Palestinian conflict.""","The singer responded: ""The invasion of Ukraine is very different from the Israeli-Palestinian conflict"
518,"לבקשת שר הבריאות ניצן הורוביץ, ימשיך במקביל בתפקידו כפרויקטור.","At the request of the Minister of Health, Nitzan Horowitz, he will continue in his role as project manager in parallel.","At the request of the Minister of Health, Nitzan Horowitz, he will simultaneously continue his position as a projector."
527,"דו""ח מבקר המדינה: התקציב בפועל ברוב שנות פעילות ועדת סל התרופות – קטן מהתקציב המומלץ",State Comptroller's Report: The actual budget in most years of operation of the drug basket committee – was smaller than the recommended budget.,The State Comptroller’s report: the actual budget in most years of activity of the Medicines Basket Committee is smaller than the recommended budget
528,"על פי הדו""ח של מתניהו אנגלמן, במשך יותר מ-20 שנות פעילות הסל – משרד הבריאות לא פיקח על פעילות הוועדה •","According to Matanyahu Engelman's report, for over 20 years of the basket's operation, the Ministry of Health did not oversee the committee's activities.","According to the report by Matanyahu Engelman, for more than 20 years of activity of the Medicines Basket – the Ministry of Health did not supervise the activity of the committee •"
532,ועדת סל התרופות היא אחת הוועדות הציבוריות המשפיעות ביותר על חיי היומיום שלנו ועל בריאותנו.,The drug basket committee is one of the most influential public committees on our daily lives and our health.,The Medicines Basket Committee is one of the most influential public committees on our daily lives and our health.
535,"על פי הדו""ח של מתניהו אנגלמן, הוא ממליץ ""לבצע בתהליך הרחבת הסל תיקונים ושיפורים, שיביאו למיצוי איכותי יותר של תקציב סל שירותי הבריאות שהציבור זכאי לו"".","According to Matanyahu Englman's report, he recommends ""making corrections and improvements in the process of expanding the basket [of health services], which will lead to a more qualitative realization of the health services basket budget to which the public is entitled.""","According to Matanyahu Engelman’s report, he recommends “to carry out corrections and improvements in the process of expanding the basket, which will lead to a better utilization of the health services basket budget that the public is entitled to”."
539,"ברוב שנות פעולת הוועדה (90% מהזמן), גובה התוספת התקציבית היה קטן מ-1.5% של סל הבריאות, שיעור שהומלץ על ידי ועדות שונות כשיעור התוספת הרצוי.","For the majority of the committee's years of operation (90% of the time), the amount of the budget increase was less than 1.5% of the health basket, a rate recommended by various committees as the desired increase rate.","In most of the years of the commission’s operation (90% of the time), the amount of the budget supplement was less than 1.5% of the health basket, a rate recommended by various committees as the desired supplement rate."
559,אנגלמן ממליץ למשרד הבריאות לעדכן את נהלי עבודת הסל וגם לקבוע האם יש צורך בתוספת כספית נפרדת עבור שירותים אלו.,Engelman recommends that the Ministry of Health update the procedures for the basket of services and also determine whether there is a need for a separate financial supplement for these services.,Engelman recommends that the Ministry of Health update the procedures for the work of the basket and also determine whether a separate financial supplement is necessary for these services.
581,"ד""ר נעמה נוס אחראית אפדימיולוגיה לשכת הבריאות בת""א ציינה כי ""אנחנו לא יכולים לקבוע חד משמעית ממה שלושת הידיירים נפטרו.","Dr. Na'ama Nuss, the epidemiology officer at the Tel Aviv Health Bureau, stated that ""We cannot definitively determine what the three victims died from.""","Dr. Naama Noss, head of epidemiology at the Tel Aviv Health Bureau, stated that “We cannot determine unequivocally what caused the three deaths."
593,"יגאל נחתומי, מנכ""ל בית אקשטיין שמנהל את המעון ואף ניהל את המעון בעצמו אמר ""מאות ואלפי אנשים בכל המערך קמים רק במטרה אחת: לעשות טוב לאנשים.","Yigal Nahtomi, CEO of Beit Ekstein, which manages the residence and even managed the residence himself, said, ""Hundreds and thousands of people throughout the system wake up with only one goal: to do good for people.""","Yigal Nahtumi, CEO of Beit Eckstein, who manages the daycare center and even ran the daycare center himself, said “Hundreds and thousands of people in the entire organization stand up with only one goal: to do good to people."
595,את אחת הדיירות הרדמתי על הידיים.,I lulled one of the residents to sleep in my arms.,I anesthetized one of the tenants on my hands.
604,"זהו ההליך הראשון שביצע ד""ר פראס אבו עכר כמנהל היחידה לניתוחי חזה בבית החולים •",This is the first procedure Dr. Firas Abu Akar performed as the director of the Breast Surgery Unit at Hospital •.,This is the first procedure performed by Dr. Faras Abu Akar as the director of the thoracic surgery unit at the hospital •
619,"לדבריו, הלב היה מרוקן מדם, לחצי הדם היו אפסיים, והגישה הניתוחית היתה שגויה.","According to him, the heart was drained of blood, the blood pressure was negligible, and the surgical approach was incorrect.","According to him, the heart was drained of blood, the blood pressures were zero, and the surgical approach was wrong."
622,"עוד ציין: ""מדובר בהליך לא מסובך, שנמשך כמה דקות"", והוסיף: ""לא ניתן שלא להתייחס לתהליך הלקוי של קבלת ד""ר אבו עכר לתפקיד.","He also noted: ""This is a straightforward procedure, that takes a few minutes,"" and added: ""It's impossible not to address the flawed process of Dr. Abu Akar's appointment to the position.""","He further stated: “This is an uncomplicated procedure, which lasts a few minutes”, and added: “It is impossible not to refer to the poor process of accepting Dr. Abu Akar for the position."
647,"ד""ר שלומי קודש לא שוכח, גם ממרום תפקידו, את הדחיפה מפרופ' שאול סוקניק ז""ל •","Dr. Shlomi Kodesh doesn't forget, even from his high position, the push from Prof. Shaul Soknik, of blessed memory.","Dr. Shlomi Kodesh does not forget, even from the seniority of his position, the drive he got from the late Prof. Shaul Sokenik •"
674,"על פרופ' שאול סוקניק ז""ל","On Professor Saul Sukenik, of blessed memory.",About the late Prof. Shaul Sokenik
676,.,". ,",.
684,"כאשר סיימתי את ההתמחות והתלבטתי אם לנסוע לתקופת השתלמות בחו""ל, שאול דחף וכיוון אותי, וסייע לי במכתבי המלצה ובעצות כיצד להתנהל.","When I finished my internship and was debating whether to go for a fellowship abroad, Shaul pushed and guided me, and helped me with recommendation letters and advice on how to proceed.","When I finished my internship and was debating whether to go for a training period abroad, Shaul encouraged and guided me, and helped me with letters of recommendation and advice on how to conduct myself."
692,הביא לאור: איליה יגורוב,Brought to light by: Ilya Yegorov,Published by: Ilya Yegorov
701,אבל למדתי ממנו דברים משמעותיים ועמוקים אף יותר.,But I learned from him things that were even more significant and profound.,But I learned significant and even deeper things from him.
709,זו הסיבה שד״ר טומי שינפלד מהווה עבורי הרבה יותר מדמות מעוררת השראה.,This is why Dr. Tommy Sheinfeld is much more than an inspiring figure for me.,That’s the reason that Dr. Tommy Scheinfeld is much more than an inspirational figure to me.
717,"מגפת האומיקרון משתוללת והעומס כבר מורגש בבתי החולים: 37,847 אלף נדבקים אובחנו אתמול (שני) עם קורונה.","The Omicron epidemic is raging and the burden is already being felt in hospitals: 37,847 new coronavirus cases were diagnosed yesterday (Monday).","The Omicron epidemic is raging and the strain is already being felt in the hospitals: 37,847 thousand infected people were diagnosed yesterday (Monday) with Corona-virus."
731,"אנשי צוות רפואי מבודדים, מתוכם 542 רופאים.","Medical staff in isolation, including 542 doctors.","medical staffs are isolated, amongst them are 542 doctors."
737,"ואולם, למרבה הצער, לעתים מסתיימות לידות בנזקים חמורים הנגרמים ליולדת או ליילוד כתוצאה מהתרשלות הצוות הרפואי.","However, unfortunately, sometimes births end with serious damage caused to the mother or the newborn as a result of medical staff negligence.","However, unfortunately, births sometimes end with serious damage to the mother or the newborn due to negligence of the medical staff."
738,"במקרים שבהם הסתיימה הלידה בפגיעה גופנית, ליילוד או לאם, יש מקום לבחון את השתלשלות האירועים אשר הובילו לפגיעה ואף לשקול פנייה לקבלת ייעוץ משפטי.","In cases where the delivery resulted in physical injury to the newborn or the mother, there is reason to examine the sequence of events that led to the injury and even consider seeking legal advice.","In cases of a birth that ended in physical injury to the newborn or the mother, examining the chain of events that led to the injury is required, as well as considering to appeal for legal counseling."
745,שלב הצירים נמשך בממוצע בין 8 ל-14 שעות.,The first stage of labor lasts on average between 8 to 14 hours.,The dilation stage lasts on average between 8 and 14 hours.
766,"במקרים מסוימים, מתפתחת לידה דיספונקציונלית, קרי, חוסר התקדמות של תהליך הלידה האקטיבית.","In some cases, dysfunctional labor develops, meaning a lack of progress in the active labor process.","In some cases, a dysfunctional birth occurs, that is lack of progress during the active birth process."
778,שיתוק על שם ERB,Erb's palsy,ERB Paralysis
781,שיתוק זה נגרם לא פעם בשל קושי בהוצאתו של היילוד בשל התרחשות 'פרע כתפיים' - מצב חירום מיילדותי המרחש כאשר כתפיו של העובר נכלאות בפנים תעלת הלידה לאחר שראשו יצא.,This paralysis is often caused by difficulty in delivering the newborn due to the occurrence of shoulder dystocia - an obstetric emergency that occurs when the baby's shoulders become trapped inside the birth canal after the head has emerged.,This paralysis is often caused by a difficulty in removing the newborn due to “dislocated shoulders” – an obstetric emergency that occurs when the shoulders of the fetus are trapped in the birthing canal after its head has crowned.
795,פטירת יולדת במהלך הלידה הינו אירו נדיר למדי.,The death of a woman in childbirth is a fairly rare event.,Maternal death during childbirth is quite rare.
797,במקרים מסוימים לא מאתר הצוות הרפואי דימום אצל היולדת במועד או מגיב באיחור לדימום כאמור.,"In some cases, the medical team does not detect bleeding in the postpartum woman in time or responds late to the aforementioned bleeding.","In some cases, the medical team does not detect bleeding in the woman giving birth on time or reacts late to said bleeding."
