index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
34,Area set aside for this document's future provisions.,"""Reserved for the area specified in this document for the future.""","""Reserved for future use in the area specified in this document.""","""Reserved for future use in the area specified in this document.""",0.038,0.038,0.038,0.1807,0.241,0.241,0.5982,0.6503,0.6503,0.746,0.7746,0.7746
36,4 Vocabulary,"The translation of ""4 字汇"" from Chinese to English is ""4-character phrases"" or ""four-character idioms.""",Four-character expressions,"""4-character phrases"" or ""four-character idioms""",0.0087,0.0,0.0,0.0,0.0,0.0,0.2739,0.4095,0.3226,0.4353,0.5068,0.4767
40,4.3 Double-byte part,4.3 Double Byte Section,4.3 Double-Byte Section.,4.3 Double Byte Part,0.0803,0.0803,0.0803,0.3226,0.625,0.3226,0.7714,0.7917,0.843,0.8505,0.8339,0.8536
41,"All of the graphic characters in GB/T 2312-1980, CJK unified Chinese characters, and portions of the graphic characters in GB/T 13000 are included in the double-byte component.","The double-byte section includes all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some graphic characters.","The double-byte section contains all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some additional graphic characters.","The double-byte section includes all graphic characters from GB/T 2312-1980, CJK Unified Ideographs from GB/T 13000, and some graphic characters.",0.1285,0.1297,0.1285,0.4123,0.3872,0.4123,0.6431,0.6705,0.6431,0.7393,0.7677,0.7393
43,"Among these, the Appendix B requirements must be followed for the graphics, code places, and functions of ideographic descriptors.","The graphics, code positions, and functions of ideographic descriptors should comply with the provisions of Appendix B.","The graphics, code positions and functions of ideographic character descriptors must adhere to the guidelines in Appendix B.","Among them, the graphics, code positions, and functions of ideographic descriptors should comply with the provisions of Appendix B.",0.2929,0.1823,0.3666,0.3661,0.472,0.3916,0.7495,0.7358,0.7723,0.8535,0.8636,0.8709
45,"Chinese characters with distinctive abstract glyphs are given their own code positions, while characters with the same abstract glyph but from various sources are given a similar code position.",Chinese characters with unique abstract glyphs are assigned individual code points; characters with the same abstract glyph but different origins are assigned a shared code point.,"Chinese characters with unique abstract glyphs are assigned individual code points, while characters with the same abstract glyph but different sources are assigned a shared code point.","Chinese characters with unique abstract glyphs are assigned individual code points, while characters with the same abstract glyph but different origins are assigned a shared code point.",0.2859,0.3743,0.3624,0.5717,0.6432,0.6066,0.7787,0.7604,0.79,0.8458,0.8584,0.8525
47,4.4 Four-byte part,4.4 Four-Byte Section,4.4 Four-Character Part.,4.4 Four-Byte Part,0.1136,0.0803,0.1136,0.9815,0.1667,0.9815,0.8485,0.5513,0.9142,0.9008,0.6622,0.9097
48,"The text lists various Chinese characters in different standards, including GB/T 13000, .CJK unified character extensions A and C/D, and expansions.","The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 that are not part of the aforementioned double-byte characters (9FA6 to 9FEF, excluding 8 characters from 9FB4 to 9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension E, CJK Unified Ideographs Extension F, and characters of minority scripts that have already been encoded in GB/T 13000.","The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 that are not included in the aforementioned double-byte characters (9FA6-9FEF, excluding 8 characters from 9FB4-9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension F, and characters of minority scripts that have already been encoded in GB/T 13000.","The four-byte section includes 66 CJK Unified Ideographs from GB/T 13000 that are not part of the aforementioned double-byte characters (9FA6 to 9FEF, excluding 8 characters from 9FB4 to 9FBB), CJK Unified Ideographs Extension A, CJK Unified Ideographs Extension B, CJK Unified Ideographs Extension C, CJK Unified Ideographs Extension D, CJK Unified Ideographs Extension E, CJK Unified Ideographs Extension F, and characters of minority scripts that have already been encoded in GB/T 13000.",0.0083,0.0094,0.0083,0.1718,0.1779,0.1718,0.4186,0.4207,0.4186,0.5989,0.6127,0.5989
52,"The appendix's codes are all expressed in hexadecimal, while decimal is used for all other values.","In the appendix, all encoded representations are in hexadecimal, while other numerical representations are in decimal.","In the appendix, all encoded representations are in hexadecimal; other numbers are represented in decimal.","In the appendix, all encoded representations are in hexadecimal, while other numerical representations are in decimal.",0.1594,0.0315,0.1594,0.2997,0.1572,0.2997,0.7439,0.7491,0.7439,0.825,0.8396,0.825
58,6 character character sort order,The order of arrangement for 6 characters.,The arrangement order of 6 characters.,The order of arrangement of 6 characters.,0.033,0.0393,0.033,0.1923,0.1961,0.1923,0.4664,0.5181,0.4332,0.7392,0.7168,0.7278
59,6.1 Character placement in single-character brushes: certain characters' order,6.1 Single-character brushing of the order of some characters,6.1 Single-character sorting of some characters' arrangement order,6.1 Arrangement order of individual characters in some parts,0.0253,0.0483,0.0272,0.2222,0.2247,0.2222,0.5266,0.4981,0.5364,0.6692,0.7224,0.7064
60,Certain characters in single-character remarks are organized in the same sequence as their GB/I 11383-1989 counterparts.,The single characters are arranged in the order of the corresponding characters in GB/I 11383-1989.,Single-character records of some characters are arranged according to the sequence of corresponding characters in GB/T 11383-1989.,The single characters are arranged in the order of the corresponding characters in GB/I 11383-1989.,0.0455,0.0312,0.0455,0.1887,0.1863,0.1887,0.6568,0.6535,0.6568,0.7638,0.7717,0.7638
67,7 Code point allocation,"""7-digit code allocation""","""7 code point allocation""","""7 code point allocation""",0.0537,0.0955,0.0955,0.1282,0.4688,0.4688,0.5613,0.8857,0.8857,0.6798,0.8959,0.8959
71,Code distribution for double word section.,2. Code point allocation for the double-character section,2. Code point allocation for the two-character section.,2. Code point allocation for the double-byte section,0.0339,0.0531,0.0339,0.1613,0.2419,0.1613,0.6185,0.6198,0.5598,0.7958,0.7287,0.8426
72,The double-byte part's code bit layout is split into two sections with a combined 23940 code bits each: 0x8140-0xFE7E and 0x8180-0xFEFE.,"The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code points.","The code point arrangement for the double-byte section is divided into two parts: 0x8140–0xFE7E and 0x8180–0xFEFE, comprising a total of 23940 code points.","The code point arrangement for the double-byte section is divided into two parts: 0x8140 to 0xFE7E and 0x8180 to 0xFEFE, with a total of 23,940 code points.",0.0246,0.0286,0.0246,0.4113,0.4191,0.4113,0.737,0.7497,0.737,0.8688,0.8723,0.8688
75,Dual-byte region 1: 846 code syllables,Double-byte Area 1: 846 code points,Zone 1 of the Double Byte Character Set: 846 code points.,Double-byte Area 1: 846 code points,0.4111,0.0826,0.4111,0.6615,0.2885,0.6615,0.4967,0.5992,0.4967,0.7869,0.717,0.7869
77,The first byte 0xA8~0xA9 double-byte area 5: 192 yards,"First byte 0xA8~0xA9, double byte, zone 5: 192 code positions","The first byte ranges from 0xA8 to 0xA9, with double-byte encoding in section 5, providing 192 code positions.","First byte 0xA8~0xA9; double byte, section 5: 192 code positions",0.0967,0.0538,0.0967,0.4121,0.4505,0.4121,0.6051,0.5702,0.5924,0.8179,0.7315,0.7933
78,3. Double-word vegetable diagram of partial encoding space,3. Double-Character Vegetable Partial Encoding Spatial Structure Diagram,3 Two-Character Veggie partial encoding spatial structure diagram,3. Dual-Character Vegetable Partial Encoding Spatial Structure Diagram,0.0507,0.0616,0.0507,0.465,0.3194,0.465,0.5675,0.4976,0.522,0.6926,0.7029,0.6782
84,See 6.3 for the task of four-byte human code focuses not indicated in Table 3.,The allocation of four-byte character code points not specified in Table 3 can be found in section 6.3.,The allocation of four-byte human code points not specified in Table 3 can be found in section 6.3.,The allocation of four-byte character code points not specified in Table 3 can be found in section 6.3.,0.0734,0.2004,0.0734,0.3477,0.5011,0.3477,0.5469,0.627,0.5469,0.8184,0.8259,0.8184
85,Table 3 Course of action of code focuses within the four-character news portion,Table 3: Code Point Arrangement for Four-Character Phrases in the Listening Section,Table 3: Code Point Arrangement for Four-Character Idioms in the Listening Comprehension Section,Table 3: Code Point Arrangement for the Four-Character Listening Section,0.0364,0.0334,0.0368,0.155,0.1538,0.2485,0.4597,0.4896,0.5067,0.6798,0.68,0.6777
88,Code digit count and range,"The translation of ""码位范围码位数字符数"" from Chinese to English is ""Code point range code point number of characters.""",Number of characters in the code point range.,Character count of code point range and code point number.,0.0103,0.024,0.0248,0.2419,0.1887,0.3636,0.3733,0.4636,0.5302,0.5952,0.7567,0.8177
91,Chars & Codes Explained,Explanation of 8 parts of characters and codes,Explanation of the eight parts of characters and codes.,Explanation of characters and codes in 8 parts,0.0,0.0,0.0,0.1136,0.0,0.1136,0.5534,0.5452,0.5881,0.7434,0.7427,0.7991
97,"Realize the single-byte coded parcel, double-season coded portion, and four-character subcoded parts of this record utilizing the CJK bound together Chinese characters (that is, 0x82358F33-0x82359636) and CJK bound together Chinese characters expanded A (that is, 0x8139EE39-0x82358738).","Translate the following from Chinese to English:

Implement level 1 support for the single-byte encoding section, double-byte encoding section, and four-byte encoding section of this document for CJK Unified Ideographs (i.e., 0x82358F33 to 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 to 0x82358738).","Implement level 1 support for the single-byte encoding part, double-byte encoding part, and four-byte encoding part of this document for CJK Unified Ideographs, that is, 0x82358F33 to 0x82359636, and CJK Unified Ideographs Extension A, that is, 0x8139EE39 to 0x82358738.","Implement level 1 support for the single-byte encoding section, double-season encoding section, and four-byte encoding section of this document for CJK Unified Ideographs (i.e., 0x82358F33 to 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 to 0x82358738).",0.0369,0.0509,0.0444,0.2573,0.2447,0.2461,0.5396,0.568,0.5949,0.7109,0.7262,0.7312
102,"The coded Chinese characters within the ""Common Detail Chinese Character Table,"" which are truant from the genuine level 1 execution, are moreover upheld.","In addition, Level 2 also includes encoded Chinese characters from the ""Table of General Standard Chinese Characters"" that are not included in Level 1.","In addition, Implementation Level 2 also supports encoded Chinese characters from the ""Table of General Standard Chinese Characters,"" which are not part of Level 1.","In addition, Level 2 also contains encoded Chinese characters from the ""Table of General Standard Chinese Characters"" that are not included in Level 1.",0.0293,0.1264,0.0293,0.2478,0.2721,0.2478,0.5097,0.5337,0.5204,0.7037,0.6982,0.7123
104,Framework computer program and assistant program must follow to level 2 benchmarks.,System software and support software should meet the requirements of Level 2.,System software and support software should meet the requirements of implementation level 2.,System software and support software should meet the requirements of Level 2.,0.0204,0.0359,0.0204,0.0833,0.0826,0.0833,0.6397,0.6228,0.6397,0.827,0.8273,0.827
105,"Note: Working frameworks, database administration frameworks, and middleware are cases of framework program and supporting program. But they are not the as it were ones (see GB/Work 36475 for points of interest on computer program item classification).","Note: System software and application software include, but are not limited to, operating systems, database management systems, and middleware (for information on software product classification, see GB/T 36475).","Note: System software and supporting software include but are not limited to operating systems, database management systems and middleware (for information on software product classification, see GB/T 36475).","Note: System software and supporting software include, but are not limited to, operating systems, database management systems, and middleware. (For information on software product classification, see GB/T 36475).",0.0423,0.0237,0.0447,0.1618,0.176,0.1618,0.5039,0.5281,0.538,0.7593,0.7647,0.7518
107,Execution level 3 contains execution level 2.,Level 3 implementation includes Level 2 implementation.,The implementation of level 3 encompasses that of level 2.,Level 3 implementation includes Level 2 implementation.,0.0366,0.1173,0.0366,0.3651,0.5137,0.3651,0.6477,0.7103,0.6477,0.781,0.7902,0.781
109,Things utilized for open and administrative administrations must follow to level 3 determinations.,Products used for government services and public services should meet the requirements of Level 3.,Products used for government services and public services should comply with Jihui level 3 requirements.,Products used for government services and public services should meet the requirements of Level 3 of implementation.,0.0174,0.0327,0.0153,0.1136,0.2391,0.2355,0.651,0.602,0.6336,0.73,0.7103,0.7603
111,Reference section A (Regulating),Appendix A (Normative),Appendix A (normative),Appendix A Normative,0.1029,0.1029,0.0418,0.1282,0.1282,0.1282,0.5966,0.5216,0.5046,0.7018,0.7038,0.5969
112,twofold character table,Double-character table,Double-Byte Character Table,Double-byte character table,0.0907,0.0,0.2403,0.1724,0.625,0.625,0.6011,0.5979,0.6379,0.7347,0.6583,0.7969
115,A.2 Clarification of the table,A.2 Table Description,A.2 Description of the table,A.2 Table Description,0.0583,0.2857,0.0583,0.2083,0.75,0.2083,0.5856,0.691,0.5856,0.8262,0.9011,0.8262
117,The primary and moment bytes are moo,"The first byte, the second byte, low-order bits.",The low byte of the first and second bytes.,The low-order bits of the first byte and the second byte.,0.0189,0.0278,0.0203,0.1408,0.5167,0.2703,0.298,0.3549,0.2813,0.5764,0.6377,0.6096
121,Ideographic descriptor,"The translation of ""表意文字描述符"" from Chinese to English is ""ideogram descriptor.""",Ideographic Character Descriptor,Ideographic character descriptor,0.0123,0.1136,0.1351,0.0,0.4762,0.4762,0.4062,0.6704,0.7262,0.4915,0.7427,0.9192
124,"Table B.1 gives utilitarian, realistic, and code-location definitions of ideographic descriptors","Table B.1 Ideographic Descriptor Symbols, Code Positions, and Functional Descriptions","Table B.1 Graphical Representations of Ideographic Descriptors, Code Positions, and Functional Descriptions","Table B.1 Ideographic Descriptor Symbols, Code Positions, and Functional Descriptions",0.0496,0.0473,0.0496,0.4092,0.4018,0.4092,0.5212,0.5323,0.5212,0.7017,0.726,0.7017
125,"In terms of work portrayal, the code focuses in this report are comparable to those in GB/T 13000 and are utilized to communicate outside characters by appropriating a particular word","The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000, and are used to express foreign characters using certain characters.",The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000 and are used to express foreign characters with certain characters.,The code points in this document are similar but not equal to the code point function descriptions in GB/T 13000 and are used to express foreign characters by borrowing certain characters.,0.0534,0.1578,0.1616,0.3614,0.4231,0.4605,0.4986,0.4946,0.5356,0.6748,0.6527,0.6817
130,Completely encased structure,"The translation of ""全包围结构"" to English is ""fully enclosed structure.""",All-encompassing structure,All-encompassing structure.,0.0132,0.0907,0.1136,0.0,0.1724,0.0,0.4961,0.6794,0.6318,0.5404,0.6312,0.6377
133,Back right encasing structure,"The phrase ""回右包围结构"" translates to ""right-enclosed structure"" in English.","The phrase ""回右包围结构"" translates to ""structure enclosed on the right side"" in English.","The phrase ""回右包围结构"" translates to ""return right-enclosed structure"" in English.",0.0143,0.0128,0.0132,0.0,0.102,0.0,0.2862,0.3143,0.3274,0.4727,0.4615,0.4988
136,Return to the upper right walled in area,The structure that encloses from the top right.,A structure that encloses on three sides from the right and top.,The structure with an enclosing design from the upper right.,0.0285,0.0185,0.0933,0.0625,0.119,0.2287,0.4671,0.4391,0.466,0.5755,0.4935,0.567
140,C.1 Substance of the table,C.1 Table Contents,C.1 Table of Contents,C.1 Contents of the Table,0.0583,0.0744,0.1257,0.2083,0.3061,0.75,0.7155,0.7123,0.7353,0.8114,0.8098,0.8864
145,18 GB/T 13000 code places were balanced in D.1,D.1 Adjusted 18 GB/T 13000 code positions,D.1 Revised 18 GB/T 13000 code locations,D.1 Adjusted positions of 18 GB/T 13000 codes,0.3267,0.3267,0.1304,0.55,0.55,0.5438,0.6122,0.5613,0.6386,0.7569,0.7259,0.7568
148,The GB/T 13000 code point related to this record is this archive and GB 18030-2005,The document and GB 18030-2005 correspond to the GB/T 13000 code points in this document.,This document and GB 18030-2005 correspond to the code points of GB/T 13000 in this document.,This document and GB 18030-2005 correspond to the GB/T 13000 code points specified in this document.,0.1133,0.0805,0.1029,0.6453,0.6346,0.6943,0.6484,0.6149,0.6636,0.7783,0.7665,0.7766
149,"D.2 Within the Shuangzi Wen locale, six Chinese character components have been expelled",D.2 Six Chinese character components removed in the double-character recognition area,D.2 Six Chinese character components removed in the Double-Character Area,D.2 Six components of Chinese characters were removed in the dual-character identification area.,0.0807,0.0796,0.0202,0.4395,0.4429,0.328,0.4611,0.464,0.4993,0.5784,0.6034,0.5949
151,D.3 Lower Twofold Word Region Evacuated 9 CJK Compliant Chinese Characters,D.3 The 9 CJK compatibility characters removed from the double-byte lower area,D.3 The nine CJK compatibility characters removed from the Lower Zone of Double-Byte Characters,D.3 The 9 CJK compatibility characters removed from the subarea of double-byte characters,0.0399,0.0202,0.0364,0.3841,0.3292,0.2818,0.5012,0.5053,0.4766,0.6716,0.6707,0.6785
153,Table D.3: Code Areas for the Expelled Nine CJK Compliant Chinese Characters,Table D.3 Deleted 9 CJK Compatibility Ideographs and Their Code Positions,Table D.3 Nine Deleted CJK Compatibility Han Characters and Their Code Positions.,Table D.3 9 Deleted CJK Compatibility Ideographs and Their Code Positions,0.0395,0.0432,0.0395,0.2652,0.2083,0.1681,0.5154,0.522,0.497,0.646,0.7275,0.6684
154,"Open reference sections (instructive) Chinese characters' ""Common Standard Chinese Character List"" code positions","Appendix Open (Informational) ""Table of General Standard Chinese Characters"" Code Positions of Chinese Characters","Informational Appendix: General Standard Chinese Characters Table, Chinese Characters' Code Positions","Appendix (Informational) ""Table of General Standard Chinese Characters"" Positions of Chinese Character Codes",0.0323,0.027,0.0386,0.437,0.3747,0.328,0.5951,0.5773,0.5322,0.7443,0.7591,0.7278
155,"This archive incorporates all 8,105 standardized Chinese characters from the 2013 discharge of the People's Republic of China's State Council's Fourth Common Standardized Chinese Character List, their code areas and glyphs are recorded in Table 1.","This document includes all 8,105 standardized Chinese characters from the ""Table of General Standard Chinese Characters"" approved and published by the State Council of the People's Republic of China in 2013. Their code positions and glyphs are shown in Table 1.","This document includes all 8105 standardized Chinese characters from the ""Table of General Standard Chinese Characters,"" which was approved and published by the State Council of the People's Republic of China in 2013. Table 1 shows their code positions and glyphs.","This document includes all 8,105 standardized Chinese characters from the ""Table of General Standard Chinese Characters"" approved and published by the State Council of the People's Republic of China in 2013, with their code positions and glyphs shown in Table 1.",0.3471,0.2552,0.3434,0.6558,0.4901,0.6164,0.7132,0.6882,0.7254,0.8313,0.8316,0.8295
159,GB/Work 36475 Computer program Item Classification,GB/T 36475 Software Product Classification,GB/工 36475 Software Product Classification,GB/ 36475 Software Product Classification,0.0523,0.0523,0.0523,0.1695,0.1695,0.1695,0.6225,0.5906,0.6867,0.8187,0.8492,0.8663
163,Check the Data area in the event that you find a contrast between the man page and the program,"If you find any discrepancies between the manual page and the software, please refer to the Info documentation.","If you find any discrepancies between the manual page and the software, please check the Info documentation.","If you find any discrepancies between the manual page and the software, please check the Info documentation.",0.0724,0.0766,0.0766,0.334,0.3661,0.3661,0.5774,0.5945,0.5945,0.742,0.7513,0.7513
170,The dialect sort and ensuing operations are shown by the post-level title of the source record:,The file extension of the source file indicates the type of language and subsequent operations.,The source file's extension indicates the language type and later operations.,The file extension of the source file indicates the language type and subsequent operations.,0.0707,0.0171,0.0708,0.1887,0.129,0.1899,0.4718,0.4732,0.4884,0.717,0.702,0.7336
171,".C source code that does preprocessing, compilation, and gathering",".c C source program; preprocessing, compiling, assembling",".c C source code; preprocessing, compilation, and assembly",".c C source program; preprocessing, compiling, and assembling",0.048,0.4035,0.0596,0.1705,0.5011,0.2247,0.6698,0.6943,0.6953,0.8458,0.8833,0.8453
175,"Preprocessing, compilation, and gathering for the.m Objective-C source program",".m Objective-C source code; preprocessing, compiling, assembling",".m Objective-C source program, preprocessing, compilation, and assembly",".m Objective-C source program; preprocessing, compiling, assembling",0.048,0.3393,0.1074,0.2904,0.5438,0.2904,0.6526,0.647,0.6702,0.8149,0.8477,0.8235
176,"Preprocessing, compilation, and gathering for the.m Objective-C source program","Preprocessed .c files; compile, assemble","Preprocess .c files, then compile and assemble.","Preprocess the .c files, then compile and assemble them.",0.0187,0.0228,0.0224,0.0,0.0568,0.0556,0.4378,0.4952,0.5252,0.6603,0.6436,0.651
182,.a File record (Document record),Archive file,The .a archive file,.a Archive file,0.0,0.038,0.03,0.1064,0.2041,0.2083,0.4544,0.5783,0.6351,0.6455,0.7357,0.7734
183,"Within the nonattendance of the -cec, -s, or -E choices, connecting is continuously the final step (or compilation blunders avoid the total prepare).","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process), linking is always the final step.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process) linking in the software compilation process always comes last.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process), connection is always the final step.",0.2874,0.2257,0.2874,0.47,0.4113,0.47,0.6548,0.5896,0.6642,0.7329,0.6932,0.7427
185,"Parameters must be indicated separately since ""de"" and ""-d -r"" are totally diverse.",The options must be given separately: completely different from `-d -r`.,Options must be provided separately: distinctly from '-d -r'.,The options must be given separately: distinct from `-d -r`.,0.0358,0.0275,0.0355,0.1465,0.1488,0.1476,0.5844,0.5877,0.5599,0.6519,0.6175,0.6277
187,"Here, as it were designs that are not among the standard choices are recorded.",Only non-default formats are listed here.,"Here, only the non-default options are listed.",Only non-default formats are listed here.,0.0109,0.0293,0.0109,0.0379,0.1128,0.0379,0.5008,0.5719,0.5008,0.5895,0.6128,0.5895
190,In general Choice,Overall Option,General options,Overall Option,0.0,0.0,0.0,0.0,0.1724,0.0,0.5427,0.6138,0.5427,0.671,0.7721,0.671
191,Demonstrate clearly that dialect is the dialect of any extra input records (rather than the default choice from the conclusion of the filename).,"Explicitly specify that the language of the input file is ""language"" (rather than the default choice derived from the file extension).","Explicitly specify that the language of the subsequent input file is ""language"" (rather than the default choice derived from the file extension).","Explicitly specify that the language of the input file is ""language"" (rather than the default choice derived from the file extension).",0.2558,0.2457,0.2558,0.3975,0.3957,0.3975,0.5433,0.5648,0.5433,0.8394,0.8471,0.8394
193,"To guarantee that taking after records are handled in agreement with the record title RE AS E ""-x"" choice, cripple any express dialect determination.","Close any explicit language specifications, and then process the subsequent files based on the file name suffix (using the `-x' option).","Close any explicit language specifications related to file processing, and then process the files based on the file name suffix.","Disable any explicit language specifications, and then process the subsequent files based on the file name suffix (using the ""-x"" option).",0.0101,0.0094,0.0411,0.0422,0.0636,0.0633,0.4294,0.4182,0.4373,0.5541,0.5671,0.5841
