index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
97,"Realize the single-byte coded parcel, double-season coded portion, and four-character subcoded parts of this record utilizing the CJK bound together Chinese characters (that is, 0x82358F33-0x82359636) and CJK bound together Chinese characters expanded A (that is, 0x8139EE39-0x82358738).","Level 1 implementation supports the single-byte encoding part, the double-season encoding part, and the four-character encoding part of the CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738).","Level 1 implementation supports the single-byte encoding part, the double-byte encoding part, and the four-character encoding part of the CJK Unified Ideographs (i.e., 0x82358F33 - 0x82359636) and CJK Unified Ideographs Extension A (i.e., 0x8139EE39 - 0x82358738).","Level 1 implementation supports the single-byte encoding, double-byte encoding, and four-character encoding of CJK Unified Ideographs (i.e., <0x82358F33> - <0x82359636>) and CJK Unified Ideographs Extension A (i.e., <0x8139EE39> - <0x82358738>).",0.0445,0.0439,0.0493,0.263,0.2468,0.1944,0.6111,0.5926,0.5523,0.758,0.7482,0.7208
102,"The coded Chinese characters within the ""Common Detail Chinese Character Table,"" which are truant from the genuine level 1 execution, are moreover upheld.","In addition, the implementation of Level 2 includes the encoding of Chinese characters that are not included in Level 1 of the ""General Standard Chinese Character Set"".","The implementation of Level 2 includes the Chinese characters that are not contained within Level 1 of the ""General Standard Chinese Character Set"".",Achieving Level 2 includes the encoding of Chinese characters that are not covered within the General Standard Chinese Character Set Level 1.,0.0263,0.0299,0.0277,0.3541,0.3863,0.3006,0.4823,0.471,0.5083,0.7154,0.6868,0.6977
104,Framework computer program and assistant program must follow to level 2 benchmarks.,System software and supporting software shall meet the requirements of implementation level 2.,The system software and supporting software shall meet the requirements of implementation level 2.,The system software and supporting software shall meet the requirements of Level 2 implementation.,0.0359,0.0332,0.0174,0.0826,0.082,0.2095,0.6111,0.6226,0.6282,0.8263,0.8253,0.8291
105,"Note: Working frameworks, database administration frameworks, and middleware are cases of framework program and supporting program. But they are not the as it were ones (see GB/Work 36475 for points of interest on computer program item classification).","System software and document software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36475 for information on software product classification).","System software and document software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36475 for information on software product classification).","System software and document processing software include but are not limited to operating systems, database management systems, and middleware (see GB/T 36,475 for information on software product classification).",0.0507,0.0507,0.0487,0.2369,0.2369,0.2044,0.4716,0.4716,0.4748,0.752,0.752,0.7592
107,Execution level 3 contains execution level 2.,Maturity level 3 includes maturity level 2.,Maturity level 3 includes the implementation of maturity level 2.,实现级别 3 包含实现级别 2。,0.1729,0.1173,0.0296,0.5357,0.5137,0.0746,0.7096,0.6613,0.4908,0.6579,0.7231,0.7293
109,Things utilized for open and administrative administrations must follow to level 3 determinations.,The products used for government services and public services should meet the requirements of achieving Level 3 accessibility.,The products used for government and public services should meet the Level 3 requirements.,The products used for government services and public services should meet the requirements of achieving 三级无障碍 (Level 3 accessibility).,0.0144,0.0187,0.0123,0.2338,0.2409,0.1103,0.6071,0.6888,0.5598,0.7258,0.7468,0.6568
111,Reference section A (Regulating),Appendix A (Normative).,Appendix A (Normative).,附录 A（规范性）,0.0955,0.0955,0.0,0.1282,0.1282,0.0,0.4967,0.4967,0.436,0.7001,0.7001,0.7488
112,twofold character table,Character set.,Double character table,"Improved Translation Sentence:

Bi-character character set",0.0,0.2403,0.033,0.1724,0.625,0.1515,0.2813,0.5857,0.3799,0.6478,0.899,0.5519
115,A.2 Clarification of the table,Table description,Description of the table,Table Description,0.0,0.3097,0.0,0.1064,0.6009,0.1064,0.3486,0.6051,0.3376,0.6688,0.8033,0.6348
117,The primary and moment bytes are moo,the first byte the second byte low bit,the first byte and the second byte's low bit,The least significant bit of the second byte.,0.0,0.0211,0.024,0.2817,0.3472,0.1408,0.2292,0.315,0.2842,0.619,0.6366,0.6317
121,Ideographic descriptor,Ideographic description characters.,Ideographic description characters.,Ideographic Description Characters,0.0803,0.0803,0.1136,0.2381,0.2381,0.2381,0.6058,0.6058,0.5467,0.737,0.737,0.6243
124,"Table B.1 gives utilitarian, realistic, and code-location definitions of ideographic descriptors","Graphic, Code Position, and Functional Description of Ideographic Description Characters","Table B.1: Graphic, Code Position, and Functional Description of Ideographic Description Characters",Table B.1: Functional Description of Ideographic Description Characters,0.0394,0.0437,0.036,0.2345,0.2843,0.2388,0.401,0.5342,0.4293,0.6456,0.6896,0.6532
125,"In terms of work portrayal, the code focuses in this report are comparable to those in GB/T 13000 and are utilized to communicate outside characters by appropriating a particular word","The code positions of this document are similar but not equal to the code positions of GB/T 13000, used to express external characters by borrowing certain characters.",The code positions in this document are similar but not equal to the code positions of GB/T 13000.,"The code positions in this document are similar but not identical to the GB/T 13000 standard, used to represent non-standard characters by borrowing certain characters.",0.0263,0.0219,0.0262,0.2505,0.1847,0.2708,0.5473,0.3665,0.52,0.65,0.5352,0.7022
130,Completely encased structure,Unibody structure.,Unibody/Monocoque structure.,Monocoque body structure,0.1136,0.1136,0.1136,0.0,0.0,0.1667,0.3672,0.3577,0.4376,0.6069,0.5069,0.5231
133,Back right encasing structure,Encircle and surround.,Enact a flanking maneuver.,Surround the enemy with a flanking maneuver.,0.0,0.0,0.0,0.0,0.0,0.0,0.1533,0.2102,0.29,0.4273,0.4621,0.4491
136,Return to the upper right walled in area,Surround the upper right structure.,Return and surround the structure in the upper right.,Encircle the structure in the upper right.,0.1448,0.1187,0.1477,0.487,0.4593,0.3235,0.4984,0.5563,0.4954,0.5696,0.6556,0.5751
140,C.1 Substance of the table,The content of the table.,C.1 The content of the table.,表的内容,0.2021,0.1757,0.0,0.375,0.5011,0.0,0.6299,0.7924,0.2508,0.8182,0.9103,0.6499
145,18 GB/T 13000 code places were balanced in D.1,Adjusted 18 GB/T 13000 code positions.,D.1 Adjustments to 18 GB/T 13000 code positions.,The 18 GB/T 13000 code positions were adjusted.,0.309,0.3156,0.3156,0.4562,0.5438,0.5438,0.5129,0.5864,0.5029,0.7359,0.7395,0.7726
148,The GB/T 13000 code point related to this record is this archive and GB 18030-2005,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,The corresponding GB/T 13000 code positions of this document and GB 18030-2005.,The GB/T 13000 and GB 18030-2005 code positions corresponding to this document.,0.1192,0.1192,0.1298,0.4318,0.4318,0.5598,0.6991,0.6991,0.6482,0.7475,0.7475,0.7454
149,"D.2 Within the Shuangzi Wen locale, six Chinese character components have been expelled",六个汉字构件,Six Chinese character components were deleted in the double-byte area.,Six Chinese character components removed from the double-character region.,0.0,0.0763,0.0752,0.0,0.3811,0.3841,0.1244,0.4399,0.3867,0.3535,0.5436,0.5691
151,D.3 Lower Twofold Word Region Evacuated 9 CJK Compliant Chinese Characters,九个 CJK 兼容汉字,The 9 CJK compatible characters that were deleted from the double-byte area.,The 9 CJK Compatibility Ideographs that were deleted from the double-byte character set.,0.0079,0.0329,0.0302,0.049,0.2302,0.2282,0.1258,0.4266,0.4063,0.461,0.6394,0.6344
153,Table D.3: Code Areas for the Expelled Nine CJK Compliant Chinese Characters,Table D.3 Nine CJK Compatibility Ideographs Removed and Their Code Positions,Table D.3 Nine CJK Compatibility Ideographs that were Removed and Their Code Positions,Table D.3: Nine Removed CJK Compatibility Characters and Their Code Positions,0.0497,0.0491,0.0959,0.2652,0.2608,0.3583,0.5034,0.5363,0.5923,0.6746,0.6829,0.8159
154,"Open reference sections (instructive) Chinese characters' ""Common Standard Chinese Character List"" code positions","The code positions of the characters in the ""General Standard Chinese Character Set"" (informative).","The code positions of the characters in the ""General Standard Chinese Character Set"" (informative appendix).","The code positions of the characters in the ""General Standard Chinese Character Set"".",0.0754,0.0713,0.076,0.3695,0.3667,0.3723,0.5568,0.5409,0.4583,0.8035,0.7897,0.7687
155,"This archive incorporates all 8,105 standardized Chinese characters from the 2013 discharge of the People's Republic of China's State Council's Fourth Common Standardized Chinese Character List, their code areas and glyphs are recorded in Table 1.","This document contains the full 8,105 standard Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","This document contains the full 8,105 standard common Chinese characters approved and published by the State Council of the People's Republic of China in 2013. Their code positions and character forms are shown in Table 1.","This document contains the full 8,105 standard Chinese characters approved and published by the State Council in 2013. Their code points and character forms are shown in Table 1.",0.243,0.2431,0.0874,0.5429,0.5481,0.4164,0.6951,0.7019,0.668,0.8186,0.822,0.7767
159,GB/Work 36475 Computer program Item Classification,Software Product Classification GB/T 36475.,GB/T 36475 Software Product Classification.,GB/T 36475 Software Product Classification,0.0485,0.0485,0.0523,0.0847,0.0847,0.1695,0.5929,0.6244,0.6225,0.7461,0.8244,0.8187
163,Check the Data area in the event that you find a contrast between the man page and the program,"If there is a conflict between the manual page and the software, please refer to the Info.","If there is a conflict between the manual page and the software, please refer to the information.","If there is a conflict between the manual page and the software, please check the Information.",0.0689,0.0689,0.0692,0.2551,0.2551,0.2845,0.5564,0.5557,0.5841,0.7224,0.7282,0.7404
170,The dialect sort and ensuing operations are shown by the post-level title of the source record:,source file suffix indicates the language type and subsequent operations,The file name suffix indicates the language type and any subsequent processing.,The source file's extension indicates the language type and the subsequent operations to be performed.,0.0148,0.015,0.018,0.1299,0.0962,0.1887,0.4466,0.4001,0.51,0.7147,0.688,0.7584
171,".C source code that does preprocessing, compilation, and gathering",".c C source program; preprocessing, compiling, assembling","The .c file is a C source code file that undergoes preprocessing, compilation, and assembly.",程序源代码; 预处理、编译、汇编,0.048,0.2391,0.0,0.1705,0.6611,0.0,0.6698,0.7008,0.4133,0.8458,0.8294,0.6755
175,"Preprocessing, compilation, and gathering for the.m Objective-C source program",".m Objective-C source code; preprocessing, compiling, assembling","Objective-C source code: preprocessing, compiling, and assembling.","Objective-C source program, including preprocessing, compiling, and assembly.",0.048,0.0596,0.1109,0.2904,0.3587,0.3546,0.6526,0.6521,0.6653,0.8149,0.8287,0.8273
176,"Preprocessing, compilation, and gathering for the.m Objective-C source program","Preprocessed C file; compile, assemble.",The preprocessed C file is compiled and assembled.,Preprocessed C file: compile and assemble.,0.0191,0.0192,0.0191,0.0,0.0562,0.0575,0.4518,0.4844,0.4775,0.6608,0.6799,0.6605
182,.a File record (Document record),Archive file,Archived library file,Archived File,0.0,0.0,0.0123,0.1064,0.1042,0.1064,0.4544,0.2517,0.3207,0.6455,0.5569,0.6389
183,"Within the nonattendance of the -cec, -s, or -E choices, connecting is continuously the final step (or compilation blunders avoid the total prepare).","Unless the -cec, -s, or -E options are used (or a compilation error prevents the full process), linking is always the final step.","Unless the -cec, -s, or -E options are used, or a compilation error prevents the full process, linking is always the final step.","Unless the -cec, -s, or -E options are used (or a compilation error prevents the complete process), linking is always the final step.",0.2874,0.2713,0.2874,0.4994,0.4117,0.47,0.651,0.6492,0.6548,0.7288,0.7276,0.7329
185,"Parameters must be indicated separately since ""de"" and ""-d -r"" are totally diverse.",separate options,"The options must be presented separately, not as ""-d -r"".","The options must be presented separately: ""of"" is completely different from ""-d -r"".",0.0,0.1707,0.1712,0.042,0.2012,0.1966,0.1072,0.5761,0.5348,0.4457,0.6148,0.728
187,"Here, as it were designs that are not among the standard choices are recorded.",Here are the listed formats that are not the default options.,Here are the non-default formats listed.,Here are the formats that are not the default ones.,0.0747,0.0129,0.0732,0.1825,0.0758,0.1838,0.5846,0.5165,0.5657,0.6574,0.6189,0.6945
190,In general Choice,Overall Option,The overall set of options,Total Option,0.0,0.0,0.0,0.0,0.0,0.0,0.5427,0.3267,0.2293,0.671,0.6542,0.6806
191,Demonstrate clearly that dialect is the dialect of any extra input records (rather than the default choice from the conclusion of the filename).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name).,Clearly specify that the language of the input file is language (rather than the default selection obtained from the file name afterward).,"明确指出输入文件的语言为""语言""(而不是使用基于文件名的默认选择)。",0.2051,0.2051,0.0035,0.3459,0.3444,0.0,0.5647,0.558,0.3893,0.8344,0.8369,0.5985
193,"To guarantee that taking after records are handled in agreement with the record title RE AS E ""-x"" choice, cripple any express dialect determination.","Close any explicit language specification, so process the file based on the file name (use the `-x' option).","Close any explicit language specification, so process the file based on the file name (use the `-x' option).",Close any explicit language specification and process the file using the RELEASE option.,0.01,0.01,0.0069,0.0427,0.0427,0.0437,0.4037,0.4037,0.3617,0.5672,0.5672,0.5661
194,"You'll be able utilize the ""-x"" choice (or Ok taking after the record title) to tell Geo where to begin in the event that you fair work a parcel of the four phases (preprocessing, compilation, get together, and connecting). You'll utilize the “-c,” “-s,” or the “-E” alternative to tell Geo where to end, be mindful that a few choices, such “-x cpp-output -E,” cause MEF to break even with 0, ETER, compile or put together source records. ATI Period GCC substitutes the source record title by default with "".o"" and "".ec."" The -o alternative permits the choice of extra names, after the -ec alternative, GCC overlooks any unrecognized input content. -S F anything.","If you only operate on a part of the four stages (preprocessing, compilation, assembly, and linking), you can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","One can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end, if operating on a part of the four stages (preprocessing, compilation, assembly, and linking). Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. One can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.","The GCC (GNU Compiler Collection) allows you to operate on a part of the four stages (preprocessing, compilation, assembly, and linking). You can use the `-x` option (or `Ah` after the file name) to tell GCC where to start, and use the `-c`, `-S`, or `-E` options to tell GCC where to end. Note that some option combinations (such as `-x cpp-output -E`) do not make sense and will result in an error. By default, GCC uses the `.o` extension to replace the source file name with the object file name. You can use the `-o` option to specify a different name. GCC ignores any unrecognized input files after the `-x` option.",0.0847,0.0968,0.0885,0.2823,0.2828,0.295,0.3852,0.3819,0.4099,0.7233,0.7236,0.7177
196,Stops after compilation and does not perform get together.,"Compilation stops immediately, no assembly is performed.","Compilation stops immediately, and no assembly is performed.",Compilation completes immediately without proceeding to assembly.,0.0215,0.0251,0.0216,0.1136,0.1685,0.0568,0.5851,0.6253,0.4869,0.6588,0.6698,0.6304
197,"Since the constructing agents on those frameworks cannot examined from channels, utilize channels instead of brief records to move between the different compilation stages, this issue does not exist within the GNU constructing agent, constructing agents can utilize C ""lingos"" that bolster ANSI-compliant standard C programs.","During the different stages of the compilation process, use pipes instead of temporary files to work, because those system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The C ""dialect"" that the assembler can accept: supports C programs that conform to the ANSI standard.",The GNU assembler supports C programs that conform to the ANSI standard.,"During the different stages of the compilation process, use pipes instead of temporary files, as the system assemblers cannot read data from pipes, but the GNU assembler does not have this problem. The assembler can accept C dialects that conform to the ANSI standard.",0.0211,0.0021,0.0203,0.2733,0.0704,0.255,0.5093,0.4081,0.4878,0.7394,0.5428,0.7455
