index,original,translated,terminology_annotation
24,Her body immediately stiffened and there was this look of fear in her eyes.,"Ее тело мгновенно напряглось, и в глазах появился страх.","```
MQM annotations:
```"
25,And then we just... paid for our stuff.,А потом мы просто... заплатили за свои вещи.,"```
MQM annotations:
```"
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Увидеть улыбку облегчения на её лице было прекрасно, но то, что она сначала испугалась, ПРОСТО ОТСТОЙНО И Я ЭТО НЕНАВИЖУ.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The capitalization of ""ПРОСТО ОТСТОЙНО И Я ЭТО НЕНАВИЖУ"" is incorrect. It should be ""просто отстойно и я это ненавижу"".
```"
32,But he can't pardon himself out of state prison.,"Но он не может сам себя помиловать, чтобы выйти из государственной тюрьмы.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""государственной тюрьмы"" is unnecessarily verbose. A more natural and concise translation would be ""тюрьмы"". Although technically not incorrect, it is stylistically less preferable in this context.
```"
33,It takes the state's governor.,Это касается губернатора штата.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translated term ""губернатора штата"" (governor of the state) is a valid translation of ""the state's governor"", but it sounds a bit generic. A more specific translation using the name of the state (if known) would be more appropriate in some contexts. While not strictly *wrong*, it's less natural.
```"
36,NY is the best hope for accountability,Нью-Йорк — лучшая надежда на привлечение к ответственности.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""Нью-Йорк"" should be ""Нью-Йорке"" to agree with the prepositional phrase ""на привлечение к ответственности"".
```"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Существуют веские доказательства того, что реальное общение не сводится к передаче сигналов с не зависящим от контекста значением.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The capitalization of ""не зависящим от контекста значением"" is incorrect. It should be ""не зависящим от контекста Значением"" to align with the glossary entry's case.
```"
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем экологические условия и когнитивные способности, которые позволяют контекстуально устранять неоднозначность значений символов.","MQM annotations:
Terminology errors:
minor: WRONG TERM/Grammatical error - The term ""устранять неоднозначность"" (ustranyat' neodnoznachnost') is not grammatically correct in this context. The reflexive form ""устранять"" (ustranyat') is typically used to indicate that the subject is performing the action on itself. In this case, the ambiguity is being eliminated from something, not by something. A better option would be ""устранение неоднозначности"" (ustraneniye neodnoznachnosti), or using a different verb construct altogether."
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,Мне было очень приятно пообщаться с Пенни и Николасом из Ashanti Development на выходных и узнать об их успехах.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Ashanti Development"" should be in Russian genitive case to agree with ""из"" (from). So, it should be ""Ashanti Development'а"".
```"
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Мне посчастливилось провести незабываемые шесть месяцев рядом с Николасом в 2011 году, поддерживая ряд проектов.","```
MQM annotations:
```"
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и такими вредителями, как кукурузная совка, которая может опустошать посевы кукурузы.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""кукурузная совка"" (corn earworm) is too specific. Fall armyworm is a different pest and should be translated more generally as ""армейский червь"" or ""осенняя совка"". While ""кукурузная совка"" might be *a* type of armyworm, it doesn't accurately represent the specific pest being discussed.
```"
53,The UPS store near me won't allow me to write a label or write on the box.,"В отделении UPS рядом со мной не разрешают писать ни наклейку, ни на коробке.","MQM annotations:
Terminology errors:
minor: WRONG TERM/grammatical error - The phrase ""В отделении UPS"" requires a preposition like ""в"" or ""из"" to properly connect it to the rest of the sentence. Although understandable, it disrupts the flow and sounds slightly awkward. A better option would be: ""В отделении UPS рядом со мной"". However, it's worth noting that ""В отделении UPS"" is not a perfect translation for ""The UPS store""."
55,They won't allow me to tell them the address it's going to and who is shipping it.,Они не разрешают мне сообщать им адрес доставки и отправителя.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""адрес доставки"" should be ""адрес назначения""."
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня 2 доллара 25 центов за это ""удобство"".","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""convenience"" as ""удобство"" is technically correct, but the quotation marks suggest sarcasm or irony in the original English which isn't conveyed strongly enough in the Russian translation. A more nuanced term might be better to convey the implied tone, though ""удобство"" isn't strictly incorrect.
```"
64,The ratings--seeking delusional irresponsibility of it all.,"Стремление к рейтингам, бредовая безответственность всего этого.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""стремление к рейтингам"" is a valid translation of ""ratings-seeking"", but it is not the established glossary term.
```"
65,It can't be repeated.,Этого не повторить.,"```
MQM annotations:
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень продуваемый подвал, а это, по сути, значит, что у меня может укрыться много грызунов.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""продуваемый"" is a grammatically correct form, but it sounds unnatural in this context. A better word choice would be ""сквозной""."
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","В последнее время появилось много признаков увеличения количества грызунов, что особенно удивительно, поскольку сейчас весна, и я думал, что с изменением погоды они выберутся на улицу.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Grammatical error - The word ""грызунов"" (rodents) is in the genitive plural case, which is grammatically correct but sounds slightly awkward in this context. A more natural phrasing might involve using a different grammatical construction to indicate the increasing presence of rodents.
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","К слову, я перепробовал практически все представленные на рынке ""гуманные"" ловушки, но с очень небольшим успехом.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""гуманные"" is used with quotation marks in the target, which suggests skepticism or irony, but this is not directly reflected in the source text. While not strictly incorrect, it adds a layer of interpretation that wasn't necessarily present in the original."
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но я не буду принимать комментарии об этичности убийства мышей.","MQM annotations:
No errors found."
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, стимулирующие деловую активность.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""деловую активность"" (business activity) is a generally acceptable translation, but in this specific context, ""предпринимательскую деятельность"" might be a slightly more accurate and natural-sounding choice, representing a subtle stylistic nuance. However, this doesn't significantly hinder comprehension."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на самое дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","```
MQM annotations:
```"
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","В первом утреннем поезде контролер посмотрел на наши билеты и сказал: ""Долгая дорога!"".","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The Russian translation of ""long journey!"" as ""Долгая дорога!"" is grammatically correct but stylistically less common and less idiomatic than alternatives. While ""Долгая дорога!"" is understandable, it sounds somewhat formal or poetic. A more common and natural expression in this context would be something like ""Вам далеко ехать!"" or ""Долгий путь впереди!"". However, this is a minor issue because the meaning is still conveyed, even if not in the most natural way.
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался я объяснить, указывая на моего попутчика.","```
MQM annotations:
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"Что окончательно убедило меня прошлой ночью, так это то, что нам нужно быть готовыми дать отпор трампизму.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""трампизму"" is a transliteration of ""Trumpism"" and while understandable, it's arguably not the most natural or appropriate term in Russian political discourse. A more descriptive phrase might be preferable depending on the specific context.
```"
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, в котором никто особо не заинтересован, кроме фанатиков, которые в нём состоят.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""в нём состоят"" is grammatically correct, but stylistically less natural than ""в нём находятся"" in this context. Although it doesn't directly violate a glossary definition, it represents a slightly suboptimal phrasing.
```"
90,And they are truly nuts.,И они совершенно чокнутые.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""чокнутые"" is an informal and somewhat offensive term. While it captures the general sense of ""nuts,"" a more neutral and appropriate term might be ""сумасшедшие"" or ""ненормальные,"" depending on the context.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купи антитрамповские наклейки на бампер и обклей ими всё.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""антитрамповские наклейки на бампер"" is grammatically correct but could be slightly more natural in Russian. A more common phrasing might be ""наклейки против Трампа на бампер"". However, this is a minor stylistic issue, not a critical error.
```"
95,Yell back at those who would try to talk over us.,"Отвечайте криком тем, кто пытается нас перекричать.","MQM annotations:
Terminology errors:
minor: WRONG TERM/inflection - The term ""Отвечайте криком"" needs to be adjusted to fit the context better grammatically."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не принято появляться на людях или подбегать к людям, когда у вас сильный кашель с мокротой.","```
MQM annotations:
```"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Джейн причинит тебе боль, прежде чем позволит увидеть, что больно ей, и смеется больше всего, когда все идет кувырком.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The name ""Jan"" has been translated to ""Джейн"" (Jane), which is a different name. It should remain ""Jan"" or be transliterated.
```"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 [чего-то] бедствий Йл оказывается в месте любви и испытывает огромные чувства, с которыми не знает, что делать, так что там много всего [обоего/и того и другого].","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation ""[чего-то]"" for ""of distress"" is too vague and doesn't convey the intended meaning. A more specific term related to suffering or hardship would be more appropriate.
minor: WRONG TERM - ""обоего/и того и другого"" is unnecessarily verbose and slightly awkward. While the general idea of ""both"" is conveyed, a more concise term like ""и того, и другого"" would be more natural.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""нужно просто закрыться"" translates to ""just needs to close down"" or ""should just close down."" While technically correct, the more natural translation for ""close down"" in this context would be a verb like ""ликвидировать"" (to liquidate) or ""закрыть"" (to close). Using ""закрыться"" sounds a bit awkward in this context."
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Grammatical error - The term ""независимых избирателей"" should be in the genitive case, agreeing with the preposition ""за"". It should be ""независимых избирателей"" to correctly reflect the phrase ""vetting of independent voters.""

```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The Russian translation of ""cold front"" (Холодный фронт) is a correct and established term, however, in this context (talking about something that *should* arrive), it sounds slightly unnatural. A more natural phrasing would be ""приближение холодного фронта"" or similar, but the current translation isn't incorrect enough to warrant a higher severity level.

```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром данные с инфракрасных спутников и наземные наблюдения указывали на расширяющуюся область низкого слоистого облака и прерывистые/пятнистые <URL>.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The URL placeholder <URL> should not be translated. It should remain as <URL>.
```"
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Ботаник Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим идеей вернуть классическому автомобилю её былое великолепие.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Plymouth Fury"" should be in Cyrillic as ""Плимут Фурия"" to maintain consistency in transliterating the car model name.
```"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Как меняется машина, так меняется и Арни, чья новообретенная уверенность за рулем его экзотической красавицы перерастает в высокомерие.","```
MQM annotations:
```"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Самое безумное в том, что мои соседи ополчились против меня, это думать о том, сколько усилий нужно, чтобы быть враждебным.","MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""ополчились против меня"" is a possible translation of ""turning against me"", but it implies a more organized and active opposition than the English phrase suggests. A more neutral translation might be more appropriate depending on the specific context.
```"
126,It hurts but you gotta do you.,"Больно, но ты должен делать то, что считаешь нужным.","MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - The phrase ""то, что считаешь нужным"" is a valid, but less common and slightly weaker translation of ""do you"" in this context. A more natural and stronger translation would be ""как знаешь"" or ""что должен""."
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие усугубляются.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""усугубляются"" doesn't precisely capture the progressive and worsening nature of the violence as implied by ""is getting worse."" While not incorrect, a stronger verb like ""обостряются"" might be more appropriate.
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор ПОНЯТИЯ НЕ ИМЕЮ, чем я мог/могла заслужить это.","```
MQM annotations:
```"
133,That vessel is off-limits.,Доступ к этому судну запрещён.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""Доступ к этому судну запрещён"" is a correct translation of ""That vessel is off-limits."" but it lacks the emphasis that ""off-limits"" provides. A better option would be ""Это судно - запретная зона.""
```"
135,She is irrelevant to me.,Она мне безразлична.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation ""Она мне безразлична"" is a valid and common translation of ""She is irrelevant to me"", but ""безразлична"" can also mean ""indifferent"". Depending on the intended nuance, other translations like ""Она для меня не важна"" (she is not important to me) could be considered. While ""безразлична"" isn't necessarily wrong, the broader context might require a different term to better convey the intended meaning of ""irrelevant"".
```"
139,I gripe about dad-ification a lot.,"Я часто ворчу по поводу ""отцовства"".","MQM annotations:
Terminology errors:
major: WRONG TERM - ""отцовства"" is a compliant glossary term but does not fit the context as a translation of ""dad-ification"". It should be something more akin to ""обабление"" or a similar neologism reflecting the concept of becoming like a dad."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот (чуть более длинный, чем) краткий курс в стиле ""тут"", объясняющий, что я подразумеваю под ""папа-фикацией"":","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""тут"" is a transliteration of ""toot,"" which is not appropriate in this context as it's a social media term that might not be understood by all Russian speakers. A more appropriate translation or explanation might be required."
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания случаев, когда повествование или игровая механика строится вокруг центрального протагониста (обычно старше, обычно мужчина), опекающего или защищающего другого человека (часто младше).","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""опекающего"" should be ""опекуна"" to fit the grammatical context of the sentence. While understandable, it's grammatically awkward.
```"
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","""Отцовство"" обычно предполагает, что решением ситуации, когда фигура родителя должна заботиться или защищать ребенка или его замену, является подавляющая сила и использование этой силы для установления очень специфической формы динамики власти.","MQM annotations
Terminology errors:
minor: WRONG TERM/Grammatical error - ""Отцовство"" is a noun and doesn't fit as a direct translation of ""Dad-ification"", which is closer to the process of becoming a dad or adopting dad-like qualities. While it conveys a related concept, it's not a precise equivalent in this context. A more fitting term may be closer to 'опапивание' (though informal) or a descriptive phrase depending on context.
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовство как фетиш подрывает возможность коллективных решений и зачастую полностью игнорирует или умаляет какую-либо самостоятельность ребёнка.,"MQM annotations:
Terminology errors:
major: WRONG TERM - ""Отцовство как фетиш"" doesn't accurately capture the meaning of ""Dad-ification."" It's too strong and has a different connotation than the intended sociological trend. The phrase focuses on the idealization or fetishization of fatherhood, rather than the act or process of becoming overly focused on being a dad."
151,- More details are in the full blog post.,Больше подробностей — в полной версии статьи в блоге.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""статьи в блоге"" should be ""блога"" because the source has ""blog post"" which is singular."
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим основным выбором для быстрого создания UI.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The capitalization of ""Dart"" should match the source.
```"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - одно удовольствие в работе, а для удобного управления хранилищем у них есть #mobx.","MQM annotations:
Terminology errors:
minor: WRONG TERM - ""#flutter"" should ideally maintain the original casing for consistency in technical contexts.
minor: WRONG TERM - ""#mobx"" should ideally maintain the original casing for consistency in technical contexts.
```"
161,"The dependency story is less insane than nodejs, too.","С зависимостями всё не так безумно, как в Node.js.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Node.js"" should be capitalized as ""Node.js"".
```"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро двигаться, и поэтому это идеально подходит для небольших хаков.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""хаков"" is a transliteration and doesn't fully convey the meaning of ""hacks"" in this context. While understandable, a more appropriate term in Russian might be ""простых решений"" or ""небольших доработок"", depending on the specific nuance.
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The adjective ""чрезвычайно"" (extremely) is not the most natural or common way to describe thickness in Russian. While grammatically correct, a more common and natural word choice might be ""очень"" (very) or a more descriptive adjective, making it a stylistic issue within the terminology.
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Уметь высоко прыгать, разрывать обычных людей в клочья, использовать жуткие магические силы и восстанавливать здоровье, пожирая врагов - честно говоря, это должно быть неотъемлемой частью всех компьютерных игр.","```
MQM annotations:
```"
176,It maybe has too many language subtleties.,"Возможно, в этом слишком много языковых тонкостей.","```
MQM annotations:
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Okay, I understand. Here's the Russian translation:

**Нужно перевести это на китайский (мандаринский и/или хоккиенский), ни один из которых я не знаю вообще. Просто предоставьте перевод без какого-либо дополнительного текста.**","MQM annotations:
Terminology errors:
None"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","По правде говоря, здоровье вашего разума, вашего мозга, это такой же вопрос здоровья, как и здоровье вашей ноги.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The use of ""ноги"" (nogi, meaning legs) instead of ""стопы"" (stopy, meaning feet) might be perceived as less precise, though understandable. ""Ноги"" is the general term for legs while ""стопы"" specifies the feet."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс-людей признают даже ТЕРФ и им подобные, потому что это обычно больше связано с физиологией и, как таковое, более заметно.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""ТЕРФ"" is an acronym that should be transliterated. Although acceptable to leave as is, a transliteration such as ""TERF"" or explanation would be better for comprehension.
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Подобно тому, как многие считают психическое здоровье менее «реальным», чем физическое, у меня есть ощущение, что трансгендерность – это просто интерсекс, только в разуме.","MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""интерсекс"" should be inflected to agree with the preposition ""в"" (в интерсексе)."
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о поле, гендере, психологии, тем более упрощённым и неточным кажется утверждение ""Мой пол - мужской, мой гендер - женский"".","MQM annotations:
Terminology errors:
minor: WRONG TERM/wrong capitalization - ""Мой пол - мужской, мой гендер - женский"" should be ""Мой пол — мужской, мой гендер — женский"" with em dashes instead of hyphens.
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить с гендерного термина на обозначение пола.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""небинарный"" should be inflected (небинарного) to agree grammatically with the preposition ""с"".
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краут-рок настроения и потусторонняя поп-музыка, радиофоническая мастерская и все такое.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""радиофоническая мастерская"" (radiofonicheskaya masterskaya) is a literal translation of ""radiophonic workshop"" and while technically correct, it sounds unnatural in Russian. A more natural and idiomatic translation would be ""студия электронной музыки"" or ""лаборатория электронной музыки"", depending on the specific context.
```"
210,I want to make dashboards.,Я хочу создавать дашборды.,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""дашборды"" is a transliteration and might not be the most natural or preferred term in all contexts. A more natural term may exist depending on the specific field.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейда в #FFXIV я уже давно думаю: ""Блин, я бы хотел попробовать рейдить по-настоящему, но Party Finder звучит как бардак, и я никогда не найду статик, который бы меня взял"".","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""Party Finder"" should be translated more literally as ""Поиск группы"" or ""Система поиска группы"" in this context, rather than left as ""Party Finder"". While leaving it untranslated is understandable given the context and audience, it technically deviates from a full Russian translation.
minor: WRONG TERM - The term ""статик"" is an acceptable transliteration of ""static"" into Russian within the FFXIV community, but a more literal translation like ""постоянная группа"" or ""слаженная группа"" would be more fitting for a general audience. The error is minor because it is understandable within the game's community.
```"
215,I'll make my own static!,Я сам сделаю статическое электричество!,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong term - The term ""статическое электричество"" is a more technical term, while a more colloquial phrasing might be more appropriate here.
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком переживающих, чтобы попытаться присоединиться к рейдовой статике, без каких-либо ожиданий быть хорошими!","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""рейдовой статике"" should be ""рейд-статике"" (or ""рейд статик""), as it's a compound noun and the original uses a hyphen.
```"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""ненасытным"" could be argued to be more appropriately translated as ""жадным"" in this context, although ""ненасытным"" is not incorrect. It depends on the nuance desired."
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ практически полного отсутствия чтения (за исключением функциональной, связанной с работой научно-популярной литературы и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""научно-популярной литературы"" (non-fiction stuff) is a correct translation but sounds awkward in this context. A more natural phrasing would be ""научно-популярной литературой"". While technically correct, it's a minor stylistic issue.
```"
