index,original,zero_shot_translation,reference_translation
24,Her body immediately stiffened and there was this look of fear in her eyes.,"Ее тело мгновенно напряглось, и в глазах появился страх.","Она сразу напряглась, в глазах появился испуг."
25,And then we just... paid for our stuff.,А потом мы просто... заплатили за свои вещи.,А потом мы просто... заплатили за наши покупки.
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Увидеть улыбку облегчения на её лице было прекрасно, но то, что она сначала испугалась, ПРОСТО ОТСТОЙНО И Я ЭТО НЕНАВИЖУ.","Было здорово увидеть, как она с облегчением улыбнулась, но сам факт, что сначала она нас испугалась — это БЛЯДСКИЙ ОТСТОЙ, НЕНАВИЖУ ЭТУ ФИГНЮ."
32,But he can't pardon himself out of state prison.,"Но он не может сам себя помиловать, чтобы выйти из государственной тюрьмы.","Но он не сможет этого сделать, если будет сидеть в тюрьме штата."
33,It takes the state's governor.,Это касается губернатора штата.,Для этого понадобится помилование от губернатора штата.
36,NY is the best hope for accountability,Нью-Йорк — лучшая надежда на привлечение к ответственности.,"Нью-Йорк — наш главный шанс добиться того, чтобы Трамп понес ответственность"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Существуют веские доказательства того, что реальное общение не сводится к передаче сигналов с не зависящим от контекста значением.","Имеются убедительные доказательства того, что реальная коммуникация не может быть сведена к отправке сигналов с контекстно-независимым значением."
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем экологические условия и когнитивные способности, которые позволяют контекстуально устранять неоднозначность значений символов.","В то же время мы изучаем условия окружающей среды и когнитивные способности, которые позволяют исключить неоднозначность значений символов в зависимости от контекста."
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,Мне было очень приятно пообщаться с Пенни и Николасом из Ashanti Development на выходных и узнать об их успехах.,"На выходных я с большим удовольствием встретилась с Пенни и Николасом из Ashanti Development, чтобы обсудить, как у них дела."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Мне посчастливилось провести незабываемые шесть месяцев рядом с Николасом в 2011 году, поддерживая ряд проектов.",Мне посчастливилось поработать над рядом проектов вместе с Николасом в течение незабываемых шести месяцев в 2011 году.
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и такими вредителями, как кукурузная совка, которая может опустошать посевы кукурузы.","Николас работает с фермерами над сокращением использования пестицидов одновременно с поиском решений для проблем, вызванных изменением климата и такими вредителями, как совка травяная, которая может уничтожить весь урожай кукурузы."
53,The UPS store near me won't allow me to write a label or write on the box.,"В отделении UPS рядом со мной не разрешают писать ни наклейку, ни на коробке.",В ближайшем пункте UPS мне не разрешают самому наклеить бланк или написать адрес на коробке.
55,They won't allow me to tell them the address it's going to and who is shipping it.,Они не разрешают мне сообщать им адрес доставки и отправителя.,Они не позволяют просто сказать им адрес получателя и кто отправляет посылку.
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня 2 доллара 25 центов за это ""удобство"".","И за это «удобство» с меня всегда берут 2,25 доллара."
64,The ratings--seeking delusional irresponsibility of it all.,"Стремление к рейтингам, бредовая безответственность всего этого.",Вся эта бредовая идея - безответственная погоня за рейтингами.
65,It can't be repeated.,Этого не повторить.,Нельзя допустить повторения такого.
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень продуваемый подвал, а это, по сути, значит, что у меня может укрыться много грызунов.","У меня в подвале много щелей, что по сути означает, что в нем постоянно прячутся грызуны."
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","В последнее время появилось много признаков увеличения количества грызунов, что особенно удивительно, поскольку сейчас весна, и я думал, что с изменением погоды они выберутся на улицу.","В прошлом месяце или около того я видел много признаков появления новых грызунов, что очень необычно, ведь сейчас весна, и я думал, что с изменением погоды они наоборот захотят переселиться на улицу."
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","К слову, я перепробовал практически все представленные на рынке ""гуманные"" ловушки, но с очень небольшим успехом.","(не знаю, насколько это важно, но я перепробовал почти все «гуманные» мышеловки, которые есть на рынке, но толку от них мало."
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но я не буду принимать комментарии об этичности убийства мышей.","Мне не очень нравиться убивать мышей, но я не собираюсь обсуждать, насколько это этично.)"
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, стимулирующие деловую активность.","Но они также сокращают гранты и налоговые льготы, стимулирующие рост деловой активности."
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на самое дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","Это все еще так даже сейчас, когда больше нет goatse.cx, хотя сложно выбрать, кто хуже из goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислали Wendy."
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","В первом утреннем поезде контролер посмотрел на наши билеты и сказал: ""Долгая дорога!"".",В первом поезде сегодня контролер проверил наши билеты и сказал: «Долгая поездка!»
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался я объяснить, указывая на моего попутчика.","«Я просто провожаю его в Глазго», — пояснил я, указывая на своего попутчика."
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"Что окончательно убедило меня прошлой ночью, так это то, что нам нужно быть готовыми дать отпор трампизму.","Вчера вечером я убедился в том, что мы должны быть готовы дать отпор трампизму."
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, в котором никто особо не заинтересован, кроме фанатиков, которые в нём состоят.","Это секта, которая на самом деле никому не нужна, кроме фанатиков, которые в ней состоят."
90,And they are truly nuts.,И они совершенно чокнутые.,И они действительно психи.
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купи антитрамповские наклейки на бампер и обклей ими всё.,Купите несколько наклеек на бампер с лозунгами против Трампа и обклейте ими свою машину.
95,Yell back at those who would try to talk over us.,"Отвечайте криком тем, кто пытается нас перекричать.","Пора ответить тем, кто пытается заглушить наши голоса."
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не принято появляться на людях или подбегать к людям, когда у вас сильный кашель с мокротой.","Социально неприемлемо выходить на улицу или подходить к людям, когда у вас сильный мокрый кашель."
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Джейн причинит тебе боль, прежде чем позволит увидеть, что больно ей, и смеется больше всего, когда все идет кувырком.","Джен скорее обидит других, чем покажет, что ей больно, и больше всего смеется, когда все идет наперекосяк."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 [чего-то] бедствий Йл оказывается в месте любви и испытывает огромные чувства, с которыми не знает, что делать, так что там много всего [обоего/и того и другого].","После 4 000 страданий Ил оказывается в атмосфере любви и испытывает сильные эмоции, с которыми она не знает, что делать, так что она часто делает и то, и другое."
108,#CNN needs to just close down.,CNN нужно просто закрыться.,#CNN нужно просто закрыть.
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?",Кто на этом жалком умирающем телеканале отвечал за проверку так называемых «независимых избирателей» среди зрителей?
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,В середине следующей недели ожидается холодный фронт.
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром данные с инфракрасных спутников и наземные наблюдения указывали на расширяющуюся область низкого слоистого облака и прерывистые/пятнистые <URL>.,Сегодня рано утром спутниковые ИК-снимки и наземные наблюдения показали расширяющуюся область низкой слоистой и переменной <URL>
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Ботаник Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим идеей вернуть классическому автомобилю её былое великолепие.","Студент-задрот Арни Каннингем влюбляется в Кристин, ржавый Plymouth Fury 1958 года, и становится одержим идеей восстановления классического автомобиля в его прежнем великолепии."
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Как меняется машина, так меняется и Арни, чья новообретенная уверенность за рулем его экзотической красавицы перерастает в высокомерие.","Вместе с машиной меняется и Арни, чья вновь обретенная уверенность за рулем экзотического красавца-автомобиля превращается в высокомерие."
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Самое безумное в том, что мои соседи ополчились против меня, это думать о том, сколько усилий нужно, чтобы быть враждебным.","Одна из самых непонятных вещей в конфликте с моими соседями — это мысль о том, сколько усилий они прилагают, чтобы вести себя враждебно."
126,It hurts but you gotta do you.,"Больно, но ты должен делать то, что считаешь нужным.","Это обидно, но это их дело."
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие усугубляются.,Но сейчас уровень открытой враждебности и насилия растет.
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор ПОНЯТИЯ НЕ ИМЕЮ, чем я мог/могла заслужить это.","И я до сих пор НЕ ПОНИМАЮ, чем я это мог заслужить."
133,That vessel is off-limits.,Доступ к этому судну запрещён.,Этот корабль неприкосновенен.
135,She is irrelevant to me.,Она мне безразлична.,Она меня не интересует.
139,I gripe about dad-ification a lot.,"Я часто ворчу по поводу ""отцовства"".","Я часто говорю о том, как мне не нравится папификация."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот (чуть более длинный, чем) краткий курс в стиле ""тут"", объясняющий, что я подразумеваю под ""папа-фикацией"":","Вот краткое (чуть длиннее стандартного поста) введение в тему того, что я называю папификацией:"
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания случаев, когда повествование или игровая механика строится вокруг центрального протагониста (обычно старше, обычно мужчина), опекающего или защищающего другого человека (часто младше).","Не я придумал этот термин, он используется для описания явления, когда повествование или игровая механика строится вокруг главного героя (обычно более старшего, как правило, мужчины), который контролирует или охраняет другого человека (часто младше себя)."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","""Отцовство"" обычно предполагает, что решением ситуации, когда фигура родителя должна заботиться или защищать ребенка или его замену, является подавляющая сила и использование этой силы для установления очень специфической формы динамики власти.","Папификация обычно подразумевает, что в ситуации, когда фигура родителя должна заботиться или защищать ребенка или суррогатного ребенка, решение заключается в использовании подавляющей физической силы, в том числе для формирования очень специфического дисбаланса власти."
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовство как фетиш подрывает возможность коллективных решений и зачастую полностью игнорирует или умаляет какую-либо самостоятельность ребёнка.,Папификация отрицает возможность коллективных решений и часто полностью игнорирует или подрывает любую свободу действий ребенка.
151,- More details are in the full blog post.,Больше подробностей — в полной версии статьи в блоге.,- Более подробная информация в полной версии поста в блоге.
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим основным выбором для быстрого создания UI.,Со временем dart стал моим любимым инструментом для быстрого UI.
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - одно удовольствие в работе, а для удобного управления хранилищем у них есть #mobx.","С #flutter приятно работать, и у них есть #mobx для удобного управления магазином."
161,"The dependency story is less insane than nodejs, too.","С зависимостями всё не так безумно, как в Node.js.","Зависимости между историями тоже более адекватные, чем в nodejs."
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро двигаться, и поэтому это идеально подходит для небольших хаков.",Но он позволяет работать быстро и поэтому идеально подходит для небольших изменений.
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,Очень толстый хвост.
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Уметь высоко прыгать, разрывать обычных людей в клочья, использовать жуткие магические силы и восстанавливать здоровье, пожирая врагов - честно говоря, это должно быть неотъемлемой частью всех компьютерных игр.","Возможность совершать огромные прыжки, разрывать обычных людей в клочья, использовать жуткие магические силы и пополнять здоровье, пожирая своих врагов — если честно, это должно быть важным элементом всех компьютерных игр."
176,It maybe has too many language subtleties.,"Возможно, в этом слишком много языковых тонкостей.","Хотя возможно, там слишком много языковых тонкостей."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Okay, I understand. Here's the Russian translation:

**Нужно перевести это на китайский (мандаринский и/или хоккиенский), ни один из которых я не знаю вообще. Просто предоставьте перевод без какого-либо дополнительного текста.**","Нужно перевести ее на китайский и/или хоккиен, но ни того, ни другого я совсем не знаю."
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","По правде говоря, здоровье вашего разума, вашего мозга, это такой же вопрос здоровья, как и здоровье вашей ноги.","По правде говоря, здоровое состояние ума, мозга является такой же частью здоровья, как и здоровое состояние ноги."
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс-людей признают даже ТЕРФ и им подобные, потому что это обычно больше связано с физиологией и, как таковое, более заметно.","Даже ТЭРФ и прочие признают интерсексуальность, потому что у нее обычно есть более физиологический аспект, и благодаря этому она видима."
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Подобно тому, как многие считают психическое здоровье менее «реальным», чем физическое, у меня есть ощущение, что трансгендерность – это просто интерсекс, только в разуме.","Аналогично тому, как многие считают психическое здоровье менее «реальным», чем физическое здоровье, я считаю, что трансгендерность — это просто интерсексуальность разума."
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о поле, гендере, психологии, тем более упрощённым и неточным кажется утверждение ""Мой пол - мужской, мой гендер - женский"".","Чем больше я читаю исследований по теме пола, гендера, психологии, тем больше утверждение «Мой пол мужской, мой гендер женский» кажется мне упрощенным и неточным."
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить с гендерного термина на обозначение пола.","Я думаю, что понятие «небинарный» должно быть расширено, и этот термин должен использоваться не только для обозначения гендера, но и применительно к полу."
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краут-рок настроения и потусторонняя поп-музыка, радиофоническая мастерская и все такое.","Что-то вроде краут-рока, трансцендентная поп-музыка, Radiophonic Workshop и все такое."
210,I want to make dashboards.,Я хочу создавать дашборды.,Хочу делать панели.
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейда в #FFXIV я уже давно думаю: ""Блин, я бы хотел попробовать рейдить по-настоящему, но Party Finder звучит как бардак, и я никогда не найду статик, который бы меня взял"".","Итак, с приближением нового уровня рейдов в #FFXIV, я долго думал: «блин, хотел бы я попробовать нормальные рейды, но Party Finder — это, похоже, какой-то хаос, и мне никогда не найти постоянную группу, в которую меня возьмут»."
215,I'll make my own static!,Я сам сделаю статическое электричество!,Создам свою собственную группу!
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком переживающих, чтобы попытаться присоединиться к рейдовой статике, без каких-либо ожиданий быть хорошими!","Для людей, которые боятся искать постоянную группу, без требований по уровню игры!"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,В юности я всегда очень много читал.
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ практически полного отсутствия чтения (за исключением функциональной, связанной с работой научно-популярной литературы и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","Но после того, как я ~десятилетиями~ почти ничего не читал (кроме прикладной литературы для работы и иногда книг по саморазвитию), я поставил себе цель прочитать 23 книги в 2023 году."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","Интересно было бы посмотреть, как эти компании-посредники объясняют своим клиентам, как именно они определяют размер своей комиссии."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, то да.","Они лучше расскажут, что у Spotify был хороший квартал."
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впуск мигрантов на южной границе? Не знаю.,Опасно ли впускать мигрантов через южную границу? Я не знаю.
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустевшие и ветшающие города по всей стране. Снова.,Пусть восстанавливают опустошенные и приходящие в упадок города по всей стране. Снова.
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,В обозримом будущем сохранится возможность удалённой работы.,"В обозримом будущем по-прежнему будут рабочие задачи, которые можно выполнять удаленно."
239,Remote work is enabling.,Удалённая работа расширяет возможности.,Удаленная работа дает больше возможностей.
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных местах, а не в душных, шумных офисах.","Она позволяет людям работать в комфортных условиях, а не в душных и шумных офисах."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избегать долгих поездок на работу, которые отнимают время от их дня и их семей.","Это позволяет людям избежать длительных поездок на работу, иметь больше свободного времени и проводить время с семьей."
250,"""You are the carbon they are trying to reduce.""","Вы тот самый углерод, который они пытаются сократить.","«Вы — тот углерод, который они стремятся сократить»."
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Короче, начиная с самого начала, все мои дни рождения в прошлом всегда были трудными.",Ну то есть с самого начала моей жизни все мои дни рождения проходили так себе.
257,And today is already becoming a great day!,И сегодня уже становится отличным днём!,И сегодняшний день уже начинается отлично!
258,Winter is 30 days away in this little part of the Great Southern World.,До зимы 30 дней в этом небольшом уголке Большого Южного мира.,В этой маленькой части Большого южного мира до зимы осталось 30 дней.
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну молнию на подкладке в своей велосипедной куртке - на всякий случай, если она мне понадобится внутри.","Пора пристегнуть подкладку к велосипедной куртке — на случай, если она понадобится мне внутри."
273,I finally got a good dangle photo so I can be sure he's not fat.,"Наконец-то получилось хорошее фото, где всё видно, чтобы убедиться, что он не толстый.","У меня наконец-то получилось сделать хорошее фото, где он висит, чтобы убедиться, что он не толстый."
275,He's not.,Нет.,Не толстый.
282,2) The currency reward system has been connected.,Система вознаграждений валютой подключена.,2) Подключена система валютного вознаграждения.
286,"All collards, kale, chard is transplanted.","Вся листовая капуста, кале, мангольд пересажены.","Пересадили всю листовую капусту, кейл, мангольд."
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,"Планируется высадить салат в Пенне по схеме 6 рядов и посмотреть, как это сравнится с грядками, засеянными разбросным способом.","Планируем высадить салат в Пенне по 6-рядной схеме и посмотреть, что получится в сравнении с посевом вразброс."
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине всходит, так что нужно устанавливать шпалеры.","В Гилпине всходит молодой горошек, так что надо установить шпалеру."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Нужно также засеять грядку для салата, чтобы интегрировать нарезанную зелень, в обеих случаях есть обученная команда по ирригации, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая, просто обеспечьте это.","Также нужно посеять ряд салата, чтобы учесть срезанную зелень, в обоих есть обученные сотрудники для орошения, подготовки грядок и пересадки, то есть для 90% задач, не связанных с сбором урожая"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я старался быть непредвзятым, чтобы сравнить Google Maps и Apple Maps на моём тестовом iPhone (мой основной телефон - Android, поэтому я редко пользуюсь iPhone).","Из любопытства я решил сравнить Google Maps и Apple Maps на моем тестовом устройстве iPhone (мое повседневное устройство — Android, поэтому я редко использую iPhone)."
299,Was it the 2012 Apple Maps disaster?,Была ли это катастрофа с Apple Maps в 2012 году?,"Может быть, из-за провала Apple Maps в 2012 году?"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзято отношусь к выпуску мусора конечным пользователям, а Apple крупно облажалась со своими Apple Maps, когда они вышли в 2012 году.","Я настроен предвзято потому что считаю, что нельзя предоставлять отстойные продукты конечным пользователям, а Apple глобально облажалась с Apple Maps, когда выпустила их в 2012 году."
308,Not the case.,Не в этом дело.,Но это не так.
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется немыслимым, что однажды землю могут отобрать, когда смотришь австралийские и американские СМИ, но это потому, что богатые сидят там целыми днями, убеждаясь, что ты думаешь определенным образом.","Если вы смотрите австралийские и американские медиа, кажется невероятным, что в один прекрасный день вашу землю могут отнять, но это потому, что богатые постоянно работают над тем, чтобы вы думали определенным образом."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Землю очень легко и быстро могут забрать у вас власти в один день, если захотят это сделать.","Если оно захочет это сделать, правительство сможет очень легко и быстро однажды отобрать вашу землю."
316,It never made sense how ppl can keep land at the expense of others.,"Никогда не понимал, как люди могут удерживать землю за счёт других.","Идея о том, что одни люди могут владеть землей за счет других, никогда не имела смысла."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Меня часто поражает человеческая способность так сильно себя принижать, будучи буквально затопленными свидетельствами того, как выглядит настоящая жестокость.","Я часто удивляюсь способности людей быть *настолько* несправедливыми к себе, наблюдая такое количество примеров того, как выглядит настоящая жестокость."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Но смягчение отчаяния из-за нашего беспорядка имеет решающее значение, потому что это дает нам больше пространства для решения окружающих нас руин.","Но очень важно спокойнее относиться к своему беспорядку, потому что это оставляет больше сил для борьбы с окружающей нас разрухой."
331,"Some programmers: ""Typing speed does not matter!""","Некоторые программисты: ""Скорость печати не имеет значения!""",Некоторые программисты: «Скорость печати не имеет значения!»
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, лучший ли это способ поделиться, но мне пока нравится: <URL>","Не уверен, что это лучший подход для обмена, но пока мне нравится: <URL>"
338,I have been toying with this little piece on my head for a few days now.,Я уже несколько дней верчу в руках эту штучку у себя на голове.,Я уже несколько дней обдумываю идею небольшой истории.
339,It is definitely more romance than filth.,"Это определённо больше романтика, чем грязь.","В ней определенно больше романтики, чем разврата."
343,"Common, it's really not that hard.","Да ладно, это же не так уж и сложно.",В целом это действительно совсем не трудно.
345,"I wish there was a ""who to follow"" recommendation somehow.","Хотелось бы, чтобы была какая-то рекомендация ""на кого подписаться"".","Было бы здорово, если бы были какие-то рекомендация «на кого подписаться»."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если пользоваться веб-интерфейсом по умолчанию, то он выглядит и ощущается не очень хорошо (имхо).","Если оставить веб-интерфейс по умолчанию, будет выглядеть не очень хорошо (имхо)."
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвращение, но стоит попытаться.","Не знаю, возможна ли профилактика, но попытаться стоит."
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я описываю, являются предметом обсуждения, но по каждому из них есть некоторый прогресс.","Четыре шага, которые я описываю в общих чертах, стоит обсудить, и по каждому из них есть определенный прогресс:"
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он и не произнес их во время встречи с избирателями, все в Америке все равно услышат их, неоднократно, в период между сегодняшним днем и ноябрем 2024 года.","Даже если он не сказал чего-то во время программы, все в Америке все равно много раз услышат его начиная с сегодняшнего дня и до ноября 2024 года."
363,"The ""MusicLM Demo"" is mildly interesting.","Демо ""MusicLM"" слегка интересно.",MusicLM Demo — довольно интересная опция.
369,I work out alone in my bedroom without a spotter or even a weight rack.,"Я занимаюсь один в своей спальне без страховщика и даже без силовой рамы, только с гантелями и штангой.","Я тренируюсь один, в своей спальне, без подстраховки или даже стойки."
371,I bench press on my bed.,Я жму лёжа на своей кровати.,Я делаю жим лежа на кровати.
378,I'd never seen it at the fancy grocer or any of the Italian delis.,"Я никогда не видел этого ни в шикарном бакалейном магазине, ни в итальянских гастрономах.","Я никогда не видела его ни в дорогих продуктовых, ни в итальянских кулинариях."
