index,original,translated,design_and_markup_annotation
28,The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Увидеть улыбку облегчения на её лице было прекрасно, но то, что она сначала испугалась, ПРОСТО ОТСТОЙНО И Я ЭТО НЕНАВИЖУ.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The capitalization of ""просто отстойно и я это ненавижу"" is different from the original source which is all caps.
```"
32,But he can't pardon himself out of state prison.,"Но он не может сам себя помиловать, чтобы выйти из государственной тюрьмы.","```
MQM annotations:
design and markup errors:
None
```"
33,It takes the state's governor.,Это касается губернатора штата.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors detected.
```"
36,NY is the best hope for accountability,Нью-Йорк — лучшая надежда на привлечение к ответственности.,"```
MQM annotations:
design and markup errors:
```"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,"Существуют веские доказательства того, что реальное общение не сводится к передаче сигналов с не зависящим от контекста значением.","```
MQM annotations:
design and markup errors:
None
```"
40,"At the same time, we study the environmental conditions and cognitive capabilities that enable contextual disambiguation of symbol meanings.","В то же время мы изучаем экологические условия и когнитивные способности, которые позволяют контекстуально устранять неоднозначность значений символов.","MQM annotations:
design and markup errors:
None"
45,I really enjoyed catching up with Penny and Nicholas from Ashanti Development at the weekend for a chat about their progress.,Мне было очень приятно пообщаться с Пенни и Николасом из Ashanti Development на выходных и узнать об их успехах.,"```
MQM annotations:
design and markup errors:
None
```"
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,"Мне посчастливилось провести незабываемые шесть месяцев рядом с Николасом в 2011 году, поддерживая ряд проектов.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
51,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Николас работает с фермерами над сокращением использования пестицидов, одновременно находя способы решения проблем, вызванных изменением климата и такими вредителями, как кукурузная совка, которая может опустошать посевы кукурузы.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
53,The UPS store near me won't allow me to write a label or write on the box.,"В отделении UPS рядом со мной не разрешают писать ни наклейку, ни на коробке.","MQM annotations:
design and markup errors:
None"
55,They won't allow me to tell them the address it's going to and who is shipping it.,Они не разрешают мне сообщать им адрес доставки и отправителя.,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found."
57,"And they always to charge me $2.25 for that ""convenience"".","И они всегда берут с меня 2 доллара 25 центов за это ""удобство"".","MQM annotations:
design and markup errors:
minor: markup tag/currency format - The currency format ""$2.25"" in the source text is represented as ""2 доллара 25 центов"" in the target text. While not strictly an error, the change in format could be considered a minor inconsistency."
64,The ratings--seeking delusional irresponsibility of it all.,"Стремление к рейтингам, бредовая безответственность всего этого.","MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
65,It can't be repeated.,Этого не повторить.,"```
MQM annotations:
design and markup errors:
None
```"
66,"I have a very drafty basement, which essentially means I can get a lot of rodents taking refuge.","У меня очень продуваемый подвал, а это, по сути, значит, что у меня может укрыться много грызунов.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
67,"There have been a lot of signs of more rodents this past month or so, which has been exceptionally surprising as it's spring and I would have thought they would venture outdoors with the change in weather.","В последнее время появилось много признаков увеличения количества грызунов, что особенно удивительно, поскольку сейчас весна, и я думал, что с изменением погоды они выберутся на улицу.","MQM annotations:
design and markup errors:
None"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","К слову, я перепробовал практически все представленные на рынке ""гуманные"" ловушки, но с очень небольшим успехом.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
72,"I'm not especially happy with killing them, but I won't be taking comments on the ethics of killing mice.)","Я не особенно рад их убивать, но я не буду принимать комментарии об этичности убийства мышей.","```
MQM annotations:
design and markup errors:
None
```"
76,But they also cut grants and tax credits that encourage more business activity.,"Но они также сократили гранты и налоговые льготы, стимулирующие деловую активность.","MQM annotations:
design and markup errors:
None"
81,"This is true even now that goatse.cx is gone, though it would be a close race to the bottom between goatse and, say, khou.com, where I tried to watch a video the Wendy sent me.","Это верно даже сейчас, когда goatse.cx больше не существует, хотя это была бы гонка на самое дно между goatse и, скажем, khou.com, где я пытался посмотреть видео, которое мне прислала Венди.","MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source text doesn't contain any emojis. The translation doesn't change or omit any emojis. So, there are no differences in emoji format between source and target."
82,"On the first train today, the ticket checker looked at our tickets and said ""long journey!""","В первом утреннем поезде контролер посмотрел на наши билеты и сказал: ""Долгая дорога!"".","```
MQM annotations:
design and markup errors:
minor: markup tag/none - No markup errors detected.
```"
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.","""Я просто высаживаю его в Глазго,"" попытался я объяснить, указывая на моего попутчика.","```
MQM annotations:
design and markup errors:
None
```"
87,The thing that last night convinced me of is that we need to be ready to fight back against Trumpism.,"Что окончательно убедило меня прошлой ночью, так это то, что нам нужно быть готовыми дать отпор трампизму.","MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
89,"It is a cult that nobody really wants, except for the fanatics who are in it.","Это культ, в котором никто особо не заинтересован, кроме фанатиков, которые в нём состоят.","MQM annotations:
design and markup errors:
None"
90,And they are truly nuts.,И они совершенно чокнутые.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The source does not contain an emoji but the translation might imply ""чокнутые"" is an emoji.
```"
94,Get some bumper stickers that are anti-Trump and plaster them all over.,Купи антитрамповские наклейки на бампер и обклей ими всё.,"MQM annotations:
design and markup errors:
None"
95,Yell back at those who would try to talk over us.,"Отвечайте криком тем, кто пытается нас перекричать.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
101,It is not socially acceptable to go out in public or rush up to people when you are coughing up a mucus storm.,"Не принято появляться на людях или подбегать к людям, когда у вас сильный кашель с мокротой.","MQM annotations:
design and markup errors:"
105,Jan will hurt you before she lets you see she's hurt and laughs most when things are upside-down.,"Джейн причинит тебе боль, прежде чем позволит увидеть, что больно ей, и смеется больше всего, когда все идет кувырком.","MQM annotations:
design and markup errors:
minor: no-error
major: no-error
critical: no-error"
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","После 4000 [чего-то] бедствий Йл оказывается в месте любви и испытывает огромные чувства, с которыми не знает, что делать, так что там много всего [обоего/и того и другого].","MQM annotations:
design and markup errors:
minor: markup tag/missing space - Space is missing after the number 4000.
```"
108,#CNN needs to just close down.,CNN нужно просто закрыться.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The source text does not contain any emojis, but the instructions mention emoji formats as a potential markup error. Since there's no emoji to compare, this annotation is not applicable.
```"
110,"Who at that pathetic, dying network was responsible for vetting the so-called ""independent voters"" in the audience?","Кто в этой жалкой, умирающей сети был ответственен за проверку так называемых ""независимых избирателей"" в аудитории?","```
MQM annotations:
design and markup errors:
None
```"
113,A cold front should arrive by the middle of next week.,Холодный фронт должен прибыть к середине следующей недели.,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",Сегодня рано утром данные с инфракрасных спутников и наземные наблюдения указывали на расширяющуюся область низкого слоистого облака и прерывистые/пятнистые <URL>.,"MQM annotations:
design and markup errors:
minor: markup tag/url - The URL markup tag is present in the translation, which should be replaced with the actual link or removed."
115,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Ботаник Арни Каннингем влюбляется в Кристину, ржавый Plymouth Fury 1958 года, и становится одержим идеей вернуть классическому автомобилю её былое великолепие.","MQM annotations:
design and markup errors:
None"
116,"As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty.","Как меняется машина, так меняется и Арни, чья новообретенная уверенность за рулем его экзотической красавицы перерастает в высокомерие.","MQM annotations:
design and markup errors:"
123,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Самое безумное в том, что мои соседи ополчились против меня, это думать о том, сколько усилий нужно, чтобы быть враждебным.","MQM annotations:
design and markup errors:
None"
126,It hurts but you gotta do you.,"Больно, но ты должен делать то, что считаешь нужным.","MQM annotations:
design and markup errors:
None"
127,But at this point the open hostility and violence is getting worse.,Но на данный момент открытая враждебность и насилие усугубляются.,"```
MQM annotations:
design and markup errors:
```"
131,And I still have NO IDEA what I could have possibly done to deserve this.,"И я до сих пор ПОНЯТИЯ НЕ ИМЕЮ, чем я мог/могла заслужить это.","MQM annotations:
design and markup errors:
minor: style/typography - The use of all caps ""ПОНЯТИЯ НЕ ИМЕЮ"" in the Russian translation is a stylistic choice and not necessarily an error, but it alters the emphasis compared to the source and could be considered a design choice. It doesn't fall under markup error."
133,That vessel is off-limits.,Доступ к этому судну запрещён.,"MQM annotations:
design and markup errors:
None"
135,She is irrelevant to me.,Она мне безразлична.,"```
MQM annotations:
design and markup errors:
None
```"
139,I gripe about dad-ification a lot.,"Я часто ворчу по поводу ""отцовства"".","MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The term ""dad-ification"" is enclosed in quotation marks in the source, but not in the target. While not strictly an emoji, the formatting difference should be noted."
140,Here is a (slightly longer than) toot-length crash course in what I mean by dad-ification:,"Вот (чуть более длинный, чем) краткий курс в стиле ""тут"", объясняющий, что я подразумеваю под ""папа-фикацией"":","MQM annotations:
design and markup errors:
minor: markup tag/typo - The text includes ""тут"" inside quotation marks, which are not present in the original English text. While not strictly markup, it could be seen as a design choice mimicking formatting, but is unusual."
141,"It isn't my term, it is a term used to describe when a narrative or gameplay mechanic is built around a central protagonist (usually older, usually male) stewarding or guarding another person (often younger).","Это не мой термин, это термин, используемый для описания случаев, когда повествование или игровая механика строится вокруг центрального протагониста (обычно старше, обычно мужчина), опекающего или защищающего другого человека (часто младше).","MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.","""Отцовство"" обычно предполагает, что решением ситуации, когда фигура родителя должна заботиться или защищать ребенка или его замену, является подавляющая сила и использование этой силы для установления очень специфической формы динамики власти.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
145,"Dad-ification erodes the possibility for communal solutions, and often wholly ignores, or undercuts any agency the child has.",Отцовство как фетиш подрывает возможность коллективных решений и зачастую полностью игнорирует или умаляет какую-либо самостоятельность ребёнка.,"MQM annotations:
design and markup errors:
None"
151,- More details are in the full blog post.,Больше подробностей — в полной версии статьи в блоге.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found in the translation."
159,Over time dart became my go-to for quick UI.,Со временем Dart стал моим основным выбором для быстрого создания UI.,"MQM annotations:
design and markup errors:
None"
160,"#flutter is a pleasure to work with, and they have #mobx for easy store management.","#flutter - одно удовольствие в работе, а для удобного управления хранилищем у них есть #mobx.","```
MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The hashtags are preserved in the translation, which is generally acceptable but depends on the context and desired style. It might be preferable to remove them if the target audience doesn't use hashtags in the same way.
```"
161,"The dependency story is less insane than nodejs, too.","С зависимостями всё не так безумно, как в Node.js.","MQM annotations:
design and markup errors:
minor: no-error - None"
163,But it allows to move fast and that's why it's ideal for small hacks.,"Но это позволяет быстро двигаться, и поэтому это идеально подходит для небольших хаков.","```
MQM annotations:
design and markup errors:
```"
166,Their tail is extremely thick.,Их хвост чрезвычайно толстый.,"```
MQM annotations:
design and markup errors:
None
```"
171,"Being able to jump really high, tear regular humans to shreds, use creepy magic powers, and replenish health by feasting on your enemies - this should be a staple of all PC games, to be honest.","Уметь высоко прыгать, разрывать обычных людей в клочья, использовать жуткие магические силы и восстанавливать здоровье, пожирая врагов - честно говоря, это должно быть неотъемлемой частью всех компьютерных игр.","```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found.
```"
176,It maybe has too many language subtleties.,"Возможно, в этом слишком много языковых тонкостей.","```
MQM annotations:
design and markup errors:
None
```"
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Okay, I understand. Here's the Russian translation:

**Нужно перевести это на китайский (мандаринский и/или хоккиенский), ни один из которых я не знаю вообще. Просто предоставьте перевод без какого-либо дополнительного текста.**","MQM annotations:
design and markup errors:
minor: no-error - N/A"
183,"In truth, the health of your mind, of your brain, is just as much an issue of health as the health of your foot.","По правде говоря, здоровье вашего разума, вашего мозга, это такой же вопрос здоровья, как и здоровье вашей ноги.","MQM annotations:
design and markup errors:
None"
184,"Intersex is even recognized by TERFs and the like because it's generally more physical and, as such, visible.","Интерсекс-людей признают даже ТЕРФ и им подобные, потому что это обычно больше связано с физиологией и, как таковое, более заметно.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
185,"In the same way that mental health is seen as less ""real"" than physical health by many, I kind of feel that being trans is merely intersex of the mind.","Подобно тому, как многие считают психическое здоровье менее «реальным», чем физическое, у меня есть ощущение, что трансгендерность – это просто интерсекс, только в разуме.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji - No emojis in source but present in target.
```"
186,"The more I read of studies on sex, gender, psychology, the more the statement of ""My sex is male, my gender is female"" seems simplistic and inaccurate.","Чем больше я читаю исследований о поле, гендере, психологии, тем более упрощённым и неточным кажется утверждение ""Мой пол - мужской, мой гендер - женский"".","```
MQM annotations:
design and markup errors:
None
```"
190,"I think the designation of ""non-binary"" needs to be extended from just a gender term, to be used when referring to sex.","Я думаю, что обозначение ""небинарный"" нужно расширить с гендерного термина на обозначение пола.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji - No emoji in source, but emoji-like quotes are used in target.
```"
193,Like krauty moods and other worldly pop music and radiophonic workshop and all sorts.,"Как краут-рок настроения и потусторонняя поп-музыка, радиофоническая мастерская и все такое.","MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation."
210,I want to make dashboards.,Я хочу создавать дашборды.,"```
MQM annotations:
design and markup errors:
None
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейда в #FFXIV я уже давно думаю: ""Блин, я бы хотел попробовать рейдить по-настоящему, но Party Finder звучит как бардак, и я никогда не найду статик, который бы меня взял"".","MQM annotations:
design and markup errors:
minor: markup tag - The hashtag in the target text is not bold like it is in the source text.
```"
215,I'll make my own static!,Я сам сделаю статическое электричество!,"MQM annotations:
design and markup errors:
None"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком переживающих, чтобы попытаться присоединиться к рейдовой статике, без каких-либо ожиданий быть хорошими!","MQM annotations:
design and markup errors:
None"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"MQM annotations:
design and markup errors:
None"
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ практически полного отсутствия чтения (за исключением функциональной, связанной с работой научно-популярной литературы и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","MQM annotations:
design and markup errors:
minor: markup tag/markup tag - The tilde characters are not removed from the translated text, indicating a failure in processing or cleaning the markup."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","```
MQM annotations:
design and markup errors:
```"
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, то да.","MQM annotations:
design and markup errors:
minor: no-error - None"
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впуск мигрантов на южной границе? Не знаю.,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустевшие и ветшающие города по всей стране. Снова.,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,В обозримом будущем сохранится возможность удалённой работы.,"MQM annotations:
design and markup errors:
None"
239,Remote work is enabling.,Удалённая работа расширяет возможности.,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных местах, а не в душных, шумных офисах.","```
MQM annotations:
design and markup errors:
None
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избегать долгих поездок на работу, которые отнимают время от их дня и их семей.","```
MQM annotations:
design and markup errors:
None
```"
250,"""You are the carbon they are trying to reduce.""","Вы тот самый углерод, который они пытаются сократить.","MQM annotations:
design and markup errors:
None"
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Короче, начиная с самого начала, все мои дни рождения в прошлом всегда были трудными.","```
MQM annotations:
design and markup errors:
minor: no-error
```"
257,And today is already becoming a great day!,И сегодня уже становится отличным днём!,"```
MQM annotations:
design and markup errors:
None
```"
258,Winter is 30 days away in this little part of the Great Southern World.,До зимы 30 дней в этом небольшом уголке Большого Южного мира.,"MQM annotations:
design and markup errors:
minor: no-error - None"
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну молнию на подкладке в своей велосипедной куртке - на всякий случай, если она мне понадобится внутри.","```
MQM annotations:
design and markup errors:
minor: no-error
```"
273,I finally got a good dangle photo so I can be sure he's not fat.,"Наконец-то получилось хорошее фото, где всё видно, чтобы убедиться, что он не толстый.","MQM annotations:
design and markup errors:
None"
275,He's not.,Нет.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The source does not contain any emojis or markup, while the translation provides a simple text response. This is technically a difference in format.
```"
282,2) The currency reward system has been connected.,Система вознаграждений валютой подключена.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
286,"All collards, kale, chard is transplanted.","Вся листовая капуста, кале, мангольд пересажены.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The source text doesn't contain any emojis, but the target segment might display the vegetables using emojis on certain platforms. If emojis are added, this would be a markup tag error, since it deviates from the source. In this case, there are no actual errors.
```"
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,"Планируется высадить салат в Пенне по схеме 6 рядов и посмотреть, как это сравнится с грядками, засеянными разбросным способом.","```
MQM annotations:
design and markup errors:
minor: markup tag/ - The word ""Пенне"" is transliterated but should be translated. It is a type of pasta and doesn't make sense in this context. It should be ""грядке"".
```"
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине всходит, так что нужно устанавливать шпалеры.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Нужно также засеять грядку для салата, чтобы интегрировать нарезанную зелень, в обеих случаях есть обученная команда по ирригации, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая, просто обеспечьте это.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я старался быть непредвзятым, чтобы сравнить Google Maps и Apple Maps на моём тестовом iPhone (мой основной телефон - Android, поэтому я редко пользуюсь iPhone).","```
MQM annotations:
design and markup errors:
```"
299,Was it the 2012 Apple Maps disaster?,Была ли это катастрофа с Apple Maps в 2012 году?,"```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзято отношусь к выпуску мусора конечным пользователям, а Apple крупно облажалась со своими Apple Maps, когда они вышли в 2012 году.","MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation."
308,Not the case.,Не в этом дело.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется немыслимым, что однажды землю могут отобрать, когда смотришь австралийские и американские СМИ, но это потому, что богатые сидят там целыми днями, убеждаясь, что ты думаешь определенным образом.","```
MQM annotations:
design and markup errors:
None
```"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Землю очень легко и быстро могут забрать у вас власти в один день, если захотят это сделать.","MQM annotations:
design and markup errors:
None"
316,It never made sense how ppl can keep land at the expense of others.,"Никогда не понимал, как люди могут удерживать землю за счёт других.","MQM annotations:
design and markup errors:
minor: no-error - None"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Меня часто поражает человеческая способность так сильно себя принижать, будучи буквально затопленными свидетельствами того, как выглядит настоящая жестокость.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Но смягчение отчаяния из-за нашего беспорядка имеет решающее значение, потому что это дает нам больше пространства для решения окружающих нас руин.","MQM annotations:
design and markup errors:
minor: no-error - None"
331,"Some programmers: ""Typing speed does not matter!""","Некоторые программисты: ""Скорость печати не имеет значения!""","```
MQM annotations:
design and markup errors:
minor: markup tag - Quotation marks are different (straight vs curly).
```"
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, лучший ли это способ поделиться, но мне пока нравится: <URL>","```
MQM annotations:
design and markup errors:
minor: markup tag/url - The URL is present in both source and target, but could be flagged as a potential issue if the task requires more detailed URL handling or validation.
```"
338,I have been toying with this little piece on my head for a few days now.,Я уже несколько дней верчу в руках эту штучку у себя на голове.,"MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The original text does not contain an emoji, but the translation does not either. I don't see any markup tag errors. The translation doesn't introduce or remove any markup that wasn't in the source."
339,It is definitely more romance than filth.,"Это определённо больше романтика, чем грязь.","```
MQM annotations:
design and markup errors:
None
```"
343,"Common, it's really not that hard.","Да ладно, это же не так уж и сложно.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
345,"I wish there was a ""who to follow"" recommendation somehow.","Хотелось бы, чтобы была какая-то рекомендация ""на кого подписаться"".","MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The quotation marks used in the target text are different from the source."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если пользоваться веб-интерфейсом по умолчанию, то он выглядит и ощущается не очень хорошо (имхо).","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji - The abbreviation ""имхо"" is often written with Latin characters ""IMHO"" or ""imho"". The use of Cyrillic letters for this well known abbreviation can be confusing and create a minor design issue.
```"
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвращение, но стоит попытаться.","MQM annotations:
design and markup errors:
None"
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я описываю, являются предметом обсуждения, но по каждому из них есть некоторый прогресс.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он и не произнес их во время встречи с избирателями, все в Америке все равно услышат их, неоднократно, в период между сегодняшним днем и ноябрем 2024 года.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
363,"The ""MusicLM Demo"" is mildly interesting.","Демо ""MusicLM"" слегка интересно.","MQM annotations:
design and markup errors:
minor: no-error - None"
369,I work out alone in my bedroom without a spotter or even a weight rack.,"Я занимаюсь один в своей спальне без страховщика и даже без силовой рамы, только с гантелями и штангой.","MQM annotations:
design and markup errors:
minor: accuracy/addition - The translation adds ""только с гантелями и штангой"" (only with dumbbells and barbell), which is not present in the source text."
371,I bench press on my bed.,Я жму лёжа на своей кровати.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - No emojis exist in the source, but the target language may benefit from a more natural rendering with the addition of an emoji for casual/conversational style. (However, this is still a design/markup deviation).
```"
378,I'd never seen it at the fancy grocer or any of the Italian delis.,"Я никогда не видел этого ни в шикарном бакалейном магазине, ни в итальянских гастрономах.","```
MQM annotations:
design and markup errors:
None
```"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализованными здесь, мы неохотно покупаем новую FAANG-машину*.","MQM annotations:
design and markup errors:
minor: markup tag - The asterisk (*) is not consistently rendered in the translation. While present, its appearance might slightly differ or lack emphasis compared to the original."
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","В Gamefan за июнь 1998 года, в связи с долгой разработкой первой игры Unreal, Джейсон Шрайер отметил:","```
MQM annotations:
design and markup errors:
None
```"
387,"""A good game is only late until it ships.","Хорошая игра считается задержанной до тех пор, пока не выйдет.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
