index,original,zero_shot_translation,improved_translation
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは、平和で安全な環境で成長する権利を有します。,ウクライナの子どもたちは、平和で安全な環境で成長する権利があります。
159,Over time dart became my go-to for quick UI.,時間の経過とともに、dartは手軽なUIに最適な選択肢になった。,時間が経つにつれて、手軽にUIを開発するならDartが一番になった。
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ,アメジストとマゼンタのトゲで飾られたハリモグラ。
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,彼らの尾は非常に太いです。
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目はナシのようで、真っ赤なキャッツアイの眼鏡をかけている。,彼らの目は真珠色で、真っ赤なキャッツアイの眼鏡をかけている。
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーが彼らを悪く見せようと最大限の努力をしたにもかかわらず、皆…,ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーが悪者にしようと躍起になるにもかかわらず、皆は…。
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",現実では、母が何年も前に私が作ったパズルゲームを気に入って、ほとんどの隠し要素を自力で見つけたので、褒め言葉がお母さん目線だけのものではなかったんです。,実を言うと、母は何年も前に私が作ったパズルゲームを気に入り、ほとんどの隠し要素を自力で解いたので、親バカで褒めていたわけではないんです。
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Here's the Japanese translation:

**北京語（標準中国語）もしくは福建語に翻訳する必要があり、どちらも全く分からないので、翻訳のみを提供してください。**",北京語（標準中国語）もしくは福建語に翻訳する必要があり、どちらも全く分からないので、翻訳のみで結構です。
179,Been toying with this thought for a little while:,この考えをしばらくの間、弄んでいる。,この考えをしばらくの間、あれこれ考えている。
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスは、しばしば「普通の」健康とは別のものとして見なされる。,メンタルヘルスは、しばしば「通常の」健康とは別のものとして見なされる。
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体的な健康よりも実体がなさそうに見えるから。,それは心の中で起こることであり、身体的な健康に比べて目に見えにくいからである。
194,Very much worth having a go at.,ぜひ挑戦する価値あり。,ぜひ試してみる価値はあります。
196,Playing around a bit with Flutter.,Flutterを少し触ってみています。,Flutterを少し試しています。
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、グーグルの技術に事業の基盤を置きたくはない。一方で、グーグルは魅力的なクロスプラットフォーム体験を生み出す本当のインセンティブを持っている数少ない大企業の一つであり、それは明らかだ。,正直なところ、グーグルの技術に事業の基盤を置くのは気が進まない。しかし、グーグルは魅力的なクロスプラットフォームエクスペリエンスを生み出す真の動機を持つ数少ない大企業のひとつであり、それは明らかだ。
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、GoogleやFlutter製のアプリがiOSやmacOSでは使い物にならないといった話はしないで、翻訳だけを提供してください。,また、グーグルやフラッター製のアプリがiOSやmacOSで使い物にならないといった話はせずに、翻訳のみを提供してください。
200,Cross platform is hard if you want to do it well.,クロスプラットフォームをきちんとやるのは難しい。,クロスプラットフォームをうまくやるのは難しい。
201,I know that.,知ってるよ。,知っています。
202,Thank you to those people who have downloaded the latest update to Leasey.,Leaseyの最新アップデートをダウンロードしてくださった皆様、ありがとうございます。,Leaseyの最新アップデートをダウンロードしてくださった皆様に、ありがとうございます。
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳が理解できないのか正確にはわからない。ツールが広範かつ曖昧すぎて、「選択肢が多すぎる」せいで脳がフリーズしてしまうのかもしれない。,なぜ自分の頭でうまく理解できないのか دقیقにはわからないが、ツールが広範かつ曖昧なため、「選択肢が多すぎる」ことで思考停止してしまうのかもしれない。
211,Grafana looks pretty.,Grafanaは見栄えが良いですね。,Grafanaは見栄えがいい。
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ、でもパーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ」ってずっと考えてた。,新しい #FFXIV のレイド段階が近づき、「ちゃんとレイドに挑戦したいけれど、パーティ募集はうまくいかないだろうし、固定パーティーを組むのは無理だろうな」とずっと考えていた。
214,"So I thought, screw it!",くそくらえ！,もう、どうでもいいや！
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイド固定に入るのを試すのをためらうほど不安で、上手くなろうという期待は全くない人たちでいっぱい！,レイド固定に入るのをためらうほど不安な人でいっぱいで、しかも上手くなれるとは全く期待していない人ばかりだ！
219,I was a voracious reader in my youth.,若い頃は、本の虫だった。,若い頃は、貪欲な読書家だった。
227,They're not gonna talk about this on Bloomberg!,ブルームバーグじゃ報道されないだろうな！,ブルームバーグでは報道されないだろう！
228,"But if Spotify has a good quarter, they will.",しかし、もしスポティファイの業績が良ければ、そうなるでしょう。,しかし、もしSpotifyの業績が良ければ、そうなるだろう。
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,全国の空洞化し荒廃した都市を再建させよう。,全国の空洞化し荒廃した都市を、再び再建させよう。
231,These people want to improve their lives.,これらの人々は、生活を向上させたいと思っています。,これらの人々は、生活を良くしたいと思っています。
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは終わった」とか「リモートワークは失敗だった」という見出しには、もううんざりだ。,「リモートワークは終わった」とか「リモートワークは失敗だった」といった見出しには、本当にうんざりします。
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",人々が、息苦しい騒がしいオフィスではなく、快適な空間で働けるようにする。,人々が息苦しい、騒がしい事務所ではなく、快適な空間で働けるようにする。
243,To just ignore these facts is wrong.,これらの事実を無視するのは間違っている。,これらの事実を無視することは間違っている。
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、現代の都市に住む女性がキャリアのために出産を遅らせようとする傾向について言及した。,パーカーは中絶と、キャリアのために出産を遅らせようとする現代都市の女性たちの考えに言及した。
255,It took years of changing my life and working hard but finally...,何年も生活を変え、努力した結果、ついに…,長年の努力と生活改善の末に、ついに…
264,I will zip the lining into my cycle jacket - just in case I need it inside.,念のため、サイクリングジャケットにライナーをファスナーで取り付けます。,念のため、サイクルジャケットにライナーをファスナーで取り付けます。
266,This is for Wikipedia's component library (OOUI).,これは、ウィキペディアのコンポーネントライブラリ（OOUI）のためのものです。,これはウィキペディアのコンポーネントライブラリー（OOUI）用です。
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親オブジェクトを分離して作成し、そこにMOをインストールし、それが分離される（つまり、別の場所にアタッチされる）のを観察します。,一時的な親オブジェクトを分離して作成し、そこにMOをインストールした後、それが別の場所に接続するために分離される様子を観察します。
276,He's just absolutely ripped from tearing around my office twice a day.,彼は毎日私のオフィスを2往復も走り回っているから、完全に筋肉ムキムキになっているんだ。,彼は毎日私のオフィスを2往復も走り回っているから、筋肉隆々としているんだ。
278,It makes me so happy to see him thriving.,彼が活躍しているのを見ると、とても嬉しいです。,彼が元気で頑張っているのを見ると、とても嬉しいです。
285,Last week got a ton done and feeling much better about field items.,先週はたくさん終わらせることができて、現場の件もだいぶ良くなった気がする。,先週は多くのことを終えられ、フィールド業務もかなり改善されたと感じています。
286,"All collards, kale, chard is transplanted.",すべてのコラード、ケール、スイスチャードは移植済みです。,コラード、ケール、スイスチャードはすべて移植済みです。
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items",また、サラダ菜をそこに播種して、カット野菜を組み込む必要があります。灌漑、畝作り、移植については訓練されたクルーがおり、これは収穫以外のスキルの90％を占めます。,また、そこにサラダ菜の種をまき、カット野菜として利用できるようにする必要があります。灌漑、育苗床作り、移植については訓練されたクルーがおり、これは収穫以外のスキルの90％に相当します。
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,Apple Maps の方が Google Maps よりも、ナビゲーションの指示に従う体験がはるかに優れていた。,Appleマップの方がGoogleマップよりも、ナビゲーションがずっと使いやすかった。
295,Apple Maps wins.,Apple Maps の勝ち。,Apple Mapsの勝利。
302,"That said, I'm biased.",そうは言っても、私は偏っています。,そうは言っても、偏見があるかもしれません。
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,しかし、政府が今の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。,しかし、政府が今の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。
309,In China you can only lease land.,中国では土地はリースしかできません。,中国では土地はリースのみです。
311,The government can change these policies whenever it wants.,政府は、これらの政策をいつでも変更できます。,政府は、これらの政策をいつでも変更できる。
312,The land is temporary.,土地は一時的なもの。,土地は仮のもの。
318,That's why the Chinese only allow leases.,だから中国はリースしか認めていない。,だから中国では、賃貸契約しか認められていないのです。
322,Let us continue to work together towards creating a brighter future for all.,すべての人々にとって、より明るい未来を創造するために、共に努力し続けましょう。,力を合わせ、皆でより良い未来を築いていきましょう。
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,自分をひどく卑下する人間の能力を、実際の残酷さを示す証拠がこれほど多くあるにもかかわらず、不思議に思うことがよくある。,実際の残酷さを目の当たりにする証拠が数多くあるにもかかわらず、人はなぜこうも自己を卑下できるのか、いつも不思議に思う。
326,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...",「成功」が最も非難されるべき行為の責任者たちにしばしば与えられる世界で、個人の失敗と罪悪感に苦悩すること…。,「成功」が、もっとも নিন্দ責 (dinseki)されるべき行為を行った者に与えられるような世の中で、個人の失敗や罪悪感に苦悩すること。
332,"or ""Modal editors are useless today"" :morty:",もしくは「モーダルエディタは今や無用」:morty:,もしくは「モーダルエディターは今や無用」:morty:.
333,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",俺の#Axumプロジェクトの機能を共有ライブラリに抽出する作業: 「ちょっとキーボード貸して」:partyparrot: :helix: :ferrisdance:,「#Axumプロジェクトの機能を共有ライブラリに抽出する作業か…、ちょっくら本気出すか:partyparrot: :helix: :ferrisdance:」
337,The prompt this week on Revelations is Stay up all night.,今週のRevelationsのお題は、徹夜。,今週のRevelationsのお題は、寝ずに起きていること。
339,It is definitely more romance than filth.,どちらかと言えば、エロよりロマンスです。,どちらかというと、猥褻というよりロマンスです。
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",いつか絶対、飛行機の中でオーガズムを体験してやる。相手は知らない人じゃないかもしれないけど。,いつか絶対に、飛行機の中で最高のオーガズム体験をしてやる。相手は誰かは秘密だけど。
345,"I wish there was a ""who to follow"" recommendation somehow.",フォローすべき人のレコメンデーション機能みたいなのがあればいいのに。,おすすめのフォロー候補が表示される機能があればいいのに。
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",つまり、始めるにはもう少し手間がかかり、#UXを向上させるには優れたアプリが必要になるでしょう。,つまり、導入には少し手間がかかるため、#UXを改善するには優れたアプリが必要になるでしょう。
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",変化を生み出すためにできることに関する知識（ある程度の信頼区間内で）。,介入とは、一定の確信をもって変化を生み出すためにできることに関する知識である。
360,He's here and he's going to say this stuff no matter what.,彼はここにいるし、何があってもこれを言うつもりだ。,彼はここにいるし、どうあがいてもこれを言うだろう。
362,It's very underwhelming at the moment.,今は期待外れだ。,今のところ、あまり впечатен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатен впечатlen.
363,"The ""MusicLM Demo"" is mildly interesting.",MusicLM Demo は、まあまあ面白いです。,MusicLM Demoは、そこそこ面白いです。
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",筋トレしてるのに、自分の最大挙上重量がどれくらいか全然知らないのって変な感じだよね。だって、それって進捗を把握する上でめっちゃ重要な指標の一つじゃん。,筋トレしているのに、自分のワンレップマックスがどれくらいか知らないのは変な感じだよね。だって、それって進捗を把握する上でとても重要な指標の一つだからね。
369,I work out alone in my bedroom without a spotter or even a weight rack.,誰の補助もなしに、ウェイトラックすらない自分の寝室で一人で筋トレをしています。,誰の助けもなく、ウェイトラックもない自分の部屋で一人で筋トレしている。
370,Just me and a barbell with a bunch of weights.,俺とバーベルと大量のウェイトだけ。,俺とバーベルとたくさんのウエイトだけ。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",自分の最大挙上重量を計算しようとすると、最大挙上できるだけの重りがなかったり、逆に重すぎて怪我をしたり、最悪の場合死んでしまうかもしれない。,自分の最大挙上重量を測ろうとしても、十分な重りがなかったり、逆に重すぎて怪我や死亡につながる可能性もある。
375,I swear burrata didn't exist five years ago,5年前には、ブラッティーナなんて存在しなかったと誓うよ。,5年前には、ブッラータなんてなかったと思うよ。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,誰かの母親が作っているのを見たことも、パーティーで無理やり押し付けられたことも、誰かのソース作りやパン作りの日に出てきたのを見たこともなかった。,誰かの母親が作っているのを見たことも、パーティーで勧められたことも、誰かのソース作りやパン作りの際に目にしたことすらなかった。
384,Does anyone have a Linux tablet they love?,Linuxタブレットで愛用しているものがある人いますか？,Linuxタブレットでおすすめはありますか？
385,"This would be mainly for web browsing, occasional email, and some games.",主にウェブ閲覧、たまにメール、それに少しゲームをする程度です。,主にウェブブラウジングと、時々メール、それにゲームを少しするくらいです。
388,"A bad game is bad forever.""",駄作は永遠に駄作。,駄作はずっと駄作だ。
389,So was it Epic that originated this?,これってEpicがオリジナル？,これって、エピックが元祖ですか？
390,We can keep going.,続けることができます。,続けましょう。
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",GamePro 1997年11月号の過去の記事には、もっと曖昧な引用がある。,GamePro1997年11月号の過去の記事には、より曖昧な引用が見られる。
401,Esp the carriages with the bigger windows.,特に窓の大きい車両。,特に窓の大きい車両はおすすめです。
402,There's areas that could use some polish.,磨きをかけるべき箇所がいくつかあります。,改善の余地がある箇所がいくつかあります。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",つまり、十分なゴミ箱の不足と、照明の色の重要性を説明する標識の不足です。,つまり、十分なごみ容器の不足と、照明の色の意味合いを説明する解説がないことです。
405,I won't be sad to see the end of the ICM or DDZ stock.,ICMやDDZ株が終わっても、悲しくはないだろう。,ICMやDDZの株が終わっても、別に悲しくはない。
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,お一人様一枚までとさせていただきます。お並びいただいた皆様がボードを入手できるよう努めております。,お一人様一枚までとさせていただきます。お並びいただいた方が皆、板を手に入れられるように努めております。
411,Such friendships transcend differences.,そのような友情は、違いを超える。,そのような友情は、違いを乗り越える。
412,We all have stories to tell.,誰にでも語るべき物語がある。,誰にでも物語がある。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",なんとなく、この件は最初からつまずいてしまったような気がします。,なんとなく、最初からやり方を間違えてしまったような気がします。
418,Will still linger a bit longer on here and think about whether I should migrate at all.,もう少しここに残って、そもそも移行すべきかどうかを考えます。,もう少しここに残って、そもそも移行するかどうかを考えます。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,レプニドたちは地表の下にトンネルを掘り、あなたは下の洞窟で数百ものレプニドの体が煮えたぎる塊の中に落ちてしまう。,レプニドは地中を掘り進み、下の洞窟で煮えたぎるように蠢く数百ものレプニドの塊に、あなたは落ちてしまう。
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",終わりは唐突に訪れる。幾つもの牙が猛毒を注入し、ディスクラの空気が肺を蝕む。,終わりは瞬く間に訪れ、幾つもの牙が猛毒を注入すると同時に、ディスクラの瘴気が肺を蝕む。
425,Nobody will ever know that you were the first human future traveller.,あなたが人類初の未来旅行者だったことは、誰にも知られることはないだろう。,あなたが人類初の未来旅行者だったなんて、誰も知らないだろう。
426,You land the flyer nose upward on the side of the slag heap and climb out.,あなたは鉱滓山の斜面に機首を上にして着陸し、降りる。,あなたは鉱滓山の側面に機首を上にして着陸し、降りる。
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八つの目を持つレプニドたちは見ているようだが、こちらに向かってくる気配はない。実際、ゆっくりと近づいても、彼らは微動だにしない。,"восьмиглазые репниды, кажется, следят за вами, но никак не двигаются к вам, в сущности, они неподвижны, когда вы медленно приближаетесь к ним."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.",どうやら、ユニバーサル翻訳機は応答を拾っていないため、彼らはあなたの声が聞こえないどころか、理解もできないようです。,ユニバーサル翻訳機が応答を拾わないため、彼らにはあなたの声が聞こえず、理解もできないようだ。
430,You decide to use your Psychic Awareness to contact them mentally.,念動力を使って、精神的に彼らと交信することにした。,精神感応で、彼らに精神的に交信することにした。
436,"#today I have coffee, sunshine and quiet time!",今日 は コーヒー と 日光 と 静かな 時間！,今日はコーヒーを飲みながら、日差しを浴びて、静かな時間を楽しんでいます。
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,撚りの甘い箇所や塊のある、細撚りの銀灰色の糸を見つけました。,撚りの甘い箇所や塊のある、細い銀灰色の糸を見つけました。
441,But am not sure I have enough of the purple.,紫の色が十分にあるかどうか、自信がありません。,紫が足りるかどうか、自信がありません。
446,I have literally tried and dropped EVERY SINGLE ONE.,すべて、文字通り試してはやめた。,ありとあらゆるものを試してはやめた。
447,"And up until like two years ago, I had no idea until I checked my transcripts.",そして、2年くらい前までは、成績証明書を確認するまで全く知りませんでした。,2年くらい前までは、成績を見るまで全く知りませんでした。
448,The literature class hatred is even worse: I love to read.,文学の授業嫌いはもっとひどい。読むのは大好きなのに。,国語の授業はもっと嫌いだ。読むのは大好きなのに。
