index,original,translated,style_annotation
19,I know they're not fast compared,それに比べて速くないのは分かっています。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""それに比べて"" (sore ni kurabete) meaning ""compared to that"" or ""in comparison"" feels a bit too literal in this context. A more natural phrasing might exist depending on the broader context.
```"
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",俺はボードショーツにランニングシャツ姿、そして連れ合いは全身タトゥーで、自分で「ネオナチみたい」って言ってた新しい髪型。,"```
MQM annotations:
Style Errors:
minor: Unnatural Flow - The phrase ""そして連れ合いは全身タトゥーで、自分で「ネオナチみたい」って言ってた新しい髪型"" sounds a bit awkward and could be phrased more naturally in Japanese. A more fluent version might restructure the sentence slightly.
```"
36,NY is the best hope for accountability,ニューヨークこそが説明責任を果たすための最良の希望だ。,"MQM annotations:
Minor: Unnatural Flow - The phrase ""説明責任を果たすための"" (setsumeisekinin o hatasu tame no) can sound a bit formal/stilted for the general idea. A more natural phrasing might be something like ""説明責任を期待できる"" or ""説明責任が期待される""."
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,現実世界のコミュニケーションは、文脈に依存しない意味を持つ信号の送受信に還元できないという重要な証拠がある。,"```
MQM annotations:
Style Errors:
minor: Unnatural Flow - While grammatically correct, the phrase ""文脈に依存しない意味を持つ信号の送受信に還元できない"" sounds slightly awkward and could be phrased more naturally in Japanese. A more fluid phrasing might be possible.
```"
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",文脈依存的なコミュニケーションは、文脈の分布といった環境特性に大きく影響される、状況依存的な多層現象であると考えられます。,"MQM annotations:
minor: unnatural flow - The phrase ""文脈依存的なコミュニケーションは、文脈の分布といった環境特性に大きく影響される、状況依存的な多層現象であると考えられます"" sounds somewhat academic and stiff in Japanese. A more natural phrasing might exist, though the meaning is conveyed accurately."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,2011年にニコラスと一緒に、様々なプロジェクトを支援する貴重な半年間を過ごすことができました。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - While grammatically correct, the phrase ""支援する貴重な半年間を過ごすことができました"" (shien suru kichō na hantoshikan o sugosu koto ga dekimashita) is a bit wordy and could be more concise and natural. A more fluent rendering might involve simplifying the expression.
```"
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",週末に会った時、進捗状況、特に植林と農家支援について聞けて嬉しかったよ。,"MQM annotations:
Minor: Style/Unnatural Flow - While the translation is accurate, it sounds a bit formal and stiff. A more natural phrasing for ""聞けて嬉しかったよ"" might be preferable depending on the target audience and the context of the overall document."
61,Licht AGREED to an all Republican audience!,リヒトは共和党支持者のみの聴衆に同意しました！,"MQM annotations:
Minor: Unnatural Flow - The translation is grammatically correct but sounds slightly unnatural. A more natural phrasing might be 「リヒトは共和党支持者限定の聴衆に同意しました。」 which translates to ""Licht agreed to an audience limited to Republican supporters."""
65,It can't be repeated.,繰り返せません。,"MQM annotations:
minor: style/unnatural flow - The phrase ""繰り返せません"" is grammatically correct but sounds a bit stiff. A more natural phrasing might be ""繰り返すことはできません"" or ""二度と繰り返せない""."
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨夜、ついにこの繰り返しにうんざりして、ねり消しについてたピーナッツバターを全部取り除いて、罠にピスタチオを瞬間接着剤でくっつけた。,"MQM annotations:
Style Errors:
minor: Unnatural Flow - The phrase ""ねり消しについてたピーナッツバターを全部取り除いて"" (neri-keshi ni tsuiteta piinattsu bataa o zenbu torinozoite) which translates to ""removed all the peanut butter that was on the kneaded eraser"" is awkward and unnatural. Peanut butter on traps isn't literally peanut butter that was on a kneaded eraser. It should simply be written as ""罠についていたピーナッツバターを全部取り除いて (wana ni tsuiteita piinattsu bataa o zenbu torinozoite)"" which translates to ""removed all the peanut butter that was on the traps""."
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",ちなみに、市販のほぼ全ての「人道的な」罠を試しましたが、ほとんど効果がありませんでした。,"MQM annotations:
Style error:
Minor: Unnatural Flow - The phrase ""ちなみに"" (chiminami ni) at the beginning, while literally correct as ""by the way"" or ""fwiw"", feels slightly awkward in this context. While not incorrect, a more natural phrasing for Japanese might omit it or use a different introductory phrase depending on the overall tone.
```"
74,"They aren't, at least not in Alberta.",少なくとも、アルバータ州ではね。,"MQM annotations:
Style Errors:
minor: unnatural flow - The use of ""ではね"" (dewa ne) at the end of the sentence, while grammatically correct, makes the sentence sound a bit too casual or emphatic. A more neutral phrasing might be preferred depending on the context."
75,Sure they cut business taxes.,確かに彼らは法人税を減税した。,"MQM annotations:
minor: unnatural flow - The translation is grammatically correct but sounds a bit stiff. A more natural way to express this in Japanese might be to rearrange the sentence slightly for better flow."
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",「グラスゴーまで彼を送っていくだけなんです」と私は説明しようとした、旅の連れを指さしながら。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""と私は説明しようとした"" (to watashi wa setsumei shiyou to shita) which translates to ""I attempted to explain,"" while grammatically correct, sounds slightly unnatural and formal. A more natural phrasing might be ""と私は説明した"" (to watashi wa setsumei shita) - ""I explained.""
minor: stylistic preference - While not strictly an error, the inclusion of ""んです"" (n desu) adds a sense of explanation or justification, which is subtle but present. It might be removed for a more straightforward tone depending on the context.
```"
85,"""There's not something you hear a lot 'I'm just dropping him off in Glasgow,' "" the ticket guy said.",「グラスゴーにちょっと彼を降ろしてくるだけなんです、なんてあんまり聞かないセリフだな」と切符売り場の人は言った。,"MQM annotations:
minor: Unnatural Flow - The phrase ""なんてあんまり聞かないセリフだな"" (nante anmari kikanai serifu da na) while grammatically correct, sounds a bit unnatural in this context. A more natural phrasing might be ""そんなことを言う人はあまりいないな"" (sonna koto o iu hito wa amari inai na)."
90,And they are truly nuts.,彼らは本当に頭がおかしい。,"MQM annotations:
minor: style/unnatural flow - The translation is a bit too direct. A more natural phrasing in Japanese might be ""彼らは本当にどうかしている"" or ""彼らは正気じゃない"". 頭がおかしい is correct but can sound a bit harsh or clinical depending on context."
95,Yell back at those who would try to talk over us.,私たちを言い負かそうとする人たちには、言い返してやりなさい。,"```
MQM annotations:
Style Errors:
minor: style/unnatural flow - The phrase ""言い負かそうとする人たちには、言い返してやりなさい"" is grammatically correct but sounds somewhat forceful and less natural than a more colloquial phrasing.
```"
98,My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,私の隣人と私が同時に帰宅したんだけど、向かい側から彼の咳と、コロナの痰が嵐のように吹き上がる音が聞こえてきた。,"MQM annotations:
minor: unnatural flow - ""コロナの痰が嵐のように吹き上がる音が聞こえてきた"" sounds a bit dramatic and unnatural. A more natural phrasing could be ""コロナの痰がひどい咳の音が聞こえてきた"" or similar."
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,彼を避けるために急いでアパートに入ったのに、結局追いつかれて話しかけられちゃった。,"MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""追いつかれて話しかけられちゃった"" sounds a bit too casual and conversational. While grammatically correct and capturing the meaning, it might not be the most natural or elegant way to express this in all contexts. A slightly more formal or less colloquial phrasing might improve the flow."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.",4000もの苦難の末、Ylは愛に満ちた場所にたどり着き、どうしていいかわからないほどの大きな感情に戸惑っている。だから、その両方がたくさんある。,"MQM annotations:
minor: style/unnatural flow - ""4000もの苦難の末"" (After 4000 of distress) is grammatically correct, but sounds somewhat unnatural. A more natural phrasing might exist depending on the desired nuance.
minor: style/unnatural flow - ""どうしていいかわからないほどの大きな感情に戸惑っている"" (is having huge feels she doesn't know what to do with so there's a lot of both) While technically correct, the phrase feels a bit stiff and verbose. A more concise or idiomatic expression would enhance the flow."
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#MangoMoronの大失敗は、とんでもない大失敗だった。,"MQM annotations:
Style Errors:
minor: unnatural flow - The repetition of ""大失敗"" (daishippai - major failure/fiasco) sounds slightly redundant and unnatural in Japanese. While grammatically correct, a more nuanced phrasing might improve the flow."
113,A cold front should arrive by the middle of next week.,来週の半ばまでに寒冷前線が到来するでしょう。,"```
MQM annotations:
Style error:
minor: Unnatural Flow - The phrase ""到来するでしょう"" (tourai suru deshou) while grammatically correct, sounds slightly formal and stiff. A more natural phrasing might use a more common expression for arrival, depending on the context.
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",今朝早く、IR衛星と地上観測により、低層の層雲が拡大しており、まだらな<URL>が確認されました。,"```
MQM annotations:
Style Errors:
minor: Unnatural Flow - The phrase ""まだらな<URL>が確認されました"" sounds a bit awkward. A more natural phrasing might be used depending on the specific context of the URL content (e.g., something like ""まだらな<URL>が見られました"" or ""まだらな<URL>が広がっているのが確認されました"").
```"
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけて、その専門知識を活用し、CRM投資の価値を最大化しましょう。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""その専門知識を活用し"" (sono senmon chishiki wo katsuyou shi) while technically correct, sounds a bit formal and stiff. A more natural phrasing could be considered depending on the target audience.

```"
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーがどのように実装、カスタマイズ、インテグレーション、継続的なサポートで貴社を支援し、Salesforceエコシステムでビジネスを成功に導くかをご紹介します。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""Salesforceエコシステムでビジネスを成功に導くか"" sounds slightly unnatural. A more natural phrasing might be ""Salesforceエコシステムでのビジネスの成功を支援するか"".
```"
137,But another individual often flies aboard that ship.,しかし、その船にはもう一人の人物がよく搭乗している。,"MQM annotations:
Style Errors:
[Minor]: [Unnatural Flow] - The phrase ""もう一人の人物がよく搭乗している"" (mou hitori no jinbutsu ga yoku toujou shiteiru) is a bit stiff and formal. A more natural phrasing might be ""もう一人がよく乗っている"" (mou hitori ga yoku notteiru), especially if the context isn't highly formal."
142,The Last of Us is an easy and canonical example of dad-ification.,The Last of Usは、ダッド化の分かりやすく典型的な例だ。,"MQM annotations:
Style Errors:
[Minor]: [Unnatural Flow] - While accurate, the phrase ""ダッド化の分かりやすく典型的な例だ"" (daddo-ka no wakari yasuku tenkeiteki na rei da) could be phrased more naturally in Japanese. ""～の代表例"" (daihyourei - representative example) might be a more common and less literal way to express the idea."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父性化とは、親のような立場の者が子供や子供の代わりとなる者を世話したり保護したりしなければならない状況に対する解決策が、圧倒的な力であり、その力を使って非常に特異な形の力関係を強制することであると通常仮定する。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""親のような立場の者"" (oya no you na tachiba no mono) for ""parent figure"" is a bit wordy and could be more concise.
minor: unnatural flow - The phrase ""子供の代わりとなる者"" (kodomo no kawari to naru mono) for ""child stand-in"" is a bit wordy and could be more concise.
minor: unnatural flow - The phrase ""非常に特異な形の力関係"" (hijou ni tokui na katachi no chikara kankei) for ""very specifically shaped power dynamic"" is grammatically correct but sounds slightly unnatural. A more fluent phrasing might exist.

```"
147,Here's a quick overview of how to make use of our website.,当ウェブサイトのご利用方法の簡単な概要です。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""当ウェブサイトのご利用方法の簡単な概要です"" is grammatically correct but could be more naturally phrased in Japanese. A more natural rendering might be something like ""当サイトの使い方を簡単に説明します。"" or ""当サイトのご利用方法について簡単に説明します。""
```"
148,- We send out notifications when airfare goes on sale.,航空券がセールになった際にお知らせを送信します。,"MQM annotations:
Style Errors:
minor: Unnatural Flow - The phrase ""セールになった際に"" sounds a bit stiff and could be more naturally expressed. A more common phrasing might be ""セールになったら"" or ""セールになったらすぐに."""
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは、平和で安全な環境で成長する権利を有します。,"MQM annotations:
Minor: Style/Unnatural Flow - While grammatically correct, the phrase ""権利を有します (kenri o yū shimasu)"" is a very formal and stiff way to say ""have the right"" and sounds somewhat unnatural in this context. A more common and natural phrasing would be ""権利がある (kenri ga aru)""."
159,Over time dart became my go-to for quick UI.,時間の経過とともに、dartは手軽なUIに最適な選択肢になった。,"MQM annotations:
Style Errors:
minor: Unnatural Flow - While the translation is accurate, the phrase ""時間の経過とともに、dartは手軽なUIに最適な選択肢になった"" sounds slightly stiff and unnatural in Japanese. A more natural phrasing might be ""時間の経過とともに、手軽にUIを開発するならDartが一番になった"" or similar."
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ,"```
MQM annotations:
Style Errors:
minor: style/unnatural flow - While grammatically correct, ""アメジストとマゼンタのトゲを持つハリモグラ"" (A harimogura with amethyst and magenta thorns) is slightly unnatural. A more natural phrasing could be ""アメジストとマゼンタのトゲで飾られたハリモグラ"" (A harimogura decorated with amethyst and magenta thorns) or similar, although the original is perfectly understandable.
```"
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The translation is grammatically correct and accurately conveys the meaning, but it sounds slightly unnatural in Japanese. A more natural phrasing might exist.
```"
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目はナシのようで、真っ赤なキャッツアイの眼鏡をかけている。,"MQM annotations:
Style Errors:
minor: unnatural flow - While grammatically correct, ""ナシのようで"" (nashi no you de) sounds somewhat unnatural. A more natural way to express ""pear-shaped"" for eyes might be more idiomatic."
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーが彼らを悪く見せようと最大限の努力をしたにもかかわらず、皆…,"MQM annotations:
minor: Unnatural Flow - The phrase ""最大限の努力をしたにもかかわらず、皆…"" (said to the maximum effort, despite, everyone...) feels somewhat abrupt and unfinished in Japanese. A more natural flow might rephrase to indicate what ""everyone"" is doing/experiencing."
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",現実では、母が何年も前に私が作ったパズルゲームを気に入って、ほとんどの隠し要素を自力で見つけたので、褒め言葉がお母さん目線だけのものではなかったんです。,"MQM annotations:
Minor: Style/Unnatural Flow - ""現実では、母が何年も前に私が作ったパズルゲームを気に入って、ほとんどの隠し要素を自力で見つけたので、褒め言葉がお母さん目線だけのものではなかったんです。"" While grammatically correct, the sentence is a bit long and could be broken down for better flow in Japanese. The ending ""...褒め言葉がお母さん目線だけのものではなかったんです"" is a bit wordy and could be phrased more naturally."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Here's the Japanese translation:

**北京語（標準中国語）もしくは福建語に翻訳する必要があり、どちらも全く分からないので、翻訳のみを提供してください。**","Okay, I understand. I will provide the MQM annotations based on the provided source and Japanese translation, focusing only on style-related issues. Since I cannot provide the Mandarin/Hokkien translations myself, I will assume I have hypothetical translations to analyze and provide potential style annotations based on common translation pitfalls.

Since I don't have the actual Mandarin or Hokkien translations, I will have to make some assumptions to illustrate potential style errors. I will use example translations based on what I know about these languages.

**Assumed Mandarin Translation Example:**

“需要翻译成北京话或者福建话，我完全不懂这两种语言，所以请只提供翻译。”
**(Xūyào fānyì chéng Běijīng huà huòzhě Fújiàn huà, wǒ wánquán bù dǒng zhè liǎng zhǒng yǔyán, suǒyǐ qǐng zhǐ tígōng fānyì.)**

**Assumed Hokkien Translation Example:**

“愛翻譯做北京話抑是福建話，我完全毋捌曉這兩款語言，所以請干焦提供翻譯。”
**(Ài fān-i̍k tsuè Pak-kiann-uē ia̍h-sī Hok-kiàn-uē, guá uân-tsuânn m̄-bat-hiáu tsit-nn̄g khuán gí-gán, só-í tshiánn kan-ta tî-kong fān-i̍k.)**

Now, here are potential MQM annotations based on these hypothetical translations:

MQM annotations:

Assuming the Mandarin translation is targeting a formal audience:

Minor: Register - ""北京话或者福建话"" (Běijīng huà huòzhě Fújiàn huà) - ""北京话"" and ""福建话"" are acceptable, but might sound slightly informal. More formal terms like ""普通话"" (Pǔtōnghuà) or a more technical term for the Hokkien language might be preferred depending on the context.

Minor: Unnatural Flow - “我完全不懂这两种语言，所以请只提供翻译"" - The sentence structure is grammatically correct, but the direct translation of ""completely don't understand"" might sound slightly unnatural. A more idiomatic phrasing could be used.

Assuming the Hokkien Translation is targeting a younger/more informal audience:

Minor: Register - ""毋捌曉"" (m̄-bat-hiáu) - While accurately conveying ""don't know,"" depending on the region, it might be more or less common, thus impacting register and audience.
Minor: Unnatural Flow - ""愛翻譯做北京話抑是福建話"" - The way ""愛翻譯做"" is phrased sounds slightly clunky and could be more elegantly expressed depending on context.

**MQM annotations for the Japanese translation provided:**

The Japanese translation is: **北京語（標準中国語）もしくは福建語に翻訳する必要があり、どちらも全く分からないので、翻訳のみを提供してください。**

Minor: Unnatural Flow - 「翻訳のみを提供してください」is a very direct request for only providing a translation. Depending on the context, a slightly more polite or nuanced phrasing might be preferable, e.g.,「翻訳のみで結構です」or「翻訳のみをお願いします」. While grammatically correct, the original is a bit blunt.

I am ready for more translation examples for annotation. Remember, since I can't perform the translations myself, I'll be relying on the examples you provide."
179,Been toying with this thought for a little while:,この考えをしばらくの間、弄んでいる。,"MQM annotations:
Style Errors:
[Minor]: [Unnatural Flow] - While grammatically correct, ""弄んでいる"" sounds a bit stiff and unnatural for ""toying with"" in this context. A more natural phrasing might be something like 「考えている」 or 「検討している」 depending on the specific nuance intended."
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスは、しばしば「普通の」健康とは別のものとして見なされる。,"MQM annotations:
minor: unnatural flow - The phrase ""別のものとして見なされる"" (betsu no mono to shite minasareru) is grammatically correct but can sound a bit stiff or overly formal in some contexts. A slightly more natural phrasing might be considered depending on the desired tone."
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体的な健康よりも実体がなさそうに見えるから。,"MQM annotations:
Styles error:
minor: style/unnatural flow - The phrase ""実体がなさそうに見えるから"" (jittai ga nasa sou ni mieru kara) while grammatically correct, could be more naturally expressed in Japanese. A more common phrasing might be used to improve the flow."
194,Very much worth having a go at.,ぜひ挑戦する価値あり。,"MQM annotations:
Minor: Style/Unnatural Flow - The Japanese translation, while accurate, sounds a bit forceful or overly literal. A more natural phrasing might be used depending on the specific context (e.g., if encouraging someone)."
196,Playing around a bit with Flutter.,Flutterを少し触ってみています。,"MQM annotations:
Style error:
minor: unnatural flow - The phrase ""少し触ってみています"" while grammatically correct, is a bit wordy and sounds less natural than other options for expressing casual experimentation. A more concise option like ""少し触ってみています"" or ""少し試しています"" might be preferable."
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、グーグルの技術に事業の基盤を置きたくはない。一方で、グーグルは魅力的なクロスプラットフォーム体験を生み出す本当のインセンティブを持っている数少ない大企業の一つであり、それは明らかだ。,"MQM annotations:
Style Errors:
minor: Unnatural Flow - The phrase ""それは明らかだ"" (sore wa akiraka da) can sound a bit stiff or overly assertive. A more natural phrasing might be implied depending on the context."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、GoogleやFlutter製のアプリがiOSやmacOSでは使い物にならないといった話はしないで、翻訳だけを提供してください。,"MQM annotations:
Minor: Style/Unnatural Flow - The phrase ""使い物にならないといった話はしないで、翻訳だけを提供してください"" sounds slightly unnatural and could be phrased more smoothly in Japanese. A more natural phrasing might focus directly on requesting the translation without the ""don't talk about"" part."
200,Cross platform is hard if you want to do it well.,クロスプラットフォームをきちんとやるのは難しい。,"MQM annotations:
Style Errors:
minor: unnatural flow - While grammatically correct, ""クロスプラットフォームをきちんとやるのは難しい"" sounds a bit stiff. A more natural phrasing might be ""クロスプラットフォームをうまくやるのは難しい"" or something similar, depending on the desired nuance. The use of ""きちんと"" is not wrong, but slightly less common in this context compared to alternatives."
201,I know that.,知ってるよ。,"MQM annotations:
minor: register/informal - ""知ってるよ"" (shitteru yo) is a fairly informal way to say ""I know that."" Depending on the context, a more polite or neutral form like ""知っています"" (shitteimasu) might be more appropriate."
202,Thank you to those people who have downloaded the latest update to Leasey.,Leaseyの最新アップデートをダウンロードしてくださった皆様、ありがとうございます。,"MQM annotations:
Style error:
minor: Unnatural Flow - The phrase ""ダウンロードしてくださった皆様"" is grammatically correct but sounds a bit formal and unnatural for a simple thank you. A more natural and concise phrasing might be better suited depending on the context."
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳が理解できないのか正確にはわからない。ツールが広範かつ曖昧すぎて、「選択肢が多すぎる」せいで脳がフリーズしてしまうのかもしれない。,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""選択肢が多すぎるせいで脳がフリーズしてしまうのかもしれない"" sounds a bit literal and verbose. A more natural phrasing might exist in Japanese.
```"
211,Grafana looks pretty.,Grafanaは見栄えが良いですね。,"```
MQM annotations:
Minor: Style/Register - The use of ""ですね"" (desu ne) adds a level of politeness and formality that might not be necessary or appropriate given the simple, informal nature of the English source ""Grafana looks pretty."" A more casual expression might be more suitable depending on the context.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ、でもパーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ」ってずっと考えてた。,"MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""パーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ"" sounds a bit conversational/informal and slightly unnatural within the context of describing internal thoughts. While grammatically correct and understandable, a more polished phrasing could be used for expressing the same sentiment."
214,"So I thought, screw it!",くそくらえ！,"MQM annotations:
minor: register/inappropriate - ""くそくらえ！"" is a very rude and strong expression, even stronger than ""screw it!"". While it conveys the same general sentiment of frustration and dismissal, it is a much lower register. A more neutral expression might be appropriate depending on context."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイド固定に入るのを試すのをためらうほど不安で、上手くなろうという期待は全くない人たちでいっぱい！,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""上手くなろうという期待は全くない人たちでいっぱい！"" sounds somewhat unnatural. While grammatically correct, a more natural phrasing might exist."
219,I was a voracious reader in my youth.,若い頃は、本の虫だった。,"MQM annotations:
Style error:
Minor: Style/Unnatural Flow - The Japanese translation ""本の虫だった"" (hon no mushi datta) is a common idiom meaning ""bookworm,"" and while it conveys the general meaning of being a voracious reader, it might sound slightly less formal or sophisticated than the source. A more direct translation might be more appropriate depending on the context and desired register."
