index,original,zero_shot_translation,reference_translation
196,Playing around a bit with Flutter.,Flutterを少し触ってみています。,Flutterをちょこっと試してる。
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、グーグルの技術に事業の基盤を置きたくはない。一方で、グーグルは魅力的なクロスプラットフォーム体験を生み出す本当のインセンティブを持っている数少ない大企業の一つであり、それは明らかだ。,正直なところ僕は、Googleのテクノロジーを自分のビジネスの基盤にするのは嫌なんだけど、その一方でGoogleは、感動的なクロスプラットフォームエクスペリエンスを生み出す実質的なインセンティブを備えた、数少ない大手の1つであることは一目瞭然だ。
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、GoogleやFlutter製のアプリがiOSやmacOSでは使い物にならないといった話はしないで、翻訳だけを提供してください。,それから、iOSとmacOS上のGoogleやFlutterのアプリは最悪だと僕に言うのはやめて頂きたい。
200,Cross platform is hard if you want to do it well.,クロスプラットフォームをきちんとやるのは難しい。,上手にやろうとすると、クロスプラットフォームは難しい。
201,I know that.,知ってるよ。,それは分かっているから。
202,Thank you to those people who have downloaded the latest update to Leasey.,Leaseyの最新アップデートをダウンロードしてくださった皆様、ありがとうございます。,Leaseyの最新アップデートをダウンロードして頂いたお客様方に感謝申し上げます。
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳が理解できないのか正確にはわからない。ツールが広範かつ曖昧すぎて、「選択肢が多すぎる」せいで脳がフリーズしてしまうのかもしれない。,なぜ自分の頭で理解できないのかよく分からない、てゆうか、ツールが色々あり過ぎて漠然としているし'選択肢が多すぎる'から頭がフリーズしてしまうからかもしれない。
211,Grafana looks pretty.,Grafanaは見栄えが良いですね。,Grafanaは良さそうだね。
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ、でもパーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ」ってずっと考えてた。,もうすぐ、新しい#FFXIVのレイドティアが出るころだから、「ああ、レベルに合ったレイドに挑戦したいけど、パーティ検索がうまくいかなくて、入れるパーティを見つけられる気がしない」とずっと考えている。
214,"So I thought, screw it!",くそくらえ！,そういうわけで思い付いた、やっちゃえ！
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイド固定に入るのを試すのをためらうほど不安で、上手くなろうという期待は全くない人たちでいっぱい！,自分は全然うまくないからと思って、レイドパーティに参加するのをためらっている人がたくさんいる。
219,I was a voracious reader in my youth.,若い頃は、本の虫だった。,若い頃私は熱心な読書家だった。
227,They're not gonna talk about this on Bloomberg!,ブルームバーグじゃ報道されないだろうな！,ブルームバーグではこういう話はしないよね！
228,"But if Spotify has a good quarter, they will.",しかし、もしスポティファイの業績が良ければ、そうなるでしょう。,でも、Spotifyの四半期が好調だったら、話題にすると思う。
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,全国の空洞化し荒廃した都市を再建させよう。,空洞化して衰退する国中の都市をやつらに復活させてもらおう。もう一度。
231,These people want to improve their lives.,これらの人々は、生活を向上させたいと思っています。,やつらはもっと良い暮らしを望んでる。
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは終わった」とか「リモートワークは失敗だった」という見出しには、もううんざりだ。,「リモートワークは終わりだ」とか「リモートワークは失敗だ」と主張する見出しには飽き飽きしている。
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",人々が、息苦しい騒がしいオフィスではなく、快適な空間で働けるようにする。,ムッとするような、うるさいオフィスではなく快適な場所で働く事ができる。
243,To just ignore these facts is wrong.,これらの事実を無視するのは間違っている。,これらの事実をただ軽視することは間違っていると言える。
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、現代の都市に住む女性がキャリアのために出産を遅らせようとする傾向について言及した。,パーカーは、中絶について、そして、現代の都市に住む女性が自分のキャリアのために子供を持つことを遅らせたい衝動にかられていることに触れた。
255,It took years of changing my life and working hard but finally...,何年も生活を変え、努力した結果、ついに…,自分の生活を変えて努力するのに何年もかかったけど、ついに…
264,I will zip the lining into my cycle jacket - just in case I need it inside.,念のため、サイクリングジャケットにライナーをファスナーで取り付けます。,家の中でも必要になるかもしれないから、自転車用のジャケットにライナーを取り付けよう。
266,This is for Wikipedia's component library (OOUI).,これは、ウィキペディアのコンポーネントライブラリ（OOUI）のためのものです。,Wikipediaのコンポーネントライブラリー(OOUI)用に。
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親オブジェクトを分離して作成し、そこにMOをインストールし、それが分離される（つまり、別の場所にアタッチされる）のを観察します。,一時的に分離したツリーを作成して、そこにMOをインストールして、切り離されるか確認する（なので、他の場所につけられる）。
276,He's just absolutely ripped from tearing around my office twice a day.,彼は毎日私のオフィスを2往復も走り回っているから、完全に筋肉ムキムキになっているんだ。,1日2回、私のオフィスで好き勝手に駆け回っているので、体が締まってる。
278,It makes me so happy to see him thriving.,彼が活躍しているのを見ると、とても嬉しいです。,成長する姿を見ていると幸せな気持ちになるわ。
285,Last week got a ton done and feeling much better about field items.,先週はたくさん終わらせることができて、現場の件もだいぶ良くなった気がする。,先週はたくさんの作業が終わって、畑の作物も良い感じになってきた。
286,"All collards, kale, chard is transplanted.",すべてのコラード、ケール、スイスチャードは移植済みです。,コラード、ケール、チャードはすべて植え替えた。
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items",また、サラダ菜をそこに播種して、カット野菜を組み込む必要があります。灌漑、畝作り、移植については訓練されたクルーがおり、これは収穫以外のスキルの90％を占めます。,また、そこの畑ではサラダの列に種を撒いて両方の畑に葉物野菜を統合する必要があり、収穫以外のスキルの90％を占めるかんがい、土作り、移植について訓練を受けた作業員がいる。
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,Apple Maps の方が Google Maps よりも、ナビゲーションの指示に従う体験がはるかに優れていた。,ナビの指示に従った経験からいえば、Googleマップに比べてAppleマップの方がずっと優れてますね。
295,Apple Maps wins.,Apple Maps の勝ち。,Appleマップの勝ちと言えます。
302,"That said, I'm biased.",そうは言っても、私は偏っています。,だとしても、私には先入観がある。
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,しかし、政府が今の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。,しかし、政府は現在の居住システムを変更しないと思うなら、土地こそが富豪の財を成すものと言える。
309,In China you can only lease land.,中国では土地はリースしかできません。,中国では土地は借りるだけである。
311,The government can change these policies whenever it wants.,政府は、これらの政策をいつでも変更できます。,政府は、やろうと思えば、いつでも方針を変更出来る。
312,The land is temporary.,土地は一時的なもの。,土地は一時的なものなのだ。
318,That's why the Chinese only allow leases.,だから中国はリースしか認めていない。,そういった理由で、中国では賃貸借のみ許可されている。
322,Let us continue to work together towards creating a brighter future for all.,すべての人々にとって、より明るい未来を創造するために、共に努力し続けましょう。,皆さんの明るい未来に向けて、これからも力を合わせていきましょう。
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,自分をひどく卑下する人間の能力を、実際の残酷さを示す証拠がこれほど多くあるにもかかわらず、不思議に思うことがよくある。,実際の残酷さがどのようなものかを示す証拠がこんなにあふれている中で、人間には自分を「かなり」卑下する能力があることを不思議に思うことがよくある。
326,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...",「成功」が最も非難されるべき行為の責任者たちにしばしば与えられる世界で、個人の失敗と罪悪感に苦悩すること…。,最も非難されるべき行為の責任がある人々に「成功者」の称号が与えられがちな世界で、個人的な失敗や罪悪感に苛まれるなんて…
332,"or ""Modal editors are useless today"" :morty:",もしくは「モーダルエディタは今や無用」:morty:,"そして、""モーダルエディターは今や使いものにならない！"":morty:"
333,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",俺の#Axumプロジェクトの機能を共有ライブラリに抽出する作業: 「ちょっとキーボード貸して」:partyparrot: :helix: :ferrisdance:,自分の#Axumプロジェクトから共有ライブラリに機能を抜き出している私：「今、このやり方に完全にはまってる」：partyparrot:helix：ferrisdance:
337,The prompt this week on Revelations is Stay up all night.,今週のRevelationsのお題は、徹夜。,今週のRevelationsサイトのメッセージは、一晩中起きている事だって。
339,It is definitely more romance than filth.,どちらかと言えば、エロよりロマンスです。,卑猥と言うより断然ロマンチックだと思う。
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",いつか絶対、飛行機の中でオーガズムを体験してやる。相手は知らない人じゃないかもしれないけど。,それに、いつか僕は完全なマイル ハイ オーガズムをやってみるつもりだ。str と一緒ではないかもしれないけど。
345,"I wish there was a ""who to follow"" recommendation somehow.",フォローすべき人のレコメンデーション機能みたいなのがあればいいのに。,「誰をフォローするべきか」何かオススメがあるといいなぁ。
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",つまり、始めるにはもう少し手間がかかり、#UXを向上させるには優れたアプリが必要になるでしょう。,なので、使うならもう少し努力がいるし、#UXを改善するにはいいアプリが多分必要だと思う。
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",変化を生み出すためにできることに関する知識（ある程度の信頼区間内で）。,介入：信頼限界の範囲内で、変化を起こすために私たちができる事についての知識
360,He's here and he's going to say this stuff no matter what.,彼はここにいるし、何があってもこれを言うつもりだ。,この場にいるし、何があろうとこのようなことを言い続けるだろう。
362,It's very underwhelming at the moment.,今は期待外れだ。,いまのところ、すごくつまらない。
363,"The ""MusicLM Demo"" is mildly interesting.",MusicLM Demo は、まあまあ面白いです。,「Music LMデモ版」は、ちょっとおもしろい。
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",筋トレしてるのに、自分の最大挙上重量がどれくらいか全然知らないのって変な感じだよね。だって、それって進捗を把握する上でめっちゃ重要な指標の一つじゃん。,自分の1RMを全く知らずにウェイトリフティングをするのはおかしいよね、だってそれが進捗度を記録する基準のひとつなんだから。
369,I work out alone in my bedroom without a spotter or even a weight rack.,誰の補助もなしに、ウェイトラックすらない自分の寝室で一人で筋トレをしています。,寝室で一人でトレーニングをしてるけど、スポッターはおろか、ウエイトラックさえ持ってない。
370,Just me and a barbell with a bunch of weights.,俺とバーベルと大量のウェイトだけ。,ただ、プレートがたくさんついたバーベルがあるだけだ。
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",自分の最大挙上重量を計算しようとすると、最大挙上できるだけの重りがなかったり、逆に重すぎて怪我をしたり、最悪の場合死んでしまうかもしれない。,自分の1RMを測ろうと思っても、限界に達するまでのプレートがないかもしれないし、逆に大怪我をしたり、死ぬこともあるかもしれない。
375,I swear burrata didn't exist five years ago,5年前には、ブラッティーナなんて存在しなかったと誓うよ。,ブッラータチーズなんて5年前は絶対になかった。
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,誰かの母親が作っているのを見たことも、パーティーで無理やり押し付けられたことも、誰かのソース作りやパン作りの日に出てきたのを見たこともなかった。,誰かのお母さんが作ったのも見たことがないし、パーティで無理やり食べさせられたり、だれかの突拍子もないソース作りや、パンやお菓子作りのなかで見たこともない。
384,Does anyone have a Linux tablet they love?,Linuxタブレットで愛用しているものがある人いますか？,おすすめのLinuxタブレットはありますか？
385,"This would be mainly for web browsing, occasional email, and some games.",主にウェブ閲覧、たまにメール、それに少しゲームをする程度です。,ウェブを見るのが主で、メールはたまに、ゲームも少しできればいいです。
388,"A bad game is bad forever.""",駄作は永遠に駄作。,つまらないゲームは一生つまらないままだ。」
389,So was it Epic that originated this?,これってEpicがオリジナル？,つまり、これを最初に言ったのはエピックなのだろうか？
390,We can keep going.,続けることができます。,先に進もう。
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",GamePro 1997年11月号の過去の記事には、もっと曖昧な引用がある。,それより前のゲームプロ1997年11月号では、もっと曖昧な表現で引用されている、
401,Esp the carriages with the bigger windows.,特に窓の大きい車両。,特に、窓が大きくなった車両がよかった。
402,There's areas that could use some polish.,磨きをかけるべき箇所がいくつかあります。,もう少し改良したほうがいいところはある。
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",つまり、十分なゴミ箱の不足と、照明の色の重要性を説明する標識の不足です。,つまり、ゴミ箱が少なすぎるし、ライトの色の違いの意味の説明表示も十分ではない。
405,I won't be sad to see the end of the ICM or DDZ stock.,ICMやDDZ株が終わっても、悲しくはないだろう。,ICMとDDZ車両が廃止になっても残念ではない。
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,お一人様一枚までとさせていただきます。お並びいただいた皆様がボードを入手できるよう努めております。,お一人様一点限りのルールは、お並び頂いた皆様に確実に行き渡るようにするためのものです。
411,Such friendships transcend differences.,そのような友情は、違いを超える。,このような友情は、あらゆる違いも乗り越える。
412,We all have stories to tell.,誰にでも語るべき物語がある。,みな人生いろいろある。
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",なんとなく、この件は最初からつまずいてしまったような気がします。,でも、言ってみればなんだかインスタンスの出だしを間違ってしまったように感じている。
418,Will still linger a bit longer on here and think about whether I should migrate at all.,もう少しここに残って、そもそも移行すべきかどうかを考えます。,もうしばらくこの環境で様子をみて、完全に移行すべきか検討したい。
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,レプニドたちは地表の下にトンネルを掘り、あなたは下の洞窟で数百ものレプニドの体が煮えたぎる塊の中に落ちてしまう。,Repnidsは地下にトンネルを掘っていて、地下の洞窟にいる荒れ狂う数百のRepnidsの集団の中に落ちてしまう。
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",終わりは唐突に訪れる。幾つもの牙が猛毒を注入し、ディスクラの空気が肺を蝕む。,数組の牙が致命的な毒を注入し、Dyskraの空気が肺を汚染して、すぐに終わりはやってくる。
425,Nobody will ever know that you were the first human future traveller.,あなたが人類初の未来旅行者だったことは、誰にも知られることはないだろう。,あなたが人類初の未来旅行者であったことを知る者はいないだろう。
426,You land the flyer nose upward on the side of the slag heap and climb out.,あなたは鉱滓山の斜面に機首を上にして着陸し、降りる。,スクラップ置き場に機首を向けて着陸し、降機する。
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八つの目を持つレプニドたちは見ているようだが、こちらに向かってくる気配はない。実際、ゆっくりと近づいても、彼らは微動だにしない。,赤土の上に着陸するのを八つ目のRepnidsが見ているような気がするが、こちらに近づいてくることはなく、実際、ゆっくり歩み寄ってもじっとしている。
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.",どうやら、ユニバーサル翻訳機は応答を拾っていないため、彼らはあなたの声が聞こえないどころか、理解もできないようです。,ユニバーサル・トランスレーターが応答しないので、彼らは理解するどころか聞こえもしないようだ。
430,You decide to use your Psychic Awareness to contact them mentally.,念動力を使って、精神的に彼らと交信することにした。,サイキック・アウェアネスを使って、心理的にコンタクトをとることにする。
436,"#today I have coffee, sunshine and quiet time!",今日 は コーヒー と 日光 と 静かな 時間！,#today コーヒーと太陽の光と静かな時間を過ごしてます！
