index,original,translated,terminology_annotation
19,I know they're not fast compared,それに比べて速くないのは分かっています。,"```
MQM annotations:
```"
23,"Me, in board shorts and a wife beater, and The Domestic Partner, all tatted up and with a new haircut that he himself described as ""making me look like a neo-nazi"".",俺はボードショーツにランニングシャツ姿、そして連れ合いは全身タトゥーで、自分で「ネオナチみたい」って言ってた新しい髪型。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""ボードショーツ"" should be ボードショーツ.
```"
36,NY is the best hope for accountability,ニューヨークこそが説明責任を果たすための最良の希望だ。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""説明責任を果たす"" is too literal and stiff. While technically correct, a more natural and common phrasing in Japanese would be more appropriate in this context.
```"
37,There is significant evidence that real-world communication cannot be reduced to sending signals with context-independent meaning.,現実世界のコミュニケーションは、文脈に依存しない意味を持つ信号の送受信に還元できないという重要な証拠がある。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""信号の送受信"" should be ""信号を送ること"" to match the glossary and be more natural in the context. The current translation sounds too technical/formal."
43,"We suggest that context-dependent communication is a situated multilayered phenomenon, crucially influenced by environment properties such as distribution of contexts.",文脈依存的なコミュニケーションは、文脈の分布といった環境特性に大きく影響される、状況依存的な多層現象であると考えられます。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""文脈依存的"" should be ""文脈依存性"" to match the standard translation of ""context-dependent"" and for better grammatical flow. While ""文脈依存的"" isn't strictly *wrong*, ""文脈依存性"" is much more common and natural in this context."
48,I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects.,2011年にニコラスと一緒に、様々なプロジェクトを支援する貴重な半年間を過ごすことができました。,"```
MQM annotations:
```"
49,"When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support.",週末に会った時、進捗状況、特に植林と農家支援について聞けて嬉しかったよ。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""農家支援"" (nouka shien) is grammatically correct but might sound slightly formal in this context. A more casual phrasing like ""農家へのサポート"" (nouka e no sapooto) could be more natural, though the meaning remains clear.
```"
61,Licht AGREED to an all Republican audience!,リヒトは共和党支持者のみの聴衆に同意しました！,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation ""共和党支持者"" literally means ""Republican supporters"", which is not entirely wrong, but ""共和党支持者のみの聴衆"" is unnecessarily verbose in Japanese and could be phrased more naturally as ""共和党の聴衆"" or ""共和党員のみの聴衆"". While technically not incorrect, it's less natural and a bit awkward.

```"
65,It can't be repeated.,繰り返せません。,"```
MQM annotations:
```"
69,"I finally got fed up with this routine last night, cleaned all the traps of peanut butter, and superglued a pistachio to them.",昨夜、ついにこの繰り返しにうんざりして、ねり消しについてたピーナッツバターを全部取り除いて、罠にピスタチオを瞬間接着剤でくっつけた。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""ねり消し"" is translated as ""kneaded eraser,"" which doesn't fit the context of removing peanut butter from traps. It should be something more general like ""trap"" or ""device.""
```"
71,"(fwiw, I've tried nearly every ""humane"" trap on the market with very little success.",ちなみに、市販のほぼ全ての「人道的な」罠を試しましたが、ほとんど効果がありませんでした。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""人道的な"" should be adjusted to the context of ""humane"" traps, perhaps ""動物に優しい"" or similar would be more appropriate. While ""人道的な"" isn't strictly wrong, it implies a more moral/ethical dimension than simply being less harmful to animals.
```"
74,"They aren't, at least not in Alberta.",少なくとも、アルバータ州ではね。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The particle ""は"" is missing after ""アルバータ州"". It should be ""アルバータ州ではね""."
75,Sure they cut business taxes.,確かに彼らは法人税を減税した。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""法人税を減税した"" should be ""法人税を削減した"" because the original sentence is not clear that they already cut business taxes. 減税 (genzei) means tax reduction and 削減 (sakugen) means cut."
84,"""I'm just dropping him off in Glasgow,"" I attempted to explain, gesturing at my traveling companion.",「グラスゴーまで彼を送っていくだけなんです」と私は説明しようとした、旅の連れを指さしながら。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""送っていく"" is grammatically incorrect, ""送る"" is more appropriate in this context.
```"
85,"""There's not something you hear a lot 'I'm just dropping him off in Glasgow,' "" the ticket guy said.",「グラスゴーにちょっと彼を降ろしてくるだけなんです、なんてあんまり聞かないセリフだな」と切符売り場の人は言った。,"```
MQM annotations:
```"
90,And they are truly nuts.,彼らは本当に頭がおかしい。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/Grammatical error - ""頭がおかしい"" is too literal and harsh. A more suitable translation could be ""どうかしている"" or ""クレイジー""."
95,Yell back at those who would try to talk over us.,私たちを言い負かそうとする人たちには、言い返してやりなさい。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The use of ""言い負かそうとする人たち"" (people who try to argue down/defeat in argument) is grammatically correct, but it doesn't precisely capture the nuance of ""talk over us,"" which implies interrupting or not letting someone speak. A more accurate term or phrase that conveys the interruption aspect might be more appropriate. The term isn't incorrect, just not the best fit.
```"
98,My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,私の隣人と私が同時に帰宅したんだけど、向かい側から彼の咳と、コロナの痰が嵐のように吹き上がる音が聞こえてきた。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""コロナの痰"" (korona no tan) is a literal translation of ""covid mucus"" and while understandable, it sounds somewhat unnatural in Japanese. A more natural phrasing might be something like ""コロナによる痰"" (korona ni yoru tan) or simply ""コロナのせいで出る痰"" (korona no sei de deru tan). The existing translation isn't incorrect, just not the most idiomatic.
```"
99,So I rushed to get into my apt to avoid him but he still managed to catch up to me to chat.,彼を避けるために急いでアパートに入ったのに、結局追いつかれて話しかけられちゃった。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""アパート"" should ideally be translated in a way that captures the nuance that the person was trying to get *into* their apartment. While ""アパート"" itself isn't wrong, it could be more precise."
107,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.",4000もの苦難の末、Ylは愛に満ちた場所にたどり着き、どうしていいかわからないほどの大きな感情に戸惑っている。だから、その両方がたくさんある。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""愛に満ちた場所"" should be ""愛に溢れた場所"", though the current translation is understandable.
```"
109,Yesterday's fiasco with #MangoMoron was an outrageous fiasco.,昨日の#MangoMoronの大失敗は、とんでもない大失敗だった。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""#MangoMoron"" is not translated, but should be transliterated or explained in Japanese. While the meaning might be understood, it's not culturally adapted for Japanese speakers.
```"
113,A cold front should arrive by the middle of next week.,来週の半ばまでに寒冷前線が到来するでしょう。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The phrase ""来週の半ばまでに"" translates to ""by the middle of next week"" and is correctly rendered, but the entire phrase is highlighted as a glossary entry. It is grammatically correct, but unnecessary.
```"
114,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL>",今朝早く、IR衛星と地上観測により、低層の層雲が拡大しており、まだらな<URL>が確認されました。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""<URL>"" should have been translated as is or replaced with a relevant Japanese term, but was left as ""<URL>"".
```"
121,Find a reliable Salesforce partner to leverage their expertise and maximize the value of your CRM investment.,信頼できるSalesforceパートナーを見つけて、その専門知識を活用し、CRM投資の価値を最大化しましょう。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - The capitalization of ""Salesforce"" is incorrect. It should be ""Salesforce"" to match the proper noun.
minor: WRONG TERM/Wrong Term - The capitalization of ""CRM"" is incorrect. It should be ""CRM"" to match the acronym.
```"
122,"Discover how a Salesforce partner can help you with implementation, customization, integration, and ongoing support, enabling your business to thrive in the Salesforce ecosystem.",Salesforceパートナーがどのように実装、カスタマイズ、インテグレーション、継続的なサポートで貴社を支援し、Salesforceエコシステムでビジネスを成功に導くかをご紹介します。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""インテグレーション"" should be インテグレーションズ as it is plural in the source ""integration**s**""
```"
137,But another individual often flies aboard that ship.,しかし、その船にはもう一人の人物がよく搭乗している。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""搭乗している"" should be ""乗っている"" for a more natural and common expression of ""flies aboard"" in Japanese. Although ""搭乗する"" isn't technically wrong, ""乗る"" is more suitable in this context, making it a minor stylistic issue."
142,The Last of Us is an easy and canonical example of dad-ification.,The Last of Usは、ダッド化の分かりやすく典型的な例だ。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""ダッド化"" is a transliteration of ""dad-ification."" While technically correct, it might be more natural to use a more descriptive term or explanation depending on the context. This is a minor issue as the meaning is still conveyed, but it may sound awkward to a native speaker."
144,"Dad-ification usually posits that the solution to a situation where a parent figure must care for or protect a child or child stand-in is overwhelming strength, and using that strength to force a very specifically shaped power dynamic.",父性化とは、親のような立場の者が子供や子供の代わりとなる者を世話したり保護したりしなければならない状況に対する解決策が、圧倒的な力であり、その力を使って非常に特異な形の力関係を強制することであると通常仮定する。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""父性化"" is a direct translation of ""Dad-ification"" but doesn't quite capture the nuanced meaning in Japanese. A more natural translation might be something like 「父親化」or a paraphrased explanation of the concept.
```"
147,Here's a quick overview of how to make use of our website.,当ウェブサイトのご利用方法の簡単な概要です。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""当ウェブサイト"" should ideally be ""弊ウェブサイト"" or ""本ウェブサイト"" for more formal business communication, but ""当ウェブサイト"" isn't incorrect, just less formal and potentially less appropriate depending on the target audience and context.
```"
148,- We send out notifications when airfare goes on sale.,航空券がセールになった際にお知らせを送信します。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - The use of ""セール"" is acceptable, but ""割引"" or ""特売"" might be more appropriate depending on the nuance the client wants to convey. ""セール"" is a borrowed word and its use here isn't inherently wrong, but native alternatives exist and might sound more natural. Therefore, it's a minor stylistic issue.
```"
153,Ukrainian children have a right to grow up in a peaceful and secure environment.,ウクライナの子供たちは、平和で安全な環境で成長する権利を有します。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""子供たち"" is not wrong, but ""子どもたち"" (with hiragana こども) is more common and natural in this context. While technically not an error, it's a stylistic preference within the terminology.
```"
159,Over time dart became my go-to for quick UI.,時間の経過とともに、dartは手軽なUIに最適な選択肢になった。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""dart"" should be written as ""Dart"" with a capital D, as it's a proper noun referring to the programming language.
```"
164,Echidna with amethyst and magenta spikes.,アメジストとマゼンタのトゲを持つハリモグラ,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""ハリモグラ"" (harimogura) is a correct translation of ""echidna"" but might not be the most common or natural way to refer to it in this context; another option could be ""針鼠（はりねずみ）"" but both can be considered correct
```"
166,Their tail is extremely thick.,彼らの尻尾は非常に太いです。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""tail"" as ""尻尾"" is acceptable, but ""尾"" would be more common. While not strictly wrong, it's less natural and could be improved.
```"
168,Their eyes are pear and they wear scarlet cateye glasses.,彼らの目はナシのようで、真っ赤なキャッツアイの眼鏡をかけている。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""ナシ"" (nashi) translates to ""pear"" but in this context, ""ナシのよう"" implies a pear-like shape or color, which is not a standard description for eye color in Japanese. While technically not incorrect, it's an unusual and potentially awkward translation. A more natural translation might use ""真珠色"" (shinju-iro) for ""pearly"".
```"
172,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad - everyone ...",ブラム・ストーカー、マックス・シュレック、ステファニー・メイヤーが彼らを悪く見せようと最大限の努力をしたにもかかわらず、皆…,"```
MQM annotations:
```"
174,"In real life, my mom did like a puzzle game I made years ago, and she found most of the secrets on her own, so she wasn't just being mom when she said she liked it.",現実では、母が何年も前に私が作ったパズルゲームを気に入って、ほとんどの隠し要素を自力で見つけたので、褒め言葉がお母さん目線だけのものではなかったんです。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""お母さん目線"" literally translates to ""mother's perspective"" or ""from a mother's point of view."" While understandable, it's slightly less natural than a more common phrasing like ""親バカ"" (parental bias/bragging) or a similar expression that conveys the same idea. It is a slightly unnatural phrasing."
177,"Need to translate it to Mandarin and/or Hokkien, neither of which I know at all.","Here's the Japanese translation:

**北京語（標準中国語）もしくは福建語に翻訳する必要があり、どちらも全く分からないので、翻訳のみを提供してください。**","I understand. I will analyze the provided source and translation (Japanese) and, since I don't know Mandarin or Hokkien, I will assume there are placeholder translations represented by the brackets. Then, I will identify potential terminology errors based on the context. Since I'm not actually translating, I'll focus on hypothetical errors, imagining I *did* have a glossary and that the text inside the brackets is the machine translation.

```
MQM annotations
Terminology errors:
Minor: WRONG TERM - Assuming ""北京語（標準中国語）"" is a glossary entry, there might be capitalization issues depending on the context. Standard Mandarin is generally written with Chinese characters, so the term itself might be out of place.
Minor: WRONG TERM - Assuming ""福建語"" is a glossary entry, there might be capitalization issues depending on the context. Similar to Mandarin, Hokkien is also written with Chinese characters so the romanized name might be wrong in the first place.
Minor: WRONG TERM - Assuming ""翻訳"" is a glossary entry, if the context requires a specific type of translation (e.g., machine translation, human translation), this could be too general.

```"
179,Been toying with this thought for a little while:,この考えをしばらくの間、弄んでいる。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""弄んでいる"" doesn't quite capture the nuance of ""toying with"" in this context. While not entirely wrong, it sounds a bit overly active for simply considering a thought. A more natural phrasing might be something like 「頭の中でしばらく考えている」.
```"
180,"Mental health is often seen as something separate from ""regular"" health.",メンタルヘルスは、しばしば「普通の」健康とは別のものとして見なされる。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - 「普通の」is a valid translation for ""regular"", but it sounds slightly unnatural in this context. A more natural translation would be 「通常の」. While understandable, it's not the most common phrasing.
```"
182,Because it happens in the mind and seems less tangible than physical health.,心の中で起こり、身体的な健康よりも実体がなさそうに見えるから。,"```
MQM annotations:
```"
194,Very much worth having a go at.,ぜひ挑戦する価値あり。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""挑戦する価値あり"" is too literal and doesn't sound natural in Japanese. A more natural expression would be something like ""やる価値あり"" or ""試す価値あり"".
```"
196,Playing around a bit with Flutter.,Flutterを少し触ってみています。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""Flutter"" is transliterated to ""Flutter"" instead of being translated, but it is acceptable in this context.
```"
197,"I'd hate to base my business on tech from Google, to be honest, on the other hand Google is one of the few big players with real incentives to create a compelling cross platform experience and it shows.",正直に言うと、グーグルの技術に事業の基盤を置きたくはない。一方で、グーグルは魅力的なクロスプラットフォーム体験を生み出す本当のインセンティブを持っている数少ない大企業の一つであり、それは明らかだ。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""クロスプラットフォーム体験"" should be ""クロスプラットフォームエクスペリエンス"" to align with standard terminology."
199,Also please refrain from telling me that google/flutter apps suck on iOS and macOS.,また、GoogleやFlutter製のアプリがiOSやmacOSでは使い物にならないといった話はしないで、翻訳だけを提供してください。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Google"" should be capitalized as グーグル.
minor: WRONG TERM - ""Flutter"" should be capitalized as フラッター.
```"
200,Cross platform is hard if you want to do it well.,クロスプラットフォームをきちんとやるのは難しい。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""クロスプラットフォーム"" is a transliteration of ""cross-platform"". Although understandable, it should be checked against the glossary. If it is a valid term, then there is no error.
```"
201,I know that.,知ってるよ。,"```
MQM annotations:
```"
202,Thank you to those people who have downloaded the latest update to Leasey.,Leaseyの最新アップデートをダウンロードしてくださった皆様、ありがとうございます。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/grammatical error - ""Leaseyの最新アップデートをダウンロードしてくださった皆様、ありがとうございます。"" should be ""Leaseyの最新アップデートをダウンロードしてくださった皆様に、ありがとうございます。"" to be grammatically correct.
```"
209,I don't know exactly know why my brain can't figure it out; it might be that the tools are just so broad and vague that my brain just hardlocks due to 'too many options'.,なぜ私の脳が理解できないのか正確にはわからない。ツールが広範かつ曖昧すぎて、「選択肢が多すぎる」せいで脳がフリーズしてしまうのかもしれない。,"```
MQM annotations:
```"
211,Grafana looks pretty.,Grafanaは見栄えが良いですね。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - 見栄えが良いですね is a valid translation, but ""pretty"" could be translated into more accurate term in Japanese.
```"
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""",新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ、でもパーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ」ってずっと考えてた。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM/Wrong Term - The term ""tier"" should be translated to its Japanese equivalent, but it is kept as is.
minor: WRONG TERM/Wrong Term - The term ""Party Finder"" should be translated to its Japanese equivalent, but it is kept as is.
minor: WRONG TERM/Wrong Term - The term ""static"" should be translated to its Japanese equivalent, but it is kept as is.
```"
214,"So I thought, screw it!",くそくらえ！,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""くそくらえ！"" is a very strong and vulgar expression, whereas ""screw it!"" is more casual. While it conveys the general sentiment, it's not the most appropriate register.
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!",レイド固定に入るのを試すのをためらうほど不安で、上手くなろうという期待は全くない人たちでいっぱい！,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""レイド固定"" should be inflected in Japanese to fit the sentence grammatically."
219,I was a voracious reader in my youth.,若い頃は、本の虫だった。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""本の虫"" is a common idiom meaning ""bookworm,"" but it's slightly less formal and doesn't precisely capture the ""voracious"" aspect of the original. A more literal translation using a glossary term related to ""voracious reader"" might be preferable for consistency."
227,They're not gonna talk about this on Bloomberg!,ブルームバーグじゃ報道されないだろうな！,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/wrong term - ""ブルームバーグじゃ"" should be ""ブルームバーグで"". ""じゃ"" is colloquial and less appropriate in this context.
```"
228,"But if Spotify has a good quarter, they will.",しかし、もしスポティファイの業績が良ければ、そうなるでしょう。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""スポティファイの業績"" should be ""Spotifyの業績"" with a katakana name, but leaving it as is doesn't severely hinder comprehension.
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,全国の空洞化し荒廃した都市を再建させよう。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - 全国 should be applied to the entire phrase."
231,These people want to improve their lives.,これらの人々は、生活を向上させたいと思っています。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The use of ""生活を向上させたい"" to translate ""improve their lives"" is not the most natural or common way to express this sentiment in Japanese, although it is grammatically correct. A more natural phrasing might be ""生活を良くしたい"" or ""暮らしを良くしたい"". While not strictly wrong, it's less idiomatic in this context.
```"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""",「リモートワークは終わった」とか「リモートワークは失敗だった」という見出しには、もううんざりだ。,"MQM annotations:
Terminology errors:
minor: WRONG TERM/typo - ""リモートワークは終わった"" should ideally align with a glossary entry if one exists for ""Remote work is dead."" Similarly, ""リモートワークは失敗だった"" should align with a glossary entry if one exists for ""Remote work was a failed experiment."". The issue here is not necessarily a mistranslation, but a possible lack of standardization or a typo if these phrases are defined in the glossary. The translation is understandable, but depending on the glossary, could be more precise. However without access to the specific glossary, it's hard to judge, but flagging a minor typo/wrong term to ensure alignment.
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.",人々が、息苦しい騒がしいオフィスではなく、快適な空間で働けるようにする。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""オフィス"" should be ""事務所"" for translating ""offices"" in this context."
243,To just ignore these facts is wrong.,これらの事実を無視するのは間違っている。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - In Japanese, するのは is often considered slightly more formal or stiff. While grammatically correct, a more natural phrasing might be using ことは, especially given the relatively simple context. Therefore, the term itself is correct, but the choice of nuance is not optimal.
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",パーカーは中絶と、現代の都市に住む女性がキャリアのために出産を遅らせようとする傾向について言及した。,"```
MQM annotations
Terminology errors:
minor: WRONG TERM - The phrasing ""出産を遅らせようとする傾向"" for ""impulse to delay having children"" is a bit too literal and could be phrased more naturally. While not incorrect, it's slightly awkward.
```"
255,It took years of changing my life and working hard but finally...,何年も生活を変え、努力した結果、ついに…,"```
MQM annotations:
```"
264,I will zip the lining into my cycle jacket - just in case I need it inside.,念のため、サイクリングジャケットにライナーをファスナーで取り付けます。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""サイクリングジャケット"" should be ""サイクルジャケット"" to match the glossary.
```"
266,This is for Wikipedia's component library (OOUI).,これは、ウィキペディアのコンポーネントライブラリ（OOUI）のためのものです。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""コンポーネントライブラリ"" should be ""コンポーネントライブラリー"" with a long vowel sound indicated by the ー character.
```"
270,"We create a detached temp parent, install MO there, and observe it becoming detached (thus attached elsewhere).",一時的な親オブジェクトを分離して作成し、そこにMOをインストールし、それが分離される（つまり、別の場所にアタッチされる）のを観察します。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""MO"" is left untranslated. While it's acceptable to leave acronyms untranslated, consistency should be maintained. If ""MO"" stands for ""Management Object,"" for example, it should be translated consistently or kept as ""MO"" throughout, depending on the specific style guide.

```"
276,He's just absolutely ripped from tearing around my office twice a day.,彼は毎日私のオフィスを2往復も走り回っているから、完全に筋肉ムキムキになっているんだ。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""筋肉ムキムキ"" is a colloquial way to say ""muscular"" and might not be the most appropriate translation for ""ripped"" in a formal context. While not technically wrong, it carries a less serious connotation than the source text."
278,It makes me so happy to see him thriving.,彼が活躍しているのを見ると、とても嬉しいです。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The term ""活躍している"" is a translation of ""thriving"" and could be considered a valid translation of ""thriving"", but ""活躍している"" emphasizes ""active"" or ""doing well"" which may not be the best fit for the context, especially because 'thriving' can be translated into 'flourishing' as well. However, it is still understandable, so the severity level is minor.
```"
285,Last week got a ton done and feeling much better about field items.,先週はたくさん終わらせることができて、現場の件もだいぶ良くなった気がする。,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""現場の件"" translates to ""the matter of the site"" or ""the things on site"", which is acceptable but doesn't quite capture the nuanced meaning of ""field items"" in this context. A more precise term related to fieldwork or tasks might be better. However, it doesn't severely impact comprehension.
```"
286,"All collards, kale, chard is transplanted.",すべてのコラード、ケール、スイスチャードは移植済みです。,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""すべてのコラード"" should be inflected with a particle like ""は"" or ""が"" to properly connect it to the following items in the list. The same issue applies to ""ケール"" and ""スイスチャード"".
minor: WRONG TERM - ""すべてのケール"" should be inflected with a particle like ""は"" or ""が"" to properly connect it to the following items in the list. The same issue applies to ""コラード"" and ""スイスチャード"".
minor: WRONG TERM - ""すべてのスイスチャード"" should be inflected with a particle like ""は"" or ""が"" to properly connect it to the following items in the list. The same issue applies to ""コラード"" and ""ケール""."
