index,original,translated,accuracy_annotation
107,"Герметичный хоррор с претензией на психологизм и политический контекст 2002 году дебютный ужастик Джонатана Либесмана был разруган критикой, но понравился публике и хорошо заработал в прокате, а главное - попался на глаза продюсеру Майклу Бэю.","A hermetic horror with a claim to psychologism and political context, Jonathan Liebesman's 2002 debut horror film was panned by critics, but was liked by the public and did well at the box office, and most importantly - caught the eye of producer Michael Bay.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""hermetic horror with a claim to psychologism and political context"" does not fully capture the meaning of the source text, which describes the film as a ""hermetic horror with a claim to psychologism and political context"".
[Minor]: [accuracy/addition] - The translation adds the phrase ""and most importantly - caught the eye of producer Michael Bay"", which is not present in the source text."
115,А трое мужчин в запертой комнате пытаются выработать стратегию выживания: объединиться в команду или перестрелять друг друга?,"""And three men in a locked room are trying to develop a survival strategy: to unite as a team or to shoot each other?""","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""to shoot each other"" does not accurately reflect the meaning of the source text, which suggests the men are considering uniting as a team or fighting each other, not necessarily shooting.
[Minor]: [accuracy/addition] - The translation adds the phrase ""in a locked room"", which is not present in the source text."
117,Или пытаться сломать свою клетку любой ценой?,To try to break one's cage at any cost.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""To try to break one's cage at any cost"" does not fully capture the meaning of the source text ""Или пытаться сломать свою клетку любой ценой?"", which is more accurately translated as ""Or to try to break one's cage at any cost?""."
118,"Проверку проходят не только они, но и молодая амбициозная сотрудница спецслужб, которую тестирует на безжалостность поднаторевший в диких экспериментах опытный профессор.","The young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them"" does not fully reflect the meaning of the source text. The source text indicates that the young ambitious employee of the special services is being tested for ruthlessness by the experienced professor, but the translation does not convey this clearly.
[Minor]: accuracy/addition - The translation includes the phrase ""not only them"", which is not present in the source text."
120,Их сажают в изолированную комнату и выдают каждому кипу листов с бессмысленными вопросами.,They are placed in an isolated room and given each a stack of papers with meaningless questions.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""They are placed in an isolated room and given each a stack of papers with meaningless questions"" does not fully reflect the meaning of the source text, which indicates that the individuals are ""seated"" in an isolated room and ""given"" a stack of papers with ""meaningless questions"", rather than being ""placed"" there.
[Minor]: no-error"
122,"Начинается игра на выживание, за которой за стеклом внимательно наблюдают правительственные агенты.","The game of survival begins, which is being closely observed by government agents behind the glass.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the game of survival begins"" does not fully capture the meaning of the source text ""Начинается игра на выживание"" (The game for survival begins).
[Minor]: accuracy/addition - The phrase ""which is being closely observed by government agents behind the glass"" adds additional information not present in the source text."
126,"Куртуазным образом жизни отца она уязвлена и откровенно подглядывает за тем, как он, словно пародируя знаменитую сцену из «Шоугелз» Пола Верхувена, ныряет в бассейн за очередной романтической жертвой.","She is offended by her father's courtly way of life and openly peeps at how he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic victim.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""she, as if parodying the famous scene from Paul Verhoeven's 'Showgirls', dives into the pool after another romantic victim"" does not fully capture the meaning of the source text, which describes the father's actions, not the daughter's.
[Minor]: accuracy/addition - The translation adds the phrase ""after another romantic victim"", which is not present in the source text."
129,Вялую мелодраматическую Мгер Мкртчан вместе с Павлом Бардиным снял комедию с Иваном Ургантом «Трое и снежинка».,"""Mger Mkrtchyan, along with Pavel Bardin, directed a comedy with Ivan Urgant called 'Three and a Snowflake'.""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""vylaya melodramaticheskuyu"" (meaning ""languid melodramatic"") does not accurately reflect the meaning of the source text, which describes the genre of the film as a ""comedy"".
[Minor]: accuracy/addition - The translation includes the phrase ""together with Pavel Bardin"", which is not present in the source text."
133,"Особенно жалко линию про бизнес по перекупке футбольных игроков, так и оставшийся за кадром.","Especially regrettable is the line about the business of reselling football players, which remained off-screen.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/omission] - The line about the business of reselling football players, which remained off-screen, is not mentioned in the translation."
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","""But with the potential slogan for the film's audience, the author hit the ""bullseye"": ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""Don't look for a problem where there isn't one"" does not fully capture the meaning of the source text, which suggests that the author hit the ""bullseye"" or was very accurate with the potential slogan for the film's audience.
[Minor]: none"
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes ride almost through the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the sets.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the heroes ride almost through the same parts of the world"" does not fully capture the meaning of the source text, which states that the heroes ""travel through practically the same parts of the world"".
[Minor]: accuracy/addition - The translation ""and exploit the same spectacular shots"" adds the word ""exploit"" which is not present in the source text.
[Minor]: accuracy/mistranslation - The translation ""something stuffed with dollar bills explodes"" does not accurately convey the meaning of the source text, which states that ""something, stuffed with dollar bills, explodes""."
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, thunderous denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger (the comparisons invariably turn out in favor of Bruce and Arnold).","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""thunderous denominator"" does not accurately convey the meaning of the Russian phrase ""громыхающему знаменателю"", which suggests a loud or noisy result rather than a ""thunderous"" one.
[Minor]: accuracy/mistranslation - The translation ""evoke a multitude of images with Willis and Schwarzenegger"" does not fully capture the meaning of the Russian phrase ""вызывающие в памяти массу картин с Уиллисом и Шварценеггером"", which suggests the films being discussed are reminiscent of or similar to the films of Willis and Schwarzenegger.
[Minor]: accuracy/mistranslation - The translation ""the comparisons invariably turn out in favor of Bruce and Arnold"" does not precisely reflect the meaning of the Russian phrase ""сравнения неизменно оказываются в пользу Брюса и Арнольда"", which suggests the comparisons between the films being discussed and those of Willis and Schwarzenegger always favor the latter."
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive - and intend to take revenge at all costs on the scoundrel with the languid voice who orchestrated all this.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""scoundrel with the languid voice"" does not fully capture the meaning of the source text ""негодяй с томным голосом"", which suggests a more nuanced and less direct connotation.
[Minor]: [accuracy/addition] - The addition of ""at all costs"" in the translation is not present in the source text and may slightly alter the nuance of the meaning."
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, conditionally edible action movie.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""conditionally edible action movie"" does not accurately reflect the meaning of the source text ""условно съедобный боевичок"", which refers to a type of snack or food item made from recycled materials, not an actual action movie.
[Minor]: accuracy/addition - The translation ""Made from recycled materials"" adds additional information not present in the source text ""Сделанный из вторсырья""."
154,Простая история о беглом румынском каторжнике,A simple story about a fugitive Romanian convict.,"MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""fugitive Romanian convict"" does not fully capture the meaning of the source text ""беглый румынский каторжник"", which refers to a Romanian convict who has escaped from prison or a labor camp.
[Minor]: [accuracy/addition] - The translation ""A simple story about"" adds additional information that is not present in the source text ""Простая история о""."
158,"Безусловно, оно будет реалистичным, притом жестко.","It will be realistic, and harsh.","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""harsh"" does not fully capture the meaning of the Russian word ""жестко"", which implies a stronger, more severe sense of realism."
159,Высока вероятность участия актеров-непрофессионалов.,High probability of participation of non-professional actors.,"MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""non-professional actors"" does not fully capture the meaning of the Russian phrase ""актеров-непрофессионалов"", which suggests a high probability of participation of amateur or non-professional actors.
[Minor]: none"
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one can easily mistake what is happening on the screen for exercises of some underground critical realists from the Warsaw Pact countries, who were given a lecture on Bresson in the early 80s.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""exercises of some underground critical realists from the Warsaw Pact countries"" does not fully capture the meaning of the source text, which refers to ""упражнения каких-то подпольных критических реалистов из стран Варшавского договора"" (exercises of some underground critical realists from the Warsaw Pact countries).
[Minor]: accuracy/addition - The phrase ""who were given a lecture on Bresson in the early 80s"" is not present in the source text and is an addition to the translation."
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Convert to a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - The translation ""a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon"" does not fully capture the meaning of the source text, which describes converting the content into a 70s-style exploitation with a specific narrative involving a cowboy leaving prison and heading to a saloon.
[Minor]: None"
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""a decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction"" does not fully capture the meaning of the source text, which suggests that the debut is ""not bad"" and instills ""weak hope"" that the Romanian art house will develop into a ""proper/decent direction"" someday.
[Minor]: no-error"
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D), especially if you like when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there is not a single below-the-belt joke here, because of which you had to shyly shrink into the chair and cover the children's ears with your hands on ""Ice Age"".","MQM annotations:
Accuracy Errors
[Major]: [accuracy/mistranslation] - The translation ""Despicable Me"" does not fully capture the meaning of the Russian title ""Гадкий я"", which is a more literal translation of ""Ugly Me"".
[Minor]: [accuracy/addition] - The addition of ""by the way"" in the translation is not present in the source text.
[Minor]: [accuracy/addition] - The addition of ""especially if you like when different objects constantly try to jump out of the screen into the hall"" is not directly stated in the source text, but rather an elaboration on the 3D aspect.
[Minor]: [accuracy/omission] - The translation omits the phrase ""сносно написана"" (decently written), which is present in the source text."
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","Understood, that the reason for the change of course was not the authors' sense of moderation, but the glaring asexuality of the protagonist, which in turn is dictated by the unwillingness to touch upon the topic of pedophilia in any way.","MQM annotations:
Accuracy Errors
[Major]: accuracy/mistranslation - The translation ""the glaring asexuality of the protagonist"" does not fully capture the meaning of the source text, which refers to the ""unwillingness to touch upon the topic of pedophilia in any way"" as the reason for the change of course, rather than the protagonist's asexuality.
[Minor]: no-error"
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to all categories of citizens can be felt.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

The machine translation accurately conveys the meaning of the source text. There are no significant accuracy errors."
