index,original,translated,linguistic_convention_annotation
72,А вот «Адель...» — едва ли.,"""Adele...""—hardly.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a closing quotation mark after ""Adele...""."
73,"Когда смотришь это кино, кажется, что 13 лет перед нами был не наш Бессон, а какой-то двойник.","When you watch this movie, it seems that 13 years ago it was not our Besson, but some kind of double.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation does not match the source text. The phrase ""13 years ago it was not our Besson, but some kind of double"" should be rearranged to match the original Russian word order."
76,"Тут весь невероятный драйв заключается в том, что за каждым поворотом или репликой вас поджидают сюрпризы.","Here, the incredible drive is that surprises await you around every corner or line.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, affecting the natural flow of the language."
77,И все как один приятные.,And they are all pleasant.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""And they are all pleasant"" does not match the source text ""И все как один приятные."""
78,"То ли девушка, то ли видение","A vision, or a girl.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""A vision, or a girl"" should be capitalized."
84,"Режиссер не бежит за зрителем с протянутой рукой, умоляя оценить спецэффекты, декорации или трюки, а увлекает за собой, как старомодный романист, восклицающий пред большим путешествием к центру земли или на край света: «Вперед, мой читатель, нас ждут великие дела!»","The director does not run after the viewer with an outstretched hand, begging to appreciate the special effects, sets, or stunts, but rather draws them in, like an old-fashioned novelist, exclaiming before a great journey to the center of the earth or to the edge of the world: ""Forward, my reader, great deeds await us!""","MQM annotations:
linguistic conventions errors:
[minor]: punctuation - The translation uses a comma after ""reader"" instead of an exclamation mark, which would be more appropriate to match the exclamatory tone of the source text.
[minor]: word order - The order of the phrases ""to the center of the earth or to the edge of the world"" in the translation does not exactly match the order in the source text."
85,"При этом Бессон обращается с жанровым кино, про которое знает решительно все, бесцеремонно и весело, как мальчишка, насмотревшийся старых фильмов и начитавшийся Жюля Верна.","At the same time, Besson deals with genre cinema, about which he knows absolutely everything, unceremoniously and cheerfully, like a boy who has watched old movies and read Jules Verne.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, but the intended meaning is still understandable."
86,"Манипулируя банальностями, не отказывая себе в цинизме и не стесняясь риско","Manipulating banalities, not denying oneself cynicism and not being ashamed of risk.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural, the original Russian sentence has a more complex structure that is not fully captured in the English translation.
[Minor]: [punctuation] - The translation lacks a period at the end of the sentence."
90,"Город переполошило древнее чудовище, которое пробудил к жизни старый медиум.","The ancient monster, which an old medium awakened to life, has thrown the city into a state of turmoil.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the flow of the source text. The sentence structure should be rearranged to better reflect the original meaning."
92,С той же целью девушка тащит из Египта настоящую мумию.,A girl drags a real mummy from Egypt for the same purpose.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""A girl drags a real mummy from Egypt for the same purpose"" does not match the natural flow of the source text ""С той же целью девушка тащит из Египта настоящую мумию."""
96,"Стиль Бессона в этом фильме складывается из словесного трюкачества, актерской клоунады и сюжетной эквилибристики (цирковые термины вполне уместны - единение двух искусств здесь органично и крепко как никогда).","The style of Besson in this film is made up of verbal trickery, acting clownery, and plot acrobatics (circus terms are quite appropriate - the unity of the two arts here is as organic and strong as ever).","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The sentence could benefit from a comma after ""clownery"" to improve readability."
98,"В ней воплотился незаслуженно забытый типаж авантюристки, которая берет не столько эксплуатацией сексуальности, сколько чистейшим куражом и отвагой.","In her, the undeservedly forgotten type of the adventuress was embodied, who takes not so much by the exploitation of sexuality, but by the purest daring and courage.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, affecting the natural flow of the language."
99,"В кино к таким девушкам, как правило, приставляют какого-нибудь дежурного мачо или волоокого романтика",A typical movie scenario involves pairing such girls with a standard macho man or a dreamy romantic.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation does not match the natural flow of the target language. The phrase ""a standard macho man or a dreamy romantic"" should be in a more natural order."
104,"Натренированный на многочисленных жанровых «кошках» и, казалось, совсем скисший Люк Бессон проявил неожиданную творческую лихость, напомнив, что граница между предпочтениями скучающих посетителей мегамоллов и высоколобых завсегдатаев арт-хаусных залов легко преодолевается фильмами для жизнерадостных безумцев.","Trained on numerous genre ""cats"" and, it seemed, completely soured, Luc Besson showed unexpected creative daring, reminding that the boundary between the preferences of bored visitors of megamalls and high-browed regulars of art-house halls is easily overcome by films for cheerful madmen.","MQM annotations:
linguistic conventions errors:

[Minor]: [capitalization] - The word ""Luc"" should be capitalized as it is a proper noun.
[Minor]: [punctuation] - The comma after ""soured"" should be removed as it is not necessary in this context.
[Minor]: [word order] - The phrase ""for cheerful madmen"" could be better placed at the end of the sentence to improve the flow."
107,"Герметичный хоррор с претензией на психологизм и политический контекст 2002 году дебютный ужастик Джонатана Либесмана был разруган критикой, но понравился публике и хорошо заработал в прокате, а главное - попался на глаза продюсеру Майклу Бэю.","A hermetic horror with a claim to psychologism and political context, Jonathan Liebesman's 2002 debut horror film was panned by critics, but was liked by the public and did well at the box office, and most importantly - caught the eye of producer Michael Bay.","MQM annotations:
linguistic conventions errors:
[minor]: capitalization - The word ""Герметичный"" should be capitalized at the beginning of the sentence.
[minor]: punctuation - The comma after ""2002 году"" should be removed.
[minor]: punctuation - The comma after ""но понравился публике"" should be removed.
[minor]: punctuation - The comma after ""и хорошо заработал в прокате"" should be removed."
115,А трое мужчин в запертой комнате пытаются выработать стратегию выживания: объединиться в команду или перестрелять друг друга?,"""And three men in a locked room are trying to develop a survival strategy: to unite as a team or to shoot each other?""","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the flow of the source text. The sentence structure should be rearranged to better convey the meaning."
117,Или пытаться сломать свою клетку любой ценой?,To try to break one's cage at any cost.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""To try to break one's cage at any cost"" does not match the natural flow of the source text ""Или пытаться сломать свою клетку любой ценой?""."
118,"Проверку проходят не только они, но и молодая амбициозная сотрудница спецслужб, которую тестирует на безжалостность поднаторевший в диких экспериментах опытный профессор.","The young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural, making the sentence structure awkward. The phrase ""the young ambitious employee of the special services, who is tested for ruthlessness by an experienced professor who has become adept at wild experiments, undergoes the verification, not only them"" should be rearranged to follow a more natural English word order.
[Minor]: [punctuation] - The comma after ""them"" should be removed to improve the flow of the sentence."
120,Их сажают в изолированную комнату и выдают каждому кипу листов с бессмысленными вопросами.,They are placed in an isolated room and given each a stack of papers with meaningless questions.,"MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Incorrect use of commas in the translation. The source text does not have commas, but the translation adds them."
122,"Начинается игра на выживание, за которой за стеклом внимательно наблюдают правительственные агенты.","The game of survival begins, which is being closely observed by government agents behind the glass.","MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""The"" should be capitalized at the beginning of the sentence.
[Minor]: [punctuation] - There should be a period at the end of the sentence."
126,"Куртуазным образом жизни отца она уязвлена и откровенно подглядывает за тем, как он, словно пародируя знаменитую сцену из «Шоугелз» Пола Верхувена, ныряет в бассейн за очередной романтической жертвой.","She is offended by her father's courtly way of life and openly peeps at how he, as if parodying the famous scene from Paul Verhoeven's ""Showgirls"", dives into the pool after another romantic victim.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, affecting the natural flow of the language."
129,Вялую мелодраматическую Мгер Мкртчан вместе с Павлом Бардиным снял комедию с Иваном Ургантом «Трое и снежинка».,"""Mger Mkrtchyan, along with Pavel Bardin, directed a comedy with Ivan Urgant called 'Three and a Snowflake'.""","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The name ""Mger Mkrtchyan"" should be capitalized correctly.
[Minor]: punctuation - The comma after ""Mger Mkrtchyan"" is unnecessary.
[Minor]: word order - The order of ""Mger Mkrtchyan"" and ""Pavel Bardin"" should be reversed to match the source text."
133,"Особенно жалко линию про бизнес по перекупке футбольных игроков, так и оставшийся за кадром.","Especially regrettable is the line about the business of reselling football players, which remained off-screen.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, affecting the natural flow of the language."
137,"Зато с потенциальным слоганом для аудитории фильма автор попал «в девятку»: «Не ищи проблему там, где ее нет». Точнее не скажешь.","""But with the potential slogan for the film's audience, the author hit the ""bullseye"": ""Don't look for a problem where there isn't one."" Couldn't have said it better.""","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation uses a period (""."") instead of a colon ("":"") after the phrase ""Couldn't have said it better."""
140,"Герои скачут практически по одним и тем же частям света (оба фильма начинаются в Латинской Америке и заканчиваются в порту Лос-Анджелеса) и эксплуатируют одни и те же эффектные кадры - и там и там взрывается нечто, набитое долларовыми купюрами, и на декорации опускается вихрь из баксов.","The heroes ride almost through the same parts of the world (both films start in Latin America and end in the port of Los Angeles) and exploit the same spectacular shots - in both, something stuffed with dollar bills explodes, and a whirlwind of dollars descends on the sets.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, but the meaning is still clear."
146,"Просто удивительно, как они, не сговариваясь, привели разный материал к абсолютно идентичному громыхающему знаменателю, сделав довольно тяжелые, предсказуемые, ненужные боевики, вызывающие в памяти массу картин с Уиллисом и Шварценеггером (сравнения неизменно оказываются в пользу Брюса и Арнольда).","It's simply amazing how, without conspiring, they brought different material to an absolutely identical, thunderous denominator, creating rather heavy, predictable, unnecessary action films that evoke a multitude of images with Willis and Schwarzenegger (the comparisons invariably turn out in favor of Bruce and Arnold).","MQM annotations:
linguistic conventions errors:
[Minor]: [Punctuation] - The use of parentheses around ""comparisons invariably turn out in favor of Bruce and Arnold"" is not necessary and disrupts the flow of the sentence.
[Minor]: [Word Order] - The order of ""Uilis and Schwarzenegger"" should be ""Willis and Schwarzenegger"" to match the source text."
151,"Но они живы — и намерены во что бы то ни стало отомстить негодяю с томным голосом, который все это подстроил.",But they are alive - and intend to take revenge at all costs on the scoundrel with the languid voice who orchestrated all this.,"MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - Missing punctuation at the end of the sentence."
153,"Сделанный из вторсырья, условно съедобный боевичок","Made from recycled materials, conditionally edible action movie.","MQM annotations:
linguistic conventions errors:
[Minor]: [Spelling] - The word ""боевичок"" is misspelled, the correct spelling should be ""боевик"".
[Minor]: [Capitalization] - The word ""Сделанный"" should be capitalized at the beginning of the sentence.
[Minor]: [Punctuation] - The sentence should end with a period instead of a comma."
154,Простая история о беглом румынском каторжнике,A simple story about a fugitive Romanian convict.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The first letter of ""Romanian"" should be capitalized."
158,"Безусловно, оно будет реалистичным, притом жестко.","It will be realistic, and harsh.","MQM annotations:
linguistic conventions errors:
[Minor]: [punctuation] - The translation is missing a period at the end of the sentence."
159,Высока вероятность участия актеров-непрофессионалов.,High probability of participation of non-professional actors.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""High probability of participation of non-professional actors"" does not match the natural word order in English, which would be ""The probability of participation of non-professional actors is high."""
161,"Также, не зная года выпуска, можно запросто принять происходящее на экране за упражнения каких-то подпольных критических реалистов из стран Варшавского договора, которым в начале 80-х прочитали лекцию о Брессоне","Also, without knowing the year of release, one can easily mistake what is happening on the screen for exercises of some underground critical realists from the Warsaw Pact countries, who were given a lecture on Bresson in the early 80s.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation does not match the natural flow of the target language. The phrase ""who were given a lecture on Bresson in the early 80s"" should be placed closer to the end of the sentence."
168,"конвертировать в эксплотейшн а-ля 70-е, с ковбоем, решившим прогуляться из тюряги, откуда ему скоро выходить, до ближайшего салуна).","Convert to a 70s-style exploitation, with a cowboy who decides to take a stroll from the prison, where he's about to be released, to the nearest saloon.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the flow of the source text. The translation should be restructured to better reflect the original phrasing.
[Minor]: [punctuation] - The comma after ""saloon"" is unnecessary."
175,"Неплохой дебют, внушающий слабую надежду, что из румынского артхауса когда-нибудь вырастет приличное направление","A decent debut, instilling a weak hope that the Romanian art house will someday grow into a respectable direction.","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""Romanian"" should be capitalized.
[Minor]: [Punctuation] - The comma after ""debut"" should be a period."
178,"«Гадкий я», наверное, лучшая работа его команды: картина прекрасно нарисована (кстати, имеет смысл смотреть в ЗО), особенно, если вы любите, когда разные объекты то и дело норовят выпрыгнуть с экрана в зал), сносно написана, и, главное, здесь нет ни одной нижепоясной шутки, из-за которых на «Ледниковых периодах» приходилось стыдливо вжиматься в кресло и закрывать детские ушки руками.","""Despicable Me"" is probably the best work of his team: the picture is beautifully drawn (by the way, it's worth watching in 3D), especially if you like when different objects constantly try to jump out of the screen into the hall), decently written, and, most importantly, there is not a single below-the-belt joke here, because of which you had to shyly shrink into the chair and cover the children's ears with your hands on ""Ice Age"".","MQM annotations:
linguistic conventions errors:
[Minor]: punctuation - The translation uses a comma after ""especially"" instead of a colon, which would be more appropriate to introduce the following clause.
[Minor]: word order - The phrase ""to jump out of the screen into the hall"" is in a slightly different order compared to the source text."
179,"Понятно, что причиной смены курса стало не чувство меры авторов, а вопиющая асексуальность главного героя, каковая в свою очередь продиктована нежеланием как бы то ни было касаться темы педофилии.","Understood, that the reason for the change of course was not the authors' sense of moderation, but the glaring asexuality of the protagonist, which in turn is dictated by the unwillingness to touch upon the topic of pedophilia in any way.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is unnatural and does not flow well. The use of ""cakovaya"" (which) is incorrect and should be replaced with a more natural construction.
[Minor]: [punctuation] - The comma after ""understood"" is unnecessary."
182,"Чувствуется кропотливая работа слаженной команды маркетологов, продумавших каждую мелочь, чтобы фильм понравился всем категориям граждан.",The meticulous work of a well-coordinated team of marketers who have thought through every detail to make the film appealing to all categories of citizens can be felt.,"MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The first letter of ""citizens"" should be capitalized."
189,В финале Грю танцует партию Траволты,"In the finale, Gru dances Travolta's part.","MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text. The source text says ""In the finale, Gru dances Travolta's part"", while the translation says ""In the finale, Gru dances Travolta's part."""
190,"К заброшенному трейлеру где-то посреди условной пустыни подкатывает тачка, из которой выходят три пары добротнейших сисек.","To the abandoned trailer somewhere in the middle of a conditional desert, a car pulls up, from which three pairs of excellent tits emerge.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not follow the typical English sentence structure. The phrase ""from which three pairs of excellent tits emerge"" should be rearranged to improve the flow of the sentence.
[Minor]: [capitalization] - The word ""tits"" should be capitalized at the beginning of the sentence."
192,Сами по себе носительницы этого дара не так существенны.,The bearers of this gift are not so significant in themselves.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""The bearers of this gift are not so significant in themselves"" does not match the natural flow of the source text ""Сами по себе носительницы этого дара не так существенны."""
196,А происходит много всего забавного.,A lot of funny things are happening.,"MQM annotations:
linguistic conventions errors:
[Minor]: [capitalization] - The translation starts with ""A"" instead of capitalizing the first letter as in the source text ""А""."
198,"Создатели считают, что матерящаяся телка с щедрыми формами, вымазанная в грязи, с разбитым носом и сияющими белизной зубами - это круто.","The creators consider that a foul-mouthed cow with generous curves, smeared in dirt, with a broken nose and gleaming white teeth - this is cool.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not follow the conventions of the English language. The phrase ""a foul-mouthed cow with generous curves, smeared in dirt, with a broken nose and gleaming white teeth"" would be more naturally expressed in English as ""a foul-mouthed cow with generous curves, smeared in dirt, and with a broken nose and gleaming white teeth"".
[Minor]: [punctuation] - The use of the hyphen in ""foul-mouthed"" is not necessary and does not follow standard English punctuation conventions."
201,Близкий по духу фильм в московском прокате — «Ствол для Дженнифер».,"""A Barrel for Jennifer""","MQM annotations:
linguistic conventions errors:
[Minor]: [Capitalization] - The title ""A Barrel for Jennifer"" should be capitalized properly according to English conventions."
203,"В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий.",A true Klondike of pleasures for the cinema fetishist.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation ""A true Klondike of pleasures for the cinema fetishist"" is slightly different from the source text ""В общем, для кино-фетишиста здесь обнаруживается настоящий Клондайк удовольствий."" The translation follows a more natural English word order, but the source text has a slightly different structure."
205,"Если бы не физические данные актрис, скучно стало бы уже к середине.","If it were not for the physical data of the actresses, it would have become boring already by the middle.","MQM annotations:
linguistic conventions errors:
[Minor]: grammar - The sentence structure is awkward and could be improved for better flow and naturalness."
207,"В РОЛЯХ: Джулия Вот, Эрин Каммингс, Америка Оливо, Майкл Херст, Рон Мелендес","Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez.","MQM annotations:
linguistic conventions errors:
[Minor]: capitalization - The names ""Julia Voth"", ""Erin Cummings"", ""America Olivo"", ""Michael Hurst"", and ""Ron Melendez"" should be capitalized according to English conventions."
209,"Ничего не добившись и застрелив несчастного бандита, бабы начинают цапаться, драться друг с другом и периодически прибывающими откуда-то отморозками, а также регулярно целоваться и тискаться.","Nothing achieved and having shot the unfortunate bandit, the women begin to squabble, fight with each other and the periodically arriving thugs from somewhere, as well as regularly kissing and fondling.","MQM annotations:
linguistic conventions errors:
[Major]: [grammar] - The sentence structure is unnatural and awkward. The flow of the translation is disrupted.
[Minor]: [punctuation] - The comma after ""Nothing achieved"" is unnecessary.
[Minor]: [word order] - The phrase ""and having shot the unfortunate bandit"" should be placed closer to the beginning of the sentence for better flow."
210,"По ходу дела выясняется, что все трое не те, кем представлялись в начале.",It turns out that all three of them are not who they presented themselves to be at the beginning.,"MQM annotations:
linguistic conventions errors:
[Minor]: [word order] - The word order in the translation is slightly different from the source text, but the intended meaning is still clear."
214,Кровожадный и кусачий пеплум возвращает режиссеру пошатнувшееся доверие.,The bloodthirsty and biting peplum restores the director's shaken trust.,"MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the source text. The phrase ""the bloodthirsty and biting peplum"" should be placed before ""restores the director's shaken trust"" to align with the source."
217,"«План Маршалла» по очищению «пеплума» от налипшей пост-гладиаторской киногрязи, в целом, сработал.","""The Marshall Plan"" for cleaning the ""peplum"" from the adhered post-gladiator film dirt, in general, worked.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the source text. The phrase ""from the adhered post-gladiator film dirt"" should be placed closer to the beginning of the sentence.
[Minor]: [punctuation] - The use of quotation marks around ""peplum"" is unnecessary and does not follow standard punctuation conventions."
226,"Тонкому артхаусному артисту пока удалось отвоевать в Голливуде лишь острохарактерные роли второго плана, но очень хочется верить, что после «Центуриона» ситуация изменится.","""The thin arthouse artist has so far only managed to win over acute character roles in the second tier in Hollywood, but one really wants to believe that the situation will change after 'The Centurion'.""","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural, the phrase ""in Hollywood"" should be placed closer to ""roles"" to match the source text structure.
[Minor]: [punctuation] - The comma after ""but"" is not necessary in the target language."
240,"Лысая, как бильярдный шар, киса замыслила захватить весь мир, и теперь собаки-суперагенты вынуждены объединить усилия со своими мяукующими антагонистами.","A bald, like a billiard ball, kitty has plotted to conquer the whole world, and now the super-agent dogs are forced to join forces with their meowing antagonists.","MQM annotations:
linguistic conventions errors:
[Major]: [word order] - The word order in the translation is not natural and does not match the flow of the source text. The phrase ""a bald, like a billiard ball, kitty"" should be rearranged to better reflect the natural word order.
[Minor]: [capitalization] - The word ""Kitty"" should not be capitalized as it is a common noun."
